  time  ,:20:40 A,:20:47 A,:20:55 A,:21:01 A,:21:07 A,:21:36 A,:21:40 A,:21:49 A,:21:56 A,:22:03 A,:22:44 A,:22:50 A,:22:55 A,:23:01 A,:23:07 A,:23:39 A,:23:46 A,:23:52 A,:23:59 A,:24:05 A,:24:37 A,:24:43 A,:24:49 A,:24:54 A,:24:59 A,:25:31 A,:25:41 A,:25:46 A,:25:55 A,:26:02 A,:26:33 A,:26:42 A,:26:49 A,:26:55 A,:27:02 A,:27:37 A,:27:44 A,:27:51 A,:27:59 A,:28:06 A,:28:41 A,:28:50 A,:28:58 A,:29:08 A,:29:17 A,:30:12 A,:30:18 A,:30:26 A,:30:33 A,:30:41 A,:31:38 A,:31:48 A,:31:54 A,:32:01 A,:32:09 A,:32:40 A,:32:46 A,:32:53 A,:32:58 A,:33:04 A,:33:38 A,:33:45 A,:33:50 A,:33:57 A,:34:03 A,:34:36 A,:34:44 A,:34:51 A,:35:00 A,:35:11 A,:35:46 A,:35:52 A,:35:58 A,:36:04 A,:36:11 A,:36:43 A,:36:49 A,:36:56 A,:37:02 A,:37:10 A,:37:44 A,:37:50 A,:37:57 A,:38:03 A,:38:11 A,:38:47 A,:38:54 A,:39:01 A,:39:09 A,:39:15 A,:39:53 A,:39:59 A,:40:04 A,:40:12 A,:40:19 A,:41:05 A,:41:11 A,:41:16 A,:41:33 A,:41:44 A,:48:37 A,:48:45 A,:48:51 A,:48:59 A,:49:05 A,:49:37 A,:49:45 A,:49:54 A,:50:02 A,:50:07 A,:50:40 A,:50:47 A,:50:54 A,:51:01 A,:51:09 A,:51:48 A,:51:55 A,:52:01 A,:52:08 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 758 , 0.397961 , 0.422929 , 0.411837 , 0.446102 , 0.350673 , 0.353821 , 0.381314 , 0.371119 , 0.370436 , 0.401188 , 0.389465 , 0.397675 , 0.383747 , 0.383883 , 0.433338 , 0.257124 , 0.358395 , 0.368036 , 0.358746 , 0.317859 , 0.35375 , 0.31471 , 0.381691 , 0.370222 , 0.365674 , 0.406067 , 0.36922 , 0.397428 , 0.351258 , 0.356827 , 0.306578 , 0.400628 , 0.394416 , 0.377853 , 0.379973 , 0.368595 , 0.453421 , 0.255601 , 0.316759 , 0.394221 , 0.338182 , 0.270596 , 0.396829 , 0.340654 , 0.322504 , 0.38363 , 0.332451 , 0.385581 , 0.395287 , 0.410803 , 0.393895 , 0.379785 , 0.405586 , 0.360372 , 0.365473 , 0.328242 , 0.36047 , 0.310625 , 0.365876 , 0.333609 , 0.314983 , 0.344531 , 0.314587 , 0.365206 , 0.344584 , 0.389023 , 0.389901 , 0.353359 , 0.386264 , 0.365004 , 0.384957 , 0.369773 , 0.401084 , 0.391813 , 0.394559 , 0.39305 , 0.39612 , 0.375329 , 0.394409 , 0.385002 , 0.386037 , 0.416645 , 0.357386 , 0.35051 , 0.323311 , 0.284635 , 0.232728 , 0.296859 , 0.306884 , 0.298668 , 0.341201 , 0.358063 , 0.330096 , 0.344902 , 0.359735 , 0.404649 , 0.34619 , 0.33368 , 0.348591 , 0.372915 , 0.396556 , 0.375257 , 0.339834 , 0.331325 , 0.375342 , 0.332841 , 0.354654 , 0.403309 , 0.389341 , 0.322803 , 0.364965 , 0.299845 , 0.334903 , 0.351733 , 0.284772 , 0.325737 , 0.322823 , 0.308426 , 0.327754 
 759 , 0.398744 , 0.424527 , 0.412302 , 0.447075 , 0.351537 , 0.354836 , 0.382096 , 0.372243 , 0.371263 , 0.402031 , 0.390779 , 0.399195 , 0.384722 , 0.384755 , 0.433949 , 0.258115 , 0.358339 , 0.368662 , 0.359632 , 0.31856 , 0.354915 , 0.315666 , 0.382442 , 0.370746 , 0.366375 , 0.406402 , 0.369394 , 0.398287 , 0.352216 , 0.357404 , 0.308034 , 0.401377 , 0.395151 , 0.378901 , 0.380926 , 0.369381 , 0.45425 , 0.256808 , 0.317874 , 0.395013 , 0.339103 , 0.271392 , 0.397744 , 0.341566 , 0.323042 , 0.384448 , 0.333275 , 0.386415 , 0.395941 , 0.411348 , 0.395196 , 0.380606 , 0.40648 , 0.361311 , 0.366467 , 0.329269 , 0.361004 , 0.311791 , 0.366846 , 0.334856 , 0.316241 , 0.345388 , 0.315437 , 0.366656 , 0.345709 , 0.389734 , 0.390904 , 0.354013 , 0.387238 , 0.365676 , 0.385729 , 0.370812 , 0.401796 , 0.392563 , 0.395647 , 0.393935 , 0.397392 , 0.375862 , 0.394987 , 0.38597 , 0.387186 , 0.416961 , 0.358045 , 0.351288 , 0.323898 , 0.285636 , 0.232933 , 0.296926 , 0.30774 , 0.299808 , 0.341965 , 0.35862 , 0.33087 , 0.345709 , 0.360436 , 0.405592 , 0.347375 , 0.335097 , 0.349642 , 0.373399 , 0.397803 , 0.376228 , 0.340873 , 0.332033 , 0.376346 , 0.333614 , 0.354882 , 0.403847 , 0.390355 , 0.323748 , 0.365075 , 0.300879 , 0.336143 , 0.352177 , 0.28527 , 0.32663 , 0.323323 , 0.309106 , 0.328688 
 760 , 0.399612 , 0.426287 , 0.412821 , 0.448142 , 0.352494 , 0.355953 , 0.382956 , 0.373489 , 0.372183 , 0.40296 , 0.392226 , 0.400873 , 0.385812 , 0.38572 , 0.434618 , 0.259215 , 0.358278 , 0.369353 , 0.360608 , 0.319333 , 0.35621 , 0.316726 , 0.383278 , 0.371323 , 0.367154 , 0.406775 , 0.369596 , 0.399238 , 0.353275 , 0.358041 , 0.309649 , 0.402199 , 0.395962 , 0.380054 , 0.381978 , 0.370246 , 0.455174 , 0.258145 , 0.319103 , 0.395896 , 0.340118 , 0.272267 , 0.398765 , 0.34258 , 0.323646 , 0.385359 , 0.334183 , 0.387342 , 0.396664 , 0.411961 , 0.396638 , 0.381518 , 0.407471 , 0.362348 , 0.367561 , 0.330402 , 0.3616 , 0.313069 , 0.367909 , 0.336238 , 0.317639 , 0.346342 , 0.316372 , 0.368257 , 0.346959 , 0.390526 , 0.39201 , 0.354739 , 0.388307 , 0.366425 , 0.38658 , 0.371959 , 0.40258 , 0.393395 , 0.396855 , 0.394912 , 0.398798 , 0.37645 , 0.395634 , 0.38704 , 0.388458 , 0.417312 , 0.35877 , 0.352139 , 0.324552 , 0.286743 , 0.233164 , 0.296991 , 0.30869 , 0.301075 , 0.34281 , 0.359236 , 0.331721 , 0.346605 , 0.361212 , 0.406624 , 0.348673 , 0.336665 , 0.3508 , 0.373936 , 0.399179 , 0.377304 , 0.342022 , 0.332804 , 0.377461 , 0.334472 , 0.355133 , 0.404438 , 0.391471 , 0.324782 , 0.365191 , 0.30202 , 0.337512 , 0.352664 , 0.285817 , 0.327618 , 0.323876 , 0.309852 , 0.329719 
 761 , 0.400586 , 0.427622 , 0.413891 , 0.449258 , 0.353529 , 0.356881 , 0.383967 , 0.374459 , 0.372946 , 0.404065 , 0.393285 , 0.402042 , 0.386626 , 0.38669 , 0.435559 , 0.260013 , 0.358833 , 0.370319 , 0.361581 , 0.320228 , 0.357046 , 0.317494 , 0.38405 , 0.371922 , 0.367928 , 0.407378 , 0.370103 , 0.400026 , 0.354063 , 0.358674 , 0.31046 , 0.403066 , 0.396745 , 0.380927 , 0.382715 , 0.371114 , 0.455924 , 0.258976 , 0.31977 , 0.3967 , 0.340854 , 0.273114 , 0.399556 , 0.343429 , 0.324337 , 0.386104 , 0.334843 , 0.388012 , 0.397272 , 0.412454 , 0.397546 , 0.382193 , 0.408135 , 0.362903 , 0.368316 , 0.331218 , 0.362185 , 0.313709 , 0.368608 , 0.337012 , 0.31846 , 0.346985 , 0.317099 , 0.369079 , 0.347684 , 0.391027 , 0.392649 , 0.355335 , 0.388941 , 0.367063 , 0.387167 , 0.37266 , 0.403295 , 0.394048 , 0.397629 , 0.395613 , 0.399657 , 0.377124 , 0.396268 , 0.387822 , 0.389297 , 0.417936 , 0.359558 , 0.35281 , 0.325157 , 0.287627 , 0.233689 , 0.29746 , 0.309429 , 0.301829 , 0.343639 , 0.360073 , 0.332573 , 0.347442 , 0.362083 , 0.407626 , 0.349732 , 0.337788 , 0.351894 , 0.37493 , 0.400885 , 0.378632 , 0.343448 , 0.334068 , 0.379019 , 0.335969 , 0.356601 , 0.405966 , 0.39324 , 0.326258 , 0.366401 , 0.303324 , 0.33885 , 0.353866 , 0.286813 , 0.328827 , 0.325062 , 0.310943 , 0.330792 
 762 , 0.401556 , 0.428556 , 0.415212 , 0.450271 , 0.3544 , 0.357685 , 0.384819 , 0.375393 , 0.373642 , 0.40509 , 0.394258 , 0.403134 , 0.387286 , 0.38772 , 0.436749 , 0.26076 , 0.359704 , 0.371571 , 0.362638 , 0.321284 , 0.357972 , 0.318262 , 0.385068 , 0.372805 , 0.368881 , 0.408387 , 0.371009 , 0.400949 , 0.354905 , 0.359487 , 0.311258 , 0.404131 , 0.397798 , 0.381822 , 0.383592 , 0.372179 , 0.457019 , 0.259967 , 0.320492 , 0.397817 , 0.341804 , 0.274116 , 0.400572 , 0.344527 , 0.325387 , 0.387126 , 0.335689 , 0.389114 , 0.398258 , 0.413385 , 0.39875 , 0.383305 , 0.409282 , 0.363845 , 0.369437 , 0.332302 , 0.363193 , 0.314491 , 0.369622 , 0.337944 , 0.319469 , 0.347952 , 0.318089 , 0.370089 , 0.348661 , 0.391887 , 0.393664 , 0.356336 , 0.389989 , 0.368184 , 0.388059 , 0.373648 , 0.404342 , 0.395069 , 0.398661 , 0.396571 , 0.40068 , 0.378083 , 0.397242 , 0.388781 , 0.390251 , 0.419002 , 0.360605 , 0.353729 , 0.325969 , 0.288603 , 0.234494 , 0.298214 , 0.310235 , 0.302496 , 0.344539 , 0.361033 , 0.33349 , 0.348393 , 0.36297 , 0.408483 , 0.35063 , 0.338705 , 0.352886 , 0.376115 , 0.402016 , 0.379393 , 0.344412 , 0.335005 , 0.380128 , 0.337101 , 0.35787 , 0.407173 , 0.394482 , 0.327234 , 0.36743 , 0.304158 , 0.339619 , 0.354752 , 0.287459 , 0.329726 , 0.32609 , 0.311865 , 0.331573 
 763 , 0.402525 , 0.429488 , 0.416536 , 0.451281 , 0.355272 , 0.358489 , 0.385676 , 0.37632 , 0.374336 , 0.406115 , 0.395231 , 0.404227 , 0.387949 , 0.388745 , 0.437945 , 0.261509 , 0.360576 , 0.372827 , 0.363703 , 0.322331 , 0.358906 , 0.319037 , 0.386087 , 0.373688 , 0.369841 , 0.409389 , 0.371915 , 0.40187 , 0.35574 , 0.360299 , 0.312063 , 0.405203 , 0.398846 , 0.382722 , 0.384469 , 0.373251 , 0.45812 , 0.260964 , 0.321214 , 0.398942 , 0.342763 , 0.275129 , 0.401588 , 0.345627 , 0.326434 , 0.388148 , 0.336541 , 0.390209 , 0.39925 , 0.414315 , 0.399963 , 0.384417 , 0.41043 , 0.364788 , 0.370561 , 0.333388 , 0.364204 , 0.315274 , 0.370638 , 0.338878 , 0.320482 , 0.348915 , 0.319082 , 0.371106 , 0.349634 , 0.392746 , 0.394679 , 0.357339 , 0.391031 , 0.369315 , 0.388944 , 0.374632 , 0.405396 , 0.396091 , 0.399693 , 0.39753 , 0.401703 , 0.379043 , 0.39821 , 0.389741 , 0.391211 , 0.420074 , 0.361654 , 0.354655 , 0.326781 , 0.289583 , 0.235305 , 0.298964 , 0.311043 , 0.30317 , 0.345434 , 0.361988 , 0.334409 , 0.349351 , 0.363863 , 0.409338 , 0.351528 , 0.33963 , 0.353878 , 0.377296 , 0.403142 , 0.38016 , 0.34537 , 0.335937 , 0.381233 , 0.338236 , 0.359144 , 0.408388 , 0.395719 , 0.328213 , 0.368461 , 0.304994 , 0.340394 , 0.355638 , 0.288106 , 0.330634 , 0.327121 , 0.312789 , 0.332354 
 764 , 0.403623 , 0.430177 , 0.417922 , 0.452276 , 0.356106 , 0.359267 , 0.386519 , 0.377082 , 0.375051 , 0.407076 , 0.396064 , 0.405013 , 0.388594 , 0.389819 , 0.439158 , 0.261999 , 0.361736 , 0.374092 , 0.36475 , 0.323377 , 0.359514 , 0.319582 , 0.386976 , 0.374537 , 0.370672 , 0.410408 , 0.372918 , 0.402658 , 0.356417 , 0.361031 , 0.312397 , 0.406231 , 0.399752 , 0.383409 , 0.385078 , 0.374181 , 0.459111 , 0.261555 , 0.321638 , 0.39991 , 0.343477 , 0.276012 , 0.402424 , 0.346542 , 0.32742 , 0.389001 , 0.3372 , 0.391044 , 0.400018 , 0.415161 , 0.400697 , 0.385224 , 0.411328 , 0.365404 , 0.371433 , 0.334185 , 0.365214 , 0.315653 , 0.371344 , 0.339383 , 0.32108 , 0.349633 , 0.319823 , 0.371611 , 0.350267 , 0.393392 , 0.39536 , 0.358156 , 0.39173 , 0.370265 , 0.389534 , 0.375267 , 0.406308 , 0.396908 , 0.400355 , 0.398241 , 0.402398 , 0.379912 , 0.399066 , 0.390429 , 0.391895 , 0.421184 , 0.362605 , 0.355395 , 0.327464 , 0.290311 , 0.236181 , 0.299876 , 0.311699 , 0.303468 , 0.346174 , 0.362954 , 0.335188 , 0.350172 , 0.364763 , 0.410109 , 0.352228 , 0.340233 , 0.354742 , 0.378618 , 0.404308 , 0.381086 , 0.346364 , 0.337098 , 0.382464 , 0.339605 , 0.360892 , 0.409913 , 0.397188 , 0.329317 , 0.369993 , 0.305854 , 0.341135 , 0.356849 , 0.28901 , 0.331589 , 0.328422 , 0.313775 , 0.333062 
 765 , 0.404915 , 0.430747 , 0.419353 , 0.453454 , 0.357188 , 0.360163 , 0.387578 , 0.377771 , 0.375919 , 0.40811 , 0.396955 , 0.40564 , 0.389651 , 0.391195 , 0.440724 , 0.262366 , 0.363484 , 0.375559 , 0.366005 , 0.324613 , 0.359974 , 0.320201 , 0.388 , 0.375635 , 0.371665 , 0.411759 , 0.374387 , 0.403617 , 0.357327 , 0.362029 , 0.312456 , 0.407593 , 0.40085 , 0.384288 , 0.385737 , 0.37532 , 0.460431 , 0.261837 , 0.322041 , 0.401121 , 0.344187 , 0.277031 , 0.403459 , 0.347584 , 0.328627 , 0.390061 , 0.337992 , 0.391907 , 0.400919 , 0.416341 , 0.401279 , 0.386084 , 0.412389 , 0.366081 , 0.372465 , 0.335049 , 0.366686 , 0.315947 , 0.372175 , 0.339851 , 0.321581 , 0.350464 , 0.320693 , 0.371967 , 0.350899 , 0.394371 , 0.396067 , 0.359174 , 0.392481 , 0.371457 , 0.390269 , 0.375912 , 0.407518 , 0.397957 , 0.401026 , 0.399142 , 0.403087 , 0.38113 , 0.400239 , 0.391201 , 0.392626 , 0.422725 , 0.363799 , 0.356218 , 0.328337 , 0.290984 , 0.237315 , 0.301238 , 0.312424 , 0.303588 , 0.34701 , 0.364215 , 0.336013 , 0.351012 , 0.365911 , 0.411041 , 0.352884 , 0.340551 , 0.355581 , 0.380217 , 0.405243 , 0.381988 , 0.347193 , 0.338364 , 0.38362 , 0.341055 , 0.362898 , 0.411545 , 0.398644 , 0.330429 , 0.371828 , 0.306639 , 0.341691 , 0.358298 , 0.290196 , 0.332503 , 0.33002 , 0.3148 , 0.333782 
 766 , 0.406161 , 0.431367 , 0.420704 , 0.454645 , 0.358315 , 0.36107 , 0.388672 , 0.378477 , 0.376789 , 0.40915 , 0.397894 , 0.406325 , 0.390802 , 0.392603 , 0.442333 , 0.2628 , 0.365223 , 0.377017 , 0.367283 , 0.325872 , 0.360508 , 0.320929 , 0.389077 , 0.376796 , 0.372713 , 0.413158 , 0.375892 , 0.404657 , 0.358359 , 0.363118 , 0.312624 , 0.40903 , 0.402034 , 0.385297 , 0.38651 , 0.376543 , 0.461857 , 0.26218 , 0.322566 , 0.402425 , 0.344978 , 0.278114 , 0.4046 , 0.348701 , 0.329891 , 0.391225 , 0.338886 , 0.392869 , 0.401932 , 0.417614 , 0.401996 , 0.38706 , 0.413562 , 0.366898 , 0.373629 , 0.336035 , 0.368251 , 0.316397 , 0.373155 , 0.340478 , 0.322212 , 0.351406 , 0.321681 , 0.372498 , 0.351659 , 0.395523 , 0.396908 , 0.360306 , 0.393381 , 0.372751 , 0.391162 , 0.376695 , 0.408841 , 0.399126 , 0.40185 , 0.400182 , 0.403911 , 0.382459 , 0.401522 , 0.392104 , 0.393476 , 0.42432 , 0.365078 , 0.357107 , 0.329297 , 0.291709 , 0.238447 , 0.302619 , 0.313212 , 0.303819 , 0.347911 , 0.36552 , 0.336869 , 0.351874 , 0.367088 , 0.412033 , 0.353587 , 0.340908 , 0.356431 , 0.381776 , 0.406028 , 0.382769 , 0.347918 , 0.339499 , 0.384627 , 0.342355 , 0.364673 , 0.412987 , 0.399922 , 0.33144 , 0.373446 , 0.30734 , 0.342179 , 0.359623 , 0.291305 , 0.333336 , 0.331522 , 0.315765 , 0.334505 
 767 , 0.407301 , 0.431932 , 0.421953 , 0.455738 , 0.359352 , 0.361888 , 0.389682 , 0.379114 , 0.377586 , 0.410097 , 0.398742 , 0.406952 , 0.391844 , 0.393879 , 0.443832 , 0.263201 , 0.366802 , 0.378347 , 0.36845 , 0.327025 , 0.361001 , 0.321585 , 0.390056 , 0.377859 , 0.373668 , 0.414427 , 0.377282 , 0.405602 , 0.359302 , 0.364126 , 0.312779 , 0.410325 , 0.403117 , 0.386208 , 0.387223 , 0.377662 , 0.463162 , 0.262498 , 0.32305 , 0.403624 , 0.345702 , 0.279108 , 0.405646 , 0.349728 , 0.331045 , 0.392275 , 0.339705 , 0.393727 , 0.402869 , 0.41877 , 0.402654 , 0.387958 , 0.414643 , 0.367658 , 0.374689 , 0.336915 , 0.369686 , 0.316799 , 0.374055 , 0.341055 , 0.32279 , 0.352271 , 0.322581 , 0.372977 , 0.352353 , 0.39658 , 0.397671 , 0.36133 , 0.394203 , 0.373934 , 0.391977 , 0.377421 , 0.410046 , 0.400194 , 0.402603 , 0.401126 , 0.404664 , 0.38366 , 0.402698 , 0.392928 , 0.394247 , 0.425795 , 0.366225 , 0.357907 , 0.330189 , 0.292378 , 0.239477 , 0.303878 , 0.31394 , 0.30403 , 0.348733 , 0.366694 , 0.337663 , 0.35267 , 0.368171 , 0.41295 , 0.354236 , 0.341239 , 0.357203 , 0.383184 , 0.406756 , 0.383482 , 0.348581 , 0.340542 , 0.385555 , 0.343547 , 0.366307 , 0.414326 , 0.401088 , 0.332357 , 0.374923 , 0.307993 , 0.342615 , 0.360817 , 0.292314 , 0.334088 , 0.332883 , 0.31664 , 0.335159 
 768 , 0.408227 , 0.432455 , 0.423044 , 0.456567 , 0.360129 , 0.362441 , 0.390558 , 0.379524 , 0.378238 , 0.41087 , 0.399332 , 0.407533 , 0.392526 , 0.394805 , 0.445253 , 0.263558 , 0.367955 , 0.379327 , 0.36933 , 0.328013 , 0.361371 , 0.322053 , 0.390794 , 0.378664 , 0.374373 , 0.415371 , 0.378473 , 0.406368 , 0.359983 , 0.364956 , 0.312897 , 0.411277 , 0.403993 , 0.38684 , 0.387897 , 0.378582 , 0.464176 , 0.262749 , 0.323429 , 0.40456 , 0.346281 , 0.279909 , 0.406546 , 0.350566 , 0.331942 , 0.392978 , 0.340417 , 0.394258 , 0.403668 , 0.419618 , 0.403184 , 0.388725 , 0.41553 , 0.368324 , 0.375462 , 0.337475 , 0.370839 , 0.317113 , 0.374755 , 0.341524 , 0.323282 , 0.352947 , 0.323276 , 0.37338 , 0.352896 , 0.397416 , 0.39825 , 0.36209 , 0.39485 , 0.374793 , 0.39264 , 0.378047 , 0.41094 , 0.401013 , 0.403216 , 0.401866 , 0.405349 , 0.384522 , 0.403592 , 0.393595 , 0.394869 , 0.427068 , 0.367012 , 0.358429 , 0.33098 , 0.292885 , 0.240241 , 0.304824 , 0.314629 , 0.3042 , 0.34935 , 0.367458 , 0.33836 , 0.353329 , 0.369075 , 0.413703 , 0.354717 , 0.341531 , 0.357761 , 0.384159 , 0.407374 , 0.38407 , 0.34914 , 0.341359 , 0.386286 , 0.344555 , 0.367694 , 0.415467 , 0.402032 , 0.333037 , 0.376149 , 0.308523 , 0.342906 , 0.361632 , 0.293076 , 0.334661 , 0.333826 , 0.317304 , 0.335597 
 769 , 0.409108 , 0.432996 , 0.424117 , 0.45728 , 0.360822 , 0.362965 , 0.391382 , 0.379862 , 0.378963 , 0.411717 , 0.399878 , 0.408132 , 0.393079 , 0.395668 , 0.446564 , 0.263924 , 0.369076 , 0.38029 , 0.370211 , 0.328999 , 0.361747 , 0.322467 , 0.391535 , 0.379448 , 0.375072 , 0.416303 , 0.379652 , 0.407163 , 0.360579 , 0.365765 , 0.313007 , 0.412196 , 0.40486 , 0.387421 , 0.388582 , 0.379499 , 0.465164 , 0.263011 , 0.323794 , 0.405409 , 0.346865 , 0.280699 , 0.407418 , 0.351375 , 0.332832 , 0.393653 , 0.341163 , 0.394788 , 0.404446 , 0.420437 , 0.403718 , 0.389475 , 0.416418 , 0.368948 , 0.376194 , 0.338018 , 0.371984 , 0.317453 , 0.375442 , 0.341973 , 0.323781 , 0.35362 , 0.323991 , 0.37379 , 0.353454 , 0.398182 , 0.398883 , 0.36285 , 0.395515 , 0.375608 , 0.393264 , 0.378676 , 0.411794 , 0.401817 , 0.403801 , 0.40257 , 0.406034 , 0.38538 , 0.404452 , 0.394233 , 0.395483 , 0.428321 , 0.367781 , 0.358959 , 0.331722 , 0.293361 , 0.240973 , 0.305736 , 0.315297 , 0.30439 , 0.349972 , 0.368145 , 0.339058 , 0.35399 , 0.369962 , 0.41439 , 0.355164 , 0.341845 , 0.358302 , 0.385074 , 0.407998 , 0.384646 , 0.349685 , 0.342088 , 0.386942 , 0.345475 , 0.369057 , 0.416508 , 0.402953 , 0.333681 , 0.377336 , 0.308989 , 0.343172 , 0.362353 , 0.293769 , 0.335282 , 0.334701 , 0.317957 , 0.335964 
 770 , 0.409943 , 0.433501 , 0.425125 , 0.457954 , 0.361466 , 0.36346 , 0.392168 , 0.380187 , 0.379644 , 0.412525 , 0.400391 , 0.408697 , 0.393599 , 0.396481 , 0.447795 , 0.264269 , 0.37013 , 0.381203 , 0.37105 , 0.329928 , 0.362092 , 0.322861 , 0.392244 , 0.380181 , 0.37574 , 0.417189 , 0.380756 , 0.407911 , 0.36114 , 0.36652 , 0.313117 , 0.413068 , 0.405675 , 0.387976 , 0.389235 , 0.38036 , 0.466101 , 0.263253 , 0.324139 , 0.406212 , 0.347422 , 0.281444 , 0.40825 , 0.352138 , 0.333678 , 0.394289 , 0.341863 , 0.395299 , 0.405183 , 0.421214 , 0.404231 , 0.390187 , 0.417253 , 0.369536 , 0.376884 , 0.338528 , 0.373063 , 0.317775 , 0.376085 , 0.342394 , 0.324247 , 0.354253 , 0.324663 , 0.374181 , 0.353984 , 0.398902 , 0.399477 , 0.363568 , 0.396142 , 0.376386 , 0.393855 , 0.379274 , 0.412608 , 0.402576 , 0.404359 , 0.403234 , 0.406685 , 0.386194 , 0.405266 , 0.394839 , 0.396065 , 0.429514 , 0.368514 , 0.359454 , 0.332426 , 0.293814 , 0.24167 , 0.306593 , 0.315928 , 0.304561 , 0.350559 , 0.368795 , 0.339723 , 0.354617 , 0.370795 , 0.415042 , 0.355588 , 0.342144 , 0.358815 , 0.385938 , 0.408589 , 0.385197 , 0.350202 , 0.342783 , 0.387567 , 0.346349 , 0.370341 , 0.417502 , 0.403822 , 0.334292 , 0.378462 , 0.30943 , 0.343429 , 0.363038 , 0.294421 , 0.33587 , 0.335525 , 0.318574 , 0.336311 
 771 , 0.410768 , 0.434051 , 0.425876 , 0.458643 , 0.362097 , 0.364065 , 0.392902 , 0.380597 , 0.380338 , 0.41324 , 0.401019 , 0.409363 , 0.394197 , 0.397239 , 0.449036 , 0.264858 , 0.370945 , 0.382073 , 0.37178 , 0.330806 , 0.362563 , 0.323394 , 0.392921 , 0.380895 , 0.376428 , 0.417901 , 0.381691 , 0.408645 , 0.361864 , 0.367262 , 0.313549 , 0.413901 , 0.406476 , 0.388591 , 0.389963 , 0.381179 , 0.466896 , 0.263706 , 0.324618 , 0.406903 , 0.348115 , 0.282206 , 0.40902 , 0.352918 , 0.33445 , 0.394961 , 0.342678 , 0.395899 , 0.405919 , 0.421947 , 0.404987 , 0.390973 , 0.418076 , 0.370227 , 0.377684 , 0.339195 , 0.373942 , 0.318319 , 0.376849 , 0.343027 , 0.324915 , 0.354918 , 0.325427 , 0.374797 , 0.354672 , 0.399621 , 0.400204 , 0.364291 , 0.396889 , 0.377153 , 0.394501 , 0.379995 , 0.413402 , 0.403356 , 0.405 , 0.403952 , 0.407421 , 0.386953 , 0.405984 , 0.395465 , 0.396779 , 0.430543 , 0.369204 , 0.360006 , 0.333052 , 0.294356 , 0.24228 , 0.307283 , 0.316578 , 0.304901 , 0.351196 , 0.369314 , 0.340341 , 0.355274 , 0.371541 , 0.415648 , 0.356187 , 0.342716 , 0.35941 , 0.386623 , 0.409091 , 0.38571 , 0.350633 , 0.343338 , 0.388054 , 0.347157 , 0.371237 , 0.41827 , 0.404573 , 0.334852 , 0.379224 , 0.309911 , 0.343778 , 0.363495 , 0.29499 , 0.336444 , 0.336198 , 0.319077 , 0.336709 
 772 , 0.411512 , 0.434446 , 0.426533 , 0.459286 , 0.362648 , 0.364697 , 0.39352 , 0.381042 , 0.380866 , 0.413808 , 0.401615 , 0.409897 , 0.394746 , 0.397879 , 0.450174 , 0.26538 , 0.371553 , 0.38276 , 0.372364 , 0.331529 , 0.362953 , 0.323843 , 0.393358 , 0.38145 , 0.376988 , 0.418419 , 0.382384 , 0.409132 , 0.362538 , 0.367823 , 0.31392 , 0.414541 , 0.407063 , 0.38911 , 0.390472 , 0.381794 , 0.467413 , 0.264089 , 0.324959 , 0.407413 , 0.348697 , 0.282781 , 0.409592 , 0.353542 , 0.335025 , 0.395498 , 0.343255 , 0.396342 , 0.406485 , 0.422525 , 0.405616 , 0.391549 , 0.418627 , 0.370839 , 0.378285 , 0.339688 , 0.37453 , 0.31868 , 0.377364 , 0.343482 , 0.325406 , 0.355377 , 0.325964 , 0.375243 , 0.355163 , 0.400123 , 0.400713 , 0.364762 , 0.397366 , 0.377643 , 0.395005 , 0.380549 , 0.414048 , 0.403911 , 0.405487 , 0.404468 , 0.407932 , 0.38743 , 0.40644 , 0.395881 , 0.397353 , 0.431242 , 0.369678 , 0.360384 , 0.333501 , 0.294806 , 0.242719 , 0.307797 , 0.317143 , 0.305119 , 0.351628 , 0.369724 , 0.340817 , 0.355818 , 0.372085 , 0.416156 , 0.356752 , 0.343288 , 0.359937 , 0.387164 , 0.409566 , 0.38623 , 0.351025 , 0.343943 , 0.38863 , 0.348042 , 0.371961 , 0.4191 , 0.405344 , 0.335414 , 0.379952 , 0.31045 , 0.344189 , 0.364003 , 0.295526 , 0.336938 , 0.336841 , 0.319517 , 0.337126 
