JUN18MAT200035.spu,JUN18MAT200034.spu,JUN18MAT200033.spu,JUN18MAT200032.spu,JUN18MAT200031.spu,
Wavelength,JUN18MAT200061.spu,JUN18MAT200062.spu,JUN18MAT200063.spu,JUN18MAT200064.spu,JUN18MAT200065.spu,JUN18MAT200066.spu,JUN18MAT200067.spu,JUN18MAT200068.spu,JUN18MAT200069.spu,JUN18MAT200070.spu,JUN18MAT200071.spu,JUN18MAT200072.spu,JUN18MAT200073.spu,JUN18MAT200074.spu,JUN18MAT200075.spu,JUN18MAT200076.spu,JUN18MAT200077.spu,JUN18MAT200078.spu,JUN18MAT200079.spu,JUN18MAT200080.spu
  (nm),6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 
  time  ,40:38 PM,40:52 PM,41:05 PM,41:14 PM,41:25 PM,42:13 PM,42:22 PM,42:31 PM,42:40 PM,42:51 PM,43:39 PM,43:49 PM,43:56 PM,44:06 PM,44:15 PM,44:54 PM,45:02 PM,45:12 PM,45:19 PM,45:27 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 652 , 0.081707 , 0.099825 , 0.08603 , 0.079127 , 0.076081 , 0.065126 , 0.061408 , 0.064847 , 0.06359 , 0.065898 , 0.069509 , 0.087041 , 0.098627 , 0.081248 , 0.094012 , 0.111031 , 0.130925 , 0.106083 , 0.10758 , 0.105684 
 653 , 0.08196 , 0.100221 , 0.086287 , 0.07935 , 0.076141 , 0.065043 , 0.061455 , 0.064897 , 0.063678 , 0.065722 , 0.06943 , 0.087026 , 0.098697 , 0.081261 , 0.094003 , 0.111259 , 0.131085 , 0.106086 , 0.107524 , 0.105607 
 654 , 0.08219 , 0.100606 , 0.086543 , 0.079548 , 0.07622 , 0.064939 , 0.061485 , 0.064899 , 0.063767 , 0.065558 , 0.069331 , 0.087009 , 0.098729 , 0.081292 , 0.093997 , 0.111501 , 0.131242 , 0.106077 , 0.107475 , 0.105545 
 655 , 0.082363 , 0.100931 , 0.086784 , 0.079687 , 0.076339 , 0.064775 , 0.061486 , 0.064808 , 0.06383 , 0.065421 , 0.069189 , 0.08699 , 0.09864 , 0.081358 , 0.094014 , 0.111795 , 0.131381 , 0.10605 , 0.107428 , 0.105504 
 656 , 0.082526 , 0.101255 , 0.087025 , 0.079827 , 0.076461 , 0.064611 , 0.061478 , 0.064717 , 0.063897 , 0.06529 , 0.069043 , 0.086972 , 0.098549 , 0.081426 , 0.09403 , 0.112086 , 0.131521 , 0.106014 , 0.107373 , 0.105461 
 657 , 0.082696 , 0.10158 , 0.087274 , 0.079967 , 0.076577 , 0.064439 , 0.061477 , 0.06462 , 0.063966 , 0.065153 , 0.068903 , 0.08696 , 0.098457 , 0.081488 , 0.094047 , 0.112377 , 0.131655 , 0.105984 , 0.107326 , 0.105417 
 658 , 0.082915 , 0.10198 , 0.087566 , 0.080143 , 0.076718 , 0.064344 , 0.061438 , 0.064544 , 0.06403 , 0.064937 , 0.068788 , 0.08688 , 0.098408 , 0.081556 , 0.093957 , 0.112608 , 0.131853 , 0.105911 , 0.107204 , 0.105278 
 659 , 0.083143 , 0.102397 , 0.087856 , 0.080316 , 0.076842 , 0.064249 , 0.061395 , 0.064462 , 0.064102 , 0.064729 , 0.068669 , 0.086789 , 0.098356 , 0.081616 , 0.093856 , 0.11283 , 0.132038 , 0.10583 , 0.107083 , 0.105137 
 660 , 0.083363 , 0.102807 , 0.088139 , 0.080482 , 0.07696 , 0.064153 , 0.061352 , 0.06438 , 0.064167 , 0.064513 , 0.068549 , 0.086698 , 0.098298 , 0.081676 , 0.093755 , 0.113052 , 0.132222 , 0.105755 , 0.106962 , 0.104994 
 661 , 0.08356 , 0.10322 , 0.088398 , 0.080637 , 0.077 , 0.064006 , 0.061424 , 0.06428 , 0.064207 , 0.0643 , 0.068458 , 0.086623 , 0.098222 , 0.081711 , 0.093704 , 0.113251 , 0.13235 , 0.105703 , 0.106864 , 0.104862 
 662 , 0.083734 , 0.103635 , 0.088656 , 0.080783 , 0.076996 , 0.063841 , 0.061577 , 0.064182 , 0.064235 , 0.064075 , 0.068382 , 0.086566 , 0.098139 , 0.081731 , 0.093705 , 0.113424 , 0.132477 , 0.105671 , 0.106787 , 0.104737 
 663 , 0.083909 , 0.104043 , 0.088907 , 0.080922 , 0.076986 , 0.063669 , 0.061731 , 0.064083 , 0.064257 , 0.063849 , 0.068306 , 0.086515 , 0.098055 , 0.081757 , 0.093712 , 0.113598 , 0.132603 , 0.105647 , 0.106709 , 0.104617 
 664 , 0.084066 , 0.104418 , 0.089164 , 0.081062 , 0.077001 , 0.063506 , 0.061853 , 0.063988 , 0.064289 , 0.06364 , 0.068223 , 0.086474 , 0.097989 , 0.081784 , 0.093693 , 0.113785 , 0.132726 , 0.105616 , 0.106626 , 0.104505 
 665 , 0.0842 , 0.104716 , 0.089433 , 0.081199 , 0.077071 , 0.06337 , 0.061889 , 0.063906 , 0.064341 , 0.063463 , 0.06812 , 0.086458 , 0.097962 , 0.081835 , 0.093614 , 0.114009 , 0.132843 , 0.10556 , 0.106518 , 0.104421 
 666 , 0.084337 , 0.105003 , 0.089703 , 0.081333 , 0.077147 , 0.06323 , 0.061915 , 0.06382 , 0.064403 , 0.06329 , 0.068012 , 0.086444 , 0.09794 , 0.081883 , 0.093533 , 0.114238 , 0.132965 , 0.105506 , 0.106418 , 0.104339 
 667 , 0.084475 , 0.105296 , 0.089974 , 0.081466 , 0.077223 , 0.063096 , 0.061941 , 0.063734 , 0.064459 , 0.063116 , 0.06791 , 0.086428 , 0.09791 , 0.08193 , 0.093452 , 0.114461 , 0.133081 , 0.105444 , 0.10631 , 0.104255 
 668 , 0.084675 , 0.105663 , 0.090245 , 0.081681 , 0.077355 , 0.06308 , 0.062071 , 0.06372 , 0.064594 , 0.063 , 0.067924 , 0.086545 , 0.097967 , 0.082038 , 0.093487 , 0.114711 , 0.133191 , 0.105475 , 0.106343 , 0.104264 
 669 , 0.08488 , 0.106043 , 0.090508 , 0.081888 , 0.077466 , 0.06307 , 0.062208 , 0.063711 , 0.064722 , 0.062888 , 0.067943 , 0.086653 , 0.098016 , 0.082151 , 0.09352 , 0.11498 , 0.133298 , 0.10551 , 0.106387 , 0.104291 
 670 , 0.085086 , 0.106416 , 0.090778 , 0.082101 , 0.077584 , 0.06306 , 0.062337 , 0.063701 , 0.064849 , 0.062776 , 0.067969 , 0.086767 , 0.098064 , 0.08227 , 0.093553 , 0.115248 , 0.133405 , 0.105545 , 0.106437 , 0.10431 
 671 , 0.08534 , 0.106829 , 0.091073 , 0.082342 , 0.07778 , 0.063127 , 0.062531 , 0.06379 , 0.064995 , 0.062775 , 0.068013 , 0.086958 , 0.09824 , 0.082464 , 0.093705 , 0.115594 , 0.133624 , 0.105672 , 0.106558 , 0.10446 
 672 , 0.085628 , 0.107254 , 0.091396 , 0.082595 , 0.078042 , 0.063222 , 0.062754 , 0.063941 , 0.065156 , 0.062849 , 0.068074 , 0.087195 , 0.098514 , 0.082703 , 0.093927 , 0.11596 , 0.133928 , 0.105863 , 0.106711 , 0.104682 
 673 , 0.08591 , 0.10768 , 0.09172 , 0.082856 , 0.078304 , 0.063324 , 0.062977 , 0.064093 , 0.065317 , 0.062916 , 0.068134 , 0.087434 , 0.098789 , 0.082937 , 0.094149 , 0.116334 , 0.134226 , 0.106048 , 0.106864 , 0.104905 
 674 , 0.086191 , 0.108121 , 0.092066 , 0.08312 , 0.07859 , 0.063476 , 0.063238 , 0.064288 , 0.065537 , 0.06304 , 0.068266 , 0.087678 , 0.099094 , 0.083223 , 0.094386 , 0.116698 , 0.134561 , 0.106272 , 0.107043 , 0.105166 
 675 , 0.086475 , 0.108591 , 0.09246 , 0.083429 , 0.078923 , 0.063771 , 0.063587 , 0.064579 , 0.065908 , 0.063292 , 0.068578 , 0.087934 , 0.099457 , 0.083634 , 0.094671 , 0.11704 , 0.134992 , 0.106585 , 0.10729 , 0.105537 
 676 , 0.08677 , 0.109069 , 0.092857 , 0.083747 , 0.079255 , 0.064073 , 0.063935 , 0.06487 , 0.066278 , 0.063544 , 0.068895 , 0.088199 , 0.099822 , 0.084043 , 0.094966 , 0.117388 , 0.135421 , 0.106898 , 0.107544 , 0.105909 
 677 , 0.087059 , 0.10955 , 0.093256 , 0.084068 , 0.079595 , 0.064376 , 0.064286 , 0.065162 , 0.066651 , 0.063797 , 0.069208 , 0.088458 , 0.100196 , 0.084461 , 0.095255 , 0.117731 , 0.135858 , 0.107206 , 0.107799 , 0.106289 
 678 , 0.087373 , 0.110065 , 0.093726 , 0.084469 , 0.080125 , 0.064868 , 0.064743 , 0.065685 , 0.067127 , 0.064196 , 0.069773 , 0.089056 , 0.100835 , 0.085058 , 0.09577 , 0.118227 , 0.13647 , 0.107785 , 0.108339 , 0.10696 
 679 , 0.087693 , 0.110607 , 0.094212 , 0.084872 , 0.080674 , 0.065377 , 0.065211 , 0.066239 , 0.067622 , 0.06462 , 0.070367 , 0.089681 , 0.101517 , 0.085678 , 0.096318 , 0.118759 , 0.137114 , 0.108397 , 0.108911 , 0.10766 
 680 , 0.088025 , 0.111155 , 0.094703 , 0.085278 , 0.081228 , 0.065898 , 0.065689 , 0.066805 , 0.068122 , 0.065048 , 0.070973 , 0.090318 , 0.102204 , 0.08631 , 0.096871 , 0.119297 , 0.137771 , 0.109015 , 0.109489 , 0.108373 
 681 , 0.088368 , 0.11172 , 0.095211 , 0.085809 , 0.081933 , 0.066607 , 0.066376 , 0.067498 , 0.068774 , 0.065759 , 0.071739 , 0.091095 , 0.103118 , 0.087071 , 0.097601 , 0.119909 , 0.138543 , 0.109743 , 0.110241 , 0.109225 
 682 , 0.088756 , 0.112317 , 0.095763 , 0.086471 , 0.082767 , 0.067472 , 0.067226 , 0.068294 , 0.069545 , 0.066656 , 0.072659 , 0.091996 , 0.104226 , 0.087982 , 0.098491 , 0.120604 , 0.139442 , 0.110595 , 0.111157 , 0.110243 
 683 , 0.089156 , 0.112928 , 0.096331 , 0.087147 , 0.08363 , 0.06835 , 0.06809 , 0.069105 , 0.070331 , 0.067575 , 0.073594 , 0.092919 , 0.105359 , 0.088909 , 0.099396 , 0.121315 , 0.140359 , 0.111462 , 0.112097 , 0.111279 
 684 , 0.089616 , 0.113597 , 0.096962 , 0.087885 , 0.084622 , 0.069463 , 0.06911 , 0.070134 , 0.071286 , 0.0687 , 0.074768 , 0.094052 , 0.106731 , 0.090025 , 0.100508 , 0.122108 , 0.141448 , 0.112544 , 0.113243 , 0.112579 
 685 , 0.090214 , 0.114411 , 0.097707 , 0.088729 , 0.085913 , 0.071119 , 0.070468 , 0.071671 , 0.072612 , 0.070298 , 0.076489 , 0.095683 , 0.108652 , 0.091559 , 0.102086 , 0.123107 , 0.14291 , 0.114114 , 0.114885 , 0.114503 
 686 , 0.090824 , 0.115244 , 0.098466 , 0.089577 , 0.087216 , 0.072806 , 0.071849 , 0.073238 , 0.073968 , 0.071934 , 0.078242 , 0.097339 , 0.110608 , 0.093121 , 0.103704 , 0.124112 , 0.144399 , 0.115712 , 0.116556 , 0.116456 
 687 , 0.091447 , 0.116098 , 0.099238 , 0.090445 , 0.088549 , 0.074529 , 0.073265 , 0.074842 , 0.075346 , 0.073599 , 0.080034 , 0.099039 , 0.112604 , 0.094714 , 0.105345 , 0.125146 , 0.14592 , 0.117341 , 0.118257 , 0.118456 
 688 , 0.092247 , 0.117146 , 0.100273 , 0.09166 , 0.090535 , 0.077017 , 0.075205 , 0.077201 , 0.077208 , 0.076019 , 0.082707 , 0.101561 , 0.115504 , 0.097025 , 0.107648 , 0.126544 , 0.148173 , 0.119658 , 0.120762 , 0.121498 
 689 , 0.093042 , 0.118152 , 0.101289 , 0.092865 , 0.092518 , 0.079502 , 0.077143 , 0.079552 , 0.079056 , 0.078447 , 0.085376 , 0.10406 , 0.1184 , 0.099334 , 0.109926 , 0.127887 , 0.150382 , 0.121949 , 0.123232 , 0.124528 
 690 , 0.093839 , 0.119167 , 0.102315 , 0.09408 , 0.094512 , 0.081986 , 0.079078 , 0.081908 , 0.080908 , 0.080873 , 0.088051 , 0.106563 , 0.121295 , 0.101648 , 0.112202 , 0.129232 , 0.152596 , 0.124246 , 0.125707 , 0.127565 
 691 , 0.094789 , 0.120201 , 0.103401 , 0.095482 , 0.096783 , 0.084954 , 0.081376 , 0.084749 , 0.083165 , 0.083822 , 0.091367 , 0.109538 , 0.124761 , 0.104419 , 0.114919 , 0.130849 , 0.155328 , 0.127052 , 0.128735 , 0.131323 
 692 , 0.095791 , 0.121218 , 0.104471 , 0.096935 , 0.099167 , 0.088148 , 0.08384 , 0.087809 , 0.085598 , 0.087004 , 0.094999 , 0.112714 , 0.128472 , 0.107388 , 0.117813 , 0.132533 , 0.158271 , 0.13004 , 0.13201 , 0.135394 
 693 , 0.09677 , 0.12222 , 0.105526 , 0.098372 , 0.101526 , 0.091295 , 0.086264 , 0.090822 , 0.088007 , 0.090145 , 0.098583 , 0.115849 , 0.132127 , 0.110317 , 0.120668 , 0.134201 , 0.161175 , 0.132987 , 0.135245 , 0.139415 
 694 , 0.09772 , 0.123207 , 0.106605 , 0.099813 , 0.10397 , 0.09457 , 0.088799 , 0.09395 , 0.090476 , 0.0934 , 0.102377 , 0.119183 , 0.135947 , 0.113342 , 0.123608 , 0.135911 , 0.164182 , 0.136095 , 0.138631 , 0.143641 
 695 , 0.09862 , 0.124143 , 0.107781 , 0.101313 , 0.106656 , 0.098177 , 0.091638 , 0.09741 , 0.093114 , 0.097024 , 0.106713 , 0.12306 , 0.14023 , 0.116627 , 0.126794 , 0.137798 , 0.167483 , 0.139626 , 0.142424 , 0.148436 
 696 , 0.099505 , 0.125056 , 0.108934 , 0.102795 , 0.109292 , 0.101729 , 0.094425 , 0.100817 , 0.095695 , 0.100592 , 0.110968 , 0.12688 , 0.144434 , 0.11985 , 0.129911 , 0.139649 , 0.170729 , 0.143108 , 0.146139 , 0.153147 
 697 , 0.100374 , 0.125954 , 0.11007 , 0.104245 , 0.11189 , 0.105225 , 0.097168 , 0.104175 , 0.098232 , 0.104105 , 0.115159 , 0.13063 , 0.14858 , 0.123021 , 0.132976 , 0.141474 , 0.173915 , 0.146529 , 0.149791 , 0.157793 
 698 , 0.101227 , 0.126838 , 0.111187 , 0.105753 , 0.11479 , 0.109266 , 0.100291 , 0.107953 , 0.101053 , 0.108016 , 0.119924 , 0.134772 , 0.153154 , 0.126593 , 0.136301 , 0.143348 , 0.177417 , 0.150374 , 0.153943 , 0.163099 
 699 , 0.102058 , 0.127703 , 0.112288 , 0.107222 , 0.117654 , 0.113256 , 0.10338 , 0.111683 , 0.103847 , 0.111878 , 0.124641 , 0.138852 , 0.157656 , 0.130132 , 0.139604 , 0.145164 , 0.180865 , 0.154162 , 0.158067 , 0.168311 
 700 , 0.102871 , 0.128565 , 0.113364 , 0.108669 , 0.120479 , 0.117199 , 0.106429 , 0.115354 , 0.106602 , 0.11568 , 0.129286 , 0.142871 , 0.162095 , 0.133613 , 0.142851 , 0.146949 , 0.184258 , 0.157885 , 0.162129 , 0.17344 
 701 , 0.103702 , 0.129455 , 0.114419 , 0.110142 , 0.123402 , 0.121218 , 0.109548 , 0.11918 , 0.10941 , 0.119608 , 0.134167 , 0.147068 , 0.166671 , 0.137194 , 0.146184 , 0.148851 , 0.18776 , 0.161689 , 0.166305 , 0.178791 
 702 , 0.104546 , 0.130347 , 0.115465 , 0.111619 , 0.126377 , 0.125242 , 0.112706 , 0.123088 , 0.112224 , 0.123563 , 0.139154 , 0.151325 , 0.171319 , 0.140791 , 0.149502 , 0.150823 , 0.191252 , 0.165512 , 0.170494 , 0.184254 
 703 , 0.105371 , 0.131227 , 0.116497 , 0.113071 , 0.129302 , 0.129213 , 0.115819 , 0.126945 , 0.115003 , 0.127459 , 0.144066 , 0.155514 , 0.175903 , 0.144326 , 0.152781 , 0.15276 , 0.194696 , 0.169271 , 0.174615 , 0.189626 
 704 , 0.106192 , 0.132071 , 0.11751 , 0.114506 , 0.132201 , 0.133108 , 0.118909 , 0.130726 , 0.117742 , 0.131299 , 0.148946 , 0.15965 , 0.180409 , 0.147799 , 0.155977 , 0.154653 , 0.19811 , 0.172988 , 0.178695 , 0.194983 
 705 , 0.107015 , 0.132854 , 0.1185 , 0.115929 , 0.135057 , 0.136954 , 0.122002 , 0.134425 , 0.120478 , 0.135125 , 0.153886 , 0.163786 , 0.184859 , 0.151227 , 0.159101 , 0.15649 , 0.201566 , 0.176713 , 0.182771 , 0.200444 
 706 , 0.107835 , 0.13363 , 0.119464 , 0.117345 , 0.137881 , 0.140757 , 0.125061 , 0.138084 , 0.123186 , 0.138923 , 0.158775 , 0.167906 , 0.18926 , 0.154626 , 0.162186 , 0.158322 , 0.204997 , 0.180414 , 0.186803 , 0.20585 
 707 , 0.108641 , 0.134399 , 0.120425 , 0.118748 , 0.140678 , 0.144532 , 0.128079 , 0.141702 , 0.125862 , 0.142679 , 0.163606 , 0.171974 , 0.193621 , 0.157993 , 0.16525 , 0.160129 , 0.208383 , 0.184074 , 0.190798 , 0.211206 
 708 , 0.109321 , 0.135021 , 0.121266 , 0.120028 , 0.143312 , 0.14811 , 0.130943 , 0.145095 , 0.128359 , 0.146058 , 0.168278 , 0.175708 , 0.197592 , 0.161078 , 0.168016 , 0.161892 , 0.211489 , 0.187505 , 0.194476 , 0.216314 
 709 , 0.110011 , 0.13568 , 0.122146 , 0.121342 , 0.145987 , 0.15174 , 0.133839 , 0.148525 , 0.130899 , 0.149476 , 0.173003 , 0.179472 , 0.201619 , 0.16421 , 0.170846 , 0.163687 , 0.214691 , 0.191004 , 0.198223 , 0.221475 
 710 , 0.110708 , 0.136332 , 0.123023 , 0.122657 , 0.148681 , 0.155385 , 0.136745 , 0.151967 , 0.13344 , 0.152906 , 0.177737 , 0.183242 , 0.205654 , 0.167348 , 0.173679 , 0.165488 , 0.217903 , 0.194512 , 0.201976 , 0.226654 
 711 , 0.111285 , 0.136953 , 0.123832 , 0.123892 , 0.151227 , 0.15872 , 0.139466 , 0.15514 , 0.135759 , 0.15602 , 0.182201 , 0.186768 , 0.209383 , 0.170207 , 0.176248 , 0.167127 , 0.220836 , 0.197649 , 0.205442 , 0.23145 
 712 , 0.111893 , 0.137631 , 0.124673 , 0.125177 , 0.153802 , 0.162017 , 0.142223 , 0.158334 , 0.138063 , 0.159124 , 0.186733 , 0.19039 , 0.213209 , 0.173111 , 0.178831 , 0.168844 , 0.223805 , 0.200794 , 0.209008 , 0.236366 
 713 , 0.112512 , 0.13833 , 0.125527 , 0.126491 , 0.156436 , 0.165377 , 0.145046 , 0.1616 , 0.140417 , 0.1623 , 0.191374 , 0.194101 , 0.21712 , 0.176081 , 0.181476 , 0.170594 , 0.22684 , 0.204006 , 0.212656 , 0.2414 
 714 , 0.113113 , 0.139018 , 0.126384 , 0.127805 , 0.159051 , 0.168712 , 0.147851 , 0.164871 , 0.142754 , 0.165457 , 0.196005 , 0.197742 , 0.22097 , 0.179037 , 0.184088 , 0.172356 , 0.229836 , 0.207212 , 0.216262 , 0.246396 
 715 , 0.113652 , 0.139688 , 0.12725 , 0.12908 , 0.1616 , 0.171947 , 0.150592 , 0.168078 , 0.145038 , 0.16855 , 0.200573 , 0.201176 , 0.22457 , 0.181906 , 0.186614 , 0.174163 , 0.232733 , 0.210342 , 0.219705 , 0.251242 
 716 , 0.114211 , 0.140388 , 0.128152 , 0.130406 , 0.164238 , 0.175305 , 0.153427 , 0.171398 , 0.14741 , 0.171745 , 0.20529 , 0.204728 , 0.228278 , 0.184869 , 0.189239 , 0.176043 , 0.235745 , 0.213593 , 0.223261 , 0.256251 
 717 , 0.11479 , 0.141108 , 0.129081 , 0.131763 , 0.166965 , 0.178758 , 0.156344 , 0.174814 , 0.149855 , 0.175035 , 0.210146 , 0.208382 , 0.232091 , 0.187921 , 0.191943 , 0.17799 , 0.238847 , 0.216941 , 0.22693 , 0.261417 
 718 , 0.115377 , 0.141859 , 0.130005 , 0.132999 , 0.169596 , 0.182045 , 0.159119 , 0.177938 , 0.152148 , 0.178074 , 0.214677 , 0.211896 , 0.235843 , 0.190846 , 0.194416 , 0.17982 , 0.241948 , 0.22007 , 0.230437 , 0.266497 
 719 , 0.115962 , 0.142615 , 0.130901 , 0.134223 , 0.17223 , 0.185357 , 0.161909 , 0.18108 , 0.154452 , 0.181157 , 0.219222 , 0.215423 , 0.239632 , 0.193794 , 0.19691 , 0.181622 , 0.245063 , 0.223202 , 0.233987 , 0.271601 
 720 , 0.116562 , 0.143385 , 0.131817 , 0.135478 , 0.174923 , 0.188737 , 0.164758 , 0.184298 , 0.156806 , 0.184304 , 0.223866 , 0.219015 , 0.243508 , 0.196799 , 0.199456 , 0.183468 , 0.248244 , 0.226401 , 0.237608 , 0.276823 
 721 , 0.117241 , 0.144167 , 0.132732 , 0.136731 , 0.177558 , 0.191969 , 0.167471 , 0.187472 , 0.15907 , 0.18737 , 0.228388 , 0.222492 , 0.247245 , 0.199654 , 0.201998 , 0.185262 , 0.25141 , 0.229557 , 0.24117 , 0.281824 
 722 , 0.11792 , 0.144888 , 0.133639 , 0.137937 , 0.180094 , 0.194984 , 0.170025 , 0.190533 , 0.161212 , 0.190246 , 0.232696 , 0.225771 , 0.250736 , 0.20226 , 0.204364 , 0.186866 , 0.254345 , 0.232518 , 0.244442 , 0.286516 
 723 , 0.118601 , 0.145609 , 0.134546 , 0.139155 , 0.182643 , 0.198022 , 0.172592 , 0.193618 , 0.163363 , 0.19314 , 0.23703 , 0.229067 , 0.254242 , 0.204884 , 0.206743 , 0.188487 , 0.257297 , 0.235489 , 0.247736 , 0.291238 
 724 , 0.119285 , 0.146356 , 0.135459 , 0.140388 , 0.1852 , 0.201007 , 0.175128 , 0.19663 , 0.165467 , 0.196002 , 0.241297 , 0.232315 , 0.257744 , 0.207464 , 0.209062 , 0.190116 , 0.260243 , 0.23843 , 0.250989 , 0.295916 
 725 , 0.119919 , 0.147076 , 0.136275 , 0.141578 , 0.187629 , 0.203764 , 0.177518 , 0.199373 , 0.167387 , 0.198664 , 0.24526 , 0.235345 , 0.261078 , 0.209826 , 0.211129 , 0.191647 , 0.262977 , 0.241122 , 0.253985 , 0.300296 
 726 , 0.120536 , 0.147761 , 0.137045 , 0.142726 , 0.190008 , 0.206466 , 0.179881 , 0.202045 , 0.16926 , 0.201273 , 0.249163 , 0.238308 , 0.264337 , 0.212127 , 0.213127 , 0.19312 , 0.265615 , 0.243748 , 0.256905 , 0.304566 
 727 , 0.121148 , 0.148439 , 0.137816 , 0.143867 , 0.192367 , 0.209155 , 0.182231 , 0.204704 , 0.171121 , 0.203869 , 0.253039 , 0.241258 , 0.267576 , 0.21441 , 0.215112 , 0.19458 , 0.26824 , 0.246355 , 0.259805 , 0.30881 
 728 , 0.121748 , 0.148993 , 0.13856 , 0.144807 , 0.194618 , 0.211651 , 0.184299 , 0.207118 , 0.172745 , 0.206356 , 0.256551 , 0.243944 , 0.270533 , 0.216542 , 0.217002 , 0.195873 , 0.270665 , 0.248798 , 0.262527 , 0.31278 
 729 , 0.122291 , 0.149499 , 0.139267 , 0.145702 , 0.196776 , 0.214048 , 0.186221 , 0.209449 , 0.17426 , 0.208711 , 0.259892 , 0.246449 , 0.273317 , 0.218546 , 0.218773 , 0.197053 , 0.272894 , 0.251079 , 0.265091 , 0.316442 
 730 , 0.122826 , 0.149992 , 0.139961 , 0.146577 , 0.198902 , 0.216409 , 0.188112 , 0.211743 , 0.175745 , 0.21103 , 0.263178 , 0.248904 , 0.276045 , 0.220519 , 0.220519 , 0.198214 , 0.275091 , 0.253317 , 0.267616 , 0.320036 
 731 , 0.123399 , 0.150619 , 0.140687 , 0.14745 , 0.200849 , 0.218643 , 0.189888 , 0.213939 , 0.177183 , 0.213143 , 0.266151 , 0.251211 , 0.278678 , 0.222368 , 0.222185 , 0.199365 , 0.277258 , 0.255492 , 0.26999 , 0.323314 
 732 , 0.123956 , 0.151261 , 0.14139 , 0.148257 , 0.202619 , 0.220697 , 0.191553 , 0.215986 , 0.178584 , 0.215126 , 0.268805 , 0.25337 , 0.281167 , 0.224068 , 0.223745 , 0.200456 , 0.279403 , 0.257531 , 0.272195 , 0.326405 
 733 , 0.124506 , 0.1519 , 0.142078 , 0.149044 , 0.204357 , 0.222721 , 0.193193 , 0.217997 , 0.179952 , 0.217079 , 0.27141 , 0.255484 , 0.283619 , 0.225735 , 0.225279 , 0.201533 , 0.28151 , 0.25953 , 0.274367 , 0.329439 
 734 , 0.12506 , 0.152504 , 0.142729 , 0.149813 , 0.206002 , 0.224573 , 0.194711 , 0.219838 , 0.181217 , 0.218937 , 0.273838 , 0.25745 , 0.285878 , 0.22727 , 0.226687 , 0.202543 , 0.283466 , 0.261347 , 0.276383 , 0.33228 
 735 , 0.125644 , 0.153108 , 0.143313 , 0.150576 , 0.20754 , 0.226214 , 0.196085 , 0.221406 , 0.182296 , 0.220655 , 0.276048 , 0.259199 , 0.287847 , 0.22858 , 0.227893 , 0.20345 , 0.285163 , 0.262901 , 0.278179 , 0.334856 
 736 , 0.126232 , 0.153719 , 0.143886 , 0.15135 , 0.209068 , 0.227843 , 0.197458 , 0.222945 , 0.183358 , 0.222347 , 0.278256 , 0.260928 , 0.289796 , 0.229881 , 0.229078 , 0.204349 , 0.286829 , 0.264449 , 0.279957 , 0.337408 
 737 , 0.126813 , 0.154318 , 0.144453 , 0.152112 , 0.210573 , 0.229443 , 0.198813 , 0.224456 , 0.184407 , 0.224003 , 0.28043 , 0.262631 , 0.291718 , 0.231159 , 0.230241 , 0.205235 , 0.288459 , 0.265973 , 0.281706 , 0.339918 
 738 , 0.127338 , 0.154865 , 0.145054 , 0.152804 , 0.211923 , 0.23081 , 0.200031 , 0.225779 , 0.185375 , 0.22537 , 0.282261 , 0.264071 , 0.293461 , 0.23232 , 0.231322 , 0.206015 , 0.289883 , 0.267329 , 0.283144 , 0.342045 
 739 , 0.127866 , 0.155417 , 0.145691 , 0.153494 , 0.213295 , 0.232209 , 0.20126 , 0.22715 , 0.186372 , 0.226778 , 0.28413 , 0.265575 , 0.295241 , 0.233549 , 0.232484 , 0.206825 , 0.291388 , 0.268736 , 0.284636 , 0.344226 
 740 , 0.128388 , 0.155968 , 0.146321 , 0.154176 , 0.214655 , 0.23359 , 0.202483 , 0.228516 , 0.187364 , 0.228182 , 0.285988 , 0.267073 , 0.29701 , 0.234778 , 0.233648 , 0.207628 , 0.29288 , 0.270136 , 0.286117 , 0.346396 
 741 , 0.128814 , 0.156539 , 0.14687 , 0.154779 , 0.215825 , 0.234796 , 0.203525 , 0.229729 , 0.188203 , 0.229349 , 0.28759 , 0.268303 , 0.298432 , 0.235872 , 0.234635 , 0.208302 , 0.294107 , 0.271294 , 0.287377 , 0.34821 
 742 , 0.129209 , 0.157133 , 0.147418 , 0.155397 , 0.216938 , 0.235974 , 0.204519 , 0.230945 , 0.189014 , 0.230461 , 0.289163 , 0.269462 , 0.299787 , 0.236942 , 0.235548 , 0.208998 , 0.295295 , 0.272393 , 0.28862 , 0.349975 
 743 , 0.129604 , 0.157728 , 0.147961 , 0.156022 , 0.218048 , 0.237148 , 0.205508 , 0.232158 , 0.18982 , 0.23157 , 0.290739 , 0.27063 , 0.301145 , 0.238008 , 0.236463 , 0.20969 , 0.296478 , 0.273493 , 0.289866 , 0.351743 
