NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00000.spu,MNAT_00001.spu,MNAT_00002.spu,MNAT_00003.spu,MNAT_00004.spu,MNAT_00005.spu,MNAT_00006.spu,MNAT_00007.spu,MNAT_00008.spu,MNAT_00009.spu,MNAT_00010.spu,MNAT_00011.spu,MNAT_00012.spu,MNAT_00013.spu,MNAT_00014.spu,MNAT_00015.spu,MNAT_00016.spu,MNAT_00017.spu,MNAT_00018.spu,MNAT_00019.spu,MNAT_00020.spu,MNAT_00021.spu,MNAT_00022.spu,MNAT_00023.spu,MNAT_00024.spu,MNAT_00025.spu,MNAT_00026.spu,MNAT_00027.spu,MNAT_00028.spu,MNAT_00029.spu,MNAT_00030.spu,MNAT_00031.spu,MNAT_00032.spu,MNAT_00033.spu,MNAT_00034.spu,MNAT_00035.spu,MNAT_00036.spu,MNAT_00037.spu,MNAT_00038.spu,MNAT_00039.spu,MNAT_00040.spu,MNAT_00041.spu,MNAT_00042.spu,MNAT_00043.spu,MNAT_00044.spu,MNAT_00045.spu,MNAT_00046.spu,MNAT_00047.spu,MNAT_00048.spu,MNAT_00049.spu
  (nm),7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 
  time  ,:40:15 A,:40:32 A,:40:47 A,:41:01 A,:41:12 A,:42:01 A,:42:34 A,:42:51 A,:43:05 A,:43:29 A,:44:16 A,:44:32 A,:44:45 A,:44:56 A,:45:06 A,:45:49 A,:46:00 A,:46:10 A,:46:20 A,:46:32 A,:46:48 A,:46:59 A,:47:14 A,:47:29 A,:47:39 A,:48:34 A,:48:44 A,:48:53 A,:49:16 A,:50:01 A,:50:58 A,:51:14 A,:51:33 A,:51:53 A,:52:04 A,:53:05 A,:53:18 A,:53:36 A,:54:03 A,:54:17 A,:55:04 A,:55:18 A,:55:29 A,:55:41 A,:55:59 A,:56:26 A,:56:41 A,:56:58 A,:57:36 A,:57:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 337 , 0.000669 , 0 , 0.002321 , 0.003451 , 0.003904 , 0 , 0.000222 , 0 , 0 , 0 , 0.00226 , 0.000221 , 0.000685 , 0.002499 , 0 , 0 , 0.015655 , 0 , 0.014122 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.023385 , 0.006932 , 0 , 0.00048 , 0 , 0 , 0.008896 , 0.008409 , 0.001979 , 0 , 0.014336 , 0.00651 , 0.0196 , 0.027058 , 0.023932 , 0.033493 , 0.020868 , 0.012343 , 0.009773 , 0.007543 , 0 , 0 
 338 , 0.00091 , 0 , 0.003017 , 0.004462 , 0.00491 , 0 , 0.000303 , 0 , 0 , 0 , 0.003086 , 0.0003 , 0.000935 , 0.002819 , 0 , 0 , 0.017134 , 0 , 0.015476 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.024033 , 0.008455 , 0 , 0.000627 , 0 , 0 , 0.011874 , 0.009086 , 0.002692 , 0 , 0.014862 , 0.007501 , 0.020745 , 0.028714 , 0.025587 , 0.03501 , 0.022078 , 0.013617 , 0.010327 , 0.008053 , 0 , 0 
 339 , 0.00189 , 0.000718 , 0.004156 , 0.005402 , 0.006159 , 0.000214 , 0.000717 , 0.000769 , 0.00099 , 0.000217 , 0.004095 , 0.001076 , 0.002389 , 0.004267 , 0.0011 , 0 , 0.018933 , 0.000128 , 0.017257 , 0.000956 , 0 , 0 , 0 , 0 , 0.001072 , 0 , 0.001079 , 0.001982 , 0.024693 , 0.01022 , 0.001676 , 0.002957 , 0 , 0 , 0.015336 , 0.010192 , 0.004305 , 0.000175 , 0.016514 , 0.008795 , 0.021743 , 0.029736 , 0.026414 , 0.035337 , 0.022481 , 0.014397 , 0.011389 , 0.009091 , 0.001231 , 0.000312 
 340 , 0.002867 , 0.001467 , 0.005228 , 0.006219 , 0.007273 , 0.000432 , 0.001119 , 0.001557 , 0.002002 , 0.00044 , 0.004992 , 0.001872 , 0.003854 , 0.005716 , 0.002248 , 0 , 0.020518 , 0.00026 , 0.01885 , 0.001932 , 0 , 0 , 0 , 0 , 0.00215 , 0 , 0.002179 , 0.003973 , 0.025233 , 0.01173 , 0.003418 , 0.005324 , 0 , 0 , 0.018495 , 0.011203 , 0.005844 , 0.000346 , 0.018125 , 0.00993 , 0.022518 , 0.03045 , 0.026963 , 0.035362 , 0.022647 , 0.014966 , 0.012384 , 0.010053 , 0.002513 , 0.000635 
 341 , 0.003702 , 0.002112 , 0.006148 , 0.006925 , 0.008206 , 0.000616 , 0.001448 , 0.00222 , 0.002855 , 0.000631 , 0.005746 , 0.002557 , 0.005106 , 0.006952 , 0.003235 , 0 , 0.021827 , 0.00037 , 0.020174 , 0.002751 , 0 , 0 , 0 , 0 , 0.00304 , 0 , 0.0031 , 0.005615 , 0.025642 , 0.012947 , 0.00491 , 0.007323 , 0 , 0 , 0.021242 , 0.012038 , 0.007143 , 0.000484 , 0.019482 , 0.010852 , 0.023095 , 0.030968 , 0.027379 , 0.03529 , 0.022719 , 0.015411 , 0.013217 , 0.010844 , 0.003615 , 0.000911 
 342 , 0.004447 , 0.002633 , 0.006882 , 0.007712 , 0.009082 , 0.000935 , 0.002089 , 0.002704 , 0.003621 , 0.000986 , 0.006326 , 0.003245 , 0.006192 , 0.007733 , 0.004157 , 0.00022 , 0.023159 , 0.001069 , 0.021326 , 0.003552 , 0.000322 , 0 , 0.000116 , 0.000486 , 0.003797 , 0 , 0.004075 , 0.006665 , 0.026422 , 0.014281 , 0.006024 , 0.009148 , 0 , 0 , 0.023523 , 0.012835 , 0.007907 , 0.001811 , 0.020554 , 0.011742 , 0.023976 , 0.031644 , 0.027991 , 0.035603 , 0.023372 , 0.016105 , 0.013977 , 0.011647 , 0.004552 , 0.001454 
 343 , 0.005133 , 0.003055 , 0.007451 , 0.008618 , 0.009956 , 0.00141 , 0.003114 , 0.003043 , 0.004348 , 0.001525 , 0.006764 , 0.003973 , 0.00716 , 0.008093 , 0.005056 , 0.000663 , 0.024595 , 0.002393 , 0.022353 , 0.004375 , 0.000977 , 0 , 0.000351 , 0.001473 , 0.004479 , 0 , 0.00515 , 0.007211 , 0.027636 , 0.015805 , 0.006773 , 0.010852 , 0 , 0 , 0.025324 , 0.01365 , 0.008177 , 0.004408 , 0.02139 , 0.012649 , 0.025257 , 0.032551 , 0.028847 , 0.036349 , 0.024674 , 0.017099 , 0.014696 , 0.012517 , 0.005357 , 0.002287 
 344 , 0.005749 , 0.003439 , 0.007953 , 0.009447 , 0.010751 , 0.001844 , 0.004078 , 0.003355 , 0.00501 , 0.002008 , 0.007156 , 0.00464 , 0.008032 , 0.008421 , 0.005874 , 0.001052 , 0.025892 , 0.003587 , 0.023242 , 0.005107 , 0.00156 , 0 , 0.000556 , 0.00235 , 0.005098 , 0 , 0.006104 , 0.007707 , 0.02875 , 0.017132 , 0.007405 , 0.012327 , 0 , 0 , 0.026831 , 0.014392 , 0.008418 , 0.006755 , 0.022136 , 0.01344 , 0.026443 , 0.033381 , 0.029619 , 0.037017 , 0.025858 , 0.018002 , 0.015327 , 0.013303 , 0.006076 , 0.00303 
 345 , 0.006286 , 0.003799 , 0.008392 , 0.01019 , 0.011448 , 0.002239 , 0.004933 , 0.003682 , 0.005597 , 0.002456 , 0.007519 , 0.005255 , 0.008775 , 0.008747 , 0.006579 , 0.001434 , 0.02704 , 0.004658 , 0.024025 , 0.005773 , 0.002098 , 0.000039 , 0.000791 , 0.003141 , 0.005678 , 0.00005 , 0.00695 , 0.008215 , 0.029693 , 0.018313 , 0.007993 , 0.013591 , 0.000093 , 0.00007 , 0.028116 , 0.015064 , 0.008666 , 0.008836 , 0.022766 , 0.014105 , 0.02743 , 0.034144 , 0.030301 , 0.037594 , 0.026889 , 0.018812 , 0.015877 , 0.014006 , 0.006737 , 0.003699 
 346 , 0.00653 , 0.004226 , 0.008691 , 0.010694 , 0.011753 , 0.00257 , 0.005071 , 0.004463 , 0.005911 , 0.002986 , 0.007985 , 0.005839 , 0.00887 , 0.009385 , 0.006705 , 0.002231 , 0.027762 , 0.005473 , 0.024758 , 0.006504 , 0.002756 , 0.000543 , 0.001662 , 0.003928 , 0.006405 , 0.0007 , 0.007635 , 0.009374 , 0.029671 , 0.019515 , 0.009082 , 0.014401 , 0.001315 , 0.000997 , 0.029342 , 0.015637 , 0.009289 , 0.010066 , 0.02288 , 0.01434 , 0.027087 , 0.034946 , 0.030767 , 0.037928 , 0.027265 , 0.019445 , 0.01627 , 0.014548 , 0.007517 , 0.004309 
 347 , 0.006734 , 0.004583 , 0.008948 , 0.011111 , 0.012003 , 0.002854 , 0.005184 , 0.005136 , 0.006179 , 0.003441 , 0.008373 , 0.006337 , 0.008945 , 0.009923 , 0.006803 , 0.002917 , 0.028367 , 0.006163 , 0.025405 , 0.007155 , 0.003309 , 0.000972 , 0.002419 , 0.004597 , 0.007017 , 0.001258 , 0.008228 , 0.010359 , 0.029615 , 0.020586 , 0.010014 , 0.015047 , 0.002357 , 0.001798 , 0.030295 , 0.016132 , 0.009815 , 0.011153 , 0.022965 , 0.014517 , 0.026749 , 0.035626 , 0.031145 , 0.038159 , 0.027569 , 0.019967 , 0.016598 , 0.015021 , 0.008176 , 0.004831 
 348 , 0.006904 , 0.004883 , 0.009171 , 0.011456 , 0.012208 , 0.003099 , 0.005276 , 0.005723 , 0.006411 , 0.003834 , 0.008698 , 0.006765 , 0.009002 , 0.010378 , 0.006879 , 0.003513 , 0.028878 , 0.006753 , 0.025982 , 0.00774 , 0.003775 , 0.001342 , 0.003083 , 0.005172 , 0.007536 , 0.00174 , 0.008744 , 0.011202 , 0.029533 , 0.021549 , 0.010817 , 0.015563 , 0.003251 , 0.002497 , 0.031034 , 0.016562 , 0.010263 , 0.012122 , 0.023024 , 0.014646 , 0.026416 , 0.036207 , 0.031451 , 0.03831 , 0.027815 , 0.020397 , 0.016872 , 0.015437 , 0.008737 , 0.005279 
 349 , 0.007288 , 0.005384 , 0.009564 , 0.011717 , 0.012664 , 0.003377 , 0.00556 , 0.00608 , 0.006809 , 0.004199 , 0.009109 , 0.006967 , 0.00939 , 0.010887 , 0.007498 , 0.003856 , 0.02934 , 0.007457 , 0.026757 , 0.008263 , 0.004188 , 0.001714 , 0.003565 , 0.005803 , 0.008003 , 0.002249 , 0.009482 , 0.011957 , 0.030014 , 0.022305 , 0.011838 , 0.016572 , 0.003792 , 0.003241 , 0.031363 , 0.016885 , 0.010765 , 0.012464 , 0.023254 , 0.01497 , 0.026591 , 0.036366 , 0.03175 , 0.038348 , 0.027869 , 0.020422 , 0.017406 , 0.015846 , 0.009201 , 0.005746 
 350 , 0.007736 , 0.005932 , 0.009996 , 0.011937 , 0.013187 , 0.00365 , 0.005896 , 0.006332 , 0.007248 , 0.004533 , 0.009536 , 0.007076 , 0.00987 , 0.011391 , 0.008276 , 0.004086 , 0.029744 , 0.008149 , 0.027542 , 0.008722 , 0.004563 , 0.002066 , 0.003951 , 0.006406 , 0.008415 , 0.002736 , 0.01025 , 0.012627 , 0.030683 , 0.022918 , 0.012841 , 0.017725 , 0.004171 , 0.003953 , 0.031512 , 0.017149 , 0.011267 , 0.012543 , 0.023527 , 0.015347 , 0.026932 , 0.036369 , 0.032029 , 0.038349 , 0.027853 , 0.020302 , 0.018003 , 0.016212 , 0.0096 , 0.006189 
 351 , 0.008149 , 0.006428 , 0.010385 , 0.012137 , 0.013658 , 0.003893 , 0.006197 , 0.006557 , 0.007647 , 0.004834 , 0.009927 , 0.007171 , 0.0103 , 0.011851 , 0.008974 , 0.004289 , 0.030088 , 0.008757 , 0.028233 , 0.009126 , 0.004906 , 0.002384 , 0.004299 , 0.006933 , 0.008774 , 0.003172 , 0.010936 , 0.013218 , 0.031301 , 0.023445 , 0.013705 , 0.018787 , 0.004504 , 0.004588 , 0.031606 , 0.017382 , 0.01173 , 0.012598 , 0.023764 , 0.015685 , 0.027229 , 0.036374 , 0.032277 , 0.038348 , 0.027833 , 0.02019 , 0.018541 , 0.016524 , 0.009954 , 0.006583 
 352 , 0.008515 , 0.006777 , 0.010712 , 0.012396 , 0.014035 , 0.004121 , 0.006535 , 0.006805 , 0.007988 , 0.005079 , 0.01027 , 0.007393 , 0.010667 , 0.012211 , 0.009491 , 0.004536 , 0.030419 , 0.009265 , 0.028767 , 0.009466 , 0.005251 , 0.002697 , 0.004621 , 0.007439 , 0.009154 , 0.003579 , 0.011461 , 0.013675 , 0.031723 , 0.023854 , 0.014342 , 0.019544 , 0.004846 , 0.005242 , 0.031945 , 0.017646 , 0.012121 , 0.012949 , 0.023994 , 0.015968 , 0.027536 , 0.03633 , 0.032439 , 0.038522 , 0.027916 , 0.020189 , 0.01893 , 0.016681 , 0.010304 , 0.006995 
 353 , 0.008827 , 0.006893 , 0.010964 , 0.012794 , 0.014279 , 0.004348 , 0.006985 , 0.007127 , 0.008253 , 0.005249 , 0.010553 , 0.007883 , 0.010962 , 0.01242 , 0.009734 , 0.004894 , 0.030784 , 0.009668 , 0.029092 , 0.009737 , 0.005637 , 0.003038 , 0.004932 , 0.007984 , 0.009635 , 0.003986 , 0.011754 , 0.013952 , 0.031816 , 0.024116 , 0.014681 , 0.019794 , 0.005245 , 0.005992 , 0.032806 , 0.018001 , 0.012413 , 0.0139 , 0.024245 , 0.016183 , 0.027907 , 0.0362 , 0.032469 , 0.039045 , 0.028201 , 0.020397 , 0.019087 , 0.016591 , 0.010697 , 0.007495 
 354 , 0.009117 , 0.007 , 0.0112 , 0.013169 , 0.014508 , 0.004561 , 0.007403 , 0.007427 , 0.008502 , 0.005408 , 0.010817 , 0.008344 , 0.011235 , 0.012616 , 0.009962 , 0.005222 , 0.031119 , 0.010035 , 0.029388 , 0.009989 , 0.005991 , 0.003355 , 0.005218 , 0.008487 , 0.010083 , 0.004364 , 0.012021 , 0.014211 , 0.031903 , 0.024354 , 0.014995 , 0.020013 , 0.005604 , 0.006656 , 0.033604 , 0.01833 , 0.012683 , 0.014773 , 0.024481 , 0.016381 , 0.028257 , 0.036075 , 0.032493 , 0.039534 , 0.028462 , 0.020591 , 0.019233 , 0.016506 , 0.011066 , 0.007965 
 355 , 0.009388 , 0.007098 , 0.011422 , 0.013524 , 0.014725 , 0.00476 , 0.007794 , 0.007708 , 0.008734 , 0.005557 , 0.011063 , 0.008777 , 0.011489 , 0.012801 , 0.010177 , 0.005526 , 0.031425 , 0.010372 , 0.029659 , 0.010221 , 0.006317 , 0.003651 , 0.005482 , 0.008953 , 0.010502 , 0.004717 , 0.012265 , 0.014455 , 0.031984 , 0.02457 , 0.015286 , 0.020206 , 0.005927 , 0.007247 , 0.034343 , 0.018636 , 0.012934 , 0.015577 , 0.024704 , 0.016564 , 0.028588 , 0.035956 , 0.032511 , 0.039992 , 0.028701 , 0.020774 , 0.01937 , 0.016427 , 0.011416 , 0.008409 
 356 , 0.009547 , 0.007124 , 0.011543 , 0.013588 , 0.014839 , 0.004942 , 0.007687 , 0.007856 , 0.008861 , 0.005702 , 0.011162 , 0.008847 , 0.011437 , 0.013066 , 0.010448 , 0.005776 , 0.031718 , 0.010574 , 0.030261 , 0.010407 , 0.006589 , 0.00394 , 0.005702 , 0.009048 , 0.010645 , 0.004885 , 0.012598 , 0.014893 , 0.032088 , 0.024463 , 0.01576 , 0.02041 , 0.006154 , 0.007495 , 0.034286 , 0.018931 , 0.013024 , 0.015422 , 0.02474 , 0.016574 , 0.028898 , 0.036134 , 0.032754 , 0.040075 , 0.028994 , 0.020662 , 0.019214 , 0.016544 , 0.011562 , 0.00859 
 357 , 0.009693 , 0.007145 , 0.011653 , 0.013633 , 0.014942 , 0.005115 , 0.007561 , 0.007991 , 0.008976 , 0.005838 , 0.011248 , 0.008896 , 0.011371 , 0.013321 , 0.010706 , 0.006012 , 0.031994 , 0.010757 , 0.030855 , 0.010578 , 0.006842 , 0.004212 , 0.005909 , 0.00912 , 0.010767 , 0.005035 , 0.01292 , 0.015318 , 0.032186 , 0.024347 , 0.016222 , 0.020602 , 0.006363 , 0.007712 , 0.034196 , 0.019211 , 0.013102 , 0.015228 , 0.024765 , 0.016574 , 0.02919 , 0.036315 , 0.032994 , 0.040133 , 0.029276 , 0.020543 , 0.019052 , 0.016663 , 0.011689 , 0.008749 
 358 , 0.009831 , 0.007164 , 0.011757 , 0.013675 , 0.015039 , 0.005279 , 0.00744 , 0.008118 , 0.009084 , 0.005967 , 0.01133 , 0.008941 , 0.011308 , 0.013563 , 0.010947 , 0.006234 , 0.032255 , 0.010927 , 0.031423 , 0.010739 , 0.007081 , 0.004469 , 0.006105 , 0.009187 , 0.010882 , 0.005175 , 0.013228 , 0.01572 , 0.032277 , 0.024238 , 0.016662 , 0.020782 , 0.00656 , 0.007917 , 0.034113 , 0.019476 , 0.013175 , 0.015043 , 0.024787 , 0.016573 , 0.029468 , 0.036484 , 0.033222 , 0.040187 , 0.029545 , 0.02043 , 0.018901 , 0.016776 , 0.01181 , 0.008899 
 359 , 0.009991 , 0.00731 , 0.011862 , 0.013753 , 0.015147 , 0.005379 , 0.007534 , 0.00812 , 0.009275 , 0.005998 , 0.011448 , 0.009053 , 0.011494 , 0.01367 , 0.011089 , 0.006404 , 0.032432 , 0.011044 , 0.031743 , 0.010803 , 0.007227 , 0.004653 , 0.006269 , 0.00935 , 0.011002 , 0.005284 , 0.013432 , 0.015984 , 0.032255 , 0.024367 , 0.016877 , 0.020919 , 0.006713 , 0.008056 , 0.034244 , 0.019604 , 0.013255 , 0.015068 , 0.024649 , 0.016618 , 0.029447 , 0.03637 , 0.033183 , 0.040069 , 0.029565 , 0.020418 , 0.0188 , 0.016884 , 0.01196 , 0.009022 
 360 , 0.010163 , 0.007536 , 0.011962 , 0.013854 , 0.015256 , 0.005432 , 0.007769 , 0.008035 , 0.009513 , 0.005961 , 0.011588 , 0.00921 , 0.011842 , 0.013681 , 0.011157 , 0.00653 , 0.03254 , 0.01112 , 0.03187 , 0.010798 , 0.007303 , 0.00478 , 0.006404 , 0.009574 , 0.01112 , 0.005368 , 0.013552 , 0.016141 , 0.032149 , 0.024648 , 0.016925 , 0.021022 , 0.006827 , 0.008144 , 0.034508 , 0.019631 , 0.013336 , 0.015225 , 0.024405 , 0.016693 , 0.029218 , 0.036066 , 0.032958 , 0.039832 , 0.02941 , 0.02047 , 0.018732 , 0.016986 , 0.012121 , 0.00912 
 361 , 0.010324 , 0.007743 , 0.012053 , 0.013947 , 0.015354 , 0.005481 , 0.007983 , 0.007957 , 0.009733 , 0.005926 , 0.01172 , 0.009357 , 0.01216 , 0.013689 , 0.011219 , 0.006644 , 0.032633 , 0.01119 , 0.031979 , 0.01079 , 0.007371 , 0.004897 , 0.006526 , 0.009783 , 0.011226 , 0.005446 , 0.013659 , 0.016284 , 0.032041 , 0.024901 , 0.016964 , 0.021118 , 0.006931 , 0.008221 , 0.034745 , 0.019654 , 0.013406 , 0.015358 , 0.024175 , 0.016761 , 0.029 , 0.035782 , 0.032742 , 0.039603 , 0.029262 , 0.020512 , 0.018664 , 0.017079 , 0.012267 , 0.009207 
 362 , 0.010485 , 0.007898 , 0.01217 , 0.014069 , 0.015462 , 0.005539 , 0.008185 , 0.00794 , 0.0099 , 0.005927 , 0.011868 , 0.009501 , 0.012397 , 0.013705 , 0.011296 , 0.006744 , 0.032708 , 0.011298 , 0.032114 , 0.010832 , 0.007471 , 0.005019 , 0.006644 , 0.00995 , 0.01136 , 0.005557 , 0.013768 , 0.01645 , 0.032014 , 0.025167 , 0.017053 , 0.021256 , 0.007088 , 0.00832 , 0.03496 , 0.019722 , 0.013474 , 0.015515 , 0.023982 , 0.016846 , 0.028861 , 0.035597 , 0.032596 , 0.039496 , 0.029172 , 0.020552 , 0.018645 , 0.017148 , 0.012428 , 0.009309 
 363 , 0.010686 , 0.007906 , 0.012413 , 0.014319 , 0.01565 , 0.005641 , 0.008398 , 0.008147 , 0.009926 , 0.006063 , 0.012099 , 0.009663 , 0.0124 , 0.013767 , 0.011451 , 0.006821 , 0.032755 , 0.011563 , 0.032401 , 0.011075 , 0.007708 , 0.005192 , 0.00678 , 0.010003 , 0.011638 , 0.005805 , 0.013929 , 0.016749 , 0.032321 , 0.025574 , 0.017369 , 0.021578 , 0.007487 , 0.008532 , 0.035149 , 0.01997 , 0.013559 , 0.015825 , 0.0239 , 0.017017 , 0.028993 , 0.035731 , 0.0327 , 0.03985 , 0.029274 , 0.020616 , 0.01883 , 0.017149 , 0.0127 , 0.009494 
 364 , 0.010876 , 0.007913 , 0.012643 , 0.014555 , 0.015826 , 0.005738 , 0.008598 , 0.008341 , 0.009951 , 0.00619 , 0.012314 , 0.009815 , 0.012403 , 0.013825 , 0.011595 , 0.006892 , 0.032797 , 0.011809 , 0.032667 , 0.011301 , 0.007927 , 0.005353 , 0.006906 , 0.010051 , 0.011899 , 0.006037 , 0.014078 , 0.017029 , 0.032612 , 0.025956 , 0.017662 , 0.021877 , 0.00786 , 0.008728 , 0.035319 , 0.020203 , 0.013638 , 0.016105 , 0.023823 , 0.017179 , 0.029114 , 0.035855 , 0.032796 , 0.040183 , 0.029367 , 0.020678 , 0.019006 , 0.01715 , 0.012957 , 0.009666 
 365 , 0.011054 , 0.007919 , 0.012861 , 0.014777 , 0.015991 , 0.005829 , 0.008785 , 0.008524 , 0.009975 , 0.00631 , 0.012516 , 0.009958 , 0.012405 , 0.013879 , 0.011729 , 0.006957 , 0.032835 , 0.012037 , 0.032913 , 0.011514 , 0.008131 , 0.005504 , 0.007024 , 0.010096 , 0.012144 , 0.006252 , 0.014218 , 0.017292 , 0.032888 , 0.026316 , 0.017933 , 0.022156 , 0.008213 , 0.00891 , 0.035471 , 0.020421 , 0.013711 , 0.016359 , 0.023752 , 0.017331 , 0.029225 , 0.03597 , 0.032885 , 0.040497 , 0.029453 , 0.020737 , 0.019173 , 0.017151 , 0.0132 , 0.009826 
 366 , 0.01111 , 0.008083 , 0.012989 , 0.014846 , 0.016124 , 0.005974 , 0.008845 , 0.008649 , 0.010124 , 0.006447 , 0.01261 , 0.00996 , 0.012495 , 0.014166 , 0.01193 , 0.007094 , 0.032925 , 0.012102 , 0.033136 , 0.011657 , 0.008179 , 0.005586 , 0.007147 , 0.010259 , 0.012302 , 0.006378 , 0.014393 , 0.017496 , 0.032944 , 0.026289 , 0.018224 , 0.022154 , 0.008328 , 0.009046 , 0.035577 , 0.020628 , 0.013865 , 0.016054 , 0.023736 , 0.017332 , 0.02922 , 0.036016 , 0.032672 , 0.040286 , 0.029308 , 0.020641 , 0.019093 , 0.017255 , 0.013346 , 0.009855 
 367 , 0.01114 , 0.008277 , 0.013097 , 0.014881 , 0.016247 , 0.006127 , 0.008878 , 0.008761 , 0.010297 , 0.006585 , 0.012682 , 0.009935 , 0.012601 , 0.014496 , 0.012142 , 0.007245 , 0.033027 , 0.012134 , 0.033351 , 0.011784 , 0.008194 , 0.005652 , 0.00727 , 0.010445 , 0.012438 , 0.006484 , 0.014573 , 0.017684 , 0.032953 , 0.026187 , 0.018514 , 0.0221 , 0.008392 , 0.00917 , 0.03568 , 0.020828 , 0.014034 , 0.015648 , 0.023734 , 0.017301 , 0.029193 , 0.036051 , 0.03241 , 0.039978 , 0.029123 , 0.020517 , 0.018965 , 0.017379 , 0.013469 , 0.009858 
 368 , 0.01117 , 0.008467 , 0.013202 , 0.014916 , 0.016369 , 0.006276 , 0.00891 , 0.008869 , 0.010466 , 0.00672 , 0.012752 , 0.009913 , 0.012705 , 0.014817 , 0.012349 , 0.007393 , 0.033129 , 0.012167 , 0.033562 , 0.011907 , 0.008209 , 0.005717 , 0.00739 , 0.010626 , 0.01257 , 0.006587 , 0.014748 , 0.017868 , 0.032961 , 0.026096 , 0.018797 , 0.022057 , 0.008456 , 0.009292 , 0.035785 , 0.021022 , 0.014198 , 0.015261 , 0.023734 , 0.017272 , 0.029169 , 0.03609 , 0.032167 , 0.039691 , 0.028949 , 0.020402 , 0.018846 , 0.0175 , 0.013589 , 0.009859 
 369 , 0.011165 , 0.008532 , 0.01325 , 0.014913 , 0.016484 , 0.006318 , 0.008983 , 0.008859 , 0.010551 , 0.006733 , 0.012766 , 0.009925 , 0.012806 , 0.014935 , 0.012439 , 0.007435 , 0.033136 , 0.012123 , 0.033617 , 0.011934 , 0.008214 , 0.005715 , 0.007409 , 0.010698 , 0.01261 , 0.006591 , 0.014883 , 0.017965 , 0.032977 , 0.025969 , 0.018848 , 0.021928 , 0.008397 , 0.009293 , 0.035645 , 0.021022 , 0.014237 , 0.015087 , 0.023734 , 0.017189 , 0.029063 , 0.035914 , 0.031967 , 0.039438 , 0.028824 , 0.020331 , 0.01869 , 0.017464 , 0.013626 , 0.009839 
 370 , 0.011117 , 0.008446 , 0.013232 , 0.014864 , 0.016593 , 0.006231 , 0.009108 , 0.008705 , 0.010538 , 0.006601 , 0.01271 , 0.009977 , 0.012908 , 0.014812 , 0.01239 , 0.00735 , 0.033034 , 0.011987 , 0.033492 , 0.011846 , 0.008207 , 0.005633 , 0.007309 , 0.010642 , 0.012539 , 0.006477 , 0.014977 , 0.017966 , 0.033004 , 0.025799 , 0.018625 , 0.021699 , 0.008194 , 0.009153 , 0.035226 , 0.020786 , 0.014126 , 0.015164 , 0.02373 , 0.017042 , 0.028855 , 0.035475 , 0.031812 , 0.03922 , 0.028758 , 0.020308 , 0.018486 , 0.017242 , 0.013565 , 0.009792 
 371 , 0.011064 , 0.00836 , 0.013212 , 0.014817 , 0.016692 , 0.006141 , 0.009236 , 0.008551 , 0.010523 , 0.00647 , 0.012651 , 0.010027 , 0.013011 , 0.014684 , 0.012339 , 0.007266 , 0.032941 , 0.011856 , 0.033384 , 0.011761 , 0.008198 , 0.00555 , 0.00721 , 0.010584 , 0.012471 , 0.006364 , 0.015071 , 0.017969 , 0.033031 , 0.025637 , 0.018402 , 0.021483 , 0.007999 , 0.009017 , 0.03485 , 0.020548 , 0.014019 , 0.015255 , 0.023709 , 0.016897 , 0.028651 , 0.035038 , 0.031655 , 0.039001 , 0.028701 , 0.020276 , 0.018287 , 0.017024 , 0.0135 , 0.009745 
