  time  ,45:09 PM,45:17 PM,45:23 PM,45:31 PM,45:36 PM,46:51 PM,46:58 PM,47:04 PM,47:10 PM,47:21 PM,47:42 PM,47:48 PM,47:55 PM,48:03 PM,48:10 PM,48:58 PM,49:04 PM,49:11 PM,49:17 PM,49:25 PM,49:54 PM,50:00 PM,50:06 PM,50:12 PM,50:22 PM,50:54 PM,51:01 PM,51:08 PM,51:17 PM,51:24 PM,52:31 PM,52:37 PM,52:43 PM,52:49 PM,52:56 PM,53:31 PM,53:38 PM,53:46 PM,53:52 PM,53:59 PM,55:01 PM,55:07 PM,55:16 PM,55:22 PM,55:28 PM,55:45 PM,55:52 PM,55:59 PM,56:05 PM,56:11 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 989 , 0.324184 , 0.290476 , 0.239848 , 0.258213 , 0.308883 , 0.367338 , 0.181673 , 0.412433 , 0.475455 , 0.29536 , 0.162956 , 0.315793 , 0.269922 , 0.33033 , 0.46297 , 0.265905 , 0.335741 , 0.295542 , 0.378349 , 0.339721 , 0.381941 , 0.476165 , 0.362806 , 0.40025 , 0.312086 , 0.186156 , 0.182358 , 0.33113 , 0.350217 , 0.250514 , 0.29246 , 0.329711 , 0.302786 , 0.409102 , 0.345915 , 0.337768 , 0.368175 , 0.303672 , 0.341292 , 0.346595 , 0.444672 , 0.418536 , 0.397259 , 0.288074 , 0.272567 , 0.407628 , 0.401828 , 0.385562 , 0.391702 , 0.402908 
 990 , 0.324796 , 0.290592 , 0.239637 , 0.258486 , 0.309551 , 0.36729 , 0.181448 , 0.412721 , 0.475973 , 0.295473 , 0.162738 , 0.316432 , 0.270625 , 0.330321 , 0.46364 , 0.266358 , 0.33564 , 0.295917 , 0.379009 , 0.340928 , 0.382201 , 0.476477 , 0.362737 , 0.400515 , 0.312238 , 0.186286 , 0.182305 , 0.331154 , 0.35086 , 0.251253 , 0.292653 , 0.329914 , 0.302792 , 0.40897 , 0.346216 , 0.338345 , 0.368372 , 0.303862 , 0.341104 , 0.346988 , 0.4449 , 0.418495 , 0.397202 , 0.288161 , 0.272436 , 0.407858 , 0.402424 , 0.386364 , 0.391744 , 0.403117 
 991 , 0.32503 , 0.291098 , 0.239346 , 0.258733 , 0.310589 , 0.367192 , 0.181165 , 0.413263 , 0.476597 , 0.29542 , 0.162463 , 0.316987 , 0.270849 , 0.330377 , 0.464961 , 0.266655 , 0.335494 , 0.296428 , 0.378955 , 0.341977 , 0.382409 , 0.476846 , 0.363003 , 0.400127 , 0.311518 , 0.186579 , 0.181972 , 0.331142 , 0.351549 , 0.252123 , 0.292658 , 0.330426 , 0.302534 , 0.408729 , 0.346554 , 0.338377 , 0.368721 , 0.30376 , 0.341115 , 0.347822 , 0.444542 , 0.417809 , 0.39688 , 0.288367 , 0.272118 , 0.407679 , 0.403278 , 0.38718 , 0.391903 , 0.402458 
 992 , 0.32528 , 0.29152 , 0.238913 , 0.25878 , 0.311582 , 0.367132 , 0.181027 , 0.413667 , 0.477146 , 0.295294 , 0.162124 , 0.317363 , 0.270913 , 0.330315 , 0.466269 , 0.266939 , 0.335338 , 0.296768 , 0.378919 , 0.342684 , 0.382583 , 0.477158 , 0.36334 , 0.399842 , 0.310793 , 0.186736 , 0.181749 , 0.331049 , 0.352014 , 0.252908 , 0.292673 , 0.33094 , 0.302197 , 0.408577 , 0.346797 , 0.338286 , 0.369031 , 0.303514 , 0.34118 , 0.348508 , 0.443957 , 0.417058 , 0.396542 , 0.288487 , 0.271835 , 0.407498 , 0.404076 , 0.387685 , 0.392107 , 0.401753 
 993 , 0.325629 , 0.291606 , 0.238126 , 0.258179 , 0.312291 , 0.367182 , 0.181345 , 0.413583 , 0.477424 , 0.294985 , 0.161663 , 0.317213 , 0.27052 , 0.329877 , 0.467404 , 0.267202 , 0.335225 , 0.296504 , 0.378922 , 0.342334 , 0.382689 , 0.477327 , 0.363894 , 0.399941 , 0.310152 , 0.186407 , 0.181911 , 0.330734 , 0.351753 , 0.253396 , 0.292724 , 0.331384 , 0.301706 , 0.408722 , 0.346752 , 0.337862 , 0.369199 , 0.302885 , 0.341441 , 0.348703 , 0.44283 , 0.416184 , 0.396198 , 0.288325 , 0.271724 , 0.407409 , 0.404608 , 0.38718 , 0.392436 , 0.401029 
 994 , 0.326524 , 0.291315 , 0.237756 , 0.257441 , 0.312056 , 0.367119 , 0.181485 , 0.413162 , 0.477568 , 0.295106 , 0.161636 , 0.317388 , 0.270756 , 0.32949 , 0.467741 , 0.267887 , 0.335841 , 0.295901 , 0.3787 , 0.342156 , 0.383037 , 0.478156 , 0.364468 , 0.401048 , 0.310448 , 0.185519 , 0.182449 , 0.330527 , 0.351674 , 0.254062 , 0.292929 , 0.331243 , 0.301949 , 0.409213 , 0.34636 , 0.338201 , 0.369631 , 0.302792 , 0.342162 , 0.348969 , 0.443233 , 0.415953 , 0.395976 , 0.288118 , 0.271879 , 0.408236 , 0.404566 , 0.38641 , 0.392397 , 0.401588 
 995 , 0.327455 , 0.291019 , 0.237373 , 0.256678 , 0.311808 , 0.367053 , 0.181631 , 0.41273 , 0.477712 , 0.295234 , 0.161611 , 0.317567 , 0.271005 , 0.32909 , 0.46809 , 0.268595 , 0.33649 , 0.295282 , 0.378468 , 0.341971 , 0.383397 , 0.47902 , 0.365067 , 0.402199 , 0.31076 , 0.184598 , 0.183012 , 0.330314 , 0.351593 , 0.254752 , 0.293138 , 0.331095 , 0.302198 , 0.40972 , 0.345961 , 0.338555 , 0.370081 , 0.3027 , 0.342915 , 0.349243 , 0.443656 , 0.415721 , 0.395756 , 0.2879 , 0.272041 , 0.409097 , 0.404519 , 0.385613 , 0.392359 , 0.402169 
 996 , 0.327218 , 0.290606 , 0.237629 , 0.255441 , 0.310767 , 0.366935 , 0.181037 , 0.412072 , 0.477673 , 0.295661 , 0.161753 , 0.317046 , 0.270753 , 0.328465 , 0.467998 , 0.26821 , 0.336905 , 0.294475 , 0.377252 , 0.341391 , 0.383507 , 0.479671 , 0.365307 , 0.402536 , 0.310652 , 0.183671 , 0.18278 , 0.330069 , 0.3508 , 0.254545 , 0.292628 , 0.330166 , 0.30197 , 0.409953 , 0.344933 , 0.338182 , 0.369726 , 0.302642 , 0.343323 , 0.349292 , 0.443707 , 0.416074 , 0.395204 , 0.2875 , 0.271564 , 0.409196 , 0.40339 , 0.384542 , 0.392213 , 0.402251 
 997 , 0.326602 , 0.290116 , 0.23782 , 0.254531 , 0.310345 , 0.366999 , 0.180652 , 0.411883 , 0.47815 , 0.29572 , 0.161777 , 0.316076 , 0.270171 , 0.327835 , 0.468537 , 0.267813 , 0.33642 , 0.293792 , 0.376751 , 0.340809 , 0.383849 , 0.479746 , 0.365621 , 0.402052 , 0.310049 , 0.182937 , 0.182333 , 0.3296 , 0.350174 , 0.254186 , 0.292558 , 0.329752 , 0.301506 , 0.410154 , 0.344957 , 0.337883 , 0.369405 , 0.302564 , 0.343107 , 0.349309 , 0.443768 , 0.416502 , 0.39516 , 0.28702 , 0.271132 , 0.409168 , 0.402717 , 0.384012 , 0.392548 , 0.402566 
 998 , 0.325868 , 0.289591 , 0.237982 , 0.253701 , 0.310119 , 0.367129 , 0.180327 , 0.411847 , 0.478813 , 0.295655 , 0.161766 , 0.314946 , 0.269474 , 0.327189 , 0.469297 , 0.267416 , 0.335643 , 0.293127 , 0.376481 , 0.340205 , 0.384283 , 0.479645 , 0.365976 , 0.401317 , 0.309274 , 0.182234 , 0.181811 , 0.329054 , 0.349594 , 0.253791 , 0.292638 , 0.329506 , 0.300965 , 0.410356 , 0.345328 , 0.33761 , 0.369096 , 0.302486 , 0.342691 , 0.349322 , 0.443839 , 0.416952 , 0.395283 , 0.286496 , 0.270711 , 0.409107 , 0.402186 , 0.383638 , 0.393039 , 0.402983 
 999 , 0.325465 , 0.289663 , 0.238121 , 0.253524 , 0.31011 , 0.366841 , 0.180159 , 0.412422 , 0.480001 , 0.295473 , 0.161257 , 0.314502 , 0.269126 , 0.327039 , 0.470034 , 0.266882 , 0.33513 , 0.293054 , 0.376934 , 0.339969 , 0.385103 , 0.479995 , 0.366593 , 0.400512 , 0.308415 , 0.181819 , 0.18136 , 0.328463 , 0.349519 , 0.253445 , 0.292644 , 0.329525 , 0.300764 , 0.410606 , 0.34634 , 0.337537 , 0.369176 , 0.302405 , 0.342273 , 0.349519 , 0.444423 , 0.417466 , 0.39539 , 0.286725 , 0.270375 , 0.409273 , 0.402057 , 0.384162 , 0.393604 , 0.403668 
 1000 , 0.324897 , 0.290056 , 0.2382 , 0.25349 , 0.310047 , 0.366598 , 0.179965 , 0.413 , 0.481106 , 0.295252 , 0.160367 , 0.314404 , 0.268865 , 0.327443 , 0.470203 , 0.266065 , 0.334799 , 0.293393 , 0.377411 , 0.339512 , 0.385829 , 0.480479 , 0.366864 , 0.399665 , 0.307797 , 0.181607 , 0.180925 , 0.327848 , 0.350065 , 0.252965 , 0.292524 , 0.329797 , 0.300713 , 0.41078 , 0.346873 , 0.337454 , 0.368915 , 0.302281 , 0.342076 , 0.349938 , 0.444751 , 0.417948 , 0.395079 , 0.287426 , 0.26974 , 0.40941 , 0.402459 , 0.384809 , 0.393884 , 0.403768 
 1001 , 0.323918 , 0.29044 , 0.238211 , 0.253213 , 0.30979 , 0.36668 , 0.179644 , 0.413206 , 0.481812 , 0.295059 , 0.159336 , 0.314276 , 0.268486 , 0.328205 , 0.469717 , 0.264983 , 0.3345 , 0.293853 , 0.377468 , 0.338564 , 0.386223 , 0.480842 , 0.366548 , 0.398783 , 0.307529 , 0.181441 , 0.180452 , 0.32721 , 0.351039 , 0.252272 , 0.292322 , 0.330195 , 0.300643 , 0.410836 , 0.346457 , 0.337225 , 0.368001 , 0.302096 , 0.342133 , 0.350497 , 0.444482 , 0.418379 , 0.394297 , 0.28824 , 0.268709 , 0.409383 , 0.403245 , 0.385029 , 0.393802 , 0.402998 
 1002 , 0.323122 , 0.290569 , 0.238245 , 0.252989 , 0.309697 , 0.366982 , 0.179563 , 0.413214 , 0.482438 , 0.294892 , 0.158756 , 0.3142 , 0.268059 , 0.329059 , 0.469205 , 0.264097 , 0.334254 , 0.294073 , 0.377681 , 0.337722 , 0.38641 , 0.480999 , 0.366055 , 0.39809 , 0.307836 , 0.181218 , 0.179767 , 0.326681 , 0.352551 , 0.251526 , 0.292484 , 0.330889 , 0.300612 , 0.410878 , 0.345946 , 0.337132 , 0.366928 , 0.302171 , 0.342159 , 0.350823 , 0.444214 , 0.418584 , 0.393665 , 0.288842 , 0.268083 , 0.409391 , 0.404153 , 0.385116 , 0.393749 , 0.402353 
 1003 , 0.322971 , 0.290333 , 0.238352 , 0.252987 , 0.309922 , 0.367608 , 0.179927 , 0.412923 , 0.482955 , 0.294885 , 0.159029 , 0.31433 , 0.267585 , 0.329889 , 0.468669 , 0.263748 , 0.334255 , 0.293852 , 0.378237 , 0.337371 , 0.386188 , 0.480962 , 0.365602 , 0.397862 , 0.309249 , 0.180912 , 0.17872 , 0.326412 , 0.354516 , 0.250771 , 0.293185 , 0.331901 , 0.300704 , 0.410941 , 0.345521 , 0.337227 , 0.365812 , 0.302734 , 0.342188 , 0.350679 , 0.444108 , 0.418412 , 0.393472 , 0.289018 , 0.26839 , 0.409626 , 0.4049 , 0.385071 , 0.393856 , 0.402101 
 1004 , 0.324287 , 0.290495 , 0.238579 , 0.253486 , 0.310196 , 0.367915 , 0.180369 , 0.412989 , 0.483742 , 0.29535 , 0.159365 , 0.314979 , 0.267127 , 0.32994 , 0.468079 , 0.264102 , 0.334861 , 0.293657 , 0.379077 , 0.338378 , 0.385804 , 0.481882 , 0.366805 , 0.398202 , 0.311019 , 0.180621 , 0.177692 , 0.326423 , 0.35428 , 0.250198 , 0.293249 , 0.331968 , 0.301009 , 0.411225 , 0.346209 , 0.337063 , 0.365719 , 0.303361 , 0.342512 , 0.350452 , 0.444717 , 0.418384 , 0.393828 , 0.289091 , 0.269587 , 0.410691 , 0.403934 , 0.385582 , 0.394464 , 0.402559 
 1005 , 0.325655 , 0.290669 , 0.238782 , 0.254023 , 0.310467 , 0.368231 , 0.180743 , 0.413055 , 0.484489 , 0.295844 , 0.15968 , 0.315588 , 0.266608 , 0.329972 , 0.467521 , 0.264486 , 0.335542 , 0.293499 , 0.379899 , 0.339445 , 0.385379 , 0.482864 , 0.368057 , 0.398611 , 0.312812 , 0.180335 , 0.176666 , 0.326386 , 0.353937 , 0.249616 , 0.293278 , 0.331986 , 0.30133 , 0.411532 , 0.346916 , 0.336885 , 0.365659 , 0.303896 , 0.342899 , 0.350243 , 0.445324 , 0.418373 , 0.394246 , 0.289122 , 0.270769 , 0.411814 , 0.402892 , 0.386014 , 0.395044 , 0.402982 
 1006 , 0.326885 , 0.29084 , 0.238499 , 0.254736 , 0.310474 , 0.368548 , 0.180047 , 0.4131 , 0.484292 , 0.296335 , 0.159565 , 0.315412 , 0.265647 , 0.32973 , 0.467642 , 0.264984 , 0.336803 , 0.293955 , 0.380015 , 0.340719 , 0.384666 , 0.484058 , 0.369182 , 0.399648 , 0.313911 , 0.180299 , 0.176347 , 0.325785 , 0.352413 , 0.249194 , 0.292861 , 0.331321 , 0.301602 , 0.412006 , 0.34745 , 0.336576 , 0.366163 , 0.30306 , 0.343732 , 0.350302 , 0.445593 , 0.418732 , 0.395177 , 0.288706 , 0.271052 , 0.412992 , 0.401382 , 0.385342 , 0.394925 , 0.402656 
 1007 , 0.327287 , 0.29052 , 0.237786 , 0.2545 , 0.310215 , 0.368629 , 0.17924 , 0.412964 , 0.484778 , 0.296535 , 0.159546 , 0.315352 , 0.265246 , 0.329533 , 0.467251 , 0.264936 , 0.337179 , 0.293602 , 0.379543 , 0.34139 , 0.384632 , 0.484353 , 0.368241 , 0.400725 , 0.313673 , 0.180148 , 0.176068 , 0.324945 , 0.35191 , 0.248957 , 0.293148 , 0.330961 , 0.302007 , 0.412236 , 0.347919 , 0.336731 , 0.3663 , 0.301852 , 0.344162 , 0.349843 , 0.445406 , 0.418311 , 0.395384 , 0.288441 , 0.270658 , 0.411979 , 0.40088 , 0.384298 , 0.39404 , 0.40272 
 1008 , 0.327565 , 0.290103 , 0.236974 , 0.254091 , 0.309888 , 0.36867 , 0.178383 , 0.41279 , 0.485387 , 0.296688 , 0.159529 , 0.315303 , 0.264909 , 0.329333 , 0.46676 , 0.264795 , 0.337422 , 0.293112 , 0.378951 , 0.341995 , 0.384694 , 0.484509 , 0.366927 , 0.401846 , 0.313213 , 0.179971 , 0.175792 , 0.324031 , 0.351548 , 0.248735 , 0.293559 , 0.330628 , 0.302449 , 0.41242 , 0.348401 , 0.336969 , 0.366372 , 0.300533 , 0.344539 , 0.349273 , 0.445136 , 0.417751 , 0.395476 , 0.288186 , 0.270144 , 0.410569 , 0.400515 , 0.383148 , 0.392999 , 0.402855 
 1009 , 0.326803 , 0.28937 , 0.236126 , 0.25354 , 0.30921 , 0.368373 , 0.177738 , 0.412493 , 0.485923 , 0.296957 , 0.159078 , 0.314979 , 0.264798 , 0.328162 , 0.465147 , 0.263856 , 0.337579 , 0.292046 , 0.377867 , 0.342096 , 0.384941 , 0.484558 , 0.365661 , 0.401712 , 0.310313 , 0.17943 , 0.17533 , 0.323734 , 0.350738 , 0.248993 , 0.292803 , 0.329056 , 0.301933 , 0.412392 , 0.348205 , 0.336214 , 0.366025 , 0.299114 , 0.344039 , 0.347859 , 0.444485 , 0.4167 , 0.39478 , 0.287356 , 0.269512 , 0.408577 , 0.399983 , 0.382706 , 0.391217 , 0.403219 
 1010 , 0.325712 , 0.288681 , 0.23555 , 0.25361 , 0.308777 , 0.368504 , 0.177234 , 0.412385 , 0.485416 , 0.297265 , 0.158293 , 0.313842 , 0.264503 , 0.326914 , 0.464189 , 0.262645 , 0.338372 , 0.291705 , 0.377111 , 0.341575 , 0.385248 , 0.484552 , 0.365176 , 0.401325 , 0.307265 , 0.178692 , 0.17474 , 0.324319 , 0.350021 , 0.249586 , 0.291461 , 0.327473 , 0.300342 , 0.411909 , 0.347063 , 0.334741 , 0.366135 , 0.297699 , 0.343426 , 0.346712 , 0.44376 , 0.416207 , 0.394123 , 0.286324 , 0.268866 , 0.408534 , 0.399438 , 0.382492 , 0.389391 , 0.40348 
 1011 , 0.324557 , 0.288085 , 0.235182 , 0.254194 , 0.308591 , 0.369055 , 0.176782 , 0.412452 , 0.484106 , 0.297579 , 0.157317 , 0.312112 , 0.26401 , 0.325789 , 0.463957 , 0.261381 , 0.339685 , 0.292023 , 0.376693 , 0.340679 , 0.385557 , 0.48454 , 0.365277 , 0.401006 , 0.30454 , 0.177859 , 0.174081 , 0.32548 , 0.349459 , 0.25034 , 0.289888 , 0.326092 , 0.298103 , 0.411125 , 0.345319 , 0.332898 , 0.366699 , 0.296283 , 0.342886 , 0.345938 , 0.443053 , 0.416241 , 0.393647 , 0.285241 , 0.268216 , 0.410108 , 0.398906 , 0.382303 , 0.387651 , 0.403612 
 1012 , 0.323159 , 0.287613 , 0.234769 , 0.254508 , 0.308166 , 0.369261 , 0.176044 , 0.412339 , 0.482321 , 0.297616 , 0.156334 , 0.310518 , 0.263894 , 0.325327 , 0.463538 , 0.260383 , 0.339269 , 0.292122 , 0.3763 , 0.339293 , 0.385365 , 0.483467 , 0.364752 , 0.400536 , 0.303022 , 0.176709 , 0.173228 , 0.325975 , 0.3491 , 0.250356 , 0.288528 , 0.324941 , 0.296018 , 0.410041 , 0.343362 , 0.331351 , 0.367182 , 0.295478 , 0.341912 , 0.34531 , 0.442337 , 0.416218 , 0.39301 , 0.284667 , 0.267315 , 0.411359 , 0.398279 , 0.381991 , 0.38609 , 0.403554 
 1013 , 0.321726 , 0.287431 , 0.234358 , 0.254216 , 0.30739 , 0.368761 , 0.17476 , 0.411976 , 0.48053 , 0.297123 , 0.155566 , 0.309626 , 0.264234 , 0.325866 , 0.462754 , 0.259963 , 0.336963 , 0.291731 , 0.375896 , 0.337794 , 0.384598 , 0.481408 , 0.363607 , 0.399877 , 0.302716 , 0.175341 , 0.172233 , 0.325522 , 0.348927 , 0.249204 , 0.287401 , 0.324057 , 0.294703 , 0.409147 , 0.341524 , 0.330486 , 0.367284 , 0.295699 , 0.340552 , 0.344721 , 0.441556 , 0.416348 , 0.392391 , 0.28459 , 0.266381 , 0.411288 , 0.397557 , 0.381751 , 0.385114 , 0.403317 
 1014 , 0.320816 , 0.287661 , 0.234016 , 0.253051 , 0.306322 , 0.367326 , 0.172745 , 0.411421 , 0.479939 , 0.295988 , 0.15533 , 0.310162 , 0.264691 , 0.327173 , 0.461462 , 0.260275 , 0.334474 , 0.290652 , 0.375392 , 0.337269 , 0.38372 , 0.479642 , 0.36256 , 0.39911 , 0.302155 , 0.174235 , 0.171326 , 0.324449 , 0.348677 , 0.247033 , 0.286224 , 0.323131 , 0.294896 , 0.409557 , 0.340516 , 0.330532 , 0.366638 , 0.296914 , 0.339329 , 0.343757 , 0.440575 , 0.417 , 0.392231 , 0.284331 , 0.266002 , 0.408684 , 0.396808 , 0.382052 , 0.385121 , 0.403164 
 1015 , 0.320213 , 0.288023 , 0.233794 , 0.251894 , 0.305494 , 0.36601 , 0.170663 , 0.411094 , 0.479651 , 0.294726 , 0.1551 , 0.310842 , 0.264979 , 0.328639 , 0.460332 , 0.260718 , 0.332347 , 0.289788 , 0.374912 , 0.33697 , 0.383088 , 0.478218 , 0.361726 , 0.398479 , 0.30178 , 0.173313 , 0.170473 , 0.323451 , 0.34835 , 0.244995 , 0.28504 , 0.322447 , 0.29541 , 0.410233 , 0.339739 , 0.330796 , 0.365963 , 0.298131 , 0.338438 , 0.342817 , 0.439695 , 0.417756 , 0.392144 , 0.284084 , 0.26574 , 0.406364 , 0.396197 , 0.382363 , 0.385412 , 0.402834 
 1016 , 0.320964 , 0.288872 , 0.234091 , 0.250909 , 0.305791 , 0.365386 , 0.168524 , 0.411752 , 0.480686 , 0.293109 , 0.154949 , 0.312031 , 0.264545 , 0.330517 , 0.46003 , 0.261625 , 0.332031 , 0.289903 , 0.374588 , 0.337663 , 0.383539 , 0.478398 , 0.36193 , 0.39851 , 0.302221 , 0.173304 , 0.169973 , 0.322943 , 0.347782 , 0.243752 , 0.284003 , 0.322841 , 0.297132 , 0.411901 , 0.340064 , 0.331924 , 0.365267 , 0.299182 , 0.339015 , 0.342138 , 0.43938 , 0.418826 , 0.392401 , 0.283913 , 0.266011 , 0.405494 , 0.396281 , 0.382675 , 0.386829 , 0.401877 
 1017 , 0.320305 , 0.288459 , 0.233416 , 0.25026 , 0.304815 , 0.364517 , 0.167516 , 0.412337 , 0.479602 , 0.292474 , 0.153415 , 0.311483 , 0.264343 , 0.330499 , 0.459578 , 0.261069 , 0.331406 , 0.290392 , 0.373231 , 0.336345 , 0.382757 , 0.478308 , 0.360502 , 0.398194 , 0.303222 , 0.172724 , 0.169401 , 0.321337 , 0.347404 , 0.243174 , 0.282912 , 0.322489 , 0.296518 , 0.411412 , 0.339793 , 0.331925 , 0.36466 , 0.298027 , 0.338916 , 0.342357 , 0.439823 , 0.417449 , 0.391734 , 0.283658 , 0.264862 , 0.405555 , 0.396739 , 0.382441 , 0.387171 , 0.400622 
 1018 , 0.319583 , 0.288001 , 0.232687 , 0.249589 , 0.303762 , 0.363595 , 0.166472 , 0.412957 , 0.47842 , 0.291828 , 0.151786 , 0.310873 , 0.264126 , 0.330437 , 0.4591 , 0.260455 , 0.330736 , 0.290921 , 0.371787 , 0.334921 , 0.381906 , 0.478211 , 0.358975 , 0.397852 , 0.304306 , 0.172096 , 0.168789 , 0.319625 , 0.34701 , 0.24258 , 0.281768 , 0.322097 , 0.295828 , 0.410861 , 0.3395 , 0.3319 , 0.364019 , 0.296759 , 0.338801 , 0.34261 , 0.440312 , 0.415948 , 0.391005 , 0.283392 , 0.263625 , 0.405637 , 0.397231 , 0.382181 , 0.387512 , 0.399291 
 1019 , 0.318623 , 0.285792 , 0.230932 , 0.248341 , 0.302234 , 0.362579 , 0.165759 , 0.412568 , 0.477914 , 0.290949 , 0.150432 , 0.309854 , 0.263221 , 0.32849 , 0.458622 , 0.258344 , 0.330189 , 0.290681 , 0.369781 , 0.333009 , 0.380339 , 0.478719 , 0.357434 , 0.396513 , 0.304607 , 0.171298 , 0.168013 , 0.318236 , 0.346059 , 0.241699 , 0.280623 , 0.321759 , 0.293703 , 0.408198 , 0.338863 , 0.330302 , 0.363503 , 0.294395 , 0.338398 , 0.343299 , 0.440319 , 0.413355 , 0.389031 , 0.282543 , 0.261933 , 0.404668 , 0.396578 , 0.381078 , 0.386157 , 0.398009 
 1020 , 0.318131 , 0.283867 , 0.229341 , 0.247107 , 0.30124 , 0.361689 , 0.164865 , 0.411037 , 0.477259 , 0.289217 , 0.149476 , 0.309129 , 0.261478 , 0.326442 , 0.458682 , 0.255943 , 0.329338 , 0.290099 , 0.368177 , 0.332072 , 0.378657 , 0.477777 , 0.356833 , 0.394767 , 0.30382 , 0.170883 , 0.16704 , 0.317344 , 0.344393 , 0.240828 , 0.278732 , 0.321366 , 0.292655 , 0.405896 , 0.338352 , 0.328194 , 0.363506 , 0.292715 , 0.337267 , 0.342165 , 0.438813 , 0.411514 , 0.386235 , 0.281228 , 0.26121 , 0.403304 , 0.394618 , 0.379145 , 0.384156 , 0.396155 
 1021 , 0.317862 , 0.28208 , 0.227814 , 0.245869 , 0.300486 , 0.360845 , 0.163833 , 0.408958 , 0.476495 , 0.287036 , 0.148667 , 0.308545 , 0.259307 , 0.324372 , 0.459006 , 0.253398 , 0.32831 , 0.289377 , 0.366725 , 0.331592 , 0.376911 , 0.47609 , 0.356676 , 0.392815 , 0.302529 , 0.170648 , 0.165936 , 0.316653 , 0.34235 , 0.239936 , 0.276427 , 0.320929 , 0.292153 , 0.403781 , 0.337894 , 0.325844 , 0.363758 , 0.29136 , 0.335762 , 0.340104 , 0.436561 , 0.410024 , 0.383022 , 0.279667 , 0.260957 , 0.40175 , 0.392017 , 0.376797 , 0.381855 , 0.393959 
 1022 , 0.316764 , 0.279923 , 0.225272 , 0.243791 , 0.298763 , 0.358933 , 0.162372 , 0.405842 , 0.473695 , 0.284015 , 0.147184 , 0.307695 , 0.256517 , 0.322372 , 0.458471 , 0.251367 , 0.326779 , 0.28791 , 0.365094 , 0.331108 , 0.374312 , 0.473243 , 0.355627 , 0.3911 , 0.300018 , 0.169592 , 0.16418 , 0.31539 , 0.340248 , 0.238004 , 0.274012 , 0.318727 , 0.291704 , 0.402405 , 0.336977 , 0.323924 , 0.363697 , 0.289266 , 0.33316 , 0.337965 , 0.433209 , 0.408595 , 0.37942 , 0.277497 , 0.260192 , 0.39908 , 0.389607 , 0.374692 , 0.37942 , 0.392557 
 1023 , 0.315183 , 0.277397 , 0.222429 , 0.241087 , 0.297417 , 0.357036 , 0.160497 , 0.403772 , 0.471409 , 0.280996 , 0.145461 , 0.306463 , 0.253833 , 0.321053 , 0.45761 , 0.250246 , 0.325621 , 0.285748 , 0.36412 , 0.33073 , 0.372107 , 0.471326 , 0.354282 , 0.390212 , 0.297488 , 0.16802 , 0.161924 , 0.314344 , 0.339068 , 0.235455 , 0.272788 , 0.316063 , 0.291089 , 0.401447 , 0.336213 , 0.322962 , 0.363132 , 0.286967 , 0.330646 , 0.337343 , 0.43043 , 0.407466 , 0.37639 , 0.275542 , 0.259269 , 0.396308 , 0.388077 , 0.373255 , 0.37796 , 0.392561 
 1024 , 0.313629 , 0.274553 , 0.220044 , 0.238142 , 0.29767 , 0.356218 , 0.158359 , 0.404405 , 0.471958 , 0.278741 , 0.143983 , 0.304828 , 0.251896 , 0.320727 , 0.457056 , 0.250068 , 0.325549 , 0.283163 , 0.364386 , 0.330502 , 0.371352 , 0.472059 , 0.353296 , 0.390388 , 0.296069 , 0.166419 , 0.159476 , 0.314202 , 0.33941 , 0.232902 , 0.273585 , 0.314364 , 0.290118 , 0.40039 , 0.33613 , 0.323093 , 0.362061 , 0.285009 , 0.329313 , 0.339291 , 0.429614 , 0.406718 , 0.374609 , 0.274517 , 0.258552 , 0.394427 , 0.387747 , 0.372637 , 0.378188 , 0.394063 
 1025 , 0.312066 , 0.272087 , 0.217779 , 0.235661 , 0.297755 , 0.355209 , 0.155943 , 0.405687 , 0.472799 , 0.276475 , 0.14246 , 0.302983 , 0.250542 , 0.32011 , 0.456543 , 0.249492 , 0.325512 , 0.280707 , 0.364417 , 0.329924 , 0.370894 , 0.472361 , 0.352525 , 0.390644 , 0.294934 , 0.164833 , 0.157119 , 0.314395 , 0.339361 , 0.230325 , 0.274302 , 0.31308 , 0.288739 , 0.399078 , 0.336047 , 0.323219 , 0.360437 , 0.283564 , 0.327991 , 0.340754 , 0.429428 , 0.406023 , 0.373823 , 0.273149 , 0.257638 , 0.393015 , 0.38769 , 0.3718 , 0.37856 , 0.395104 
