  time  ,21:15 PM,21:23 PM,21:29 PM,21:37 PM,21:47 PM,22:33 PM,22:39 PM,22:46 PM,22:55 PM,23:03 PM,23:40 PM,23:46 PM,23:53 PM,24:00 PM,24:07 PM,24:56 PM,25:03 PM,25:11 PM,25:18 PM,25:25 PM,26:14 PM,26:21 PM,26:28 PM,26:36 PM,26:43 PM,27:05 PM,27:11 PM,27:17 PM,27:26 PM,27:35 PM,28:29 PM,28:34 PM,28:40 PM,28:47 PM,28:55 PM,29:37 PM,29:43 PM,29:54 PM,30:00 PM,30:08 PM,31:24 PM,31:30 PM,31:37 PM,31:44 PM,31:50 PM,32:21 PM,32:29 PM,32:36 PM,32:42 PM,32:49 PM,34:10 PM,34:16 PM,34:23 PM,34:30 PM,34:36 PM,35:13 PM,35:20 PM,35:29 PM,35:36 PM,35:44 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 336 , 0.002572 , 0 , 0 , 0.00205 , 0.005765 , 0.027065 , 0.016941 , 0.015765 , 0.006138 , 0.028346 , 0.020273 , 0.021304 , 0.014543 , 0.008432 , 0.00537 , 0.005889 , 0.00268 , 0.009313 , 0.00767 , 0.00553 , 0.000105 , 0.007813 , 0.00176 , 0.014828 , 0.001638 , 0.080468 , 0.013553 , 0.005803 , 0.01014 , 0.016324 , 0.024009 , 0.015008 , 0 , 0 , 0 , 0.033219 , 0.029634 , 0.047713 , 0.007759 , 0.065744 , 0.011609 , 0.008127 , 0.006286 , 0.007838 , 0.015718 , 0.006087 , 0.017617 , 0.01985 , 0.010448 , 0.022522 , 0.01426 , 0.032595 , 0.018502 , 0.037353 , 0.013703 , 0.000667 , 0.004582 , 0.000938 , 0 , 0.003735 
 337 , 0.003703 , 0 , 0 , 0.003483 , 0.008447 , 0.027302 , 0.019513 , 0.015187 , 0.007916 , 0.026311 , 0.022261 , 0.022539 , 0.017779 , 0.010352 , 0.006663 , 0.007267 , 0.004373 , 0.010626 , 0.009049 , 0.007608 , 0.000187 , 0.010261 , 0.00289 , 0.015764 , 0.002758 , 0.073567 , 0.014222 , 0.008496 , 0.013524 , 0.017332 , 0.026726 , 0.018062 , 0 , 0 , 0 , 0.036312 , 0.031377 , 0.044854 , 0.008328 , 0.080842 , 0.013399 , 0.010484 , 0.00835 , 0.009885 , 0.020001 , 0.009198 , 0.018375 , 0.025144 , 0.012473 , 0.022131 , 0.014209 , 0.031111 , 0.018469 , 0.03533 , 0.014996 , 0.000932 , 0.00754 , 0.001525 , 0 , 0.007442 
 338 , 0.004597 , 0 , 0 , 0.004668 , 0.011005 , 0.027232 , 0.021613 , 0.014686 , 0.009435 , 0.024759 , 0.023717 , 0.023311 , 0.02076 , 0.012124 , 0.007585 , 0.008255 , 0.005675 , 0.01155 , 0.009852 , 0.009153 , 0.000259 , 0.012405 , 0.00377 , 0.016337 , 0.00367 , 0.068234 , 0.014575 , 0.011073 , 0.016666 , 0.017987 , 0.02887 , 0.020511 , 0 , 0 , 0 , 0.038697 , 0.032472 , 0.042557 , 0.008584 , 0.096222 , 0.014803 , 0.01245 , 0.009942 , 0.011219 , 0.023825 , 0.012903 , 0.018799 , 0.030229 , 0.014197 , 0.021707 , 0.014081 , 0.030096 , 0.018323 , 0.033819 , 0.015823 , 0.001089 , 0.010047 , 0.001974 , 0 , 0.011646 
 339 , 0.005575 , 0.000781 , 0.001162 , 0.005611 , 0.011857 , 0.026986 , 0.018782 , 0.016058 , 0.011008 , 0.025949 , 0.023374 , 0.024295 , 0.021108 , 0.012062 , 0.00838 , 0.009622 , 0.007186 , 0.013512 , 0.011015 , 0.010104 , 0.001668 , 0.012636 , 0.004594 , 0.017143 , 0.004131 , 0.063827 , 0.016059 , 0.012649 , 0.017281 , 0.019402 , 0.029951 , 0.019182 , 0.001024 , 0.001263 , 0.001651 , 0.036014 , 0.033098 , 0.043292 , 0.009277 , 0.067715 , 0.015658 , 0.013921 , 0.011575 , 0.0124 , 0.02171 , 0.013158 , 0.021133 , 0.027196 , 0.015356 , 0.022762 , 0.015758 , 0.032502 , 0.020495 , 0.027522 , 0.016636 , 0.002614 , 0.010598 , 0.004 , 0.001718 , 0.011742 
 340 , 0.006415 , 0.001493 , 0.002122 , 0.006274 , 0.012131 , 0.026523 , 0.016614 , 0.017384 , 0.012255 , 0.027166 , 0.022651 , 0.024938 , 0.020834 , 0.01171 , 0.008941 , 0.010861 , 0.008301 , 0.015489 , 0.012033 , 0.010767 , 0.002906 , 0.012446 , 0.005237 , 0.017693 , 0.004392 , 0.059899 , 0.017479 , 0.013656 , 0.017254 , 0.020595 , 0.03044 , 0.017622 , 0.002043 , 0.00251 , 0.00322 , 0.033253 , 0.033234 , 0.043892 , 0.009713 , 0.051219 , 0.016076 , 0.014902 , 0.01258 , 0.013211 , 0.019516 , 0.012817 , 0.023381 , 0.024196 , 0.016069 , 0.023606 , 0.017324 , 0.03482 , 0.022794 , 0.02322 , 0.017108 , 0.004666 , 0.010641 , 0.005738 , 0.002948 , 0.011245 
 341 , 0.007076 , 0.002013 , 0.00276 , 0.006706 , 0.012155 , 0.025848 , 0.015076 , 0.018334 , 0.013139 , 0.027978 , 0.021826 , 0.025188 , 0.02037 , 0.011301 , 0.009285 , 0.011865 , 0.009018 , 0.017238 , 0.012825 , 0.011227 , 0.003783 , 0.01214 , 0.0057 , 0.017944 , 0.004536 , 0.056243 , 0.018624 , 0.014283 , 0.017027 , 0.021396 , 0.030482 , 0.016299 , 0.002856 , 0.003496 , 0.004413 , 0.030891 , 0.032941 , 0.043918 , 0.00988 , 0.041832 , 0.016155 , 0.015481 , 0.013068 , 0.013684 , 0.01781 , 0.012397 , 0.025139 , 0.021927 , 0.016425 , 0.024014 , 0.018456 , 0.036517 , 0.024794 , 0.020299 , 0.017251 , 0.007054 , 0.010519 , 0.006959 , 0.003672 , 0.010763 
 342 , 0.007494 , 0.002533 , 0.003492 , 0.007034 , 0.012324 , 0.025891 , 0.014605 , 0.018264 , 0.01352 , 0.028127 , 0.022133 , 0.025655 , 0.020356 , 0.011372 , 0.010231 , 0.012342 , 0.009261 , 0.01736 , 0.013609 , 0.011769 , 0.004377 , 0.012062 , 0.006332 , 0.01875 , 0.005119 , 0.055027 , 0.019433 , 0.014441 , 0.01791 , 0.022138 , 0.02954 , 0.016479 , 0.00395 , 0.004305 , 0.005434 , 0.030926 , 0.032945 , 0.043787 , 0.010431 , 0.038374 , 0.016544 , 0.015555 , 0.013391 , 0.014274 , 0.017148 , 0.012178 , 0.024683 , 0.021077 , 0.016856 , 0.024306 , 0.018686 , 0.034688 , 0.025121 , 0.020081 , 0.017496 , 0.008653 , 0.011149 , 0.007865 , 0.004536 , 0.010962 
 343 , 0.007738 , 0.003149 , 0.004465 , 0.007356 , 0.012752 , 0.026806 , 0.014982 , 0.01754 , 0.013574 , 0.027905 , 0.023734 , 0.026567 , 0.020916 , 0.011964 , 0.012096 , 0.012407 , 0.009218 , 0.016199 , 0.014494 , 0.012479 , 0.004838 , 0.012284 , 0.007255 , 0.020311 , 0.006311 , 0.056274 , 0.020032 , 0.014352 , 0.020268 , 0.023016 , 0.028167 , 0.018162 , 0.005567 , 0.004974 , 0.006332 , 0.033395 , 0.033498 , 0.043884 , 0.011541 , 0.038621 , 0.017413 , 0.015372 , 0.013754 , 0.015142 , 0.017383 , 0.012195 , 0.022728 , 0.021404 , 0.017539 , 0.024736 , 0.018311 , 0.031011 , 0.024098 , 0.022213 , 0.018008 , 0.008914 , 0.012643 , 0.008641 , 0.005823 , 0.011872 
 344 , 0.007933 , 0.003716 , 0.005344 , 0.007625 , 0.013117 , 0.027636 , 0.0153 , 0.016996 , 0.013614 , 0.027715 , 0.025238 , 0.027388 , 0.021369 , 0.012509 , 0.014067 , 0.012456 , 0.009181 , 0.015353 , 0.015266 , 0.013061 , 0.005256 , 0.012457 , 0.008122 , 0.021728 , 0.00752 , 0.057389 , 0.020542 , 0.014277 , 0.022739 , 0.023743 , 0.02712 , 0.019728 , 0.00721 , 0.005492 , 0.007011 , 0.035814 , 0.033968 , 0.043953 , 0.012609 , 0.038819 , 0.018202 , 0.015223 , 0.014062 , 0.015897 , 0.017569 , 0.012205 , 0.021316 , 0.021671 , 0.018154 , 0.025069 , 0.018013 , 0.028581 , 0.023315 , 0.024272 , 0.018428 , 0.009107 , 0.013992 , 0.00929 , 0.007079 , 0.012731 
 345 , 0.008158 , 0.004222 , 0.006098 , 0.007904 , 0.013427 , 0.028352 , 0.015573 , 0.01666 , 0.013659 , 0.027633 , 0.02646 , 0.027936 , 0.021685 , 0.012972 , 0.015913 , 0.012538 , 0.009213 , 0.014859 , 0.015938 , 0.013589 , 0.00565 , 0.012592 , 0.008931 , 0.022967 , 0.008736 , 0.05822 , 0.020933 , 0.01432 , 0.024975 , 0.024301 , 0.026411 , 0.021039 , 0.008692 , 0.005947 , 0.007582 , 0.037843 , 0.034183 , 0.04383 , 0.013556 , 0.038817 , 0.018815 , 0.015161 , 0.014293 , 0.01658 , 0.01778 , 0.012259 , 0.020476 , 0.02186 , 0.01877 , 0.025275 , 0.017916 , 0.026913 , 0.022687 , 0.026083 , 0.01869 , 0.009247 , 0.01516 , 0.009836 , 0.008175 , 0.013585 
 346 , 0.009083 , 0.004514 , 0.006307 , 0.008735 , 0.013762 , 0.028776 , 0.015886 , 0.017273 , 0.01393 , 0.028384 , 0.02577 , 0.026752 , 0.021476 , 0.013178 , 0.015501 , 0.013072 , 0.009976 , 0.016028 , 0.01657 , 0.014479 , 0.006252 , 0.012666 , 0.009653 , 0.023609 , 0.009922 , 0.057495 , 0.020896 , 0.015512 , 0.02395 , 0.02421 , 0.026957 , 0.020885 , 0.008189 , 0.0068 , 0.008457 , 0.03667 , 0.032841 , 0.042288 , 0.013811 , 0.03752 , 0.018475 , 0.015832 , 0.014251 , 0.017491 , 0.018629 , 0.012933 , 0.022117 , 0.02181 , 0.020101 , 0.024811 , 0.019381 , 0.026234 , 0.02224 , 0.02609 , 0.018176 , 0.009291 , 0.015746 , 0.010274 , 0.008069 , 0.014969 
 347 , 0.009944 , 0.004735 , 0.006459 , 0.009471 , 0.013998 , 0.029089 , 0.01612 , 0.01778 , 0.014121 , 0.029016 , 0.025163 , 0.025768 , 0.021256 , 0.013297 , 0.015141 , 0.013526 , 0.010633 , 0.017099 , 0.017052 , 0.015264 , 0.006691 , 0.012701 , 0.010248 , 0.024122 , 0.01092 , 0.056802 , 0.020819 , 0.016581 , 0.023105 , 0.024094 , 0.027395 , 0.020708 , 0.007792 , 0.007516 , 0.009214 , 0.035657 , 0.031725 , 0.040977 , 0.013956 , 0.036417 , 0.01816 , 0.016346 , 0.014185 , 0.01824 , 0.01934 , 0.013448 , 0.023667 , 0.021719 , 0.021264 , 0.024385 , 0.020712 , 0.025637 , 0.021831 , 0.02604 , 0.017729 , 0.009299 , 0.01616 , 0.01061 , 0.007956 , 0.016188 
 348 , 0.01075 , 0.004905 , 0.006569 , 0.010128 , 0.014164 , 0.02932 , 0.016294 , 0.018204 , 0.014253 , 0.029552 , 0.024624 , 0.024934 , 0.021035 , 0.013358 , 0.014822 , 0.013913 , 0.011203 , 0.018083 , 0.017422 , 0.015961 , 0.007018 , 0.012709 , 0.010746 , 0.024535 , 0.011767 , 0.056144 , 0.020718 , 0.017544 , 0.022392 , 0.023963 , 0.027749 , 0.02052 , 0.007467 , 0.008122 , 0.009874 , 0.034773 , 0.030776 , 0.039844 , 0.014031 , 0.035464 , 0.017869 , 0.016744 , 0.014104 , 0.018861 , 0.01994 , 0.013846 , 0.025136 , 0.021602 , 0.022288 , 0.023993 , 0.021927 , 0.025105 , 0.021456 , 0.025955 , 0.017337 , 0.009285 , 0.016454 , 0.01087 , 0.007842 , 0.017268 
 349 , 0.011113 , 0.005385 , 0.007238 , 0.011213 , 0.01454 , 0.029788 , 0.017682 , 0.019104 , 0.015253 , 0.029232 , 0.026028 , 0.026083 , 0.021353 , 0.014173 , 0.015504 , 0.014467 , 0.012099 , 0.018467 , 0.017305 , 0.016039 , 0.00773 , 0.013444 , 0.011072 , 0.024611 , 0.012166 , 0.058338 , 0.021425 , 0.017414 , 0.022633 , 0.02541 , 0.029081 , 0.021106 , 0.007981 , 0.009032 , 0.010181 , 0.035575 , 0.03146 , 0.040316 , 0.014529 , 0.035289 , 0.018196 , 0.017669 , 0.014507 , 0.019041 , 0.020933 , 0.014473 , 0.026094 , 0.022475 , 0.022616 , 0.024502 , 0.022415 , 0.02555 , 0.022279 , 0.027779 , 0.0177 , 0.009733 , 0.017261 , 0.011412 , 0.008233 , 0.01712 
 350 , 0.01127 , 0.005948 , 0.008097 , 0.012446 , 0.014937 , 0.030246 , 0.019531 , 0.020102 , 0.016538 , 0.028655 , 0.028103 , 0.027877 , 0.02179 , 0.015214 , 0.016481 , 0.015012 , 0.013052 , 0.01858 , 0.017041 , 0.015872 , 0.008557 , 0.014394 , 0.011296 , 0.024553 , 0.012363 , 0.061373 , 0.022339 , 0.016957 , 0.023132 , 0.027366 , 0.030661 , 0.021882 , 0.00875 , 0.010031 , 0.010331 , 0.036842 , 0.032598 , 0.041214 , 0.015119 , 0.035326 , 0.018677 , 0.018708 , 0.015025 , 0.019055 , 0.021978 , 0.015119 , 0.026736 , 0.023612 , 0.022657 , 0.025239 , 0.022565 , 0.026245 , 0.023447 , 0.030301 , 0.018261 , 0.010298 , 0.018184 , 0.011996 , 0.008754 , 0.016637 
 351 , 0.011394 , 0.006452 , 0.008899 , 0.013627 , 0.015263 , 0.0306 , 0.021328 , 0.020988 , 0.017736 , 0.02815 , 0.030064 , 0.029536 , 0.022141 , 0.016161 , 0.017352 , 0.015464 , 0.013905 , 0.018657 , 0.016809 , 0.015709 , 0.009314 , 0.01525 , 0.011475 , 0.024483 , 0.012518 , 0.0641 , 0.023132 , 0.016584 , 0.023535 , 0.029171 , 0.032075 , 0.022542 , 0.009437 , 0.010966 , 0.01045 , 0.037925 , 0.033575 , 0.041943 , 0.01562 , 0.035311 , 0.019071 , 0.019624 , 0.015459 , 0.019057 , 0.022893 , 0.015672 , 0.027259 , 0.024608 , 0.022671 , 0.025848 , 0.022664 , 0.026821 , 0.024487 , 0.032731 , 0.018729 , 0.010786 , 0.018998 , 0.012492 , 0.009202 , 0.01626 
 352 , 0.011645 , 0.006874 , 0.009547 , 0.014433 , 0.015572 , 0.03109 , 0.022498 , 0.021722 , 0.018494 , 0.028346 , 0.031299 , 0.03103 , 0.022695 , 0.016847 , 0.01796 , 0.015788 , 0.014454 , 0.018832 , 0.016752 , 0.015816 , 0.009817 , 0.016026 , 0.01163 , 0.024574 , 0.012569 , 0.066117 , 0.024152 , 0.016562 , 0.02414 , 0.029986 , 0.032962 , 0.023159 , 0.009912 , 0.011629 , 0.010681 , 0.039073 , 0.034248 , 0.04248 , 0.015974 , 0.035634 , 0.019845 , 0.020176 , 0.015851 , 0.019017 , 0.023203 , 0.016005 , 0.027513 , 0.025542 , 0.022951 , 0.026086 , 0.022708 , 0.027414 , 0.025302 , 0.033784 , 0.01927 , 0.011319 , 0.01946 , 0.012831 , 0.009565 , 0.016305 
 353 , 0.012186 , 0.007199 , 0.009954 , 0.014545 , 0.015921 , 0.031964 , 0.022468 , 0.022286 , 0.018493 , 0.029853 , 0.03124 , 0.032368 , 0.023762 , 0.017122 , 0.018174 , 0.015953 , 0.014526 , 0.019226 , 0.016984 , 0.016447 , 0.009903 , 0.016761 , 0.011785 , 0.024983 , 0.01247 , 0.067091 , 0.025813 , 0.017126 , 0.025254 , 0.029137 , 0.033027 , 0.023826 , 0.010062 , 0.011824 , 0.011165 , 0.040574 , 0.034515 , 0.042836 , 0.016129 , 0.036668 , 0.021537 , 0.020162 , 0.016251 , 0.018902 , 0.022542 , 0.016014 , 0.027377 , 0.026522 , 0.023767 , 0.02576 , 0.022707 , 0.028176 , 0.025824 , 0.032369 , 0.020063 , 0.012038 , 0.01938 , 0.012957 , 0.009838 , 0.017056 
 354 , 0.012717 , 0.007495 , 0.010343 , 0.01465 , 0.016249 , 0.032796 , 0.022441 , 0.022816 , 0.018498 , 0.031343 , 0.031191 , 0.033676 , 0.024821 , 0.017379 , 0.018372 , 0.016106 , 0.014595 , 0.019598 , 0.017201 , 0.017046 , 0.009984 , 0.017485 , 0.01193 , 0.025362 , 0.012385 , 0.068001 , 0.027484 , 0.017665 , 0.026361 , 0.028435 , 0.033094 , 0.024453 , 0.010202 , 0.012004 , 0.011628 , 0.042029 , 0.034764 , 0.043167 , 0.016273 , 0.037649 , 0.023269 , 0.020151 , 0.016623 , 0.018801 , 0.021985 , 0.016025 , 0.027258 , 0.02746 , 0.024553 , 0.025478 , 0.022712 , 0.028892 , 0.026311 , 0.03119 , 0.020821 , 0.01274 , 0.019317 , 0.013073 , 0.010089 , 0.017785 
 355 , 0.013237 , 0.007764 , 0.010715 , 0.014748 , 0.016557 , 0.033587 , 0.022416 , 0.023316 , 0.018508 , 0.032818 , 0.031151 , 0.034953 , 0.025873 , 0.017619 , 0.018558 , 0.016248 , 0.014662 , 0.019948 , 0.017404 , 0.017615 , 0.010059 , 0.018198 , 0.012064 , 0.025713 , 0.012313 , 0.068854 , 0.029163 , 0.01818 , 0.027459 , 0.027845 , 0.033161 , 0.025042 , 0.010332 , 0.012173 , 0.01207 , 0.043438 , 0.034996 , 0.043475 , 0.016407 , 0.038582 , 0.025042 , 0.020143 , 0.016969 , 0.018711 , 0.021508 , 0.016037 , 0.027153 , 0.028358 , 0.02531 , 0.025231 , 0.022721 , 0.029565 , 0.026767 , 0.030193 , 0.021546 , 0.013424 , 0.019267 , 0.013182 , 0.01032 , 0.018493 
 356 , 0.012892 , 0.007851 , 0.010352 , 0.014692 , 0.016718 , 0.033476 , 0.020721 , 0.022867 , 0.018105 , 0.031923 , 0.030148 , 0.033107 , 0.024812 , 0.017457 , 0.018432 , 0.016498 , 0.014882 , 0.019814 , 0.017373 , 0.016964 , 0.010068 , 0.017803 , 0.01222 , 0.024919 , 0.01256 , 0.068545 , 0.027643 , 0.018226 , 0.026812 , 0.027337 , 0.032237 , 0.024469 , 0.010282 , 0.011724 , 0.012239 , 0.040224 , 0.033472 , 0.042083 , 0.016542 , 0.036151 , 0.023585 , 0.019549 , 0.017357 , 0.018505 , 0.021972 , 0.016234 , 0.027433 , 0.027803 , 0.024944 , 0.025557 , 0.022537 , 0.028437 , 0.026347 , 0.030205 , 0.021464 , 0.012958 , 0.018742 , 0.01317 , 0.010559 , 0.018005 
 357 , 0.012509 , 0.00791 , 0.009966 , 0.014592 , 0.016823 , 0.033243 , 0.019218 , 0.022354 , 0.017675 , 0.030931 , 0.029128 , 0.031312 , 0.023737 , 0.017244 , 0.018255 , 0.016704 , 0.015067 , 0.019617 , 0.017286 , 0.016289 , 0.010045 , 0.017353 , 0.012337 , 0.024096 , 0.01279 , 0.068032 , 0.026124 , 0.0182 , 0.02608 , 0.026804 , 0.031281 , 0.023834 , 0.010199 , 0.011274 , 0.01236 , 0.037285 , 0.031985 , 0.040649 , 0.016624 , 0.033867 , 0.022155 , 0.018945 , 0.017702 , 0.018261 , 0.022435 , 0.016387 , 0.02767 , 0.027154 , 0.024491 , 0.025855 , 0.0223 , 0.027286 , 0.025855 , 0.030191 , 0.021298 , 0.012461 , 0.018203 , 0.013116 , 0.010768 , 0.017468 
 358 , 0.012132 , 0.00795 , 0.009596 , 0.014459 , 0.016884 , 0.032941 , 0.017931 , 0.02183 , 0.017242 , 0.029963 , 0.028139 , 0.029693 , 0.022744 , 0.017003 , 0.018044 , 0.016861 , 0.015211 , 0.019384 , 0.017157 , 0.015649 , 0.009998 , 0.016905 , 0.012416 , 0.023301 , 0.012987 , 0.067388 , 0.024747 , 0.018129 , 0.025354 , 0.026249 , 0.030344 , 0.023198 , 0.010094 , 0.010849 , 0.012449 , 0.034749 , 0.030608 , 0.039261 , 0.016655 , 0.031843 , 0.020887 , 0.01836 , 0.018 , 0.01799 , 0.022849 , 0.016491 , 0.027844 , 0.02649 , 0.024013 , 0.026096 , 0.022026 , 0.026197 , 0.025338 , 0.030108 , 0.021091 , 0.011988 , 0.017674 , 0.013031 , 0.010947 , 0.016944 
 359 , 0.012072 , 0.008056 , 0.009676 , 0.014195 , 0.016746 , 0.032417 , 0.017878 , 0.021783 , 0.017171 , 0.029855 , 0.027768 , 0.028994 , 0.022412 , 0.017011 , 0.018152 , 0.016676 , 0.014919 , 0.019266 , 0.016858 , 0.015668 , 0.010161 , 0.016783 , 0.012515 , 0.022855 , 0.013085 , 0.066618 , 0.024049 , 0.01814 , 0.024889 , 0.026027 , 0.029954 , 0.022894 , 0.010174 , 0.010637 , 0.012409 , 0.03417 , 0.030383 , 0.039313 , 0.016811 , 0.031505 , 0.020642 , 0.018258 , 0.017858 , 0.01809 , 0.022711 , 0.016377 , 0.027789 , 0.026138 , 0.023471 , 0.025911 , 0.021983 , 0.025419 , 0.025383 , 0.029659 , 0.021043 , 0.011854 , 0.017604 , 0.013045 , 0.011051 , 0.016935 
 360 , 0.012226 , 0.008201 , 0.010055 , 0.013875 , 0.0165 , 0.031796 , 0.018621 , 0.022059 , 0.017346 , 0.030322 , 0.027815 , 0.028889 , 0.022511 , 0.017189 , 0.018477 , 0.01629 , 0.014393 , 0.019232 , 0.016479 , 0.016126 , 0.010471 , 0.016882 , 0.012628 , 0.022661 , 0.013116 , 0.065834 , 0.023804 , 0.018213 , 0.024622 , 0.026043 , 0.02994 , 0.022825 , 0.010383 , 0.010574 , 0.012297 , 0.034817 , 0.030912 , 0.040337 , 0.017052 , 0.032251 , 0.021053 , 0.018477 , 0.017444 , 0.018443 , 0.022224 , 0.016136 , 0.027596 , 0.026018 , 0.022954 , 0.025472 , 0.022104 , 0.024891 , 0.02581 , 0.029032 , 0.021108 , 0.011945 , 0.017841 , 0.01313 , 0.011102 , 0.017271 
 361 , 0.012355 , 0.008327 , 0.010395 , 0.013585 , 0.016274 , 0.031219 , 0.019316 , 0.022291 , 0.01749 , 0.030723 , 0.02783 , 0.028767 , 0.022578 , 0.017335 , 0.018759 , 0.015941 , 0.013943 , 0.01918 , 0.016134 , 0.016538 , 0.010752 , 0.016956 , 0.012719 , 0.02247 , 0.013137 , 0.065076 , 0.023567 , 0.018263 , 0.024361 , 0.026036 , 0.0299 , 0.022743 , 0.010565 , 0.010514 , 0.012193 , 0.035383 , 0.031372 , 0.041259 , 0.017256 , 0.032921 , 0.021413 , 0.01866 , 0.017068 , 0.018753 , 0.021784 , 0.015909 , 0.027404 , 0.02589 , 0.022501 , 0.025076 , 0.022197 , 0.024414 , 0.026181 , 0.028471 , 0.021148 , 0.012017 , 0.018041 , 0.013197 , 0.011138 , 0.017564 
 362 , 0.012485 , 0.0084 , 0.010701 , 0.013516 , 0.016165 , 0.030887 , 0.019984 , 0.022481 , 0.017596 , 0.031094 , 0.027981 , 0.028703 , 0.022689 , 0.01755 , 0.018988 , 0.015801 , 0.013701 , 0.019195 , 0.015944 , 0.016862 , 0.010997 , 0.017057 , 0.012889 , 0.022507 , 0.01321 , 0.064771 , 0.023528 , 0.018414 , 0.02423 , 0.025999 , 0.030081 , 0.022718 , 0.010725 , 0.010565 , 0.012217 , 0.035896 , 0.031809 , 0.042034 , 0.017404 , 0.033484 , 0.02177 , 0.018833 , 0.016952 , 0.018927 , 0.021621 , 0.015827 , 0.027259 , 0.025882 , 0.022203 , 0.024995 , 0.022372 , 0.024207 , 0.026495 , 0.028253 , 0.021214 , 0.012151 , 0.018126 , 0.013239 , 0.011207 , 0.017777 
 363 , 0.012695 , 0.008332 , 0.010987 , 0.014272 , 0.016486 , 0.031413 , 0.020692 , 0.022635 , 0.017648 , 0.031519 , 0.028777 , 0.028925 , 0.023064 , 0.01815 , 0.019122 , 0.016409 , 0.014103 , 0.019519 , 0.01629 , 0.016976 , 0.011184 , 0.017348 , 0.013459 , 0.023475 , 0.013542 , 0.06623 , 0.024266 , 0.019062 , 0.024594 , 0.025924 , 0.031252 , 0.022969 , 0.010873 , 0.01108 , 0.01275 , 0.036443 , 0.032356 , 0.042517 , 0.01744 , 0.033838 , 0.02226 , 0.019084 , 0.017802 , 0.01869 , 0.022478 , 0.01629 , 0.027307 , 0.026379 , 0.022369 , 0.026103 , 0.022984 , 0.024955 , 0.026741 , 0.029259 , 0.021467 , 0.012595 , 0.01787 , 0.013247 , 0.011455 , 0.017787 
 364 , 0.01289 , 0.008274 , 0.011256 , 0.015016 , 0.016787 , 0.031904 , 0.021371 , 0.022779 , 0.017696 , 0.031914 , 0.02953 , 0.029127 , 0.023415 , 0.018724 , 0.019247 , 0.016994 , 0.014485 , 0.019821 , 0.016617 , 0.017081 , 0.011359 , 0.01762 , 0.014013 , 0.024414 , 0.013855 , 0.067603 , 0.024966 , 0.019688 , 0.024934 , 0.025855 , 0.03238 , 0.023201 , 0.011012 , 0.011582 , 0.013268 , 0.036951 , 0.032867 , 0.042962 , 0.017472 , 0.034164 , 0.022721 , 0.019316 , 0.018637 , 0.018486 , 0.023309 , 0.016728 , 0.027352 , 0.026845 , 0.022521 , 0.027181 , 0.023563 , 0.025665 , 0.026971 , 0.030225 , 0.021701 , 0.01302 , 0.017648 , 0.013257 , 0.011687 , 0.017797 
 365 , 0.013073 , 0.008225 , 0.01151 , 0.015747 , 0.01707 , 0.032364 , 0.022024 , 0.022913 , 0.01774 , 0.032283 , 0.030245 , 0.029314 , 0.023742 , 0.019275 , 0.019363 , 0.017559 , 0.014848 , 0.020104 , 0.016925 , 0.017179 , 0.011522 , 0.017874 , 0.014552 , 0.025324 , 0.014151 , 0.068898 , 0.02563 , 0.020291 , 0.025251 , 0.025791 , 0.033467 , 0.023416 , 0.01114 , 0.012072 , 0.013769 , 0.037425 , 0.033345 , 0.043374 , 0.017501 , 0.034467 , 0.023155 , 0.019532 , 0.019459 , 0.018307 , 0.024116 , 0.017144 , 0.027395 , 0.027281 , 0.022659 , 0.028228 , 0.024112 , 0.026338 , 0.027185 , 0.031155 , 0.021919 , 0.013427 , 0.017455 , 0.013267 , 0.011904 , 0.017805 
 366 , 0.013485 , 0.008498 , 0.011753 , 0.016111 , 0.017492 , 0.032635 , 0.022482 , 0.023335 , 0.018451 , 0.0327 , 0.030582 , 0.030534 , 0.024204 , 0.019445 , 0.019545 , 0.017526 , 0.015072 , 0.02052 , 0.017155 , 0.01736 , 0.011914 , 0.017875 , 0.014535 , 0.025475 , 0.014345 , 0.069748 , 0.025741 , 0.020525 , 0.025244 , 0.02653 , 0.033747 , 0.024134 , 0.011351 , 0.01223 , 0.013934 , 0.037653 , 0.033327 , 0.043143 , 0.017772 , 0.035574 , 0.023122 , 0.019539 , 0.019708 , 0.018382 , 0.024661 , 0.01744 , 0.027609 , 0.027496 , 0.023404 , 0.028338 , 0.024221 , 0.026723 , 0.027921 , 0.031946 , 0.022569 , 0.013608 , 0.017642 , 0.013638 , 0.012046 , 0.017823 
