  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 354 , 0.35444 , 0.4428 , 0.38205 , 0.40101 , 0.40436 , 0.88828 , 0.8197 , 0.68382 , 0.81324 , 0.76595 , 0.45504 , 0.51312 , 0.49211 , 0.78142 , 0.64027 , 0.50634 , 0.63713 , 0.69553 , 0.8413 , 1.0908 , 0.36514 , 0.30825 , 0.34741 , 0.3648 , 0.44577 , 0.52531 , 0.45153 , 0.55431 , 0.6116 , 0.71018 , 0.54752 , 0.59611 , 0.49192 , 0.49818 , 0.43526 , 0.57502 , 0.5591 , 0.68857 , 0.48236 , 0.49304 
 355 , 0.36231 , 0.45632 , 0.38857 , 0.41984 , 0.4111 , 0.91167 , 0.83864 , 0.69924 , 0.82912 , 0.78862 , 0.47281 , 0.53348 , 0.50809 , 0.81214 , 0.65768 , 0.52538 , 0.65767 , 0.71661 , 0.85562 , 1.11863 , 0.38073 , 0.316 , 0.35553 , 0.38071 , 0.46381 , 0.537 , 0.46448 , 0.57145 , 0.62943 , 0.73185 , 0.57294 , 0.61912 , 0.51153 , 0.51848 , 0.44198 , 0.59048 , 0.57085 , 0.70547 , 0.4957 , 0.50326 
 356 , 0.35667 , 0.45452 , 0.38072 , 0.41455 , 0.4064 , 0.90839 , 0.83794 , 0.69138 , 0.82974 , 0.78473 , 0.4686 , 0.53027 , 0.50621 , 0.80547 , 0.65545 , 0.51752 , 0.65189 , 0.71733 , 0.86195 , 1.11453 , 0.3695 , 0.31776 , 0.35795 , 0.38013 , 0.45696 , 0.53566 , 0.46147 , 0.56828 , 0.63348 , 0.72675 , 0.5646 , 0.61652 , 0.50961 , 0.51366 , 0.43638 , 0.58123 , 0.56557 , 0.69962 , 0.48852 , 0.50057 
 357 , 0.3507 , 0.45206 , 0.37261 , 0.40834 , 0.40144 , 0.90399 , 0.83632 , 0.68282 , 0.82959 , 0.77976 , 0.46353 , 0.52612 , 0.50355 , 0.79734 , 0.6524 , 0.50885 , 0.6452 , 0.71701 , 0.86754 , 1.10915 , 0.35765 , 0.31916 , 0.35998 , 0.37878 , 0.44931 , 0.53377 , 0.45788 , 0.56434 , 0.63664 , 0.72069 , 0.5552 , 0.61284 , 0.50673 , 0.50783 , 0.43055 , 0.57139 , 0.55974 , 0.69292 , 0.4808 , 0.49742 
 358 , 0.34505 , 0.44974 , 0.36496 , 0.40244 , 0.39679 , 0.89985 , 0.83478 , 0.67476 , 0.82944 , 0.77508 , 0.45872 , 0.52222 , 0.50104 , 0.78968 , 0.64953 , 0.50072 , 0.63893 , 0.7167 , 0.87282 , 1.10411 , 0.34654 , 0.32049 , 0.3619 , 0.37749 , 0.44212 , 0.53198 , 0.45451 , 0.56065 , 0.63964 , 0.71503 , 0.54644 , 0.60938 , 0.50399 , 0.5023 , 0.42509 , 0.56221 , 0.55423 , 0.68653 , 0.47356 , 0.49446 
 359 , 0.34685 , 0.45101 , 0.3652 , 0.40622 , 0.40369 , 0.91232 , 0.84225 , 0.67972 , 0.83957 , 0.78268 , 0.46683 , 0.52819 , 0.51037 , 0.79685 , 0.65593 , 0.50663 , 0.64623 , 0.72501 , 0.88775 , 1.11829 , 0.34335 , 0.32619 , 0.36792 , 0.38078 , 0.44818 , 0.53623 , 0.46309 , 0.56814 , 0.64641 , 0.72531 , 0.55003 , 0.61435 , 0.50856 , 0.50447 , 0.43127 , 0.56727 , 0.55901 , 0.69453 , 0.48015 , 0.50068 
 360 , 0.35392 , 0.45481 , 0.37101 , 0.41691 , 0.41874 , 0.9366 , 0.85594 , 0.69385 , 0.85683 , 0.79892 , 0.48407 , 0.54109 , 0.52807 , 0.81435 , 0.66882 , 0.52243 , 0.66309 , 0.73938 , 0.9095 , 1.14609 , 0.34572 , 0.33493 , 0.37686 , 0.38723 , 0.46359 , 0.54476 , 0.48023 , 0.58359 , 0.65583 , 0.74693 , 0.56222 , 0.62521 , 0.51821 , 0.51193 , 0.44564 , 0.58245 , 0.57103 , 0.71274 , 0.49657 , 0.5133 
 361 , 0.36078 , 0.45845 , 0.37664 , 0.42732 , 0.43326 , 0.96018 , 0.86901 , 0.70749 , 0.87336 , 0.81456 , 0.50076 , 0.55355 , 0.54519 , 0.83107 , 0.68124 , 0.53772 , 0.67938 , 0.75323 , 0.93048 , 1.17299 , 0.34802 , 0.34333 , 0.3855 , 0.3934 , 0.4785 , 0.55304 , 0.49696 , 0.59862 , 0.66493 , 0.76794 , 0.57394 , 0.63566 , 0.52743 , 0.51893 , 0.45954 , 0.59722 , 0.58261 , 0.73035 , 0.51257 , 0.52539 
 362 , 0.36775 , 0.46092 , 0.38099 , 0.43702 , 0.44435 , 0.98059 , 0.88247 , 0.7203 , 0.8882 , 0.82931 , 0.51383 , 0.5648 , 0.55913 , 0.84596 , 0.69299 , 0.55057 , 0.69385 , 0.76636 , 0.94903 , 1.19799 , 0.35276 , 0.35015 , 0.39296 , 0.39894 , 0.49152 , 0.56099 , 0.51125 , 0.61108 , 0.67264 , 0.78617 , 0.58426 , 0.64431 , 0.53466 , 0.52628 , 0.47079 , 0.60933 , 0.59259 , 0.74405 , 0.52537 , 0.53456 
 363 , 0.37546 , 0.4591 , 0.38066 , 0.44422 , 0.44342 , 0.98981 , 0.8992 , 0.73088 , 0.89836 , 0.84191 , 0.51414 , 0.57233 , 0.56213 , 0.85607 , 0.70341 , 0.55512 , 0.70242 , 0.77804 , 0.95992 , 1.21754 , 0.36692 , 0.35163 , 0.3965 , 0.40289 , 0.49819 , 0.56795 , 0.51675 , 0.61436 , 0.67547 , 0.79496 , 0.59043 , 0.6469 , 0.53534 , 0.53674 , 0.4729 , 0.61155 , 0.59732 , 0.74376 , 0.52653 , 0.53393 
 364 , 0.38281 , 0.45737 , 0.38035 , 0.45104 , 0.44253 , 0.99856 , 0.91522 , 0.74095 , 0.90807 , 0.85397 , 0.51444 , 0.57951 , 0.56499 , 0.86585 , 0.71343 , 0.55946 , 0.7106 , 0.78929 , 0.97032 , 1.23629 , 0.38041 , 0.35304 , 0.3999 , 0.40671 , 0.50451 , 0.57457 , 0.522 , 0.61748 , 0.67814 , 0.80341 , 0.59638 , 0.64936 , 0.53599 , 0.54688 , 0.47494 , 0.61365 , 0.60183 , 0.7435 , 0.52763 , 0.53333 
 365 , 0.38981 , 0.4557 , 0.38006 , 0.45751 , 0.44168 , 1.00687 , 0.93056 , 0.75056 , 0.91735 , 0.8655 , 0.51472 , 0.58637 , 0.56772 , 0.87532 , 0.72307 , 0.56361 , 0.71842 , 0.80012 , 0.98028 , 1.25429 , 0.39329 , 0.35439 , 0.40317 , 0.41038 , 0.5105 , 0.58086 , 0.52701 , 0.62047 , 0.68068 , 0.81153 , 0.60211 , 0.6517 , 0.5366 , 0.55672 , 0.4769 , 0.61564 , 0.60613 , 0.74325 , 0.52868 , 0.53274 
 366 , 0.38338 , 0.45298 , 0.37344 , 0.45547 , 0.43809 , 1.00049 , 0.92669 , 0.74292 , 0.91293 , 0.86168 , 0.5125 , 0.58104 , 0.56054 , 0.87067 , 0.71891 , 0.5647 , 0.71432 , 0.79338 , 0.97171 , 1.24507 , 0.39094 , 0.35456 , 0.40111 , 0.41283 , 0.50753 , 0.57761 , 0.5207 , 0.61516 , 0.6786 , 0.80299 , 0.60077 , 0.65164 , 0.53195 , 0.55377 , 0.47065 , 0.60814 , 0.60277 , 0.73446 , 0.52418 , 0.52912 
 367 , 0.37444 , 0.45011 , 0.36581 , 0.45178 , 0.43405 , 0.99135 , 0.91899 , 0.73205 , 0.90586 , 0.85482 , 0.50985 , 0.57339 , 0.55163 , 0.86323 , 0.71204 , 0.5651 , 0.70793 , 0.78327 , 0.95965 , 1.23058 , 0.38557 , 0.35447 , 0.398 , 0.41489 , 0.50284 , 0.57252 , 0.51234 , 0.60838 , 0.67566 , 0.7914 , 0.59797 , 0.65109 , 0.52638 , 0.54824 , 0.46295 , 0.59903 , 0.59796 , 0.72428 , 0.51871 , 0.52497 
 368 , 0.36591 , 0.4474 , 0.35858 , 0.44829 , 0.43022 , 0.9826 , 0.91165 , 0.72172 , 0.89913 , 0.8483 , 0.50733 , 0.56611 , 0.5432 , 0.85619 , 0.70556 , 0.56547 , 0.70183 , 0.7737 , 0.94819 , 1.21688 , 0.38048 , 0.35439 , 0.39506 , 0.41686 , 0.49836 , 0.56768 , 0.50443 , 0.60199 , 0.67285 , 0.78051 , 0.59532 , 0.65056 , 0.52107 , 0.54295 , 0.45569 , 0.59036 , 0.59338 , 0.71464 , 0.51352 , 0.52107 
 369 , 0.35723 , 0.43848 , 0.35208 , 0.44027 , 0.42365 , 0.96458 , 0.89618 , 0.70589 , 0.88196 , 0.83451 , 0.4999 , 0.55524 , 0.53295 , 0.84004 , 0.69459 , 0.55884 , 0.69052 , 0.76051 , 0.93142 , 1.19199 , 0.37283 , 0.35027 , 0.3889 , 0.41253 , 0.49193 , 0.55861 , 0.49393 , 0.59186 , 0.66292 , 0.76269 , 0.58713 , 0.64087 , 0.50979 , 0.53291 , 0.4476 , 0.57832 , 0.58094 , 0.70189 , 0.50375 , 0.51242 
 370 , 0.34829 , 0.42244 , 0.34633 , 0.42705 , 0.4139 , 0.93575 , 0.87128 , 0.68363 , 0.85277 , 0.8123 , 0.48681 , 0.54015 , 0.52054 , 0.81344 , 0.67846 , 0.54416 , 0.67313 , 0.7431 , 0.90842 , 1.15417 , 0.36221 , 0.34152 , 0.379 , 0.40093 , 0.48313 , 0.54461 , 0.48036 , 0.57741 , 0.64473 , 0.7369 , 0.57259 , 0.62059 , 0.49159 , 0.51733 , 0.43848 , 0.56231 , 0.55946 , 0.68551 , 0.48868 , 0.49837 
 371 , 0.33983 , 0.40723 , 0.34085 , 0.41453 , 0.40464 , 0.90848 , 0.84761 , 0.66254 , 0.82498 , 0.79119 , 0.47439 , 0.52593 , 0.50874 , 0.78816 , 0.66312 , 0.53017 , 0.65664 , 0.72653 , 0.88664 , 1.11833 , 0.35224 , 0.33321 , 0.36966 , 0.39003 , 0.47482 , 0.53129 , 0.46752 , 0.56366 , 0.62752 , 0.71255 , 0.55876 , 0.60149 , 0.4744 , 0.50257 , 0.42983 , 0.54708 , 0.5392 , 0.66987 , 0.47439 , 0.485 
 372 , 0.33081 , 0.39228 , 0.33406 , 0.40112 , 0.3944 , 0.88087 , 0.82321 , 0.64106 , 0.79706 , 0.76915 , 0.4612 , 0.5112 , 0.49594 , 0.76244 , 0.64687 , 0.51576 , 0.63983 , 0.70872 , 0.86362 , 1.08244 , 0.34218 , 0.32401 , 0.35962 , 0.37863 , 0.46527 , 0.51678 , 0.45427 , 0.54882 , 0.60965 , 0.68826 , 0.54373 , 0.58168 , 0.45718 , 0.48727 , 0.42016 , 0.53052 , 0.51873 , 0.65239 , 0.45956 , 0.47061 
 373 , 0.3065 , 0.36679 , 0.30498 , 0.36588 , 0.36292 , 0.82292 , 0.76693 , 0.59518 , 0.74256 , 0.71574 , 0.42667 , 0.47633 , 0.45894 , 0.7083 , 0.60369 , 0.48202 , 0.60175 , 0.65798 , 0.80303 , 1.01288 , 0.3216 , 0.29631 , 0.33174 , 0.35081 , 0.43112 , 0.47496 , 0.42385 , 0.50753 , 0.56715 , 0.64219 , 0.50093 , 0.53591 , 0.42441 , 0.4515 , 0.38859 , 0.4833 , 0.4774 , 0.59661 , 0.42508 , 0.43202 
 374 , 0.28528 , 0.34453 , 0.27981 , 0.33513 , 0.33554 , 0.77223 , 0.71785 , 0.55519 , 0.69503 , 0.66893 , 0.39656 , 0.44579 , 0.42666 , 0.66106 , 0.56591 , 0.45267 , 0.56841 , 0.61402 , 0.75027 , 0.95183 , 0.30335 , 0.27221 , 0.30747 , 0.32638 , 0.40138 , 0.43853 , 0.39712 , 0.47146 , 0.52994 , 0.60179 , 0.4636 , 0.49588 , 0.39575 , 0.42032 , 0.36112 , 0.44262 , 0.44146 , 0.54848 , 0.39489 , 0.39833 
 375 , 0.26658 , 0.32491 , 0.2578 , 0.30807 , 0.3115 , 0.72752 , 0.67467 , 0.52002 , 0.65322 , 0.62755 , 0.37009 , 0.41883 , 0.39824 , 0.61948 , 0.53258 , 0.4269 , 0.53898 , 0.57557 , 0.70392 , 0.89783 , 0.28706 , 0.25106 , 0.28615 , 0.30478 , 0.37525 , 0.40651 , 0.37344 , 0.43966 , 0.49708 , 0.56607 , 0.43076 , 0.46059 , 0.37045 , 0.39291 , 0.33701 , 0.40719 , 0.40991 , 0.50654 , 0.36824 , 0.36866 
 376 , 0.23905 , 0.28958 , 0.22898 , 0.27369 , 0.28055 , 0.64869 , 0.60261 , 0.46405 , 0.58295 , 0.55742 , 0.33065 , 0.37334 , 0.35486 , 0.55043 , 0.47483 , 0.38018 , 0.48119 , 0.51347 , 0.63072 , 0.80228 , 0.25352 , 0.22721 , 0.25785 , 0.27149 , 0.33595 , 0.36219 , 0.33342 , 0.3918 , 0.44418 , 0.50655 , 0.38577 , 0.41003 , 0.33059 , 0.34821 , 0.29916 , 0.36143 , 0.36312 , 0.44679 , 0.32769 , 0.32811 
 377 , 0.21311 , 0.25513 , 0.2026 , 0.24257 , 0.25221 , 0.57172 , 0.53285 , 0.41026 , 0.51486 , 0.48972 , 0.29316 , 0.32936 , 0.31388 , 0.48448 , 0.41893 , 0.33459 , 0.42415 , 0.45391 , 0.56036 , 0.70889 , 0.22015 , 0.20621 , 0.23173 , 0.24 , 0.29886 , 0.32126 , 0.29474 , 0.34675 , 0.39372 , 0.44924 , 0.34423 , 0.36296 , 0.29254 , 0.30555 , 0.26331 , 0.31976 , 0.31934 , 0.39163 , 0.28963 , 0.29105 
 378 , 0.19283 , 0.22826 , 0.18192 , 0.2183 , 0.22998 , 0.51131 , 0.47806 , 0.36789 , 0.46137 , 0.4368 , 0.26355 , 0.29492 , 0.28193 , 0.43337 , 0.37537 , 0.29905 , 0.37975 , 0.40728 , 0.50486 , 0.63562 , 0.1941 , 0.18982 , 0.21123 , 0.21545 , 0.2699 , 0.2894 , 0.26451 , 0.31168 , 0.35449 , 0.40452 , 0.31184 , 0.32628 , 0.26276 , 0.27234 , 0.23543 , 0.28717 , 0.2853 , 0.34891 , 0.26016 , 0.26247 
 379 , 0.16757 , 0.19675 , 0.15749 , 0.18946 , 0.19911 , 0.44076 , 0.41282 , 0.31774 , 0.3981 , 0.37621 , 0.22764 , 0.25534 , 0.24372 , 0.37395 , 0.32325 , 0.25793 , 0.32796 , 0.35195 , 0.43649 , 0.54862 , 0.16662 , 0.16622 , 0.18428 , 0.18636 , 0.2345 , 0.2497 , 0.22818 , 0.26979 , 0.30703 , 0.34929 , 0.27058 , 0.28162 , 0.2266 , 0.23329 , 0.20261 , 0.24681 , 0.24495 , 0.29984 , 0.22427 , 0.2264 
 380 , 0.13428 , 0.1572 , 0.12669 , 0.15271 , 0.15541 , 0.35283 , 0.33017 , 0.25448 , 0.31832 , 0.30175 , 0.18153 , 0.20648 , 0.19483 , 0.29968 , 0.25692 , 0.2069 , 0.26306 , 0.28181 , 0.34764 , 0.43871 , 0.1355 , 0.13172 , 0.1473 , 0.1494 , 0.18832 , 0.19732 , 0.18174 , 0.2162 , 0.24559 , 0.27692 , 0.21532 , 0.22382 , 0.17998 , 0.1844 , 0.16125 , 0.19419 , 0.19401 , 0.23915 , 0.1778 , 0.17823 
 381 , 0.11192 , 0.13055 , 0.10598 , 0.12792 , 0.12615 , 0.29361 , 0.27454 , 0.21178 , 0.26451 , 0.25147 , 0.1505 , 0.17344 , 0.16178 , 0.24965 , 0.2124 , 0.17249 , 0.21923 , 0.23448 , 0.28798 , 0.3649 , 0.11454 , 0.10845 , 0.12245 , 0.12445 , 0.15711 , 0.16196 , 0.15051 , 0.17999 , 0.20401 , 0.22806 , 0.17827 , 0.18491 , 0.1486 , 0.15162 , 0.13337 , 0.15896 , 0.15987 , 0.19815 , 0.14664 , 0.14585 
 382 , 0.09586 , 0.11138 , 0.09109 , 0.11006 , 0.10518 , 0.25101 , 0.23453 , 0.18101 , 0.22577 , 0.21522 , 0.12819 , 0.14961 , 0.13795 , 0.21365 , 0.18046 , 0.14772 , 0.18765 , 0.2004 , 0.24516 , 0.31191 , 0.09946 , 0.0917 , 0.1046 , 0.10646 , 0.13459 , 0.13649 , 0.12807 , 0.15389 , 0.174 , 0.19285 , 0.15169 , 0.15693 , 0.12603 , 0.12811 , 0.11332 , 0.13373 , 0.13539 , 0.1686 , 0.12431 , 0.12258 
 383 , 0.0757 , 0.0898 , 0.07233 , 0.0877 , 0.08359 , 0.19847 , 0.18598 , 0.14243 , 0.17766 , 0.17088 , 0.10205 , 0.11815 , 0.10998 , 0.1691 , 0.14261 , 0.11747 , 0.14893 , 0.15896 , 0.19435 , 0.24548 , 0.07964 , 0.07237 , 0.08293 , 0.08479 , 0.10741 , 0.10833 , 0.10133 , 0.12132 , 0.13721 , 0.15267 , 0.11984 , 0.12471 , 0.09929 , 0.10145 , 0.08984 , 0.10548 , 0.10694 , 0.13157 , 0.09749 , 0.09686 
 384 , 0.0623 , 0.07547 , 0.05988 , 0.07283 , 0.06932 , 0.16354 , 0.15373 , 0.11682 , 0.14568 , 0.14138 , 0.0847 , 0.09725 , 0.09144 , 0.13947 , 0.11752 , 0.09739 , 0.12323 , 0.13151 , 0.16071 , 0.20142 , 0.06646 , 0.05959 , 0.06856 , 0.07044 , 0.08936 , 0.08969 , 0.0836 , 0.0997 , 0.11289 , 0.12608 , 0.09873 , 0.10336 , 0.08165 , 0.08379 , 0.07428 , 0.08685 , 0.08817 , 0.10716 , 0.0798 , 0.07996 
 385 , 0.05307 , 0.06561 , 0.05132 , 0.0626 , 0.0595 , 0.1395 , 0.13155 , 0.09922 , 0.12367 , 0.12109 , 0.07277 , 0.08289 , 0.07872 , 0.11906 , 0.10027 , 0.08358 , 0.10557 , 0.11268 , 0.13761 , 0.17115 , 0.05742 , 0.0508 , 0.05868 , 0.0606 , 0.07696 , 0.07689 , 0.07141 , 0.08485 , 0.09622 , 0.10782 , 0.08423 , 0.08869 , 0.06956 , 0.07165 , 0.06359 , 0.07407 , 0.07531 , 0.09047 , 0.06767 , 0.06839 
 386 , 0.04538 , 0.05637 , 0.04382 , 0.0536 , 0.0508 , 0.11909 , 0.11261 , 0.08435 , 0.10551 , 0.1036 , 0.06232 , 0.07102 , 0.06741 , 0.10183 , 0.08585 , 0.07215 , 0.0907 , 0.0965 , 0.11766 , 0.14616 , 0.04926 , 0.04361 , 0.05007 , 0.05203 , 0.06619 , 0.06565 , 0.06105 , 0.07243 , 0.08219 , 0.09242 , 0.07224 , 0.07601 , 0.0595 , 0.06121 , 0.05435 , 0.06335 , 0.06422 , 0.07717 , 0.05756 , 0.05818 
 387 , 0.03925 , 0.04849 , 0.03766 , 0.0462 , 0.04362 , 0.10268 , 0.09732 , 0.07242 , 0.09118 , 0.08941 , 0.05376 , 0.06161 , 0.05806 , 0.08801 , 0.07435 , 0.06306 , 0.07877 , 0.08338 , 0.10143 , 0.12639 , 0.04245 , 0.03795 , 0.04302 , 0.045 , 0.0574 , 0.05644 , 0.05269 , 0.06251 , 0.07094 , 0.08005 , 0.06273 , 0.06569 , 0.0515 , 0.05275 , 0.04683 , 0.05477 , 0.0552 , 0.0669 , 0.04952 , 0.04978 
 388 , 0.03483 , 0.04281 , 0.03322 , 0.04085 , 0.03844 , 0.09086 , 0.08631 , 0.06383 , 0.08086 , 0.07918 , 0.04759 , 0.05483 , 0.05132 , 0.07808 , 0.06608 , 0.05651 , 0.07019 , 0.07393 , 0.08974 , 0.11216 , 0.03755 , 0.03387 , 0.03794 , 0.03995 , 0.05106 , 0.04979 , 0.04668 , 0.05538 , 0.06285 , 0.07115 , 0.05588 , 0.05827 , 0.04573 , 0.04665 , 0.04141 , 0.0486 , 0.04871 , 0.0595 , 0.04374 , 0.04372 
 389 , 0.03142 , 0.03843 , 0.02971 , 0.03674 , 0.03442 , 0.08171 , 0.07775 , 0.05722 , 0.07278 , 0.07126 , 0.04278 , 0.0495 , 0.04624 , 0.07042 , 0.05966 , 0.05127 , 0.06349 , 0.06658 , 0.08075 , 0.10107 , 0.03376 , 0.03065 , 0.03414 , 0.03607 , 0.0462 , 0.04467 , 0.04205 , 0.04989 , 0.05659 , 0.06417 , 0.05056 , 0.05246 , 0.04118 , 0.04194 , 0.03719 , 0.04373 , 0.04368 , 0.05368 , 0.03928 , 0.03899 
 390 , 0.02848 , 0.03466 , 0.02648 , 0.03319 , 0.03087 , 0.0737 , 0.07011 , 0.05153 , 0.0654 , 0.06434 , 0.03844 , 0.04456 , 0.04219 , 0.06377 , 0.05396 , 0.04612 , 0.05745 , 0.06002 , 0.07302 , 0.09109 , 0.03044 , 0.02764 , 0.03118 , 0.03279 , 0.04209 , 0.04025 , 0.03805 , 0.04517 , 0.05109 , 0.05777 , 0.04585 , 0.04719 , 0.03691 , 0.03786 , 0.03343 , 0.03919 , 0.03925 , 0.04828 , 0.03545 , 0.03474 
 391 , 0.02617 , 0.0317 , 0.02395 , 0.03041 , 0.02809 , 0.06744 , 0.06414 , 0.04709 , 0.05964 , 0.05893 , 0.03504 , 0.04069 , 0.03902 , 0.05858 , 0.0495 , 0.04209 , 0.05273 , 0.05489 , 0.06699 , 0.08329 , 0.02784 , 0.02529 , 0.02886 , 0.03023 , 0.03887 , 0.03679 , 0.03493 , 0.04148 , 0.04679 , 0.05277 , 0.04216 , 0.04307 , 0.03358 , 0.03468 , 0.03049 , 0.03563 , 0.03578 , 0.04405 , 0.03246 , 0.03141 
 392 , 0.02432 , 0.02933 , 0.02192 , 0.02818 , 0.02586 , 0.0624 , 0.05935 , 0.04352 , 0.05501 , 0.05458 , 0.03232 , 0.03759 , 0.03648 , 0.0544 , 0.04592 , 0.03886 , 0.04894 , 0.05076 , 0.06214 , 0.07702 , 0.02575 , 0.0234 , 0.027 , 0.02817 , 0.03628 , 0.03401 , 0.03242 , 0.03852 , 0.04334 , 0.04875 , 0.0392 , 0.03976 , 0.0309 , 0.03211 , 0.02813 , 0.03277 , 0.03298 , 0.04065 , 0.03005 , 0.02873 
 393 , 0.02222 , 0.02689 , 0.02005 , 0.02614 , 0.02388 , 0.05768 , 0.05494 , 0.04012 , 0.0506 , 0.05038 , 0.02992 , 0.03465 , 0.03353 , 0.05035 , 0.04237 , 0.03611 , 0.04534 , 0.04722 , 0.05765 , 0.07113 , 0.02375 , 0.02176 , 0.02514 , 0.02593 , 0.03362 , 0.03124 , 0.03005 , 0.03562 , 0.04006 , 0.04502 , 0.03603 , 0.03689 , 0.02838 , 0.02937 , 0.02579 , 0.03016 , 0.03041 , 0.03712 , 0.02762 , 0.02658 
 394 , 0.02042 , 0.02482 , 0.01851 , 0.02443 , 0.02223 , 0.05374 , 0.05128 , 0.03726 , 0.04693 , 0.04685 , 0.02794 , 0.0322 , 0.031 , 0.04695 , 0.03938 , 0.03385 , 0.04232 , 0.0443 , 0.0539 , 0.06621 , 0.02208 , 0.0204 , 0.02356 , 0.02402 , 0.03135 , 0.02892 , 0.02807 , 0.03317 , 0.03732 , 0.04192 , 0.03334 , 0.03452 , 0.02627 , 0.02703 , 0.02382 , 0.02799 , 0.02826 , 0.03414 , 0.02556 , 0.02483 
 395 , 0.01897 , 0.02316 , 0.01726 , 0.02305 , 0.02091 , 0.05058 , 0.04833 , 0.03497 , 0.04397 , 0.04402 , 0.02635 , 0.03023 , 0.02896 , 0.04421 , 0.03698 , 0.03202 , 0.03989 , 0.04195 , 0.05089 , 0.06226 , 0.02074 , 0.01931 , 0.02229 , 0.02249 , 0.02954 , 0.02704 , 0.02647 , 0.0312 , 0.03512 , 0.03943 , 0.03117 , 0.03261 , 0.02458 , 0.02515 , 0.02223 , 0.02624 , 0.02653 , 0.03174 , 0.0239 , 0.02342 
 396 , 0.01829 , 0.02205 , 0.01651 , 0.02231 , 0.02016 , 0.04853 , 0.04643 , 0.03349 , 0.04204 , 0.04217 , 0.0254 , 0.02915 , 0.02781 , 0.04249 , 0.03561 , 0.03102 , 0.03852 , 0.04045 , 0.04887 , 0.05969 , 0.02003 , 0.01878 , 0.02163 , 0.02167 , 0.02859 , 0.02589 , 0.02552 , 0.03 , 0.03381 , 0.03792 , 0.03 , 0.03144 , 0.02363 , 0.02415 , 0.0214 , 0.02514 , 0.02553 , 0.0304 , 0.02296 , 0.02264 
 397 , 0.01816 , 0.02131 , 0.01609 , 0.02198 , 0.01978 , 0.04723 , 0.04522 , 0.03254 , 0.04079 , 0.04098 , 0.02486 , 0.02867 , 0.02727 , 0.04144 , 0.03494 , 0.03056 , 0.03787 , 0.03948 , 0.04749 , 0.05805 , 0.01976 , 0.01861 , 0.02135 , 0.02133 , 0.02822 , 0.02522 , 0.02499 , 0.02931 , 0.03311 , 0.03706 , 0.0295 , 0.03075 , 0.02318 , 0.02376 , 0.02108 , 0.02448 , 0.02501 , 0.0298 , 0.02253 , 0.02227 
 398 , 0.01805 , 0.02072 , 0.01575 , 0.02172 , 0.01949 , 0.04619 , 0.04425 , 0.03178 , 0.03979 , 0.04002 , 0.02443 , 0.02829 , 0.02684 , 0.04061 , 0.0344 , 0.0302 , 0.03735 , 0.03872 , 0.04639 , 0.05674 , 0.01955 , 0.01848 , 0.02114 , 0.02106 , 0.02793 , 0.02469 , 0.02457 , 0.02876 , 0.03255 , 0.03639 , 0.02911 , 0.0302 , 0.02282 , 0.02345 , 0.02084 , 0.02395 , 0.02459 , 0.02932 , 0.02217 , 0.02198 
 399 , 0.01795 , 0.02028 , 0.01548 , 0.0215 , 0.01924 , 0.04535 , 0.04345 , 0.03116 , 0.03899 , 0.03926 , 0.02409 , 0.02797 , 0.02649 , 0.03994 , 0.03397 , 0.02991 , 0.03692 , 0.0381 , 0.04552 , 0.05568 , 0.01938 , 0.01837 , 0.02096 , 0.02085 , 0.0277 , 0.02427 , 0.02422 , 0.02831 , 0.0321 , 0.03583 , 0.02879 , 0.02977 , 0.02252 , 0.02318 , 0.02063 , 0.02353 , 0.02425 , 0.02892 , 0.02189 , 0.02172 
 400 , 0.01781 , 0.02022 , 0.01528 , 0.02123 , 0.01899 , 0.04472 , 0.04272 , 0.03061 , 0.03839 , 0.03865 , 0.02387 , 0.02767 , 0.02622 , 0.03944 , 0.03364 , 0.02976 , 0.03652 , 0.03763 , 0.04499 , 0.05491 , 0.01926 , 0.01821 , 0.02079 , 0.02072 , 0.0275 , 0.02401 , 0.02396 , 0.02796 , 0.0317 , 0.03535 , 0.02848 , 0.02949 , 0.0222 , 0.02286 , 0.02044 , 0.02327 , 0.02391 , 0.0285 , 0.02163 , 0.02137 
