AUG5HIST00005.spu,AUG5HIST00004.spu,
Wavelength,AUG5HIST00006.spu,AUG5HIST00007.spu,AUG5HIST00008.spu,AUG5HIST00009.spu,AUG5HIST00010.spu,AUG5HIST00011.spu,AUG5HIST00012.spu,AUG5HIST00013.spu,AUG5HIST00014.spu,AUG5HIST00015.spu,AUG5HIST00016.spu,AUG5HIST00017.spu,AUG5HIST00018.spu,AUG5HIST00019.spu,AUG5HIST00020.spu,AUG5HIST00021.spu,AUG5HIST00022.spu,AUG5HIST00023.spu,AUG5HIST00024.spu,AUG5HIST00025.spu,AUG5HIST00026.spu,AUG5HIST00027.spu,AUG5HIST00028.spu,AUG5HIST00029.spu,AUG5HIST00030.spu,AUG5HIST00031.spu,AUG5HIST00032.spu,AUG5HIST00033.spu,AUG5HIST00034.spu,AUG5HIST00035.spu,AUG5HIST00036.spu,AUG5HIST00037.spu,AUG5HIST00038.spu,AUG5HIST00039.spu,AUG5HIST00040.spu,AUG5HIST00041.spu,AUG5HIST00042.spu,AUG5HIST00043.spu,AUG5HIST00044.spu,AUG5HIST00045.spu,AUG5HIST00046.spu,AUG5HIST00047.spu,AUG5HIST00048.spu,AUG5HIST00049.spu,AUG5HIST00050.spu,AUG5HIST00051.spu,AUG5HIST00052.spu,AUG5HIST00053.spu,AUG5HIST00054.spu,AUG5HIST00055.spu,AUG5HIST00056.spu,AUG5HIST00057.spu,AUG5HIST00058.spu,AUG5HIST00059.spu,AUG5HIST00060.spu,AUG5HIST00061.spu,AUG5HIST00062.spu,AUG5HIST00063.spu,AUG5HIST00064.spu,AUG5HIST00065.spu,AUG5HIST00066.spu,AUG5HIST00067.spu,AUG5HIST00068.spu,AUG5HIST00069.spu,AUG5HIST00070.spu,AUG5HIST00071.spu,AUG5HIST00072.spu,AUG5HIST00073.spu,AUG5HIST00074.spu,AUG5HIST00075.spu,AUG5HIST00076.spu,AUG5HIST00077.spu,AUG5HIST00078.spu,AUG5HIST00079.spu,AUG5HIST00080.spu,AUG5HIST00081.spu,AUG5HIST00082.spu,AUG5HIST00083.spu,AUG5HIST00084.spu,AUG5HIST00085.spu
 335 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000079 , 0.000022 , 0.000024 , 0 , 0.004744 , 0 , 0.003455 , 0.0071 , 0 , 0 , 0.000006 , 0 , 0 , 0 , 0.000013 , 0 , 0.001335 , 0.283257 , 0 , 0 , 0 , 0 , 0.283257 , 0 , 0 , 0.000023 , 0.000026 , 0 , 0.000043 , 0 , 0 , 0.283257 , 0.283257 , 0.000079 , 0.283257 , 0.283257 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001485 , 0.283257 , 0 , 0 , 0 , 0.000079 , 0 , 0 , 0.283257 , 0 , 0.283257 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.283257 , 0.00035 , 0 , 0.283257 , 0.283257 , 0.283257 , 0.000118 , 0.283257 , 0.283257 , 0.000366 , 0 
 336 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000327 , 0.000089 , 0.000456 , 0 , 0.010276 , 0 , 0.00527 , 0.008955 , 0 , 0 , 0.000087 , 0 , 0 , 0 , 0.000211 , 0 , 0.005524 , 1.009217 , 0 , 0 , 0 , 0 , 1.009217 , 0 , 0 , 0.000344 , 0.000109 , 0 , 0.000366 , 0 , 0 , 1.009217 , 1.009217 , 0.000327 , 1.009217 , 1.009217 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.006145 , 1.009217 , 0 , 0 , 0 , 0.000327 , 0 , 0 , 1.009217 , 0 , 1.009217 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.009217 , 0.001446 , 0 , 1.009217 , 1.009217 , 1.009217 , 0.00049 , 1.009217 , 1.009217 , 0.001514 , 0 
 337 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000521 , 0.000142 , 0.001168 , 0 , 0.01339 , 0 , 0.007099 , 0.011325 , 0 , 0 , 0.000189 , 0 , 0 , 0 , 0.000499 , 0 , 0.008813 , 1.586627 , 0 , 0 , 0 , 0 , 1.586627 , 0 , 0 , 0.000771 , 0.000174 , 0 , 0.000658 , 0 , 0 , 1.586627 , 1.586627 , 0.000521 , 1.586627 , 1.586627 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.009804 , 1.586627 , 0 , 0 , 0 , 0.000521 , 0 , 0 , 1.586627 , 0 , 1.586627 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.586627 , 0.002308 , 0 , 1.586627 , 1.586627 , 1.586627 , 0.000782 , 1.586627 , 1.586627 , 0.002416 , 0 
 338 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000687 , 0.000187 , 0.002003 , 0 , 0.015862 , 0 , 0.008704 , 0.013454 , 0 , 0 , 0.00029 , 0 , 0 , 0 , 0.000807 , 0 , 0.011608 , 2.078174 , 0 , 0 , 0 , 0 , 2.078174 , 0 , 0 , 0.001202 , 0.000229 , 0 , 0.000911 , 0 , 0 , 2.078174 , 2.078174 , 0.000687 , 2.078174 , 2.078174 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.012914 , 2.078174 , 0 , 0 , 0 , 0.000687 , 0 , 0 , 2.078174 , 0 , 2.078174 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.078174 , 0.003039 , 0 , 2.078174 , 2.078174 , 2.078174 , 0.00103 , 2.078174 , 2.078174 , 0.003183 , 0 
 339 , 0.001197 , 0.000807 , 0 , 0.001723 , 0.000236 , 0.000723 , 0.000606 , 0.002232 , 0.00177 , 0.005229 , 0.000732 , 0.016884 , 0.001609 , 0.010607 , 0.015784 , 0 , 0.001305 , 0.002292 , 0.001414 , 0.00117 , 0.000453 , 0.002747 , 0.00071 , 0.010965 , 0.002211 , 0.000629 , 0 , 0.000385 , 0 , 0.001309 , 0.002104 , 0.000216 , 0.002783 , 0.002527 , 0 , 0.003271 , 0.00018 , 0.000507 , 0.009769 , 0.00168 , 0.006956 , 0.0003 , 0.003477 , 0.00255 , 0.002736 , 0.001851 , 0.001407 , 0.000174 , 0.002814 , 0 , 0.001202 , 0.012915 , 0.002566 , 0.000734 , 0 , 0.000051 , 0.00542 , 0.0006 , 0.000706 , 0.003905 , 0.001436 , 0 , 0.002822 , 0.0003 , 0.002049 , 0.000174 , 0.000259 , 0.000384 , 0.000149 , 0 , 0.005613 , 0.000605 , 0.013799 , 0.00492 , 0 , 0.004332 , 0.143576 , 0.062989 , 0.005982 , 0.000547 
 340 , 0.001615 , 0.001914 , 0 , 0.00358 , 0.000568 , 0.001621 , 0.001137 , 0.003596 , 0.003532 , 0.007197 , 0.001372 , 0.01769 , 0.003214 , 0.012324 , 0.017892 , 0 , 0.001874 , 0.005602 , 0.002544 , 0.002141 , 0.001134 , 0.004943 , 0.001531 , 0.011159 , 0.002561 , 0.001132 , 0 , 0.00092 , 0 , 0.001516 , 0.003659 , 0.000479 , 0.004785 , 0.004959 , 0 , 0.00637 , 0.000345 , 0.001071 , 0.009545 , 0.001945 , 0.012357 , 0.000347 , 0.003745 , 0.005289 , 0.005546 , 0.003563 , 0.002176 , 0.000372 , 0.005891 , 0 , 0.002163 , 0.013586 , 0.002971 , 0.001043 , 0 , 0.000127 , 0.008779 , 0.001191 , 0.001314 , 0.004522 , 0.002114 , 0 , 0.006553 , 0.000347 , 0.003794 , 0.000412 , 0.000432 , 0.000906 , 0.000333 , 0 , 0.007642 , 0.001008 , 0.012268 , 0.005697 , 0 , 0.008045 , 0.095449 , 0.042173 , 0.00919 , 0.000701 
 341 , 0.001886 , 0.003102 , 0 , 0.00522 , 0.000936 , 0.002502 , 0.00155 , 0.004674 , 0.00513 , 0.008581 , 0.001871 , 0.018438 , 0.004561 , 0.013796 , 0.019717 , 0 , 0.002242 , 0.010002 , 0.003389 , 0.002878 , 0.001935 , 0.006992 , 0.002293 , 0.011622 , 0.002842 , 0.001508 , 0 , 0.001502 , 0 , 0.001682 , 0.004783 , 0.000732 , 0.006891 , 0.007086 , 0 , 0.009635 , 0.000477 , 0.00158 , 0.010018 , 0.002159 , 0.016543 , 0.000385 , 0.004065 , 0.007701 , 0.00795 , 0.004939 , 0.002685 , 0.000555 , 0.008637 , 0 , 0.00288 , 0.014413 , 0.003298 , 0.001243 , 0 , 0.000217 , 0.011181 , 0.001684 , 0.001784 , 0.005019 , 0.002554 , 0 , 0.010423 , 0.000385 , 0.005136 , 0.000668 , 0.000553 , 0.001461 , 0.000513 , 0 , 0.00919 , 0.00129 , 0.012408 , 0.006322 , 0 , 0.011458 , 0.082884 , 0.036791 , 0.012279 , 0.000804 
 342 , 0.002805 , 0.003922 , 0.000402 , 0.00615 , 0.001969 , 0.003311 , 0.001689 , 0.005751 , 0.006407 , 0.009374 , 0.002003 , 0.018515 , 0.005261 , 0.014232 , 0.021399 , 0.000613 , 0.002777 , 0.011205 , 0.004313 , 0.003792 , 0.002694 , 0.008189 , 0.00297 , 0.011859 , 0.003043 , 0.00221 , 0.000152 , 0.002375 , 0.000246 , 0.002256 , 0.005556 , 0.001394 , 0.008342 , 0.008634 , 0.000455 , 0.010883 , 0.001212 , 0.002318 , 0.010513 , 0.002876 , 0.017304 , 0.001343 , 0.005211 , 0.008918 , 0.008492 , 0.005931 , 0.003322 , 0.001409 , 0.00895 , 0.000613 , 0.003572 , 0.01541 , 0.003839 , 0.00186 , 0.000932 , 0.001088 , 0.012373 , 0.002508 , 0.002335 , 0.005652 , 0.003144 , 0 , 0.012067 , 0.001977 , 0.006389 , 0.001423 , 0.001131 , 0.002364 , 0.001285 , 0.000069 , 0.01009 , 0.002014 , 0.013043 , 0.00727 , 0.000598 , 0.012842 , 0.062404 , 0.028547 , 0.013704 , 0.001114 
 343 , 0.004661 , 0.004254 , 0.001029 , 0.006362 , 0.003469 , 0.004087 , 0.001605 , 0.006965 , 0.007288 , 0.009644 , 0.001736 , 0.017996 , 0.005339 , 0.013681 , 0.022874 , 0.001701 , 0.003591 , 0.008828 , 0.004989 , 0.004808 , 0.003151 , 0.008458 , 0.003496 , 0.011758 , 0.003145 , 0.003358 , 0.000416 , 0.003435 , 0.000644 , 0.003029 , 0.006063 , 0.002459 , 0.008885 , 0.009657 , 0.001173 , 0.010103 , 0.002354 , 0.003305 , 0.010809 , 0.003968 , 0.015503 , 0.00329 , 0.007579 , 0.00896 , 0.007863 , 0.00658 , 0.00404 , 0.002688 , 0.007516 , 0.001574 , 0.004233 , 0.016405 , 0.00446 , 0.003003 , 0.002774 , 0.002705 , 0.012532 , 0.003681 , 0.002904 , 0.006323 , 0.003879 , 0 , 0.011419 , 0.004807 , 0.007785 , 0.002525 , 0.002245 , 0.00357 , 0.002621 , 0.000174 , 0.010387 , 0.003187 , 0.013781 , 0.008519 , 0.001907 , 0.012321 , 0.044534 , 0.02102 , 0.013397 , 0.001707 
 344 , 0.006685 , 0.004577 , 0.001437 , 0.006539 , 0.004624 , 0.004905 , 0.001544 , 0.008151 , 0.007987 , 0.009846 , 0.001434 , 0.01756 , 0.005395 , 0.01321 , 0.02406 , 0.002519 , 0.004417 , 0.007336 , 0.005317 , 0.005564 , 0.003445 , 0.008657 , 0.003899 , 0.01165 , 0.003211 , 0.004481 , 0.000608 , 0.004322 , 0.000913 , 0.003529 , 0.006505 , 0.00339 , 0.009301 , 0.010618 , 0.001646 , 0.009572 , 0.003168 , 0.004193 , 0.011007 , 0.004795 , 0.014282 , 0.005063 , 0.010378 , 0.008959 , 0.007517 , 0.00712 , 0.004569 , 0.003589 , 0.006639 , 0.002201 , 0.004748 , 0.017202 , 0.004875 , 0.004121 , 0.004346 , 0.004084 , 0.01261 , 0.004705 , 0.003311 , 0.00681 , 0.00447 , 0 , 0.010968 , 0.006965 , 0.009247 , 0.003364 , 0.003294 , 0.004632 , 0.003761 , 0.000241 , 0.010573 , 0.004187 , 0.014409 , 0.00961 , 0.003187 , 0.011929 , 0.035936 , 0.017243 , 0.013132 , 0.002327 
 345 , 0.008609 , 0.004824 , 0.001752 , 0.006791 , 0.005573 , 0.005748 , 0.001544 , 0.009391 , 0.0086 , 0.010079 , 0.001244 , 0.017362 , 0.005507 , 0.013047 , 0.024595 , 0.003085 , 0.005256 , 0.006485 , 0.005562 , 0.006232 , 0.003723 , 0.008929 , 0.004264 , 0.011661 , 0.003339 , 0.005457 , 0.000793 , 0.005068 , 0.001128 , 0.003921 , 0.00691 , 0.004194 , 0.009714 , 0.011469 , 0.002014 , 0.009334 , 0.003766 , 0.005055 , 0.011317 , 0.005417 , 0.013523 , 0.006455 , 0.013234 , 0.009063 , 0.00731 , 0.007689 , 0.005047 , 0.004262 , 0.00616 , 0.00266 , 0.005211 , 0.017861 , 0.005239 , 0.00516 , 0.005641 , 0.005106 , 0.012808 , 0.005606 , 0.003709 , 0.007192 , 0.005026 , 0 , 0.010753 , 0.008458 , 0.010709 , 0.004073 , 0.004269 , 0.005478 , 0.004667 , 0.000328 , 0.010836 , 0.005046 , 0.015021 , 0.010515 , 0.004267 , 0.011706 , 0.031048 , 0.015383 , 0.013086 , 0.003053 
 346 , 0.007735 , 0.004489 , 0.002343 , 0.008034 , 0.006576 , 0.006388 , 0.002096 , 0.011315 , 0.009389 , 0.011113 , 0.003022 , 0.01874 , 0.006443 , 0.015335 , 0.02175 , 0.002764 , 0.006274 , 0.00768 , 0.00635 , 0.007582 , 0.004709 , 0.010329 , 0.005058 , 0.012854 , 0.004432 , 0.005272 , 0.00145 , 0.005696 , 0.001561 , 0.004698 , 0.007488 , 0.004805 , 0.010869 , 0.011898 , 0.002742 , 0.01056 , 0.004174 , 0.006439 , 0.013273 , 0.005753 , 0.014192 , 0.006092 , 0.011784 , 0.010277 , 0.007403 , 0.009298 , 0.006326 , 0.00492 , 0.007008 , 0.003206 , 0.006209 , 0.018479 , 0.006253 , 0.005646 , 0.006148 , 0.004503 , 0.014627 , 0.006287 , 0.005116 , 0.007759 , 0.006277 , 0 , 0.011644 , 0.007937 , 0.011351 , 0.005256 , 0.004993 , 0.005514 , 0.004731 , 0.000924 , 0.012456 , 0.0058 , 0.016307 , 0.010788 , 0.004161 , 0.0123 , 0.029845 , 0.01807 , 0.014728 , 0.004774 
 347 , 0.007271 , 0.004291 , 0.00289 , 0.009132 , 0.007459 , 0.006943 , 0.002584 , 0.013044 , 0.009998 , 0.011994 , 0.004586 , 0.019829 , 0.007257 , 0.017337 , 0.020191 , 0.00251 , 0.007145 , 0.008725 , 0.007035 , 0.008817 , 0.005643 , 0.01153 , 0.005752 , 0.013858 , 0.005393 , 0.005238 , 0.002048 , 0.006246 , 0.001938 , 0.005381 , 0.007992 , 0.005343 , 0.011835 , 0.012335 , 0.00337 , 0.011589 , 0.004534 , 0.007737 , 0.014978 , 0.006082 , 0.014765 , 0.006128 , 0.011103 , 0.011294 , 0.007558 , 0.010752 , 0.007439 , 0.005493 , 0.007741 , 0.003689 , 0.007078 , 0.019011 , 0.007145 , 0.006096 , 0.006609 , 0.004203 , 0.016183 , 0.006856 , 0.006597 , 0.008281 , 0.00742 , 0 , 0.012361 , 0.007749 , 0.011887 , 0.006319 , 0.005622 , 0.005685 , 0.004849 , 0.001468 , 0.013845 , 0.006456 , 0.017383 , 0.011068 , 0.004311 , 0.012796 , 0.029311 , 0.020418 , 0.016086 , 0.006531 
 348 , 0.006987 , 0.00416 , 0.00339 , 0.010106 , 0.008241 , 0.007428 , 0.003016 , 0.014601 , 0.010484 , 0.012757 , 0.005969 , 0.020721 , 0.007971 , 0.019102 , 0.019202 , 0.002298 , 0.007903 , 0.009646 , 0.007636 , 0.009946 , 0.006518 , 0.012575 , 0.006364 , 0.01472 , 0.006242 , 0.005262 , 0.002589 , 0.006729 , 0.002268 , 0.005983 , 0.008435 , 0.005817 , 0.012659 , 0.01275 , 0.003918 , 0.012468 , 0.004854 , 0.008943 , 0.016476 , 0.006387 , 0.015264 , 0.006274 , 0.010736 , 0.012161 , 0.007729 , 0.012066 , 0.008417 , 0.005996 , 0.008381 , 0.004118 , 0.007843 , 0.019474 , 0.007934 , 0.006504 , 0.007023 , 0.00403 , 0.017535 , 0.00734 , 0.008126 , 0.008753 , 0.008459 , 0 , 0.012955 , 0.007693 , 0.012345 , 0.007271 , 0.006174 , 0.00589 , 0.004982 , 0.001961 , 0.015052 , 0.007032 , 0.018304 , 0.011336 , 0.004513 , 0.013221 , 0.029078 , 0.022487 , 0.017232 , 0.008269 
 349 , 0.007556 , 0.005026 , 0.004102 , 0.011044 , 0.0086 , 0.0079 , 0.003871 , 0.015897 , 0.012121 , 0.012718 , 0.006512 , 0.022663 , 0.008892 , 0.020497 , 0.019928 , 0.003342 , 0.008998 , 0.010144 , 0.008238 , 0.010619 , 0.007501 , 0.012443 , 0.007212 , 0.014699 , 0.007162 , 0.005871 , 0.003759 , 0.0076 , 0.003109 , 0.006781 , 0.009077 , 0.006301 , 0.013262 , 0.012923 , 0.004734 , 0.013433 , 0.005787 , 0.009667 , 0.016889 , 0.007343 , 0.015748 , 0.006793 , 0.01131 , 0.012944 , 0.008386 , 0.012788 , 0.008741 , 0.006941 , 0.00952 , 0.00505 , 0.008314 , 0.019282 , 0.008761 , 0.007467 , 0.007279 , 0.004837 , 0.017848 , 0.008063 , 0.008496 , 0.009854 , 0.008945 , 0.001114 , 0.013671 , 0.008194 , 0.012729 , 0.00771 , 0.007268 , 0.006748 , 0.00585 , 0.003179 , 0.015763 , 0.007913 , 0.018884 , 0.012435 , 0.005376 , 0.013864 , 0.029158 , 0.022316 , 0.01775 , 0.008657 
 350 , 0.008391 , 0.006056 , 0.004786 , 0.01187 , 0.008735 , 0.008295 , 0.004835 , 0.016845 , 0.014264 , 0.012358 , 0.006645 , 0.024947 , 0.009874 , 0.021621 , 0.02108 , 0.004772 , 0.01019 , 0.010373 , 0.008679 , 0.010966 , 0.00836 , 0.011917 , 0.008036 , 0.01432 , 0.00802 , 0.006672 , 0.005003 , 0.008422 , 0.004052 , 0.007479 , 0.009672 , 0.006677 , 0.013665 , 0.012903 , 0.005515 , 0.014245 , 0.006814 , 0.010036 , 0.016792 , 0.008355 , 0.016034 , 0.007262 , 0.012037 , 0.01352 , 0.009071 , 0.013119 , 0.008741 , 0.007824 , 0.010726 , 0.006058 , 0.008522 , 0.018803 , 0.009478 , 0.008482 , 0.007361 , 0.005853 , 0.017683 , 0.008658 , 0.008347 , 0.011077 , 0.009089 , 0.002523 , 0.014264 , 0.008673 , 0.012961 , 0.007844 , 0.008403 , 0.007679 , 0.006969 , 0.004679 , 0.016141 , 0.008814 , 0.019176 , 0.013703 , 0.006366 , 0.014407 , 0.02913 , 0.021377 , 0.017882 , 0.008472 
 351 , 0.009152 , 0.006845 , 0.005333 , 0.012553 , 0.008794 , 0.008598 , 0.005701 , 0.017503 , 0.016396 , 0.011984 , 0.00669 , 0.027064 , 0.0108 , 0.022545 , 0.022017 , 0.00604 , 0.011307 , 0.010481 , 0.00895 , 0.011151 , 0.009024 , 0.011426 , 0.008705 , 0.013915 , 0.008747 , 0.007417 , 0.006028 , 0.009021 , 0.004856 , 0.007978 , 0.010116 , 0.006932 , 0.01392 , 0.012784 , 0.006127 , 0.014825 , 0.007655 , 0.010237 , 0.016587 , 0.009135 , 0.01612 , 0.007556 , 0.012565 , 0.013886 , 0.009576 , 0.013271 , 0.008664 , 0.008458 , 0.011747 , 0.006899 , 0.008588 , 0.018285 , 0.010033 , 0.009297 , 0.00734 , 0.006675 , 0.017424 , 0.009027 , 0.008159 , 0.012127 , 0.009107 , 0.003734 , 0.014651 , 0.008945 , 0.013054 , 0.00787 , 0.009321 , 0.008404 , 0.008019 , 0.006127 , 0.016345 , 0.009573 , 0.019286 , 0.014766 , 0.0072 , 0.01474 , 0.028912 , 0.020495 , 0.017842 , 0.008252 
 352 , 0.010072 , 0.007525 , 0.005868 , 0.012981 , 0.009076 , 0.008984 , 0.006415 , 0.017426 , 0.017597 , 0.012108 , 0.006879 , 0.027995 , 0.0115 , 0.022941 , 0.023239 , 0.006724 , 0.012011 , 0.010998 , 0.009284 , 0.011422 , 0.009541 , 0.011342 , 0.009744 , 0.014085 , 0.009206 , 0.008125 , 0.006662 , 0.009592 , 0.005462 , 0.008469 , 0.010537 , 0.007262 , 0.014405 , 0.012727 , 0.006669 , 0.015267 , 0.008365 , 0.010554 , 0.016521 , 0.009546 , 0.016242 , 0.007997 , 0.013201 , 0.014426 , 0.010167 , 0.01347 , 0.008767 , 0.008859 , 0.012459 , 0.007569 , 0.008711 , 0.018314 , 0.010561 , 0.009966 , 0.007423 , 0.007312 , 0.017537 , 0.009379 , 0.008204 , 0.012637 , 0.009405 , 0.004579 , 0.015255 , 0.009159 , 0.013434 , 0.008149 , 0.009864 , 0.008942 , 0.008883 , 0.007152 , 0.01677 , 0.010169 , 0.019526 , 0.015764 , 0.007988 , 0.015204 , 0.029091 , 0.020466 , 0.018056 , 0.008127 
 353 , 0.011464 , 0.008307 , 0.006574 , 0.013115 , 0.009898 , 0.009651 , 0.006951 , 0.016322 , 0.017004 , 0.013242 , 0.00745 , 0.026907 , 0.011801 , 0.022647 , 0.025329 , 0.006476 , 0.012036 , 0.012543 , 0.009931 , 0.012026 , 0.009987 , 0.012001 , 0.011838 , 0.015436 , 0.0093 , 0.008822 , 0.006773 , 0.010375 , 0.005847 , 0.009176 , 0.011087 , 0.007887 , 0.015522 , 0.012877 , 0.007287 , 0.015687 , 0.009047 , 0.011277 , 0.016848 , 0.009504 , 0.016623 , 0.008949 , 0.014297 , 0.015557 , 0.011168 , 0.013935 , 0.00929 , 0.009077 , 0.012789 , 0.008104 , 0.009076 , 0.019439 , 0.011224 , 0.010584 , 0.00779 , 0.007817 , 0.018475 , 0.009926 , 0.008732 , 0.012357 , 0.010414 , 0.004948 , 0.016543 , 0.009458 , 0.014546 , 0.009059 , 0.00994 , 0.00935 , 0.009444 , 0.007358 , 0.017821 , 0.010614 , 0.020213 , 0.016886 , 0.008909 , 0.016156 , 0.030231 , 0.022033 , 0.018919 , 0.008213 
 354 , 0.012892 , 0.009113 , 0.007288 , 0.013252 , 0.010672 , 0.010277 , 0.007466 , 0.015367 , 0.016535 , 0.014342 , 0.007987 , 0.025999 , 0.012068 , 0.022439 , 0.02737 , 0.006266 , 0.012092 , 0.014143 , 0.010541 , 0.012583 , 0.010395 , 0.012613 , 0.013996 , 0.016762 , 0.009383 , 0.009486 , 0.006856 , 0.011134 , 0.006207 , 0.00986 , 0.011593 , 0.008488 , 0.016588 , 0.013 , 0.007889 , 0.016053 , 0.009706 , 0.011962 , 0.017147 , 0.009463 , 0.016954 , 0.009901 , 0.015362 , 0.01665 , 0.012177 , 0.01435 , 0.009779 , 0.009269 , 0.013085 , 0.008603 , 0.009407 , 0.020487 , 0.011846 , 0.011162 , 0.008127 , 0.008294 , 0.01934 , 0.010437 , 0.009223 , 0.012138 , 0.011438 , 0.005311 , 0.017799 , 0.009725 , 0.015617 , 0.009961 , 0.010012 , 0.009723 , 0.009972 , 0.007538 , 0.018806 , 0.011019 , 0.020833 , 0.017954 , 0.009821 , 0.01705 , 0.03126 , 0.023536 , 0.019708 , 0.008295 
 355 , 0.014354 , 0.009948 , 0.008008 , 0.013389 , 0.011403 , 0.010865 , 0.007962 , 0.01453 , 0.016154 , 0.015408 , 0.008494 , 0.025225 , 0.012306 , 0.022293 , 0.029362 , 0.006087 , 0.012165 , 0.015793 , 0.01112 , 0.013099 , 0.010768 , 0.013183 , 0.016203 , 0.018063 , 0.009458 , 0.010117 , 0.006919 , 0.011869 , 0.006544 , 0.010521 , 0.012062 , 0.009065 , 0.017607 , 0.013104 , 0.008474 , 0.016373 , 0.010341 , 0.012613 , 0.01742 , 0.009423 , 0.017243 , 0.010851 , 0.016398 , 0.017705 , 0.013194 , 0.014725 , 0.010238 , 0.009438 , 0.013354 , 0.00907 , 0.009708 , 0.021467 , 0.01243 , 0.011703 , 0.008437 , 0.008746 , 0.02014 , 0.010916 , 0.009682 , 0.011963 , 0.012479 , 0.005668 , 0.019025 , 0.009964 , 0.016648 , 0.010852 , 0.010078 , 0.010065 , 0.010469 , 0.007696 , 0.01973 , 0.011391 , 0.021396 , 0.018973 , 0.010722 , 0.017892 , 0.032193 , 0.024978 , 0.020433 , 0.008375 
 356 , 0.013467 , 0.009996 , 0.00795 , 0.013738 , 0.010581 , 0.01129 , 0.008021 , 0.015261 , 0.01607 , 0.015311 , 0.008661 , 0.025136 , 0.012603 , 0.022086 , 0.02789 , 0.006696 , 0.011549 , 0.01544 , 0.010926 , 0.013329 , 0.010707 , 0.013522 , 0.015002 , 0.017238 , 0.009664 , 0.010327 , 0.00692 , 0.011825 , 0.006603 , 0.010213 , 0.011819 , 0.009031 , 0.017455 , 0.013456 , 0.008145 , 0.01643 , 0.01003 , 0.012248 , 0.017977 , 0.009563 , 0.016327 , 0.010155 , 0.016305 , 0.017378 , 0.013596 , 0.014833 , 0.010394 , 0.009303 , 0.013281 , 0.009154 , 0.010103 , 0.021706 , 0.012345 , 0.011507 , 0.008841 , 0.008819 , 0.01964 , 0.010604 , 0.009721 , 0.011698 , 0.011752 , 0.005604 , 0.017911 , 0.010037 , 0.016237 , 0.010633 , 0.009884 , 0.010351 , 0.010094 , 0.007602 , 0.018874 , 0.01143 , 0.021061 , 0.018253 , 0.010197 , 0.018017 , 0.030194 , 0.026263 , 0.020772 , 0.008703 
 357 , 0.012639 , 0.010048 , 0.007849 , 0.014073 , 0.009895 , 0.011683 , 0.008078 , 0.016031 , 0.016003 , 0.015195 , 0.008797 , 0.025065 , 0.01289 , 0.021925 , 0.026551 , 0.007313 , 0.011003 , 0.015055 , 0.010759 , 0.013536 , 0.010651 , 0.013823 , 0.013757 , 0.016499 , 0.009865 , 0.010505 , 0.006928 , 0.011783 , 0.006652 , 0.009929 , 0.011596 , 0.008993 , 0.017286 , 0.013795 , 0.007848 , 0.016486 , 0.009727 , 0.011924 , 0.018512 , 0.009706 , 0.015572 , 0.009544 , 0.016179 , 0.017069 , 0.013942 , 0.014908 , 0.010538 , 0.009178 , 0.013216 , 0.009214 , 0.010479 , 0.021884 , 0.012262 , 0.011325 , 0.009228 , 0.008866 , 0.019188 , 0.010355 , 0.009745 , 0.011471 , 0.011162 , 0.005555 , 0.017008 , 0.010095 , 0.015854 , 0.010397 , 0.009717 , 0.010614 , 0.009775 , 0.007527 , 0.018101 , 0.011466 , 0.02075 , 0.017615 , 0.009744 , 0.018093 , 0.028499 , 0.02749 , 0.02108 , 0.009024 
 358 , 0.011947 , 0.010128 , 0.007748 , 0.014387 , 0.009359 , 0.012051 , 0.008147 , 0.016762 , 0.015942 , 0.015113 , 0.008921 , 0.024984 , 0.013163 , 0.021805 , 0.02545 , 0.007898 , 0.01054 , 0.014729 , 0.010639 , 0.013733 , 0.010615 , 0.014098 , 0.012628 , 0.015904 , 0.010054 , 0.010672 , 0.006942 , 0.011771 , 0.006704 , 0.009699 , 0.011417 , 0.008974 , 0.017151 , 0.014111 , 0.00761 , 0.016549 , 0.009469 , 0.011668 , 0.019012 , 0.009841 , 0.014978 , 0.009056 , 0.016073 , 0.016828 , 0.014267 , 0.014966 , 0.010683 , 0.009075 , 0.013169 , 0.009268 , 0.010832 , 0.022042 , 0.012207 , 0.011183 , 0.009595 , 0.008909 , 0.018826 , 0.010178 , 0.009775 , 0.011278 , 0.010725 , 0.005531 , 0.016331 , 0.010149 , 0.01555 , 0.010195 , 0.009581 , 0.010861 , 0.009529 , 0.007477 , 0.017461 , 0.011511 , 0.020494 , 0.017103 , 0.009392 , 0.018157 , 0.027135 , 0.028668 , 0.021376 , 0.009326 
