  time  ,52:23 PM,52:38 PM,52:47 PM,52:54 PM,53:00 PM,53:19 PM,53:27 PM,53:35 PM,53:42 PM,53:50 PM,54:21 PM,54:29 PM,54:38 PM,54:46 PM,54:54 PM,55:16 PM,55:26 PM,55:33 PM,55:43 PM,55:51 PM,56:58 PM,57:05 PM,57:12 PM,57:20 PM,57:27 PM,57:44 PM,57:51 PM,58:00 PM,58:09 PM,58:17 PM,58:47 PM,58:56 PM,59:04 PM,59:11 PM,59:18 PM,59:37 PM,59:45 PM,59:53 PM,00:01 PM,00:09 PM,00:56 PM,01:03 PM,01:10 PM,01:17 PM,01:23 PM,01:40 PM,01:50 PM,01:57 PM,02:06 PM,02:13 PM,02:51 PM,02:58 PM,03:06 PM,03:16 PM,03:23 PM,03:48 PM,04:00 PM,04:13 PM,04:23 PM,04:34 PM,05:19 PM,05:27 PM,05:34 PM,05:41 PM,05:50 PM,06:15 PM,06:22 PM,06:29 PM,06:39 PM,06:47 PM,07:17 PM,07:24 PM,07:31 PM,07:39 PM,07:48 PM,08:10 PM,08:18 PM,08:27 PM,08:35 PM,08:43 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 657 , 0.162233 , 0.15236 , 0.173424 , 0.144298 , 0.148823 , 0.144967 , 0.098455 , 0.106307 , 0.10087 , 0.107881 , 0.097722 , 0.077187 , 0.068895 , 0.086964 , 0.104707 , 0.065199 , 0.060846 , 0.068092 , 0.068762 , 0.086499 , 0.103541 , 0.130825 , 0.110354 , 0.126408 , 0.109933 , 0.12862 , 0.103005 , 0.08952 , 0.085791 , 0.093618 , 0.079475 , 0.082611 , 0.074631 , 0.071502 , 0.089838 , 0.085925 , 0.150149 , 0.096148 , 0.069985 , 0.080176 , 0.129875 , 0.125618 , 0.132182 , 0.137064 , 0.122909 , 0.113904 , 0.110099 , 0.121386 , 0.098117 , 0.116746 , 0.075447 , 0.081355 , 0.105268 , 0.078213 , 0.088857 , 0.077162 , 0.086027 , 0.077538 , 0.076059 , 0.075339 , 0.073516 , 0.085313 , 0.118168 , 0.109761 , 0.079972 , 0.078353 , 0.07444 , 0.078392 , 0.084045 , 0.089169 , 0.111106 , 0.08328 , 0.085026 , 0.095198 , 0.076199 , 0.083567 , 0.07929 , 0.076218 , 0.073408 , 0.073484 
 658 , 0.162587 , 0.152449 , 0.1738 , 0.144386 , 0.149108 , 0.145137 , 0.098451 , 0.106317 , 0.100748 , 0.107793 , 0.097681 , 0.077405 , 0.068998 , 0.087027 , 0.104789 , 0.065275 , 0.06084 , 0.068107 , 0.068801 , 0.086601 , 0.103307 , 0.130684 , 0.110256 , 0.126363 , 0.109798 , 0.12861 , 0.102867 , 0.08935 , 0.08564 , 0.093391 , 0.079352 , 0.082515 , 0.074522 , 0.071544 , 0.090031 , 0.086124 , 0.150381 , 0.096134 , 0.06994 , 0.080288 , 0.129953 , 0.125695 , 0.132199 , 0.137239 , 0.122901 , 0.113966 , 0.110281 , 0.121437 , 0.098139 , 0.11697 , 0.07556 , 0.081529 , 0.10547 , 0.078207 , 0.088879 , 0.077201 , 0.086245 , 0.077583 , 0.076081 , 0.07542 , 0.07316 , 0.08515 , 0.118109 , 0.109696 , 0.079715 , 0.078277 , 0.074433 , 0.078411 , 0.083896 , 0.089248 , 0.111497 , 0.083502 , 0.085188 , 0.095523 , 0.076336 , 0.08389 , 0.079473 , 0.076355 , 0.073523 , 0.073676 
 659 , 0.162932 , 0.15251 , 0.174143 , 0.144475 , 0.149377 , 0.14529 , 0.098439 , 0.106314 , 0.100623 , 0.107689 , 0.09763 , 0.077614 , 0.069089 , 0.087094 , 0.10485 , 0.065346 , 0.060832 , 0.068109 , 0.068828 , 0.086686 , 0.103061 , 0.130539 , 0.110147 , 0.126312 , 0.109663 , 0.128591 , 0.102717 , 0.089182 , 0.085483 , 0.093174 , 0.079212 , 0.082421 , 0.074418 , 0.071579 , 0.09022 , 0.086311 , 0.150612 , 0.096115 , 0.069898 , 0.080403 , 0.130017 , 0.125783 , 0.132213 , 0.137402 , 0.122886 , 0.114018 , 0.110453 , 0.121486 , 0.098159 , 0.117188 , 0.07566 , 0.081701 , 0.105671 , 0.0782 , 0.088896 , 0.077245 , 0.086457 , 0.07762 , 0.076105 , 0.075507 , 0.072807 , 0.08498 , 0.118048 , 0.109625 , 0.079454 , 0.078206 , 0.074412 , 0.078423 , 0.083739 , 0.089328 , 0.111891 , 0.083707 , 0.08533 , 0.095841 , 0.076474 , 0.084216 , 0.079645 , 0.076481 , 0.073635 , 0.073858 
 660 , 0.163276 , 0.15257 , 0.174492 , 0.144564 , 0.149646 , 0.145443 , 0.098427 , 0.106311 , 0.10049 , 0.107592 , 0.09758 , 0.077829 , 0.06918 , 0.087153 , 0.104917 , 0.065416 , 0.060818 , 0.06811 , 0.068862 , 0.086771 , 0.102821 , 0.130393 , 0.110037 , 0.126259 , 0.109528 , 0.128571 , 0.102573 , 0.08902 , 0.085332 , 0.092962 , 0.079078 , 0.082319 , 0.074314 , 0.071619 , 0.090402 , 0.086491 , 0.150844 , 0.096096 , 0.069849 , 0.080511 , 0.130081 , 0.125864 , 0.132221 , 0.137564 , 0.122871 , 0.114069 , 0.11063 , 0.12154 , 0.098178 , 0.117413 , 0.075766 , 0.081874 , 0.105866 , 0.078186 , 0.088911 , 0.077282 , 0.086669 , 0.077664 , 0.076129 , 0.075587 , 0.072454 , 0.08481 , 0.117979 , 0.109553 , 0.079192 , 0.078129 , 0.07439 , 0.078441 , 0.08358 , 0.089408 , 0.112286 , 0.083918 , 0.085472 , 0.096159 , 0.076613 , 0.084529 , 0.07981 , 0.076606 , 0.07374 , 0.074046 
 661 , 0.163505 , 0.152648 , 0.174756 , 0.144729 , 0.149883 , 0.145468 , 0.098308 , 0.106247 , 0.100404 , 0.107476 , 0.097563 , 0.077952 , 0.0693 , 0.08726 , 0.105017 , 0.065401 , 0.060826 , 0.068096 , 0.06886 , 0.086859 , 0.102526 , 0.130215 , 0.109891 , 0.126163 , 0.109311 , 0.128514 , 0.10236 , 0.088809 , 0.0851 , 0.092676 , 0.078863 , 0.08217 , 0.074161 , 0.071632 , 0.090535 , 0.086668 , 0.150953 , 0.096033 , 0.069739 , 0.080564 , 0.13012 , 0.125883 , 0.132184 , 0.137695 , 0.122856 , 0.114051 , 0.110783 , 0.121544 , 0.098142 , 0.117606 , 0.075875 , 0.081998 , 0.106004 , 0.078111 , 0.088879 , 0.077289 , 0.086846 , 0.077646 , 0.076155 , 0.075703 , 0.07209 , 0.084597 , 0.117868 , 0.109521 , 0.078844 , 0.078022 , 0.074339 , 0.078449 , 0.083412 , 0.089465 , 0.112682 , 0.084075 , 0.085585 , 0.096518 , 0.07671 , 0.084807 , 0.07994 , 0.07671 , 0.073804 , 0.07418 
 662 , 0.163693 , 0.152785 , 0.175022 , 0.144956 , 0.150127 , 0.145434 , 0.098155 , 0.106169 , 0.100361 , 0.107367 , 0.097581 , 0.078021 , 0.069453 , 0.087412 , 0.105155 , 0.065341 , 0.06084 , 0.068082 , 0.068841 , 0.086966 , 0.102222 , 0.130025 , 0.10972 , 0.126072 , 0.109057 , 0.128457 , 0.102127 , 0.088573 , 0.08483 , 0.09234 , 0.078614 , 0.081981 , 0.073967 , 0.071627 , 0.090645 , 0.086858 , 0.151013 , 0.095936 , 0.0696 , 0.080584 , 0.130165 , 0.125849 , 0.132116 , 0.137822 , 0.122846 , 0.114004 , 0.110931 , 0.12152 , 0.098078 , 0.11781 , 0.076 , 0.082095 , 0.106098 , 0.078009 , 0.088815 , 0.077269 , 0.087017 , 0.077613 , 0.076192 , 0.075835 , 0.071716 , 0.084371 , 0.117753 , 0.109509 , 0.078436 , 0.077888 , 0.074285 , 0.078461 , 0.083249 , 0.089523 , 0.113079 , 0.084218 , 0.085685 , 0.096912 , 0.076791 , 0.085073 , 0.080062 , 0.076797 , 0.073865 , 0.074305 
 663 , 0.163882 , 0.152922 , 0.175289 , 0.145184 , 0.150364 , 0.145401 , 0.098001 , 0.106097 , 0.100323 , 0.107258 , 0.097593 , 0.078091 , 0.0696 , 0.087558 , 0.105293 , 0.065281 , 0.060854 , 0.068075 , 0.068828 , 0.08708 , 0.101912 , 0.129835 , 0.109555 , 0.125975 , 0.108802 , 0.128399 , 0.101899 , 0.088343 , 0.084566 , 0.092005 , 0.078365 , 0.081791 , 0.073778 , 0.071629 , 0.090761 , 0.087048 , 0.151066 , 0.095839 , 0.069453 , 0.080598 , 0.130211 , 0.125809 , 0.132049 , 0.13795 , 0.122843 , 0.113963 , 0.111079 , 0.12149 , 0.098014 , 0.118014 , 0.076126 , 0.082199 , 0.106199 , 0.077906 , 0.088751 , 0.077249 , 0.087195 , 0.077574 , 0.076222 , 0.075967 , 0.071335 , 0.084151 , 0.117637 , 0.109503 , 0.078034 , 0.077753 , 0.074238 , 0.078474 , 0.083086 , 0.08958 , 0.113478 , 0.084362 , 0.085778 , 0.0973 , 0.076873 , 0.085332 , 0.080183 , 0.076885 , 0.073925 , 0.074429 
 664 , 0.164115 , 0.15304 , 0.17558 , 0.145381 , 0.150606 , 0.14542 , 0.097834 , 0.106048 , 0.100255 , 0.107109 , 0.097585 , 0.078161 , 0.069717 , 0.087691 , 0.105429 , 0.06524 , 0.060852 , 0.068069 , 0.06881 , 0.087167 , 0.101616 , 0.129675 , 0.109408 , 0.125894 , 0.108584 , 0.128366 , 0.101705 , 0.088126 , 0.084312 , 0.091664 , 0.078149 , 0.081604 , 0.073601 , 0.071653 , 0.090891 , 0.087238 , 0.15113 , 0.095752 , 0.069315 , 0.08064 , 0.130269 , 0.125791 , 0.131987 , 0.138087 , 0.122847 , 0.113956 , 0.111222 , 0.121474 , 0.097968 , 0.118235 , 0.076226 , 0.082313 , 0.106336 , 0.077816 , 0.0887 , 0.077254 , 0.087365 , 0.077567 , 0.076245 , 0.076079 , 0.070976 , 0.083948 , 0.117526 , 0.109497 , 0.077657 , 0.077644 , 0.074176 , 0.078494 , 0.082926 , 0.089633 , 0.113886 , 0.08451 , 0.085877 , 0.097668 , 0.076961 , 0.085603 , 0.08032 , 0.076993 , 0.073997 , 0.074565 
 665 , 0.164454 , 0.153082 , 0.175922 , 0.145483 , 0.150843 , 0.145547 , 0.09759 , 0.10609 , 0.10011 , 0.106871 , 0.097513 , 0.07823 , 0.069748 , 0.087798 , 0.10554 , 0.065246 , 0.060813 , 0.068053 , 0.068808 , 0.08719 , 0.101338 , 0.129545 , 0.109314 , 0.125829 , 0.108457 , 0.128374 , 0.101588 , 0.087951 , 0.084075 , 0.091316 , 0.078006 , 0.08144 , 0.07342 , 0.071738 , 0.091073 , 0.087427 , 0.151201 , 0.095691 , 0.069173 , 0.08073 , 0.130331 , 0.125822 , 0.131943 , 0.13825 , 0.12288 , 0.114022 , 0.111348 , 0.121479 , 0.097961 , 0.118486 , 0.076279 , 0.082476 , 0.106557 , 0.077775 , 0.088668 , 0.077334 , 0.087548 , 0.077603 , 0.07624 , 0.076144 , 0.070657 , 0.083788 , 0.117424 , 0.109512 , 0.077347 , 0.077584 , 0.074104 , 0.07853 , 0.082771 , 0.089678 , 0.114309 , 0.084677 , 0.085975 , 0.098012 , 0.077059 , 0.085879 , 0.080494 , 0.077155 , 0.074091 , 0.074724 
 666 , 0.164781 , 0.153116 , 0.176254 , 0.145574 , 0.151087 , 0.14567 , 0.097353 , 0.10613 , 0.099965 , 0.106642 , 0.097436 , 0.078293 , 0.069778 , 0.087897 , 0.105644 , 0.065245 , 0.060777 , 0.06803 , 0.068811 , 0.087205 , 0.10106 , 0.129415 , 0.109222 , 0.125759 , 0.108339 , 0.128372 , 0.101469 , 0.087781 , 0.083838 , 0.090963 , 0.077864 , 0.081277 , 0.073235 , 0.07182 , 0.091251 , 0.087615 , 0.15126 , 0.095637 , 0.069029 , 0.080822 , 0.130388 , 0.125856 , 0.131899 , 0.13841 , 0.122917 , 0.114082 , 0.111476 , 0.121483 , 0.097961 , 0.11873 , 0.076328 , 0.082634 , 0.10679 , 0.07773 , 0.088639 , 0.07741 , 0.087724 , 0.07764 , 0.076232 , 0.076212 , 0.070335 , 0.083633 , 0.117315 , 0.109523 , 0.077032 , 0.077525 , 0.074029 , 0.078568 , 0.082615 , 0.089728 , 0.114735 , 0.084836 , 0.086072 , 0.098358 , 0.07716 , 0.086162 , 0.080675 , 0.077314 , 0.074177 , 0.074874 
 667 , 0.165114 , 0.153156 , 0.176592 , 0.145665 , 0.151323 , 0.145786 , 0.097108 , 0.106169 , 0.099812 , 0.106406 , 0.097364 , 0.078356 , 0.069808 , 0.087995 , 0.105753 , 0.065251 , 0.06074 , 0.068013 , 0.068808 , 0.087219 , 0.100773 , 0.129285 , 0.109124 , 0.125696 , 0.108214 , 0.128368 , 0.10135 , 0.08761 , 0.083592 , 0.090616 , 0.077716 , 0.081112 , 0.073057 , 0.071903 , 0.09143 , 0.087796 , 0.151323 , 0.095582 , 0.068885 , 0.080907 , 0.130451 , 0.125882 , 0.131854 , 0.13857 , 0.122959 , 0.114141 , 0.111604 , 0.121485 , 0.097954 , 0.118973 , 0.076383 , 0.082791 , 0.107015 , 0.077684 , 0.088604 , 0.077491 , 0.087905 , 0.077677 , 0.076222 , 0.07628 , 0.070013 , 0.08347 , 0.117205 , 0.10954 , 0.076716 , 0.077466 , 0.073954 , 0.078606 , 0.082458 , 0.08977 , 0.115154 , 0.085002 , 0.086168 , 0.098703 , 0.077254 , 0.086438 , 0.080849 , 0.077478 , 0.074268 , 0.07503 
 668 , 0.16544 , 0.153255 , 0.176919 , 0.145743 , 0.151502 , 0.145743 , 0.097079 , 0.106259 , 0.099704 , 0.106426 , 0.097284 , 0.078422 , 0.069947 , 0.088116 , 0.105855 , 0.065267 , 0.060702 , 0.067983 , 0.068894 , 0.087288 , 0.100661 , 0.129231 , 0.109168 , 0.125706 , 0.108134 , 0.128402 , 0.101232 , 0.087506 , 0.083468 , 0.090421 , 0.077587 , 0.081054 , 0.072958 , 0.071918 , 0.091609 , 0.088001 , 0.151496 , 0.09557 , 0.068856 , 0.081015 , 0.130598 , 0.125937 , 0.131876 , 0.138764 , 0.123087 , 0.114233 , 0.111813 , 0.121552 , 0.097984 , 0.119222 , 0.076496 , 0.082999 , 0.107171 , 0.077664 , 0.088623 , 0.077574 , 0.088084 , 0.07776 , 0.076258 , 0.076406 , 0.069793 , 0.083365 , 0.117186 , 0.109604 , 0.076502 , 0.077459 , 0.073979 , 0.078717 , 0.082357 , 0.089862 , 0.115562 , 0.085189 , 0.08628 , 0.099095 , 0.077382 , 0.086723 , 0.081073 , 0.077619 , 0.074384 , 0.075186 
 669 , 0.165778 , 0.15337 , 0.177266 , 0.145845 , 0.151698 , 0.14569 , 0.097063 , 0.106351 , 0.099597 , 0.106454 , 0.097198 , 0.078493 , 0.070086 , 0.088244 , 0.105971 , 0.065294 , 0.060663 , 0.067957 , 0.068986 , 0.087382 , 0.100555 , 0.129179 , 0.109213 , 0.125744 , 0.108036 , 0.128446 , 0.101121 , 0.087401 , 0.083343 , 0.090232 , 0.077464 , 0.081001 , 0.072871 , 0.071932 , 0.091788 , 0.088205 , 0.151685 , 0.095551 , 0.068844 , 0.081123 , 0.130755 , 0.126001 , 0.131906 , 0.138982 , 0.123229 , 0.114333 , 0.112024 , 0.121621 , 0.098021 , 0.119473 , 0.076614 , 0.083201 , 0.107322 , 0.07765 , 0.088636 , 0.077669 , 0.088276 , 0.077849 , 0.076306 , 0.07655 , 0.069578 , 0.083272 , 0.117183 , 0.109676 , 0.07628 , 0.077457 , 0.074003 , 0.078834 , 0.082262 , 0.089961 , 0.115993 , 0.085375 , 0.086392 , 0.099488 , 0.077502 , 0.087009 , 0.081291 , 0.077759 , 0.074498 , 0.075341 
 670 , 0.166116 , 0.153479 , 0.177613 , 0.145946 , 0.151894 , 0.145636 , 0.097052 , 0.106442 , 0.099488 , 0.10648 , 0.09711 , 0.07857 , 0.070224 , 0.088365 , 0.106087 , 0.06532 , 0.060622 , 0.06793 , 0.069077 , 0.087469 , 0.100455 , 0.129132 , 0.109251 , 0.125775 , 0.107943 , 0.128488 , 0.101009 , 0.087302 , 0.083216 , 0.090034 , 0.077339 , 0.080954 , 0.072789 , 0.071951 , 0.091968 , 0.08841 , 0.151881 , 0.095531 , 0.068826 , 0.081231 , 0.130911 , 0.126065 , 0.131935 , 0.139198 , 0.123364 , 0.114433 , 0.112229 , 0.121682 , 0.098057 , 0.119723 , 0.076739 , 0.083409 , 0.107473 , 0.077635 , 0.088655 , 0.077758 , 0.088462 , 0.077932 , 0.076353 , 0.076688 , 0.069367 , 0.083171 , 0.117178 , 0.109741 , 0.076063 , 0.077461 , 0.074026 , 0.07895 , 0.082166 , 0.09006 , 0.116417 , 0.085562 , 0.086503 , 0.099881 , 0.077629 , 0.087295 , 0.081515 , 0.077893 , 0.074613 , 0.075502 
 671 , 0.16651 , 0.153753 , 0.178072 , 0.146196 , 0.152171 , 0.145763 , 0.097049 , 0.106556 , 0.099548 , 0.106608 , 0.097184 , 0.078711 , 0.070437 , 0.088594 , 0.106285 , 0.065386 , 0.060651 , 0.067995 , 0.069158 , 0.087651 , 0.100433 , 0.129189 , 0.109353 , 0.125895 , 0.107958 , 0.128627 , 0.101073 , 0.087328 , 0.083194 , 0.089969 , 0.077329 , 0.080946 , 0.072782 , 0.072052 , 0.092178 , 0.088626 , 0.152164 , 0.095621 , 0.068887 , 0.081424 , 0.131153 , 0.126212 , 0.132089 , 0.139479 , 0.123602 , 0.114682 , 0.112551 , 0.121852 , 0.098179 , 0.120024 , 0.076928 , 0.083614 , 0.107713 , 0.077697 , 0.088768 , 0.077891 , 0.088716 , 0.078007 , 0.076457 , 0.076851 , 0.069326 , 0.083181 , 0.117266 , 0.109857 , 0.07596 , 0.077555 , 0.074132 , 0.079157 , 0.082193 , 0.090234 , 0.116885 , 0.085771 , 0.086662 , 0.100291 , 0.077768 , 0.087612 , 0.08176 , 0.078078 , 0.074771 , 0.07574 
 672 , 0.166936 , 0.154115 , 0.178592 , 0.146513 , 0.152483 , 0.146021 , 0.097041 , 0.106689 , 0.099734 , 0.106818 , 0.097371 , 0.078903 , 0.070699 , 0.088875 , 0.106514 , 0.065466 , 0.06072 , 0.068102 , 0.069235 , 0.087891 , 0.100453 , 0.129307 , 0.109506 , 0.126044 , 0.108036 , 0.128828 , 0.101243 , 0.087425 , 0.083235 , 0.089982 , 0.077375 , 0.080975 , 0.072835 , 0.072188 , 0.092404 , 0.08883 , 0.152496 , 0.095778 , 0.068976 , 0.081668 , 0.131451 , 0.1264 , 0.132299 , 0.139778 , 0.123888 , 0.115023 , 0.112925 , 0.122081 , 0.098362 , 0.120346 , 0.077167 , 0.083818 , 0.108016 , 0.077802 , 0.088933 , 0.078029 , 0.089017 , 0.078087 , 0.076578 , 0.077025 , 0.069371 , 0.083235 , 0.117393 , 0.109998 , 0.075918 , 0.077711 , 0.074279 , 0.079414 , 0.08227 , 0.090455 , 0.11736 , 0.085974 , 0.086842 , 0.100699 , 0.077938 , 0.087943 , 0.082005 , 0.078294 , 0.074972 , 0.076008 
 673 , 0.167356 , 0.154477 , 0.179119 , 0.146823 , 0.152789 , 0.146278 , 0.097025 , 0.106821 , 0.099914 , 0.107029 , 0.097551 , 0.079088 , 0.070961 , 0.089164 , 0.106743 , 0.065553 , 0.060788 , 0.068208 , 0.069305 , 0.088131 , 0.100472 , 0.129425 , 0.109651 , 0.126192 , 0.108106 , 0.129023 , 0.101413 , 0.087521 , 0.083276 , 0.089988 , 0.07742 , 0.080997 , 0.072889 , 0.072331 , 0.09263 , 0.08904 , 0.152834 , 0.095934 , 0.069065 , 0.081912 , 0.131743 , 0.126588 , 0.132509 , 0.140078 , 0.124173 , 0.115358 , 0.1133 , 0.12231 , 0.098544 , 0.120674 , 0.077401 , 0.084022 , 0.108321 , 0.077913 , 0.089092 , 0.078173 , 0.089319 , 0.07816 , 0.0767 , 0.077193 , 0.069422 , 0.083295 , 0.117526 , 0.110138 , 0.075882 , 0.077868 , 0.074434 , 0.079673 , 0.082347 , 0.090676 , 0.117837 , 0.086184 , 0.087028 , 0.101108 , 0.078102 , 0.088274 , 0.082256 , 0.078517 , 0.075167 , 0.076278 
 674 , 0.1678 , 0.154857 , 0.179636 , 0.147149 , 0.153145 , 0.146569 , 0.097123 , 0.107012 , 0.100098 , 0.107253 , 0.097728 , 0.079304 , 0.071205 , 0.089421 , 0.106966 , 0.065658 , 0.060866 , 0.068327 , 0.069408 , 0.088347 , 0.100554 , 0.12959 , 0.109824 , 0.126394 , 0.108223 , 0.129271 , 0.101641 , 0.087669 , 0.083373 , 0.090065 , 0.077487 , 0.081068 , 0.072962 , 0.0725 , 0.092871 , 0.089251 , 0.153203 , 0.09612 , 0.06918 , 0.082155 , 0.132064 , 0.126843 , 0.132767 , 0.14043 , 0.124492 , 0.115729 , 0.113705 , 0.122565 , 0.09877 , 0.121022 , 0.07765 , 0.084245 , 0.10864 , 0.078047 , 0.089271 , 0.078327 , 0.08961 , 0.078281 , 0.07683 , 0.07737 , 0.069525 , 0.083405 , 0.117702 , 0.110306 , 0.075912 , 0.07808 , 0.074623 , 0.079961 , 0.082487 , 0.090951 , 0.118321 , 0.086413 , 0.087214 , 0.101543 , 0.078294 , 0.08862 , 0.0825 , 0.07875 , 0.075378 , 0.07653 
 675 , 0.1683 , 0.155307 , 0.180149 , 0.147514 , 0.153595 , 0.146939 , 0.097476 , 0.10732 , 0.100291 , 0.107497 , 0.097868 , 0.079577 , 0.071405 , 0.089598 , 0.107157 , 0.0658 , 0.060953 , 0.068472 , 0.069589 , 0.088507 , 0.100762 , 0.12987 , 0.110031 , 0.126721 , 0.108431 , 0.129635 , 0.102003 , 0.087919 , 0.083595 , 0.090303 , 0.077604 , 0.081256 , 0.073071 , 0.072725 , 0.093158 , 0.089461 , 0.153654 , 0.096378 , 0.069367 , 0.08236 , 0.132437 , 0.127218 , 0.133162 , 0.14089 , 0.124866 , 0.116165 , 0.114146 , 0.12288 , 0.099076 , 0.121417 , 0.077918 , 0.084516 , 0.108979 , 0.078245 , 0.089487 , 0.078506 , 0.089859 , 0.078493 , 0.076971 , 0.077559 , 0.069746 , 0.08364 , 0.117961 , 0.110528 , 0.076089 , 0.078408 , 0.074887 , 0.080322 , 0.082772 , 0.091335 , 0.11883 , 0.086684 , 0.087423 , 0.102035 , 0.078532 , 0.089016 , 0.082732 , 0.079009 , 0.075619 , 0.076755 
 676 , 0.168803 , 0.155762 , 0.180672 , 0.147878 , 0.154058 , 0.147302 , 0.097836 , 0.107627 , 0.100477 , 0.107732 , 0.098 , 0.079841 , 0.071603 , 0.089782 , 0.107345 , 0.065934 , 0.061032 , 0.068621 , 0.069774 , 0.088668 , 0.100975 , 0.130145 , 0.110242 , 0.127058 , 0.108643 , 0.130001 , 0.102358 , 0.088163 , 0.083818 , 0.090549 , 0.077717 , 0.081446 , 0.073169 , 0.072946 , 0.093439 , 0.089677 , 0.154098 , 0.096637 , 0.069552 , 0.08256 , 0.132812 , 0.127595 , 0.133553 , 0.141358 , 0.125236 , 0.116605 , 0.11458 , 0.123198 , 0.099383 , 0.121809 , 0.078189 , 0.084775 , 0.109318 , 0.078432 , 0.089703 , 0.078687 , 0.09011 , 0.078694 , 0.077114 , 0.07775 , 0.069965 , 0.083884 , 0.118231 , 0.110753 , 0.076269 , 0.07874 , 0.075155 , 0.080679 , 0.083058 , 0.091722 , 0.119338 , 0.086958 , 0.087633 , 0.102535 , 0.078766 , 0.089422 , 0.082953 , 0.07927 , 0.075856 , 0.07697 
 677 , 0.169302 , 0.156212 , 0.181189 , 0.14825 , 0.154516 , 0.147665 , 0.098191 , 0.107928 , 0.100663 , 0.107968 , 0.098132 , 0.080111 , 0.071808 , 0.089967 , 0.107534 , 0.066075 , 0.061117 , 0.06877 , 0.069954 , 0.088823 , 0.101189 , 0.13042 , 0.110453 , 0.127396 , 0.108849 , 0.130367 , 0.102721 , 0.088408 , 0.084036 , 0.090788 , 0.077836 , 0.08163 , 0.073274 , 0.073168 , 0.093727 , 0.089888 , 0.154542 , 0.09689 , 0.069737 , 0.082767 , 0.133181 , 0.127974 , 0.13395 , 0.14182 , 0.125614 , 0.117047 , 0.115022 , 0.123517 , 0.099697 , 0.122202 , 0.078461 , 0.085042 , 0.109651 , 0.078619 , 0.089914 , 0.078862 , 0.090368 , 0.078895 , 0.077258 , 0.077935 , 0.070177 , 0.084122 , 0.118494 , 0.110979 , 0.076443 , 0.079072 , 0.075424 , 0.081045 , 0.083339 , 0.092103 , 0.119848 , 0.087232 , 0.087836 , 0.10303 , 0.079 , 0.089822 , 0.083182 , 0.079526 , 0.076094 , 0.077192 
 678 , 0.169724 , 0.157023 , 0.18179 , 0.148889 , 0.155061 , 0.148208 , 0.098689 , 0.108389 , 0.10122 , 0.108581 , 0.09857 , 0.080345 , 0.072112 , 0.090264 , 0.107946 , 0.066251 , 0.061334 , 0.069006 , 0.070209 , 0.089167 , 0.101761 , 0.131008 , 0.11096 , 0.127929 , 0.109433 , 0.131021 , 0.103374 , 0.088896 , 0.084528 , 0.0914 , 0.078211 , 0.08201 , 0.073605 , 0.073466 , 0.09411 , 0.090151 , 0.155219 , 0.097394 , 0.070083 , 0.083068 , 0.133777 , 0.12855 , 0.134642 , 0.142393 , 0.126211 , 0.117753 , 0.115664 , 0.124089 , 0.100242 , 0.122761 , 0.078832 , 0.085301 , 0.110101 , 0.078964 , 0.090277 , 0.079169 , 0.090713 , 0.079248 , 0.07759 , 0.078171 , 0.070731 , 0.084667 , 0.119107 , 0.111462 , 0.076988 , 0.079618 , 0.075971 , 0.081634 , 0.083861 , 0.092669 , 0.120495 , 0.087554 , 0.088176 , 0.103499 , 0.079321 , 0.090297 , 0.08353 , 0.07983 , 0.076407 , 0.077557 
 679 , 0.170145 , 0.157864 , 0.182406 , 0.14954 , 0.155611 , 0.148785 , 0.099205 , 0.108855 , 0.101817 , 0.109233 , 0.09906 , 0.080582 , 0.072431 , 0.090577 , 0.108384 , 0.066433 , 0.061588 , 0.069263 , 0.070476 , 0.089536 , 0.10236 , 0.13162 , 0.111486 , 0.128472 , 0.110041 , 0.131686 , 0.10405 , 0.089403 , 0.085043 , 0.092048 , 0.078614 , 0.082418 , 0.073955 , 0.073769 , 0.0945 , 0.090424 , 0.155936 , 0.097926 , 0.070456 , 0.083379 , 0.134384 , 0.129155 , 0.135351 , 0.142986 , 0.126842 , 0.118478 , 0.116331 , 0.124681 , 0.100809 , 0.123342 , 0.079211 , 0.085573 , 0.110565 , 0.079343 , 0.090643 , 0.079496 , 0.091067 , 0.079628 , 0.077938 , 0.078409 , 0.071324 , 0.085235 , 0.119757 , 0.111976 , 0.077574 , 0.080191 , 0.076546 , 0.082253 , 0.0844 , 0.093261 , 0.121162 , 0.087886 , 0.088529 , 0.103964 , 0.079648 , 0.090775 , 0.083896 , 0.080145 , 0.076725 , 0.077938 
