  time  ,52:23 PM,52:38 PM,52:47 PM,52:54 PM,53:00 PM,53:19 PM,53:27 PM,53:35 PM,53:42 PM,53:50 PM,54:21 PM,54:29 PM,54:38 PM,54:46 PM,54:54 PM,55:16 PM,55:26 PM,55:33 PM,55:43 PM,55:51 PM,56:58 PM,57:05 PM,57:12 PM,57:20 PM,57:27 PM,57:44 PM,57:51 PM,58:00 PM,58:09 PM,58:17 PM,58:47 PM,58:56 PM,59:04 PM,59:11 PM,59:18 PM,59:37 PM,59:45 PM,59:53 PM,00:01 PM,00:09 PM,00:56 PM,01:03 PM,01:10 PM,01:17 PM,01:23 PM,01:40 PM,01:50 PM,01:57 PM,02:06 PM,02:13 PM,02:51 PM,02:58 PM,03:06 PM,03:16 PM,03:23 PM,03:48 PM,04:00 PM,04:13 PM,04:23 PM,04:34 PM,05:19 PM,05:27 PM,05:34 PM,05:41 PM,05:50 PM,06:15 PM,06:22 PM,06:29 PM,06:39 PM,06:47 PM,07:17 PM,07:24 PM,07:31 PM,07:39 PM,07:48 PM,08:10 PM,08:18 PM,08:27 PM,08:35 PM,08:43 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 937 , 0.327817 , 0.408148 , 0.374733 , 0.347529 , 0.314966 , 0.382851 , 0.335294 , 0.33777 , 0.330967 , 0.35904 , 0.251513 , 0.14604 , 0.157804 , 0.187476 , 0.216207 , 0.125866 , 0.122034 , 0.147948 , 0.171532 , 0.181907 , 0.413815 , 0.378768 , 0.374579 , 0.375383 , 0.376235 , 0.383241 , 0.374352 , 0.311118 , 0.308642 , 0.385944 , 0.225445 , 0.245969 , 0.208015 , 0.183904 , 0.184862 , 0.160856 , 0.338907 , 0.294963 , 0.235025 , 0.20761 , 0.368628 , 0.370203 , 0.408871 , 0.343202 , 0.371421 , 0.417013 , 0.356158 , 0.405558 , 0.337965 , 0.338517 , 0.207585 , 0.183555 , 0.245684 , 0.198598 , 0.233613 , 0.175404 , 0.211255 , 0.203347 , 0.177523 , 0.143572 , 0.388713 , 0.300053 , 0.336212 , 0.288801 , 0.32276 , 0.349842 , 0.306953 , 0.378443 , 0.330683 , 0.36271 , 0.304696 , 0.169551 , 0.19005 , 0.235301 , 0.170972 , 0.212692 , 0.165662 , 0.153184 , 0.153119 , 0.168528 
 938 , 0.327536 , 0.408051 , 0.373383 , 0.347056 , 0.31466 , 0.381448 , 0.33457 , 0.337848 , 0.331966 , 0.357871 , 0.251597 , 0.144682 , 0.156673 , 0.186164 , 0.215347 , 0.12521 , 0.120659 , 0.147148 , 0.170985 , 0.180785 , 0.412935 , 0.377367 , 0.373424 , 0.374787 , 0.375834 , 0.383273 , 0.373392 , 0.31049 , 0.307497 , 0.384693 , 0.224937 , 0.245463 , 0.20721 , 0.18382 , 0.184152 , 0.160235 , 0.338667 , 0.294191 , 0.233732 , 0.207056 , 0.36798 , 0.369189 , 0.407905 , 0.342083 , 0.370747 , 0.416764 , 0.355875 , 0.404303 , 0.338091 , 0.338189 , 0.206228 , 0.18343 , 0.245504 , 0.197296 , 0.23249 , 0.174928 , 0.210196 , 0.202464 , 0.177378 , 0.142727 , 0.387119 , 0.299221 , 0.336306 , 0.288074 , 0.322417 , 0.349141 , 0.305825 , 0.378227 , 0.330132 , 0.362455 , 0.304868 , 0.1695 , 0.189775 , 0.235338 , 0.169403 , 0.21121 , 0.164656 , 0.153046 , 0.153217 , 0.167918 
 939 , 0.327238 , 0.407951 , 0.371985 , 0.346567 , 0.314339 , 0.379995 , 0.333822 , 0.337924 , 0.333003 , 0.356661 , 0.251682 , 0.143264 , 0.155491 , 0.184809 , 0.214467 , 0.124535 , 0.119241 , 0.146321 , 0.170409 , 0.179628 , 0.412029 , 0.375917 , 0.372228 , 0.374166 , 0.375406 , 0.383311 , 0.372398 , 0.309839 , 0.306296 , 0.383393 , 0.224415 , 0.244944 , 0.206375 , 0.183738 , 0.183414 , 0.159585 , 0.338419 , 0.29338 , 0.232393 , 0.206481 , 0.367291 , 0.368126 , 0.406905 , 0.340924 , 0.370039 , 0.416513 , 0.355575 , 0.402997 , 0.338232 , 0.337843 , 0.204819 , 0.183309 , 0.245325 , 0.195941 , 0.231315 , 0.174439 , 0.209092 , 0.201543 , 0.177228 , 0.141854 , 0.38546 , 0.298358 , 0.336416 , 0.287307 , 0.322057 , 0.348424 , 0.304642 , 0.378001 , 0.329573 , 0.362183 , 0.305047 , 0.169444 , 0.189487 , 0.235377 , 0.167782 , 0.209667 , 0.163615 , 0.152905 , 0.153318 , 0.167288 
 940 , 0.326614 , 0.40879 , 0.372771 , 0.349375 , 0.313397 , 0.380926 , 0.33182 , 0.338497 , 0.332889 , 0.35708 , 0.251798 , 0.142835 , 0.155915 , 0.186414 , 0.216229 , 0.123376 , 0.118379 , 0.14482 , 0.170771 , 0.179488 , 0.411256 , 0.376017 , 0.371872 , 0.374009 , 0.374893 , 0.382999 , 0.371775 , 0.309918 , 0.306898 , 0.382638 , 0.224143 , 0.244294 , 0.205254 , 0.183272 , 0.184028 , 0.158872 , 0.337782 , 0.293327 , 0.23188 , 0.206765 , 0.367774 , 0.367453 , 0.406765 , 0.341253 , 0.370313 , 0.417242 , 0.355827 , 0.404106 , 0.337396 , 0.337589 , 0.204435 , 0.183409 , 0.245298 , 0.195533 , 0.231631 , 0.174957 , 0.208822 , 0.201245 , 0.177247 , 0.14159 , 0.38496 , 0.298775 , 0.337043 , 0.286844 , 0.322147 , 0.348114 , 0.305427 , 0.378548 , 0.329554 , 0.361949 , 0.306632 , 0.16926 , 0.189531 , 0.236524 , 0.168224 , 0.210621 , 0.164078 , 0.152822 , 0.152862 , 0.167629 
 941 , 0.326077 , 0.410083 , 0.373279 , 0.350814 , 0.313295 , 0.382119 , 0.330091 , 0.33804 , 0.33299 , 0.358209 , 0.252597 , 0.141742 , 0.156001 , 0.188253 , 0.218795 , 0.122448 , 0.117655 , 0.144094 , 0.171232 , 0.179735 , 0.410485 , 0.376177 , 0.371898 , 0.373801 , 0.374989 , 0.383219 , 0.372412 , 0.31014 , 0.307209 , 0.382215 , 0.22403 , 0.244471 , 0.204166 , 0.182681 , 0.184881 , 0.158161 , 0.337382 , 0.293255 , 0.231786 , 0.206864 , 0.368445 , 0.366719 , 0.406872 , 0.342191 , 0.370774 , 0.417389 , 0.356161 , 0.405547 , 0.336587 , 0.338048 , 0.204415 , 0.183821 , 0.24525 , 0.19568 , 0.232444 , 0.175704 , 0.208952 , 0.201653 , 0.177543 , 0.141485 , 0.385852 , 0.299598 , 0.336844 , 0.286888 , 0.322239 , 0.348349 , 0.306181 , 0.379011 , 0.329361 , 0.362095 , 0.30802 , 0.168663 , 0.189321 , 0.237783 , 0.16904 , 0.211409 , 0.16444 , 0.152669 , 0.152107 , 0.168125 
 942 , 0.325532 , 0.411457 , 0.373754 , 0.352121 , 0.313278 , 0.383359 , 0.328367 , 0.337465 , 0.333121 , 0.35942 , 0.253476 , 0.140554 , 0.156053 , 0.190149 , 0.2215 , 0.121531 , 0.116929 , 0.143437 , 0.171704 , 0.180023 , 0.409698 , 0.376332 , 0.371964 , 0.37357 , 0.375144 , 0.383487 , 0.373176 , 0.310379 , 0.307488 , 0.381817 , 0.223933 , 0.244739 , 0.203054 , 0.182063 , 0.185773 , 0.157442 , 0.337 , 0.293178 , 0.231738 , 0.206941 , 0.369153 , 0.365957 , 0.407 , 0.343199 , 0.371265 , 0.417471 , 0.356505 , 0.40704 , 0.335755 , 0.33859 , 0.204427 , 0.184271 , 0.245205 , 0.195875 , 0.23332 , 0.17649 , 0.209125 , 0.202139 , 0.177879 , 0.14139 , 0.386908 , 0.30047 , 0.336542 , 0.286987 , 0.322336 , 0.348636 , 0.306942 , 0.379472 , 0.329138 , 0.362279 , 0.309407 , 0.16801 , 0.189073 , 0.239078 , 0.169913 , 0.212193 , 0.164798 , 0.152511 , 0.151315 , 0.168636 
 943 , 0.325321 , 0.41169 , 0.372922 , 0.351089 , 0.313614 , 0.38349 , 0.327835 , 0.33776 , 0.332677 , 0.359512 , 0.253245 , 0.14045 , 0.154856 , 0.191472 , 0.222451 , 0.121757 , 0.117477 , 0.143084 , 0.171269 , 0.180511 , 0.409442 , 0.376479 , 0.372159 , 0.373492 , 0.375203 , 0.384036 , 0.3733 , 0.310273 , 0.307334 , 0.381394 , 0.224378 , 0.244822 , 0.202545 , 0.181539 , 0.186301 , 0.157305 , 0.337069 , 0.293178 , 0.23183 , 0.206712 , 0.369261 , 0.36592 , 0.407394 , 0.344352 , 0.371437 , 0.417094 , 0.357136 , 0.407924 , 0.335463 , 0.339028 , 0.204713 , 0.184205 , 0.245167 , 0.196498 , 0.23354 , 0.176946 , 0.209378 , 0.202272 , 0.177805 , 0.141165 , 0.388259 , 0.301103 , 0.335881 , 0.287244 , 0.322607 , 0.348929 , 0.307407 , 0.37986 , 0.329312 , 0.362861 , 0.310346 , 0.167543 , 0.188396 , 0.239587 , 0.170819 , 0.21259 , 0.165021 , 0.152358 , 0.150897 , 0.168892 
 944 , 0.325535 , 0.411454 , 0.371802 , 0.349441 , 0.314261 , 0.383244 , 0.328061 , 0.339189 , 0.331626 , 0.358879 , 0.252038 , 0.141118 , 0.153188 , 0.19231 , 0.221872 , 0.122378 , 0.118604 , 0.142607 , 0.17044 , 0.180972 , 0.409668 , 0.376919 , 0.371946 , 0.374135 , 0.375093 , 0.384129 , 0.371946 , 0.309844 , 0.307374 , 0.380838 , 0.224906 , 0.244435 , 0.202151 , 0.181053 , 0.186597 , 0.157501 , 0.337467 , 0.293381 , 0.23181 , 0.206439 , 0.368865 , 0.366306 , 0.40789 , 0.3452 , 0.371464 , 0.416862 , 0.357817 , 0.408397 , 0.335633 , 0.33898 , 0.205232 , 0.183861 , 0.245368 , 0.197299 , 0.233339 , 0.177054 , 0.209642 , 0.201982 , 0.177359 , 0.140933 , 0.388908 , 0.301106 , 0.335858 , 0.287378 , 0.323008 , 0.349312 , 0.307977 , 0.380226 , 0.329831 , 0.363578 , 0.311099 , 0.167438 , 0.187723 , 0.23976 , 0.171518 , 0.213214 , 0.165306 , 0.152303 , 0.150863 , 0.169088 
 945 , 0.325925 , 0.411274 , 0.370881 , 0.348124 , 0.315015 , 0.383115 , 0.328412 , 0.341147 , 0.330326 , 0.358113 , 0.250508 , 0.141966 , 0.151584 , 0.193035 , 0.220839 , 0.122892 , 0.119718 , 0.14195 , 0.169641 , 0.181358 , 0.410054 , 0.377567 , 0.371397 , 0.375225 , 0.374902 , 0.383825 , 0.369815 , 0.309297 , 0.30769 , 0.3802 , 0.225329 , 0.243797 , 0.201644 , 0.180543 , 0.186857 , 0.157754 , 0.337949 , 0.293679 , 0.231668 , 0.20623 , 0.368296 , 0.366762 , 0.408367 , 0.345806 , 0.371486 , 0.416894 , 0.358444 , 0.408803 , 0.335946 , 0.338635 , 0.205827 , 0.183506 , 0.245727 , 0.198074 , 0.233057 , 0.177014 , 0.209889 , 0.201506 , 0.176779 , 0.140739 , 0.389002 , 0.300762 , 0.336382 , 0.287372 , 0.323437 , 0.349755 , 0.30874 , 0.380595 , 0.330455 , 0.364259 , 0.311881 , 0.167517 , 0.187189 , 0.239962 , 0.172088 , 0.214136 , 0.165676 , 0.152311 , 0.150962 , 0.169342 
 946 , 0.326249 , 0.411187 , 0.3702 , 0.346779 , 0.314821 , 0.382524 , 0.328623 , 0.342078 , 0.329326 , 0.35769 , 0.249605 , 0.142344 , 0.151171 , 0.193031 , 0.219448 , 0.123171 , 0.120239 , 0.141367 , 0.169327 , 0.181619 , 0.410234 , 0.377896 , 0.370369 , 0.376031 , 0.374456 , 0.383211 , 0.367405 , 0.308755 , 0.308021 , 0.379366 , 0.225578 , 0.24316 , 0.201309 , 0.17985 , 0.186755 , 0.158109 , 0.338307 , 0.293766 , 0.231361 , 0.20588 , 0.367413 , 0.366848 , 0.408376 , 0.346044 , 0.371589 , 0.416549 , 0.358497 , 0.408707 , 0.336328 , 0.338145 , 0.206292 , 0.183315 , 0.245712 , 0.198426 , 0.232669 , 0.176733 , 0.210055 , 0.200865 , 0.176256 , 0.140495 , 0.38842 , 0.299823 , 0.336966 , 0.287386 , 0.323285 , 0.349775 , 0.30882 , 0.380683 , 0.330683 , 0.364344 , 0.312438 , 0.167776 , 0.186982 , 0.239921 , 0.172525 , 0.21478 , 0.16587 , 0.152472 , 0.151163 , 0.169367 
 947 , 0.326181 , 0.411149 , 0.369651 , 0.345574 , 0.312864 , 0.381005 , 0.328539 , 0.3411 , 0.328917 , 0.357661 , 0.2498 , 0.14202 , 0.15261 , 0.191742 , 0.217556 , 0.123094 , 0.119746 , 0.140909 , 0.169758 , 0.181538 , 0.409901 , 0.377513 , 0.368951 , 0.375903 , 0.373771 , 0.382453 , 0.365289 , 0.308277 , 0.308189 , 0.378446 , 0.225659 , 0.24263 , 0.201366 , 0.178859 , 0.186117 , 0.158645 , 0.33834 , 0.293431 , 0.230842 , 0.205389 , 0.366046 , 0.366392 , 0.407681 , 0.345671 , 0.371775 , 0.415695 , 0.357613 , 0.408002 , 0.336634 , 0.337544 , 0.206484 , 0.183421 , 0.245004 , 0.198034 , 0.232274 , 0.176131 , 0.210097 , 0.200143 , 0.175922 , 0.140169 , 0.387177 , 0.298218 , 0.337222 , 0.287436 , 0.32215 , 0.349059 , 0.307674 , 0.380184 , 0.330334 , 0.363495 , 0.312542 , 0.168205 , 0.187356 , 0.239371 , 0.172671 , 0.214812 , 0.16567 , 0.152827 , 0.151435 , 0.168993 
 948 , 0.325492 , 0.410792 , 0.3684 , 0.344642 , 0.310427 , 0.379026 , 0.328352 , 0.339679 , 0.328634 , 0.357177 , 0.25002 , 0.141912 , 0.153683 , 0.190266 , 0.215765 , 0.123117 , 0.119242 , 0.14039 , 0.169981 , 0.181203 , 0.409189 , 0.376698 , 0.36844 , 0.37474 , 0.373467 , 0.38245 , 0.364799 , 0.307857 , 0.307937 , 0.377971 , 0.226004 , 0.242302 , 0.201642 , 0.177852 , 0.185602 , 0.159249 , 0.338084 , 0.292985 , 0.230411 , 0.205066 , 0.364702 , 0.366055 , 0.407175 , 0.345286 , 0.371864 , 0.415038 , 0.356726 , 0.407836 , 0.336537 , 0.337182 , 0.206588 , 0.183555 , 0.244091 , 0.197525 , 0.23224 , 0.175765 , 0.210109 , 0.199853 , 0.175781 , 0.139858 , 0.386954 , 0.297327 , 0.336529 , 0.287506 , 0.320964 , 0.348259 , 0.306261 , 0.379389 , 0.33014 , 0.36276 , 0.312545 , 0.168313 , 0.187801 , 0.238556 , 0.172663 , 0.2145 , 0.165235 , 0.153014 , 0.15154 , 0.168595 
 949 , 0.324971 , 0.410292 , 0.367237 , 0.343846 , 0.30833 , 0.377347 , 0.328309 , 0.338388 , 0.328366 , 0.356731 , 0.250245 , 0.141962 , 0.154709 , 0.188903 , 0.214148 , 0.123184 , 0.118838 , 0.140003 , 0.170238 , 0.180841 , 0.408518 , 0.375888 , 0.368059 , 0.373671 , 0.373235 , 0.382459 , 0.364374 , 0.307451 , 0.307669 , 0.377589 , 0.226436 , 0.24207 , 0.201901 , 0.176979 , 0.185138 , 0.159821 , 0.337848 , 0.292631 , 0.230008 , 0.204811 , 0.363463 , 0.365793 , 0.40672 , 0.344854 , 0.372026 , 0.414468 , 0.3559 , 0.407792 , 0.33642 , 0.336864 , 0.20673 , 0.183695 , 0.243311 , 0.197071 , 0.232289 , 0.175487 , 0.210213 , 0.199627 , 0.175761 , 0.139599 , 0.386732 , 0.296493 , 0.335792 , 0.287536 , 0.319851 , 0.347596 , 0.304967 , 0.378629 , 0.329994 , 0.362092 , 0.31253 , 0.168432 , 0.188291 , 0.237812 , 0.172617 , 0.214253 , 0.164844 , 0.153177 , 0.151726 , 0.16823 
 950 , 0.326574 , 0.408265 , 0.367239 , 0.344704 , 0.310268 , 0.379213 , 0.329901 , 0.338757 , 0.328285 , 0.356799 , 0.250524 , 0.143871 , 0.155049 , 0.188771 , 0.21456 , 0.123739 , 0.119576 , 0.141186 , 0.170889 , 0.180228 , 0.408322 , 0.375235 , 0.369425 , 0.373636 , 0.373941 , 0.382677 , 0.364892 , 0.307262 , 0.307262 , 0.378313 , 0.22782 , 0.242969 , 0.201983 , 0.177785 , 0.185355 , 0.160137 , 0.337873 , 0.293343 , 0.230151 , 0.205358 , 0.363606 , 0.366459 , 0.407036 , 0.344029 , 0.373154 , 0.415016 , 0.355971 , 0.409254 , 0.336274 , 0.337254 , 0.207375 , 0.18386 , 0.244255 , 0.197257 , 0.233253 , 0.176186 , 0.211273 , 0.200239 , 0.177214 , 0.140037 , 0.386551 , 0.296469 , 0.334522 , 0.286994 , 0.319686 , 0.34869 , 0.305116 , 0.378281 , 0.330584 , 0.36228 , 0.312285 , 0.168768 , 0.189293 , 0.23793 , 0.172143 , 0.214745 , 0.164958 , 0.153072 , 0.152992 , 0.16839 
 951 , 0.328651 , 0.406605 , 0.368667 , 0.344946 , 0.312896 , 0.38232 , 0.331977 , 0.339766 , 0.328627 , 0.357761 , 0.250954 , 0.145727 , 0.156158 , 0.189456 , 0.216311 , 0.124366 , 0.120709 , 0.142787 , 0.171905 , 0.180572 , 0.409086 , 0.374942 , 0.370552 , 0.375006 , 0.374692 , 0.382747 , 0.364978 , 0.308087 , 0.30766 , 0.378663 , 0.229126 , 0.244116 , 0.201965 , 0.179146 , 0.185429 , 0.160483 , 0.339017 , 0.293911 , 0.230302 , 0.20588 , 0.364889 , 0.367265 , 0.407636 , 0.344342 , 0.374724 , 0.41594 , 0.356303 , 0.41023 , 0.336722 , 0.337994 , 0.208562 , 0.184261 , 0.24592 , 0.198035 , 0.23383 , 0.177149 , 0.212743 , 0.200354 , 0.178856 , 0.140878 , 0.385985 , 0.296359 , 0.334531 , 0.287153 , 0.319758 , 0.349609 , 0.305904 , 0.378913 , 0.331236 , 0.362658 , 0.313057 , 0.169738 , 0.190077 , 0.239082 , 0.172259 , 0.215699 , 0.165663 , 0.153121 , 0.154515 , 0.168675 
 952 , 0.330717 , 0.404943 , 0.370107 , 0.345184 , 0.315531 , 0.385438 , 0.334059 , 0.340784 , 0.328973 , 0.358731 , 0.25138 , 0.147581 , 0.157269 , 0.190152 , 0.218077 , 0.124992 , 0.121843 , 0.144392 , 0.172923 , 0.180932 , 0.409852 , 0.374652 , 0.371681 , 0.376396 , 0.375435 , 0.382806 , 0.365053 , 0.308919 , 0.308063 , 0.379003 , 0.23043 , 0.245276 , 0.201955 , 0.180512 , 0.185501 , 0.160829 , 0.340162 , 0.294475 , 0.230454 , 0.206403 , 0.366167 , 0.368064 , 0.408245 , 0.344659 , 0.376299 , 0.416859 , 0.35664 , 0.4112 , 0.337175 , 0.338742 , 0.209754 , 0.184654 , 0.247593 , 0.198814 , 0.23441 , 0.178106 , 0.214218 , 0.200461 , 0.180496 , 0.141711 , 0.385422 , 0.296235 , 0.334552 , 0.287314 , 0.319826 , 0.350529 , 0.306698 , 0.37956 , 0.331887 , 0.363042 , 0.313835 , 0.170711 , 0.190854 , 0.240231 , 0.172382 , 0.216648 , 0.166368 , 0.153176 , 0.156034 , 0.168959 
 953 , 0.332183 , 0.405407 , 0.371608 , 0.346064 , 0.316981 , 0.386884 , 0.335875 , 0.341131 , 0.330523 , 0.35913 , 0.253099 , 0.147947 , 0.157104 , 0.19029 , 0.219051 , 0.125232 , 0.122169 , 0.145182 , 0.173177 , 0.181447 , 0.410227 , 0.374663 , 0.371657 , 0.377686 , 0.37584 , 0.382861 , 0.364886 , 0.309621 , 0.307542 , 0.378202 , 0.230038 , 0.246175 , 0.201817 , 0.180827 , 0.185429 , 0.161271 , 0.340865 , 0.29412 , 0.23086 , 0.206774 , 0.366836 , 0.368376 , 0.408107 , 0.345379 , 0.376235 , 0.417345 , 0.356599 , 0.411622 , 0.337197 , 0.338696 , 0.210345 , 0.185163 , 0.248061 , 0.199415 , 0.234036 , 0.178852 , 0.214795 , 0.200551 , 0.180875 , 0.142345 , 0.385159 , 0.296692 , 0.334537 , 0.287632 , 0.319206 , 0.350344 , 0.306768 , 0.38 , 0.331958 , 0.363556 , 0.314482 , 0.170936 , 0.190983 , 0.241468 , 0.172806 , 0.216939 , 0.167027 , 0.153211 , 0.156411 , 0.168679 
 954 , 0.333379 , 0.406304 , 0.372825 , 0.347506 , 0.317478 , 0.387057 , 0.33683 , 0.340741 , 0.331992 , 0.358359 , 0.25485 , 0.147704 , 0.156243 , 0.18994 , 0.218984 , 0.125385 , 0.122079 , 0.1456 , 0.173378 , 0.181611 , 0.410061 , 0.375325 , 0.370995 , 0.378477 , 0.375953 , 0.38267 , 0.364818 , 0.309665 , 0.306915 , 0.377453 , 0.229241 , 0.246875 , 0.201922 , 0.18078 , 0.185449 , 0.161775 , 0.340999 , 0.293901 , 0.23145 , 0.20718 , 0.366721 , 0.368519 , 0.40782 , 0.345893 , 0.375284 , 0.417222 , 0.356666 , 0.411852 , 0.337274 , 0.338362 , 0.210405 , 0.18553 , 0.247698 , 0.199608 , 0.233797 , 0.179434 , 0.214791 , 0.200947 , 0.180861 , 0.142762 , 0.384984 , 0.297062 , 0.334008 , 0.287652 , 0.318704 , 0.35032 , 0.306528 , 0.380292 , 0.331476 , 0.36385 , 0.314438 , 0.17083 , 0.190988 , 0.242062 , 0.173217 , 0.21671 , 0.167516 , 0.153292 , 0.156413 , 0.168089 
 955 , 0.334526 , 0.407117 , 0.37389 , 0.349112 , 0.317687 , 0.386869 , 0.337425 , 0.340107 , 0.333274 , 0.357156 , 0.256435 , 0.147387 , 0.155229 , 0.189457 , 0.218564 , 0.125556 , 0.121906 , 0.145941 , 0.173643 , 0.181607 , 0.409693 , 0.376233 , 0.370183 , 0.379035 , 0.375966 , 0.382379 , 0.364821 , 0.309432 , 0.306355 , 0.376871 , 0.228482 , 0.247527 , 0.202137 , 0.18071 , 0.18554 , 0.162272 , 0.340947 , 0.293861 , 0.232076 , 0.207613 , 0.366331 , 0.368641 , 0.407561 , 0.346245 , 0.374149 , 0.416881 , 0.356833 , 0.41206 , 0.337417 , 0.337999 , 0.210302 , 0.185806 , 0.247115 , 0.199649 , 0.23374 , 0.179959 , 0.214647 , 0.201475 , 0.180823 , 0.143106 , 0.38481 , 0.297318 , 0.333258 , 0.287513 , 0.318349 , 0.350493 , 0.306242 , 0.380537 , 0.330819 , 0.364029 , 0.314109 , 0.170671 , 0.191024 , 0.242358 , 0.173579 , 0.216335 , 0.167917 , 0.15338 , 0.156376 , 0.167433 
 956 , 0.335547 , 0.408169 , 0.37562 , 0.351168 , 0.31795 , 0.387886 , 0.336958 , 0.340014 , 0.33449 , 0.35637 , 0.257142 , 0.147785 , 0.155019 , 0.190439 , 0.219577 , 0.12643 , 0.122438 , 0.146422 , 0.173963 , 0.182584 , 0.409629 , 0.377136 , 0.369975 , 0.379862 , 0.375991 , 0.382548 , 0.364967 , 0.30974 , 0.306764 , 0.376523 , 0.227996 , 0.248021 , 0.202705 , 0.181358 , 0.186173 , 0.16306 , 0.341394 , 0.294659 , 0.232851 , 0.208359 , 0.366475 , 0.368894 , 0.407451 , 0.347007 , 0.373459 , 0.416621 , 0.35712 , 0.412008 , 0.338119 , 0.338482 , 0.210512 , 0.186084 , 0.247408 , 0.200205 , 0.234061 , 0.18039 , 0.214964 , 0.202472 , 0.181044 , 0.143624 , 0.384902 , 0.297723 , 0.332901 , 0.288183 , 0.318474 , 0.351055 , 0.306014 , 0.381249 , 0.330571 , 0.364289 , 0.314143 , 0.171084 , 0.191665 , 0.242384 , 0.174463 , 0.216254 , 0.168447 , 0.153946 , 0.156495 , 0.167519 
 957 , 0.335981 , 0.409138 , 0.377794 , 0.353532 , 0.318213 , 0.390163 , 0.335675 , 0.340447 , 0.335554 , 0.356542 , 0.257343 , 0.148931 , 0.155714 , 0.193029 , 0.222297 , 0.127975 , 0.123614 , 0.146959 , 0.174102 , 0.184604 , 0.41004 , 0.377819 , 0.370665 , 0.380981 , 0.376434 , 0.38346 , 0.365144 , 0.310664 , 0.307815 , 0.376499 , 0.227874 , 0.248346 , 0.203604 , 0.182697 , 0.187364 , 0.164067 , 0.342459 , 0.296099 , 0.233861 , 0.20939 , 0.367124 , 0.369417 , 0.407505 , 0.348076 , 0.373578 , 0.416647 , 0.357427 , 0.41177 , 0.339208 , 0.339699 , 0.211055 , 0.186576 , 0.248628 , 0.201447 , 0.23465 , 0.180605 , 0.215964 , 0.203765 , 0.181393 , 0.144231 , 0.385174 , 0.298569 , 0.33314 , 0.289653 , 0.318977 , 0.352019 , 0.305981 , 0.382285 , 0.331016 , 0.364838 , 0.314825 , 0.172131 , 0.192909 , 0.242303 , 0.175921 , 0.216688 , 0.169049 , 0.15495 , 0.156688 , 0.168493 
 958 , 0.335674 , 0.409604 , 0.379552 , 0.355618 , 0.318398 , 0.392474 , 0.334843 , 0.340833 , 0.336432 , 0.357576 , 0.25818 , 0.15007 , 0.156527 , 0.195745 , 0.225435 , 0.129457 , 0.124636 , 0.147345 , 0.173851 , 0.186652 , 0.410725 , 0.378125 , 0.371805 , 0.382115 , 0.377536 , 0.3848 , 0.365098 , 0.311691 , 0.308289 , 0.376577 , 0.227894 , 0.248628 , 0.204435 , 0.18396 , 0.188498 , 0.164927 , 0.343663 , 0.297173 , 0.23498 , 0.210344 , 0.367653 , 0.370104 , 0.407533 , 0.348975 , 0.374255 , 0.416997 , 0.357552 , 0.41166 , 0.339995 , 0.340664 , 0.211626 , 0.187434 , 0.249885 , 0.20296 , 0.235004 , 0.180638 , 0.217293 , 0.204734 , 0.181517 , 0.144685 , 0.385283 , 0.299873 , 0.333667 , 0.29107 , 0.319277 , 0.352998 , 0.306161 , 0.383034 , 0.331917 , 0.365702 , 0.315956 , 0.173206 , 0.194125 , 0.242469 , 0.177406 , 0.217462 , 0.16953 , 0.155858 , 0.156736 , 0.169691 
 959 , 0.335344 , 0.410145 , 0.380944 , 0.35739 , 0.318751 , 0.394601 , 0.334343 , 0.341724 , 0.337054 , 0.358559 , 0.258961 , 0.151047 , 0.15746 , 0.198341 , 0.22826 , 0.130864 , 0.125677 , 0.147925 , 0.17369 , 0.188484 , 0.411436 , 0.378564 , 0.373071 , 0.383178 , 0.378685 , 0.386187 , 0.36523 , 0.312814 , 0.30878 , 0.376838 , 0.228066 , 0.248943 , 0.20531 , 0.18512 , 0.189556 , 0.165817 , 0.344798 , 0.298197 , 0.236117 , 0.211247 , 0.368134 , 0.370845 , 0.407749 , 0.349847 , 0.374991 , 0.417615 , 0.357825 , 0.411871 , 0.340635 , 0.341482 , 0.212312 , 0.188363 , 0.251113 , 0.204399 , 0.235439 , 0.180748 , 0.218572 , 0.205617 , 0.181788 , 0.145166 , 0.385389 , 0.301246 , 0.334279 , 0.292421 , 0.319638 , 0.353986 , 0.306748 , 0.383711 , 0.332924 , 0.366731 , 0.317154 , 0.174254 , 0.195268 , 0.242893 , 0.17878 , 0.218306 , 0.169963 , 0.156726 , 0.156943 , 0.170874 
