  time  ,:33:22 A,:33:41 A,:33:49 A,:33:56 A,:34:03 A,:34:38 A,:34:45 A,:34:51 A,:34:58 A,:35:05 A,:35:39 A,:35:47 A,:35:55 A,:36:03 A,:36:08 A,:36:46 A,:36:54 A,:37:02 A,:37:11 A,:37:19 A,:38:00 A,:38:07 A,:38:13 A,:38:20 A,:38:28 A,:40:17 A,:40:26 A,:40:33 A,:40:41 A,:40:48 A,:41:34 A,:41:43 A,:41:51 A,:42:02 A,:42:09 A,:42:49 A,:42:56 A,:43:02 A,:43:09 A,:43:17 A,:44:02 A,:44:09 A,:44:17 A,:44:25 A,:44:33 A,:45:26 A,:45:34 A,:45:42 A,:45:51 A,:46:03 A,:46:54 A,:47:02 A,:47:09 A,:47:17 A,:47:25 A,:48:21 A,:48:29 A,:48:35 A,:48:43 A,:48:52 A,:49:38 A,:49:46 A,:49:54 A,:50:04 A,:50:12 A,:51:02 A,:51:09 A,:51:17 A,:51:26 A,:51:34 A,:51:43 A,:51:51 A,:51:59 A,:52:07 A,:52:15 A,:53:05 A,:53:15 A,:53:24 A,:53:31 A,:53:38 A,:54:59 A,:55:07 A,:55:15 A,:55:22 A,:55:31 A,:57:31 A,:57:36 A,:57:43 A,:57:52 A,:57:58 A,:00:41 A,:00:47 A,:00:54 A,:01:00 A,:01:07 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 316 , 0.020946 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 0 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 0 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 0 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 , 161.858308 
 317 , 0.021084 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 0 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 0 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 0 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 , 149.168264 
 318 , 0.021188 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 , 0 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 , 137.806694 , 0 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 , 0 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 , 137.806694 , 0 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 , 0 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 137.806694 , 0 , 137.806694 
 319 , 0.021213 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 , 0 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 , 122.745971 , 0 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 , 0 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 , 122.745971 , 0 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 , 0 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 122.745971 , 0 , 122.745971 
 320 , 0.021234 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 , 0 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 , 110.876496 , 0 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 , 0 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 , 110.876496 , 0 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 , 0 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 110.876496 , 0 , 110.876496 
 321 , 0.021251 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 , 0 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 , 101.280401 , 0 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 , 0 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 , 101.280401 , 0 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 , 0 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 101.280401 , 0 , 101.280401 
 322 , 0.021512 , 0 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 0 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 0 , 0 , 0 , 90.499459 , 0 , 90.499459 , 0 , 0 , 90.499459 , 0 , 90.499459 , 90.499459 , 0 , 90.499459 , 0 , 90.499459 , 90.499459 , 0 , 0 , 90.499459 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 90.499459 , 0 , 0 , 0 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 90.499459 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 90.499459 , 0 , 0 , 90.499459 , 0 , 0 , 90.499459 , 90.499459 , 0 , 0 , 90.499459 , 0 , 90.499459 , 90.499459 , 0 , 90.499459 , 0 , 0 , 0 , 90.499459 , 90.499459 , 0 , 0 , 0 
 323 , 0.021785 , 0 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 0 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 0 , 0 , 0 , 81.136034 , 0 , 81.136034 , 0 , 0 , 81.136034 , 0 , 81.136034 , 81.136034 , 0 , 81.136034 , 0 , 81.136034 , 81.136034 , 0 , 0 , 81.136034 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 81.136034 , 0 , 0 , 0 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 81.136034 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 81.136034 , 0 , 0 , 81.136034 , 0 , 0 , 81.136034 , 81.136034 , 0 , 0 , 81.136034 , 0 , 81.136034 , 81.136034 , 0 , 81.136034 , 0 , 0 , 0 , 81.136034 , 81.136034 , 0 , 0 , 0 
 324 , 0.021981 , 0 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 0 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 0 , 0 , 0 , 73.735399 , 0 , 73.735399 , 0 , 0 , 73.735399 , 0 , 73.735399 , 73.735399 , 0 , 73.735399 , 0 , 73.735399 , 73.735399 , 0 , 0 , 73.735399 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 73.735399 , 0 , 0 , 0 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 73.735399 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 73.735399 , 0 , 0 , 73.735399 , 0 , 0 , 73.735399 , 73.735399 , 0 , 0 , 73.735399 , 0 , 73.735399 , 73.735399 , 0 , 73.735399 , 0 , 0 , 0 , 73.735399 , 73.735399 , 0 , 0 , 0 
 325 , 0.021778 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 67.597651 , 0 , 67.597651 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 67.597651 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 326 , 0.02099 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 62.28432 , 0 , 62.28432 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 62.28432 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 327 , 0.020365 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 57.989472 , 0 , 57.989472 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 57.989472 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 328 , 0.01986 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 329 , 0.020529 , 0 , 0 , 0 , 0 , 0.023212 , 0 , 0.068315 , 0 , 0 , 0.006654 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.017306 , 0 
 330 , 0.021136 , 0 , 0 , 0 , 0 , 0.0355 , 0 , 0.155102 , 0 , 0 , 0.010641 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.030396 , 0 
 331 , 0.021649 , 0 , 0 , 0 , 0 , 0.041854 , 0 , 0.274213 , 0 , 0 , 0.012951 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.039909 , 0 
 332 , 0.021353 , 0 , 0 , 0 , 0 , 0.059321 , 0 , 0.259556 , 0 , 0 , 0.021742 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000756 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.008187 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.011429 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003725 , 0 , 0 , 0 , 0 , 0.005386 , 0.004812 , 0.049629 , 0 
 333 , 0.020613 , 0 , 0 , 0 , 0 , 0.084712 , 0 , 0.194891 , 0 , 0 , 0.033844 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001788 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.015401 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.02658 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.009365 , 0 , 0 , 0 , 0 , 0.009339 , 0.009195 , 0.057911 , 0 
 334 , 0.019965 , 0 , 0 , 0 , 0 , 0.108844 , 0 , 0.159304 , 0 , 0 , 0.044061 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002563 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.018781 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.037566 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.014193 , 0 , 0 , 0 , 0 , 0.010893 , 0.011317 , 0.06344 , 0 
 335 , 0.019652 , 0.000493 , 0 , 0.002992 , 0 , 0.124626 , 0.001629 , 0.142182 , 0 , 0.094299 , 0.049404 , 0.001442 , 0 , 0.000552 , 0.003394 , 0 , 0.001957 , 0 , 0 , 0 , 0.006229 , 0 , 0 , 0.004125 , 0.003255 , 0 , 0.002449 , 0 , 0.001583 , 0.022574 , 0 , 0 , 0.000466 , 0 , 0 , 0.001457 , 0 , 0.000289 , 0 , 0.000723 , 0 , 0.000581 , 0.001771 , 0 , 0 , 0.000859 , 0 , 0.001211 , 0 , 0.000546 , 0 , 0 , 0.001334 , 0 , 0 , 0.002828 , 0.004735 , 0 , 0 , 0.045667 , 0 , 0 , 0.000626 , 0 , 0 , 0.002895 , 0.001128 , 0.002335 , 0 , 0 , 0 , 0.001282 , 0 , 0 , 0 , 0 , 0 , 0.000608 , 0 , 0 , 0.001506 , 0.003442 , 0.00081 , 0 , 0.000326 , 0 , 0.020497 , 0.000644 , 0.001607 , 0.001473 , 0.001105 , 0.013987 , 0.014129 , 0.068887 , 0 
 336 , 0.020291 , 0.001367 , 0 , 0.018798 , 0 , 0.11837 , 0.008467 , 0.147051 , 0 , 0.103084 , 0.045155 , 0.008045 , 0 , 0.002877 , 0.012366 , 0 , 0.009265 , 0 , 0 , 0 , 0.017851 , 0 , 0 , 0.020384 , 0.019245 , 0 , 0.01114 , 0 , 0.008709 , 0.031523 , 0 , 0 , 0.002142 , 0 , 0 , 0.007016 , 0 , 0.001503 , 0 , 0.003483 , 0 , 0.002719 , 0.008753 , 0 , 0 , 0.004161 , 0 , 0.006015 , 0 , 0.002875 , 0 , 0 , 0.006341 , 0 , 0 , 0.016364 , 0.017111 , 0 , 0 , 0.051269 , 0 , 0 , 0.003135 , 0 , 0 , 0.015592 , 0.005955 , 0.010778 , 0 , 0 , 0 , 0.005441 , 0 , 0 , 0 , 0 , 0 , 0.002744 , 0 , 0 , 0.008092 , 0.016785 , 0.003626 , 0 , 0.001459 , 0 , 0.031027 , 0.003044 , 0.007942 , 0.008126 , 0.005288 , 0.023409 , 0.022535 , 0.078494 , 0 
 337 , 0.020847 , 0.001572 , 0 , 0.036759 , 0 , 0.112713 , 0.013609 , 0.148727 , 0 , 0.09905 , 0.041986 , 0.013789 , 0 , 0.004638 , 0.015841 , 0 , 0.013843 , 0 , 0 , 0 , 0.024819 , 0 , 0 , 0.03145 , 0.035051 , 0 , 0.016188 , 0 , 0.014733 , 0.037236 , 0 , 0 , 0.003137 , 0 , 0 , 0.010612 , 0 , 0.002416 , 0 , 0.005268 , 0 , 0.004028 , 0.013505 , 0 , 0 , 0.006324 , 0 , 0.009316 , 0 , 0.004673 , 0 , 0 , 0.009501 , 0 , 0 , 0.029114 , 0.021836 , 0 , 0 , 0.053591 , 0 , 0 , 0.004888 , 0 , 0 , 0.025862 , 0.0097 , 0.015814 , 0 , 0 , 0 , 0.007565 , 0 , 0 , 0 , 0 , 0 , 0.003966 , 0 , 0 , 0.013398 , 0.025635 , 0.005212 , 0 , 0.002098 , 0 , 0.036673 , 0.004539 , 0.012254 , 0.013788 , 0.007963 , 0.029247 , 0.030079 , 0.084912 , 0 
 338 , 0.021335 , 0.001627 , 0 , 0.058243 , 0 , 0.107666 , 0.017535 , 0.148604 , 0 , 0.094769 , 0.039461 , 0.018847 , 0 , 0.005993 , 0.017372 , 0 , 0.016815 , 0 , 0 , 0 , 0.029168 , 0 , 0 , 0.039172 , 0.051021 , 0 , 0.019264 , 0 , 0.019885 , 0.04095 , 0 , 0 , 0.003755 , 0 , 0 , 0.013011 , 0 , 0.003113 , 0 , 0.006459 , 0 , 0.004863 , 0.01682 , 0 , 0 , 0.007783 , 0 , 0.011638 , 0 , 0.006081 , 0 , 0 , 0.011566 , 0 , 0 , 0.041323 , 0.023892 , 0 , 0 , 0.054342 , 0 , 0 , 0.006141 , 0 , 0 , 0.034269 , 0.012645 , 0.018953 , 0 , 0 , 0 , 0.008731 , 0 , 0 , 0 , 0 , 0 , 0.004702 , 0 , 0 , 0.017723 , 0.031672 , 0.006155 , 0 , 0.002479 , 0 , 0.039803 , 0.005506 , 0.015262 , 0.018661 , 0.009731 , 0.032967 , 0.036937 , 0.089205 , 0 
 339 , 0.021312 , 0.005927 , 0.005099 , 0.054488 , 0.009173 , 0.107773 , 0.028896 , 0.129475 , 0.003004 , 0.07908 , 0.046282 , 0.02524 , 0 , 0.009163 , 0.019963 , 0 , 0.020585 , 0.006407 , 0 , 0.004078 , 0.033783 , 0.009053 , 0.004634 , 0.037131 , 0.042118 , 0.002586 , 0.023108 , 0.00406 , 0.026392 , 0.042579 , 0 , 0.00217 , 0.008721 , 0.004402 , 0 , 0.018204 , 0.001106 , 0.008992 , 0.002222 , 0.011702 , 0.001341 , 0.010425 , 0.020603 , 0.003209 , 0 , 0.013772 , 0.003872 , 0.017844 , 0.001479 , 0.010792 , 0.00317 , 0 , 0.015673 , 0.005448 , 0.00632 , 0.042382 , 0.029647 , 0.003084 , 0 , 0.059223 , 0 , 0.000829 , 0.011668 , 0.004807 , 0.001361 , 0.03425 , 0.019329 , 0.022833 , 0.003233 , 0.00225 , 0 , 0.01438 , 0.000725 , 0.004366 , 0 , 0 , 0 , 0.009488 , 0.001086 , 0 , 0.02417 , 0.034744 , 0.011041 , 0.0018 , 0.00662 , 0.003868 , 0.043885 , 0.009396 , 0.020482 , 0.02596 , 0.01303 , 0.036049 , 0.041766 , 0.089488 , 0.004189 
 340 , 0.021206 , 0.009318 , 0.009007 , 0.050103 , 0.013274 , 0.107793 , 0.041806 , 0.114398 , 0.006107 , 0.068148 , 0.053487 , 0.030638 , 0 , 0.011505 , 0.021779 , 0 , 0.024544 , 0.011733 , 0 , 0.007532 , 0.0379 , 0.014746 , 0.008926 , 0.034371 , 0.034328 , 0.004793 , 0.026411 , 0.007911 , 0.030987 , 0.043396 , 0 , 0.004238 , 0.013925 , 0.009012 , 0 , 0.022177 , 0.002264 , 0.013947 , 0.004476 , 0.016201 , 0.00246 , 0.01605 , 0.023045 , 0.00637 , 0 , 0.020063 , 0.008152 , 0.024031 , 0.002977 , 0.014978 , 0.006056 , 0 , 0.018976 , 0.009613 , 0.012368 , 0.041328 , 0.035687 , 0.005648 , 0 , 0.063631 , 0 , 0.001699 , 0.016229 , 0.008691 , 0.002652 , 0.032905 , 0.025699 , 0.025934 , 0.00578 , 0.004469 , 0 , 0.019633 , 0.00142 , 0.009024 , 0 , 0 , 0 , 0.014237 , 0.002005 , 0 , 0.029276 , 0.036455 , 0.015526 , 0.003595 , 0.010644 , 0.006769 , 0.047102 , 0.013034 , 0.025018 , 0.032097 , 0.015891 , 0.038396 , 0.044523 , 0.088571 , 0.008333 
