  time  ,35:22 PM,35:34 PM,35:47 PM,35:57 PM,36:07 PM,37:07 PM,37:29 PM,37:49 PM,38:02 PM,38:14 PM,39:00 PM,39:11 PM,39:23 PM,39:38 PM,39:48 PM,41:05 PM,41:21 PM,41:34 PM,41:45 PM,41:58 PM,42:43 PM,42:58 PM,43:12 PM,43:22 PM,43:34 PM,48:04 PM,48:16 PM,48:29 PM,48:40 PM,48:50 PM,49:35 PM,49:46 PM,49:58 PM,50:11 PM,50:19 PM,51:18 PM,51:29 PM,51:46 PM,51:59 PM,52:08 PM,53:08 PM,53:19 PM,53:28 PM,53:40 PM,53:54 PM,55:10 PM,55:26 PM,55:37 PM,55:49 PM,55:58 PM,57:32 PM,57:44 PM,57:57 PM,58:06 PM,58:18 PM,59:12 PM,59:27 PM,59:39 PM,59:49 PM,59:59 PM,01:10 PM,01:22 PM,01:34 PM,01:43 PM,01:53 PM,02:40 PM,02:51 PM,03:02 PM,03:14 PM,03:23 PM,04:20 PM,04:32 PM,04:42 PM,04:52 PM,05:02 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 691 , 0.118388 , 0.11488 , 0.105416 , 0.100824 , 0.112141 , 0.138888 , 0.1202 , 0.1035 , 0.132256 , 0.134672 , 0.144229 , 0.133683 , 0.143407 , 0.139732 , 0.112131 , 0.121043 , 0.143928 , 0.096097 , 0.097045 , 0.138035 , 0.090392 , 0.302317 , 0.105624 , 0.234299 , 0.244106 , 0.196203 , 0.220618 , 0.166583 , 0.191477 , 0.204793 , 0.107248 , 0.095421 , 0.099315 , 0.111267 , 0.132975 , 0.12424 , 0.115504 , 0.120981 , 0.114317 , 0.138326 , 0.082625 , 0.073244 , 0.083864 , 0.132256 , 0.130351 , 0.113995 , 0.123292 , 0.089944 , 0.134339 , 0.125478 , 0.09668 , 0.065363 , 0.109872 , 0.156296 , 0.088653 , 0.132943 , 0.164219 , 0.128467 , 0.116431 , 0.14222 , 0.148821 , 0.159867 , 0.120023 , 0.112829 , 0.142876 , 0.077628 , 0.094046 , 0.097461 , 0.112381 , 0.09742 , 0.146322 , 0.141116 , 0.141408 , 0.136181 , 0.136931 
 692 , 0.119762 , 0.117335 , 0.108126 , 0.102826 , 0.114794 , 0.142785 , 0.12501 , 0.108147 , 0.135225 , 0.138388 , 0.146913 , 0.137112 , 0.146197 , 0.143501 , 0.1158 , 0.122707 , 0.145938 , 0.098377 , 0.099487 , 0.13984 , 0.093109 , 0.303771 , 0.108582 , 0.235873 , 0.246431 , 0.19775 , 0.222018 , 0.168473 , 0.193643 , 0.206026 , 0.110584 , 0.099446 , 0.103189 , 0.11523 , 0.136677 , 0.128214 , 0.120395 , 0.125715 , 0.119077 , 0.142246 , 0.084781 , 0.075976 , 0.088079 , 0.133368 , 0.131263 , 0.117947 , 0.126482 , 0.093856 , 0.136884 , 0.128339 , 0.098139 , 0.067711 , 0.112596 , 0.158683 , 0.09005 , 0.136003 , 0.167125 , 0.132259 , 0.120529 , 0.144994 , 0.15076 , 0.161815 , 0.124543 , 0.117906 , 0.144818 , 0.078963 , 0.096718 , 0.100348 , 0.11327 , 0.09928 , 0.148945 , 0.143947 , 0.144237 , 0.139052 , 0.139269 
 693 , 0.121109 , 0.119745 , 0.110778 , 0.104796 , 0.1174 , 0.146616 , 0.129735 , 0.11271 , 0.138144 , 0.142029 , 0.149539 , 0.140489 , 0.14894 , 0.147204 , 0.119394 , 0.124342 , 0.147907 , 0.100623 , 0.101883 , 0.141595 , 0.095788 , 0.305205 , 0.11148 , 0.237414 , 0.248716 , 0.199272 , 0.223395 , 0.170325 , 0.19576 , 0.207227 , 0.113846 , 0.103391 , 0.106986 , 0.119105 , 0.140314 , 0.132111 , 0.1252 , 0.130375 , 0.123753 , 0.146089 , 0.086903 , 0.078659 , 0.092213 , 0.134467 , 0.132173 , 0.121822 , 0.129621 , 0.097689 , 0.139394 , 0.13114 , 0.099579 , 0.070012 , 0.115272 , 0.161037 , 0.091418 , 0.139012 , 0.169974 , 0.135985 , 0.124539 , 0.147721 , 0.152669 , 0.163724 , 0.128981 , 0.122896 , 0.14674 , 0.080291 , 0.099342 , 0.103174 , 0.114146 , 0.101108 , 0.151523 , 0.146719 , 0.147008 , 0.141884 , 0.141553 
 694 , 0.122477 , 0.122322 , 0.113602 , 0.10689 , 0.12017 , 0.150653 , 0.134727 , 0.117597 , 0.141213 , 0.145887 , 0.152331 , 0.144023 , 0.151827 , 0.151106 , 0.123197 , 0.126069 , 0.149963 , 0.102978 , 0.104409 , 0.143426 , 0.098593 , 0.306639 , 0.114539 , 0.238992 , 0.251099 , 0.200809 , 0.224765 , 0.172262 , 0.197968 , 0.208448 , 0.117278 , 0.107601 , 0.111008 , 0.123197 , 0.144126 , 0.136199 , 0.13028 , 0.135273 , 0.128695 , 0.150128 , 0.089101 , 0.081483 , 0.096575 , 0.135592 , 0.13308 , 0.125884 , 0.132884 , 0.101733 , 0.142006 , 0.134068 , 0.101063 , 0.072382 , 0.118081 , 0.163501 , 0.092828 , 0.14216 , 0.172962 , 0.139916 , 0.128767 , 0.150581 , 0.154678 , 0.165684 , 0.133718 , 0.128211 , 0.148749 , 0.081658 , 0.102072 , 0.10619 , 0.115033 , 0.102978 , 0.154225 , 0.149624 , 0.149933 , 0.144847 , 0.143962 
 695 , 0.123934 , 0.125329 , 0.116897 , 0.109307 , 0.123421 , 0.155312 , 0.140521 , 0.123401 , 0.144706 , 0.150317 , 0.155569 , 0.148101 , 0.155159 , 0.155559 , 0.127627 , 0.128099 , 0.152276 , 0.105655 , 0.107306 , 0.145434 , 0.101798 , 0.308143 , 0.118015 , 0.240698 , 0.253818 , 0.202447 , 0.226173 , 0.174443 , 0.200457 , 0.20975 , 0.121175 , 0.112507 , 0.115666 , 0.127894 , 0.14846 , 0.140839 , 0.136151 , 0.140921 , 0.134397 , 0.154748 , 0.091561 , 0.084729 , 0.101582 , 0.136818 , 0.134058 , 0.130478 , 0.13652 , 0.106404 , 0.144921 , 0.137382 , 0.10268 , 0.075005 , 0.121267 , 0.166319 , 0.094381 , 0.145752 , 0.176372 , 0.144409 , 0.133587 , 0.153835 , 0.156943 , 0.167806 , 0.13931 , 0.134469 , 0.151025 , 0.08317 , 0.105152 , 0.109727 , 0.115984 , 0.104988 , 0.157292 , 0.152943 , 0.153281 , 0.148204 , 0.146706 
 696 , 0.125373 , 0.128295 , 0.120141 , 0.111691 , 0.126609 , 0.159909 , 0.146228 , 0.129113 , 0.148138 , 0.154688 , 0.158755 , 0.152123 , 0.158438 , 0.15995 , 0.131984 , 0.130083 , 0.154565 , 0.108299 , 0.110169 , 0.147423 , 0.104958 , 0.309621 , 0.121449 , 0.242388 , 0.256499 , 0.204061 , 0.227572 , 0.176585 , 0.202906 , 0.211019 , 0.125005 , 0.117332 , 0.120244 , 0.132525 , 0.152736 , 0.14541 , 0.141936 , 0.146483 , 0.140005 , 0.159286 , 0.093984 , 0.087914 , 0.106511 , 0.138033 , 0.135019 , 0.135008 , 0.140087 , 0.111007 , 0.147811 , 0.140649 , 0.104263 , 0.077574 , 0.124412 , 0.169095 , 0.095905 , 0.149293 , 0.179722 , 0.148833 , 0.138339 , 0.157038 , 0.159184 , 0.169902 , 0.144828 , 0.140628 , 0.153278 , 0.084665 , 0.108187 , 0.113214 , 0.116913 , 0.106981 , 0.160308 , 0.156221 , 0.156588 , 0.15151 , 0.149416 
 697 , 0.126784 , 0.131222 , 0.123343 , 0.11404 , 0.129756 , 0.164424 , 0.151843 , 0.134733 , 0.151518 , 0.158999 , 0.1619 , 0.156088 , 0.161676 , 0.164271 , 0.13628 , 0.132046 , 0.156821 , 0.110895 , 0.112982 , 0.14938 , 0.108065 , 0.311076 , 0.12483 , 0.244051 , 0.259135 , 0.205637 , 0.228936 , 0.178704 , 0.205321 , 0.212273 , 0.128789 , 0.122091 , 0.124758 , 0.137074 , 0.156943 , 0.149909 , 0.14764 , 0.151955 , 0.145533 , 0.163762 , 0.09636 , 0.091047 , 0.111373 , 0.139222 , 0.135965 , 0.139466 , 0.143609 , 0.115537 , 0.150642 , 0.143863 , 0.105836 , 0.080115 , 0.127506 , 0.171824 , 0.097398 , 0.15277 , 0.18303 , 0.153187 , 0.143029 , 0.16018 , 0.161391 , 0.171966 , 0.150255 , 0.146683 , 0.155487 , 0.086141 , 0.11117 , 0.116636 , 0.117837 , 0.108941 , 0.163284 , 0.159437 , 0.159833 , 0.154765 , 0.152077 
 698 , 0.128308 , 0.134581 , 0.12706 , 0.116747 , 0.133393 , 0.169548 , 0.1582 , 0.1413 , 0.155368 , 0.163895 , 0.165407 , 0.160464 , 0.165204 , 0.169173 , 0.141148 , 0.134215 , 0.159297 , 0.113793 , 0.116108 , 0.151491 , 0.111499 , 0.312523 , 0.128704 , 0.245806 , 0.262067 , 0.207266 , 0.230307 , 0.180967 , 0.207956 , 0.213529 , 0.133018 , 0.127547 , 0.129932 , 0.142173 , 0.161662 , 0.154983 , 0.154079 , 0.158119 , 0.151775 , 0.168848 , 0.098944 , 0.094569 , 0.11694 , 0.140478 , 0.136905 , 0.144325 , 0.147441 , 0.120635 , 0.153724 , 0.14739 , 0.10751 , 0.082886 , 0.130957 , 0.174816 , 0.099015 , 0.156637 , 0.186692 , 0.158089 , 0.148304 , 0.163763 , 0.163803 , 0.174217 , 0.156566 , 0.153724 , 0.157936 , 0.087647 , 0.114484 , 0.120645 , 0.118747 , 0.111002 , 0.166513 , 0.163052 , 0.163377 , 0.158363 , 0.154962 
 699 , 0.129824 , 0.137919 , 0.130763 , 0.119445 , 0.137009 , 0.174644 , 0.164528 , 0.147833 , 0.159202 , 0.168783 , 0.168884 , 0.164841 , 0.168712 , 0.174058 , 0.146004 , 0.136372 , 0.161759 , 0.116675 , 0.119232 , 0.153593 , 0.114917 , 0.313988 , 0.132562 , 0.24756 , 0.264983 , 0.208884 , 0.231653 , 0.183224 , 0.210562 , 0.214796 , 0.137231 , 0.132977 , 0.135089 , 0.147236 , 0.166337 , 0.160031 , 0.160496 , 0.164255 , 0.158 , 0.173907 , 0.101496 , 0.09807 , 0.122476 , 0.141719 , 0.137828 , 0.149157 , 0.151239 , 0.1257 , 0.156777 , 0.150885 , 0.109167 , 0.08564 , 0.134392 , 0.177787 , 0.100627 , 0.160465 , 0.190329 , 0.162941 , 0.153543 , 0.167317 , 0.166206 , 0.176453 , 0.16284 , 0.160728 , 0.160374 , 0.089146 , 0.117767 , 0.124639 , 0.119647 , 0.113047 , 0.169723 , 0.16663 , 0.166893 , 0.161921 , 0.157828 
 700 , 0.131317 , 0.141218 , 0.134426 , 0.12211 , 0.140574 , 0.179678 , 0.170772 , 0.15429 , 0.162984 , 0.17361 , 0.172332 , 0.169172 , 0.172171 , 0.178883 , 0.150808 , 0.138501 , 0.164191 , 0.119523 , 0.122311 , 0.155668 , 0.118296 , 0.315422 , 0.136378 , 0.249291 , 0.267876 , 0.210479 , 0.232989 , 0.185454 , 0.213136 , 0.216034 , 0.141389 , 0.138351 , 0.140182 , 0.152247 , 0.170963 , 0.165016 , 0.166838 , 0.170309 , 0.164141 , 0.178913 , 0.104027 , 0.101521 , 0.127946 , 0.142939 , 0.138753 , 0.153927 , 0.154994 , 0.130713 , 0.159794 , 0.15434 , 0.110799 , 0.08836 , 0.137777 , 0.180734 , 0.102216 , 0.164262 , 0.193926 , 0.167743 , 0.158717 , 0.170833 , 0.168568 , 0.178671 , 0.169041 , 0.167653 , 0.162793 , 0.090624 , 0.121023 , 0.12858 , 0.12054 , 0.115076 , 0.172885 , 0.170179 , 0.17037 , 0.165449 , 0.160659 
 701 , 0.132799 , 0.144643 , 0.13822 , 0.124844 , 0.144322 , 0.184831 , 0.177196 , 0.161015 , 0.166876 , 0.178549 , 0.175823 , 0.173599 , 0.175703 , 0.183779 , 0.155714 , 0.140665 , 0.166686 , 0.122389 , 0.125475 , 0.157738 , 0.121718 , 0.316799 , 0.140304 , 0.25096 , 0.270799 , 0.212024 , 0.234338 , 0.187707 , 0.215751 , 0.217244 , 0.145644 , 0.143901 , 0.145434 , 0.157347 , 0.175633 , 0.170042 , 0.173309 , 0.176495 , 0.170463 , 0.184009 , 0.106568 , 0.105065 , 0.133601 , 0.144162 , 0.139653 , 0.15874 , 0.15873 , 0.135795 , 0.162828 , 0.157818 , 0.11242 , 0.091058 , 0.141236 , 0.183709 , 0.103833 , 0.168108 , 0.197556 , 0.172587 , 0.16402 , 0.174391 , 0.170934 , 0.180863 , 0.175503 , 0.174811 , 0.165253 , 0.0921 , 0.124333 , 0.132709 , 0.121417 , 0.117099 , 0.176064 , 0.173749 , 0.17385 , 0.16894 , 0.163519 
 702 , 0.134249 , 0.1481 , 0.142081 , 0.127602 , 0.14813 , 0.190023 , 0.183665 , 0.167851 , 0.170791 , 0.183526 , 0.179331 , 0.178005 , 0.179241 , 0.188688 , 0.160646 , 0.142829 , 0.169176 , 0.12525 , 0.128658 , 0.159759 , 0.125131 , 0.318113 , 0.144264 , 0.252583 , 0.273709 , 0.213511 , 0.235653 , 0.189943 , 0.218354 , 0.218374 , 0.149934 , 0.149515 , 0.150741 , 0.16246 , 0.180307 , 0.175066 , 0.179779 , 0.182699 , 0.176809 , 0.189116 , 0.109087 , 0.108619 , 0.139301 , 0.14533 , 0.140527 , 0.163556 , 0.16242 , 0.140895 , 0.165838 , 0.161284 , 0.11402 , 0.093731 , 0.144692 , 0.186685 , 0.10545 , 0.171956 , 0.201144 , 0.177427 , 0.169346 , 0.177916 , 0.173272 , 0.183018 , 0.182041 , 0.182051 , 0.167711 , 0.093552 , 0.127642 , 0.136909 , 0.122281 , 0.119102 , 0.179211 , 0.177298 , 0.177318 , 0.172385 , 0.166346 
 703 , 0.135692 , 0.15153 , 0.145891 , 0.130321 , 0.151897 , 0.195159 , 0.190064 , 0.174623 , 0.174663 , 0.188439 , 0.18279 , 0.182364 , 0.18275 , 0.193553 , 0.165515 , 0.144969 , 0.17165 , 0.128081 , 0.131807 , 0.161768 , 0.128517 , 0.319404 , 0.14818 , 0.254189 , 0.276588 , 0.214981 , 0.236954 , 0.192156 , 0.220928 , 0.2195 , 0.154186 , 0.155069 , 0.15598 , 0.167517 , 0.184931 , 0.180025 , 0.186189 , 0.188826 , 0.183097 , 0.194168 , 0.111579 , 0.112144 , 0.144939 , 0.146495 , 0.141391 , 0.16831 , 0.16607 , 0.145931 , 0.168815 , 0.164712 , 0.115593 , 0.096365 , 0.148111 , 0.189628 , 0.107039 , 0.175753 , 0.204693 , 0.182205 , 0.174603 , 0.181402 , 0.175594 , 0.185149 , 0.188508 , 0.189222 , 0.170133 , 0.094988 , 0.130915 , 0.141054 , 0.123135 , 0.121083 , 0.182314 , 0.180817 , 0.180738 , 0.175793 , 0.169142 
 704 , 0.137101 , 0.154921 , 0.149675 , 0.133019 , 0.155651 , 0.200233 , 0.196378 , 0.181369 , 0.178489 , 0.193291 , 0.18622 , 0.186645 , 0.186181 , 0.19835 , 0.170334 , 0.147071 , 0.174081 , 0.130859 , 0.134912 , 0.163727 , 0.131845 , 0.320659 , 0.152061 , 0.255762 , 0.279459 , 0.216426 , 0.238219 , 0.194326 , 0.223447 , 0.220577 , 0.158382 , 0.160561 , 0.161183 , 0.172484 , 0.189465 , 0.184939 , 0.192502 , 0.194889 , 0.189287 , 0.199139 , 0.114016 , 0.115614 , 0.150523 , 0.147643 , 0.142249 , 0.172957 , 0.169624 , 0.150888 , 0.171754 , 0.168066 , 0.117142 , 0.098938 , 0.151469 , 0.192522 , 0.108602 , 0.179485 , 0.208162 , 0.186921 , 0.179801 , 0.18483 , 0.177858 , 0.187216 , 0.194918 , 0.196309 , 0.172543 , 0.096384 , 0.134143 , 0.145198 , 0.123986 , 0.12302 , 0.185343 , 0.184258 , 0.18409 , 0.17912 , 0.171872 
 705 , 0.138461 , 0.158332 , 0.153487 , 0.135744 , 0.15948 , 0.205264 , 0.202625 , 0.188158 , 0.182283 , 0.198094 , 0.189669 , 0.190807 , 0.189512 , 0.203086 , 0.175114 , 0.149132 , 0.176467 , 0.133567 , 0.13797 , 0.1656 , 0.135087 , 0.321872 , 0.1559 , 0.257305 , 0.282375 , 0.217847 , 0.239455 , 0.196466 , 0.225929 , 0.221604 , 0.16253 , 0.166022 , 0.166404 , 0.17736 , 0.193876 , 0.189826 , 0.198722 , 0.200899 , 0.195387 , 0.204038 , 0.116373 , 0.11907 , 0.156115 , 0.148799 , 0.14309 , 0.177428 , 0.173044 , 0.155752 , 0.174653 , 0.171298 , 0.118639 , 0.101425 , 0.154781 , 0.195367 , 0.110135 , 0.183117 , 0.211551 , 0.191581 , 0.184922 , 0.188188 , 0.180096 , 0.189208 , 0.20135 , 0.203351 , 0.174947 , 0.097747 , 0.137343 , 0.149397 , 0.124877 , 0.124916 , 0.188276 , 0.187609 , 0.187344 , 0.182381 , 0.174525 
 706 , 0.139809 , 0.161717 , 0.157271 , 0.138453 , 0.163277 , 0.210264 , 0.208811 , 0.194897 , 0.186064 , 0.202863 , 0.193094 , 0.194927 , 0.192811 , 0.207797 , 0.179872 , 0.151177 , 0.178839 , 0.13625 , 0.141008 , 0.16747 , 0.138307 , 0.323093 , 0.159709 , 0.258839 , 0.285272 , 0.219263 , 0.240694 , 0.198612 , 0.228389 , 0.222637 , 0.166661 , 0.171448 , 0.171594 , 0.182203 , 0.198271 , 0.194683 , 0.204911 , 0.20688 , 0.20144 , 0.208928 , 0.118719 , 0.122502 , 0.161669 , 0.149939 , 0.143943 , 0.181891 , 0.17646 , 0.160586 , 0.177552 , 0.17451 , 0.120133 , 0.103898 , 0.158081 , 0.198203 , 0.11165 , 0.186727 , 0.214934 , 0.196204 , 0.190032 , 0.191534 , 0.18232 , 0.191192 , 0.207748 , 0.210342 , 0.177337 , 0.099101 , 0.14052 , 0.153576 , 0.125768 , 0.126802 , 0.191192 , 0.190958 , 0.190588 , 0.185615 , 0.177162 
 707 , 0.141147 , 0.165079 , 0.161027 , 0.141137 , 0.167046 , 0.21522 , 0.214958 , 0.201592 , 0.189805 , 0.207591 , 0.196483 , 0.199023 , 0.196086 , 0.212467 , 0.18459 , 0.153205 , 0.181188 , 0.138908 , 0.144026 , 0.169324 , 0.141496 , 0.324303 , 0.163489 , 0.260359 , 0.288149 , 0.220677 , 0.241933 , 0.200729 , 0.230845 , 0.223662 , 0.170759 , 0.176836 , 0.176749 , 0.187014 , 0.202619 , 0.199498 , 0.211052 , 0.212816 , 0.207456 , 0.213775 , 0.121044 , 0.12591 , 0.167182 , 0.151082 , 0.144792 , 0.186306 , 0.179841 , 0.165379 , 0.180422 , 0.177699 , 0.121616 , 0.10635 , 0.161347 , 0.20101 , 0.113164 , 0.190309 , 0.218283 , 0.200797 , 0.195088 , 0.194855 , 0.184532 , 0.193159 , 0.214086 , 0.217275 , 0.179715 , 0.100447 , 0.143677 , 0.157712 , 0.126656 , 0.128672 , 0.194089 , 0.194273 , 0.193799 , 0.188826 , 0.179773 
 708 , 0.142391 , 0.168233 , 0.16462 , 0.143734 , 0.170706 , 0.219909 , 0.220711 , 0.207978 , 0.193284 , 0.212074 , 0.199641 , 0.202819 , 0.19909 , 0.216798 , 0.189004 , 0.155104 , 0.183401 , 0.141367 , 0.146864 , 0.170948 , 0.144468 , 0.325473 , 0.167142 , 0.261769 , 0.290887 , 0.221899 , 0.243105 , 0.202722 , 0.233241 , 0.224701 , 0.174638 , 0.181961 , 0.181691 , 0.191448 , 0.206625 , 0.203969 , 0.21676 , 0.218334 , 0.213069 , 0.218296 , 0.123224 , 0.129146 , 0.172416 , 0.152109 , 0.145521 , 0.190328 , 0.18285 , 0.169972 , 0.183005 , 0.18057 , 0.122953 , 0.108559 , 0.164475 , 0.203582 , 0.114558 , 0.193612 , 0.221348 , 0.205051 , 0.199911 , 0.197921 , 0.186599 , 0.194945 , 0.220093 , 0.223802 , 0.181874 , 0.10169 , 0.146651 , 0.16178 , 0.127436 , 0.130411 , 0.196665 , 0.197322 , 0.196704 , 0.191728 , 0.182145 
 709 , 0.143635 , 0.171382 , 0.168212 , 0.146326 , 0.17437 , 0.2246 , 0.226463 , 0.214348 , 0.196766 , 0.216548 , 0.20279 , 0.206614 , 0.202089 , 0.221102 , 0.193394 , 0.15699 , 0.185592 , 0.143808 , 0.149688 , 0.172545 , 0.147421 , 0.326624 , 0.170777 , 0.263184 , 0.293612 , 0.22311 , 0.244267 , 0.204683 , 0.23562 , 0.225733 , 0.178521 , 0.187081 , 0.18663 , 0.195863 , 0.210611 , 0.208439 , 0.222438 , 0.223841 , 0.218672 , 0.222813 , 0.1254 , 0.132385 , 0.177656 , 0.153147 , 0.146258 , 0.194326 , 0.185842 , 0.174553 , 0.185573 , 0.183421 , 0.124276 , 0.110748 , 0.167597 , 0.206162 , 0.115936 , 0.196901 , 0.224417 , 0.209285 , 0.204712 , 0.200974 , 0.188648 , 0.196737 , 0.22607 , 0.230326 , 0.184036 , 0.102927 , 0.14964 , 0.165839 , 0.128205 , 0.132135 , 0.199235 , 0.200369 , 0.19961 , 0.194624 , 0.184516 
 710 , 0.144888 , 0.174537 , 0.171804 , 0.14892 , 0.178043 , 0.229285 , 0.232209 , 0.220734 , 0.200239 , 0.22103 , 0.205943 , 0.210415 , 0.205093 , 0.225416 , 0.197793 , 0.158886 , 0.187789 , 0.146245 , 0.152522 , 0.174154 , 0.150382 , 0.327776 , 0.174412 , 0.264609 , 0.296331 , 0.224326 , 0.245433 , 0.20665 , 0.238009 , 0.226772 , 0.18241 , 0.192203 , 0.191573 , 0.200287 , 0.214609 , 0.212908 , 0.22812 , 0.229343 , 0.224288 , 0.227327 , 0.127575 , 0.13562 , 0.182907 , 0.154175 , 0.147 , 0.198337 , 0.18883 , 0.179152 , 0.188152 , 0.186289 , 0.125607 , 0.112947 , 0.170715 , 0.208743 , 0.117323 , 0.200191 , 0.227489 , 0.21352 , 0.209517 , 0.204023 , 0.190703 , 0.198519 , 0.232047 , 0.236853 , 0.186193 , 0.104166 , 0.152628 , 0.169912 , 0.128989 , 0.133862 , 0.201815 , 0.203411 , 0.202513 , 0.197525 , 0.186891 
 711 , 0.146079 , 0.177533 , 0.175253 , 0.151411 , 0.181538 , 0.233725 , 0.237607 , 0.226792 , 0.20354 , 0.225218 , 0.208938 , 0.213964 , 0.20788 , 0.229452 , 0.201909 , 0.160671 , 0.189854 , 0.148578 , 0.155244 , 0.175644 , 0.153204 , 0.328934 , 0.177933 , 0.266008 , 0.299006 , 0.225523 , 0.246562 , 0.208528 , 0.240286 , 0.227774 , 0.186106 , 0.197084 , 0.196254 , 0.204437 , 0.21837 , 0.217092 , 0.23342 , 0.234478 , 0.229557 , 0.231484 , 0.129647 , 0.138688 , 0.18789 , 0.155187 , 0.147729 , 0.202052 , 0.19159 , 0.183426 , 0.190513 , 0.188948 , 0.126843 , 0.115008 , 0.17367 , 0.21116 , 0.118679 , 0.203264 , 0.230358 , 0.217464 , 0.214021 , 0.206869 , 0.19263 , 0.200164 , 0.237635 , 0.242957 , 0.188243 , 0.105356 , 0.155483 , 0.173813 , 0.129742 , 0.135503 , 0.204179 , 0.206211 , 0.205161 , 0.200174 , 0.189091 
 712 , 0.147241 , 0.180469 , 0.178665 , 0.153867 , 0.184998 , 0.238069 , 0.242882 , 0.232733 , 0.206777 , 0.229287 , 0.211884 , 0.21741 , 0.210593 , 0.233379 , 0.205913 , 0.162402 , 0.191871 , 0.150839 , 0.157921 , 0.177061 , 0.155956 , 0.330045 , 0.181381 , 0.267367 , 0.30163 , 0.226685 , 0.247648 , 0.210356 , 0.242521 , 0.228736 , 0.189707 , 0.201859 , 0.200834 , 0.208467 , 0.222024 , 0.22115 , 0.238572 , 0.239455 , 0.234689 , 0.235486 , 0.13169 , 0.141696 , 0.192764 , 0.156184 , 0.148456 , 0.205656 , 0.194235 , 0.187561 , 0.192773 , 0.191511 , 0.128034 , 0.117012 , 0.17652 , 0.213498 , 0.120022 , 0.206207 , 0.233113 , 0.221255 , 0.218388 , 0.209596 , 0.194492 , 0.201735 , 0.243062 , 0.248892 , 0.190257 , 0.106531 , 0.158282 , 0.17765 , 0.130503 , 0.137111 , 0.206425 , 0.208922 , 0.207698 , 0.202732 , 0.191226 
 713 , 0.148425 , 0.183447 , 0.182115 , 0.156363 , 0.188493 , 0.242463 , 0.248228 , 0.238759 , 0.210049 , 0.23341 , 0.214878 , 0.220898 , 0.213347 , 0.23736 , 0.209974 , 0.164169 , 0.193908 , 0.153131 , 0.160634 , 0.178505 , 0.158744 , 0.331163 , 0.184883 , 0.268744 , 0.304277 , 0.227872 , 0.248757 , 0.212204 , 0.244788 , 0.229706 , 0.193351 , 0.206695 , 0.205466 , 0.212544 , 0.225718 , 0.225255 , 0.243777 , 0.244495 , 0.239884 , 0.239543 , 0.133749 , 0.144739 , 0.197698 , 0.157185 , 0.1492 , 0.209312 , 0.196923 , 0.191744 , 0.195052 , 0.194107 , 0.129231 , 0.119035 , 0.179412 , 0.215861 , 0.121388 , 0.209199 , 0.235905 , 0.225085 , 0.222807 , 0.212365 , 0.196384 , 0.203321 , 0.248568 , 0.2549 , 0.192302 , 0.107723 , 0.161116 , 0.181538 , 0.131273 , 0.138738 , 0.208698 , 0.211665 , 0.210276 , 0.205324 , 0.193379 
 714 , 0.149567 , 0.186373 , 0.185517 , 0.15883 , 0.191946 , 0.246778 , 0.253509 , 0.244689 , 0.213258 , 0.237478 , 0.217833 , 0.22429 , 0.216035 , 0.241272 , 0.213945 , 0.16589 , 0.1959 , 0.155366 , 0.163273 , 0.179897 , 0.161485 , 0.332288 , 0.18835 , 0.270114 , 0.306929 , 0.229034 , 0.249838 , 0.214001 , 0.247023 , 0.230672 , 0.196944 , 0.211441 , 0.210038 , 0.216533 , 0.229298 , 0.22926 , 0.248896 , 0.249452 , 0.244952 , 0.24354 , 0.135768 , 0.147741 , 0.202564 , 0.158171 , 0.149897 , 0.212862 , 0.199524 , 0.195853 , 0.197283 , 0.196615 , 0.130402 , 0.121008 , 0.182279 , 0.218171 , 0.122702 , 0.21209 , 0.238645 , 0.228846 , 0.227152 , 0.215037 , 0.198225 , 0.20487 , 0.25397 , 0.260795 , 0.194309 , 0.108874 , 0.163904 , 0.185404 , 0.132012 , 0.140342 , 0.210886 , 0.214312 , 0.212759 , 0.207817 , 0.195467 
