  time  ,30:50 AM,30:41 AM,30:32 AM,30:22 AM,30:13 AM,29:31 AM,29:21 AM,29:09 AM,29:00 AM,28:53 AM,27:52 AM,27:43 AM,27:33 AM,27:24 AM,27:16 AM,26:53 AM,26:41 AM,26:30 AM,26:21 AM,26:12 AM,24:24 AM,24:14 AM,24:04 AM,23:49 AM,23:42 AM,22:52 AM,22:44 AM,22:33 AM,22:24 AM,22:13 AM,21:06 AM,20:56 AM,20:46 AM,20:34 AM,20:19 AM,19:08 AM,18:56 AM,18:41 AM,18:29 AM,18:10 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 350 , 0.017016 , 0.023512 , 0.025352 , 0.027269 , 0.025632 , 0.014646 , 0.018901 , 0.022244 , 0.026915 , 0.026298 , 0.02866 , 0.033785 , 0.025607 , 0.026471 , 0.027713 , 0.023604 , 0.023261 , 0.024237 , 0.023886 , 0.022389 , 0.050024 , 0.053669 , 0.037623 , 0.031474 , 0.030428 , 0.028927 , 0.029399 , 0.026032 , 0.027706 , 0.024031 , 0.040813 , 0.03808 , 0.038754 , 0.034799 , 0.037879 , 0.021229 , 0.022684 , 0.020711 , 0.020338 , 0.025251 
 351 , 0.017081 , 0.02364 , 0.025402 , 0.02734 , 0.025898 , 0.014826 , 0.019078 , 0.022455 , 0.027086 , 0.026057 , 0.028811 , 0.033919 , 0.025508 , 0.02674 , 0.027651 , 0.023524 , 0.02291 , 0.024382 , 0.023961 , 0.022285 , 0.049675 , 0.053615 , 0.037852 , 0.031626 , 0.030552 , 0.028826 , 0.029656 , 0.025628 , 0.02764 , 0.023883 , 0.040867 , 0.038093 , 0.038786 , 0.034976 , 0.037528 , 0.021039 , 0.022318 , 0.020411 , 0.020169 , 0.025706 
 352 , 0.017048 , 0.023682 , 0.025391 , 0.027338 , 0.025956 , 0.0149 , 0.019161 , 0.022541 , 0.027154 , 0.025859 , 0.028856 , 0.033938 , 0.025386 , 0.026752 , 0.027632 , 0.023568 , 0.022562 , 0.024379 , 0.023869 , 0.022085 , 0.0495 , 0.053583 , 0.037924 , 0.03168 , 0.030583 , 0.02857 , 0.029699 , 0.025296 , 0.027471 , 0.023715 , 0.040882 , 0.038106 , 0.038914 , 0.035009 , 0.037479 , 0.020865 , 0.021989 , 0.020163 , 0.019954 , 0.025784 
 353 , 0.01683 , 0.023569 , 0.025264 , 0.027202 , 0.025629 , 0.014782 , 0.019075 , 0.022397 , 0.027039 , 0.025721 , 0.028715 , 0.033741 , 0.025214 , 0.026281 , 0.027688 , 0.023852 , 0.022183 , 0.024099 , 0.023449 , 0.021687 , 0.049644 , 0.053603 , 0.037709 , 0.03156 , 0.030444 , 0.028005 , 0.029347 , 0.025057 , 0.027095 , 0.023492 , 0.040829 , 0.03813 , 0.039243 , 0.034791 , 0.038 , 0.020698 , 0.02169 , 0.019979 , 0.019627 , 0.025156 
 354 , 0.016624 , 0.02346 , 0.025141 , 0.027069 , 0.025319 , 0.01467 , 0.018991 , 0.022262 , 0.02693 , 0.025589 , 0.028581 , 0.033551 , 0.025052 , 0.025838 , 0.027735 , 0.024119 , 0.021826 , 0.023836 , 0.023054 , 0.021312 , 0.04978 , 0.053624 , 0.037502 , 0.031445 , 0.030316 , 0.027474 , 0.029015 , 0.02483 , 0.026742 , 0.02328 , 0.040777 , 0.038154 , 0.039558 , 0.034584 , 0.038508 , 0.020539 , 0.021408 , 0.019804 , 0.019321 , 0.024568 
 355 , 0.016429 , 0.023356 , 0.025021 , 0.026939 , 0.025026 , 0.014563 , 0.018909 , 0.022135 , 0.026826 , 0.025464 , 0.028453 , 0.033369 , 0.024897 , 0.025421 , 0.027774 , 0.024372 , 0.021488 , 0.023588 , 0.022682 , 0.020959 , 0.04991 , 0.053645 , 0.037304 , 0.031336 , 0.030197 , 0.026975 , 0.028703 , 0.024615 , 0.026409 , 0.023081 , 0.040727 , 0.038178 , 0.039861 , 0.034385 , 0.039003 , 0.020388 , 0.021141 , 0.019639 , 0.019032 , 0.024015 
 356 , 0.016425 , 0.023412 , 0.025043 , 0.027087 , 0.025081 , 0.014475 , 0.018784 , 0.021941 , 0.026732 , 0.025342 , 0.028408 , 0.033132 , 0.024762 , 0.025314 , 0.027503 , 0.023854 , 0.02151 , 0.023458 , 0.022515 , 0.020866 , 0.050078 , 0.053257 , 0.037256 , 0.031242 , 0.030164 , 0.027386 , 0.028753 , 0.024574 , 0.026327 , 0.02287 , 0.040678 , 0.037812 , 0.039544 , 0.034532 , 0.038714 , 0.020276 , 0.021007 , 0.019289 , 0.018988 , 0.023681 
 357 , 0.016431 , 0.023474 , 0.02507 , 0.027244 , 0.02515 , 0.014393 , 0.018662 , 0.021752 , 0.026642 , 0.025227 , 0.028369 , 0.032902 , 0.024635 , 0.025228 , 0.027229 , 0.023326 , 0.02155 , 0.023341 , 0.022365 , 0.02079 , 0.050241 , 0.052867 , 0.037217 , 0.031152 , 0.030136 , 0.027833 , 0.02882 , 0.024543 , 0.026261 , 0.022668 , 0.040631 , 0.037447 , 0.039212 , 0.03469 , 0.038403 , 0.020171 , 0.020885 , 0.018948 , 0.018958 , 0.023376 
 358 , 0.016436 , 0.023533 , 0.025096 , 0.027394 , 0.025216 , 0.014314 , 0.018545 , 0.021573 , 0.026557 , 0.025117 , 0.028331 , 0.032683 , 0.024513 , 0.025146 , 0.026968 , 0.022827 , 0.021587 , 0.02323 , 0.02222 , 0.020717 , 0.050396 , 0.052497 , 0.03718 , 0.031066 , 0.030109 , 0.028269 , 0.028882 , 0.024514 , 0.026198 , 0.022474 , 0.040586 , 0.037101 , 0.038898 , 0.034842 , 0.038107 , 0.02007 , 0.020768 , 0.018624 , 0.018929 , 0.02309 
 359 , 0.016485 , 0.023597 , 0.025205 , 0.027535 , 0.025312 , 0.014378 , 0.01859 , 0.021675 , 0.026592 , 0.025248 , 0.028318 , 0.032719 , 0.024592 , 0.025254 , 0.027034 , 0.022699 , 0.0217 , 0.023149 , 0.022267 , 0.02083 , 0.050519 , 0.052645 , 0.037223 , 0.031157 , 0.030195 , 0.028389 , 0.028823 , 0.024606 , 0.026125 , 0.022324 , 0.040649 , 0.037183 , 0.038914 , 0.034882 , 0.037982 , 0.020057 , 0.020805 , 0.018738 , 0.019014 , 0.023002 
 360 , 0.016564 , 0.023663 , 0.02537 , 0.027665 , 0.025426 , 0.014541 , 0.018746 , 0.021971 , 0.026709 , 0.025545 , 0.028323 , 0.03293 , 0.024808 , 0.025495 , 0.027329 , 0.022829 , 0.021859 , 0.02309 , 0.022442 , 0.02107 , 0.050612 , 0.053146 , 0.037321 , 0.031371 , 0.030358 , 0.028281 , 0.028681 , 0.024778 , 0.026045 , 0.022207 , 0.040788 , 0.03756 , 0.03916 , 0.034841 , 0.037977 , 0.020103 , 0.020945 , 0.019151 , 0.019178 , 0.023054 
 361 , 0.016637 , 0.023725 , 0.025526 , 0.027787 , 0.025533 , 0.014694 , 0.018892 , 0.02225 , 0.026819 , 0.025825 , 0.028327 , 0.033127 , 0.025009 , 0.025725 , 0.02761 , 0.02295 , 0.022004 , 0.023035 , 0.022599 , 0.021296 , 0.050695 , 0.053617 , 0.037413 , 0.031571 , 0.030511 , 0.028178 , 0.028548 , 0.024937 , 0.025971 , 0.022096 , 0.040918 , 0.037918 , 0.039391 , 0.0348 , 0.03797 , 0.020144 , 0.021074 , 0.019537 , 0.019334 , 0.023104 
 362 , 0.016727 , 0.023832 , 0.025718 , 0.027961 , 0.02566 , 0.014839 , 0.019037 , 0.022452 , 0.026943 , 0.026061 , 0.028407 , 0.033408 , 0.025191 , 0.025969 , 0.02785 , 0.023146 , 0.022162 , 0.023082 , 0.02279 , 0.021525 , 0.050877 , 0.054047 , 0.037599 , 0.031762 , 0.030658 , 0.028143 , 0.028531 , 0.025104 , 0.026007 , 0.022105 , 0.04107 , 0.038234 , 0.039679 , 0.034829 , 0.038035 , 0.020205 , 0.02124 , 0.019791 , 0.019456 , 0.023221 
 363 , 0.01689 , 0.024116 , 0.026072 , 0.02836 , 0.025894 , 0.014979 , 0.019199 , 0.022401 , 0.027146 , 0.026164 , 0.028789 , 0.034068 , 0.025344 , 0.02628 , 0.027965 , 0.023649 , 0.022417 , 0.023506 , 0.023164 , 0.021809 , 0.051492 , 0.054404 , 0.038165 , 0.031938 , 0.030801 , 0.028353 , 0.028936 , 0.025348 , 0.02645 , 0.022566 , 0.041319 , 0.038438 , 0.040229 , 0.035127 , 0.038369 , 0.020358 , 0.021577 , 0.019608 , 0.019463 , 0.023603 
 364 , 0.017043 , 0.024384 , 0.026408 , 0.028739 , 0.026116 , 0.01511 , 0.01935 , 0.022352 , 0.027336 , 0.026259 , 0.02915 , 0.034697 , 0.025486 , 0.026574 , 0.02807 , 0.024119 , 0.02266 , 0.023905 , 0.023519 , 0.022078 , 0.052075 , 0.05474 , 0.038699 , 0.0321 , 0.030932 , 0.028549 , 0.029313 , 0.025579 , 0.026869 , 0.023002 , 0.041551 , 0.038629 , 0.040751 , 0.035408 , 0.038677 , 0.020503 , 0.021893 , 0.019435 , 0.019467 , 0.023966 
 365 , 0.017188 , 0.024636 , 0.026727 , 0.0291 , 0.026326 , 0.015234 , 0.019493 , 0.022303 , 0.027514 , 0.026345 , 0.029492 , 0.035296 , 0.025619 , 0.02685 , 0.028165 , 0.024559 , 0.02289 , 0.024279 , 0.023857 , 0.022333 , 0.05263 , 0.055058 , 0.039203 , 0.032249 , 0.031052 , 0.028731 , 0.029665 , 0.025799 , 0.027264 , 0.023416 , 0.041767 , 0.038808 , 0.041248 , 0.035672 , 0.038964 , 0.020639 , 0.022192 , 0.019273 , 0.019469 , 0.02431 
 366 , 0.017368 , 0.0249 , 0.026955 , 0.029323 , 0.026612 , 0.015442 , 0.01964 , 0.022548 , 0.027723 , 0.02673 , 0.029759 , 0.035433 , 0.025929 , 0.026975 , 0.028347 , 0.024893 , 0.02324 , 0.024518 , 0.024049 , 0.022579 , 0.052698 , 0.055211 , 0.0394 , 0.032535 , 0.031443 , 0.029058 , 0.030054 , 0.026053 , 0.027448 , 0.02369 , 0.041937 , 0.039061 , 0.041321 , 0.035781 , 0.039239 , 0.020893 , 0.022399 , 0.019457 , 0.019733 , 0.024666 
 367 , 0.017553 , 0.025162 , 0.02716 , 0.029511 , 0.026908 , 0.015667 , 0.019786 , 0.022852 , 0.027935 , 0.027176 , 0.030004 , 0.035468 , 0.026273 , 0.027067 , 0.028547 , 0.025202 , 0.023609 , 0.024726 , 0.024207 , 0.022817 , 0.052667 , 0.055328 , 0.03953 , 0.032847 , 0.031888 , 0.029413 , 0.030447 , 0.026309 , 0.027584 , 0.02393 , 0.042098 , 0.039325 , 0.041307 , 0.035857 , 0.03951 , 0.021167 , 0.022585 , 0.019712 , 0.020052 , 0.025017 
 368 , 0.017734 , 0.025418 , 0.02736 , 0.029696 , 0.027198 , 0.015886 , 0.019929 , 0.02315 , 0.028143 , 0.027612 , 0.030244 , 0.035502 , 0.026609 , 0.027157 , 0.028742 , 0.025505 , 0.02397 , 0.02493 , 0.024364 , 0.023052 , 0.052645 , 0.05545 , 0.03966 , 0.033152 , 0.032324 , 0.02976 , 0.030832 , 0.02656 , 0.027719 , 0.024165 , 0.042259 , 0.039585 , 0.041301 , 0.035936 , 0.039774 , 0.021437 , 0.022767 , 0.019961 , 0.020364 , 0.025361 
 369 , 0.017854 , 0.025569 , 0.027509 , 0.029826 , 0.027375 , 0.016019 , 0.020054 , 0.023363 , 0.028238 , 0.027791 , 0.030319 , 0.035614 , 0.02679 , 0.027264 , 0.028838 , 0.025709 , 0.024221 , 0.025098 , 0.024527 , 0.023114 , 0.05274 , 0.055677 , 0.03987 , 0.033406 , 0.032604 , 0.029957 , 0.031036 , 0.026616 , 0.027783 , 0.024347 , 0.042432 , 0.039739 , 0.041361 , 0.036112 , 0.03997 , 0.021653 , 0.022905 , 0.019949 , 0.020476 , 0.025521 
 370 , 0.0179 , 0.025595 , 0.027599 , 0.029893 , 0.02742 , 0.016049 , 0.020159 , 0.023478 , 0.028199 , 0.027656 , 0.030194 , 0.035824 , 0.026785 , 0.027395 , 0.028815 , 0.025797 , 0.024348 , 0.025227 , 0.024708 , 0.022968 , 0.052986 , 0.056046 , 0.04019 , 0.033603 , 0.032701 , 0.029978 , 0.031024 , 0.026437 , 0.027764 , 0.024471 , 0.042629 , 0.039771 , 0.041508 , 0.036417 , 0.040087 , 0.021812 , 0.022995 , 0.019617 , 0.020346 , 0.025464 
 371 , 0.017948 , 0.025621 , 0.027692 , 0.029963 , 0.027463 , 0.016081 , 0.020266 , 0.023595 , 0.028164 , 0.027524 , 0.030079 , 0.036045 , 0.026779 , 0.027526 , 0.028788 , 0.025886 , 0.024476 , 0.025359 , 0.024886 , 0.022818 , 0.053236 , 0.056406 , 0.040506 , 0.03381 , 0.032795 , 0.029996 , 0.031017 , 0.026259 , 0.027744 , 0.024597 , 0.042824 , 0.039801 , 0.041647 , 0.036721 , 0.040203 , 0.021977 , 0.023078 , 0.019282 , 0.020218 , 0.025408 
 372 , 0.018011 , 0.025677 , 0.027819 , 0.030065 , 0.027529 , 0.016118 , 0.020375 , 0.023719 , 0.02816 , 0.027432 , 0.030004 , 0.036267 , 0.026784 , 0.027647 , 0.028789 , 0.025996 , 0.024607 , 0.025497 , 0.025065 , 0.022702 , 0.053491 , 0.056749 , 0.040812 , 0.03402 , 0.032905 , 0.030026 , 0.031022 , 0.026111 , 0.027746 , 0.024723 , 0.043016 , 0.039848 , 0.041804 , 0.037014 , 0.040339 , 0.022141 , 0.023151 , 0.018978 , 0.020106 , 0.025356 
 373 , 0.018296 , 0.026171 , 0.028408 , 0.030614 , 0.027915 , 0.016236 , 0.020537 , 0.023931 , 0.028501 , 0.027836 , 0.030366 , 0.036415 , 0.026917 , 0.027588 , 0.029122 , 0.026312 , 0.024749 , 0.025663 , 0.02523 , 0.023014 , 0.053722 , 0.056848 , 0.040878 , 0.034152 , 0.033151 , 0.030154 , 0.031126 , 0.026321 , 0.028025 , 0.024797 , 0.043124 , 0.040116 , 0.04224 , 0.03715 , 0.040712 , 0.022244 , 0.023116 , 0.019091 , 0.020221 , 0.025336 
 374 , 0.018559 , 0.026637 , 0.028969 , 0.031136 , 0.028279 , 0.01634 , 0.020687 , 0.024132 , 0.028838 , 0.02823 , 0.030724 , 0.036559 , 0.027051 , 0.027547 , 0.029463 , 0.026638 , 0.024888 , 0.025834 , 0.025398 , 0.023335 , 0.053966 , 0.056963 , 0.040991 , 0.034298 , 0.033412 , 0.030294 , 0.031237 , 0.026537 , 0.028303 , 0.02488 , 0.043247 , 0.040384 , 0.042666 , 0.037285 , 0.04108 , 0.022348 , 0.023092 , 0.019202 , 0.020326 , 0.025327 
 375 , 0.018805 , 0.027081 , 0.029507 , 0.031636 , 0.028623 , 0.016432 , 0.020827 , 0.024323 , 0.029174 , 0.028615 , 0.031081 , 0.036699 , 0.027184 , 0.02752 , 0.029812 , 0.026974 , 0.025026 , 0.026009 , 0.025571 , 0.023663 , 0.054221 , 0.057092 , 0.04114 , 0.034456 , 0.033687 , 0.030443 , 0.031354 , 0.026759 , 0.028582 , 0.024967 , 0.04338 , 0.040651 , 0.043083 , 0.037419 , 0.041445 , 0.022453 , 0.023076 , 0.019311 , 0.020424 , 0.025327 
 376 , 0.019224 , 0.027703 , 0.030145 , 0.032236 , 0.029136 , 0.016723 , 0.021181 , 0.024606 , 0.029587 , 0.028995 , 0.031501 , 0.037164 , 0.027556 , 0.027824 , 0.030159 , 0.027515 , 0.025379 , 0.026353 , 0.026026 , 0.024084 , 0.054778 , 0.057686 , 0.041678 , 0.034971 , 0.034287 , 0.030901 , 0.031828 , 0.027217 , 0.028981 , 0.025373 , 0.043833 , 0.041161 , 0.043485 , 0.037904 , 0.041888 , 0.022711 , 0.023252 , 0.01958 , 0.02077 , 0.025766 
 377 , 0.019672 , 0.028339 , 0.030759 , 0.03282 , 0.029666 , 0.017071 , 0.021593 , 0.024902 , 0.030009 , 0.029368 , 0.031936 , 0.037731 , 0.028001 , 0.028247 , 0.030484 , 0.028125 , 0.025816 , 0.026776 , 0.026599 , 0.024534 , 0.055426 , 0.058433 , 0.042359 , 0.035606 , 0.035013 , 0.031461 , 0.032429 , 0.027749 , 0.029393 , 0.025898 , 0.044375 , 0.041743 , 0.043878 , 0.038511 , 0.042335 , 0.023034 , 0.02351 , 0.019915 , 0.021222 , 0.026366 
 378 , 0.020073 , 0.028915 , 0.031308 , 0.033344 , 0.030143 , 0.01739 , 0.021974 , 0.025173 , 0.030408 , 0.029736 , 0.032361 , 0.038268 , 0.028424 , 0.028652 , 0.030786 , 0.028721 , 0.026245 , 0.027209 , 0.027179 , 0.024975 , 0.056039 , 0.059141 , 0.043018 , 0.036214 , 0.035732 , 0.031993 , 0.033006 , 0.028259 , 0.029766 , 0.026412 , 0.044871 , 0.042297 , 0.044268 , 0.039095 , 0.042756 , 0.023361 , 0.023772 , 0.02025 , 0.021679 , 0.026947 
 379 , 0.020527 , 0.029549 , 0.031945 , 0.033957 , 0.030656 , 0.017698 , 0.022374 , 0.025508 , 0.030849 , 0.03018 , 0.032742 , 0.038858 , 0.028759 , 0.029062 , 0.031151 , 0.02929 , 0.026706 , 0.027633 , 0.027702 , 0.025389 , 0.056582 , 0.05979 , 0.043675 , 0.036759 , 0.036392 , 0.032457 , 0.033521 , 0.028708 , 0.03006 , 0.02682 , 0.045366 , 0.042769 , 0.044699 , 0.039711 , 0.043159 , 0.023741 , 0.024051 , 0.020546 , 0.02205 , 0.027413 
 380 , 0.021073 , 0.030275 , 0.03274 , 0.034709 , 0.031209 , 0.017972 , 0.022789 , 0.025968 , 0.031374 , 0.030741 , 0.033006 , 0.039561 , 0.028928 , 0.029484 , 0.031647 , 0.029802 , 0.027237 , 0.028014 , 0.028095 , 0.025746 , 0.056985 , 0.060351 , 0.044302 , 0.037184 , 0.036901 , 0.032792 , 0.03392 , 0.029046 , 0.030269 , 0.027005 , 0.045854 , 0.043079 , 0.045183 , 0.040378 , 0.043548 , 0.024202 , 0.024361 , 0.020748 , 0.022227 , 0.027662 
 381 , 0.02153 , 0.030868 , 0.033398 , 0.035309 , 0.031638 , 0.018189 , 0.023127 , 0.026389 , 0.031863 , 0.031236 , 0.033223 , 0.040232 , 0.029075 , 0.029889 , 0.032115 , 0.030293 , 0.027774 , 0.028361 , 0.028474 , 0.02609 , 0.057349 , 0.060908 , 0.044873 , 0.037583 , 0.037357 , 0.03311 , 0.034305 , 0.029367 , 0.030535 , 0.027167 , 0.046271 , 0.043362 , 0.045615 , 0.041002 , 0.043928 , 0.024633 , 0.024666 , 0.020937 , 0.022382 , 0.027915 
 382 , 0.021938 , 0.031386 , 0.033981 , 0.035827 , 0.031997 , 0.018376 , 0.023421 , 0.02679 , 0.032338 , 0.031695 , 0.033411 , 0.040889 , 0.029211 , 0.030288 , 0.032572 , 0.030782 , 0.028321 , 0.028694 , 0.028852 , 0.026431 , 0.057697 , 0.061467 , 0.045417 , 0.037972 , 0.037785 , 0.03342 , 0.034688 , 0.029682 , 0.030838 , 0.027315 , 0.046649 , 0.04363 , 0.046023 , 0.041608 , 0.044309 , 0.025048 , 0.024972 , 0.021117 , 0.022526 , 0.028172 
 383 , 0.022253 , 0.031791 , 0.034456 , 0.036303 , 0.03239 , 0.01858 , 0.02361 , 0.026984 , 0.032719 , 0.032032 , 0.033722 , 0.041198 , 0.029597 , 0.030475 , 0.03291 , 0.031168 , 0.02859 , 0.029032 , 0.02934 , 0.026838 , 0.058182 , 0.061685 , 0.045843 , 0.038339 , 0.038376 , 0.033772 , 0.034965 , 0.029878 , 0.031248 , 0.027564 , 0.047135 , 0.043964 , 0.046296 , 0.041905 , 0.044456 , 0.025352 , 0.025356 , 0.021405 , 0.022896 , 0.02814 
 384 , 0.022529 , 0.032141 , 0.034878 , 0.036735 , 0.03275 , 0.018777 , 0.023782 , 0.02717 , 0.033089 , 0.032369 , 0.034043 , 0.041507 , 0.029999 , 0.030666 , 0.033249 , 0.031567 , 0.02886 , 0.029379 , 0.029834 , 0.027254 , 0.058683 , 0.061905 , 0.046269 , 0.038726 , 0.038986 , 0.034127 , 0.035246 , 0.03008 , 0.031667 , 0.027831 , 0.047632 , 0.044309 , 0.046574 , 0.042192 , 0.044583 , 0.025653 , 0.025737 , 0.021701 , 0.023277 , 0.028095 
 385 , 0.022788 , 0.032461 , 0.035273 , 0.037137 , 0.033086 , 0.018966 , 0.023943 , 0.027351 , 0.033459 , 0.03271 , 0.034368 , 0.041831 , 0.0304 , 0.030866 , 0.033592 , 0.031978 , 0.029139 , 0.029731 , 0.03033 , 0.027677 , 0.05919 , 0.062135 , 0.046701 , 0.039131 , 0.039607 , 0.034485 , 0.035533 , 0.03029 , 0.032091 , 0.02811 , 0.048132 , 0.044663 , 0.046864 , 0.042487 , 0.044703 , 0.025957 , 0.026116 , 0.021999 , 0.02366 , 0.02805 
 386 , 0.023026 , 0.032758 , 0.035615 , 0.037442 , 0.033371 , 0.019139 , 0.024126 , 0.027532 , 0.033686 , 0.033053 , 0.034692 , 0.042137 , 0.030711 , 0.031061 , 0.033756 , 0.032397 , 0.029446 , 0.030177 , 0.030625 , 0.027941 , 0.059607 , 0.06246 , 0.047029 , 0.039564 , 0.040043 , 0.034802 , 0.035835 , 0.030515 , 0.032255 , 0.028397 , 0.048413 , 0.04499 , 0.047194 , 0.042723 , 0.044955 , 0.026303 , 0.026326 , 0.022039 , 0.023953 , 0.028204 
 387 , 0.023238 , 0.033022 , 0.03591 , 0.037658 , 0.033608 , 0.019294 , 0.024305 , 0.0277 , 0.033805 , 0.033375 , 0.03499 , 0.042417 , 0.030936 , 0.031233 , 0.033787 , 0.032803 , 0.02975 , 0.030656 , 0.030766 , 0.028085 , 0.059935 , 0.062832 , 0.047268 , 0.039987 , 0.040331 , 0.035073 , 0.036125 , 0.030725 , 0.032226 , 0.028675 , 0.048527 , 0.045278 , 0.047534 , 0.042912 , 0.045278 , 0.026661 , 0.02641 , 0.021897 , 0.024176 , 0.028483 
 388 , 0.023437 , 0.033267 , 0.036178 , 0.037854 , 0.033827 , 0.019431 , 0.02447 , 0.027854 , 0.033915 , 0.033671 , 0.035265 , 0.04267 , 0.031144 , 0.031388 , 0.033811 , 0.033183 , 0.030033 , 0.031102 , 0.0309 , 0.028217 , 0.060233 , 0.06317 , 0.047487 , 0.040387 , 0.040594 , 0.035327 , 0.036386 , 0.030921 , 0.032197 , 0.028933 , 0.048639 , 0.04554 , 0.04785 , 0.043086 , 0.045582 , 0.026997 , 0.026489 , 0.021761 , 0.024382 , 0.028741 
 389 , 0.023619 , 0.033487 , 0.036437 , 0.038065 , 0.03402 , 0.019551 , 0.024627 , 0.028011 , 0.034073 , 0.033963 , 0.035521 , 0.042973 , 0.031361 , 0.031511 , 0.033916 , 0.033632 , 0.030323 , 0.031529 , 0.031146 , 0.028434 , 0.060583 , 0.063457 , 0.047771 , 0.040806 , 0.040939 , 0.035591 , 0.036715 , 0.031146 , 0.032305 , 0.029176 , 0.048791 , 0.045818 , 0.048177 , 0.043315 , 0.0459 , 0.027328 , 0.026609 , 0.02173 , 0.024546 , 0.029002 
 390 , 0.023763 , 0.033638 , 0.036686 , 0.038356 , 0.034156 , 0.019647 , 0.024766 , 0.028196 , 0.034409 , 0.034273 , 0.035761 , 0.043494 , 0.031665 , 0.031581 , 0.034305 , 0.03437 , 0.0307 , 0.031943 , 0.031813 , 0.028973 , 0.061181 , 0.063627 , 0.048316 , 0.041352 , 0.041611 , 0.035903 , 0.037314 , 0.03149 , 0.03292 , 0.029438 , 0.049105 , 0.04618 , 0.0486 , 0.043773 , 0.046316 , 0.027717 , 0.026895 , 0.022048 , 0.024624 , 0.029322 
 391 , 0.023917 , 0.033795 , 0.036936 , 0.038653 , 0.034294 , 0.019743 , 0.024907 , 0.028375 , 0.034735 , 0.034572 , 0.035989 , 0.043994 , 0.031951 , 0.031644 , 0.034671 , 0.03507 , 0.03106 , 0.032342 , 0.032449 , 0.029486 , 0.06175 , 0.063787 , 0.048837 , 0.041872 , 0.042256 , 0.036203 , 0.037883 , 0.031822 , 0.033517 , 0.029686 , 0.049414 , 0.04653 , 0.049015 , 0.044215 , 0.046708 , 0.02809 , 0.027171 , 0.02235 , 0.024693 , 0.029622 
 392 , 0.02406 , 0.033963 , 0.037178 , 0.038945 , 0.034428 , 0.019829 , 0.025044 , 0.028546 , 0.035047 , 0.034861 , 0.036202 , 0.04447 , 0.032219 , 0.031708 , 0.035024 , 0.035745 , 0.031406 , 0.032723 , 0.033064 , 0.02998 , 0.0623 , 0.063942 , 0.049336 , 0.04237 , 0.042874 , 0.036489 , 0.038441 , 0.032142 , 0.034087 , 0.029918 , 0.0497 , 0.046864 , 0.049406 , 0.04464 , 0.047089 , 0.028446 , 0.02743 , 0.022634 , 0.024757 , 0.029918 
 393 , 0.024221 , 0.034097 , 0.037408 , 0.03908 , 0.0345 , 0.019944 , 0.025163 , 0.02881 , 0.035383 , 0.035223 , 0.036568 , 0.044879 , 0.032315 , 0.031811 , 0.035214 , 0.036324 , 0.031895 , 0.033374 , 0.03355 , 0.030357 , 0.062487 , 0.064437 , 0.049964 , 0.042804 , 0.043451 , 0.036786 , 0.038618 , 0.032458 , 0.034273 , 0.030205 , 0.04983 , 0.047182 , 0.04962 , 0.045073 , 0.0473 , 0.028751 , 0.027659 , 0.022784 , 0.02507 , 0.029945 
 394 , 0.024383 , 0.034234 , 0.037623 , 0.039187 , 0.034559 , 0.020063 , 0.025269 , 0.029065 , 0.035707 , 0.035581 , 0.036936 , 0.045242 , 0.032381 , 0.031911 , 0.035355 , 0.036846 , 0.032381 , 0.034017 , 0.033981 , 0.030691 , 0.062612 , 0.064944 , 0.050574 , 0.04319 , 0.043986 , 0.037072 , 0.038726 , 0.032752 , 0.034388 , 0.030474 , 0.049914 , 0.047483 , 0.049797 , 0.045468 , 0.047465 , 0.029019 , 0.027872 , 0.022901 , 0.025395 , 0.029923 
 395 , 0.024536 , 0.03436 , 0.037834 , 0.039296 , 0.03462 , 0.020168 , 0.025373 , 0.029299 , 0.036006 , 0.035909 , 0.037266 , 0.045579 , 0.032436 , 0.032012 , 0.035486 , 0.037324 , 0.032821 , 0.03461 , 0.034379 , 0.031002 , 0.062726 , 0.06541 , 0.051131 , 0.043549 , 0.044473 , 0.037324 , 0.038825 , 0.033023 , 0.034495 , 0.030733 , 0.050006 , 0.047754 , 0.049958 , 0.045839 , 0.047619 , 0.02927 , 0.028058 , 0.023006 , 0.025691 , 0.029905 
 396 , 0.024692 , 0.034549 , 0.038084 , 0.039498 , 0.034782 , 0.020279 , 0.025521 , 0.02958 , 0.036327 , 0.036317 , 0.03765 , 0.046052 , 0.032651 , 0.032327 , 0.035842 , 0.037993 , 0.033358 , 0.035105 , 0.034862 , 0.031479 , 0.063039 , 0.065806 , 0.051708 , 0.044022 , 0.045194 , 0.03768 , 0.039165 , 0.033388 , 0.034782 , 0.031085 , 0.050314 , 0.048092 , 0.050203 , 0.046274 , 0.04786 , 0.029702 , 0.028409 , 0.023228 , 0.025985 , 0.030227 
