  time  ,:00:35 A,:00:44 A,:00:52 A,:00:58 A,:01:06 A,:02:13 A,:02:18 A,:02:25 A,:02:32 A,:02:40 A,:03:39 A,:03:48 A,:03:54 A,:04:01 A,:04:08 A,:04:23 A,:04:31 A,:04:41 A,:04:49 A,:04:57 A,:05:32 A,:05:42 A,:05:48 A,:05:55 A,:06:01 A,:06:13 A,:06:20 A,:06:28 A,:06:39 A,:06:52 A,:11:10 A,:11:17 A,:11:23 A,:11:30 A,:11:36 A,:11:47 A,:11:52 A,:11:58 A,:12:04 A,:12:15 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 918 , 0.492038 , 0.455542 , 0.431944 , 0.427672 , 0.342509 , 0.476279 , 0.414938 , 0.417421 , 0.437511 , 0.407982 , 0.345499 , 0.173456 , 0.439418 , 0.43358 , 0.226088 , 0.471548 , 0.359516 , 0.398743 , 0.483741 , 0.347558 , 0.26941 , 0.218391 , 0.230913 , 0.322019 , 0.406499 , 0.513917 , 0.621853 , 0.641626 , 0.415597 , 0.336248 , 0.304248 , 0.236657 , 0.194593 , 0.335507 , 0.43298 , 0.353879 , 0.250909 , 0.5601 , 0.492615 , 0.412031 
 919 , 0.492075 , 0.455769 , 0.431989 , 0.428002 , 0.342736 , 0.476739 , 0.415088 , 0.417817 , 0.437822 , 0.408032 , 0.345629 , 0.17352 , 0.439504 , 0.433588 , 0.225997 , 0.471788 , 0.359365 , 0.399294 , 0.483972 , 0.347522 , 0.269536 , 0.218635 , 0.231019 , 0.322083 , 0.406515 , 0.514091 , 0.622115 , 0.641968 , 0.415841 , 0.336443 , 0.304372 , 0.236876 , 0.194819 , 0.335879 , 0.433188 , 0.353826 , 0.250765 , 0.560688 , 0.49284 , 0.41236 
 920 , 0.492166 , 0.456019 , 0.431775 , 0.428188 , 0.342911 , 0.476985 , 0.415169 , 0.418127 , 0.438035 , 0.408161 , 0.345857 , 0.173534 , 0.439496 , 0.433605 , 0.225824 , 0.471949 , 0.359423 , 0.399572 , 0.484112 , 0.347532 , 0.269751 , 0.218756 , 0.231158 , 0.322088 , 0.406783 , 0.514415 , 0.622557 , 0.642454 , 0.416238 , 0.336354 , 0.30446 , 0.236859 , 0.194857 , 0.336117 , 0.433391 , 0.353662 , 0.25052 , 0.561181 , 0.493057 , 0.412579 
 921 , 0.492245 , 0.456259 , 0.431481 , 0.428214 , 0.343053 , 0.477054 , 0.4153 , 0.418198 , 0.43817 , 0.408301 , 0.346034 , 0.17347 , 0.439231 , 0.433448 , 0.225578 , 0.471987 , 0.359436 , 0.399727 , 0.484078 , 0.347393 , 0.269911 , 0.218757 , 0.231254 , 0.3219 , 0.407073 , 0.514627 , 0.622944 , 0.642845 , 0.416469 , 0.336208 , 0.30455 , 0.236846 , 0.194814 , 0.336375 , 0.433663 , 0.353462 , 0.250296 , 0.561798 , 0.493223 , 0.412629 
 922 , 0.492313 , 0.456504 , 0.431159 , 0.428212 , 0.34318 , 0.477088 , 0.415456 , 0.4182 , 0.438319 , 0.408428 , 0.346199 , 0.173368 , 0.438868 , 0.433223 , 0.225299 , 0.471992 , 0.359432 , 0.399872 , 0.483996 , 0.347214 , 0.270034 , 0.218724 , 0.231336 , 0.321642 , 0.407354 , 0.514794 , 0.623321 , 0.643201 , 0.416637 , 0.33608 , 0.30465 , 0.236837 , 0.194775 , 0.336653 , 0.433963 , 0.353251 , 0.250071 , 0.562489 , 0.493375 , 0.41264 
 923 , 0.492236 , 0.456583 , 0.430966 , 0.428213 , 0.343246 , 0.47726 , 0.415712 , 0.418249 , 0.438563 , 0.408695 , 0.346387 , 0.173447 , 0.438623 , 0.433092 , 0.225284 , 0.472199 , 0.359587 , 0.400023 , 0.484047 , 0.347135 , 0.27031 , 0.218859 , 0.231468 , 0.321543 , 0.407741 , 0.515087 , 0.62381 , 0.643774 , 0.416968 , 0.336181 , 0.304767 , 0.236794 , 0.194788 , 0.337002 , 0.434143 , 0.353126 , 0.250007 , 0.56312 , 0.493516 , 0.412669 
 924 , 0.492059 , 0.456569 , 0.430967 , 0.428305 , 0.343279 , 0.477596 , 0.416038 , 0.41843 , 0.43899 , 0.409094 , 0.346641 , 0.173719 , 0.438536 , 0.433114 , 0.225561 , 0.472541 , 0.359926 , 0.400114 , 0.484208 , 0.347131 , 0.27073 , 0.219158 , 0.231658 , 0.321578 , 0.408064 , 0.515428 , 0.62429 , 0.644482 , 0.417522 , 0.336447 , 0.304907 , 0.236688 , 0.194893 , 0.337428 , 0.434218 , 0.353118 , 0.250072 , 0.563664 , 0.493629 , 0.412811 
 925 , 0.491936 , 0.456678 , 0.431046 , 0.428485 , 0.343416 , 0.477951 , 0.416359 , 0.418673 , 0.439491 , 0.409526 , 0.346937 , 0.174004 , 0.438482 , 0.433163 , 0.225858 , 0.472756 , 0.36027 , 0.400096 , 0.484316 , 0.347072 , 0.271126 , 0.219444 , 0.231829 , 0.321552 , 0.40816 , 0.515672 , 0.624551 , 0.645049 , 0.418119 , 0.336559 , 0.305055 , 0.236569 , 0.195007 , 0.337925 , 0.434321 , 0.353154 , 0.250098 , 0.564227 , 0.493721 , 0.413109 
 926 , 0.491821 , 0.456801 , 0.431191 , 0.428662 , 0.343537 , 0.478371 , 0.41665 , 0.418918 , 0.440029 , 0.409919 , 0.347243 , 0.174291 , 0.43848 , 0.433236 , 0.226194 , 0.472978 , 0.360619 , 0.400113 , 0.48447 , 0.347033 , 0.271552 , 0.219773 , 0.232008 , 0.321546 , 0.40827 , 0.515993 , 0.624869 , 0.645658 , 0.418745 , 0.336706 , 0.305195 , 0.236396 , 0.195154 , 0.338405 , 0.434451 , 0.353218 , 0.250131 , 0.56476 , 0.493854 , 0.413489 
 927 , 0.491831 , 0.456833 , 0.431562 , 0.428741 , 0.343555 , 0.479006 , 0.416738 , 0.419053 , 0.440567 , 0.410034 , 0.347476 , 0.174585 , 0.438835 , 0.433383 , 0.226646 , 0.473188 , 0.36082 , 0.400257 , 0.484786 , 0.347235 , 0.27194 , 0.220246 , 0.232173 , 0.321648 , 0.408403 , 0.516534 , 0.625284 , 0.646293 , 0.419204 , 0.336889 , 0.305205 , 0.236006 , 0.19543 , 0.338685 , 0.434648 , 0.353382 , 0.250235 , 0.564964 , 0.494184 , 0.414145 
 928 , 0.491765 , 0.456674 , 0.431885 , 0.428757 , 0.34354 , 0.479817 , 0.417001 , 0.419273 , 0.441203 , 0.410134 , 0.347663 , 0.174955 , 0.439174 , 0.433289 , 0.227124 , 0.473575 , 0.360951 , 0.400432 , 0.485114 , 0.347624 , 0.27235 , 0.220793 , 0.232294 , 0.321763 , 0.408704 , 0.517052 , 0.625833 , 0.646972 , 0.419541 , 0.337132 , 0.305105 , 0.235536 , 0.195723 , 0.338906 , 0.434846 , 0.353445 , 0.250356 , 0.565201 , 0.494637 , 0.414652 
 929 , 0.491674 , 0.456478 , 0.432261 , 0.428778 , 0.343523 , 0.480772 , 0.417308 , 0.419514 , 0.441963 , 0.410251 , 0.347897 , 0.1754 , 0.439577 , 0.433177 , 0.227691 , 0.474024 , 0.361095 , 0.400652 , 0.485507 , 0.34809 , 0.272847 , 0.221433 , 0.232439 , 0.321912 , 0.409051 , 0.517671 , 0.626498 , 0.647773 , 0.419953 , 0.337433 , 0.304998 , 0.235006 , 0.196081 , 0.339175 , 0.435061 , 0.353522 , 0.250514 , 0.565472 , 0.495158 , 0.415244 
 930 , 0.491953 , 0.456073 , 0.432311 , 0.428362 , 0.343634 , 0.48152 , 0.417658 , 0.419794 , 0.442449 , 0.41039 , 0.348111 , 0.17576 , 0.439876 , 0.433032 , 0.22839 , 0.474174 , 0.361091 , 0.400509 , 0.485791 , 0.348497 , 0.273199 , 0.221996 , 0.232623 , 0.321931 , 0.409155 , 0.51767 , 0.626816 , 0.648403 , 0.420463 , 0.337381 , 0.304859 , 0.234424 , 0.196138 , 0.339504 , 0.435245 , 0.353681 , 0.250865 , 0.56554 , 0.495568 , 0.415523 
 931 , 0.492386 , 0.455623 , 0.432238 , 0.427727 , 0.343753 , 0.482275 , 0.417875 , 0.420014 , 0.442803 , 0.41059 , 0.348432 , 0.176115 , 0.440262 , 0.433029 , 0.229302 , 0.474381 , 0.361227 , 0.400479 , 0.486203 , 0.348782 , 0.273701 , 0.222614 , 0.232893 , 0.322092 , 0.40941 , 0.517768 , 0.627189 , 0.649381 , 0.421245 , 0.337258 , 0.304812 , 0.233749 , 0.196156 , 0.339968 , 0.435349 , 0.353903 , 0.251301 , 0.565744 , 0.496029 , 0.415892 
 932 , 0.492945 , 0.455088 , 0.432132 , 0.426977 , 0.34389 , 0.483185 , 0.418109 , 0.420247 , 0.443216 , 0.410855 , 0.348848 , 0.176536 , 0.440737 , 0.433063 , 0.230384 , 0.474672 , 0.361441 , 0.400479 , 0.486727 , 0.349111 , 0.274341 , 0.223366 , 0.233217 , 0.322351 , 0.409793 , 0.517934 , 0.627662 , 0.650631 , 0.422228 , 0.337135 , 0.304773 , 0.232968 , 0.196199 , 0.340532 , 0.435464 , 0.354161 , 0.251818 , 0.566023 , 0.496579 , 0.416365 
 933 , 0.492395 , 0.454627 , 0.43183 , 0.426453 , 0.343878 , 0.48333 , 0.418072 , 0.419954 , 0.443396 , 0.410735 , 0.348829 , 0.176755 , 0.440469 , 0.432591 , 0.23055 , 0.474562 , 0.361505 , 0.40011 , 0.486579 , 0.348791 , 0.274455 , 0.223639 , 0.233155 , 0.321919 , 0.409574 , 0.517397 , 0.627114 , 0.650646 , 0.422327 , 0.336657 , 0.304679 , 0.232342 , 0.196225 , 0.340861 , 0.435311 , 0.35391 , 0.251722 , 0.566201 , 0.496469 , 0.416383 
 934 , 0.490845 , 0.4543 , 0.431422 , 0.42631 , 0.343693 , 0.482759 , 0.417958 , 0.4193 , 0.443469 , 0.410278 , 0.348451 , 0.176851 , 0.439673 , 0.431992 , 0.229934 , 0.474268 , 0.361509 , 0.399458 , 0.486049 , 0.348122 , 0.274235 , 0.223658 , 0.232895 , 0.320992 , 0.408924 , 0.51657 , 0.626204 , 0.649917 , 0.421932 , 0.336176 , 0.304478 , 0.23187 , 0.196275 , 0.341035 , 0.435029 , 0.353322 , 0.251066 , 0.566199 , 0.49559 , 0.416035 
 935 , 0.489125 , 0.454003 , 0.431037 , 0.426287 , 0.343456 , 0.482151 , 0.417992 , 0.418716 , 0.443663 , 0.409799 , 0.348117 , 0.177056 , 0.439014 , 0.43166 , 0.229351 , 0.474162 , 0.36162 , 0.398825 , 0.485771 , 0.347647 , 0.274152 , 0.22389 , 0.232781 , 0.320134 , 0.408313 , 0.516066 , 0.625839 , 0.649579 , 0.421892 , 0.335961 , 0.304218 , 0.231346 , 0.196326 , 0.341309 , 0.434874 , 0.35283 , 0.250361 , 0.566126 , 0.494447 , 0.41568 
 936 , 0.487597 , 0.453725 , 0.430512 , 0.426198 , 0.343025 , 0.481428 , 0.41796 , 0.418212 , 0.443632 , 0.409268 , 0.347667 , 0.177082 , 0.438183 , 0.431118 , 0.228591 , 0.473783 , 0.361368 , 0.398167 , 0.485263 , 0.346936 , 0.273993 , 0.22386 , 0.232464 , 0.319106 , 0.40754 , 0.515326 , 0.625168 , 0.64891 , 0.421732 , 0.335506 , 0.303829 , 0.230899 , 0.19622 , 0.341435 , 0.43465 , 0.352221 , 0.249444 , 0.566052 , 0.493223 , 0.415223 
 937 , 0.486839 , 0.453519 , 0.429669 , 0.425981 , 0.342167 , 0.480555 , 0.4177 , 0.418031 , 0.442972 , 0.408721 , 0.34703 , 0.176633 , 0.437117 , 0.43011 , 0.227433 , 0.472703 , 0.360174 , 0.397586 , 0.484267 , 0.345744 , 0.273677 , 0.223158 , 0.231696 , 0.317912 , 0.406516 , 0.51412 , 0.623758 , 0.64751 , 0.421228 , 0.334572 , 0.3032 , 0.230778 , 0.195743 , 0.341064 , 0.434201 , 0.351367 , 0.248197 , 0.56595 , 0.49207 , 0.41465 
 938 , 0.485834 , 0.453145 , 0.428683 , 0.425827 , 0.341321 , 0.47967 , 0.417343 , 0.417807 , 0.442489 , 0.408274 , 0.346691 , 0.176129 , 0.436239 , 0.429074 , 0.226334 , 0.471638 , 0.359179 , 0.39719 , 0.483564 , 0.344738 , 0.273635 , 0.222587 , 0.231229 , 0.317261 , 0.406015 , 0.513421 , 0.622475 , 0.646558 , 0.420614 , 0.333972 , 0.302662 , 0.230619 , 0.195464 , 0.340564 , 0.433468 , 0.350305 , 0.246964 , 0.565714 , 0.491291 , 0.414389 
 939 , 0.484807 , 0.452772 , 0.427658 , 0.425663 , 0.340455 , 0.478763 , 0.416967 , 0.417587 , 0.441985 , 0.407821 , 0.346354 , 0.175609 , 0.435344 , 0.42801 , 0.225194 , 0.470541 , 0.358151 , 0.396802 , 0.482837 , 0.343714 , 0.273587 , 0.221996 , 0.23074 , 0.316593 , 0.40551 , 0.512707 , 0.621169 , 0.645603 , 0.419983 , 0.333364 , 0.302132 , 0.23046 , 0.195178 , 0.340054 , 0.432717 , 0.349212 , 0.2457 , 0.565479 , 0.490487 , 0.414121 
 940 , 0.483884 , 0.452607 , 0.426849 , 0.424897 , 0.340031 , 0.478257 , 0.416788 , 0.416993 , 0.441969 , 0.407283 , 0.346308 , 0.175865 , 0.434559 , 0.427222 , 0.224322 , 0.469583 , 0.357645 , 0.396512 , 0.482257 , 0.343103 , 0.273718 , 0.22184 , 0.230719 , 0.316429 , 0.40509 , 0.512209 , 0.619568 , 0.644279 , 0.419174 , 0.332802 , 0.302272 , 0.230418 , 0.195623 , 0.340199 , 0.432306 , 0.348332 , 0.245117 , 0.565449 , 0.490016 , 0.413849 
 941 , 0.48333 , 0.452551 , 0.426259 , 0.423919 , 0.339812 , 0.477834 , 0.416851 , 0.416515 , 0.441919 , 0.406699 , 0.346292 , 0.176362 , 0.433867 , 0.426535 , 0.223521 , 0.468918 , 0.357584 , 0.396391 , 0.481674 , 0.342692 , 0.273849 , 0.221865 , 0.230685 , 0.316268 , 0.405043 , 0.511614 , 0.618689 , 0.643216 , 0.418963 , 0.332132 , 0.30248 , 0.230457 , 0.195706 , 0.340748 , 0.432439 , 0.3479 , 0.244773 , 0.566129 , 0.489582 , 0.413431 
 942 , 0.482814 , 0.452501 , 0.425679 , 0.422917 , 0.339618 , 0.477421 , 0.41695 , 0.416041 , 0.441846 , 0.406116 , 0.346267 , 0.176894 , 0.433165 , 0.425835 , 0.222705 , 0.468286 , 0.357567 , 0.396275 , 0.481069 , 0.342285 , 0.273981 , 0.221916 , 0.230657 , 0.316085 , 0.40504 , 0.510999 , 0.617891 , 0.642166 , 0.418815 , 0.331451 , 0.302704 , 0.230514 , 0.19574 , 0.341352 , 0.432627 , 0.34751 , 0.244445 , 0.566903 , 0.489128 , 0.41298 
 943 , 0.4821 , 0.451983 , 0.424765 , 0.42214 , 0.339223 , 0.476849 , 0.416508 , 0.415327 , 0.441422 , 0.405626 , 0.346 , 0.176693 , 0.432366 , 0.424872 , 0.221821 , 0.467757 , 0.3573 , 0.395877 , 0.480334 , 0.341824 , 0.273547 , 0.221654 , 0.230221 , 0.315573 , 0.404695 , 0.510176 , 0.617197 , 0.641324 , 0.41868 , 0.330775 , 0.302519 , 0.23003 , 0.19551 , 0.341311 , 0.432461 , 0.347002 , 0.244027 , 0.567344 , 0.488674 , 0.412427 
 944 , 0.481319 , 0.451308 , 0.423636 , 0.421536 , 0.338556 , 0.476272 , 0.41563 , 0.414591 , 0.440855 , 0.405415 , 0.34556 , 0.176056 , 0.431488 , 0.424018 , 0.221006 , 0.467453 , 0.356777 , 0.395463 , 0.479696 , 0.341348 , 0.272878 , 0.221221 , 0.229682 , 0.314977 , 0.404102 , 0.509516 , 0.616362 , 0.640908 , 0.418493 , 0.330203 , 0.302077 , 0.22924 , 0.195232 , 0.340752 , 0.431786 , 0.346372 , 0.243524 , 0.566996 , 0.488133 , 0.411775 
 945 , 0.480549 , 0.450649 , 0.422445 , 0.420952 , 0.337739 , 0.475723 , 0.414609 , 0.413916 , 0.440292 , 0.405363 , 0.345073 , 0.175362 , 0.430568 , 0.423305 , 0.220241 , 0.467277 , 0.356147 , 0.395113 , 0.479187 , 0.34088 , 0.272241 , 0.220767 , 0.229165 , 0.314409 , 0.403428 , 0.509015 , 0.615391 , 0.640692 , 0.418264 , 0.329687 , 0.301603 , 0.2284 , 0.195012 , 0.340008 , 0.430879 , 0.345671 , 0.242974 , 0.566223 , 0.487513 , 0.411073 
 946 , 0.479855 , 0.449973 , 0.421151 , 0.420364 , 0.336943 , 0.475298 , 0.413696 , 0.413338 , 0.439857 , 0.405154 , 0.344613 , 0.174848 , 0.429502 , 0.422416 , 0.21957 , 0.467008 , 0.355528 , 0.394668 , 0.478651 , 0.340247 , 0.271713 , 0.220358 , 0.228565 , 0.313836 , 0.402613 , 0.508319 , 0.614537 , 0.640328 , 0.417895 , 0.329189 , 0.30094 , 0.22773 , 0.194614 , 0.339364 , 0.429931 , 0.345055 , 0.24251 , 0.565245 , 0.486751 , 0.4102 
 947 , 0.479248 , 0.449274 , 0.419668 , 0.419751 , 0.336248 , 0.475015 , 0.412997 , 0.412843 , 0.439571 , 0.404627 , 0.344202 , 0.174675 , 0.428252 , 0.421106 , 0.219025 , 0.466419 , 0.354951 , 0.394033 , 0.477976 , 0.339315 , 0.271436 , 0.220012 , 0.227764 , 0.313181 , 0.401571 , 0.507249 , 0.613985 , 0.639548 , 0.417242 , 0.328745 , 0.299983 , 0.227324 , 0.193925 , 0.338887 , 0.428942 , 0.344559 , 0.242174 , 0.564047 , 0.485776 , 0.409086 
 948 , 0.47857 , 0.448617 , 0.418093 , 0.419141 , 0.335653 , 0.474581 , 0.412328 , 0.412066 , 0.439101 , 0.403956 , 0.343847 , 0.174562 , 0.427072 , 0.41945 , 0.218366 , 0.465422 , 0.354423 , 0.393308 , 0.477034 , 0.338297 , 0.271245 , 0.21964 , 0.226881 , 0.312322 , 0.400573 , 0.506058 , 0.613675 , 0.638388 , 0.416461 , 0.32834 , 0.298971 , 0.226917 , 0.193248 , 0.338464 , 0.428025 , 0.343966 , 0.241792 , 0.563154 , 0.484775 , 0.408029 
 949 , 0.477898 , 0.447993 , 0.416608 , 0.418564 , 0.335118 , 0.474142 , 0.411719 , 0.411326 , 0.43868 , 0.403324 , 0.343525 , 0.174463 , 0.425945 , 0.41786 , 0.217724 , 0.464448 , 0.353958 , 0.39264 , 0.476146 , 0.33736 , 0.271097 , 0.21931 , 0.226095 , 0.311484 , 0.399628 , 0.504943 , 0.613322 , 0.637254 , 0.415714 , 0.327975 , 0.298046 , 0.226572 , 0.192636 , 0.338087 , 0.427185 , 0.343429 , 0.241453 , 0.562334 , 0.483837 , 0.407081 
 950 , 0.4773 , 0.447756 , 0.416074 , 0.41852 , 0.335291 , 0.473832 , 0.411835 , 0.410826 , 0.438707 , 0.403214 , 0.343473 , 0.174687 , 0.425301 , 0.416965 , 0.217329 , 0.463573 , 0.354053 , 0.392468 , 0.475685 , 0.337358 , 0.271347 , 0.219431 , 0.226579 , 0.311032 , 0.399248 , 0.504706 , 0.612504 , 0.636396 , 0.415469 , 0.328214 , 0.298171 , 0.226793 , 0.192879 , 0.338319 , 0.427225 , 0.343342 , 0.24147 , 0.562203 , 0.483451 , 0.407489 
 951 , 0.476532 , 0.447395 , 0.416001 , 0.418556 , 0.335567 , 0.473965 , 0.412234 , 0.410713 , 0.439101 , 0.40312 , 0.343588 , 0.174878 , 0.424771 , 0.416405 , 0.217002 , 0.463176 , 0.354164 , 0.392474 , 0.475569 , 0.337504 , 0.271448 , 0.219699 , 0.227233 , 0.311006 , 0.398795 , 0.504622 , 0.61159 , 0.636295 , 0.415633 , 0.328509 , 0.29847 , 0.227019 , 0.193118 , 0.338728 , 0.427349 , 0.343374 , 0.241587 , 0.562265 , 0.483281 , 0.408171 
 952 , 0.475764 , 0.447035 , 0.41594 , 0.418579 , 0.335853 , 0.474087 , 0.412634 , 0.410601 , 0.439496 , 0.403014 , 0.343689 , 0.175061 , 0.424228 , 0.415845 , 0.216668 , 0.462779 , 0.35426 , 0.392467 , 0.475443 , 0.337648 , 0.271558 , 0.219962 , 0.227882 , 0.310977 , 0.398341 , 0.50454 , 0.610681 , 0.636199 , 0.415797 , 0.328801 , 0.298753 , 0.227239 , 0.19335 , 0.339111 , 0.427462 , 0.343404 , 0.241687 , 0.562319 , 0.483101 , 0.408841 
 953 , 0.475189 , 0.44651 , 0.415935 , 0.418745 , 0.336148 , 0.474454 , 0.41277 , 0.410505 , 0.439563 , 0.403013 , 0.34402 , 0.175116 , 0.423997 , 0.415627 , 0.216278 , 0.462539 , 0.354086 , 0.392141 , 0.475615 , 0.337571 , 0.271785 , 0.220357 , 0.228181 , 0.310896 , 0.39769 , 0.504234 , 0.609712 , 0.635936 , 0.415912 , 0.328608 , 0.299029 , 0.227067 , 0.193646 , 0.339444 , 0.427435 , 0.343511 , 0.241791 , 0.562456 , 0.482978 , 0.409095 
 954 , 0.474789 , 0.445945 , 0.415929 , 0.418986 , 0.33645 , 0.474706 , 0.412552 , 0.410454 , 0.439606 , 0.403107 , 0.34433 , 0.175205 , 0.42394 , 0.415491 , 0.215981 , 0.462417 , 0.35381 , 0.391861 , 0.475867 , 0.337588 , 0.272151 , 0.220792 , 0.228448 , 0.310711 , 0.39717 , 0.503916 , 0.609027 , 0.635311 , 0.416047 , 0.32838 , 0.299217 , 0.226777 , 0.194023 , 0.33978 , 0.427507 , 0.343607 , 0.241862 , 0.562516 , 0.483143 , 0.409032 
 955 , 0.474418 , 0.445387 , 0.415906 , 0.419228 , 0.33674 , 0.474881 , 0.412216 , 0.410401 , 0.439657 , 0.403236 , 0.344593 , 0.17531 , 0.423926 , 0.415348 , 0.215742 , 0.462317 , 0.353539 , 0.391645 , 0.476114 , 0.337665 , 0.272533 , 0.221234 , 0.228732 , 0.310497 , 0.396734 , 0.503603 , 0.608454 , 0.634566 , 0.416203 , 0.328198 , 0.299369 , 0.226502 , 0.194422 , 0.340109 , 0.427627 , 0.34368 , 0.241913 , 0.562506 , 0.483422 , 0.408883 
 956 , 0.474038 , 0.445057 , 0.416053 , 0.419178 , 0.337031 , 0.47495 , 0.411921 , 0.410584 , 0.439813 , 0.403433 , 0.344821 , 0.175707 , 0.423831 , 0.415224 , 0.215568 , 0.46214 , 0.353451 , 0.391867 , 0.476323 , 0.337587 , 0.272819 , 0.221664 , 0.229146 , 0.310489 , 0.396579 , 0.503267 , 0.608228 , 0.633752 , 0.416373 , 0.328034 , 0.299455 , 0.226447 , 0.194803 , 0.340429 , 0.427785 , 0.343625 , 0.242098 , 0.562602 , 0.483627 , 0.408725 
 957 , 0.473566 , 0.444963 , 0.416242 , 0.418803 , 0.337301 , 0.475006 , 0.411723 , 0.410897 , 0.439972 , 0.403675 , 0.344982 , 0.176409 , 0.423617 , 0.415121 , 0.215419 , 0.461943 , 0.353596 , 0.392454 , 0.47654 , 0.337301 , 0.273015 , 0.222098 , 0.229626 , 0.310692 , 0.396737 , 0.503137 , 0.608298 , 0.633019 , 0.416537 , 0.327884 , 0.299517 , 0.226676 , 0.195135 , 0.340758 , 0.427924 , 0.343378 , 0.242429 , 0.562821 , 0.483561 , 0.408584 
 958 , 0.472994 , 0.44482 , 0.416173 , 0.418345 , 0.337527 , 0.475166 , 0.411581 , 0.411003 , 0.439945 , 0.403838 , 0.345058 , 0.177085 , 0.423338 , 0.415016 , 0.215186 , 0.461793 , 0.353851 , 0.392897 , 0.476842 , 0.336937 , 0.273235 , 0.222551 , 0.230058 , 0.310935 , 0.396934 , 0.503399 , 0.608272 , 0.632563 , 0.416657 , 0.327731 , 0.299615 , 0.226942 , 0.195463 , 0.341104 , 0.428012 , 0.343028 , 0.242806 , 0.563089 , 0.48318 , 0.408454 
 959 , 0.472352 , 0.44461 , 0.416101 , 0.41807 , 0.337755 , 0.475276 , 0.411526 , 0.411055 , 0.439917 , 0.403969 , 0.345029 , 0.17762 , 0.423033 , 0.414851 , 0.214959 , 0.461694 , 0.354155 , 0.393228 , 0.476997 , 0.336658 , 0.273427 , 0.22293 , 0.23044 , 0.311097 , 0.397095 , 0.50362 , 0.608093 , 0.632133 , 0.416844 , 0.327615 , 0.299684 , 0.227186 , 0.195789 , 0.341504 , 0.42808 , 0.342648 , 0.243115 , 0.563302 , 0.482857 , 0.408437 
 960 , 0.471434 , 0.444126 , 0.416068 , 0.41847 , 0.337915 , 0.47516 , 0.411827 , 0.41096 , 0.439944 , 0.404025 , 0.344628 , 0.177604 , 0.422617 , 0.414475 , 0.214718 , 0.461734 , 0.354633 , 0.393141 , 0.476589 , 0.336709 , 0.273552 , 0.222977 , 0.230685 , 0.310935 , 0.397101 , 0.503663 , 0.607273 , 0.631711 , 0.417321 , 0.327664 , 0.299677 , 0.227253 , 0.196184 , 0.342156 , 0.428076 , 0.342145 , 0.243186 , 0.563282 , 0.482775 , 0.408886 
 961 , 0.470799 , 0.443705 , 0.416048 , 0.418893 , 0.337948 , 0.474605 , 0.412266 , 0.41106 , 0.440145 , 0.404175 , 0.344376 , 0.177533 , 0.421879 , 0.414303 , 0.214569 , 0.461549 , 0.354926 , 0.393051 , 0.47594 , 0.336625 , 0.27356 , 0.222953 , 0.231021 , 0.3109 , 0.396997 , 0.503398 , 0.606496 , 0.63091 , 0.417769 , 0.327726 , 0.299624 , 0.227262 , 0.19649 , 0.342374 , 0.427839 , 0.341765 , 0.243104 , 0.563208 , 0.482907 , 0.409315 
 962 , 0.47019 , 0.443307 , 0.416027 , 0.419316 , 0.337978 , 0.474064 , 0.41268 , 0.411159 , 0.440347 , 0.404312 , 0.344146 , 0.17748 , 0.421177 , 0.414143 , 0.214439 , 0.461366 , 0.355217 , 0.392984 , 0.475316 , 0.336539 , 0.273575 , 0.222947 , 0.231338 , 0.310885 , 0.396904 , 0.503146 , 0.60576 , 0.630138 , 0.418192 , 0.327796 , 0.299568 , 0.227289 , 0.196802 , 0.342578 , 0.427613 , 0.341396 , 0.243018 , 0.563149 , 0.483028 , 0.409743 
 963 , 0.470277 , 0.443229 , 0.415573 , 0.419263 , 0.337499 , 0.473606 , 0.412711 , 0.410983 , 0.440122 , 0.404396 , 0.344027 , 0.17682 , 0.420455 , 0.413798 , 0.21383 , 0.4607 , 0.354737 , 0.39267 , 0.474867 , 0.335934 , 0.273486 , 0.222321 , 0.230928 , 0.310567 , 0.396197 , 0.502815 , 0.604842 , 0.629298 , 0.418271 , 0.327525 , 0.299402 , 0.227436 , 0.196615 , 0.342404 , 0.427345 , 0.34182 , 0.242806 , 0.563335 , 0.482844 , 0.409558 
 964 , 0.470152 , 0.443183 , 0.415094 , 0.419203 , 0.336967 , 0.473386 , 0.412642 , 0.410669 , 0.439809 , 0.404505 , 0.343948 , 0.17623 , 0.420196 , 0.413343 , 0.213192 , 0.46031 , 0.354292 , 0.392643 , 0.474658 , 0.335671 , 0.27362 , 0.221843 , 0.230482 , 0.31022 , 0.395819 , 0.502549 , 0.604212 , 0.629126 , 0.418573 , 0.327218 , 0.299316 , 0.22768 , 0.196438 , 0.342466 , 0.427422 , 0.342267 , 0.242647 , 0.563689 , 0.482527 , 0.409303 
