  time  ,36:42 PM,36:53 PM,37:04 PM,37:12 PM,37:24 PM,37:50 PM,37:55 PM,38:01 PM,38:10 PM,38:19 PM,38:40 PM,38:48 PM,39:08 PM,39:18 PM,39:28 PM,40:06 PM,40:15 PM,40:24 PM,40:36 PM,40:44 PM,41:49 PM,41:56 PM,42:05 PM,42:12 PM,42:21 PM,42:49 PM,42:57 PM,43:03 PM,43:10 PM,43:19 PM,44:01 PM,44:10 PM,44:17 PM,44:24 PM,44:31 PM,44:57 PM,45:06 PM,45:13 PM,45:21 PM,45:29 PM,46:49 PM,47:14 PM,47:26 PM,47:33 PM,47:40 PM,47:47 PM,48:34 PM,48:42 PM,48:50 PM,49:00 PM,49:07 PM,49:45 PM,49:53 PM,50:00 PM,50:08 PM,50:16 PM,50:51 PM,50:59 PM,51:08 PM,51:17 PM,51:24 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 894 , 0.31446 , 0.232573 , 0.364762 , 0.335908 , 0.331104 , 0.34922 , 0.394394 , 0.449316 , 0.358588 , 0.360736 , 0.318163 , 0.486612 , 0.495795 , 0.438013 , 0.31658 , 0.318116 , 0.292882 , 0.328142 , 0.259122 , 0.347896 , 0.401929 , 0.33065 , 0.323745 , 0.327808 , 0.330567 , 0.407687 , 0.474161 , 0.357607 , 0.386322 , 0.400642 , 0.336538 , 0.323485 , 0.315349 , 0.308489 , 0.298214 , 0.3856 , 0.342092 , 0.288985 , 0.293521 , 0.269767 , 0.291586 , 0.288476 , 0.348896 , 0.297307 , 0.323236 , 0.346572 , 0.303222 , 0.320912 , 0.342129 , 0.31869 , 0.264805 , 0.548264 , 0.510217 , 0.508264 , 0.418286 , 0.350423 , 0.339444 , 0.28119 , 0.313701 , 0.372085 , 0.329651 
 895 , 0.314559 , 0.232673 , 0.3651 , 0.336263 , 0.331443 , 0.349786 , 0.39482 , 0.449586 , 0.359259 , 0.361023 , 0.318711 , 0.486243 , 0.495438 , 0.437188 , 0.316844 , 0.318655 , 0.29305 , 0.328694 , 0.258956 , 0.348337 , 0.402194 , 0.3311 , 0.324162 , 0.328221 , 0.33109 , 0.407803 , 0.474086 , 0.357745 , 0.386257 , 0.400485 , 0.337006 , 0.3238 , 0.315488 , 0.308959 , 0.298548 , 0.385885 , 0.342291 , 0.289224 , 0.293691 , 0.270018 , 0.291963 , 0.288917 , 0.349423 , 0.297591 , 0.323596 , 0.346767 , 0.303647 , 0.321265 , 0.342765 , 0.318906 , 0.264965 , 0.547651 , 0.509564 , 0.507892 , 0.418019 , 0.350649 , 0.339235 , 0.280837 , 0.313528 , 0.372057 , 0.329716 
 896 , 0.314667 , 0.23278 , 0.365471 , 0.336644 , 0.331825 , 0.350391 , 0.395286 , 0.449874 , 0.359981 , 0.361333 , 0.319299 , 0.485831 , 0.49503 , 0.436276 , 0.317118 , 0.319234 , 0.29323 , 0.32929 , 0.258774 , 0.348816 , 0.40249 , 0.331592 , 0.324611 , 0.328656 , 0.331657 , 0.407924 , 0.473985 , 0.357893 , 0.386171 , 0.4003 , 0.33751 , 0.324136 , 0.315636 , 0.309485 , 0.298916 , 0.386208 , 0.342506 , 0.289484 , 0.293883 , 0.270303 , 0.292373 , 0.28939 , 0.349999 , 0.29789 , 0.323987 , 0.346989 , 0.304107 , 0.321657 , 0.343457 , 0.319131 , 0.265149 , 0.546962 , 0.508852 , 0.507472 , 0.417729 , 0.350903 , 0.339002 , 0.280434 , 0.313334 , 0.372023 , 0.329784 
 897 , 0.314871 , 0.232966 , 0.366002 , 0.337144 , 0.332299 , 0.351172 , 0.396012 , 0.451094 , 0.360669 , 0.361857 , 0.32026 , 0.486105 , 0.495298 , 0.436393 , 0.317994 , 0.32014 , 0.294156 , 0.330327 , 0.259144 , 0.349772 , 0.403095 , 0.332262 , 0.325096 , 0.32936 , 0.332428 , 0.40841 , 0.474564 , 0.358596 , 0.38669 , 0.400672 , 0.338074 , 0.324497 , 0.316013 , 0.30998 , 0.29947 , 0.38669 , 0.342818 , 0.289826 , 0.294211 , 0.270686 , 0.292811 , 0.289909 , 0.350785 , 0.298236 , 0.324396 , 0.347488 , 0.304546 , 0.322111 , 0.344227 , 0.319845 , 0.265693 , 0.547368 , 0.509096 , 0.507991 , 0.417952 , 0.351329 , 0.339235 , 0.280809 , 0.3136 , 0.372293 , 0.330152 
 898 , 0.315058 , 0.233098 , 0.366517 , 0.33761 , 0.332694 , 0.351879 , 0.396438 , 0.451678 , 0.361232 , 0.362237 , 0.320795 , 0.485731 , 0.494798 , 0.435859 , 0.318231 , 0.320519 , 0.294757 , 0.331006 , 0.259228 , 0.35032 , 0.403743 , 0.332906 , 0.325453 , 0.329991 , 0.333072 , 0.408558 , 0.474469 , 0.359018 , 0.386596 , 0.400607 , 0.338597 , 0.324817 , 0.316276 , 0.310373 , 0.299941 , 0.387085 , 0.343015 , 0.290081 , 0.294462 , 0.270988 , 0.293328 , 0.290367 , 0.351491 , 0.29853 , 0.324734 , 0.34794 , 0.304931 , 0.322603 , 0.344878 , 0.320325 , 0.265961 , 0.547114 , 0.508919 , 0.50796 , 0.417966 , 0.351639 , 0.339104 , 0.280885 , 0.313509 , 0.372198 , 0.330351 
 899 , 0.315249 , 0.233231 , 0.367056 , 0.338105 , 0.333119 , 0.352617 , 0.396859 , 0.452237 , 0.361812 , 0.362616 , 0.321316 , 0.485258 , 0.494175 , 0.435208 , 0.318412 , 0.320872 , 0.295343 , 0.331676 , 0.259279 , 0.350841 , 0.404444 , 0.333572 , 0.325821 , 0.330649 , 0.333739 , 0.408671 , 0.474288 , 0.359434 , 0.386425 , 0.400485 , 0.339141 , 0.325146 , 0.316534 , 0.310762 , 0.300431 , 0.387498 , 0.34322 , 0.290348 , 0.294724 , 0.271303 , 0.293882 , 0.290848 , 0.35222 , 0.29883 , 0.32509 , 0.3484 , 0.305342 , 0.323111 , 0.34556 , 0.320817 , 0.266225 , 0.54676 , 0.508679 , 0.507865 , 0.417957 , 0.351951 , 0.338928 , 0.280923 , 0.31338 , 0.37207 , 0.330529 
 900 , 0.315426 , 0.233247 , 0.367583 , 0.3385 , 0.333511 , 0.353363 , 0.397366 , 0.452845 , 0.36242 , 0.362908 , 0.32162 , 0.485279 , 0.493847 , 0.435046 , 0.318657 , 0.321491 , 0.295942 , 0.332655 , 0.259597 , 0.351661 , 0.405106 , 0.33422 , 0.326286 , 0.331256 , 0.334478 , 0.409128 , 0.474639 , 0.359907 , 0.386671 , 0.400698 , 0.339678 , 0.325495 , 0.316742 , 0.311137 , 0.300903 , 0.387905 , 0.34346 , 0.290604 , 0.295003 , 0.271589 , 0.294387 , 0.291267 , 0.35294 , 0.299154 , 0.325458 , 0.348789 , 0.305753 , 0.323627 , 0.346083 , 0.321381 , 0.266647 , 0.546915 , 0.508877 , 0.50803 , 0.417982 , 0.352213 , 0.338997 , 0.281124 , 0.313521 , 0.372249 , 0.330759 
 901 , 0.315631 , 0.233257 , 0.36811 , 0.338855 , 0.333915 , 0.353922 , 0.397777 , 0.453417 , 0.362931 , 0.363161 , 0.321579 , 0.485238 , 0.493349 , 0.434959 , 0.318692 , 0.321992 , 0.296257 , 0.333521 , 0.259881 , 0.352538 , 0.405741 , 0.334758 , 0.326748 , 0.331697 , 0.335208 , 0.409572 , 0.474973 , 0.360228 , 0.387026 , 0.400819 , 0.340294 , 0.325878 , 0.316951 , 0.311434 , 0.301316 , 0.388254 , 0.34374 , 0.290886 , 0.295358 , 0.271878 , 0.294763 , 0.291647 , 0.353638 , 0.299492 , 0.325804 , 0.349111 , 0.306109 , 0.324063 , 0.346517 , 0.321854 , 0.266984 , 0.547238 , 0.509094 , 0.508122 , 0.417829 , 0.352337 , 0.339075 , 0.281254 , 0.313652 , 0.372628 , 0.330891 
 902 , 0.315859 , 0.233316 , 0.368685 , 0.339253 , 0.33435 , 0.354372 , 0.398127 , 0.45395 , 0.363389 , 0.363435 , 0.321403 , 0.484931 , 0.492601 , 0.434679 , 0.318571 , 0.322292 , 0.296378 , 0.334195 , 0.260009 , 0.353337 , 0.406383 , 0.335258 , 0.327185 , 0.332087 , 0.335908 , 0.409847 , 0.47508 , 0.36042 , 0.387278 , 0.400729 , 0.340994 , 0.326296 , 0.317206 , 0.311708 , 0.30172 , 0.388561 , 0.344036 , 0.29121 , 0.295764 , 0.272187 , 0.295104 , 0.292053 , 0.354363 , 0.299851 , 0.326149 , 0.349461 , 0.306448 , 0.324482 , 0.346996 , 0.322246 , 0.267202 , 0.547434 , 0.509131 , 0.50805 , 0.417535 , 0.352402 , 0.339042 , 0.281258 , 0.31366 , 0.373001 , 0.330951 
 903 , 0.316045 , 0.233357 , 0.369207 , 0.33968 , 0.334768 , 0.354773 , 0.398541 , 0.454498 , 0.363836 , 0.363772 , 0.321443 , 0.484739 , 0.492007 , 0.434556 , 0.318455 , 0.32268 , 0.296617 , 0.33485 , 0.260217 , 0.354205 , 0.407 , 0.335766 , 0.327619 , 0.332458 , 0.336582 , 0.410152 , 0.475172 , 0.360684 , 0.387462 , 0.400713 , 0.341659 , 0.326685 , 0.317438 , 0.311995 , 0.302116 , 0.388864 , 0.344335 , 0.291531 , 0.296159 , 0.272488 , 0.295444 , 0.292447 , 0.355039 , 0.300182 , 0.326492 , 0.349806 , 0.30678 , 0.324898 , 0.347487 , 0.322634 , 0.267457 , 0.547587 , 0.509235 , 0.507998 , 0.417282 , 0.352519 , 0.339084 , 0.281331 , 0.313727 , 0.373358 , 0.331019 
 904 , 0.31609 , 0.233358 , 0.369572 , 0.340167 , 0.335143 , 0.355103 , 0.399151 , 0.454981 , 0.364272 , 0.364236 , 0.321958 , 0.48489 , 0.491876 , 0.434818 , 0.318446 , 0.323315 , 0.297147 , 0.335399 , 0.260572 , 0.355177 , 0.407513 , 0.336261 , 0.328037 , 0.332795 , 0.337123 , 0.410539 , 0.475317 , 0.361054 , 0.387451 , 0.400866 , 0.342139 , 0.32701 , 0.317621 , 0.312321 , 0.302474 , 0.389157 , 0.344642 , 0.291838 , 0.296523 , 0.272776 , 0.29579 , 0.292819 , 0.355589 , 0.300438 , 0.326872 , 0.350143 , 0.30715 , 0.325332 , 0.348025 , 0.323049 , 0.267806 , 0.547495 , 0.509481 , 0.50805 , 0.417159 , 0.352756 , 0.339296 , 0.281541 , 0.31399 , 0.373634 , 0.331163 
 905 , 0.316135 , 0.233336 , 0.369938 , 0.340686 , 0.335598 , 0.355628 , 0.399787 , 0.455296 , 0.364814 , 0.36464 , 0.322351 , 0.485016 , 0.491671 , 0.435036 , 0.318583 , 0.324001 , 0.297737 , 0.335964 , 0.260902 , 0.356151 , 0.40802 , 0.336707 , 0.328493 , 0.333232 , 0.337633 , 0.410999 , 0.475601 , 0.361294 , 0.387421 , 0.400979 , 0.342473 , 0.327375 , 0.317813 , 0.312698 , 0.302806 , 0.389465 , 0.345013 , 0.29219 , 0.296875 , 0.273086 , 0.296251 , 0.293217 , 0.356215 , 0.300698 , 0.327375 , 0.350495 , 0.30761 , 0.325853 , 0.348606 , 0.323469 , 0.268181 , 0.54718 , 0.509621 , 0.508209 , 0.417104 , 0.353034 , 0.339485 , 0.281675 , 0.314339 , 0.373853 , 0.331445 
 906 , 0.316197 , 0.233321 , 0.37032 , 0.341219 , 0.336059 , 0.356177 , 0.400447 , 0.455625 , 0.36537 , 0.365059 , 0.322759 , 0.485147 , 0.491453 , 0.435258 , 0.318726 , 0.324721 , 0.29836 , 0.336544 , 0.261239 , 0.357158 , 0.408541 , 0.337177 , 0.328964 , 0.333676 , 0.338158 , 0.411483 , 0.475899 , 0.361548 , 0.387377 , 0.401107 , 0.342823 , 0.327745 , 0.318011 , 0.31308 , 0.303154 , 0.389797 , 0.345389 , 0.292549 , 0.297233 , 0.273411 , 0.296729 , 0.293631 , 0.356855 , 0.300963 , 0.327892 , 0.350852 , 0.308085 , 0.326398 , 0.349202 , 0.323914 , 0.268572 , 0.54685 , 0.509775 , 0.508382 , 0.417055 , 0.353308 , 0.339679 , 0.281816 , 0.314693 , 0.374096 , 0.331732 
 907 , 0.316473 , 0.233723 , 0.370748 , 0.341805 , 0.336558 , 0.356855 , 0.40073 , 0.455648 , 0.36586 , 0.365428 , 0.323015 , 0.484968 , 0.490683 , 0.434735 , 0.31934 , 0.325064 , 0.298767 , 0.336834 , 0.261104 , 0.357912 , 0.409017 , 0.337606 , 0.329245 , 0.334206 , 0.338516 , 0.411939 , 0.475798 , 0.361817 , 0.387416 , 0.400959 , 0.343202 , 0.328013 , 0.318347 , 0.313376 , 0.303425 , 0.390145 , 0.345701 , 0.29285 , 0.297389 , 0.273802 , 0.29726 , 0.293998 , 0.357508 , 0.301202 , 0.328362 , 0.35126 , 0.308608 , 0.326828 , 0.349734 , 0.324448 , 0.26862 , 0.546263 , 0.509501 , 0.508389 , 0.416883 , 0.353364 , 0.339747 , 0.282007 , 0.314819 , 0.374019 , 0.332056 
 908 , 0.31667 , 0.234112 , 0.371196 , 0.342254 , 0.336937 , 0.357479 , 0.40104 , 0.455741 , 0.366311 , 0.365961 , 0.323523 , 0.484986 , 0.490193 , 0.434342 , 0.31988 , 0.325538 , 0.299255 , 0.337102 , 0.260966 , 0.358611 , 0.409568 , 0.338151 , 0.329549 , 0.334729 , 0.339052 , 0.412383 , 0.47575 , 0.362272 , 0.387387 , 0.400929 , 0.343744 , 0.328344 , 0.318749 , 0.313661 , 0.303818 , 0.390543 , 0.346053 , 0.293183 , 0.29758 , 0.274223 , 0.297746 , 0.294361 , 0.358243 , 0.301546 , 0.328795 , 0.351776 , 0.309172 , 0.327268 , 0.350294 , 0.324995 , 0.268841 , 0.546063 , 0.509448 , 0.508408 , 0.41678 , 0.353441 , 0.339862 , 0.282383 , 0.314922 , 0.374011 , 0.332392 
 909 , 0.31688 , 0.234521 , 0.37166 , 0.342727 , 0.33732 , 0.35812 , 0.401349 , 0.455834 , 0.366778 , 0.36652 , 0.324056 , 0.485015 , 0.489686 , 0.43392 , 0.320436 , 0.326046 , 0.299775 , 0.337385 , 0.260829 , 0.359335 , 0.410145 , 0.33872 , 0.329878 , 0.335275 , 0.339614 , 0.412854 , 0.475703 , 0.362753 , 0.387356 , 0.400906 , 0.344321 , 0.328689 , 0.319174 , 0.31397 , 0.304224 , 0.390958 , 0.346421 , 0.293529 , 0.297785 , 0.274674 , 0.298255 , 0.294755 , 0.359004 , 0.301912 , 0.329251 , 0.352326 , 0.30976 , 0.32774 , 0.350889 , 0.325567 , 0.269083 , 0.545856 , 0.509398 , 0.508431 , 0.416676 , 0.353523 , 0.339973 , 0.282789 , 0.315038 , 0.374009 , 0.332733 
 910 , 0.316984 , 0.234651 , 0.37215 , 0.342949 , 0.337624 , 0.35865 , 0.401883 , 0.456169 , 0.36732 , 0.367008 , 0.324674 , 0.48526 , 0.489586 , 0.433879 , 0.320989 , 0.326919 , 0.300037 , 0.337899 , 0.260819 , 0.360006 , 0.410617 , 0.339237 , 0.330301 , 0.335709 , 0.340291 , 0.413229 , 0.476259 , 0.363141 , 0.387603 , 0.401287 , 0.344883 , 0.329155 , 0.319495 , 0.314353 , 0.304666 , 0.39137 , 0.346735 , 0.293905 , 0.298039 , 0.275034 , 0.298736 , 0.295152 , 0.359685 , 0.302237 , 0.329687 , 0.352811 , 0.31022 , 0.328294 , 0.351501 , 0.326168 , 0.269553 , 0.545944 , 0.509337 , 0.508677 , 0.416675 , 0.353691 , 0.3402 , 0.283127 , 0.315197 , 0.374249 , 0.333161 
 911 , 0.317145 , 0.234685 , 0.372707 , 0.34322 , 0.338043 , 0.359033 , 0.402358 , 0.456575 , 0.367804 , 0.367347 , 0.324992 , 0.48512 , 0.489308 , 0.433536 , 0.321316 , 0.327754 , 0.299923 , 0.338281 , 0.260733 , 0.360387 , 0.410973 , 0.339571 , 0.330763 , 0.336013 , 0.34086 , 0.41326 , 0.476641 , 0.363259 , 0.387825 , 0.401526 , 0.345424 , 0.329657 , 0.319733 , 0.314785 , 0.305072 , 0.391767 , 0.34697 , 0.294289 , 0.298332 , 0.275366 , 0.299191 , 0.295597 , 0.360259 , 0.302493 , 0.330096 , 0.353235 , 0.310615 , 0.328843 , 0.352119 , 0.326538 , 0.269879 , 0.545647 , 0.508826 , 0.508588 , 0.416699 , 0.353829 , 0.340165 , 0.283149 , 0.315188 , 0.374563 , 0.333407 
 912 , 0.317372 , 0.234721 , 0.3733 , 0.343574 , 0.33855 , 0.35938 , 0.40276 , 0.456958 , 0.368248 , 0.367626 , 0.325151 , 0.484716 , 0.488825 , 0.432962 , 0.321555 , 0.328501 , 0.299672 , 0.338559 , 0.260584 , 0.360634 , 0.411308 , 0.33985 , 0.331228 , 0.336299 , 0.34135 , 0.413139 , 0.4768 , 0.36326 , 0.38798 , 0.401607 , 0.345981 , 0.330158 , 0.319971 , 0.31524 , 0.305475 , 0.392162 , 0.34718 , 0.294675 , 0.29862 , 0.275712 , 0.299636 , 0.296066 , 0.360817 , 0.30272 , 0.330515 , 0.353651 , 0.311003 , 0.32938 , 0.352745 , 0.326799 , 0.270075 , 0.545101 , 0.508072 , 0.508292 , 0.416717 , 0.353944 , 0.339969 , 0.283034 , 0.315084 , 0.374856 , 0.333562 
 913 , 0.317618 , 0.234771 , 0.373919 , 0.344 , 0.339048 , 0.359858 , 0.403283 , 0.457742 , 0.368722 , 0.367992 , 0.325552 , 0.484689 , 0.488866 , 0.432929 , 0.321804 , 0.329254 , 0.299717 , 0.339121 , 0.260733 , 0.361189 , 0.411727 , 0.340197 , 0.33178 , 0.336641 , 0.34193 , 0.413378 , 0.47712 , 0.363533 , 0.388245 , 0.401787 , 0.346544 , 0.330695 , 0.320254 , 0.315712 , 0.305937 , 0.392623 , 0.347428 , 0.295103 , 0.299006 , 0.276108 , 0.300073 , 0.296599 , 0.361435 , 0.303018 , 0.33095 , 0.354149 , 0.311508 , 0.329938 , 0.353438 , 0.32722 , 0.270326 , 0.544957 , 0.507678 , 0.508207 , 0.416952 , 0.354167 , 0.340097 , 0.283038 , 0.315302 , 0.375451 , 0.333777 
 914 , 0.317831 , 0.23485 , 0.374546 , 0.344486 , 0.33945 , 0.360471 , 0.403927 , 0.458876 , 0.369121 , 0.368387 , 0.326145 , 0.485042 , 0.489344 , 0.433571 , 0.321798 , 0.32975 , 0.300169 , 0.340002 , 0.26126 , 0.362083 , 0.412251 , 0.340627 , 0.332376 , 0.336986 , 0.342611 , 0.414044 , 0.477471 , 0.364067 , 0.388467 , 0.401962 , 0.347031 , 0.331226 , 0.32053 , 0.316083 , 0.30641 , 0.393095 , 0.347701 , 0.295523 , 0.299481 , 0.27653 , 0.300459 , 0.297144 , 0.362129 , 0.303357 , 0.33138 , 0.35472 , 0.312116 , 0.330492 , 0.354177 , 0.327812 , 0.270498 , 0.545254 , 0.507757 , 0.508328 , 0.417449 , 0.354494 , 0.340645 , 0.283142 , 0.315874 , 0.376348 , 0.334088 
 915 , 0.317942 , 0.234939 , 0.375176 , 0.344888 , 0.339718 , 0.360997 , 0.40444 , 0.459456 , 0.369363 , 0.368566 , 0.326372 , 0.485026 , 0.48911 , 0.433759 , 0.321347 , 0.329831 , 0.300421 , 0.340651 , 0.261532 , 0.362699 , 0.412707 , 0.341022 , 0.332855 , 0.337192 , 0.343241 , 0.414437 , 0.477475 , 0.364347 , 0.388305 , 0.40186 , 0.347451 , 0.33166 , 0.320704 , 0.316285 , 0.306742 , 0.393403 , 0.347949 , 0.295858 , 0.299887 , 0.276889 , 0.30082 , 0.297587 , 0.362762 , 0.303654 , 0.331741 , 0.355156 , 0.312609 , 0.33099 , 0.35483 , 0.328282 , 0.270424 , 0.545157 , 0.507563 , 0.508224 , 0.417751 , 0.354658 , 0.340977 , 0.283064 , 0.316149 , 0.376933 , 0.334349 
 916 , 0.318079 , 0.235033 , 0.375805 , 0.34529 , 0.340003 , 0.361539 , 0.404962 , 0.460027 , 0.369613 , 0.368735 , 0.326588 , 0.485012 , 0.488841 , 0.433912 , 0.320912 , 0.32991 , 0.300707 , 0.341298 , 0.261801 , 0.363322 , 0.413182 , 0.341416 , 0.333332 , 0.337414 , 0.34386 , 0.414811 , 0.477489 , 0.364635 , 0.38817 , 0.401794 , 0.34787 , 0.332074 , 0.320885 , 0.316495 , 0.307071 , 0.39371 , 0.348205 , 0.296181 , 0.300282 , 0.277253 , 0.301178 , 0.298037 , 0.363403 , 0.303939 , 0.332101 , 0.355591 , 0.313109 , 0.331476 , 0.355456 , 0.328733 , 0.270373 , 0.545092 , 0.507371 , 0.508149 , 0.418025 , 0.354822 , 0.341316 , 0.283001 , 0.316431 , 0.377498 , 0.334635 
 917 , 0.318415 , 0.235204 , 0.376351 , 0.345762 , 0.340566 , 0.362093 , 0.405546 , 0.460458 , 0.369806 , 0.368865 , 0.326625 , 0.4849 , 0.488286 , 0.433708 , 0.320705 , 0.33002 , 0.301342 , 0.341915 , 0.262108 , 0.364067 , 0.41382 , 0.34177 , 0.33375 , 0.337923 , 0.344441 , 0.414933 , 0.477767 , 0.364954 , 0.388346 , 0.402223 , 0.348279 , 0.332365 , 0.321158 , 0.316722 , 0.307371 , 0.393995 , 0.348632 , 0.296498 , 0.300572 , 0.277588 , 0.301586 , 0.298436 , 0.364012 , 0.304238 , 0.33251 , 0.355947 , 0.313626 , 0.331885 , 0.355811 , 0.329115 , 0.270581 , 0.545362 , 0.507278 , 0.508546 , 0.417948 , 0.354915 , 0.341598 , 0.283191 , 0.316767 , 0.377881 , 0.335099 
 918 , 0.318845 , 0.235354 , 0.376843 , 0.346193 , 0.341165 , 0.362572 , 0.406063 , 0.46094 , 0.370159 , 0.369083 , 0.326985 , 0.484734 , 0.487764 , 0.433393 , 0.320582 , 0.33005 , 0.30178 , 0.342458 , 0.262322 , 0.364787 , 0.414474 , 0.342106 , 0.33412 , 0.338443 , 0.345054 , 0.414998 , 0.478105 , 0.365167 , 0.388382 , 0.402482 , 0.348671 , 0.332773 , 0.321477 , 0.316928 , 0.307685 , 0.394198 , 0.349033 , 0.29686 , 0.300875 , 0.277868 , 0.302051 , 0.298768 , 0.364607 , 0.30461 , 0.332935 , 0.356467 , 0.314197 , 0.332275 , 0.35616 , 0.329435 , 0.270832 , 0.545626 , 0.507172 , 0.508754 , 0.417838 , 0.355074 , 0.341952 , 0.283303 , 0.317145 , 0.378299 , 0.335404 
 919 , 0.319271 , 0.235491 , 0.377328 , 0.346619 , 0.341767 , 0.363053 , 0.406583 , 0.461433 , 0.370516 , 0.369296 , 0.327339 , 0.484571 , 0.487245 , 0.433082 , 0.320454 , 0.330076 , 0.302213 , 0.342996 , 0.262532 , 0.36552 , 0.415121 , 0.342445 , 0.334494 , 0.338948 , 0.345661 , 0.415057 , 0.478436 , 0.365384 , 0.388414 , 0.402725 , 0.349067 , 0.333175 , 0.3218 , 0.317129 , 0.307995 , 0.394395 , 0.349438 , 0.297217 , 0.301174 , 0.278135 , 0.302511 , 0.299105 , 0.365194 , 0.304978 , 0.333356 , 0.357 , 0.314762 , 0.332669 , 0.356512 , 0.32976 , 0.271088 , 0.54589 , 0.507067 , 0.508956 , 0.417732 , 0.355229 , 0.342309 , 0.283412 , 0.317518 , 0.37871 , 0.335714 
 920 , 0.319481 , 0.235475 , 0.377676 , 0.346884 , 0.342222 , 0.363059 , 0.406811 , 0.461178 , 0.37056 , 0.369222 , 0.327421 , 0.483764 , 0.486291 , 0.432291 , 0.319984 , 0.329894 , 0.302124 , 0.343019 , 0.262512 , 0.365715 , 0.415328 , 0.342524 , 0.334584 , 0.339053 , 0.345959 , 0.41476 , 0.478131 , 0.365037 , 0.387952 , 0.402231 , 0.349284 , 0.333384 , 0.321944 , 0.317227 , 0.308178 , 0.394309 , 0.34954 , 0.297389 , 0.301309 , 0.278183 , 0.302729 , 0.299166 , 0.36544 , 0.305147 , 0.333613 , 0.357197 , 0.314938 , 0.332889 , 0.356867 , 0.329812 , 0.271048 , 0.545009 , 0.506359 , 0.508236 , 0.417334 , 0.355154 , 0.342103 , 0.282955 , 0.317053 , 0.378684 , 0.3356 
 921 , 0.319624 , 0.235462 , 0.378075 , 0.347184 , 0.342712 , 0.363122 , 0.407034 , 0.46116 , 0.370649 , 0.369296 , 0.327455 , 0.483144 , 0.485923 , 0.432027 , 0.319918 , 0.330105 , 0.30225 , 0.343181 , 0.262728 , 0.366149 , 0.415491 , 0.342638 , 0.334826 , 0.339298 , 0.346255 , 0.414801 , 0.478 , 0.364797 , 0.387921 , 0.402139 , 0.349641 , 0.33362 , 0.322145 , 0.317526 , 0.308526 , 0.39439 , 0.349613 , 0.297539 , 0.301477 , 0.278325 , 0.302895 , 0.299315 , 0.365708 , 0.305241 , 0.33385 , 0.357306 , 0.315106 , 0.333215 , 0.357371 , 0.330068 , 0.271203 , 0.544273 , 0.505772 , 0.507806 , 0.417037 , 0.355245 , 0.341994 , 0.282622 , 0.316661 , 0.378692 , 0.335691 
 922 , 0.319764 , 0.23546 , 0.378507 , 0.347534 , 0.343245 , 0.363246 , 0.407299 , 0.461302 , 0.370794 , 0.36945 , 0.327496 , 0.482629 , 0.485795 , 0.431986 , 0.320022 , 0.330469 , 0.302506 , 0.343438 , 0.263055 , 0.366735 , 0.415684 , 0.342785 , 0.335163 , 0.339637 , 0.346586 , 0.415003 , 0.478008 , 0.364655 , 0.388089 , 0.402246 , 0.350075 , 0.333884 , 0.322397 , 0.317914 , 0.308958 , 0.39456 , 0.349707 , 0.29771 , 0.301668 , 0.278528 , 0.303067 , 0.299505 , 0.366026 , 0.30535 , 0.334105 , 0.35742 , 0.315328 , 0.333617 , 0.357945 , 0.330442 , 0.271459 , 0.543655 , 0.505272 , 0.507536 , 0.416807 , 0.355413 , 0.341984 , 0.282376 , 0.316359 , 0.378756 , 0.3359 
 923 , 0.319901 , 0.235479 , 0.37878 , 0.347743 , 0.343483 , 0.36328 , 0.407183 , 0.461026 , 0.370895 , 0.369381 , 0.327142 , 0.481739 , 0.484963 , 0.431222 , 0.319985 , 0.330431 , 0.302486 , 0.343184 , 0.262704 , 0.366775 , 0.415741 , 0.342773 , 0.33528 , 0.339783 , 0.346725 , 0.414853 , 0.47747 , 0.364271 , 0.38788 , 0.401923 , 0.350397 , 0.333953 , 0.322489 , 0.31807 , 0.309213 , 0.394514 , 0.349593 , 0.297684 , 0.301701 , 0.278587 , 0.303103 , 0.299571 , 0.366149 , 0.305289 , 0.334121 , 0.357357 , 0.31537 , 0.333766 , 0.358282 , 0.330459 , 0.271384 , 0.542664 , 0.50434 , 0.506853 , 0.41632 , 0.35547 , 0.341521 , 0.281782 , 0.315856 , 0.378351 , 0.335915 
