  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 717 , 0.179806 , 0.211286 , 0.159553 , 0.177007 , 0.169741 , 0.221763 , 0.210803 , 0.150559 , 0.166911 , 0.229193 , 0.143344 , 0.173755 , 0.160047 , 0.204206 , 0.184334 , 0.241161 , 0.210144 , 0.217502 , 0.195953 , 0.190673 , 0.202117 , 0.15416 , 0.182749 , 0.186783 , 0.240461 , 0.108643 , 0.118913 , 0.119799 , 0.131757 , 0.143242 , 0.166777 , 0.124141 , 0.085303 , 0.092465 , 0.098249 , 0.164338 , 0.164112 , 0.188214 , 0.143797 , 0.19869 
 718 , 0.185594 , 0.218015 , 0.165206 , 0.181688 , 0.174981 , 0.224406 , 0.212873 , 0.152416 , 0.168703 , 0.232708 , 0.145627 , 0.176259 , 0.16217 , 0.206247 , 0.186565 , 0.24645 , 0.21365 , 0.221062 , 0.198108 , 0.19225 , 0.208169 , 0.157998 , 0.186862 , 0.191769 , 0.245284 , 0.110148 , 0.120556 , 0.121251 , 0.133265 , 0.144921 , 0.169398 , 0.12574 , 0.086529 , 0.093922 , 0.100026 , 0.168008 , 0.167691 , 0.191872 , 0.145933 , 0.202975 
 719 , 0.191474 , 0.224935 , 0.170986 , 0.186477 , 0.180327 , 0.227077 , 0.214961 , 0.154281 , 0.170517 , 0.236327 , 0.147937 , 0.178828 , 0.164336 , 0.208342 , 0.188833 , 0.251869 , 0.217215 , 0.2247 , 0.200316 , 0.193861 , 0.214349 , 0.161919 , 0.191046 , 0.196849 , 0.250207 , 0.111682 , 0.122207 , 0.122717 , 0.134792 , 0.146632 , 0.172077 , 0.127377 , 0.087777 , 0.095375 , 0.101831 , 0.17172 , 0.171332 , 0.195615 , 0.148101 , 0.207302 
 720 , 0.197475 , 0.231998 , 0.176877 , 0.191362 , 0.185788 , 0.229801 , 0.217087 , 0.156198 , 0.172361 , 0.240004 , 0.150299 , 0.181455 , 0.166553 , 0.210475 , 0.191159 , 0.257397 , 0.22086 , 0.228418 , 0.202571 , 0.195502 , 0.220657 , 0.165922 , 0.195329 , 0.202042 , 0.255231 , 0.113253 , 0.123903 , 0.124218 , 0.136343 , 0.148376 , 0.174802 , 0.129039 , 0.089054 , 0.096866 , 0.103671 , 0.175504 , 0.175047 , 0.199439 , 0.150299 , 0.211716 
 721 , 0.203447 , 0.238949 , 0.182695 , 0.196163 , 0.191089 , 0.232321 , 0.219034 , 0.157937 , 0.174039 , 0.243459 , 0.15256 , 0.183916 , 0.168652 , 0.212537 , 0.193409 , 0.262748 , 0.224331 , 0.232008 , 0.204749 , 0.197011 , 0.226954 , 0.169832 , 0.199503 , 0.20713 , 0.260115 , 0.114738 , 0.125513 , 0.125694 , 0.137891 , 0.150068 , 0.177388 , 0.130698 , 0.090303 , 0.098324 , 0.105467 , 0.179184 , 0.17867 , 0.203155 , 0.152389 , 0.215987 
 722 , 0.20943 , 0.245816 , 0.18846 , 0.200911 , 0.196275 , 0.234844 , 0.220945 , 0.159667 , 0.175688 , 0.246741 , 0.154819 , 0.186288 , 0.1707 , 0.214549 , 0.195621 , 0.267972 , 0.227713 , 0.235488 , 0.206875 , 0.198427 , 0.233195 , 0.173656 , 0.203596 , 0.212155 , 0.264874 , 0.11619 , 0.127082 , 0.127122 , 0.139422 , 0.151712 , 0.179821 , 0.132322 , 0.09152 , 0.099726 , 0.107179 , 0.182738 , 0.182175 , 0.206764 , 0.154387 , 0.22011 
 723 , 0.21545 , 0.252706 , 0.194256 , 0.205676 , 0.201495 , 0.237376 , 0.222859 , 0.161392 , 0.177343 , 0.250049 , 0.157091 , 0.188672 , 0.172751 , 0.216583 , 0.197845 , 0.273218 , 0.23111 , 0.238991 , 0.209014 , 0.199851 , 0.239472 , 0.177493 , 0.207721 , 0.217195 , 0.269669 , 0.117641 , 0.128649 , 0.128558 , 0.14095 , 0.153352 , 0.182256 , 0.133952 , 0.092747 , 0.101138 , 0.108898 , 0.186316 , 0.185694 , 0.210388 , 0.15639 , 0.224243 
 724 , 0.221476 , 0.259583 , 0.200089 , 0.210423 , 0.206683 , 0.239831 , 0.224738 , 0.1631 , 0.178971 , 0.253268 , 0.159349 , 0.191041 , 0.174771 , 0.218583 , 0.200049 , 0.278397 , 0.234454 , 0.242455 , 0.211102 , 0.201276 , 0.245757 , 0.181335 , 0.21181 , 0.222214 , 0.274406 , 0.119098 , 0.13023 , 0.129981 , 0.14249 , 0.154999 , 0.184687 , 0.135577 , 0.093969 , 0.102538 , 0.110628 , 0.189834 , 0.189215 , 0.213975 , 0.158391 , 0.22828 
 725 , 0.227435 , 0.266371 , 0.20596 , 0.215053 , 0.211773 , 0.242123 , 0.226541 , 0.164758 , 0.180549 , 0.256354 , 0.161558 , 0.193388 , 0.176713 , 0.220518 , 0.202193 , 0.283444 , 0.237651 , 0.24579 , 0.213065 , 0.20274 , 0.252001 , 0.18517 , 0.215808 , 0.227167 , 0.279012 , 0.120545 , 0.131814 , 0.131347 , 0.143978 , 0.156589 , 0.187078 , 0.137121 , 0.095134 , 0.103909 , 0.112366 , 0.19318 , 0.192673 , 0.217458 , 0.160345 , 0.232016 
 726 , 0.233362 , 0.2731 , 0.211791 , 0.219659 , 0.216821 , 0.244415 , 0.228341 , 0.166406 , 0.182123 , 0.259457 , 0.163757 , 0.195717 , 0.17865 , 0.222417 , 0.204309 , 0.28847 , 0.240823 , 0.249118 , 0.215005 , 0.2042 , 0.258207 , 0.188979 , 0.219768 , 0.232072 , 0.283578 , 0.121984 , 0.133385 , 0.1327 , 0.14545 , 0.158141 , 0.189466 , 0.138644 , 0.096286 , 0.105275 , 0.114096 , 0.19649 , 0.196094 , 0.220899 , 0.162279 , 0.235703 
 727 , 0.239244 , 0.279793 , 0.217577 , 0.224225 , 0.221827 , 0.246684 , 0.230119 , 0.168052 , 0.183695 , 0.262535 , 0.165932 , 0.19804 , 0.180564 , 0.224304 , 0.206412 , 0.293464 , 0.243979 , 0.25242 , 0.216933 , 0.205649 , 0.264368 , 0.19277 , 0.223709 , 0.236945 , 0.288115 , 0.123411 , 0.134943 , 0.134051 , 0.146901 , 0.159681 , 0.191829 , 0.140154 , 0.097425 , 0.106629 , 0.115813 , 0.199774 , 0.199477 , 0.224314 , 0.164188 , 0.239352 
 728 , 0.244949 , 0.286134 , 0.22315 , 0.228501 , 0.22654 , 0.248724 , 0.231635 , 0.169508 , 0.185079 , 0.26532 , 0.167971 , 0.200187 , 0.182389 , 0.226087 , 0.208416 , 0.298118 , 0.246841 , 0.255435 , 0.218725 , 0.206928 , 0.270385 , 0.196363 , 0.227437 , 0.241451 , 0.292392 , 0.124677 , 0.136405 , 0.13536 , 0.14828 , 0.161171 , 0.194107 , 0.141589 , 0.098561 , 0.107874 , 0.117404 , 0.202809 , 0.202671 , 0.227535 , 0.165882 , 0.242712 
 729 , 0.250565 , 0.29238 , 0.228624 , 0.232728 , 0.231173 , 0.250762 , 0.233162 , 0.170961 , 0.186464 , 0.268106 , 0.169996 , 0.202322 , 0.184181 , 0.227866 , 0.210423 , 0.302705 , 0.24963 , 0.258361 , 0.220513 , 0.208189 , 0.276305 , 0.199881 , 0.231104 , 0.245869 , 0.296583 , 0.125927 , 0.137838 , 0.136617 , 0.14966 , 0.162653 , 0.196327 , 0.143015 , 0.099685 , 0.109085 , 0.118958 , 0.205748 , 0.205777 , 0.230661 , 0.167496 , 0.245948 
 730 , 0.256085 , 0.29851 , 0.234002 , 0.236863 , 0.235723 , 0.252762 , 0.234671 , 0.172385 , 0.187821 , 0.270852 , 0.171982 , 0.204427 , 0.185943 , 0.229607 , 0.212391 , 0.307221 , 0.252368 , 0.261237 , 0.222272 , 0.209422 , 0.28212 , 0.203336 , 0.2347 , 0.250195 , 0.300693 , 0.127148 , 0.139241 , 0.137855 , 0.15102 , 0.164116 , 0.198518 , 0.144423 , 0.100788 , 0.110276 , 0.120472 , 0.208626 , 0.208822 , 0.233737 , 0.169081 , 0.249124 
 731 , 0.261296 , 0.304268 , 0.239109 , 0.240757 , 0.239943 , 0.254662 , 0.236086 , 0.173704 , 0.189081 , 0.273366 , 0.173841 , 0.206391 , 0.187599 , 0.231248 , 0.214271 , 0.311422 , 0.254878 , 0.263887 , 0.223908 , 0.210582 , 0.287635 , 0.206578 , 0.238108 , 0.25428 , 0.304504 , 0.128317 , 0.140594 , 0.139033 , 0.152291 , 0.16548 , 0.200543 , 0.145775 , 0.101812 , 0.111419 , 0.121919 , 0.211288 , 0.21172 , 0.236596 , 0.170563 , 0.252042 
 732 , 0.266306 , 0.30979 , 0.244045 , 0.244466 , 0.243947 , 0.256519 , 0.237445 , 0.174965 , 0.190303 , 0.27577 , 0.175622 , 0.208289 , 0.189214 , 0.232845 , 0.216095 , 0.31541 , 0.257392 , 0.266532 , 0.22547 , 0.211682 , 0.292932 , 0.209681 , 0.241377 , 0.258196 , 0.308133 , 0.129431 , 0.141906 , 0.140229 , 0.153498 , 0.166796 , 0.202463 , 0.147084 , 0.102786 , 0.112495 , 0.123312 , 0.213781 , 0.214487 , 0.239298 , 0.171974 , 0.254783 
 733 , 0.271226 , 0.315192 , 0.24887 , 0.248116 , 0.247881 , 0.258338 , 0.238766 , 0.176198 , 0.191497 , 0.278126 , 0.177374 , 0.210157 , 0.190791 , 0.234405 , 0.21789 , 0.319308 , 0.259857 , 0.269138 , 0.227005 , 0.212764 , 0.298129 , 0.212725 , 0.244588 , 0.262033 , 0.311693 , 0.130536 , 0.143189 , 0.141415 , 0.154685 , 0.168083 , 0.204346 , 0.148364 , 0.103741 , 0.113551 , 0.124675 , 0.216234 , 0.217194 , 0.241932 , 0.173356 , 0.257456 
 734 , 0.275905 , 0.320317 , 0.253538 , 0.251586 , 0.251635 , 0.260039 , 0.240035 , 0.177383 , 0.192641 , 0.280328 , 0.17904 , 0.21193 , 0.192288 , 0.235906 , 0.219589 , 0.322975 , 0.262187 , 0.27161 , 0.228444 , 0.213793 , 0.303088 , 0.215617 , 0.247644 , 0.265707 , 0.315061 , 0.131569 , 0.144405 , 0.142522 , 0.155819 , 0.169313 , 0.206145 , 0.149573 , 0.104651 , 0.114536 , 0.12596 , 0.218539 , 0.219755 , 0.244408 , 0.174696 , 0.25998 
 735 , 0.280251 , 0.325042 , 0.257983 , 0.254862 , 0.255166 , 0.261574 , 0.24125 , 0.178518 , 0.19373 , 0.282272 , 0.180579 , 0.213584 , 0.193641 , 0.237344 , 0.221219 , 0.326338 , 0.264313 , 0.273862 , 0.229767 , 0.214781 , 0.30775 , 0.218334 , 0.250485 , 0.269161 , 0.318162 , 0.132529 , 0.145533 , 0.143521 , 0.156917 , 0.17048 , 0.207862 , 0.150685 , 0.105511 , 0.115413 , 0.127112 , 0.220669 , 0.222122 , 0.246696 , 0.176015 , 0.26232 
 736 , 0.284544 , 0.329715 , 0.262355 , 0.258086 , 0.258646 , 0.263081 , 0.242434 , 0.179637 , 0.194799 , 0.284181 , 0.1821 , 0.215201 , 0.194966 , 0.238763 , 0.222826 , 0.329666 , 0.266398 , 0.276065 , 0.23107 , 0.215761 , 0.312345 , 0.221011 , 0.253288 , 0.272571 , 0.321207 , 0.133474 , 0.146634 , 0.144485 , 0.158027 , 0.171649 , 0.209549 , 0.151786 , 0.106359 , 0.116281 , 0.128243 , 0.222767 , 0.224465 , 0.24896 , 0.177311 , 0.264622 
 737 , 0.288771 , 0.334308 , 0.266669 , 0.261272 , 0.262066 , 0.264569 , 0.243616 , 0.180747 , 0.195851 , 0.286062 , 0.183593 , 0.216804 , 0.196273 , 0.240171 , 0.224419 , 0.332944 , 0.268446 , 0.27824 , 0.232349 , 0.216715 , 0.316859 , 0.223644 , 0.256041 , 0.275934 , 0.324209 , 0.134395 , 0.147732 , 0.145435 , 0.159116 , 0.172807 , 0.21122 , 0.152875 , 0.10719 , 0.117132 , 0.12936 , 0.224832 , 0.226765 , 0.251183 , 0.178588 , 0.266875 
 738 , 0.292522 , 0.33856 , 0.27056 , 0.264165 , 0.265139 , 0.265936 , 0.244742 , 0.18179 , 0.196845 , 0.287828 , 0.185037 , 0.218334 , 0.197573 , 0.241505 , 0.225949 , 0.335883 , 0.270344 , 0.280173 , 0.233565 , 0.217664 , 0.320937 , 0.226067 , 0.258547 , 0.278953 , 0.3269 , 0.135329 , 0.148799 , 0.146399 , 0.160164 , 0.173919 , 0.212696 , 0.153945 , 0.107996 , 0.117963 , 0.13042 , 0.226687 , 0.228881 , 0.253194 , 0.179832 , 0.268858 
 739 , 0.296232 , 0.342766 , 0.274422 , 0.267017 , 0.26815 , 0.267273 , 0.245847 , 0.18281 , 0.197816 , 0.289556 , 0.186453 , 0.219833 , 0.19886 , 0.242834 , 0.227405 , 0.338769 , 0.272177 , 0.282072 , 0.23475 , 0.218592 , 0.325003 , 0.228458 , 0.261021 , 0.281944 , 0.329572 , 0.136256 , 0.149864 , 0.147343 , 0.161158 , 0.175002 , 0.214161 , 0.155033 , 0.108794 , 0.118798 , 0.13147 , 0.228537 , 0.230979 , 0.255172 , 0.181077 , 0.270828 
 740 , 0.299903 , 0.346944 , 0.278255 , 0.26986 , 0.271151 , 0.268589 , 0.24694 , 0.183818 , 0.198776 , 0.291272 , 0.187858 , 0.221331 , 0.200126 , 0.244172 , 0.228849 , 0.341643 , 0.273998 , 0.28396 , 0.235924 , 0.219508 , 0.329031 , 0.23084 , 0.263485 , 0.284906 , 0.332233 , 0.137181 , 0.150917 , 0.148296 , 0.16215 , 0.176064 , 0.215616 , 0.15612 , 0.109591 , 0.119632 , 0.132521 , 0.230357 , 0.233067 , 0.257149 , 0.182321 , 0.272786 
 741 , 0.303247 , 0.350624 , 0.281692 , 0.272367 , 0.27375 , 0.269769 , 0.247968 , 0.184687 , 0.199623 , 0.292835 , 0.189082 , 0.222629 , 0.201243 , 0.245379 , 0.230117 , 0.344223 , 0.275597 , 0.285624 , 0.236973 , 0.220338 , 0.332655 , 0.232942 , 0.26567 , 0.287501 , 0.334641 , 0.137981 , 0.151841 , 0.149124 , 0.163053 , 0.177001 , 0.21691 , 0.157067 , 0.110282 , 0.120339 , 0.133408 , 0.231945 , 0.234839 , 0.258854 , 0.183333 , 0.274481 
 742 , 0.306452 , 0.354095 , 0.284952 , 0.274736 , 0.276208 , 0.270853 , 0.248948 , 0.185496 , 0.200415 , 0.294339 , 0.190218 , 0.223842 , 0.202302 , 0.246507 , 0.231331 , 0.346665 , 0.277147 , 0.287225 , 0.23802 , 0.221124 , 0.336103 , 0.234937 , 0.26775 , 0.289942 , 0.336943 , 0.138751 , 0.152712 , 0.149906 , 0.163907 , 0.177878 , 0.2182 , 0.157929 , 0.110918 , 0.121026 , 0.134285 , 0.233445 , 0.236518 , 0.260488 , 0.18429 , 0.276089 
 743 , 0.309658 , 0.357569 , 0.288223 , 0.277105 , 0.278667 , 0.271937 , 0.249928 , 0.186295 , 0.201208 , 0.295842 , 0.191355 , 0.225054 , 0.203362 , 0.247626 , 0.232535 , 0.349119 , 0.278686 , 0.288826 , 0.239067 , 0.221921 , 0.339533 , 0.236933 , 0.269832 , 0.292393 , 0.339246 , 0.139521 , 0.153584 , 0.150688 , 0.164761 , 0.178755 , 0.21949 , 0.158792 , 0.111544 , 0.121723 , 0.135163 , 0.234946 , 0.238198 , 0.262123 , 0.185247 , 0.277708 
 744 , 0.312654 , 0.360825 , 0.291246 , 0.279349 , 0.280982 , 0.273004 , 0.250883 , 0.187074 , 0.20196 , 0.297263 , 0.192458 , 0.226219 , 0.204385 , 0.248686 , 0.233691 , 0.351413 , 0.28015 , 0.290345 , 0.240036 , 0.222695 , 0.342753 , 0.238808 , 0.271787 , 0.29467 , 0.341406 , 0.140268 , 0.154392 , 0.151443 , 0.165576 , 0.179591 , 0.220716 , 0.159618 , 0.112139 , 0.122393 , 0.136002 , 0.236324 , 0.239778 , 0.263631 , 0.186163 , 0.27921 
 745 , 0.31534 , 0.36375 , 0.293876 , 0.281399 , 0.283104 , 0.274076 , 0.251799 , 0.187821 , 0.202656 , 0.298553 , 0.193489 , 0.227321 , 0.205361 , 0.249678 , 0.234774 , 0.353503 , 0.281469 , 0.291755 , 0.240868 , 0.223466 , 0.345625 , 0.240501 , 0.273561 , 0.29671 , 0.343375 , 0.140967 , 0.155138 , 0.152165 , 0.166317 , 0.180408 , 0.221841 , 0.16039 , 0.112694 , 0.123021 , 0.136765 , 0.237558 , 0.241195 , 0.264969 , 0.187038 , 0.280606 
 746 , 0.318065 , 0.36669 , 0.296547 , 0.283474 , 0.285258 , 0.275169 , 0.252729 , 0.188573 , 0.203361 , 0.299848 , 0.19453 , 0.228427 , 0.206334 , 0.250678 , 0.23586 , 0.355629 , 0.2828 , 0.293187 , 0.241698 , 0.224244 , 0.348522 , 0.242213 , 0.275347 , 0.298768 , 0.345361 , 0.141673 , 0.155896 , 0.152892 , 0.167066 , 0.181249 , 0.222975 , 0.161188 , 0.113267 , 0.123644 , 0.13753 , 0.238824 , 0.24264 , 0.266338 , 0.187909 , 0.282027 
 747 , 0.320776 , 0.369623 , 0.299199 , 0.285534 , 0.287389 , 0.276253 , 0.253644 , 0.189318 , 0.204054 , 0.301152 , 0.195566 , 0.229528 , 0.207316 , 0.251681 , 0.236945 , 0.357743 , 0.284136 , 0.294608 , 0.242518 , 0.225016 , 0.351397 , 0.243916 , 0.277116 , 0.300815 , 0.347332 , 0.142385 , 0.156645 , 0.15362 , 0.16782 , 0.18209 , 0.224104 , 0.16197 , 0.113827 , 0.124269 , 0.1383 , 0.240079 , 0.244075 , 0.267695 , 0.188793 , 0.283452 
 748 , 0.32293 , 0.371936 , 0.301329 , 0.287099 , 0.28904 , 0.27718 , 0.254374 , 0.189922 , 0.204651 , 0.302276 , 0.196385 , 0.230404 , 0.208106 , 0.252522 , 0.237893 , 0.359379 , 0.285167 , 0.295703 , 0.243171 , 0.225654 , 0.353632 , 0.245212 , 0.278534 , 0.302435 , 0.348892 , 0.142977 , 0.157228 , 0.15421 , 0.168451 , 0.182861 , 0.224956 , 0.162585 , 0.114256 , 0.124772 , 0.138894 , 0.24105 , 0.245163 , 0.268795 , 0.189464 , 0.284639 
 749 , 0.32509 , 0.374283 , 0.303501 , 0.288687 , 0.2907 , 0.278107 , 0.255114 , 0.190529 , 0.205253 , 0.303402 , 0.197214 , 0.231285 , 0.208909 , 0.253371 , 0.238866 , 0.361033 , 0.286227 , 0.296827 , 0.243857 , 0.226313 , 0.355933 , 0.246557 , 0.28 , 0.304099 , 0.350513 , 0.143577 , 0.157833 , 0.154824 , 0.1691 , 0.183655 , 0.225845 , 0.163232 , 0.114696 , 0.125306 , 0.139512 , 0.242074 , 0.246318 , 0.269968 , 0.19018 , 0.285898 
 750 , 0.327294 , 0.376676 , 0.305718 , 0.2903 , 0.292393 , 0.279048 , 0.255877 , 0.191148 , 0.205878 , 0.304551 , 0.198065 , 0.232188 , 0.209725 , 0.254233 , 0.239862 , 0.362723 , 0.28731 , 0.297974 , 0.244566 , 0.226986 , 0.358278 , 0.247925 , 0.2815 , 0.305797 , 0.352169 , 0.144188 , 0.15845 , 0.15545 , 0.169761 , 0.184461 , 0.226757 , 0.163891 , 0.115137 , 0.125841 , 0.140142 , 0.243111 , 0.247496 , 0.271165 , 0.190909 , 0.287191 
 751 , 0.329074 , 0.378671 , 0.307449 , 0.291645 , 0.29373 , 0.279881 , 0.256563 , 0.191627 , 0.206373 , 0.305475 , 0.198768 , 0.232944 , 0.210402 , 0.254932 , 0.240659 , 0.364046 , 0.288191 , 0.298938 , 0.245141 , 0.227555 , 0.360138 , 0.249029 , 0.282721 , 0.307177 , 0.35353 , 0.14468 , 0.158932 , 0.155961 , 0.170314 , 0.18509 , 0.227495 , 0.164401 , 0.1155 , 0.126247 , 0.14063 , 0.243902 , 0.248395 , 0.272075 , 0.191476 , 0.288231 
 752 , 0.330691 , 0.380527 , 0.30901 , 0.292906 , 0.295003 , 0.280633 , 0.257188 , 0.192033 , 0.206797 , 0.306318 , 0.199445 , 0.233661 , 0.211032 , 0.255594 , 0.241416 , 0.36526 , 0.289003 , 0.299834 , 0.245641 , 0.228095 , 0.361821 , 0.250028 , 0.28385 , 0.308456 , 0.354772 , 0.145132 , 0.159361 , 0.156446 , 0.170806 , 0.18567 , 0.228185 , 0.164867 , 0.115827 , 0.126617 , 0.141068 , 0.244663 , 0.249251 , 0.272939 , 0.192064 , 0.289245 
 753 , 0.332401 , 0.38248 , 0.310653 , 0.294226 , 0.296326 , 0.281433 , 0.257848 , 0.192452 , 0.207243 , 0.3072 , 0.200166 , 0.234403 , 0.211696 , 0.256293 , 0.242208 , 0.366528 , 0.289854 , 0.300768 , 0.246166 , 0.228658 , 0.36359 , 0.251073 , 0.285048 , 0.309795 , 0.356078 , 0.145614 , 0.159819 , 0.156942 , 0.17133 , 0.186283 , 0.228901 , 0.165352 , 0.116172 , 0.127005 , 0.141545 , 0.245459 , 0.250164 , 0.273841 , 0.192684 , 0.290308 
 754 , 0.33395 , 0.384203 , 0.312395 , 0.295549 , 0.297699 , 0.282178 , 0.258575 , 0.192871 , 0.207669 , 0.307982 , 0.200851 , 0.235186 , 0.212326 , 0.257005 , 0.242921 , 0.367775 , 0.290759 , 0.301592 , 0.246712 , 0.229213 , 0.365258 , 0.252124 , 0.286153 , 0.311142 , 0.357308 , 0.146134 , 0.16032 , 0.157466 , 0.171846 , 0.186848 , 0.229591 , 0.165823 , 0.116507 , 0.127402 , 0.142006 , 0.246243 , 0.250972 , 0.274626 , 0.193421 , 0.291248 
 755 , 0.335294 , 0.385559 , 0.314333 , 0.296946 , 0.29915 , 0.282804 , 0.259412 , 0.193325 , 0.208086 , 0.308596 , 0.201504 , 0.23602 , 0.212937 , 0.257774 , 0.243508 , 0.369027 , 0.291816 , 0.302261 , 0.24733 , 0.229768 , 0.366792 , 0.25318 , 0.28712 , 0.312541 , 0.35849 , 0.146737 , 0.160921 , 0.158037 , 0.172375 , 0.187372 , 0.230242 , 0.166298 , 0.116825 , 0.127816 , 0.142473 , 0.247093 , 0.251707 , 0.275285 , 0.194417 , 0.292095 
 756 , 0.336779 , 0.387072 , 0.3165 , 0.298512 , 0.300762 , 0.2835 , 0.260339 , 0.193831 , 0.208553 , 0.309263 , 0.202229 , 0.23695 , 0.213613 , 0.258639 , 0.244176 , 0.370442 , 0.293017 , 0.303012 , 0.248033 , 0.230408 , 0.368493 , 0.254367 , 0.288197 , 0.314105 , 0.359805 , 0.147406 , 0.161588 , 0.158675 , 0.172972 , 0.187974 , 0.230968 , 0.166845 , 0.117195 , 0.128267 , 0.142989 , 0.248074 , 0.252553 , 0.276035 , 0.195542 , 0.29308 
 757 , 0.338414 , 0.388712 , 0.318894 , 0.300261 , 0.302546 , 0.284278 , 0.261388 , 0.194397 , 0.209066 , 0.309995 , 0.203015 , 0.237986 , 0.214366 , 0.259593 , 0.244903 , 0.371998 , 0.294335 , 0.303829 , 0.248816 , 0.231111 , 0.37036 , 0.25566 , 0.289369 , 0.315837 , 0.361273 , 0.148148 , 0.162337 , 0.159374 , 0.173636 , 0.188638 , 0.231779 , 0.167428 , 0.1176 , 0.128774 , 0.143558 , 0.249171 , 0.253469 , 0.27686 , 0.196808 , 0.294158 
 758 , 0.339881 , 0.390071 , 0.321428 , 0.302202 , 0.30427 , 0.284992 , 0.26254 , 0.195014 , 0.209645 , 0.310661 , 0.203787 , 0.239095 , 0.215128 , 0.260587 , 0.245559 , 0.373497 , 0.295634 , 0.304531 , 0.249632 , 0.231931 , 0.372046 , 0.2569 , 0.290527 , 0.317616 , 0.362793 , 0.148919 , 0.163132 , 0.160114 , 0.174327 , 0.189292 , 0.232704 , 0.167967 , 0.117986 , 0.129286 , 0.144157 , 0.25029 , 0.25429 , 0.277588 , 0.198294 , 0.295122 
 759 , 0.34149 , 0.391555 , 0.324204 , 0.304272 , 0.306106 , 0.285775 , 0.263798 , 0.195688 , 0.210254 , 0.311387 , 0.204626 , 0.240304 , 0.215936 , 0.261606 , 0.246238 , 0.375039 , 0.296979 , 0.305242 , 0.250507 , 0.2328 , 0.37389 , 0.258244 , 0.291782 , 0.319545 , 0.364414 , 0.149744 , 0.164015 , 0.160895 , 0.175061 , 0.189975 , 0.233727 , 0.168516 , 0.118376 , 0.129854 , 0.144811 , 0.251477 , 0.255145 , 0.278344 , 0.199915 , 0.296114 
 760 , 0.343251 , 0.393197 , 0.327249 , 0.306561 , 0.308137 , 0.286651 , 0.265176 , 0.196439 , 0.21094 , 0.312194 , 0.205552 , 0.241635 , 0.216817 , 0.262727 , 0.24698 , 0.376736 , 0.298459 , 0.306029 , 0.251463 , 0.233767 , 0.375906 , 0.259725 , 0.293167 , 0.321659 , 0.366196 , 0.150656 , 0.164976 , 0.161761 , 0.175879 , 0.190721 , 0.234874 , 0.169118 , 0.118811 , 0.130491 , 0.145546 , 0.252772 , 0.256073 , 0.279188 , 0.201688 , 0.297213 
 761 , 0.344741 , 0.394723 , 0.329174 , 0.30809 , 0.309498 , 0.287555 , 0.266109 , 0.19702 , 0.211438 , 0.31311 , 0.206273 , 0.242531 , 0.217545 , 0.263646 , 0.247758 , 0.378049 , 0.299448 , 0.306797 , 0.252167 , 0.23453 , 0.3775 , 0.260861 , 0.294355 , 0.323098 , 0.367678 , 0.151313 , 0.165679 , 0.162439 , 0.176506 , 0.191431 , 0.235803 , 0.169767 , 0.119237 , 0.131036 , 0.146169 , 0.253771 , 0.257063 , 0.280155 , 0.202796 , 0.298392 
 762 , 0.346178 , 0.396218 , 0.330671 , 0.309414 , 0.310763 , 0.288551 , 0.26693 , 0.197574 , 0.211971 , 0.314157 , 0.206968 , 0.243296 , 0.218302 , 0.264543 , 0.248621 , 0.379424 , 0.300425 , 0.307691 , 0.252783 , 0.235221 , 0.378905 , 0.261844 , 0.295443 , 0.324277 , 0.36921 , 0.151873 , 0.16627 , 0.163114 , 0.177127 , 0.192187 , 0.236674 , 0.170453 , 0.119697 , 0.131498 , 0.146746 , 0.254506 , 0.257942 , 0.281005 , 0.203543 , 0.299314 
 763 , 0.347614 , 0.39771 , 0.332168 , 0.310736 , 0.312017 , 0.289545 , 0.267749 , 0.198137 , 0.212501 , 0.315202 , 0.207661 , 0.244059 , 0.219058 , 0.265428 , 0.249493 , 0.380786 , 0.3014 , 0.308582 , 0.253396 , 0.235899 , 0.380307 , 0.262826 , 0.296539 , 0.325464 , 0.370721 , 0.152433 , 0.166859 , 0.163789 , 0.177747 , 0.192933 , 0.237544 , 0.171127 , 0.120146 , 0.13197 , 0.147312 , 0.255238 , 0.258829 , 0.281853 , 0.204299 , 0.300234 
