  time  ,:07:22 A,:07:35 A,:07:42 A,:07:49 A,:07:57 A,:08:27 A,:08:36 A,:08:44 A,:08:51 A,:09:00 A,:10:12 A,:10:19 A,:10:26 A,:10:42 A,:10:50 A,:11:29 A,:11:36 A,:11:43 A,:11:50 A,:11:56 A,:12:16 A,:12:23 A,:12:33 A,:12:46 A,:12:55 A,:13:39 A,:13:47 A,:13:57 A,:14:05 A,:14:13 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 903 , 0.263188 , 0.26718 , 0.289482 , 0.231775 , 0.186659 , 0.225838 , 0.314006 , 0.247399 , 0.35041 , 0.399171 , 0.344044 , 0.295107 , 0.293938 , 0.233885 , 0.27856 , 0.171599 , 0.242091 , 0.141296 , 0.166173 , 0.170264 , 0.216309 , 0.144594 , 0.13396 , 0.173574 , 0.133478 , 0.283457 , 0.255699 , 0.199086 , 0.230899 , 0.188434 
 904 , 0.263068 , 0.267474 , 0.289184 , 0.231617 , 0.186949 , 0.226394 , 0.314242 , 0.247234 , 0.350557 , 0.399337 , 0.343717 , 0.29536 , 0.293378 , 0.233581 , 0.278832 , 0.171808 , 0.242152 , 0.141369 , 0.166338 , 0.170467 , 0.216406 , 0.144733 , 0.134063 , 0.174214 , 0.133722 , 0.283508 , 0.255957 , 0.199113 , 0.231217 , 0.188384 
 905 , 0.262868 , 0.267933 , 0.289064 , 0.231396 , 0.187175 , 0.227042 , 0.314495 , 0.247255 , 0.350844 , 0.399776 , 0.343649 , 0.295364 , 0.292864 , 0.233307 , 0.27904 , 0.17201 , 0.242355 , 0.141349 , 0.166498 , 0.17078 , 0.216554 , 0.144891 , 0.134084 , 0.174963 , 0.134014 , 0.283522 , 0.256332 , 0.199276 , 0.231454 , 0.188405 
 906 , 0.262652 , 0.268406 , 0.288939 , 0.231164 , 0.187415 , 0.227716 , 0.314761 , 0.247273 , 0.351144 , 0.400229 , 0.343572 , 0.295369 , 0.292334 , 0.233023 , 0.279255 , 0.172224 , 0.242566 , 0.141331 , 0.166664 , 0.171106 , 0.216714 , 0.145055 , 0.134112 , 0.175743 , 0.134318 , 0.283538 , 0.256721 , 0.199447 , 0.231705 , 0.188427 
 907 , 0.262563 , 0.268044 , 0.289341 , 0.230841 , 0.187227 , 0.227847 , 0.315111 , 0.247672 , 0.351618 , 0.400613 , 0.343533 , 0.29524 , 0.2926 , 0.232739 , 0.278663 , 0.172064 , 0.24258 , 0.141232 , 0.166855 , 0.171133 , 0.216898 , 0.144756 , 0.134249 , 0.176054 , 0.134514 , 0.283749 , 0.256982 , 0.199873 , 0.231902 , 0.188576 
 908 , 0.262767 , 0.267698 , 0.289789 , 0.23076 , 0.187133 , 0.227846 , 0.315549 , 0.247796 , 0.35185 , 0.400851 , 0.34335 , 0.29534 , 0.293151 , 0.232418 , 0.277897 , 0.171843 , 0.242611 , 0.141169 , 0.16713 , 0.170923 , 0.21711 , 0.144349 , 0.134427 , 0.176208 , 0.134763 , 0.283879 , 0.257074 , 0.200187 , 0.232176 , 0.188572 
 909 , 0.262985 , 0.267343 , 0.290259 , 0.23068 , 0.187039 , 0.22784 , 0.31601 , 0.247928 , 0.352088 , 0.401103 , 0.343154 , 0.295438 , 0.293725 , 0.23208 , 0.277092 , 0.171621 , 0.242649 , 0.141111 , 0.167417 , 0.1707 , 0.21733 , 0.143916 , 0.13461 , 0.176369 , 0.13503 , 0.284012 , 0.257169 , 0.200507 , 0.232458 , 0.188562 
 910 , 0.263048 , 0.267775 , 0.290736 , 0.231069 , 0.187491 , 0.227724 , 0.316332 , 0.248046 , 0.352026 , 0.401242 , 0.343432 , 0.295604 , 0.294481 , 0.231851 , 0.277169 , 0.172036 , 0.243255 , 0.141338 , 0.167733 , 0.170755 , 0.217666 , 0.144013 , 0.134637 , 0.176669 , 0.135413 , 0.284282 , 0.257475 , 0.200647 , 0.232797 , 0.188579 
 911 , 0.26302 , 0.268466 , 0.291349 , 0.231558 , 0.188199 , 0.22789 , 0.316537 , 0.248342 , 0.351797 , 0.40113 , 0.344003 , 0.295891 , 0.295122 , 0.232045 , 0.277821 , 0.172776 , 0.244211 , 0.141754 , 0.168075 , 0.17108 , 0.218036 , 0.144477 , 0.134635 , 0.177195 , 0.13585 , 0.284887 , 0.257932 , 0.200847 , 0.233101 , 0.188745 
 912 , 0.262979 , 0.269117 , 0.292037 , 0.232 , 0.188927 , 0.228229 , 0.316713 , 0.248741 , 0.351551 , 0.400915 , 0.34462 , 0.296225 , 0.295697 , 0.232423 , 0.278568 , 0.173532 , 0.245228 , 0.142212 , 0.168433 , 0.171482 , 0.218408 , 0.145008 , 0.134653 , 0.177814 , 0.136297 , 0.28564 , 0.258439 , 0.201121 , 0.233386 , 0.18898 
 913 , 0.263259 , 0.26979 , 0.292766 , 0.232317 , 0.189317 , 0.228868 , 0.316902 , 0.249173 , 0.351557 , 0.400871 , 0.345091 , 0.296491 , 0.296075 , 0.232932 , 0.279119 , 0.174141 , 0.246104 , 0.142573 , 0.168736 , 0.171945 , 0.218847 , 0.145548 , 0.134912 , 0.178405 , 0.136716 , 0.286212 , 0.259001 , 0.201323 , 0.233647 , 0.189299 
 914 , 0.264129 , 0.270567 , 0.293398 , 0.232536 , 0.189122 , 0.22981 , 0.317226 , 0.249617 , 0.352104 , 0.40128 , 0.345294 , 0.296684 , 0.296177 , 0.233492 , 0.279317 , 0.174558 , 0.246611 , 0.142807 , 0.168889 , 0.172531 , 0.219411 , 0.146076 , 0.135642 , 0.178916 , 0.137075 , 0.286448 , 0.259678 , 0.201362 , 0.233963 , 0.189827 
 915 , 0.265089 , 0.271523 , 0.293812 , 0.232959 , 0.188941 , 0.230445 , 0.317787 , 0.250021 , 0.352886 , 0.40199 , 0.345483 , 0.296962 , 0.296402 , 0.23381 , 0.279514 , 0.17511 , 0.246935 , 0.143138 , 0.168991 , 0.173214 , 0.219997 , 0.146556 , 0.136493 , 0.179409 , 0.137427 , 0.286672 , 0.260428 , 0.201336 , 0.234452 , 0.190463 
 916 , 0.266014 , 0.272469 , 0.294199 , 0.233408 , 0.188751 , 0.231013 , 0.318394 , 0.250389 , 0.353664 , 0.402707 , 0.345638 , 0.297254 , 0.296605 , 0.234115 , 0.279701 , 0.175602 , 0.247264 , 0.143457 , 0.169118 , 0.173873 , 0.220557 , 0.147015 , 0.137312 , 0.179884 , 0.137785 , 0.286915 , 0.261143 , 0.201316 , 0.234968 , 0.191064 
 917 , 0.266534 , 0.273143 , 0.294317 , 0.234068 , 0.188476 , 0.23083 , 0.319507 , 0.250348 , 0.354385 , 0.40346 , 0.345353 , 0.297625 , 0.296524 , 0.234226 , 0.27977 , 0.175305 , 0.247661 , 0.143705 , 0.169451 , 0.174169 , 0.22082 , 0.147088 , 0.137622 , 0.18007 , 0.13819 , 0.287269 , 0.261382 , 0.201373 , 0.235683 , 0.191204 
 918 , 0.266714 , 0.273676 , 0.294617 , 0.234541 , 0.188227 , 0.230875 , 0.320073 , 0.250282 , 0.355132 , 0.404304 , 0.344849 , 0.297574 , 0.296344 , 0.23426 , 0.279848 , 0.174688 , 0.248215 , 0.143763 , 0.169822 , 0.174143 , 0.221043 , 0.147077 , 0.137743 , 0.180163 , 0.138592 , 0.287051 , 0.261437 , 0.201321 , 0.23631 , 0.191026 
 919 , 0.266894 , 0.274222 , 0.294912 , 0.235022 , 0.187966 , 0.230921 , 0.320651 , 0.250211 , 0.355892 , 0.405162 , 0.344334 , 0.297524 , 0.29616 , 0.234295 , 0.279928 , 0.174065 , 0.248776 , 0.143815 , 0.170199 , 0.174118 , 0.221267 , 0.147072 , 0.137858 , 0.180257 , 0.139 , 0.286828 , 0.261499 , 0.201263 , 0.236949 , 0.190854 
 920 , 0.26644 , 0.274386 , 0.294712 , 0.235116 , 0.18792 , 0.231334 , 0.320561 , 0.249879 , 0.356154 , 0.405316 , 0.34407 , 0.297841 , 0.295989 , 0.233667 , 0.279688 , 0.174072 , 0.24878 , 0.14368 , 0.170545 , 0.173882 , 0.221096 , 0.147089 , 0.13779 , 0.180337 , 0.139114 , 0.286452 , 0.261339 , 0.201186 , 0.237313 , 0.190337 
 921 , 0.26598 , 0.274465 , 0.294576 , 0.235006 , 0.187821 , 0.231818 , 0.320539 , 0.249481 , 0.355943 , 0.404985 , 0.344126 , 0.298619 , 0.295973 , 0.232982 , 0.278937 , 0.174535 , 0.24874 , 0.143544 , 0.170994 , 0.173807 , 0.220795 , 0.14724 , 0.13771 , 0.180518 , 0.139161 , 0.286616 , 0.261304 , 0.201227 , 0.237741 , 0.18984 
 922 , 0.265569 , 0.274565 , 0.294517 , 0.234858 , 0.187674 , 0.23231 , 0.3206 , 0.249074 , 0.355612 , 0.404547 , 0.344272 , 0.299547 , 0.296018 , 0.23231 , 0.278016 , 0.175114 , 0.248745 , 0.143422 , 0.171502 , 0.173805 , 0.220479 , 0.147453 , 0.137638 , 0.180754 , 0.139223 , 0.286987 , 0.261329 , 0.201317 , 0.238237 , 0.189373 
 923 , 0.265271 , 0.274318 , 0.294634 , 0.234419 , 0.187216 , 0.23227 , 0.320355 , 0.248986 , 0.355068 , 0.403929 , 0.34406 , 0.299601 , 0.296025 , 0.231875 , 0.277014 , 0.175254 , 0.248816 , 0.143158 , 0.171575 , 0.173669 , 0.220083 , 0.147487 , 0.137347 , 0.180731 , 0.138962 , 0.287111 , 0.261202 , 0.201115 , 0.238335 , 0.188819 
 924 , 0.26508 , 0.273571 , 0.29469 , 0.233696 , 0.186419 , 0.231569 , 0.319828 , 0.249249 , 0.354329 , 0.403152 , 0.343383 , 0.298623 , 0.295926 , 0.231674 , 0.276249 , 0.174706 , 0.248909 , 0.142667 , 0.170977 , 0.173284 , 0.219689 , 0.147255 , 0.136742 , 0.180358 , 0.138282 , 0.286755 , 0.260881 , 0.200506 , 0.237877 , 0.188113 
 925 , 0.264845 , 0.272662 , 0.294372 , 0.232993 , 0.1856 , 0.230768 , 0.31938 , 0.249477 , 0.3536 , 0.402376 , 0.342577 , 0.297571 , 0.295717 , 0.231412 , 0.27588 , 0.173902 , 0.248944 , 0.142062 , 0.170108 , 0.172736 , 0.219392 , 0.14691 , 0.136024 , 0.179921 , 0.137493 , 0.286127 , 0.260524 , 0.199753 , 0.237277 , 0.187298 
 926 , 0.264469 , 0.271645 , 0.293862 , 0.232263 , 0.184751 , 0.229807 , 0.318846 , 0.249479 , 0.352679 , 0.40152 , 0.341767 , 0.296418 , 0.295302 , 0.230979 , 0.27553 , 0.172922 , 0.248812 , 0.141266 , 0.169019 , 0.172037 , 0.218995 , 0.146416 , 0.135118 , 0.179363 , 0.136583 , 0.285382 , 0.26006 , 0.19883 , 0.236522 , 0.186453 
 927 , 0.263509 , 0.270539 , 0.292555 , 0.231756 , 0.184113 , 0.228425 , 0.317927 , 0.248192 , 0.35111 , 0.400609 , 0.341265 , 0.295231 , 0.293909 , 0.229773 , 0.275413 , 0.171446 , 0.247791 , 0.13982 , 0.167258 , 0.170798 , 0.218218 , 0.145299 , 0.133604 , 0.178431 , 0.13539 , 0.284375 , 0.259162 , 0.197416 , 0.235239 , 0.185829 
 928 , 0.262408 , 0.269394 , 0.291506 , 0.231287 , 0.183314 , 0.226981 , 0.316184 , 0.246681 , 0.349423 , 0.399424 , 0.340612 , 0.293483 , 0.292076 , 0.228209 , 0.274801 , 0.169948 , 0.246259 , 0.138207 , 0.165469 , 0.16943 , 0.217019 , 0.143991 , 0.132077 , 0.177229 , 0.133888 , 0.2834 , 0.257807 , 0.195963 , 0.23343 , 0.185073 
 929 , 0.261068 , 0.267995 , 0.290234 , 0.23071 , 0.182338 , 0.225215 , 0.314078 , 0.244854 , 0.347371 , 0.397981 , 0.339812 , 0.291369 , 0.289853 , 0.226305 , 0.274058 , 0.168123 , 0.244396 , 0.136249 , 0.163285 , 0.167768 , 0.21556 , 0.142402 , 0.130212 , 0.175765 , 0.132069 , 0.28221 , 0.25616 , 0.194186 , 0.231245 , 0.18415 
 930 , 0.260381 , 0.266008 , 0.288587 , 0.229087 , 0.180433 , 0.224213 , 0.311696 , 0.242919 , 0.346058 , 0.395995 , 0.337528 , 0.289589 , 0.287477 , 0.224538 , 0.272101 , 0.166384 , 0.241751 , 0.133872 , 0.16144 , 0.166008 , 0.213724 , 0.140124 , 0.128749 , 0.174334 , 0.130248 , 0.280721 , 0.254505 , 0.193091 , 0.228634 , 0.18287 
 931 , 0.259436 , 0.26333 , 0.286075 , 0.226663 , 0.177818 , 0.222706 , 0.309108 , 0.240482 , 0.344666 , 0.393941 , 0.334402 , 0.287375 , 0.284493 , 0.222181 , 0.269707 , 0.163999 , 0.238523 , 0.131098 , 0.159177 , 0.163583 , 0.211506 , 0.137284 , 0.126488 , 0.17258 , 0.128453 , 0.278205 , 0.25236 , 0.191246 , 0.225889 , 0.181224 
 932 , 0.258215 , 0.259985 , 0.282872 , 0.223601 , 0.174558 , 0.220758 , 0.305985 , 0.237461 , 0.342938 , 0.391484 , 0.330506 , 0.28461 , 0.280785 , 0.21922 , 0.266783 , 0.160982 , 0.234559 , 0.127699 , 0.156362 , 0.16053 , 0.208778 , 0.133773 , 0.123583 , 0.170403 , 0.126316 , 0.274963 , 0.249699 , 0.188831 , 0.222593 , 0.179184 
 933 , 0.256487 , 0.25682 , 0.27963 , 0.221395 , 0.171808 , 0.21883 , 0.303848 , 0.234613 , 0.341373 , 0.389557 , 0.327595 , 0.282414 , 0.277593 , 0.216071 , 0.263979 , 0.158565 , 0.23169 , 0.124755 , 0.154127 , 0.157628 , 0.206605 , 0.13126 , 0.121002 , 0.168452 , 0.124359 , 0.272226 , 0.247033 , 0.186724 , 0.219962 , 0.176969 
 934 , 0.254249 , 0.254169 , 0.276728 , 0.219891 , 0.169754 , 0.216974 , 0.302692 , 0.232289 , 0.339171 , 0.38767 , 0.325428 , 0.280738 , 0.275377 , 0.213062 , 0.26134 , 0.157074 , 0.23007 , 0.122136 , 0.152483 , 0.155271 , 0.20476 , 0.129735 , 0.119097 , 0.166752 , 0.122307 , 0.269979 , 0.244565 , 0.185184 , 0.217928 , 0.174467 
 935 , 0.251634 , 0.251383 , 0.27371 , 0.217956 , 0.167519 , 0.214856 , 0.301354 , 0.229909 , 0.335836 , 0.384941 , 0.322637 , 0.278738 , 0.273244 , 0.209865 , 0.258258 , 0.155659 , 0.228319 , 0.118905 , 0.150557 , 0.152884 , 0.202363 , 0.127935 , 0.117204 , 0.164787 , 0.119617 , 0.267344 , 0.241874 , 0.183677 , 0.215464 , 0.17146 
 936 , 0.248953 , 0.249129 , 0.271146 , 0.216344 , 0.165712 , 0.212941 , 0.299708 , 0.227799 , 0.332098 , 0.382074 , 0.320005 , 0.27698 , 0.271134 , 0.20681 , 0.255358 , 0.154828 , 0.226864 , 0.116136 , 0.148879 , 0.150677 , 0.200344 , 0.126436 , 0.115662 , 0.16274 , 0.11706 , 0.264832 , 0.239443 , 0.182107 , 0.213586 , 0.168556 
 937 , 0.247014 , 0.249016 , 0.270713 , 0.216164 , 0.165736 , 0.212224 , 0.297839 , 0.227103 , 0.328577 , 0.379764 , 0.318794 , 0.276568 , 0.269692 , 0.205272 , 0.253861 , 0.155871 , 0.226881 , 0.115542 , 0.14847 , 0.149556 , 0.200123 , 0.126277 , 0.115606 , 0.161061 , 0.115717 , 0.263533 , 0.238474 , 0.180901 , 0.214069 , 0.166945 
 938 , 0.245706 , 0.248468 , 0.270463 , 0.216294 , 0.16596 , 0.211767 , 0.296903 , 0.226339 , 0.326589 , 0.378083 , 0.318583 , 0.276749 , 0.268051 , 0.204583 , 0.252453 , 0.15651 , 0.227673 , 0.115124 , 0.148253 , 0.147939 , 0.200557 , 0.126212 , 0.115532 , 0.159364 , 0.114839 , 0.262935 , 0.237573 , 0.179984 , 0.214984 , 0.166053 
 939 , 0.24435 , 0.247897 , 0.270204 , 0.216425 , 0.166199 , 0.21129 , 0.295931 , 0.225555 , 0.324524 , 0.376338 , 0.318372 , 0.276938 , 0.266343 , 0.203864 , 0.250985 , 0.157162 , 0.228503 , 0.114699 , 0.148032 , 0.146264 , 0.201015 , 0.126155 , 0.115455 , 0.157604 , 0.113926 , 0.262307 , 0.236639 , 0.179027 , 0.215937 , 0.165123 
 940 , 0.245399 , 0.247058 , 0.27145 , 0.215126 , 0.16443 , 0.209876 , 0.296066 , 0.226279 , 0.32457 , 0.37704 , 0.316569 , 0.273943 , 0.266878 , 0.20542 , 0.249448 , 0.155086 , 0.228979 , 0.114113 , 0.148349 , 0.145615 , 0.201635 , 0.125422 , 0.115652 , 0.157458 , 0.112706 , 0.261882 , 0.235916 , 0.177932 , 0.216533 , 0.164591 
 941 , 0.246322 , 0.247195 , 0.272892 , 0.214904 , 0.163096 , 0.208861 , 0.296122 , 0.227253 , 0.325193 , 0.378034 , 0.315111 , 0.271067 , 0.268312 , 0.206416 , 0.248159 , 0.153736 , 0.22898 , 0.113911 , 0.148658 , 0.145857 , 0.202703 , 0.124929 , 0.115787 , 0.157793 , 0.111213 , 0.261248 , 0.235941 , 0.176627 , 0.217245 , 0.163945 
 942 , 0.247241 , 0.247436 , 0.274378 , 0.214783 , 0.161773 , 0.20786 , 0.296164 , 0.228262 , 0.325878 , 0.379065 , 0.313656 , 0.268155 , 0.269865 , 0.207366 , 0.246874 , 0.152433 , 0.228928 , 0.113735 , 0.148972 , 0.146187 , 0.203836 , 0.124447 , 0.115911 , 0.15818 , 0.109676 , 0.260577 , 0.236047 , 0.175281 , 0.217981 , 0.163266 
 943 , 0.247239 , 0.249363 , 0.274612 , 0.216107 , 0.160908 , 0.208065 , 0.297387 , 0.228287 , 0.326247 , 0.379856 , 0.313625 , 0.268413 , 0.270043 , 0.207572 , 0.246751 , 0.15138 , 0.229084 , 0.113773 , 0.148826 , 0.146535 , 0.204811 , 0.12457 , 0.116396 , 0.158652 , 0.109187 , 0.260372 , 0.236328 , 0.174425 , 0.218139 , 0.162676 
 944 , 0.246955 , 0.251752 , 0.273955 , 0.217163 , 0.160152 , 0.208517 , 0.298951 , 0.228095 , 0.325807 , 0.380721 , 0.313519 , 0.269859 , 0.26813 , 0.207247 , 0.247236 , 0.150185 , 0.228916 , 0.113746 , 0.148513 , 0.146726 , 0.20561 , 0.125097 , 0.117227 , 0.159215 , 0.109253 , 0.260432 , 0.236356 , 0.173939 , 0.217777 , 0.162019 
 945 , 0.246777 , 0.253936 , 0.273106 , 0.217571 , 0.159308 , 0.208737 , 0.300372 , 0.228085 , 0.324923 , 0.38173 , 0.312895 , 0.271091 , 0.265244 , 0.206797 , 0.247755 , 0.148799 , 0.22847 , 0.113608 , 0.148224 , 0.146802 , 0.20636 , 0.125722 , 0.118195 , 0.159831 , 0.109361 , 0.260525 , 0.236159 , 0.17354 , 0.217237 , 0.161282 
 946 , 0.247228 , 0.255884 , 0.272663 , 0.216898 , 0.159059 , 0.209511 , 0.300983 , 0.228363 , 0.323914 , 0.382298 , 0.311879 , 0.272181 , 0.262772 , 0.205949 , 0.247974 , 0.148604 , 0.227709 , 0.113237 , 0.148087 , 0.146961 , 0.206679 , 0.126276 , 0.119165 , 0.160288 , 0.109716 , 0.260916 , 0.236285 , 0.173701 , 0.216892 , 0.160868 
 947 , 0.248228 , 0.257368 , 0.272664 , 0.214469 , 0.159447 , 0.211126 , 0.299895 , 0.228839 , 0.322793 , 0.381731 , 0.310218 , 0.272824 , 0.261306 , 0.204278 , 0.247468 , 0.150239 , 0.226519 , 0.112491 , 0.148015 , 0.147044 , 0.205998 , 0.126478 , 0.11991 , 0.160208 , 0.110439 , 0.261729 , 0.236933 , 0.174783 , 0.216699 , 0.160945 
 948 , 0.248054 , 0.258802 , 0.272116 , 0.212093 , 0.158977 , 0.212609 , 0.298044 , 0.228637 , 0.321865 , 0.38025 , 0.308557 , 0.273049 , 0.260589 , 0.202181 , 0.246434 , 0.151556 , 0.225533 , 0.111707 , 0.147513 , 0.146608 , 0.204667 , 0.126154 , 0.120153 , 0.15951 , 0.111054 , 0.262416 , 0.237524 , 0.175875 , 0.216108 , 0.160872 
 949 , 0.247719 , 0.260017 , 0.27158 , 0.209841 , 0.158456 , 0.213889 , 0.29629 , 0.228473 , 0.321028 , 0.378771 , 0.30689 , 0.273105 , 0.260017 , 0.200192 , 0.245415 , 0.152683 , 0.224718 , 0.11094 , 0.147047 , 0.146164 , 0.203432 , 0.125812 , 0.120354 , 0.158863 , 0.111582 , 0.263044 , 0.238082 , 0.176842 , 0.215437 , 0.160715 
 950 , 0.245523 , 0.258768 , 0.271061 , 0.208799 , 0.157256 , 0.21283 , 0.29539 , 0.228778 , 0.321281 , 0.377202 , 0.305122 , 0.271277 , 0.260986 , 0.199255 , 0.244531 , 0.151777 , 0.225875 , 0.110361 , 0.146999 , 0.14554 , 0.203206 , 0.125219 , 0.120059 , 0.158716 , 0.111142 , 0.263027 , 0.238345 , 0.176311 , 0.213851 , 0.159537 
 951 , 0.244686 , 0.257562 , 0.271999 , 0.208551 , 0.157522 , 0.211823 , 0.296093 , 0.230431 , 0.321118 , 0.376535 , 0.304387 , 0.270861 , 0.263442 , 0.199508 , 0.244034 , 0.151659 , 0.228234 , 0.110056 , 0.1479 , 0.146064 , 0.203569 , 0.125071 , 0.120375 , 0.159827 , 0.111063 , 0.264003 , 0.239 , 0.1751 , 0.213156 , 0.158969 
 952 , 0.243875 , 0.25638 , 0.272937 , 0.208317 , 0.157797 , 0.210842 , 0.296799 , 0.232081 , 0.320954 , 0.375881 , 0.303663 , 0.270457 , 0.265883 , 0.199771 , 0.243553 , 0.151547 , 0.230583 , 0.109757 , 0.148798 , 0.146595 , 0.203932 , 0.12493 , 0.120695 , 0.16093 , 0.110985 , 0.264977 , 0.239645 , 0.173906 , 0.212483 , 0.158417 
 953 , 0.244371 , 0.256688 , 0.273584 , 0.209766 , 0.160044 , 0.211242 , 0.296679 , 0.233049 , 0.319379 , 0.375723 , 0.30412 , 0.270677 , 0.266973 , 0.199749 , 0.243919 , 0.153067 , 0.232889 , 0.110844 , 0.150549 , 0.14759 , 0.204437 , 0.12596 , 0.121015 , 0.16274 , 0.111725 , 0.266287 , 0.240599 , 0.173798 , 0.213463 , 0.159111 
 954 , 0.244863 , 0.257493 , 0.274031 , 0.211381 , 0.162426 , 0.21197 , 0.295849 , 0.232632 , 0.317569 , 0.374802 , 0.304853 , 0.270427 , 0.266526 , 0.199259 , 0.244417 , 0.15472 , 0.23416 , 0.111943 , 0.152083 , 0.147936 , 0.205014 , 0.127142 , 0.120935 , 0.163873 , 0.112412 , 0.266846 , 0.241499 , 0.174496 , 0.214316 , 0.159646 
 955 , 0.245189 , 0.258315 , 0.274418 , 0.212823 , 0.164582 , 0.212668 , 0.294827 , 0.231709 , 0.315873 , 0.373522 , 0.305553 , 0.2699 , 0.265582 , 0.198609 , 0.244869 , 0.156198 , 0.234956 , 0.112854 , 0.153381 , 0.147935 , 0.205596 , 0.12823 , 0.120688 , 0.164593 , 0.112957 , 0.267025 , 0.24232 , 0.175405 , 0.214884 , 0.159949 
 956 , 0.246595 , 0.259073 , 0.275727 , 0.214064 , 0.165346 , 0.213767 , 0.294765 , 0.232172 , 0.315436 , 0.373185 , 0.306421 , 0.269713 , 0.264989 , 0.199224 , 0.24542 , 0.156354 , 0.235441 , 0.113445 , 0.154283 , 0.148281 , 0.206236 , 0.129437 , 0.120588 , 0.165123 , 0.113838 , 0.266826 , 0.243286 , 0.176682 , 0.215604 , 0.160725 
 957 , 0.24903 , 0.259544 , 0.277703 , 0.21525 , 0.164736 , 0.215744 , 0.296425 , 0.233943 , 0.316448 , 0.374533 , 0.307161 , 0.269751 , 0.264821 , 0.201174 , 0.245985 , 0.155199 , 0.235664 , 0.113859 , 0.154949 , 0.149275 , 0.206877 , 0.130769 , 0.12088 , 0.165685 , 0.115057 , 0.266542 , 0.244361 , 0.178312 , 0.216738 , 0.162123 
 958 , 0.251332 , 0.259631 , 0.279241 , 0.216614 , 0.164154 , 0.218413 , 0.299261 , 0.235592 , 0.317709 , 0.377046 , 0.307395 , 0.269598 , 0.264765 , 0.203198 , 0.246385 , 0.154085 , 0.235974 , 0.114472 , 0.155855 , 0.150703 , 0.207399 , 0.13209 , 0.121542 , 0.166585 , 0.116259 , 0.266701 , 0.245349 , 0.179859 , 0.218237 , 0.163716 
 959 , 0.253311 , 0.26004 , 0.280531 , 0.217966 , 0.163771 , 0.220892 , 0.302154 , 0.236635 , 0.318984 , 0.379311 , 0.307814 , 0.269605 , 0.264891 , 0.204752 , 0.24686 , 0.153579 , 0.236396 , 0.115138 , 0.156654 , 0.152167 , 0.208082 , 0.133237 , 0.12238 , 0.167739 , 0.117523 , 0.267072 , 0.24616 , 0.18134 , 0.219685 , 0.165177 
 960 , 0.254374 , 0.261767 , 0.280987 , 0.219346 , 0.164102 , 0.22279 , 0.305285 , 0.235579 , 0.320472 , 0.380795 , 0.309052 , 0.270234 , 0.265783 , 0.204589 , 0.2477 , 0.155392 , 0.237451 , 0.11611 , 0.157077 , 0.153864 , 0.209515 , 0.133881 , 0.123994 , 0.17003 , 0.119198 , 0.268334 , 0.246393 , 0.182733 , 0.221105 , 0.166291 
 961 , 0.256164 , 0.263239 , 0.281236 , 0.21954 , 0.163858 , 0.223336 , 0.30489 , 0.235597 , 0.321543 , 0.381424 , 0.310473 , 0.271154 , 0.267393 , 0.204028 , 0.248777 , 0.157072 , 0.239574 , 0.116947 , 0.156953 , 0.154632 , 0.210961 , 0.134593 , 0.125095 , 0.172102 , 0.120828 , 0.269112 , 0.246666 , 0.183949 , 0.222405 , 0.167228 
 962 , 0.257855 , 0.264616 , 0.28147 , 0.219719 , 0.163636 , 0.22385 , 0.304527 , 0.235606 , 0.322548 , 0.382018 , 0.311811 , 0.272024 , 0.268912 , 0.203507 , 0.249792 , 0.158657 , 0.241576 , 0.117732 , 0.156836 , 0.155351 , 0.212327 , 0.135258 , 0.126125 , 0.174049 , 0.122364 , 0.269845 , 0.246924 , 0.185094 , 0.223628 , 0.168114 
 963 , 0.258852 , 0.265459 , 0.281391 , 0.218983 , 0.164689 , 0.224756 , 0.303959 , 0.236972 , 0.322634 , 0.382042 , 0.311492 , 0.272545 , 0.269618 , 0.20316 , 0.250074 , 0.160661 , 0.243562 , 0.11902 , 0.15832 , 0.156167 , 0.214108 , 0.137213 , 0.127378 , 0.175854 , 0.123116 , 0.270795 , 0.247608 , 0.186416 , 0.22496 , 0.168723 
 964 , 0.259255 , 0.267021 , 0.281482 , 0.218875 , 0.166365 , 0.226071 , 0.3045 , 0.238354 , 0.322631 , 0.382036 , 0.311253 , 0.272949 , 0.269462 , 0.203355 , 0.250324 , 0.162502 , 0.244606 , 0.120306 , 0.160323 , 0.157404 , 0.215751 , 0.139194 , 0.129027 , 0.177674 , 0.123771 , 0.272084 , 0.248412 , 0.18767 , 0.226191 , 0.169289 
 965 , 0.259501 , 0.26872 , 0.281621 , 0.218956 , 0.168092 , 0.227422 , 0.305308 , 0.239639 , 0.322634 , 0.382037 , 0.311089 , 0.27332 , 0.269113 , 0.203683 , 0.250579 , 0.16421 , 0.245352 , 0.12151 , 0.162317 , 0.158692 , 0.217269 , 0.141047 , 0.130706 , 0.17942 , 0.124395 , 0.2734 , 0.249194 , 0.188844 , 0.227337 , 0.169825 
