  time  ,47:18 PM,47:30 PM,47:41 PM,47:49 PM,47:58 PM,06:54 PM,07:14 PM,07:31 PM,07:43 PM,07:53 PM,09:57 PM,10:12 PM,10:21 PM,10:30 PM,10:42 PM,10:50 PM,10:56 PM,11:04 PM,11:15 PM,11:21 PM,12:38 PM,12:52 PM,13:04 PM,13:28 PM,13:36 PM,15:27 PM,15:37 PM,15:47 PM,15:59 PM,16:07 PM,17:00 PM,17:13 PM,17:30 PM,17:39 PM,17:54 PM,19:28 PM,19:36 PM,19:43 PM,19:49 PM,19:56 PM,20:09 PM,20:16 PM,20:22 PM,20:30 PM,20:41 PM,21:54 PM,22:03 PM,22:11 PM,22:22 PM,22:35 PM,23:09 PM,23:22 PM,23:30 PM,23:39 PM,23:52 PM,24:33 PM,24:54 PM,25:04 PM,25:13 PM,25:22 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 912 , 0.367114 , 0.351363 , 0.293181 , 0.313643 , 0.342865 , 0.395034 , 0.42637 , 0.426473 , 0.473312 , 0.367692 , 0.281219 , 0.310413 , 0.247114 , 0.281205 , 0.347892 , 0.364848 , 0.362141 , 0.325668 , 0.357231 , 0.338099 , 0.268119 , 0.375977 , 0.318967 , 0.353884 , 0.320103 , 0.360681 , 0.295344 , 0.487114 , 0.387348 , 0.340971 , 0.347279 , 0.320316 , 0.345647 , 0.394297 , 0.362926 , 0.265482 , 0.232755 , 0.241446 , 0.218491 , 0.258223 , 0.401763 , 0.33159 , 0.392038 , 0.362575 , 0.330447 , 0.389132 , 0.337314 , 0.354924 , 0.354476 , 0.352541 , 0.458987 , 0.37617 , 0.45909 , 0.455964 , 0.44347 , 0.30927 , 0.305006 , 0.294256 , 0.331694 , 0.375261 
 913 , 0.367707 , 0.351828 , 0.293958 , 0.314222 , 0.343367 , 0.395752 , 0.426897 , 0.426883 , 0.473776 , 0.367755 , 0.281798 , 0.311211 , 0.247429 , 0.281413 , 0.348508 , 0.365342 , 0.362717 , 0.326175 , 0.357939 , 0.338019 , 0.268717 , 0.376602 , 0.319762 , 0.354276 , 0.320099 , 0.360964 , 0.295518 , 0.487827 , 0.387627 , 0.34103 , 0.348123 , 0.320883 , 0.346034 , 0.394687 , 0.363356 , 0.266105 , 0.233352 , 0.241669 , 0.218875 , 0.258448 , 0.4022 , 0.331894 , 0.392418 , 0.362902 , 0.330953 , 0.389703 , 0.337806 , 0.355038 , 0.354784 , 0.353011 , 0.458943 , 0.376368 , 0.459843 , 0.456317 , 0.443924 , 0.309513 , 0.305114 , 0.294391 , 0.332162 , 0.375845 
 914 , 0.367909 , 0.352282 , 0.294204 , 0.31493 , 0.343575 , 0.395856 , 0.427089 , 0.427171 , 0.473894 , 0.367697 , 0.282527 , 0.311713 , 0.247899 , 0.281452 , 0.348517 , 0.365301 , 0.363104 , 0.326717 , 0.358449 , 0.338688 , 0.269323 , 0.377047 , 0.320597 , 0.355444 , 0.320433 , 0.361427 , 0.295306 , 0.488083 , 0.387957 , 0.341228 , 0.348661 , 0.321186 , 0.346135 , 0.395391 , 0.363679 , 0.266202 , 0.233826 , 0.241718 , 0.219027 , 0.258501 , 0.402468 , 0.331967 , 0.392454 , 0.363028 , 0.331056 , 0.389846 , 0.337723 , 0.354986 , 0.355068 , 0.353138 , 0.459136 , 0.376184 , 0.460177 , 0.456296 , 0.444263 , 0.309666 , 0.305114 , 0.294484 , 0.332384 , 0.376444 
 915 , 0.368012 , 0.352487 , 0.294324 , 0.315495 , 0.343614 , 0.395713 , 0.427032 , 0.427258 , 0.473376 , 0.367731 , 0.283286 , 0.311932 , 0.248439 , 0.281484 , 0.348479 , 0.36521 , 0.363703 , 0.327348 , 0.358927 , 0.339517 , 0.26974 , 0.377687 , 0.320949 , 0.356461 , 0.320826 , 0.361983 , 0.294892 , 0.487867 , 0.388416 , 0.341552 , 0.348821 , 0.32136 , 0.345916 , 0.396015 , 0.363675 , 0.266239 , 0.234345 , 0.241697 , 0.219066 , 0.25862 , 0.402901 , 0.332076 , 0.392521 , 0.36323 , 0.330774 , 0.389979 , 0.337413 , 0.355207 , 0.355405 , 0.353144 , 0.459413 , 0.375947 , 0.460331 , 0.455987 , 0.444593 , 0.309747 , 0.305074 , 0.294735 , 0.332576 , 0.376906 
 916 , 0.368077 , 0.352699 , 0.294441 , 0.316046 , 0.34368 , 0.395574 , 0.426966 , 0.427337 , 0.472879 , 0.367775 , 0.283988 , 0.31213 , 0.248967 , 0.281533 , 0.348474 , 0.365134 , 0.364263 , 0.327953 , 0.3594 , 0.340278 , 0.27012 , 0.378296 , 0.321245 , 0.357391 , 0.321211 , 0.362528 , 0.294482 , 0.487619 , 0.388866 , 0.341862 , 0.348941 , 0.321485 , 0.345703 , 0.39663 , 0.363708 , 0.266292 , 0.234845 , 0.241656 , 0.219097 , 0.258707 , 0.403324 , 0.332178 , 0.392604 , 0.36344 , 0.330463 , 0.390121 , 0.337116 , 0.355429 , 0.355697 , 0.353152 , 0.459676 , 0.375717 , 0.460499 , 0.45567 , 0.444923 , 0.309846 , 0.304996 , 0.29499 , 0.33274 , 0.377336 
 917 , 0.367679 , 0.352882 , 0.29449 , 0.316377 , 0.344055 , 0.395467 , 0.426841 , 0.427274 , 0.472813 , 0.367906 , 0.283911 , 0.312028 , 0.249328 , 0.281788 , 0.348863 , 0.365138 , 0.364313 , 0.328138 , 0.359752 , 0.340173 , 0.269917 , 0.378547 , 0.320945 , 0.357183 , 0.321357 , 0.362788 , 0.294263 , 0.487013 , 0.389243 , 0.342007 , 0.348589 , 0.321117 , 0.345587 , 0.396999 , 0.364121 , 0.266565 , 0.235149 , 0.241456 , 0.218985 , 0.25839 , 0.40367 , 0.33217 , 0.392878 , 0.363784 , 0.329972 , 0.390288 , 0.337103 , 0.355651 , 0.355403 , 0.353171 , 0.459788 , 0.375655 , 0.460736 , 0.455371 , 0.445286 , 0.310166 , 0.304533 , 0.295259 , 0.332548 , 0.377455 
 918 , 0.367513 , 0.353198 , 0.294796 , 0.316997 , 0.344417 , 0.395531 , 0.427249 , 0.427641 , 0.473605 , 0.368145 , 0.283781 , 0.31215 , 0.249822 , 0.282172 , 0.349471 , 0.365086 , 0.364481 , 0.328321 , 0.360177 , 0.340141 , 0.270126 , 0.378528 , 0.321294 , 0.357165 , 0.321363 , 0.363126 , 0.29439 , 0.487322 , 0.38966 , 0.34208 , 0.348625 , 0.320978 , 0.346019 , 0.397622 , 0.364522 , 0.266653 , 0.235506 , 0.241371 , 0.219177 , 0.258114 , 0.403837 , 0.332261 , 0.393338 , 0.364309 , 0.330088 , 0.390608 , 0.337473 , 0.355666 , 0.355254 , 0.353211 , 0.459964 , 0.376004 , 0.460878 , 0.456044 , 0.44593 , 0.310637 , 0.304353 , 0.295786 , 0.332364 , 0.377792 
 919 , 0.367342 , 0.353516 , 0.295097 , 0.317628 , 0.344776 , 0.395598 , 0.427667 , 0.428004 , 0.474408 , 0.368388 , 0.283646 , 0.312274 , 0.250324 , 0.282565 , 0.350089 , 0.365029 , 0.364651 , 0.328508 , 0.360611 , 0.34011 , 0.270343 , 0.378497 , 0.321647 , 0.357157 , 0.321371 , 0.363467 , 0.294519 , 0.487628 , 0.390086 , 0.342147 , 0.348658 , 0.320828 , 0.346455 , 0.398248 , 0.364926 , 0.266737 , 0.235866 , 0.241281 , 0.21937 , 0.257825 , 0.404008 , 0.332355 , 0.393802 , 0.364837 , 0.330201 , 0.390932 , 0.337846 , 0.355677 , 0.355092 , 0.353255 , 0.460142 , 0.376364 , 0.461016 , 0.456729 , 0.446585 , 0.311118 , 0.304174 , 0.296322 , 0.332183 , 0.378132 
 920 , 0.367834 , 0.354075 , 0.295562 , 0.318068 , 0.344798 , 0.395491 , 0.427887 , 0.427978 , 0.474251 , 0.368322 , 0.283351 , 0.312241 , 0.25009 , 0.282417 , 0.35013 , 0.364809 , 0.364823 , 0.328244 , 0.360397 , 0.340177 , 0.270951 , 0.378602 , 0.321595 , 0.356717 , 0.321469 , 0.363533 , 0.294705 , 0.487871 , 0.390152 , 0.342254 , 0.348806 , 0.320222 , 0.346617 , 0.398571 , 0.364837 , 0.266651 , 0.236157 , 0.241294 , 0.219743 , 0.257799 , 0.404127 , 0.332503 , 0.393818 , 0.365401 , 0.330586 , 0.391351 , 0.33817 , 0.355483 , 0.355197 , 0.353294 , 0.460193 , 0.376714 , 0.461204 , 0.457642 , 0.446734 , 0.311217 , 0.304372 , 0.296517 , 0.332168 , 0.378484 
 921 , 0.368426 , 0.354759 , 0.295928 , 0.318426 , 0.344996 , 0.395298 , 0.427664 , 0.427531 , 0.473837 , 0.368076 , 0.283621 , 0.312231 , 0.249531 , 0.28224 , 0.350071 , 0.364978 , 0.364691 , 0.327748 , 0.360219 , 0.340153 , 0.271643 , 0.378925 , 0.321335 , 0.356841 , 0.321861 , 0.363569 , 0.294926 , 0.487988 , 0.389908 , 0.342592 , 0.348977 , 0.319372 , 0.346608 , 0.398522 , 0.365118 , 0.2668 , 0.23641 , 0.24145 , 0.219996 , 0.25799 , 0.404458 , 0.332605 , 0.393574 , 0.36591 , 0.330607 , 0.391681 , 0.338261 , 0.355264 , 0.355152 , 0.353133 , 0.460458 , 0.376577 , 0.461775 , 0.457766 , 0.446237 , 0.3112 , 0.304857 , 0.296517 , 0.332191 , 0.378806 
 922 , 0.369019 , 0.355486 , 0.296269 , 0.318791 , 0.345296 , 0.395088 , 0.427295 , 0.426958 , 0.473415 , 0.367797 , 0.284126 , 0.312246 , 0.24892 , 0.282104 , 0.350036 , 0.365304 , 0.364447 , 0.327205 , 0.360114 , 0.340085 , 0.272342 , 0.379322 , 0.321032 , 0.357207 , 0.322359 , 0.363618 , 0.295159 , 0.488072 , 0.389575 , 0.34302 , 0.349144 , 0.318447 , 0.346567 , 0.398382 , 0.365592 , 0.267053 , 0.236665 , 0.241659 , 0.220211 , 0.25824 , 0.404878 , 0.33269 , 0.393283 , 0.366414 , 0.330477 , 0.391984 , 0.338273 , 0.355058 , 0.355029 , 0.352902 , 0.460816 , 0.376267 , 0.462494 , 0.457592 , 0.445562 , 0.311171 , 0.30542 , 0.296493 , 0.332212 , 0.379132 
 923 , 0.369264 , 0.35558 , 0.29627 , 0.31888 , 0.345301 , 0.394317 , 0.42633 , 0.425859 , 0.472796 , 0.366899 , 0.284488 , 0.312013 , 0.248436 , 0.281781 , 0.349824 , 0.365446 , 0.363715 , 0.326388 , 0.35984 , 0.339595 , 0.271865 , 0.378517 , 0.320255 , 0.357033 , 0.322613 , 0.36323 , 0.294867 , 0.487641 , 0.388561 , 0.342907 , 0.348741 , 0.317377 , 0.345749 , 0.397394 , 0.365317 , 0.267021 , 0.236718 , 0.24142 , 0.220057 , 0.258174 , 0.404767 , 0.332493 , 0.392657 , 0.366393 , 0.329729 , 0.391781 , 0.337707 , 0.35481 , 0.354561 , 0.352004 , 0.460814 , 0.375632 , 0.46278 , 0.456796 , 0.444209 , 0.310546 , 0.305267 , 0.295978 , 0.33183 , 0.379066 
 924 , 0.369087 , 0.354892 , 0.295887 , 0.318531 , 0.344972 , 0.393231 , 0.425005 , 0.424636 , 0.471974 , 0.365312 , 0.28438 , 0.311568 , 0.248157 , 0.281163 , 0.34932 , 0.365189 , 0.36237 , 0.325357 , 0.359196 , 0.33874 , 0.270033 , 0.376616 , 0.31919 , 0.356095 , 0.322545 , 0.362464 , 0.29409 , 0.486459 , 0.386869 , 0.342059 , 0.347602 , 0.316263 , 0.344139 , 0.395709 , 0.363913 , 0.266548 , 0.236462 , 0.240556 , 0.219578 , 0.257678 , 0.403941 , 0.331893 , 0.391659 , 0.365761 , 0.328465 , 0.390767 , 0.33661 , 0.354363 , 0.353805 , 0.350675 , 0.460105 , 0.374935 , 0.46212 , 0.455627 , 0.442338 , 0.30922 , 0.304039 , 0.294858 , 0.330842 , 0.378492 
 925 , 0.368874 , 0.354093 , 0.29549 , 0.318019 , 0.344638 , 0.392529 , 0.424097 , 0.423996 , 0.47113 , 0.363678 , 0.283863 , 0.311209 , 0.247919 , 0.280418 , 0.348679 , 0.364666 , 0.360888 , 0.324399 , 0.358271 , 0.337989 , 0.268108 , 0.375015 , 0.318404 , 0.35495 , 0.32243 , 0.36181 , 0.293463 , 0.484996 , 0.385254 , 0.341026 , 0.346295 , 0.315242 , 0.342589 , 0.394295 , 0.362087 , 0.265927 , 0.236103 , 0.239482 , 0.219221 , 0.257062 , 0.402921 , 0.331128 , 0.390581 , 0.36511 , 0.3274 , 0.389404 , 0.335641 , 0.353657 , 0.353148 , 0.349732 , 0.458958 , 0.37463 , 0.460847 , 0.454845 , 0.440717 , 0.307801 , 0.302423 , 0.293615 , 0.329631 , 0.37782 
 926 , 0.368563 , 0.353149 , 0.295039 , 0.317342 , 0.344177 , 0.39167 , 0.423017 , 0.4232 , 0.469983 , 0.361792 , 0.283004 , 0.310666 , 0.247569 , 0.279457 , 0.347994 , 0.364081 , 0.359394 , 0.323294 , 0.357164 , 0.337019 , 0.266069 , 0.373309 , 0.317378 , 0.353486 , 0.321824 , 0.360973 , 0.292692 , 0.483379 , 0.383393 , 0.339805 , 0.344748 , 0.314058 , 0.340726 , 0.392701 , 0.359957 , 0.26514 , 0.23554 , 0.238224 , 0.218722 , 0.256343 , 0.401732 , 0.330167 , 0.389403 , 0.364396 , 0.32627 , 0.387875 , 0.334613 , 0.352864 , 0.352338 , 0.348704 , 0.457684 , 0.37423 , 0.459373 , 0.453933 , 0.438958 , 0.306183 , 0.300575 , 0.292158 , 0.3282 , 0.37698 
 927 , 0.367862 , 0.351773 , 0.294467 , 0.316041 , 0.343144 , 0.390367 , 0.421457 , 0.421807 , 0.467712 , 0.359441 , 0.280718 , 0.309326 , 0.246625 , 0.277655 , 0.347317 , 0.363816 , 0.358547 , 0.321868 , 0.355536 , 0.335148 , 0.264256 , 0.37173 , 0.315437 , 0.350894 , 0.318858 , 0.359508 , 0.291404 , 0.481677 , 0.38097 , 0.338084 , 0.342697 , 0.312531 , 0.33795 , 0.390703 , 0.357183 , 0.26378 , 0.234143 , 0.236468 , 0.217666 , 0.255314 , 0.400137 , 0.328612 , 0.388117 , 0.363622 , 0.325184 , 0.38612 , 0.33362 , 0.351989 , 0.351013 , 0.347525 , 0.456295 , 0.373362 , 0.457547 , 0.452711 , 0.437218 , 0.304147 , 0.298238 , 0.290078 , 0.326175 , 0.37556 
 928 , 0.367143 , 0.350206 , 0.293713 , 0.314533 , 0.341382 , 0.388661 , 0.419423 , 0.419752 , 0.46533 , 0.357254 , 0.278575 , 0.307433 , 0.245077 , 0.275292 , 0.345985 , 0.366393 , 0.358003 , 0.319961 , 0.35376 , 0.332527 , 0.262111 , 0.369595 , 0.312929 , 0.3475 , 0.315995 , 0.357726 , 0.289282 , 0.480392 , 0.378097 , 0.336313 , 0.341029 , 0.310859 , 0.334506 , 0.387701 , 0.354487 , 0.262193 , 0.232788 , 0.234438 , 0.216234 , 0.253579 , 0.39813 , 0.327189 , 0.386501 , 0.36221 , 0.323628 , 0.384522 , 0.331807 , 0.351308 , 0.349104 , 0.345363 , 0.455155 , 0.371401 , 0.45631 , 0.451212 , 0.435167 , 0.30181 , 0.295527 , 0.287317 , 0.324227 , 0.374026 
 929 , 0.366292 , 0.348326 , 0.292814 , 0.312728 , 0.339287 , 0.386606 , 0.416971 , 0.417273 , 0.462454 , 0.354602 , 0.275997 , 0.305161 , 0.243245 , 0.27247 , 0.344407 , 0.369471 , 0.357343 , 0.317682 , 0.351641 , 0.329402 , 0.259534 , 0.367009 , 0.309904 , 0.343418 , 0.312532 , 0.355576 , 0.286743 , 0.478834 , 0.374644 , 0.334182 , 0.339015 , 0.308839 , 0.330376 , 0.384106 , 0.351241 , 0.260289 , 0.23117 , 0.232016 , 0.214527 , 0.25153 , 0.395735 , 0.32549 , 0.384582 , 0.360537 , 0.32176 , 0.382611 , 0.329666 , 0.350494 , 0.346831 , 0.342791 , 0.453785 , 0.369078 , 0.454834 , 0.44942 , 0.432708 , 0.299007 , 0.292301 , 0.284032 , 0.321903 , 0.372182 
 930 , 0.36513 , 0.347475 , 0.29102 , 0.311603 , 0.33694 , 0.385631 , 0.414779 , 0.415655 , 0.460228 , 0.353076 , 0.274945 , 0.303853 , 0.241236 , 0.269711 , 0.341964 , 0.373299 , 0.355958 , 0.316245 , 0.3491 , 0.326997 , 0.258173 , 0.36543 , 0.30905 , 0.340774 , 0.310952 , 0.353585 , 0.284528 , 0.477524 , 0.371517 , 0.332485 , 0.337255 , 0.306407 , 0.326945 , 0.380494 , 0.348374 , 0.258502 , 0.229616 , 0.229975 , 0.212956 , 0.249368 , 0.39332 , 0.323942 , 0.382456 , 0.358204 , 0.319472 , 0.380569 , 0.327641 , 0.349474 , 0.344225 , 0.340916 , 0.45173 , 0.366807 , 0.453901 , 0.447888 , 0.430503 , 0.29674 , 0.288744 , 0.281384 , 0.31927 , 0.370005 
 931 , 0.363209 , 0.346502 , 0.288913 , 0.310398 , 0.334625 , 0.383785 , 0.411963 , 0.413361 , 0.457307 , 0.35019 , 0.273611 , 0.302585 , 0.23919 , 0.266932 , 0.340131 , 0.36979 , 0.353616 , 0.314868 , 0.345322 , 0.324686 , 0.256828 , 0.362533 , 0.307836 , 0.337517 , 0.308212 , 0.350731 , 0.282573 , 0.47596 , 0.367574 , 0.330163 , 0.334016 , 0.303239 , 0.323101 , 0.376573 , 0.344413 , 0.256828 , 0.227613 , 0.227606 , 0.211049 , 0.247506 , 0.390215 , 0.321651 , 0.379976 , 0.355817 , 0.31652 , 0.377798 , 0.325483 , 0.347276 , 0.341116 , 0.338929 , 0.448668 , 0.364351 , 0.452454 , 0.44546 , 0.42707 , 0.29348 , 0.285052 , 0.278554 , 0.316137 , 0.366657 
 932 , 0.360773 , 0.345286 , 0.286404 , 0.30896 , 0.331933 , 0.381339 , 0.40846 , 0.410421 , 0.45365 , 0.346391 , 0.271878 , 0.301073 , 0.236794 , 0.26365 , 0.338171 , 0.363861 , 0.350668 , 0.313237 , 0.340616 , 0.32198 , 0.255172 , 0.358737 , 0.306213 , 0.333447 , 0.3046 , 0.347125 , 0.280295 , 0.474019 , 0.362718 , 0.327256 , 0.329814 , 0.299317 , 0.318437 , 0.371877 , 0.33945 , 0.254869 , 0.225152 , 0.224736 , 0.208719 , 0.2454 , 0.386433 , 0.318778 , 0.376994 , 0.353029 , 0.312912 , 0.374398 , 0.322926 , 0.344453 , 0.337361 , 0.336551 , 0.444854 , 0.361431 , 0.450599 , 0.442386 , 0.422744 , 0.289409 , 0.280696 , 0.275171 , 0.312336 , 0.362468 
 933 , 0.357893 , 0.343744 , 0.284383 , 0.307344 , 0.330053 , 0.37899 , 0.405204 , 0.40805 , 0.451184 , 0.343167 , 0.270367 , 0.299338 , 0.234951 , 0.261644 , 0.336536 , 0.357346 , 0.347381 , 0.311838 , 0.337113 , 0.31929 , 0.25284 , 0.35461 , 0.30367 , 0.329425 , 0.301341 , 0.343818 , 0.278107 , 0.472341 , 0.35827 , 0.32513 , 0.326091 , 0.295745 , 0.31484 , 0.368715 , 0.335486 , 0.25284 , 0.223064 , 0.222406 , 0.206291 , 0.243267 , 0.383367 , 0.315852 , 0.374274 , 0.350826 , 0.309872 , 0.371332 , 0.320251 , 0.341445 , 0.334089 , 0.33386 , 0.441677 , 0.358314 , 0.44853 , 0.439371 , 0.418377 , 0.285366 , 0.276717 , 0.271942 , 0.309221 , 0.358299 
 934 , 0.35506 , 0.342041 , 0.283015 , 0.305787 , 0.328805 , 0.376893 , 0.402028 , 0.405756 , 0.44948 , 0.340509 , 0.268233 , 0.297153 , 0.233987 , 0.26064 , 0.334845 , 0.352842 , 0.344526 , 0.310541 , 0.335452 , 0.316595 , 0.249528 , 0.350479 , 0.300253 , 0.325922 , 0.299003 , 0.340812 , 0.275392 , 0.469774 , 0.354496 , 0.323719 , 0.323083 , 0.292074 , 0.312311 , 0.36706 , 0.332656 , 0.250308 , 0.221272 , 0.220846 , 0.203766 , 0.240959 , 0.381849 , 0.313293 , 0.371872 , 0.349345 , 0.307889 , 0.368902 , 0.317708 , 0.339107 , 0.331767 , 0.330871 , 0.438845 , 0.355031 , 0.446337 , 0.436988 , 0.41509 , 0.282458 , 0.273211 , 0.269049 , 0.3063 , 0.354937 
 935 , 0.352309 , 0.340248 , 0.281615 , 0.304222 , 0.32725 , 0.374532 , 0.398082 , 0.402494 , 0.446975 , 0.337367 , 0.264902 , 0.294381 , 0.233201 , 0.259226 , 0.332453 , 0.350386 , 0.341975 , 0.30891 , 0.33421 , 0.31341 , 0.24527 , 0.34593 , 0.296181 , 0.322235 , 0.296761 , 0.337236 , 0.271557 , 0.465546 , 0.350343 , 0.321981 , 0.31976 , 0.287305 , 0.309237 , 0.365017 , 0.329405 , 0.246896 , 0.219115 , 0.219267 , 0.200855 , 0.238115 , 0.380933 , 0.310754 , 0.369183 , 0.347781 , 0.306087 , 0.366432 , 0.315065 , 0.337337 , 0.329565 , 0.327417 , 0.435312 , 0.351315 , 0.443869 , 0.434775 , 0.41235 , 0.280164 , 0.269183 , 0.265881 , 0.302422 , 0.351816 
 936 , 0.350308 , 0.338983 , 0.280413 , 0.302696 , 0.325814 , 0.372519 , 0.395075 , 0.399986 , 0.445207 , 0.334432 , 0.261586 , 0.291731 , 0.232507 , 0.257813 , 0.330163 , 0.348047 , 0.339875 , 0.307074 , 0.333151 , 0.31076 , 0.242183 , 0.342575 , 0.292912 , 0.319716 , 0.295309 , 0.334519 , 0.268498 , 0.461888 , 0.347068 , 0.320703 , 0.317362 , 0.283459 , 0.307009 , 0.363469 , 0.326693 , 0.244148 , 0.21738 , 0.218093 , 0.198416 , 0.235415 , 0.380539 , 0.3086 , 0.367177 , 0.346694 , 0.304827 , 0.364376 , 0.312704 , 0.335836 , 0.3276 , 0.324439 , 0.43224 , 0.348011 , 0.441549 , 0.432903 , 0.410152 , 0.278743 , 0.266611 , 0.263098 , 0.299291 , 0.349465 
 937 , 0.351099 , 0.339594 , 0.28005 , 0.301676 , 0.325216 , 0.372058 , 0.395492 , 0.40032 , 0.445875 , 0.333006 , 0.259418 , 0.290074 , 0.232102 , 0.25681 , 0.328805 , 0.346731 , 0.339462 , 0.305064 , 0.333006 , 0.310455 , 0.243392 , 0.343663 , 0.292689 , 0.321063 , 0.296397 , 0.334794 , 0.268427 , 0.460997 , 0.34712 , 0.320945 , 0.318287 , 0.283368 , 0.307575 , 0.363669 , 0.326092 , 0.243997 , 0.2173 , 0.21835 , 0.197927 , 0.233785 , 0.381476 , 0.308104 , 0.367641 , 0.34712 , 0.305349 , 0.364023 , 0.311985 , 0.335511 , 0.326802 , 0.323692 , 0.431573 , 0.346953 , 0.440303 , 0.432394 , 0.409857 , 0.27996 , 0.268816 , 0.262236 , 0.299249 , 0.349624 
 938 , 0.352125 , 0.340274 , 0.279345 , 0.300527 , 0.325194 , 0.371224 , 0.394961 , 0.400279 , 0.445268 , 0.331734 , 0.258295 , 0.288127 , 0.23092 , 0.255997 , 0.327263 , 0.345744 , 0.337899 , 0.302818 , 0.333164 , 0.310434 , 0.244264 , 0.344245 , 0.290932 , 0.320598 , 0.296104 , 0.333789 , 0.267827 , 0.460375 , 0.346349 , 0.32048 , 0.318814 , 0.283233 , 0.306352 , 0.362969 , 0.324181 , 0.243333 , 0.217146 , 0.218305 , 0.19722 , 0.231996 , 0.381027 , 0.307282 , 0.367975 , 0.346925 , 0.305026 , 0.363469 , 0.312156 , 0.33515 , 0.325708 , 0.322973 , 0.432076 , 0.347001 , 0.439186 , 0.431167 , 0.408013 , 0.279491 , 0.27016 , 0.261509 , 0.299742 , 0.348036 
 939 , 0.353196 , 0.340973 , 0.278614 , 0.299338 , 0.325162 , 0.370365 , 0.394408 , 0.400236 , 0.444642 , 0.330407 , 0.257128 , 0.286104 , 0.22969 , 0.25516 , 0.325661 , 0.344715 , 0.336283 , 0.300488 , 0.333338 , 0.310417 , 0.245169 , 0.344854 , 0.289111 , 0.320118 , 0.295812 , 0.332756 , 0.267202 , 0.459719 , 0.345547 , 0.32 , 0.319363 , 0.28309 , 0.305082 , 0.362245 , 0.322196 , 0.24264 , 0.216983 , 0.21825 , 0.196487 , 0.230133 , 0.380565 , 0.306433 , 0.368321 , 0.346717 , 0.304694 , 0.362896 , 0.312344 , 0.334772 , 0.32458 , 0.322224 , 0.4326 , 0.34705 , 0.438032 , 0.429891 , 0.406111 , 0.279009 , 0.27154 , 0.260759 , 0.30026 , 0.346392 
 940 , 0.353752 , 0.339543 , 0.278555 , 0.298382 , 0.324614 , 0.368803 , 0.394186 , 0.399324 , 0.442102 , 0.329622 , 0.257673 , 0.28581 , 0.228522 , 0.254878 , 0.325402 , 0.343311 , 0.334302 , 0.298546 , 0.333164 , 0.310741 , 0.243793 , 0.344318 , 0.288653 , 0.320449 , 0.294655 , 0.33176 , 0.265545 , 0.459024 , 0.343838 , 0.318565 , 0.319079 , 0.282056 , 0.303006 , 0.361466 , 0.322504 , 0.24108 , 0.215766 , 0.216766 , 0.195158 , 0.229426 , 0.3781 , 0.304979 , 0.367714 , 0.345126 , 0.304034 , 0.361767 , 0.311659 , 0.333637 , 0.323566 , 0.322244 , 0.431202 , 0.346668 , 0.437142 , 0.428147 , 0.404079 , 0.276116 , 0.270957 , 0.260653 , 0.298306 , 0.344928 
 941 , 0.354179 , 0.338663 , 0.278838 , 0.29728 , 0.324331 , 0.366589 , 0.39468 , 0.397394 , 0.44048 , 0.327217 , 0.257052 , 0.28597 , 0.228312 , 0.255199 , 0.324379 , 0.342458 , 0.332331 , 0.297041 , 0.332058 , 0.310313 , 0.241434 , 0.342882 , 0.288097 , 0.321466 , 0.292514 , 0.331641 , 0.264499 , 0.456502 , 0.343286 , 0.317855 , 0.319291 , 0.281259 , 0.301321 , 0.359922 , 0.322109 , 0.239547 , 0.21504 , 0.215792 , 0.194403 , 0.22903 , 0.37727 , 0.303448 , 0.367704 , 0.344722 , 0.303769 , 0.361181 , 0.309814 , 0.333569 , 0.32321 , 0.321828 , 0.428234 , 0.345474 , 0.43609 , 0.426982 , 0.403562 , 0.274291 , 0.271692 , 0.260505 , 0.296186 , 0.345303 
 942 , 0.354596 , 0.337832 , 0.279157 , 0.296147 , 0.324067 , 0.364269 , 0.395263 , 0.395332 , 0.438916 , 0.324613 , 0.256293 , 0.28618 , 0.228202 , 0.255589 , 0.323254 , 0.341651 , 0.330331 , 0.295553 , 0.330837 , 0.309803 , 0.238941 , 0.34133 , 0.287512 , 0.322584 , 0.290245 , 0.331615 , 0.263493 , 0.453754 , 0.342846 , 0.317208 , 0.319558 , 0.280469 , 0.299651 , 0.358271 , 0.321628 , 0.237998 , 0.214348 , 0.214854 , 0.19369 , 0.228667 , 0.376586 , 0.301878 , 0.367753 , 0.344431 , 0.303532 , 0.360635 , 0.307822 , 0.333603 , 0.322905 , 0.321348 , 0.425076 , 0.344172 , 0.435002 , 0.425854 , 0.403188 , 0.272531 , 0.272592 , 0.260344 , 0.294009 , 0.345866 
