  time  ,:05:45 A,:05:52 A,:06:00 A,:06:06 A,:06:12 A,:06:51 A,:06:59 A,:07:08 A,:07:20 A,:07:28 A,:08:09 A,:08:18 A,:08:26 A,:08:33 A,:08:44 A,:09:26 A,:09:34 A,:09:47 A,:09:56 A,:10:06 A,:10:45 A,:10:53 A,:11:01 A,:11:08 A,:11:16 A,:11:54 A,:12:02 A,:12:11 A,:12:19 A,:12:26 A,:13:11 A,:13:21 A,:13:30 A,:13:36 A,:13:45 A,:14:25 A,:14:33 A,:14:43 A,:14:53 A,:15:01 A,:15:44 A,:15:51 A,:16:05 A,:16:12 A,:16:21 A,:17:10 A,:17:18 A,:17:25 A,:17:32 A,:17:39 A,:18:47 A,:18:55 A,:19:02 A,:19:13 A,:19:25 A,:20:03 A,:20:15 A,:20:24 A,:20:31 A,:20:38 A,:21:18 A,:21:26 A,:21:34 A,:21:42 A,:21:49 A,:22:34 A,:22:42 A,:22:56 A,:23:05 A,:23:13 A,:24:13 A,:24:22 A,:24:30 A,:24:48 A,:24:56 A,:25:40 A,:25:52 A,:26:02 A,:26:11 A,:26:19 A,:27:01 A,:27:11 A,:27:19 A,:27:26 A,:27:35 A,:28:24 A,:28:33 A,:28:41 A,:28:48 A,:28:59 A,:29:48 A,:29:56 A,:30:03 A,:30:12 A,:30:20 A,:31:03 A,:31:10 A,:31:18 A,:31:25 A,:31:33 A,:33:35 A,:33:47 A,:33:55 A,:34:06 A,:34:12 A,:36:08 A,:36:18 A,:36:28 A,:36:38 A,:36:46 A,:37:27 A,:37:35 A,:37:57 A,:38:04 A,:38:43 A,:38:58 A,:39:07 A,:39:14 A,:39:22 A,:39:29 A,:40:15 A,:40:22 A,:40:30 A,:40:38 A,:40:49 A,:42:01 A,:43:06 A,:43:15 A,:43:23 A,:43:33 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 316 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
 317 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
 318 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
 319 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
 320 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
 321 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
 322 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 323 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 324 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 325 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0 , 0 , 0 , 0 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0.512488 , 0 , 0 , 0 , 0 , 0.512488 , 0.512488 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 326 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0 , 0 , 0 , 0 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0.932684 , 0 , 0 , 0 , 0 , 0.932684 , 0.932684 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 327 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 0 , 0 , 0 , 0 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 0 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 0 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 0 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 1.076745 , 0 , 0 , 0 , 0 , 1.076745 , 1.076745 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 328 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 0 , 0 , 0 , 0 , 0 , 1.149283 , 0 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 0 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 0 , 0 , 0 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 0 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 0 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 1.149283 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 329 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 0 , 0 , 0 , 0 , 0 , 1.170344 , 0 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 0 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 0 , 0 , 0 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 0 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 0 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 1.170344 , 0 , 0 , 0 , 0 , 0 , 0.006087 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000007 , 0 , 0 , 0 , 0 
 330 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 0 , 0 , 0 , 0 , 0 , 1.185837 , 0 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 0 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 0 , 0 , 0 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 0 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 0 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 1.185837 , 0 , 0 , 0 , 0 , 0 , 0.006327 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000015 , 0 , 0 , 0 , 0 
 331 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 0 , 0 , 0 , 0 , 0 , 1.197776 , 0 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 0 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 0 , 0 , 0 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 0 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 0 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 1.197776 , 0 , 0 , 0 , 0 , 0 , 0.006445 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000023 , 0 , 0 , 0 , 0 
 332 , 0 , 0.562541 , 0.562541 , 0 , 0.562541 , 0 , 0 , 0 , 0 , 0 , 0.562541 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.562541 , 0.562541 , 0 , 0 , 0 , 0 , 0 , 0.562541 , 0.000316 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0 , 0.562541 , 0.562541 , 0 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0 , 0 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0 , 0.562541 , 0 , 0 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0.562541 , 0 , 0 , 0 , 0 , 0.00001 , 0 , 0.00403 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000074 , 0.000044 , 0 , 0.000028 , 0.000019 , 0.000038 
 333 , 0 , 1.249716 , 1.249716 , 0 , 1.249716 , 0 , 0 , 0 , 0 , 0 , 1.249716 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.249716 , 1.249716 , 0 , 0 , 0 , 0 , 0 , 1.249716 , 0.000732 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 0 , 1.249716 , 1.249716 , 0 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 0 , 0 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 0 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 0 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 0 , 1.249716 , 0 , 0 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 1.249716 , 0 , 0 , 0 , 0 , 0.000058 , 0 , 0.012636 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000457 , 0.000206 , 0 , 0.000164 , 0.000114 , 0.000207 
