  time  ,:06:06 P,:06:19 P,:06:21 P,:06:22 P,:06:34 P,:07:33 P,:07:42 P,:07:50 P,:07:58 P,:08:11 P,:08:52 P,:09:17 P,:09:26 P,:09:32 P,:09:42 P,:10:27 P,:10:37 P,:10:45 P,:10:53 P,:11:00 P,:11:37 P,:11:44 P,:11:54 P,:12:05 P,:12:20 P,:13:08 P,:13:17 P,:13:25 P,:13:39 P,:13:49 P,:14:35 P,:14:43 P,:14:52 P,:15:05 P,:15:12 P,:15:50 P,:15:57 P,:16:05 P,:16:13 P,:16:20 P,:17:24 P,:17:37 P,:17:44 P,:17:52 P,:18:01 P,:18:58 P,:19:28 P,:19:35 P,:19:46 P,:19:52 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 784 , 0.993436 , 0.99281 , 1.006549 , 1.003317 , 1.003888 , 0.464763 , 0.422211 , 0.421241 , 0.489553 , 0.461304 , 0.426839 , 0.436597 , 0.337478 , 0.404194 , 0.460472 , 0.358314 , 0.364318 , 0.31458 , 0.303288 , 0.359476 , 0.336083 , 0.359758 , 0.376021 , 0.407371 , 0.405645 , 0.395544 , 0.391191 , 0.42743 , 0.341563 , 0.368602 , 0.427932 , 0.352676 , 0.426598 , 0.377816 , 0.327109 , 0.479781 , 0.457357 , 0.503147 , 0.470078 , 0.475187 , 0.462824 , 0.530626 , 0.459626 , 0.465794 , 0.438474 , 0.416675 , 0.402001 , 0.425745 , 0.403912 , 0.368581 
 785 , 0.993388 , 0.992686 , 1.006445 , 1.003362 , 1.004119 , 0.465382 , 0.422727 , 0.421598 , 0.490176 , 0.461899 , 0.42729 , 0.43714 , 0.337891 , 0.404844 , 0.461135 , 0.358816 , 0.365004 , 0.315114 , 0.303805 , 0.360048 , 0.336624 , 0.360378 , 0.376561 , 0.407873 , 0.406407 , 0.395944 , 0.391683 , 0.427937 , 0.342055 , 0.369017 , 0.428323 , 0.353275 , 0.427125 , 0.378474 , 0.327759 , 0.480216 , 0.458058 , 0.50377 , 0.470923 , 0.475631 , 0.463634 , 0.53133 , 0.460323 , 0.466594 , 0.439253 , 0.417358 , 0.402524 , 0.426382 , 0.404417 , 0.369093 
 786 , 0.993369 , 0.992481 , 1.006362 , 1.003402 , 1.004386 , 0.466033 , 0.423265 , 0.42193 , 0.490828 , 0.462487 , 0.427762 , 0.437691 , 0.33833 , 0.4055 , 0.461812 , 0.359338 , 0.365721 , 0.315662 , 0.304321 , 0.36066 , 0.337166 , 0.360991 , 0.377131 , 0.408379 , 0.407194 , 0.396356 , 0.392197 , 0.428437 , 0.342544 , 0.369433 , 0.428712 , 0.35385 , 0.427659 , 0.379128 , 0.328422 , 0.480658 , 0.458755 , 0.5044 , 0.471762 , 0.476072 , 0.464449 , 0.532046 , 0.461047 , 0.467389 , 0.440074 , 0.418032 , 0.403056 , 0.427039 , 0.404936 , 0.369626 
 787 , 0.993364 , 0.992289 , 1.006279 , 1.0034 , 1.004667 , 0.466674 , 0.423795 , 0.422259 , 0.491478 , 0.463078 , 0.428251 , 0.438267 , 0.338767 , 0.40612 , 0.462479 , 0.359866 , 0.366423 , 0.316202 , 0.304843 , 0.361271 , 0.3377 , 0.361629 , 0.37772 , 0.408896 , 0.407973 , 0.396786 , 0.392715 , 0.428947 , 0.343038 , 0.36984 , 0.429126 , 0.354424 , 0.428196 , 0.379772 , 0.329076 , 0.481077 , 0.459462 , 0.505027 , 0.472597 , 0.476524 , 0.465275 , 0.532773 , 0.461769 , 0.468189 , 0.440905 , 0.418718 , 0.403599 , 0.4277 , 0.405465 , 0.37017 
 788 , 0.993358 , 0.99229 , 1.006211 , 1.003323 , 1.004818 , 0.467246 , 0.424181 , 0.422617 , 0.492 , 0.463662 , 0.428798 , 0.438963 , 0.339134 , 0.406532 , 0.463049 , 0.360373 , 0.36701 , 0.316675 , 0.305394 , 0.361828 , 0.338162 , 0.362324 , 0.378312 , 0.409399 , 0.408703 , 0.397325 , 0.393218 , 0.429488 , 0.343496 , 0.370221 , 0.429632 , 0.354943 , 0.428764 , 0.380359 , 0.329638 , 0.481428 , 0.460175 , 0.505583 , 0.473434 , 0.477059 , 0.466095 , 0.533514 , 0.462422 , 0.468969 , 0.441672 , 0.419419 , 0.404168 , 0.428295 , 0.405974 , 0.370676 
 789 , 0.993287 , 0.992432 , 1.00617 , 1.003321 , 1.00479 , 0.467827 , 0.424517 , 0.423021 , 0.492488 , 0.464268 , 0.429345 , 0.439717 , 0.339525 , 0.406938 , 0.463661 , 0.360877 , 0.367601 , 0.31714 , 0.306016 , 0.36236 , 0.338643 , 0.36307 , 0.378904 , 0.409952 , 0.40951 , 0.397924 , 0.393725 , 0.430048 , 0.343994 , 0.370663 , 0.4302 , 0.355504 , 0.4294 , 0.380959 , 0.330215 , 0.481847 , 0.460958 , 0.506171 , 0.474358 , 0.477647 , 0.466992 , 0.534295 , 0.463068 , 0.469806 , 0.442406 , 0.420159 , 0.404738 , 0.428889 , 0.406483 , 0.37118 
 790 , 0.993221 , 0.992573 , 1.00612 , 1.003325 , 1.004761 , 0.468425 , 0.424862 , 0.423433 , 0.49298 , 0.464891 , 0.429907 , 0.440494 , 0.339917 , 0.407366 , 0.464297 , 0.361388 , 0.3682 , 0.317618 , 0.306651 , 0.362906 , 0.33913 , 0.363831 , 0.379504 , 0.41052 , 0.410334 , 0.398546 , 0.394246 , 0.430625 , 0.344507 , 0.371105 , 0.430776 , 0.356074 , 0.430052 , 0.381582 , 0.330814 , 0.482276 , 0.461758 , 0.50677 , 0.475305 , 0.478246 , 0.467921 , 0.535101 , 0.463738 , 0.470668 , 0.443165 , 0.420921 , 0.405323 , 0.4295 , 0.407007 , 0.371699 
 791 , 0.993133 , 0.992561 , 1.006202 , 1.003428 , 1.004677 , 0.468954 , 0.425312 , 0.42387 , 0.493524 , 0.465497 , 0.430439 , 0.441251 , 0.340375 , 0.40789 , 0.464952 , 0.361882 , 0.368803 , 0.318068 , 0.307222 , 0.363435 , 0.339651 , 0.364532 , 0.380056 , 0.411112 , 0.411099 , 0.399017 , 0.39478 , 0.431094 , 0.344991 , 0.371528 , 0.431356 , 0.356569 , 0.430646 , 0.382181 , 0.331426 , 0.482726 , 0.462482 , 0.50731 , 0.476205 , 0.478841 , 0.468781 , 0.535903 , 0.4644 , 0.471493 , 0.443983 , 0.4216 , 0.405786 , 0.430059 , 0.407517 , 0.372211 
 792 , 0.993157 , 0.992487 , 1.006362 , 1.003399 , 1.004594 , 0.469547 , 0.425795 , 0.42442 , 0.494196 , 0.466183 , 0.431126 , 0.441976 , 0.340887 , 0.408549 , 0.465645 , 0.36238 , 0.369404 , 0.318579 , 0.307584 , 0.364017 , 0.34021 , 0.365267 , 0.380675 , 0.411712 , 0.411733 , 0.399391 , 0.395406 , 0.43161 , 0.345514 , 0.371897 , 0.431852 , 0.357124 , 0.431251 , 0.382885 , 0.332075 , 0.483083 , 0.463207 , 0.507884 , 0.477151 , 0.479492 , 0.46965 , 0.536657 , 0.465182 , 0.472323 , 0.444912 , 0.422321 , 0.406325 , 0.430643 , 0.408073 , 0.372795 
 793 , 0.993182 , 0.992408 , 1.006525 , 1.003365 , 1.00452 , 0.470152 , 0.426288 , 0.424981 , 0.49488 , 0.466889 , 0.431825 , 0.442727 , 0.341414 , 0.409219 , 0.466349 , 0.362894 , 0.370014 , 0.319106 , 0.307948 , 0.364615 , 0.340785 , 0.366025 , 0.38131 , 0.41233 , 0.412385 , 0.399775 , 0.396042 , 0.432143 , 0.346046 , 0.372268 , 0.432364 , 0.357688 , 0.431866 , 0.383599 , 0.332745 , 0.483453 , 0.463957 , 0.508471 , 0.478123 , 0.480162 , 0.470539 , 0.537431 , 0.465983 , 0.473173 , 0.445866 , 0.423059 , 0.406875 , 0.431244 , 0.408645 , 0.373388 
 794 , 0.993259 , 0.992353 , 1.006622 , 1.003344 , 1.004423 , 0.470782 , 0.426756 , 0.42547 , 0.495516 , 0.467503 , 0.43249 , 0.443467 , 0.341964 , 0.409907 , 0.467005 , 0.363427 , 0.37062 , 0.319595 , 0.3083 , 0.36517 , 0.341335 , 0.366761 , 0.381977 , 0.412923 , 0.41302 , 0.400189 , 0.396682 , 0.432615 , 0.346557 , 0.372667 , 0.43285 , 0.35826 , 0.432518 , 0.38435 , 0.333387 , 0.483792 , 0.464709 , 0.509073 , 0.47904 , 0.480797 , 0.471383 , 0.538151 , 0.466728 , 0.473977 , 0.446815 , 0.423803 , 0.40741 , 0.431826 , 0.409202 , 0.373975 
 795 , 0.993391 , 0.992366 , 1.006549 , 1.003342 , 1.004353 , 0.471332 , 0.427239 , 0.42584 , 0.496062 , 0.468001 , 0.433042 , 0.444295 , 0.342522 , 0.410514 , 0.467585 , 0.364032 , 0.371234 , 0.320036 , 0.308921 , 0.36568 , 0.341892 , 0.367467 , 0.382619 , 0.413471 , 0.413734 , 0.400673 , 0.397329 , 0.433028 , 0.347024 , 0.373111 , 0.433478 , 0.35881 , 0.433153 , 0.385099 , 0.33399 , 0.484282 , 0.465452 , 0.50969 , 0.47985 , 0.481345 , 0.472211 , 0.538908 , 0.467447 , 0.474732 , 0.447682 , 0.424524 , 0.407883 , 0.432488 , 0.409794 , 0.37451 
 796 , 0.993524 , 0.992394 , 1.006433 , 1.003346 , 1.004303 , 0.471862 , 0.427748 , 0.426201 , 0.496603 , 0.468505 , 0.433595 , 0.445158 , 0.343093 , 0.411115 , 0.468165 , 0.364671 , 0.371864 , 0.320475 , 0.309634 , 0.366204 , 0.342469 , 0.368181 , 0.38326 , 0.414022 , 0.414493 , 0.401176 , 0.397979 , 0.433443 , 0.347491 , 0.37357 , 0.434157 , 0.359358 , 0.433783 , 0.385868 , 0.334604 , 0.484832 , 0.466209 , 0.510322 , 0.480657 , 0.481898 , 0.473055 , 0.53969 , 0.468186 , 0.475496 , 0.44855 , 0.425251 , 0.408355 , 0.433186 , 0.410408 , 0.375055 
 797 , 0.993628 , 0.992433 , 1.006369 , 1.003326 , 1.004243 , 0.472392 , 0.428272 , 0.426563 , 0.497144 , 0.469023 , 0.434135 , 0.446015 , 0.343638 , 0.411704 , 0.468752 , 0.365326 , 0.372488 , 0.320914 , 0.310348 , 0.366708 , 0.343068 , 0.368897 , 0.383902 , 0.414552 , 0.41524 , 0.401672 , 0.398623 , 0.433871 , 0.347952 , 0.374016 , 0.43483 , 0.359886 , 0.434399 , 0.386618 , 0.335211 , 0.48539 , 0.466939 , 0.510941 , 0.481472 , 0.482458 , 0.473886 , 0.540479 , 0.468919 , 0.476255 , 0.449335 , 0.42598 , 0.408807 , 0.433871 , 0.41103 , 0.375573 
 798 , 0.993518 , 0.99253 , 1.00658 , 1.00324 , 1.004131 , 0.472935 , 0.428857 , 0.426943 , 0.49766 , 0.469622 , 0.434674 , 0.446769 , 0.34404 , 0.412266 , 0.469316 , 0.366024 , 0.373115 , 0.321395 , 0.310964 , 0.36713 , 0.343699 , 0.369587 , 0.384542 , 0.41505 , 0.415913 , 0.402099 , 0.399204 , 0.434354 , 0.348375 , 0.374402 , 0.435391 , 0.360394 , 0.434987 , 0.387269 , 0.335752 , 0.485879 , 0.467563 , 0.511516 , 0.482344 , 0.483074 , 0.474633 , 0.541217 , 0.46956 , 0.476957 , 0.449859 , 0.426706 , 0.409232 , 0.434452 , 0.411626 , 0.376031 
 799 , 0.993308 , 0.992681 , 1.006927 , 1.003127 , 1.003957 , 0.473565 , 0.429464 , 0.427379 , 0.498244 , 0.470294 , 0.435287 , 0.447526 , 0.344436 , 0.412888 , 0.469904 , 0.366723 , 0.373816 , 0.32194 , 0.311549 , 0.367574 , 0.344345 , 0.370315 , 0.385245 , 0.415615 , 0.416605 , 0.402546 , 0.399806 , 0.434918 , 0.348864 , 0.374841 , 0.435922 , 0.360984 , 0.435678 , 0.387951 , 0.33634 , 0.486291 , 0.468251 , 0.512156 , 0.483286 , 0.48376 , 0.475413 , 0.541961 , 0.470183 , 0.4777 , 0.45042 , 0.427498 , 0.409736 , 0.435015 , 0.412219 , 0.376528 
 800 , 0.993089 , 0.99283 , 1.007282 , 1.003019 , 1.003781 , 0.474216 , 0.430085 , 0.427828 , 0.498843 , 0.470981 , 0.435913 , 0.448297 , 0.344848 , 0.413522 , 0.470506 , 0.367448 , 0.374527 , 0.322492 , 0.312142 , 0.368028 , 0.345009 , 0.371061 , 0.385967 , 0.416199 , 0.417317 , 0.402998 , 0.400419 , 0.435494 , 0.349362 , 0.375289 , 0.436465 , 0.361578 , 0.436388 , 0.388651 , 0.336944 , 0.486705 , 0.468954 , 0.51282 , 0.484259 , 0.484468 , 0.476215 , 0.542716 , 0.470827 , 0.478465 , 0.450994 , 0.42831 , 0.410252 , 0.435599 , 0.412831 , 0.377036 
 801 , 0.992951 , 0.993007 , 1.007394 , 1.002977 , 1.003671 , 0.47486 , 0.430542 , 0.428215 , 0.49935 , 0.471635 , 0.436397 , 0.448961 , 0.345174 , 0.414045 , 0.471095 , 0.367982 , 0.375301 , 0.322963 , 0.312663 , 0.368613 , 0.345504 , 0.371726 , 0.386561 , 0.416857 , 0.417957 , 0.403416 , 0.401018 , 0.435997 , 0.349788 , 0.375673 , 0.436916 , 0.36212 , 0.437007 , 0.389254 , 0.337553 , 0.487045 , 0.469602 , 0.513443 , 0.485089 , 0.48511 , 0.477069 , 0.543499 , 0.471467 , 0.4792 , 0.451723 , 0.429042 , 0.410778 , 0.4362 , 0.413421 , 0.377524 
 802 , 0.992989 , 0.992904 , 1.007276 , 1.003099 , 1.003732 , 0.475436 , 0.431056 , 0.428546 , 0.499841 , 0.472209 , 0.436793 , 0.449632 , 0.345417 , 0.41454 , 0.47166 , 0.368521 , 0.376002 , 0.323339 , 0.313102 , 0.369238 , 0.346001 , 0.372346 , 0.387104 , 0.417486 , 0.418562 , 0.403803 , 0.401539 , 0.436449 , 0.350163 , 0.376002 , 0.437377 , 0.362573 , 0.437538 , 0.389818 , 0.338175 , 0.487473 , 0.470212 , 0.514009 , 0.485905 , 0.485737 , 0.477988 , 0.544917 , 0.472117 , 0.479908 , 0.452466 , 0.429748 , 0.411277 , 0.436842 , 0.414034 , 0.377978 
 803 , 0.993025 , 0.992806 , 1.007149 , 1.003228 , 1.003792 , 0.476031 , 0.431585 , 0.428891 , 0.500352 , 0.472801 , 0.437198 , 0.450328 , 0.345675 , 0.415056 , 0.472244 , 0.369073 , 0.376724 , 0.323731 , 0.313556 , 0.369884 , 0.346515 , 0.372979 , 0.387661 , 0.41813 , 0.419181 , 0.404197 , 0.402081 , 0.436909 , 0.350555 , 0.376343 , 0.437847 , 0.363044 , 0.438086 , 0.390404 , 0.338807 , 0.487913 , 0.470841 , 0.514596 , 0.486749 , 0.486383 , 0.478929 , 0.546378 , 0.472794 , 0.480629 , 0.453226 , 0.430471 , 0.411798 , 0.437501 , 0.414654 , 0.378444 
 804 , 0.993064 , 0.992731 , 1.006972 , 1.003319 , 1.003915 , 0.476596 , 0.432114 , 0.429242 , 0.500929 , 0.473447 , 0.43771 , 0.451079 , 0.345953 , 0.415505 , 0.472759 , 0.369569 , 0.377328 , 0.324137 , 0.313996 , 0.37047 , 0.347038 , 0.373555 , 0.388264 , 0.418689 , 0.419909 , 0.404576 , 0.402611 , 0.437377 , 0.351002 , 0.376746 , 0.438348 , 0.363548 , 0.438653 , 0.391058 , 0.339421 , 0.488341 , 0.471596 , 0.515177 , 0.48766 , 0.486958 , 0.479887 , 0.547829 , 0.473433 , 0.481327 , 0.453958 , 0.431221 , 0.412391 , 0.438171 , 0.415264 , 0.378902 
 805 , 0.99296 , 0.992839 , 1.00674 , 1.003264 , 1.004197 , 0.477113 , 0.432512 , 0.429585 , 0.50149 , 0.474101 , 0.438237 , 0.451747 , 0.346357 , 0.415912 , 0.473282 , 0.369907 , 0.377862 , 0.324565 , 0.314417 , 0.370947 , 0.347468 , 0.374116 , 0.388872 , 0.419095 , 0.420683 , 0.404952 , 0.403186 , 0.437739 , 0.35147 , 0.377136 , 0.438814 , 0.364118 , 0.439206 , 0.391742 , 0.339976 , 0.488757 , 0.47247 , 0.515711 , 0.488593 , 0.487404 , 0.480717 , 0.548092 , 0.473966 , 0.482048 , 0.454659 , 0.431928 , 0.412928 , 0.438793 , 0.415805 , 0.379372 
 806 , 0.99282 , 0.992992 , 1.006497 , 1.003167 , 1.004525 , 0.477635 , 0.432896 , 0.429945 , 0.502037 , 0.474762 , 0.43877 , 0.452411 , 0.346799 , 0.416333 , 0.473826 , 0.370229 , 0.378418 , 0.325019 , 0.314858 , 0.37143 , 0.347885 , 0.374702 , 0.389508 , 0.419498 , 0.421477 , 0.40535 , 0.403785 , 0.438084 , 0.351943 , 0.377525 , 0.439277 , 0.36472 , 0.43977 , 0.392445 , 0.340539 , 0.489175 , 0.473383 , 0.516257 , 0.489547 , 0.487832 , 0.481544 , 0.548069 , 0.474505 , 0.482808 , 0.455391 , 0.432646 , 0.413453 , 0.439427 , 0.416354 , 0.379854 
 807 , 0.992658 , 0.993074 , 1.006308 , 1.003104 , 1.004857 , 0.478109 , 0.433279 , 0.430362 , 0.502608 , 0.475487 , 0.4393 , 0.453058 , 0.34724 , 0.416856 , 0.474431 , 0.370546 , 0.379016 , 0.325478 , 0.315305 , 0.371904 , 0.34831 , 0.375309 , 0.390123 , 0.419909 , 0.42228 , 0.405749 , 0.40437 , 0.438502 , 0.352463 , 0.377924 , 0.439702 , 0.365395 , 0.44037 , 0.393155 , 0.34114 , 0.489619 , 0.474287 , 0.516811 , 0.490538 , 0.488275 , 0.482384 , 0.548042 , 0.47507 , 0.483605 , 0.456168 , 0.433409 , 0.414018 , 0.440068 , 0.416906 , 0.380331 
 808 , 0.992479 , 0.992949 , 1.006326 , 1.00328 , 1.004966 , 0.478453 , 0.433643 , 0.430843 , 0.503138 , 0.47624 , 0.439778 , 0.453581 , 0.347596 , 0.417525 , 0.475082 , 0.370819 , 0.37958 , 0.325878 , 0.31575 , 0.372345 , 0.348753 , 0.375904 , 0.390598 , 0.420317 , 0.42303 , 0.406058 , 0.404792 , 0.439004 , 0.352971 , 0.378263 , 0.439988 , 0.366152 , 0.440921 , 0.393795 , 0.341714 , 0.490007 , 0.475039 , 0.517281 , 0.491476 , 0.488632 , 0.483134 , 0.548245 , 0.475618 , 0.484379 , 0.456974 , 0.434106 , 0.414595 , 0.44061 , 0.417315 , 0.380679 
 809 , 0.992315 , 0.992772 , 1.006409 , 1.00365 , 1.004855 , 0.478821 , 0.434004 , 0.431303 , 0.50364 , 0.476962 , 0.440241 , 0.454139 , 0.347906 , 0.418159 , 0.475706 , 0.37112 , 0.380095 , 0.32626 , 0.31621 , 0.37282 , 0.349249 , 0.376465 , 0.391002 , 0.420752 , 0.423765 , 0.406309 , 0.405133 , 0.439486 , 0.353432 , 0.378578 , 0.440241 , 0.366858 , 0.441381 , 0.394393 , 0.342235 , 0.490323 , 0.47572 , 0.517691 , 0.492341 , 0.488929 , 0.483846 , 0.548755 , 0.476134 , 0.485087 , 0.457777 , 0.434686 , 0.415139 , 0.441084 , 0.417622 , 0.380952 
 810 , 0.99214 , 0.992585 , 1.006501 , 1.004037 , 1.004737 , 0.479205 , 0.434381 , 0.431786 , 0.50418 , 0.477725 , 0.440737 , 0.454726 , 0.348231 , 0.418824 , 0.476362 , 0.371448 , 0.380641 , 0.32666 , 0.316695 , 0.373315 , 0.349776 , 0.377054 , 0.391437 , 0.421208 , 0.424547 , 0.40657 , 0.405499 , 0.440001 , 0.353917 , 0.378913 , 0.440511 , 0.367599 , 0.441875 , 0.395023 , 0.342792 , 0.490665 , 0.476442 , 0.51814 , 0.49326 , 0.489236 , 0.4846 , 0.549303 , 0.476683 , 0.485839 , 0.458626 , 0.435307 , 0.415712 , 0.44159 , 0.41795 , 0.381253 
 811 , 0.992208 , 0.992582 , 1.00662 , 1.004123 , 1.004467 , 0.479865 , 0.434477 , 0.432309 , 0.504566 , 0.4781 , 0.441214 , 0.455216 , 0.348775 , 0.419428 , 0.476995 , 0.371836 , 0.381143 , 0.327245 , 0.317022 , 0.373915 , 0.350394 , 0.377709 , 0.39193 , 0.42161 , 0.42533 , 0.406928 , 0.405895 , 0.440643 , 0.354473 , 0.379239 , 0.440738 , 0.368394 , 0.442379 , 0.395577 , 0.343451 , 0.490945 , 0.477192 , 0.51859 , 0.494248 , 0.48948 , 0.485409 , 0.549778 , 0.477339 , 0.486537 , 0.459295 , 0.435964 , 0.416228 , 0.442152 , 0.418381 , 0.381685 
 812 , 0.992598 , 0.992576 , 1.006846 , 1.003692 , 1.004288 , 0.480587 , 0.434629 , 0.432879 , 0.505011 , 0.478419 , 0.441687 , 0.455803 , 0.349359 , 0.420256 , 0.477661 , 0.372334 , 0.381782 , 0.327928 , 0.317355 , 0.37457 , 0.350954 , 0.378437 , 0.392501 , 0.422028 , 0.426226 , 0.407353 , 0.406316 , 0.441437 , 0.355153 , 0.379554 , 0.440967 , 0.369254 , 0.442996 , 0.396207 , 0.344198 , 0.491211 , 0.477926 , 0.519157 , 0.495358 , 0.4898 , 0.486307 , 0.55033 , 0.478095 , 0.487293 , 0.460053 , 0.436739 , 0.416749 , 0.442761 , 0.419043 , 0.382208 
 813 , 0.993004 , 0.992568 , 1.007083 , 1.003237 , 1.004108 , 0.481359 , 0.434802 , 0.43348 , 0.50548 , 0.478753 , 0.442192 , 0.456427 , 0.349971 , 0.421143 , 0.478369 , 0.372866 , 0.382471 , 0.328663 , 0.317714 , 0.375265 , 0.351543 , 0.379215 , 0.39311 , 0.422472 , 0.427175 , 0.407802 , 0.406761 , 0.442274 , 0.355877 , 0.379894 , 0.44121 , 0.370163 , 0.443647 , 0.396883 , 0.344987 , 0.491496 , 0.478709 , 0.519758 , 0.496539 , 0.490138 , 0.487266 , 0.550915 , 0.478893 , 0.488085 , 0.460864 , 0.437563 , 0.417304 , 0.443396 , 0.419748 , 0.382766 
 814 , 0.993334 , 0.992421 , 1.007354 , 1.002867 , 1.004024 , 0.481966 , 0.435066 , 0.433939 , 0.505917 , 0.479056 , 0.44258 , 0.457086 , 0.350313 , 0.421982 , 0.478982 , 0.373439 , 0.38309 , 0.329294 , 0.318089 , 0.375826 , 0.352007 , 0.379856 , 0.393595 , 0.422888 , 0.427971 , 0.408131 , 0.407078 , 0.442897 , 0.356435 , 0.380077 , 0.441475 , 0.370809 , 0.444142 , 0.397478 , 0.345613 , 0.49169 , 0.47935 , 0.520216 , 0.497437 , 0.490409 , 0.488029 , 0.55138 , 0.479542 , 0.488817 , 0.461566 , 0.43816 , 0.417716 , 0.443862 , 0.420375 , 0.383141 
 815 , 0.993423 , 0.992235 , 1.007347 , 1.002925 , 1.004069 , 0.482585 , 0.435416 , 0.434478 , 0.506483 , 0.479698 , 0.443146 , 0.457793 , 0.350632 , 0.422769 , 0.479742 , 0.374043 , 0.383744 , 0.329893 , 0.31862 , 0.376287 , 0.352618 , 0.380554 , 0.394212 , 0.423404 , 0.42883 , 0.408513 , 0.407568 , 0.443485 , 0.357018 , 0.380377 , 0.441935 , 0.371451 , 0.44474 , 0.398199 , 0.346328 , 0.492027 , 0.480185 , 0.52071 , 0.498406 , 0.490898 , 0.488904 , 0.551961 , 0.480355 , 0.489657 , 0.462282 , 0.438901 , 0.418332 , 0.444423 , 0.421019 , 0.383544 
 816 , 0.993486 , 0.992041 , 1.007285 , 1.003053 , 1.004135 , 0.483241 , 0.435777 , 0.435087 , 0.507103 , 0.48044 , 0.44378 , 0.458534 , 0.351 , 0.423594 , 0.480581 , 0.374677 , 0.384436 , 0.330517 , 0.319194 , 0.376774 , 0.353297 , 0.381309 , 0.394885 , 0.423957 , 0.429752 , 0.408936 , 0.408135 , 0.444121 , 0.357655 , 0.380731 , 0.442453 , 0.37215 , 0.445403 , 0.398991 , 0.347117 , 0.492415 , 0.481107 , 0.52125 , 0.499463 , 0.491459 , 0.489874 , 0.552611 , 0.481255 , 0.49057 , 0.463047 , 0.439734 , 0.419036 , 0.44504 , 0.421704 , 0.383992 
 817 , 0.993568 , 0.991872 , 1.007226 , 1.003226 , 1.004108 , 0.483907 , 0.436206 , 0.435628 , 0.507646 , 0.481114 , 0.444339 , 0.459175 , 0.351388 , 0.424295 , 0.481344 , 0.375268 , 0.385179 , 0.331093 , 0.319805 , 0.377246 , 0.353951 , 0.382075 , 0.395571 , 0.42451 , 0.430576 , 0.409348 , 0.408696 , 0.444642 , 0.358203 , 0.381075 , 0.443013 , 0.37272 , 0.44602 , 0.399763 , 0.34784 , 0.492795 , 0.481951 , 0.521801 , 0.500402 , 0.492047 , 0.490721 , 0.553281 , 0.482085 , 0.491418 , 0.463856 , 0.440472 , 0.419607 , 0.445583 , 0.42231 , 0.384483 
 818 , 0.993569 , 0.991908 , 1.00715 , 1.003428 , 1.003945 , 0.4845 , 0.43684 , 0.435983 , 0.508139 , 0.481679 , 0.444763 , 0.459703 , 0.351827 , 0.424736 , 0.481923 , 0.375798 , 0.385967 , 0.331608 , 0.320472 , 0.377777 , 0.354493 , 0.382895 , 0.396283 , 0.425128 , 0.43122 , 0.409812 , 0.409339 , 0.445022 , 0.358584 , 0.381447 , 0.443648 , 0.373081 , 0.446676 , 0.400492 , 0.348416 , 0.493222 , 0.482669 , 0.522384 , 0.501175 , 0.492683 , 0.49139 , 0.553997 , 0.482713 , 0.492136 , 0.464761 , 0.441101 , 0.419958 , 0.446115 , 0.422772 , 0.385044 
 819 , 0.993443 , 0.992088 , 1.007066 , 1.003579 , 1.003823 , 0.485076 , 0.437566 , 0.43633 , 0.508775 , 0.482314 , 0.445244 , 0.460362 , 0.352305 , 0.425187 , 0.482529 , 0.376397 , 0.386754 , 0.332211 , 0.32118 , 0.378403 , 0.355044 , 0.383786 , 0.397046 , 0.425868 , 0.431924 , 0.41038 , 0.410084 , 0.44554 , 0.35902 , 0.381905 , 0.444326 , 0.373539 , 0.447494 , 0.401266 , 0.34901 , 0.493738 , 0.483484 , 0.52299 , 0.502067 , 0.493331 , 0.492191 , 0.554774 , 0.483336 , 0.492916 , 0.465737 , 0.441853 , 0.420397 , 0.446813 , 0.423307 , 0.385637 
 820 , 0.993317 , 0.992271 , 1.006974 , 1.003723 , 1.003716 , 0.485666 , 0.438306 , 0.436688 , 0.509425 , 0.482957 , 0.445743 , 0.46104 , 0.352796 , 0.425651 , 0.483143 , 0.377007 , 0.387553 , 0.332815 , 0.321897 , 0.37904 , 0.355609 , 0.384688 , 0.397826 , 0.426623 , 0.432635 , 0.410955 , 0.410851 , 0.446077 , 0.359468 , 0.382373 , 0.445008 , 0.374001 , 0.448326 , 0.402049 , 0.349626 , 0.494261 , 0.484323 , 0.523616 , 0.502982 , 0.494001 , 0.492999 , 0.555568 , 0.483974 , 0.493712 , 0.466725 , 0.442611 , 0.420842 , 0.447532 , 0.423855 , 0.386247 
