 310 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000137 , 0 , 0 , 0 
 311 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000016 , 0 , 0 , 0 
 312 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 313 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 315 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 356 , 0.028496 , 0.029668 , 0.038696 , 0.029317 , 0.030186 , 0.031395 , 0.033322 , 0.026829 , 0.030255 , 0.032185 , 0.034407 , 0.022728 , 0.037223 , 0.024486 , 0.030504 , 0.023589 , 0.032776 , 0.036296 , 0.031548 , 0.036526 , 0.02603 , 0.031488 , 0.026815 , 0.023797 , 0.027434 , 0.039055 , 0.034139 , 0.031739 , 0.029021 , 0.039909 , 0.035324 , 0.029763 , 0.028237 , 0.026416 , 0.024572 
 357 , 0.027696 , 0.029499 , 0.037148 , 0.027925 , 0.029953 , 0.032175 , 0.032134 , 0.026859 , 0.030329 , 0.031238 , 0.034698 , 0.021376 , 0.03658 , 0.023917 , 0.03129 , 0.023527 , 0.031775 , 0.035415 , 0.031095 , 0.035969 , 0.025844 , 0.031268 , 0.026774 , 0.023554 , 0.027521 , 0.038954 , 0.034008 , 0.031227 , 0.028669 , 0.039776 , 0.034421 , 0.028929 , 0.028188 , 0.025935 , 0.024433 
 358 , 0.026949 , 0.029336 , 0.035747 , 0.026671 , 0.02973 , 0.032944 , 0.031078 , 0.026884 , 0.030397 , 0.030359 , 0.034974 , 0.020158 , 0.035978 , 0.023383 , 0.032054 , 0.023466 , 0.03086 , 0.034596 , 0.030669 , 0.035445 , 0.025667 , 0.031057 , 0.026732 , 0.023323 , 0.027604 , 0.038854 , 0.033881 , 0.030744 , 0.028333 , 0.039647 , 0.033584 , 0.028152 , 0.028141 , 0.025483 , 0.024299 
 359 , 0.026497 , 0.029126 , 0.036178 , 0.025931 , 0.029707 , 0.032666 , 0.030764 , 0.026546 , 0.030642 , 0.03019 , 0.034995 , 0.019836 , 0.035361 , 0.023286 , 0.031868 , 0.023366 , 0.030402 , 0.034381 , 0.030492 , 0.035126 , 0.025651 , 0.03106 , 0.026678 , 0.023423 , 0.027261 , 0.038866 , 0.033797 , 0.030672 , 0.028013 , 0.039772 , 0.033275 , 0.028041 , 0.027976 , 0.025351 , 0.024162 
 360 , 0.026231 , 0.028886 , 0.037955 , 0.025514 , 0.029829 , 0.031662 , 0.030916 , 0.025964 , 0.030986 , 0.030501 , 0.034815 , 0.020139 , 0.034737 , 0.023486 , 0.031022 , 0.023238 , 0.03024 , 0.034567 , 0.030482 , 0.034941 , 0.025747 , 0.031208 , 0.026601 , 0.023742 , 0.026624 , 0.038941 , 0.033727 , 0.030873 , 0.027701 , 0.040068 , 0.033311 , 0.02838 , 0.027722 , 0.025432 , 0.024019 
 361 , 0.025953 , 0.028658 , 0.039782 , 0.025102 , 0.029952 , 0.030727 , 0.031033 , 0.025411 , 0.031284 , 0.030787 , 0.034618 , 0.020458 , 0.034145 , 0.02367 , 0.030229 , 0.023111 , 0.030072 , 0.034725 , 0.030463 , 0.034752 , 0.025837 , 0.031344 , 0.026509 , 0.024033 , 0.026019 , 0.038995 , 0.033637 , 0.031044 , 0.027397 , 0.04034 , 0.033325 , 0.028694 , 0.027467 , 0.025497 , 0.023876 
 362 , 0.025812 , 0.028559 , 0.041239 , 0.025195 , 0.030152 , 0.030093 , 0.031172 , 0.025018 , 0.031339 , 0.031177 , 0.034467 , 0.020827 , 0.033781 , 0.02378 , 0.029734 , 0.023137 , 0.030077 , 0.034976 , 0.030561 , 0.034717 , 0.025964 , 0.031511 , 0.026552 , 0.024302 , 0.025673 , 0.039204 , 0.033623 , 0.03123 , 0.027341 , 0.040699 , 0.033435 , 0.029017 , 0.027295 , 0.02569 , 0.023847 
 363 , 0.026279 , 0.028919 , 0.040921 , 0.027554 , 0.030603 , 0.030485 , 0.031546 , 0.025176 , 0.030572 , 0.032037 , 0.034599 , 0.021261 , 0.034188 , 0.02364 , 0.030287 , 0.023783 , 0.03081 , 0.035681 , 0.031139 , 0.035312 , 0.026229 , 0.03183 , 0.027198 , 0.024555 , 0.026293 , 0.040129 , 0.033972 , 0.031567 , 0.028262 , 0.041473 , 0.034013 , 0.029437 , 0.027431 , 0.026469 , 0.024276 
 364 , 0.026725 , 0.029244 , 0.040614 , 0.03017 , 0.031005 , 0.030859 , 0.031912 , 0.025319 , 0.029869 , 0.032841 , 0.03473 , 0.021647 , 0.03455 , 0.023506 , 0.030821 , 0.024405 , 0.031509 , 0.036345 , 0.031684 , 0.035871 , 0.026469 , 0.032126 , 0.027817 , 0.024782 , 0.026891 , 0.041027 , 0.034293 , 0.031882 , 0.029158 , 0.042212 , 0.034562 , 0.029828 , 0.027543 , 0.027235 , 0.02468 
 365 , 0.027152 , 0.029538 , 0.040318 , 0.033092 , 0.031363 , 0.031217 , 0.032271 , 0.025447 , 0.029223 , 0.033594 , 0.03486 , 0.02199 , 0.03487 , 0.023377 , 0.031337 , 0.025004 , 0.032177 , 0.036973 , 0.0322 , 0.036398 , 0.026687 , 0.0324 , 0.028411 , 0.024987 , 0.027468 , 0.041899 , 0.034587 , 0.032177 , 0.03003 , 0.042919 , 0.035085 , 0.030192 , 0.027632 , 0.02799 , 0.025063 
 366 , 0.027492 , 0.0296 , 0.040284 , 0.032404 , 0.031399 , 0.031231 , 0.032364 , 0.025718 , 0.028891 , 0.033189 , 0.035329 , 0.022072 , 0.034966 , 0.023779 , 0.031086 , 0.024759 , 0.032022 , 0.037136 , 0.031705 , 0.036483 , 0.026411 , 0.032251 , 0.028618 , 0.025137 , 0.027644 , 0.042201 , 0.034925 , 0.032217 , 0.030189 , 0.043408 , 0.035038 , 0.030099 , 0.02758 , 0.027612 , 0.024857 
 367 , 0.027795 , 0.029619 , 0.04031 , 0.030988 , 0.03137 , 0.031175 , 0.032389 , 0.026011 , 0.028647 , 0.032552 , 0.035852 , 0.02209 , 0.035003 , 0.024285 , 0.030695 , 0.024355 , 0.031705 , 0.037186 , 0.031046 , 0.036475 , 0.026061 , 0.032019 , 0.028729 , 0.025264 , 0.02772 , 0.04237 , 0.035255 , 0.032195 , 0.030183 , 0.043829 , 0.034868 , 0.029912 , 0.027493 , 0.027023 , 0.024535 
 368 , 0.028074 , 0.029641 , 0.040334 , 0.029713 , 0.03134 , 0.031124 , 0.032406 , 0.02629 , 0.02842 , 0.031931 , 0.036356 , 0.022086 , 0.035014 , 0.024773 , 0.030336 , 0.02398 , 0.031407 , 0.037223 , 0.030446 , 0.036469 , 0.025745 , 0.031794 , 0.028826 , 0.025371 , 0.027781 , 0.04253 , 0.035558 , 0.032162 , 0.030168 , 0.044224 , 0.0347 , 0.029727 , 0.027395 , 0.026478 , 0.024225 
 369 , 0.028085 , 0.029599 , 0.040096 , 0.028984 , 0.031481 , 0.030971 , 0.032037 , 0.026423 , 0.028283 , 0.031685 , 0.036269 , 0.021961 , 0.034925 , 0.024962 , 0.030219 , 0.023951 , 0.031332 , 0.0371 , 0.030237 , 0.036484 , 0.025578 , 0.031715 , 0.028617 , 0.025319 , 0.027699 , 0.042449 , 0.035673 , 0.031979 , 0.030103 , 0.044258 , 0.034502 , 0.029728 , 0.027348 , 0.026269 , 0.024125 
 370 , 0.027772 , 0.029475 , 0.039534 , 0.028828 , 0.031833 , 0.030684 , 0.031209 , 0.026383 , 0.028248 , 0.031879 , 0.03547 , 0.02169 , 0.034712 , 0.024786 , 0.030382 , 0.024336 , 0.031517 , 0.03678 , 0.030471 , 0.036518 , 0.025572 , 0.031808 , 0.028043 , 0.025074 , 0.027443 , 0.042068 , 0.035558 , 0.031612 , 0.029973 , 0.04385 , 0.034262 , 0.029951 , 0.02736 , 0.026443 , 0.024267 
 371 , 0.027485 , 0.029362 , 0.039011 , 0.028698 , 0.032187 , 0.030423 , 0.030443 , 0.02634 , 0.028201 , 0.03208 , 0.034702 , 0.021451 , 0.03452 , 0.024626 , 0.030546 , 0.024723 , 0.031705 , 0.036494 , 0.03071 , 0.036564 , 0.025572 , 0.031902 , 0.02752 , 0.024859 , 0.027204 , 0.041722 , 0.035459 , 0.03129 , 0.029861 , 0.043479 , 0.034041 , 0.030177 , 0.027387 , 0.026621 , 0.024417 
 372 , 0.027192 , 0.029234 , 0.038515 , 0.028506 , 0.032447 , 0.030154 , 0.029735 , 0.02628 , 0.028155 , 0.032169 , 0.034009 , 0.021213 , 0.034326 , 0.024422 , 0.03066 , 0.025044 , 0.031851 , 0.036212 , 0.030916 , 0.036588 , 0.02555 , 0.031961 , 0.027073 , 0.02465 , 0.026982 , 0.041408 , 0.035328 , 0.031 , 0.029736 , 0.043132 , 0.033831 , 0.030336 , 0.027385 , 0.026754 , 0.024536 
 373 , 0.026743 , 0.028904 , 0.038212 , 0.027381 , 0.031466 , 0.029667 , 0.029251 , 0.025969 , 0.028154 , 0.030734 , 0.033944 , 0.020914 , 0.034046 , 0.02361 , 0.03004 , 0.02445 , 0.031429 , 0.035822 , 0.030759 , 0.036361 , 0.02527 , 0.031526 , 0.027347 , 0.024424 , 0.026872 , 0.041299 , 0.034665 , 0.031025 , 0.029376 , 0.042927 , 0.033724 , 0.029615 , 0.027044 , 0.026344 , 0.024295 
 374 , 0.026286 , 0.028573 , 0.037881 , 0.026357 , 0.030576 , 0.029195 , 0.028822 , 0.0257 , 0.028163 , 0.029495 , 0.033918 , 0.020582 , 0.033767 , 0.022834 , 0.029519 , 0.023915 , 0.031054 , 0.035448 , 0.030585 , 0.036126 , 0.024981 , 0.031137 , 0.027556 , 0.02417 , 0.026765 , 0.041207 , 0.034093 , 0.03098 , 0.029033 , 0.042723 , 0.033593 , 0.028969 , 0.026688 , 0.025948 , 0.024058 
 375 , 0.025821 , 0.02824 , 0.037529 , 0.025409 , 0.029755 , 0.028733 , 0.028434 , 0.025462 , 0.02818 , 0.028397 , 0.033922 , 0.020224 , 0.03349 , 0.022085 , 0.029073 , 0.023423 , 0.030716 , 0.035089 , 0.0304 , 0.035884 , 0.024686 , 0.030783 , 0.027712 , 0.023895 , 0.026661 , 0.041129 , 0.03359 , 0.030879 , 0.028703 , 0.042522 , 0.033444 , 0.02838 , 0.026322 , 0.025566 , 0.023823 
 376 , 0.025696 , 0.027548 , 0.036851 , 0.025014 , 0.028976 , 0.028292 , 0.028428 , 0.024681 , 0.027597 , 0.027881 , 0.033551 , 0.019542 , 0.032933 , 0.021879 , 0.028324 , 0.022906 , 0.030158 , 0.034485 , 0.029881 , 0.035282 , 0.024418 , 0.030144 , 0.027275 , 0.023176 , 0.026075 , 0.040348 , 0.032735 , 0.030273 , 0.028164 , 0.041523 , 0.032877 , 0.027666 , 0.025756 , 0.024897 , 0.023285 
 377 , 0.02581 , 0.026865 , 0.036265 , 0.024917 , 0.028356 , 0.027993 , 0.02864 , 0.023881 , 0.026958 , 0.027703 , 0.033162 , 0.018879 , 0.032447 , 0.021966 , 0.0276 , 0.02254 , 0.029661 , 0.033965 , 0.029371 , 0.034744 , 0.024241 , 0.029526 , 0.026745 , 0.022509 , 0.025484 , 0.039557 , 0.031975 , 0.029687 , 0.027687 , 0.04051 , 0.032326 , 0.027073 , 0.025269 , 0.024254 , 0.022772 
 378 , 0.026029 , 0.026336 , 0.035901 , 0.024902 , 0.027882 , 0.02783 , 0.02892 , 0.023278 , 0.026504 , 0.027637 , 0.032911 , 0.018358 , 0.032147 , 0.022129 , 0.027027 , 0.022335 , 0.029314 , 0.033629 , 0.029007 , 0.034417 , 0.024147 , 0.029049 , 0.026366 , 0.022061 , 0.025079 , 0.039038 , 0.03145 , 0.029322 , 0.027358 , 0.0398 , 0.03196 , 0.026655 , 0.024941 , 0.023752 , 0.022406 
 379 , 0.025996 , 0.025851 , 0.035407 , 0.024792 , 0.027393 , 0.027577 , 0.028897 , 0.022751 , 0.026047 , 0.027416 , 0.032472 , 0.018003 , 0.031774 , 0.021969 , 0.026484 , 0.022133 , 0.028969 , 0.033224 , 0.028591 , 0.03399 , 0.023948 , 0.028564 , 0.025976 , 0.021797 , 0.024768 , 0.038652 , 0.031045 , 0.029007 , 0.027035 , 0.039241 , 0.031653 , 0.026334 , 0.024625 , 0.023274 , 0.022119 
 380 , 0.025501 , 0.025449 , 0.03466 , 0.024582 , 0.02694 , 0.027129 , 0.028358 , 0.022334 , 0.025546 , 0.026979 , 0.031703 , 0.017968 , 0.031274 , 0.021254 , 0.025993 , 0.021882 , 0.028614 , 0.032697 , 0.028105 , 0.033366 , 0.023586 , 0.028105 , 0.025595 , 0.021729 , 0.024594 , 0.038426 , 0.030793 , 0.028719 , 0.026719 , 0.038893 , 0.031404 , 0.026165 , 0.024296 , 0.022834 , 0.021947 
 381 , 0.025198 , 0.025245 , 0.034212 , 0.024602 , 0.026767 , 0.026846 , 0.028041 , 0.02211 , 0.025231 , 0.026821 , 0.03118 , 0.018108 , 0.03104 , 0.020763 , 0.02569 , 0.02176 , 0.028441 , 0.032435 , 0.027854 , 0.033017 , 0.023398 , 0.027889 , 0.025447 , 0.021705 , 0.024594 , 0.038413 , 0.030732 , 0.028612 , 0.026589 , 0.038815 , 0.031321 , 0.026165 , 0.024125 , 0.022569 , 0.021913 
 382 , 0.024998 , 0.025151 , 0.033926 , 0.024749 , 0.026747 , 0.026654 , 0.027847 , 0.021994 , 0.02502 , 0.026815 , 0.030789 , 0.018345 , 0.030954 , 0.020392 , 0.025492 , 0.02171 , 0.02837 , 0.032319 , 0.027734 , 0.032817 , 0.023305 , 0.027809 , 0.025428 , 0.021706 , 0.024692 , 0.038521 , 0.030777 , 0.028608 , 0.026564 , 0.03889 , 0.031332 , 0.02626 , 0.024043 , 0.0224 , 0.021958 
 383 , 0.024494 , 0.024636 , 0.033316 , 0.024051 , 0.026278 , 0.026233 , 0.027201 , 0.021341 , 0.024597 , 0.025998 , 0.030331 , 0.017531 , 0.030317 , 0.020011 , 0.025309 , 0.021366 , 0.028164 , 0.03201 , 0.027345 , 0.03254 , 0.022901 , 0.027417 , 0.025046 , 0.021274 , 0.024372 , 0.038181 , 0.030416 , 0.028051 , 0.026133 , 0.038278 , 0.030883 , 0.025656 , 0.023604 , 0.021969 , 0.021597 
 384 , 0.024053 , 0.024229 , 0.032858 , 0.023411 , 0.025907 , 0.025917 , 0.026635 , 0.020734 , 0.024289 , 0.025253 , 0.030013 , 0.016752 , 0.029738 , 0.019722 , 0.025186 , 0.021105 , 0.028027 , 0.031754 , 0.027028 , 0.032344 , 0.022586 , 0.027118 , 0.024737 , 0.020944 , 0.024119 , 0.03797 , 0.030137 , 0.02757 , 0.025759 , 0.03782 , 0.030547 , 0.025086 , 0.023218 , 0.021616 , 0.021292 
 385 , 0.023656 , 0.023897 , 0.032497 , 0.022824 , 0.025604 , 0.025668 , 0.026124 , 0.020168 , 0.024052 , 0.024566 , 0.029776 , 0.016017 , 0.029202 , 0.019486 , 0.025097 , 0.020899 , 0.027932 , 0.031532 , 0.026758 , 0.032193 , 0.022331 , 0.02688 , 0.024478 , 0.020683 , 0.023914 , 0.037846 , 0.029917 , 0.027148 , 0.025426 , 0.03747 , 0.030288 , 0.024551 , 0.022869 , 0.021314 , 0.021027 
 386 , 0.023775 , 0.023793 , 0.032421 , 0.022651 , 0.025582 , 0.025772 , 0.026045 , 0.020192 , 0.024017 , 0.024501 , 0.029714 , 0.016005 , 0.029082 , 0.019576 , 0.025168 , 0.021118 , 0.028058 , 0.031697 , 0.026924 , 0.032389 , 0.022445 , 0.026931 , 0.024568 , 0.020722 , 0.024068 , 0.038051 , 0.030132 , 0.02715 , 0.025555 , 0.037637 , 0.030447 , 0.024528 , 0.022952 , 0.021372 , 0.021147 
 387 , 0.024231 , 0.023847 , 0.03254 , 0.022761 , 0.025743 , 0.026105 , 0.026264 , 0.020605 , 0.024113 , 0.024851 , 0.029765 , 0.01647 , 0.029242 , 0.01988 , 0.025353 , 0.021607 , 0.028335 , 0.032118 , 0.027365 , 0.032801 , 0.022794 , 0.027174 , 0.024893 , 0.02095 , 0.024451 , 0.03846 , 0.030622 , 0.027429 , 0.025985 , 0.03813 , 0.030868 , 0.024844 , 0.02331 , 0.021669 , 0.021516 
 388 , 0.024678 , 0.023919 , 0.032677 , 0.022884 , 0.025905 , 0.026434 , 0.026495 , 0.021004 , 0.024213 , 0.025192 , 0.029824 , 0.016919 , 0.029409 , 0.020182 , 0.025546 , 0.022075 , 0.028616 , 0.032526 , 0.027787 , 0.033196 , 0.023127 , 0.02742 , 0.025224 , 0.02117 , 0.024825 , 0.038864 , 0.031095 , 0.027701 , 0.026402 , 0.038611 , 0.031274 , 0.025152 , 0.02365 , 0.021962 , 0.021871 
 389 , 0.025 , 0.023989 , 0.032781 , 0.022963 , 0.026077 , 0.026661 , 0.026698 , 0.021307 , 0.024339 , 0.025413 , 0.029954 , 0.017161 , 0.029554 , 0.020347 , 0.02574 , 0.022437 , 0.028841 , 0.032894 , 0.028126 , 0.033524 , 0.02338 , 0.027607 , 0.02551 , 0.021367 , 0.025124 , 0.039219 , 0.031472 , 0.027956 , 0.026707 , 0.039038 , 0.03163 , 0.025398 , 0.023906 , 0.022173 , 0.022119 
 390 , 0.02494 , 0.024037 , 0.032763 , 0.022893 , 0.0263 , 0.026571 , 0.026809 , 0.021332 , 0.024569 , 0.025253 , 0.030325 , 0.016745 , 0.029636 , 0.020058 , 0.025938 , 0.02249 , 0.0289 , 0.033175 , 0.028239 , 0.033686 , 0.023406 , 0.027626 , 0.025665 , 0.021521 , 0.025206 , 0.039461 , 0.031581 , 0.028187 , 0.026683 , 0.039351 , 0.031867 , 0.025473 , 0.023926 , 0.022136 , 0.022047 
 391 , 0.024876 , 0.02407 , 0.032738 , 0.022818 , 0.026498 , 0.026471 , 0.026907 , 0.021347 , 0.024777 , 0.025088 , 0.030672 , 0.016335 , 0.0297 , 0.019772 , 0.026117 , 0.022532 , 0.028943 , 0.033427 , 0.028334 , 0.033828 , 0.023422 , 0.027629 , 0.025799 , 0.021658 , 0.025268 , 0.039672 , 0.03167 , 0.028391 , 0.026649 , 0.039628 , 0.032077 , 0.025537 , 0.023932 , 0.022089 , 0.021967 
 392 , 0.024806 , 0.024092 , 0.032707 , 0.022742 , 0.026681 , 0.026367 , 0.026996 , 0.021359 , 0.02497 , 0.024923 , 0.030998 , 0.015933 , 0.029751 , 0.019492 , 0.026277 , 0.022562 , 0.028972 , 0.033658 , 0.02842 , 0.033957 , 0.02343 , 0.027625 , 0.025919 , 0.021781 , 0.025316 , 0.039862 , 0.031741 , 0.028579 , 0.026609 , 0.039878 , 0.032263 , 0.025589 , 0.023933 , 0.022035 , 0.021881 
 393 , 0.025187 , 0.024071 , 0.033027 , 0.022783 , 0.026657 , 0.02646 , 0.027228 , 0.0214 , 0.025172 , 0.025069 , 0.031102 , 0.015898 , 0.029873 , 0.019646 , 0.026268 , 0.022714 , 0.029176 , 0.033895 , 0.028692 , 0.034289 , 0.023633 , 0.027701 , 0.02615 , 0.021907 , 0.025684 , 0.040455 , 0.032018 , 0.028805 , 0.026739 , 0.040273 , 0.032492 , 0.025633 , 0.023917 , 0.022081 , 0.021997 
 394 , 0.025609 , 0.024039 , 0.033376 , 0.022835 , 0.026598 , 0.026568 , 0.027459 , 0.021438 , 0.025354 , 0.025256 , 0.031154 , 0.015923 , 0.029989 , 0.019851 , 0.026226 , 0.022868 , 0.029389 , 0.034113 , 0.028972 , 0.034629 , 0.023847 , 0.027782 , 0.026374 , 0.022019 , 0.02607 , 0.041061 , 0.032302 , 0.029016 , 0.026881 , 0.040658 , 0.03271 , 0.025664 , 0.023896 , 0.022137 , 0.022131 
 395 , 0.025995 , 0.024001 , 0.033689 , 0.022879 , 0.026538 , 0.026663 , 0.027663 , 0.021466 , 0.025518 , 0.025416 , 0.031195 , 0.01594 , 0.030093 , 0.020036 , 0.026181 , 0.023004 , 0.029579 , 0.034302 , 0.029224 , 0.034933 , 0.024038 , 0.027846 , 0.026576 , 0.022114 , 0.026422 , 0.041612 , 0.032558 , 0.029204 , 0.027006 , 0.041005 , 0.032904 , 0.025684 , 0.02387 , 0.022181 , 0.022251 
 396 , 0.026381 , 0.024107 , 0.034061 , 0.023136 , 0.026799 , 0.02679 , 0.027904 , 0.021549 , 0.025621 , 0.025767 , 0.031283 , 0.016139 , 0.030432 , 0.020254 , 0.026375 , 0.023334 , 0.029891 , 0.034669 , 0.029635 , 0.035362 , 0.024326 , 0.028078 , 0.02701 , 0.022391 , 0.026891 , 0.04223 , 0.032877 , 0.029433 , 0.027202 , 0.041452 , 0.033231 , 0.025853 , 0.024073 , 0.022324 , 0.022535 
 397 , 0.026758 , 0.024345 , 0.034478 , 0.023584 , 0.027345 , 0.026946 , 0.028167 , 0.021681 , 0.025671 , 0.026274 , 0.031425 , 0.016501 , 0.030978 , 0.020495 , 0.026784 , 0.023829 , 0.030309 , 0.035186 , 0.030182 , 0.035893 , 0.024693 , 0.028457 , 0.027644 , 0.022822 , 0.027456 , 0.04289 , 0.033251 , 0.029691 , 0.027456 , 0.041981 , 0.033665 , 0.026149 , 0.024482 , 0.02256 , 0.022959 
 398 , 0.02708 , 0.024549 , 0.034831 , 0.023967 , 0.027817 , 0.02708 , 0.028395 , 0.021787 , 0.025712 , 0.02671 , 0.03154 , 0.016811 , 0.031448 , 0.0207 , 0.027133 , 0.024255 , 0.030668 , 0.035631 , 0.030648 , 0.036347 , 0.025008 , 0.028781 , 0.028187 , 0.023191 , 0.027942 , 0.043451 , 0.033565 , 0.029911 , 0.027671 , 0.04243 , 0.034038 , 0.026406 , 0.024836 , 0.022758 , 0.023326 
 399 , 0.027358 , 0.024726 , 0.035152 , 0.024263 , 0.028226 , 0.027225 , 0.028594 , 0.021893 , 0.025768 , 0.027028 , 0.031682 , 0.017058 , 0.031832 , 0.020896 , 0.02744 , 0.024621 , 0.030981 , 0.036017 , 0.031032 , 0.036745 , 0.025288 , 0.029054 , 0.028649 , 0.023517 , 0.028366 , 0.043977 , 0.033855 , 0.030123 , 0.027869 , 0.042837 , 0.034369 , 0.026629 , 0.025135 , 0.022935 , 0.02364 
 400 , 0.027632 , 0.024913 , 0.035575 , 0.02425 , 0.028615 , 0.027664 , 0.028866 , 0.02213 , 0.026039 , 0.026883 , 0.032186 , 0.01712 , 0.032029 , 0.021227 , 0.027768 , 0.024961 , 0.031325 , 0.036422 , 0.03121 , 0.037165 , 0.025613 , 0.02925 , 0.028999 , 0.02387 , 0.028765 , 0.044752 , 0.034243 , 0.030519 , 0.028173 , 0.043347 , 0.034745 , 0.026876 , 0.025383 , 0.023148 , 0.023908 
 401 , 0.027874 , 0.02508 , 0.035942 , 0.024237 , 0.028956 , 0.028049 , 0.029106 , 0.022333 , 0.02628 , 0.026753 , 0.032625 , 0.017169 , 0.032198 , 0.021521 , 0.028052 , 0.025255 , 0.031629 , 0.036779 , 0.031366 , 0.037533 , 0.025895 , 0.029419 , 0.029308 , 0.024176 , 0.02912 , 0.045438 , 0.034583 , 0.030867 , 0.028444 , 0.043797 , 0.035078 , 0.027095 , 0.025604 , 0.023336 , 0.024144 
 402 , 0.028088 , 0.025222 , 0.036269 , 0.024222 , 0.029258 , 0.028389 , 0.029316 , 0.022515 , 0.02649 , 0.026631 , 0.033019 , 0.017214 , 0.032349 , 0.021783 , 0.028305 , 0.025519 , 0.031896 , 0.037096 , 0.031501 , 0.03786 , 0.026146 , 0.02957 , 0.029581 , 0.02445 , 0.029432 , 0.046045 , 0.034885 , 0.031175 , 0.028679 , 0.044197 , 0.035367 , 0.027287 , 0.025798 , 0.023501 , 0.024352 
 403 , 0.028561 , 0.025438 , 0.036648 , 0.024469 , 0.029551 , 0.028778 , 0.029629 , 0.022716 , 0.026856 , 0.0269 , 0.033352 , 0.017468 , 0.032641 , 0.021994 , 0.028553 , 0.025968 , 0.032373 , 0.037584 , 0.031923 , 0.03835 , 0.026509 , 0.029868 , 0.030093 , 0.024837 , 0.02999 , 0.046732 , 0.03533 , 0.03161 , 0.028984 , 0.044791 , 0.03582 , 0.027581 , 0.026119 , 0.023773 , 0.024679 
 404 , 0.029101 , 0.025667 , 0.037034 , 0.024794 , 0.029833 , 0.029172 , 0.02996 , 0.02292 , 0.027257 , 0.027283 , 0.033659 , 0.01778 , 0.032969 , 0.022184 , 0.028792 , 0.026459 , 0.032901 , 0.038113 , 0.032424 , 0.038874 , 0.026899 , 0.030206 , 0.030662 , 0.025249 , 0.030602 , 0.047422 , 0.035806 , 0.032073 , 0.029299 , 0.045429 , 0.03631 , 0.027899 , 0.026473 , 0.024066 , 0.025033 
 405 , 0.029604 , 0.025878 , 0.03739 , 0.025092 , 0.030092 , 0.029536 , 0.030273 , 0.023111 , 0.027631 , 0.027639 , 0.033943 , 0.018073 , 0.033274 , 0.022363 , 0.029011 , 0.026917 , 0.033391 , 0.038603 , 0.032889 , 0.039363 , 0.027257 , 0.030523 , 0.031195 , 0.025632 , 0.031173 , 0.048067 , 0.036252 , 0.032507 , 0.029589 , 0.046022 , 0.036763 , 0.028198 , 0.0268 , 0.024343 , 0.025364 
 406 , 0.030031 , 0.026089 , 0.037703 , 0.025336 , 0.030417 , 0.029847 , 0.030608 , 0.023333 , 0.02794 , 0.027913 , 0.034285 , 0.018211 , 0.033589 , 0.022496 , 0.029304 , 0.027366 , 0.033823 , 0.039037 , 0.033318 , 0.039836 , 0.027607 , 0.030814 , 0.031709 , 0.025967 , 0.031709 , 0.04867 , 0.036686 , 0.032871 , 0.029855 , 0.046571 , 0.037198 , 0.028467 , 0.027099 , 0.024576 , 0.0257 
 407 , 0.030373 , 0.026317 , 0.03798 , 0.02551 , 0.030863 , 0.030099 , 0.03101 , 0.023627 , 0.028173 , 0.028077 , 0.034734 , 0.018124 , 0.033943 , 0.022577 , 0.029729 , 0.027818 , 0.034186 , 0.039408 , 0.033712 , 0.040319 , 0.027965 , 0.031095 , 0.03223 , 0.026236 , 0.032218 , 0.049242 , 0.037135 , 0.033156 , 0.030088 , 0.047084 , 0.037629 , 0.028722 , 0.027378 , 0.024762 , 0.026062 
