  time  ,48:23 PM,48:34 PM,48:42 PM,48:47 PM,48:56 PM,49:39 PM,49:50 PM,49:56 PM,50:06 PM,50:14 PM,50:47 PM,50:54 PM,51:04 PM,51:11 PM,51:20 PM,52:05 PM,52:13 PM,52:22 PM,52:33 PM,52:44 PM,53:21 PM,53:29 PM,53:36 PM,53:44 PM,53:52 PM,54:33 PM,54:40 PM,54:48 PM,55:01 PM,55:10 PM,55:50 PM,56:00 PM,56:07 PM,56:14 PM,56:21 PM,57:02 PM,57:09 PM,57:17 PM,57:27 PM,57:36 PM,58:17 PM,58:24 PM,58:31 PM,58:40 PM,58:52 PM,59:30 PM,59:39 PM,59:48 PM,59:55 PM,00:04 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 834 , 0.292755 , 0.223768 , 0.246339 , 0.25889 , 0.273907 , 0.285286 , 0.31455 , 0.218933 , 0.262709 , 0.314273 , 0.30085 , 0.324683 , 0.311284 , 0.243073 , 0.291438 , 0.249346 , 0.291324 , 0.240686 , 0.18899 , 0.197902 , 0.216167 , 0.238503 , 0.221676 , 0.302576 , 0.247927 , 0.28647 , 0.363107 , 0.255721 , 0.250266 , 0.224117 , 0.273913 , 0.241756 , 0.233216 , 0.251126 , 0.280751 , 0.286542 , 0.230276 , 0.299034 , 0.296538 , 0.315055 , 0.319192 , 0.198468 , 0.249905 , 0.274887 , 0.297704 , 0.267731 , 0.269475 , 0.288106 , 0.265584 , 0.294631 
 835 , 0.293445 , 0.223933 , 0.246787 , 0.259597 , 0.274258 , 0.286364 , 0.314911 , 0.218962 , 0.263318 , 0.314677 , 0.301567 , 0.325545 , 0.311815 , 0.243481 , 0.291762 , 0.249642 , 0.291871 , 0.241107 , 0.189092 , 0.198025 , 0.216461 , 0.238985 , 0.222165 , 0.303286 , 0.248458 , 0.286977 , 0.363836 , 0.256219 , 0.250658 , 0.224269 , 0.27436 , 0.242074 , 0.233647 , 0.251812 , 0.281105 , 0.287062 , 0.230695 , 0.299583 , 0.297281 , 0.315717 , 0.319864 , 0.19886 , 0.250304 , 0.275574 , 0.298507 , 0.268235 , 0.270056 , 0.288613 , 0.266101 , 0.295219 
 836 , 0.294134 , 0.224094 , 0.247254 , 0.260316 , 0.27462 , 0.287477 , 0.31527 , 0.218999 , 0.263956 , 0.315077 , 0.302305 , 0.326438 , 0.312356 , 0.24389 , 0.292091 , 0.249952 , 0.292422 , 0.241535 , 0.1892 , 0.198158 , 0.216764 , 0.239474 , 0.222658 , 0.303999 , 0.249009 , 0.287495 , 0.36457 , 0.256729 , 0.251045 , 0.224442 , 0.274795 , 0.242412 , 0.234097 , 0.252541 , 0.281451 , 0.287579 , 0.231135 , 0.300148 , 0.298039 , 0.316381 , 0.320557 , 0.199251 , 0.250697 , 0.276278 , 0.299319 , 0.268745 , 0.270649 , 0.289129 , 0.266624 , 0.29581 
 837 , 0.294867 , 0.224576 , 0.24783 , 0.261041 , 0.275111 , 0.288394 , 0.315567 , 0.21948 , 0.264671 , 0.315627 , 0.303095 , 0.327389 , 0.312922 , 0.244356 , 0.292625 , 0.250535 , 0.29316 , 0.241958 , 0.189482 , 0.198443 , 0.217256 , 0.240089 , 0.223242 , 0.304808 , 0.249603 , 0.288051 , 0.365266 , 0.257218 , 0.251491 , 0.224817 , 0.275231 , 0.242854 , 0.234704 , 0.253294 , 0.281885 , 0.288148 , 0.231608 , 0.300751 , 0.298732 , 0.317021 , 0.321265 , 0.199657 , 0.251106 , 0.277004 , 0.300108 , 0.269293 , 0.271259 , 0.289692 , 0.267141 , 0.2964 
 838 , 0.295708 , 0.22543 , 0.248528 , 0.261588 , 0.275664 , 0.288994 , 0.315902 , 0.220508 , 0.265362 , 0.316383 , 0.303863 , 0.328235 , 0.313456 , 0.244897 , 0.293442 , 0.2514 , 0.294199 , 0.242361 , 0.189976 , 0.198829 , 0.217918 , 0.240684 , 0.223856 , 0.305642 , 0.250234 , 0.288615 , 0.365846 , 0.257615 , 0.251983 , 0.225436 , 0.275706 , 0.243269 , 0.235347 , 0.253949 , 0.282383 , 0.288718 , 0.232078 , 0.301399 , 0.29926 , 0.317663 , 0.321906 , 0.200073 , 0.251521 , 0.277713 , 0.30087 , 0.269876 , 0.271859 , 0.29031 , 0.26764 , 0.296976 
 839 , 0.296602 , 0.226297 , 0.249244 , 0.262008 , 0.276159 , 0.289529 , 0.316312 , 0.221554 , 0.265964 , 0.317171 , 0.304593 , 0.328981 , 0.313965 , 0.245461 , 0.294302 , 0.252233 , 0.295293 , 0.242753 , 0.19049 , 0.199177 , 0.218558 , 0.24118 , 0.22443 , 0.30643 , 0.250847 , 0.289151 , 0.366384 , 0.257973 , 0.252468 , 0.226069 , 0.276213 , 0.243588 , 0.235903 , 0.254521 , 0.282883 , 0.289271 , 0.232529 , 0.302053 , 0.299742 , 0.318324 , 0.322502 , 0.20048 , 0.251951 , 0.278398 , 0.301633 , 0.270467 , 0.272448 , 0.290934 , 0.26812 , 0.297538 
 840 , 0.297486 , 0.227101 , 0.249902 , 0.262426 , 0.276659 , 0.289986 , 0.316676 , 0.222486 , 0.266542 , 0.317894 , 0.305263 , 0.329709 , 0.31448 , 0.246026 , 0.295104 , 0.253023 , 0.296322 , 0.243122 , 0.19099 , 0.199528 , 0.219162 , 0.241646 , 0.224964 , 0.307171 , 0.251439 , 0.289668 , 0.36693 , 0.258315 , 0.252933 , 0.226645 , 0.276725 , 0.243914 , 0.236401 , 0.255063 , 0.283409 , 0.289806 , 0.232963 , 0.302677 , 0.300229 , 0.318998 , 0.323096 , 0.200884 , 0.252399 , 0.279077 , 0.302407 , 0.271066 , 0.27301 , 0.291552 , 0.2686 , 0.298098 
 841 , 0.298204 , 0.227534 , 0.250255 , 0.262899 , 0.277262 , 0.289972 , 0.316894 , 0.222678 , 0.266992 , 0.318234 , 0.305638 , 0.330445 , 0.315061 , 0.24656 , 0.295596 , 0.253512 , 0.296918 , 0.243423 , 0.191471 , 0.199987 , 0.219529 , 0.241998 , 0.225328 , 0.307633 , 0.25192 , 0.29005 , 0.367535 , 0.258608 , 0.25332 , 0.226867 , 0.277268 , 0.244354 , 0.236632 , 0.255411 , 0.284082 , 0.29026 , 0.233357 , 0.30309 , 0.300764 , 0.319724 , 0.323672 , 0.201243 , 0.252972 , 0.279701 , 0.30318 , 0.271661 , 0.27338 , 0.292087 , 0.269077 , 0.298589 
 842 , 0.298863 , 0.228073 , 0.250668 , 0.263624 , 0.278177 , 0.290113 , 0.317538 , 0.222852 , 0.267621 , 0.318745 , 0.306172 , 0.331425 , 0.315756 , 0.247067 , 0.296258 , 0.254142 , 0.297609 , 0.243928 , 0.192133 , 0.200678 , 0.219984 , 0.242704 , 0.225883 , 0.308255 , 0.252492 , 0.290413 , 0.368278 , 0.259009 , 0.253902 , 0.227233 , 0.277973 , 0.245015 , 0.237111 , 0.255859 , 0.284772 , 0.290905 , 0.233852 , 0.303496 , 0.301413 , 0.320431 , 0.32429 , 0.201644 , 0.253602 , 0.280337 , 0.30397 , 0.272224 , 0.273718 , 0.292652 , 0.269577 , 0.299103 
 843 , 0.299536 , 0.228624 , 0.251091 , 0.264365 , 0.279113 , 0.290259 , 0.318192 , 0.223027 , 0.268254 , 0.319264 , 0.306715 , 0.332418 , 0.316454 , 0.247585 , 0.296935 , 0.254776 , 0.298308 , 0.244445 , 0.192799 , 0.201375 , 0.22045 , 0.24342 , 0.226454 , 0.308885 , 0.25308 , 0.290787 , 0.36904 , 0.259421 , 0.254501 , 0.227605 , 0.278687 , 0.245691 , 0.237601 , 0.256322 , 0.285471 , 0.291566 , 0.234353 , 0.303911 , 0.302083 , 0.321152 , 0.324916 , 0.202052 , 0.254249 , 0.280989 , 0.304768 , 0.272802 , 0.274061 , 0.293226 , 0.270094 , 0.299626 
 844 , 0.299951 , 0.229099 , 0.251771 , 0.264624 , 0.279895 , 0.291165 , 0.319558 , 0.223509 , 0.268991 , 0.31996 , 0.307521 , 0.333353 , 0.317021 , 0.248154 , 0.297678 , 0.255436 , 0.299292 , 0.245413 , 0.193586 , 0.202253 , 0.221032 , 0.244352 , 0.227264 , 0.309632 , 0.253744 , 0.291285 , 0.369622 , 0.260036 , 0.255232 , 0.228409 , 0.279445 , 0.246439 , 0.238306 , 0.256995 , 0.286144 , 0.29222 , 0.234893 , 0.304468 , 0.30268 , 0.321808 , 0.325496 , 0.202505 , 0.254878 , 0.28161 , 0.305547 , 0.273285 , 0.274503 , 0.293738 , 0.270592 , 0.300221 
 845 , 0.300315 , 0.229368 , 0.252256 , 0.264527 , 0.280219 , 0.292107 , 0.320393 , 0.224083 , 0.269512 , 0.320369 , 0.308062 , 0.333833 , 0.317523 , 0.248571 , 0.298224 , 0.256061 , 0.300171 , 0.24618 , 0.194107 , 0.202824 , 0.221572 , 0.244874 , 0.227864 , 0.310279 , 0.254263 , 0.291759 , 0.369801 , 0.260524 , 0.255509 , 0.22887 , 0.279842 , 0.246965 , 0.238751 , 0.257481 , 0.28696 , 0.292478 , 0.235275 , 0.304929 , 0.303113 , 0.322401 , 0.326013 , 0.202866 , 0.25536 , 0.2821 , 0.306181 , 0.273658 , 0.274934 , 0.29412 , 0.270974 , 0.3008 
 846 , 0.300682 , 0.229631 , 0.252744 , 0.26442 , 0.280531 , 0.293064 , 0.321222 , 0.224663 , 0.27004 , 0.320767 , 0.308594 , 0.334299 , 0.318038 , 0.248998 , 0.298767 , 0.256694 , 0.301065 , 0.246951 , 0.194632 , 0.203399 , 0.22212 , 0.245383 , 0.228458 , 0.31094 , 0.254779 , 0.292238 , 0.369962 , 0.261021 , 0.255778 , 0.22932 , 0.280232 , 0.247489 , 0.239188 , 0.257969 , 0.287797 , 0.292722 , 0.235651 , 0.305398 , 0.303549 , 0.323006 , 0.326543 , 0.203232 , 0.25585 , 0.282602 , 0.306823 , 0.274032 , 0.275373 , 0.294512 , 0.271357 , 0.301388 
 847 , 0.301098 , 0.229829 , 0.252867 , 0.264371 , 0.280931 , 0.293345 , 0.321528 , 0.225138 , 0.270282 , 0.320984 , 0.308857 , 0.334534 , 0.318435 , 0.249206 , 0.299136 , 0.25721 , 0.301511 , 0.247166 , 0.194813 , 0.203589 , 0.222602 , 0.245646 , 0.228662 , 0.311465 , 0.255146 , 0.292495 , 0.370094 , 0.26138 , 0.255822 , 0.229452 , 0.280434 , 0.247692 , 0.239401 , 0.258233 , 0.288457 , 0.292866 , 0.235949 , 0.305746 , 0.303987 , 0.32349 , 0.326996 , 0.203524 , 0.256223 , 0.283019 , 0.307361 , 0.274326 , 0.27575 , 0.294816 , 0.271688 , 0.301911 
 848 , 0.30167 , 0.230098 , 0.252853 , 0.26452 , 0.281749 , 0.292956 , 0.321686 , 0.22563 , 0.270518 , 0.321369 , 0.309211 , 0.334914 , 0.31863 , 0.24936 , 0.299505 , 0.257744 , 0.301718 , 0.247165 , 0.194945 , 0.203731 , 0.223095 , 0.245987 , 0.22865 , 0.31204 , 0.25552 , 0.292819 , 0.370563 , 0.261733 , 0.256046 , 0.229739 , 0.280751 , 0.247716 , 0.239654 , 0.25857 , 0.289021 , 0.293309 , 0.236317 , 0.306173 , 0.304528 , 0.323946 , 0.327481 , 0.203844 , 0.256542 , 0.283502 , 0.307949 , 0.274645 , 0.276164 , 0.295151 , 0.272115 , 0.302435 
 849 , 0.302322 , 0.230448 , 0.252952 , 0.264748 , 0.282764 , 0.29254 , 0.322041 , 0.226211 , 0.270915 , 0.321964 , 0.30978 , 0.335498 , 0.318773 , 0.249606 , 0.299974 , 0.258354 , 0.302029 , 0.247341 , 0.195228 , 0.204036 , 0.22363 , 0.246528 , 0.228721 , 0.31272 , 0.255988 , 0.293305 , 0.371244 , 0.262172 , 0.256495 , 0.230299 , 0.281234 , 0.247819 , 0.240063 , 0.259065 , 0.289642 , 0.293992 , 0.236776 , 0.306726 , 0.305137 , 0.324456 , 0.328029 , 0.204215 , 0.256902 , 0.284079 , 0.30862 , 0.275026 , 0.276651 , 0.295564 , 0.272624 , 0.303003 
 850 , 0.30293 , 0.230753 , 0.253109 , 0.264992 , 0.283636 , 0.292265 , 0.32232 , 0.226605 , 0.271276 , 0.322505 , 0.310277 , 0.336077 , 0.318907 , 0.249773 , 0.30037 , 0.258845 , 0.302286 , 0.247517 , 0.195464 , 0.204321 , 0.224123 , 0.247016 , 0.228861 , 0.313321 , 0.256404 , 0.293746 , 0.371837 , 0.262533 , 0.256953 , 0.230765 , 0.281672 , 0.247959 , 0.240403 , 0.259507 , 0.290129 , 0.294647 , 0.237187 , 0.307275 , 0.305705 , 0.324958 , 0.328569 , 0.204583 , 0.257257 , 0.28465 , 0.309286 , 0.275394 , 0.277125 , 0.295978 , 0.273114 , 0.303551 
 851 , 0.303294 , 0.230865 , 0.25339 , 0.265373 , 0.283813 , 0.292663 , 0.322299 , 0.226244 , 0.271454 , 0.32271 , 0.310364 , 0.336492 , 0.319077 , 0.249692 , 0.300423 , 0.258876 , 0.302335 , 0.247643 , 0.195494 , 0.204416 , 0.224386 , 0.247214 , 0.229287 , 0.313544 , 0.256601 , 0.293872 , 0.371947 , 0.262568 , 0.257351 , 0.230723 , 0.281865 , 0.248274 , 0.240442 , 0.259644 , 0.290042 , 0.29501 , 0.237322 , 0.307666 , 0.30607 , 0.325349 , 0.329023 , 0.20491 , 0.257583 , 0.285129 , 0.309875 , 0.275695 , 0.277494 , 0.296385 , 0.273491 , 0.30392 
 852 , 0.303612 , 0.230954 , 0.253569 , 0.265922 , 0.283951 , 0.293314 , 0.322309 , 0.225873 , 0.271563 , 0.322755 , 0.310259 , 0.336752 , 0.319426 , 0.249716 , 0.300491 , 0.259001 , 0.302469 , 0.247696 , 0.195461 , 0.204419 , 0.224646 , 0.247345 , 0.229804 , 0.313714 , 0.256774 , 0.293821 , 0.371857 , 0.262652 , 0.257601 , 0.23037 , 0.281932 , 0.248661 , 0.240424 , 0.259662 , 0.289949 , 0.295137 , 0.23741 , 0.307895 , 0.306424 , 0.32568 , 0.329444 , 0.205229 , 0.257929 , 0.285536 , 0.310468 , 0.276036 , 0.277787 , 0.296816 , 0.273856 , 0.304262 
 853 , 0.303938 , 0.231044 , 0.253744 , 0.266484 , 0.284086 , 0.293979 , 0.32232 , 0.225498 , 0.271678 , 0.322808 , 0.310145 , 0.337014 , 0.319788 , 0.249735 , 0.300567 , 0.259128 , 0.302604 , 0.247751 , 0.19543 , 0.204424 , 0.224915 , 0.247471 , 0.230335 , 0.313886 , 0.256948 , 0.293771 , 0.371776 , 0.262732 , 0.257859 , 0.230013 , 0.282013 , 0.249056 , 0.240407 , 0.259682 , 0.289851 , 0.295266 , 0.2375 , 0.308132 , 0.306786 , 0.326025 , 0.329873 , 0.205562 , 0.258282 , 0.28595 , 0.311068 , 0.276378 , 0.278088 , 0.297261 , 0.274228 , 0.304611 
 854 , 0.304706 , 0.231838 , 0.254351 , 0.267039 , 0.284907 , 0.294809 , 0.323275 , 0.226438 , 0.272546 , 0.323328 , 0.310783 , 0.337626 , 0.320501 , 0.25033 , 0.301237 , 0.259786 , 0.303732 , 0.248536 , 0.196043 , 0.205113 , 0.225286 , 0.247954 , 0.231 , 0.314644 , 0.257482 , 0.294132 , 0.372453 , 0.26322 , 0.258224 , 0.230484 , 0.282406 , 0.249587 , 0.240879 , 0.260214 , 0.290663 , 0.295742 , 0.237968 , 0.30849 , 0.307266 , 0.326577 , 0.330391 , 0.205897 , 0.258717 , 0.286517 , 0.311828 , 0.276864 , 0.278438 , 0.297869 , 0.274666 , 0.30505 
 855 , 0.305459 , 0.232716 , 0.255169 , 0.267328 , 0.285621 , 0.295575 , 0.32384 , 0.227564 , 0.273372 , 0.323811 , 0.31161 , 0.338371 , 0.321118 , 0.250842 , 0.301857 , 0.260173 , 0.304751 , 0.249309 , 0.196702 , 0.205848 , 0.225632 , 0.248376 , 0.231474 , 0.31533 , 0.257986 , 0.294607 , 0.373512 , 0.263614 , 0.258533 , 0.23107 , 0.282881 , 0.249933 , 0.241387 , 0.260845 , 0.291392 , 0.296306 , 0.238505 , 0.308864 , 0.307812 , 0.327216 , 0.330853 , 0.206175 , 0.259151 , 0.287154 , 0.312572 , 0.277212 , 0.278828 , 0.298386 , 0.275054 , 0.305459 
 856 , 0.30623 , 0.233611 , 0.255998 , 0.267622 , 0.286352 , 0.296359 , 0.324418 , 0.228712 , 0.274211 , 0.324299 , 0.312455 , 0.339135 , 0.321749 , 0.251366 , 0.30249 , 0.260565 , 0.305784 , 0.2501 , 0.197383 , 0.206593 , 0.225995 , 0.248803 , 0.231964 , 0.316029 , 0.258507 , 0.295093 , 0.374602 , 0.264019 , 0.258852 , 0.231661 , 0.283373 , 0.25029 , 0.241906 , 0.261486 , 0.292132 , 0.296888 , 0.239052 , 0.30925 , 0.30837 , 0.327861 , 0.331328 , 0.206456 , 0.259595 , 0.287803 , 0.313323 , 0.27757 , 0.279235 , 0.298916 , 0.275453 , 0.305873 
 857 , 0.306803 , 0.234096 , 0.256448 , 0.267869 , 0.286863 , 0.296574 , 0.324344 , 0.229136 , 0.274353 , 0.324547 , 0.3129 , 0.339665 , 0.322124 , 0.251542 , 0.302832 , 0.260616 , 0.306261 , 0.250274 , 0.197585 , 0.206903 , 0.226207 , 0.249077 , 0.232131 , 0.316324 , 0.2588 , 0.295324 , 0.37539 , 0.264344 , 0.258925 , 0.23175 , 0.283707 , 0.250357 , 0.242283 , 0.261831 , 0.292388 , 0.297288 , 0.239443 , 0.309572 , 0.308887 , 0.328465 , 0.331751 , 0.206588 , 0.259979 , 0.288357 , 0.313978 , 0.277836 , 0.279533 , 0.299343 , 0.275698 , 0.30622 
 858 , 0.307224 , 0.234249 , 0.25658 , 0.268154 , 0.287289 , 0.296568 , 0.324361 , 0.22896 , 0.274129 , 0.32479 , 0.313031 , 0.340163 , 0.322363 , 0.251559 , 0.302972 , 0.260695 , 0.306502 , 0.250194 , 0.197523 , 0.207028 , 0.226378 , 0.249347 , 0.232174 , 0.31655 , 0.259055 , 0.295447 , 0.375774 , 0.264714 , 0.259007 , 0.23156 , 0.283914 , 0.250349 , 0.242519 , 0.26203 , 0.29259 , 0.297677 , 0.239806 , 0.309949 , 0.309346 , 0.329042 , 0.332232 , 0.206646 , 0.260295 , 0.288852 , 0.314594 , 0.278148 , 0.279788 , 0.299734 , 0.275823 , 0.306568 
 859 , 0.307639 , 0.234389 , 0.256694 , 0.268474 , 0.287752 , 0.296636 , 0.324631 , 0.228747 , 0.27396 , 0.325102 , 0.313156 , 0.340727 , 0.322625 , 0.251608 , 0.303125 , 0.260885 , 0.306833 , 0.250193 , 0.197498 , 0.207218 , 0.226586 , 0.249667 , 0.232264 , 0.316881 , 0.259375 , 0.295597 , 0.376077 , 0.265136 , 0.259178 , 0.23141 , 0.284116 , 0.250402 , 0.242754 , 0.262271 , 0.292928 , 0.298116 , 0.240216 , 0.310373 , 0.309806 , 0.32964 , 0.332768 , 0.206717 , 0.260611 , 0.289358 , 0.315233 , 0.278522 , 0.280056 , 0.300158 , 0.275937 , 0.306941 
 860 , 0.308029 , 0.234605 , 0.257 , 0.268838 , 0.288296 , 0.296963 , 0.325214 , 0.228689 , 0.274054 , 0.325561 , 0.31346 , 0.341496 , 0.322971 , 0.251826 , 0.303441 , 0.261414 , 0.307389 , 0.25054 , 0.197788 , 0.207658 , 0.226954 , 0.250175 , 0.232595 , 0.317402 , 0.259823 , 0.295916 , 0.376507 , 0.265685 , 0.259578 , 0.231435 , 0.284456 , 0.250665 , 0.243111 , 0.262659 , 0.29347 , 0.298698 , 0.240706 , 0.31087 , 0.310344 , 0.330293 , 0.333385 , 0.20694 , 0.260996 , 0.289935 , 0.315949 , 0.27897 , 0.280418 , 0.300624 , 0.276213 , 0.307407 
 861 , 0.308374 , 0.235027 , 0.257735 , 0.269205 , 0.289069 , 0.297732 , 0.326402 , 0.22901 , 0.274784 , 0.326318 , 0.314188 , 0.342672 , 0.323481 , 0.252383 , 0.304091 , 0.262666 , 0.308398 , 0.251711 , 0.198828 , 0.208601 , 0.227678 , 0.251111 , 0.233504 , 0.318315 , 0.260506 , 0.296538 , 0.377258 , 0.266481 , 0.260434 , 0.231914 , 0.285121 , 0.251435 , 0.24378 , 0.263326 , 0.294336 , 0.299603 , 0.241303 , 0.31147 , 0.31105 , 0.331016 , 0.334171 , 0.207527 , 0.261556 , 0.290677 , 0.316809 , 0.279542 , 0.280964 , 0.301163 , 0.276908 , 0.308092 
 862 , 0.308805 , 0.235478 , 0.258391 , 0.269397 , 0.289906 , 0.298099 , 0.327192 , 0.22925 , 0.275408 , 0.326964 , 0.314786 , 0.34371 , 0.323946 , 0.252825 , 0.304561 , 0.263681 , 0.309232 , 0.252741 , 0.199779 , 0.209294 , 0.228301 , 0.251954 , 0.234354 , 0.319083 , 0.260988 , 0.296939 , 0.377996 , 0.267161 , 0.26106 , 0.232358 , 0.285741 , 0.252134 , 0.244404 , 0.263813 , 0.29489 , 0.300492 , 0.241765 , 0.311961 , 0.311756 , 0.331628 , 0.334928 , 0.20808 , 0.262124 , 0.291421 , 0.317617 , 0.280049 , 0.281431 , 0.301628 , 0.277626 , 0.308739 
 863 , 0.309252 , 0.235935 , 0.259069 , 0.269597 , 0.290767 , 0.298483 , 0.328007 , 0.229497 , 0.276054 , 0.327634 , 0.315407 , 0.344775 , 0.324417 , 0.253275 , 0.305048 , 0.264731 , 0.310083 , 0.253799 , 0.200761 , 0.21 , 0.228936 , 0.252817 , 0.23523 , 0.31987 , 0.261484 , 0.297357 , 0.37875 , 0.267856 , 0.261701 , 0.232815 , 0.286383 , 0.252847 , 0.245048 , 0.264315 , 0.295459 , 0.301404 , 0.242241 , 0.312468 , 0.31248 , 0.332259 , 0.335704 , 0.208645 , 0.262707 , 0.292189 , 0.318455 , 0.280577 , 0.281908 , 0.302109 , 0.27836 , 0.309402 
 864 , 0.309524 , 0.236364 , 0.259062 , 0.269766 , 0.291596 , 0.298368 , 0.328706 , 0.22993 , 0.276357 , 0.328115 , 0.315711 , 0.345362 , 0.324817 , 0.253526 , 0.305176 , 0.264899 , 0.310428 , 0.25419 , 0.201225 , 0.210066 , 0.229242 , 0.253375 , 0.235677 , 0.320589 , 0.261776 , 0.297602 , 0.378963 , 0.268035 , 0.261902 , 0.233102 , 0.286735 , 0.253279 , 0.245289 , 0.264718 , 0.295606 , 0.301986 , 0.242503 , 0.312774 , 0.312792 , 0.332644 , 0.336087 , 0.208992 , 0.26297 , 0.292657 , 0.319021 , 0.280892 , 0.282218 , 0.302504 , 0.2786 , 0.309644 
 865 , 0.309844 , 0.236786 , 0.25922 , 0.27011 , 0.292133 , 0.298651 , 0.329544 , 0.230594 , 0.276695 , 0.328673 , 0.316241 , 0.345991 , 0.325305 , 0.253917 , 0.305859 , 0.265128 , 0.311023 , 0.254691 , 0.201697 , 0.210459 , 0.229851 , 0.254008 , 0.236236 , 0.321248 , 0.262292 , 0.29804 , 0.379116 , 0.268254 , 0.26228 , 0.233533 , 0.287374 , 0.253645 , 0.24553 , 0.265309 , 0.295966 , 0.302418 , 0.242857 , 0.313296 , 0.313109 , 0.333239 , 0.336401 , 0.209382 , 0.263247 , 0.29313 , 0.319549 , 0.281212 , 0.282615 , 0.303047 , 0.27886 , 0.309916 
 866 , 0.310172 , 0.237219 , 0.259382 , 0.270461 , 0.292684 , 0.298948 , 0.330407 , 0.231283 , 0.27704 , 0.329248 , 0.316787 , 0.346645 , 0.325804 , 0.254319 , 0.306558 , 0.265361 , 0.311627 , 0.25521 , 0.202183 , 0.210854 , 0.230482 , 0.254652 , 0.236807 , 0.321923 , 0.262826 , 0.298493 , 0.379274 , 0.268472 , 0.262669 , 0.233975 , 0.288027 , 0.254022 , 0.245775 , 0.265919 , 0.296328 , 0.302865 , 0.243228 , 0.313834 , 0.313434 , 0.333857 , 0.336719 , 0.209793 , 0.26353 , 0.293612 , 0.320092 , 0.281539 , 0.283019 , 0.303611 , 0.279132 , 0.31019 
 867 , 0.3109 , 0.237411 , 0.259706 , 0.270641 , 0.292888 , 0.299455 , 0.330547 , 0.231373 , 0.277117 , 0.329502 , 0.316927 , 0.347113 , 0.326209 , 0.254567 , 0.30697 , 0.265301 , 0.312279 , 0.255381 , 0.202395 , 0.210991 , 0.230959 , 0.254877 , 0.236919 , 0.322334 , 0.263266 , 0.29869 , 0.379396 , 0.268624 , 0.262817 , 0.234325 , 0.288423 , 0.254136 , 0.246001 , 0.26617 , 0.2966 , 0.30307 , 0.243595 , 0.314333 , 0.313841 , 0.334417 , 0.337065 , 0.210049 , 0.263862 , 0.294115 , 0.32062 , 0.28188 , 0.283362 , 0.304066 , 0.279468 , 0.310402 
 868 , 0.311837 , 0.237475 , 0.260032 , 0.270842 , 0.293198 , 0.300266 , 0.330628 , 0.231157 , 0.277282 , 0.32961 , 0.316888 , 0.347683 , 0.326619 , 0.254774 , 0.307053 , 0.265291 , 0.312939 , 0.255463 , 0.202653 , 0.211049 , 0.231236 , 0.255036 , 0.236781 , 0.322999 , 0.263664 , 0.298822 , 0.379946 , 0.268825 , 0.262975 , 0.234697 , 0.288646 , 0.254408 , 0.246372 , 0.266314 , 0.296817 , 0.30341 , 0.243995 , 0.314822 , 0.314408 , 0.335009 , 0.337647 , 0.210379 , 0.264359 , 0.294745 , 0.321311 , 0.28234 , 0.28382 , 0.304513 , 0.27989 , 0.310679 
 869 , 0.312782 , 0.237546 , 0.260332 , 0.271088 , 0.293611 , 0.301157 , 0.330822 , 0.230936 , 0.277528 , 0.329733 , 0.316861 , 0.348336 , 0.327049 , 0.254993 , 0.307077 , 0.265352 , 0.313614 , 0.255574 , 0.202983 , 0.211129 , 0.231462 , 0.255262 , 0.236641 , 0.32382 , 0.26408 , 0.29898 , 0.380667 , 0.269052 , 0.263194 , 0.2351 , 0.288865 , 0.254797 , 0.246805 , 0.26649 , 0.297041 , 0.303848 , 0.24442 , 0.31532 , 0.315026 , 0.335635 , 0.338313 , 0.210762 , 0.264912 , 0.295433 , 0.322071 , 0.282842 , 0.28434 , 0.304979 , 0.280335 , 0.31099 
 870 , 0.313675 , 0.237732 , 0.260584 , 0.271359 , 0.294094 , 0.301948 , 0.331169 , 0.231062 , 0.277937 , 0.32996 , 0.316951 , 0.348946 , 0.327494 , 0.255251 , 0.307244 , 0.26545 , 0.314166 , 0.255754 , 0.20343 , 0.211371 , 0.231718 , 0.255613 , 0.23667 , 0.324511 , 0.264437 , 0.299175 , 0.381432 , 0.269334 , 0.263461 , 0.235523 , 0.289123 , 0.25519 , 0.247133 , 0.266781 , 0.297352 , 0.304274 , 0.244813 , 0.315773 , 0.315669 , 0.336226 , 0.338993 , 0.211162 , 0.265486 , 0.296119 , 0.322867 , 0.283355 , 0.284877 , 0.30544 , 0.280809 , 0.311355 
