  time  ,1:37 PM",1:43 PM",1:50 PM",1:57 PM",2:02 PM",2:34 PM",2:40 PM",2:46 PM",2:52 PM",2:57 PM",3:02 PM",3:34 PM",3:39 PM",3:46 PM",3:53 PM",3:59 PM",4:33 PM",4:39 PM",4:44 PM",4:50 PM",4:56 PM",5:31 PM",5:37 PM",5:42 PM",5:48 PM",5:54 PM",6:27 PM",6:33 PM",6:38 PM",6:45 PM",6:50 PM",7:24 PM",7:30 PM",7:36 PM",7:42 PM",8:42 PM",8:47 PM",8:54 PM",8:59 PM",9:06 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 351 , 0.009135 , 0.011668 , 0.010999 , 0.008941 , 0.005565 , 0.010462 , 0.009702 , 0.005226 , 0.009419 , 0.010548 , 0.006395 , 0.009069 , 0.00646 , 0.011272 , 0.012105 , 0.011629 , 0.012171 , 0.015723 , 0.009024 , 0.010608 , 0.013472 , 0.015998 , 0.008745 , 0.007573 , 0.015027 , 0.012325 , 0.004302 , 0.010912 , 0.010121 , 0.01104 , 0.008377 , 0.012006 , 0.01256 , 0.012288 , 0.008874 , 0.009034 , 0.008534 , 0.007125 , 0.010993 , 0.014472 
 352 , 0.009485 , 0.011948 , 0.012 , 0.009441 , 0.006017 , 0.011072 , 0.009961 , 0.005589 , 0.009607 , 0.010692 , 0.006608 , 0.009376 , 0.006957 , 0.011794 , 0.01209 , 0.012542 , 0.012786 , 0.016565 , 0.009582 , 0.011123 , 0.013883 , 0.017163 , 0.00903 , 0.007878 , 0.015418 , 0.012959 , 0.004895 , 0.011513 , 0.011079 , 0.011487 , 0.008623 , 0.012746 , 0.013639 , 0.013314 , 0.009532 , 0.010184 , 0.008866 , 0.007643 , 0.011634 , 0.014636 
 353 , 0.009949 , 0.012872 , 0.012313 , 0.009802 , 0.006617 , 0.011857 , 0.010379 , 0.006576 , 0.009644 , 0.010802 , 0.007356 , 0.010073 , 0.007614 , 0.013291 , 0.012837 , 0.014176 , 0.013992 , 0.017738 , 0.010808 , 0.011751 , 0.015369 , 0.018562 , 0.00953 , 0.008512 , 0.015792 , 0.014145 , 0.005167 , 0.012391 , 0.012095 , 0.011812 , 0.00924 , 0.013831 , 0.014176 , 0.014166 , 0.009741 , 0.011051 , 0.009456 , 0.008531 , 0.012138 , 0.015939 
 354 , 0.010327 , 0.0137 , 0.012577 , 0.010109 , 0.007173 , 0.012552 , 0.010727 , 0.007529 , 0.00969 , 0.010891 , 0.008048 , 0.010695 , 0.008217 , 0.014734 , 0.013486 , 0.015746 , 0.015099 , 0.018783 , 0.011969 , 0.012292 , 0.016761 , 0.019816 , 0.009962 , 0.009084 , 0.016086 , 0.015226 , 0.005407 , 0.013171 , 0.013022 , 0.012073 , 0.00979 , 0.014812 , 0.014642 , 0.014912 , 0.00992 , 0.011836 , 0.009973 , 0.009371 , 0.012562 , 0.017123 
 355 , 0.010639 , 0.014449 , 0.012805 , 0.010377 , 0.007692 , 0.013174 , 0.011025 , 0.008445 , 0.009743 , 0.010969 , 0.008691 , 0.011256 , 0.008773 , 0.016129 , 0.014057 , 0.017256 , 0.016123 , 0.019725 , 0.013069 , 0.012765 , 0.018072 , 0.020953 , 0.010343 , 0.009605 , 0.016325 , 0.016219 , 0.005624 , 0.013869 , 0.013876 , 0.012289 , 0.010286 , 0.015706 , 0.015055 , 0.015576 , 0.010079 , 0.01255 , 0.010432 , 0.010166 , 0.012926 , 0.018209 
 356 , 0.011962 , 0.015447 , 0.013269 , 0.01131 , 0.008287 , 0.013578 , 0.011704 , 0.008508 , 0.009972 , 0.012208 , 0.009251 , 0.01147 , 0.009225 , 0.015994 , 0.015266 , 0.016841 , 0.016801 , 0.018646 , 0.012982 , 0.01361 , 0.018688 , 0.020994 , 0.011067 , 0.010166 , 0.01703 , 0.016118 , 0.006259 , 0.0137 , 0.014499 , 0.013423 , 0.010557 , 0.015879 , 0.015769 , 0.016265 , 0.010619 , 0.013245 , 0.010718 , 0.01038 , 0.013931 , 0.018634 
 357 , 0.013364 , 0.016396 , 0.013703 , 0.012253 , 0.008856 , 0.013911 , 0.012354 , 0.008484 , 0.010189 , 0.013506 , 0.009769 , 0.011666 , 0.009647 , 0.015858 , 0.016466 , 0.016375 , 0.017406 , 0.017749 , 0.012889 , 0.014419 , 0.019189 , 0.020981 , 0.011765 , 0.010686 , 0.017692 , 0.015976 , 0.006916 , 0.013553 , 0.015052 , 0.014577 , 0.01078 , 0.016008 , 0.016432 , 0.016886 , 0.011136 , 0.013888 , 0.010985 , 0.010558 , 0.014922 , 0.018983 
 358 , 0.014788 , 0.017288 , 0.0141 , 0.013173 , 0.009396 , 0.014194 , 0.012961 , 0.008427 , 0.010388 , 0.014797 , 0.010253 , 0.01186 , 0.010045 , 0.015776 , 0.017625 , 0.015952 , 0.017964 , 0.017049 , 0.012836 , 0.015177 , 0.019625 , 0.02097 , 0.012423 , 0.011165 , 0.018297 , 0.015848 , 0.00757 , 0.013456 , 0.015555 , 0.015706 , 0.010974 , 0.016131 , 0.017039 , 0.017447 , 0.011617 , 0.014486 , 0.011241 , 0.01073 , 0.015866 , 0.019299 
 359 , 0.015501 , 0.017702 , 0.014555 , 0.01388 , 0.009695 , 0.014737 , 0.013426 , 0.00852 , 0.010535 , 0.015568 , 0.010836 , 0.011886 , 0.01026 , 0.016134 , 0.018123 , 0.015674 , 0.018112 , 0.017317 , 0.013097 , 0.015804 , 0.019858 , 0.021276 , 0.012571 , 0.011632 , 0.018469 , 0.016166 , 0.007885 , 0.01385 , 0.016332 , 0.01613 , 0.011322 , 0.016785 , 0.017334 , 0.017859 , 0.012074 , 0.01484 , 0.011907 , 0.011371 , 0.016319 , 0.019963 
 360 , 0.015659 , 0.017775 , 0.015041 , 0.014401 , 0.009817 , 0.015459 , 0.013781 , 0.008727 , 0.010641 , 0.015926 , 0.011485 , 0.011787 , 0.010339 , 0.016777 , 0.01815 , 0.015521 , 0.017991 , 0.01819 , 0.013552 , 0.016322 , 0.019958 , 0.021785 , 0.012384 , 0.012079 , 0.01836 , 0.016781 , 0.007941 , 0.014575 , 0.017327 , 0.016045 , 0.01178 , 0.017832 , 0.017417 , 0.018165 , 0.012505 , 0.01502 , 0.012873 , 0.012357 , 0.016419 , 0.020878 
 361 , 0.015809 , 0.01784 , 0.015494 , 0.01488 , 0.009928 , 0.016135 , 0.014109 , 0.008915 , 0.010738 , 0.016254 , 0.012103 , 0.011691 , 0.01041 , 0.017394 , 0.018183 , 0.015406 , 0.017891 , 0.01901 , 0.01398 , 0.0168 , 0.020049 , 0.022254 , 0.012229 , 0.012495 , 0.01827 , 0.017361 , 0.007992 , 0.015274 , 0.01831 , 0.015972 , 0.012212 , 0.018866 , 0.017494 , 0.018444 , 0.012908 , 0.015184 , 0.01382 , 0.013327 , 0.016511 , 0.021759 
 362 , 0.015886 , 0.017924 , 0.015878 , 0.015224 , 0.010078 , 0.016662 , 0.014409 , 0.009111 , 0.010972 , 0.016483 , 0.012656 , 0.011802 , 0.010478 , 0.017956 , 0.018319 , 0.015533 , 0.017776 , 0.019757 , 0.014449 , 0.017233 , 0.020107 , 0.022677 , 0.012216 , 0.012812 , 0.01826 , 0.01781 , 0.008047 , 0.015871 , 0.01901 , 0.015912 , 0.012553 , 0.019626 , 0.017623 , 0.01871 , 0.013348 , 0.015288 , 0.014601 , 0.014052 , 0.016746 , 0.022461 
 363 , 0.015702 , 0.018076 , 0.016064 , 0.015145 , 0.010387 , 0.016707 , 0.014668 , 0.00939 , 0.011775 , 0.016378 , 0.01305 , 0.012744 , 0.01054 , 0.018306 , 0.018832 , 0.016558 , 0.017534 , 0.020363 , 0.015136 , 0.017593 , 0.020027 , 0.022991 , 0.012668 , 0.012805 , 0.018499 , 0.017811 , 0.008115 , 0.016087 , 0.018577 , 0.015852 , 0.012573 , 0.019272 , 0.017952 , 0.018972 , 0.01402 , 0.015186 , 0.014745 , 0.013822 , 0.017558 , 0.022486 
 364 , 0.015512 , 0.018185 , 0.016204 , 0.015045 , 0.010658 , 0.016717 , 0.014882 , 0.009635 , 0.012535 , 0.016255 , 0.013408 , 0.013662 , 0.010579 , 0.018599 , 0.01928 , 0.017535 , 0.017294 , 0.020901 , 0.015758 , 0.017896 , 0.019931 , 0.02324 , 0.013072 , 0.012781 , 0.018686 , 0.017781 , 0.008166 , 0.016258 , 0.018188 , 0.015782 , 0.012576 , 0.018952 , 0.018225 , 0.01918 , 0.014646 , 0.015048 , 0.014849 , 0.013596 , 0.018303 , 0.022471 
 365 , 0.015323 , 0.018261 , 0.016309 , 0.01493 , 0.010895 , 0.016701 , 0.015058 , 0.009853 , 0.013256 , 0.016122 , 0.013736 , 0.014557 , 0.010601 , 0.018845 , 0.019672 , 0.018469 , 0.017061 , 0.021381 , 0.016324 , 0.018153 , 0.019825 , 0.023438 , 0.013433 , 0.012746 , 0.018832 , 0.017731 , 0.008203 , 0.016394 , 0.017836 , 0.015705 , 0.012565 , 0.01866 , 0.018453 , 0.019345 , 0.015231 , 0.014886 , 0.014924 , 0.013378 , 0.018987 , 0.022428 
 366 , 0.015025 , 0.018499 , 0.016602 , 0.015121 , 0.010853 , 0.016428 , 0.01502 , 0.010109 , 0.013243 , 0.016005 , 0.013546 , 0.014549 , 0.010998 , 0.018788 , 0.01927 , 0.018871 , 0.017361 , 0.021368 , 0.015894 , 0.017992 , 0.019649 , 0.023237 , 0.013945 , 0.01281 , 0.019032 , 0.01792 , 0.008369 , 0.016291 , 0.018023 , 0.015548 , 0.012728 , 0.018884 , 0.018781 , 0.019459 , 0.015121 , 0.015192 , 0.01477 , 0.01333 , 0.019318 , 0.022236 
 367 , 0.014735 , 0.018757 , 0.016922 , 0.015367 , 0.010763 , 0.016115 , 0.014937 , 0.010365 , 0.01307 , 0.015906 , 0.013282 , 0.014354 , 0.011471 , 0.018671 , 0.018735 , 0.019134 , 0.017763 , 0.021245 , 0.015297 , 0.017764 , 0.019468 , 0.022966 , 0.014482 , 0.01289 , 0.019233 , 0.01815 , 0.008556 , 0.016144 , 0.018311 , 0.015382 , 0.01292 , 0.019203 , 0.019115 , 0.019556 , 0.014883 , 0.015583 , 0.014582 , 0.01331 , 0.019555 , 0.022021 
 368 , 0.014476 , 0.018991 , 0.017222 , 0.015597 , 0.010685 , 0.015818 , 0.014859 , 0.010607 , 0.012898 , 0.015823 , 0.013063 , 0.014174 , 0.011932 , 0.018556 , 0.018241 , 0.01937 , 0.018143 , 0.021119 , 0.01475 , 0.017563 , 0.019295 , 0.02271 , 0.015004 , 0.012959 , 0.019418 , 0.018365 , 0.008732 , 0.016003 , 0.018579 , 0.01522 , 0.013096 , 0.019498 , 0.019426 , 0.019642 , 0.01467 , 0.015955 , 0.014411 , 0.013277 , 0.019768 , 0.021815 
 369 , 0.014596 , 0.019198 , 0.017546 , 0.01589 , 0.010838 , 0.015924 , 0.01504 , 0.010832 , 0.012741 , 0.015757 , 0.012961 , 0.014211 , 0.01206 , 0.018631 , 0.017678 , 0.019286 , 0.018537 , 0.021093 , 0.01452 , 0.0176 , 0.019462 , 0.022881 , 0.015168 , 0.013155 , 0.019653 , 0.018592 , 0.008865 , 0.016147 , 0.018882 , 0.015223 , 0.013436 , 0.019992 , 0.019697 , 0.019653 , 0.014712 , 0.016419 , 0.014511 , 0.013441 , 0.019787 , 0.02173 
 370 , 0.015154 , 0.019383 , 0.017898 , 0.016261 , 0.011262 , 0.016504 , 0.015524 , 0.011031 , 0.012605 , 0.015702 , 0.012986 , 0.014495 , 0.011781 , 0.018925 , 0.017126 , 0.018875 , 0.018943 , 0.021188 , 0.014646 , 0.017901 , 0.020026 , 0.023551 , 0.014901 , 0.013504 , 0.019946 , 0.018834 , 0.008948 , 0.016623 , 0.019229 , 0.015411 , 0.013969 , 0.020721 , 0.019912 , 0.019583 , 0.015038 , 0.016996 , 0.014923 , 0.013838 , 0.019584 , 0.021793 
 371 , 0.015661 , 0.01957 , 0.018212 , 0.016609 , 0.01164 , 0.017044 , 0.015957 , 0.011203 , 0.012472 , 0.015629 , 0.013011 , 0.01475 , 0.0115 , 0.019182 , 0.016741 , 0.018553 , 0.0193 , 0.021274 , 0.014765 , 0.018158 , 0.020533 , 0.024162 , 0.014644 , 0.013825 , 0.020204 , 0.019048 , 0.009032 , 0.017056 , 0.019547 , 0.015564 , 0.014443 , 0.021389 , 0.020084 , 0.019515 , 0.015322 , 0.017519 , 0.01529 , 0.014197 , 0.019385 , 0.021853 
 372 , 0.016107 , 0.019801 , 0.018516 , 0.016949 , 0.011988 , 0.017553 , 0.016344 , 0.011351 , 0.012397 , 0.015605 , 0.01307 , 0.01498 , 0.011264 , 0.019398 , 0.01656 , 0.018302 , 0.01966 , 0.021368 , 0.014911 , 0.018386 , 0.021003 , 0.024703 , 0.01444 , 0.014121 , 0.020432 , 0.019243 , 0.009122 , 0.017456 , 0.019851 , 0.01572 , 0.014862 , 0.021992 , 0.020234 , 0.019493 , 0.015595 , 0.017976 , 0.015622 , 0.014551 , 0.019226 , 0.021972 
 373 , 0.016248 , 0.020785 , 0.019016 , 0.017498 , 0.01231 , 0.018066 , 0.01655 , 0.011488 , 0.013109 , 0.016479 , 0.013675 , 0.015134 , 0.011629 , 0.019375 , 0.018168 , 0.018291 , 0.020592 , 0.02164 , 0.015507 , 0.018647 , 0.021549 , 0.024831 , 0.014881 , 0.01434 , 0.020614 , 0.019472 , 0.009381 , 0.017847 , 0.020304 , 0.016355 , 0.015055 , 0.022276 , 0.020484 , 0.020172 , 0.016206 , 0.018055 , 0.0159 , 0.015214 , 0.019582 , 0.022998 
 374 , 0.016336 , 0.021618 , 0.019462 , 0.017942 , 0.012602 , 0.018494 , 0.016752 , 0.011551 , 0.01376 , 0.017253 , 0.014195 , 0.015269 , 0.011963 , 0.01937 , 0.019613 , 0.018227 , 0.021396 , 0.021885 , 0.016044 , 0.018869 , 0.021998 , 0.024931 , 0.015253 , 0.014532 , 0.020742 , 0.019641 , 0.009551 , 0.018158 , 0.020674 , 0.016882 , 0.015217 , 0.022506 , 0.020696 , 0.02074 , 0.016722 , 0.0181 , 0.016137 , 0.015801 , 0.019871 , 0.023901 
 375 , 0.016388 , 0.022337 , 0.019874 , 0.018309 , 0.012875 , 0.018863 , 0.016954 , 0.01156 , 0.014366 , 0.017955 , 0.014654 , 0.015392 , 0.01228 , 0.019379 , 0.020916 , 0.018127 , 0.022107 , 0.022115 , 0.016543 , 0.019067 , 0.022379 , 0.025015 , 0.015576 , 0.014709 , 0.020836 , 0.019769 , 0.009656 , 0.018414 , 0.020986 , 0.017331 , 0.015359 , 0.022701 , 0.020884 , 0.02123 , 0.01717 , 0.018124 , 0.016349 , 0.016336 , 0.020115 , 0.024716 
 376 , 0.01648 , 0.022312 , 0.020101 , 0.018402 , 0.012858 , 0.018936 , 0.017081 , 0.011562 , 0.014519 , 0.017735 , 0.014505 , 0.015406 , 0.012158 , 0.019218 , 0.021122 , 0.018173 , 0.021667 , 0.022205 , 0.016569 , 0.019082 , 0.022457 , 0.024863 , 0.015595 , 0.014671 , 0.020906 , 0.019802 , 0.009655 , 0.018409 , 0.021272 , 0.017315 , 0.015219 , 0.022917 , 0.02102 , 0.021337 , 0.017131 , 0.018041 , 0.016445 , 0.016373 , 0.020129 , 0.024777 
 377 , 0.016619 , 0.022057 , 0.020236 , 0.018454 , 0.01275 , 0.018933 , 0.017142 , 0.011605 , 0.01446 , 0.017259 , 0.014211 , 0.015359 , 0.011906 , 0.018993 , 0.020984 , 0.018328 , 0.020991 , 0.02224 , 0.016402 , 0.019075 , 0.022392 , 0.024712 , 0.015538 , 0.014576 , 0.020993 , 0.019793 , 0.009651 , 0.018356 , 0.021524 , 0.017166 , 0.015041 , 0.023129 , 0.021143 , 0.021336 , 0.017021 , 0.017991 , 0.016553 , 0.016253 , 0.020104 , 0.02457 
 378 , 0.016784 , 0.02186 , 0.020359 , 0.018564 , 0.012665 , 0.018966 , 0.017174 , 0.011682 , 0.014378 , 0.016879 , 0.014001 , 0.015297 , 0.011693 , 0.018774 , 0.020948 , 0.018525 , 0.020496 , 0.022279 , 0.016236 , 0.019111 , 0.02231 , 0.024639 , 0.015519 , 0.014505 , 0.021102 , 0.01978 , 0.009679 , 0.018349 , 0.021755 , 0.017062 , 0.014924 , 0.023329 , 0.021271 , 0.021373 , 0.017014 , 0.018005 , 0.016712 , 0.016174 , 0.020123 , 0.024397 
 379 , 0.016877 , 0.021933 , 0.020463 , 0.018747 , 0.012688 , 0.019008 , 0.017168 , 0.011834 , 0.014348 , 0.016821 , 0.013925 , 0.015364 , 0.011566 , 0.01874 , 0.020918 , 0.018764 , 0.020267 , 0.022333 , 0.016219 , 0.019183 , 0.022281 , 0.024728 , 0.015442 , 0.014489 , 0.021313 , 0.019824 , 0.009791 , 0.018486 , 0.022 , 0.017055 , 0.014871 , 0.023491 , 0.021513 , 0.021519 , 0.017097 , 0.018012 , 0.016938 , 0.016237 , 0.020308 , 0.024507 
 380 , 0.016779 , 0.022459 , 0.020517 , 0.018981 , 0.012884 , 0.019012 , 0.017094 , 0.012064 , 0.014461 , 0.017265 , 0.01402 , 0.01566 , 0.011566 , 0.019076 , 0.020834 , 0.01904 , 0.0204 , 0.022397 , 0.016496 , 0.01927 , 0.022376 , 0.025002 , 0.01524 , 0.014528 , 0.021632 , 0.019971 , 0.010028 , 0.018789 , 0.022273 , 0.017143 , 0.014878 , 0.023584 , 0.02191 , 0.021798 , 0.017235 , 0.017915 , 0.017157 , 0.016498 , 0.020741 , 0.025059 
 381 , 0.016659 , 0.022942 , 0.020541 , 0.019163 , 0.01305 , 0.018988 , 0.016998 , 0.012246 , 0.014595 , 0.017631 , 0.014088 , 0.015897 , 0.011552 , 0.01941 , 0.020784 , 0.019307 , 0.020518 , 0.022438 , 0.016763 , 0.019344 , 0.022472 , 0.025195 , 0.015074 , 0.014521 , 0.02186 , 0.020097 , 0.010243 , 0.018989 , 0.022525 , 0.017156 , 0.014874 , 0.023677 , 0.022225 , 0.022017 , 0.017333 , 0.017774 , 0.017262 , 0.016692 , 0.021125 , 0.025481 
 382 , 0.016525 , 0.023409 , 0.02055 , 0.019321 , 0.013202 , 0.01895 , 0.016889 , 0.012404 , 0.014741 , 0.017961 , 0.014142 , 0.016104 , 0.011529 , 0.019748 , 0.020752 , 0.019572 , 0.020629 , 0.022467 , 0.01703 , 0.019413 , 0.022571 , 0.025347 , 0.014924 , 0.01449 , 0.022041 , 0.020214 , 0.01045 , 0.019136 , 0.022768 , 0.017129 , 0.014865 , 0.023772 , 0.022499 , 0.022205 , 0.017411 , 0.017607 , 0.017305 , 0.016852 , 0.021485 , 0.025839 
 383 , 0.01689 , 0.023508 , 0.021133 , 0.0197 , 0.013524 , 0.019092 , 0.017418 , 0.012561 , 0.014556 , 0.018482 , 0.014454 , 0.01642 , 0.011759 , 0.019912 , 0.02097 , 0.019501 , 0.021205 , 0.02263 , 0.016986 , 0.01952 , 0.02276 , 0.02545 , 0.015065 , 0.014737 , 0.022234 , 0.020616 , 0.010544 , 0.019487 , 0.023046 , 0.01745 , 0.015118 , 0.024242 , 0.022945 , 0.022527 , 0.017667 , 0.018106 , 0.01766 , 0.017042 , 0.021667 , 0.026121 
 384 , 0.017244 , 0.023567 , 0.021723 , 0.020057 , 0.01382 , 0.019187 , 0.017951 , 0.012722 , 0.01433 , 0.018955 , 0.014755 , 0.016727 , 0.011988 , 0.02005 , 0.021126 , 0.019401 , 0.021761 , 0.022777 , 0.016923 , 0.019628 , 0.022904 , 0.025546 , 0.015189 , 0.014945 , 0.022393 , 0.020982 , 0.010617 , 0.019802 , 0.023262 , 0.017732 , 0.015351 , 0.024668 , 0.023335 , 0.022786 , 0.017921 , 0.018587 , 0.017991 , 0.017206 , 0.021757 , 0.026329 
 385 , 0.01758 , 0.023614 , 0.022303 , 0.020395 , 0.014097 , 0.01925 , 0.018472 , 0.012887 , 0.014087 , 0.019396 , 0.015045 , 0.017026 , 0.012212 , 0.020176 , 0.021235 , 0.019291 , 0.022296 , 0.022911 , 0.016856 , 0.019735 , 0.023017 , 0.02564 , 0.015295 , 0.015125 , 0.022533 , 0.021321 , 0.010681 , 0.020092 , 0.023442 , 0.017983 , 0.015563 , 0.025057 , 0.023689 , 0.023007 , 0.018171 , 0.019038 , 0.018303 , 0.017352 , 0.021799 , 0.026498 
 386 , 0.017904 , 0.024011 , 0.022761 , 0.020941 , 0.014207 , 0.019548 , 0.018856 , 0.013049 , 0.014154 , 0.019698 , 0.01542 , 0.017219 , 0.012334 , 0.020427 , 0.02157 , 0.019644 , 0.02266 , 0.02327 , 0.017245 , 0.019954 , 0.023244 , 0.025774 , 0.015562 , 0.015362 , 0.022754 , 0.021647 , 0.010915 , 0.020444 , 0.023792 , 0.01821 , 0.015861 , 0.025409 , 0.023999 , 0.023405 , 0.018381 , 0.019371 , 0.018587 , 0.017601 , 0.021969 , 0.026816 
 387 , 0.018209 , 0.024631 , 0.023121 , 0.021602 , 0.014207 , 0.019997 , 0.019134 , 0.013203 , 0.014427 , 0.019899 , 0.015844 , 0.017337 , 0.012388 , 0.020751 , 0.022057 , 0.020295 , 0.022884 , 0.023765 , 0.01792 , 0.02024 , 0.023548 , 0.025935 , 0.01593 , 0.015631 , 0.02302 , 0.021953 , 0.011251 , 0.020824 , 0.024249 , 0.01842 , 0.016205 , 0.025727 , 0.024272 , 0.023912 , 0.018558 , 0.019611 , 0.018845 , 0.017907 , 0.022219 , 0.027222 
 388 , 0.018494 , 0.025227 , 0.023467 , 0.022225 , 0.014209 , 0.020425 , 0.019396 , 0.013351 , 0.014688 , 0.020091 , 0.016247 , 0.017452 , 0.012439 , 0.021056 , 0.022529 , 0.020913 , 0.023076 , 0.024233 , 0.018559 , 0.020509 , 0.023844 , 0.026092 , 0.016282 , 0.015888 , 0.023274 , 0.022241 , 0.011568 , 0.021175 , 0.024685 , 0.018623 , 0.016531 , 0.026037 , 0.024528 , 0.024396 , 0.018725 , 0.019836 , 0.019089 , 0.018191 , 0.022452 , 0.027604 
 389 , 0.0188 , 0.025782 , 0.023828 , 0.022725 , 0.014314 , 0.020813 , 0.01967 , 0.013481 , 0.015022 , 0.020291 , 0.016568 , 0.017649 , 0.012577 , 0.02137 , 0.022982 , 0.021399 , 0.023253 , 0.024651 , 0.019076 , 0.020819 , 0.024152 , 0.026327 , 0.016626 , 0.016149 , 0.023546 , 0.022563 , 0.011857 , 0.021533 , 0.025116 , 0.018869 , 0.016804 , 0.026381 , 0.024827 , 0.024881 , 0.018978 , 0.020085 , 0.019364 , 0.018529 , 0.022741 , 0.028019 
 390 , 0.019216 , 0.026276 , 0.024285 , 0.02288 , 0.01477 , 0.021124 , 0.020026 , 0.013578 , 0.01564 , 0.020548 , 0.016657 , 0.018149 , 0.013012 , 0.021744 , 0.023419 , 0.021522 , 0.023415 , 0.024961 , 0.019262 , 0.021307 , 0.024532 , 0.026846 , 0.01698 , 0.016468 , 0.023927 , 0.023049 , 0.012092 , 0.021963 , 0.025604 , 0.019295 , 0.016936 , 0.026879 , 0.025306 , 0.025427 , 0.019562 , 0.020465 , 0.019776 , 0.019108 , 0.023271 , 0.028608 
 391 , 0.019608 , 0.026738 , 0.024715 , 0.023026 , 0.015209 , 0.021417 , 0.020362 , 0.013667 , 0.016227 , 0.02079 , 0.016735 , 0.018622 , 0.013425 , 0.022095 , 0.023828 , 0.021631 , 0.023575 , 0.025249 , 0.019434 , 0.021769 , 0.02489 , 0.027336 , 0.017317 , 0.016772 , 0.024281 , 0.023511 , 0.012315 , 0.022373 , 0.026062 , 0.019702 , 0.017057 , 0.027347 , 0.025764 , 0.025945 , 0.020118 , 0.020822 , 0.020167 , 0.019661 , 0.023773 , 0.029165 
 392 , 0.019981 , 0.027179 , 0.025125 , 0.023164 , 0.015627 , 0.021694 , 0.020678 , 0.013751 , 0.016791 , 0.021019 , 0.016806 , 0.019073 , 0.013822 , 0.022426 , 0.02422 , 0.021729 , 0.023733 , 0.025519 , 0.019595 , 0.022206 , 0.025225 , 0.027799 , 0.017639 , 0.017059 , 0.024613 , 0.023949 , 0.012525 , 0.022765 , 0.026497 , 0.020089 , 0.01717 , 0.027789 , 0.026198 , 0.026437 , 0.020648 , 0.02116 , 0.020538 , 0.020187 , 0.02425 , 0.029692 
 393 , 0.020533 , 0.027513 , 0.025656 , 0.023752 , 0.016078 , 0.021947 , 0.021065 , 0.014267 , 0.016998 , 0.02139 , 0.017293 , 0.019293 , 0.014174 , 0.022742 , 0.024591 , 0.022302 , 0.024359 , 0.025902 , 0.019986 , 0.022687 , 0.025697 , 0.028264 , 0.017872 , 0.017389 , 0.02511 , 0.024452 , 0.012973 , 0.023318 , 0.027109 , 0.020445 , 0.017531 , 0.028357 , 0.026759 , 0.026841 , 0.021106 , 0.021696 , 0.021169 , 0.020453 , 0.02479 , 0.030004 
 394 , 0.021071 , 0.027806 , 0.02617 , 0.024375 , 0.016502 , 0.022176 , 0.021436 , 0.014817 , 0.01713 , 0.021755 , 0.017811 , 0.019456 , 0.014498 , 0.023034 , 0.024932 , 0.02291 , 0.025014 , 0.026273 , 0.020384 , 0.023143 , 0.026158 , 0.028696 , 0.018079 , 0.017702 , 0.025595 , 0.024932 , 0.013428 , 0.023859 , 0.027705 , 0.020767 , 0.017902 , 0.028902 , 0.027302 , 0.027201 , 0.021522 , 0.022223 , 0.021796 , 0.020658 , 0.025303 , 0.030255 
 395 , 0.02157 , 0.028076 , 0.026647 , 0.02495 , 0.016893 , 0.022388 , 0.021778 , 0.015325 , 0.017255 , 0.022089 , 0.018293 , 0.019609 , 0.014793 , 0.023301 , 0.025249 , 0.023471 , 0.025621 , 0.026615 , 0.020755 , 0.023562 , 0.026581 , 0.029089 , 0.018265 , 0.017988 , 0.026043 , 0.025375 , 0.013846 , 0.024359 , 0.028255 , 0.021069 , 0.018249 , 0.029404 , 0.027802 , 0.027534 , 0.021904 , 0.022712 , 0.022376 , 0.020843 , 0.025775 , 0.030484 
 396 , 0.021979 , 0.028708 , 0.027202 , 0.025507 , 0.017441 , 0.02282 , 0.022179 , 0.015822 , 0.017634 , 0.022624 , 0.018841 , 0.020054 , 0.015224 , 0.023848 , 0.025799 , 0.024067 , 0.026252 , 0.027202 , 0.021328 , 0.02412 , 0.026996 , 0.029649 , 0.018638 , 0.018435 , 0.026581 , 0.025989 , 0.014306 , 0.024972 , 0.028928 , 0.021534 , 0.018774 , 0.030118 , 0.028416 , 0.028143 , 0.022501 , 0.02318 , 0.022904 , 0.021294 , 0.026381 , 0.030986 
 397 , 0.022286 , 0.029637 , 0.027803 , 0.026021 , 0.018105 , 0.023437 , 0.022611 , 0.016289 , 0.018227 , 0.023308 , 0.019431 , 0.020745 , 0.015748 , 0.024623 , 0.026534 , 0.024668 , 0.026876 , 0.027988 , 0.02206 , 0.024776 , 0.027388 , 0.030328 , 0.019162 , 0.019012 , 0.027176 , 0.026733 , 0.014779 , 0.025659 , 0.029679 , 0.022137 , 0.019441 , 0.030997 , 0.0291 , 0.028985 , 0.023266 , 0.023608 , 0.023361 , 0.021966 , 0.027088 , 0.031712 
