  time  ,10:54 AM,10:59 AM,11:04 AM,11:12 AM,11:21 AM,11:57 AM,12:06 AM,12:13 AM,12:23 AM,12:30 AM,13:14 AM,13:20 AM,13:28 AM,13:38 AM,13:45 AM,14:29 AM,14:37 AM,14:45 AM,14:52 AM,14:57 AM,17:00 AM,17:09 AM,17:16 AM,17:23 AM,17:29 AM,18:08 AM,18:14 AM,18:21 AM,18:26 AM,18:34 AM,19:34 AM,19:41 AM,19:47 AM,19:52 AM,19:58 AM,20:37 AM,20:44 AM,20:50 AM,20:57 AM,21:04 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 555 , 0.135464 , 0.093688 , 0.086677 , 0.12835 , 0.115917 , 0.128802 , 0.118213 , 0.117688 , 0.116303 , 0.147511 , 0.131069 , 0.121675 , 0.137628 , 0.127505 , 0.107871 , 0.122556 , 0.122899 , 0.147824 , 0.124415 , 0.121551 , 0.091312 , 0.080132 , 0.080388 , 0.09406 , 0.0839 , 0.113366 , 0.116449 , 0.171518 , 0.164638 , 0.161803 , 0.112134 , 0.104795 , 0.119452 , 0.100284 , 0.136273 , 0.155659 , 0.111785 , 0.117557 , 0.126324 , 0.110043 
 556 , 0.135582 , 0.093784 , 0.086749 , 0.128481 , 0.116114 , 0.128736 , 0.117899 , 0.117418 , 0.116056 , 0.147242 , 0.13119 , 0.12189 , 0.137811 , 0.127658 , 0.108008 , 0.122749 , 0.123106 , 0.147941 , 0.124628 , 0.121751 , 0.091388 , 0.080194 , 0.080464 , 0.094127 , 0.083959 , 0.113492 , 0.116639 , 0.171692 , 0.164795 , 0.162078 , 0.112116 , 0.104651 , 0.11937 , 0.10023 , 0.136245 , 0.155836 , 0.111897 , 0.117811 , 0.126551 , 0.110208 
 557 , 0.135639 , 0.093856 , 0.086811 , 0.128565 , 0.116258 , 0.128616 , 0.117524 , 0.117058 , 0.115697 , 0.146861 , 0.131287 , 0.122058 , 0.137946 , 0.127771 , 0.108121 , 0.122902 , 0.123281 , 0.148019 , 0.124802 , 0.121913 , 0.091418 , 0.080217 , 0.080508 , 0.094147 , 0.083973 , 0.113601 , 0.116782 , 0.171788 , 0.164874 , 0.162298 , 0.111993 , 0.104409 , 0.119213 , 0.100108 , 0.136163 , 0.155952 , 0.111986 , 0.118026 , 0.126731 , 0.110333 
 558 , 0.135487 , 0.093846 , 0.086824 , 0.128486 , 0.116242 , 0.128297 , 0.116954 , 0.116395 , 0.114979 , 0.146089 , 0.13126 , 0.122081 , 0.13797 , 0.127745 , 0.108123 , 0.122952 , 0.12333 , 0.147948 , 0.124862 , 0.121965 , 0.091334 , 0.080114 , 0.080441 , 0.094006 , 0.083869 , 0.11365 , 0.116751 , 0.171644 , 0.16476 , 0.162305 , 0.111544 , 0.103882 , 0.118784 , 0.099794 , 0.135879 , 0.155871 , 0.112009 , 0.118101 , 0.126779 , 0.11036 
 559 , 0.135327 , 0.093836 , 0.08683 , 0.128408 , 0.116222 , 0.127988 , 0.116389 , 0.115722 , 0.114259 , 0.145318 , 0.131234 , 0.122098 , 0.137993 , 0.12772 , 0.108137 , 0.122996 , 0.12338 , 0.147875 , 0.124923 , 0.122018 , 0.091249 , 0.080005 , 0.080375 , 0.093872 , 0.083765 , 0.113694 , 0.116722 , 0.171501 , 0.164647 , 0.162314 , 0.111093 , 0.103355 , 0.118352 , 0.099479 , 0.135602 , 0.155794 , 0.112035 , 0.118178 , 0.126821 , 0.110383 
 560 , 0.135174 , 0.093831 , 0.086835 , 0.128329 , 0.116208 , 0.127679 , 0.115825 , 0.115059 , 0.113541 , 0.144548 , 0.131206 , 0.122121 , 0.138015 , 0.127693 , 0.108142 , 0.123046 , 0.123429 , 0.147801 , 0.124983 , 0.122077 , 0.091164 , 0.079903 , 0.080308 , 0.093737 , 0.083662 , 0.113744 , 0.116693 , 0.171356 , 0.164533 , 0.162329 , 0.110636 , 0.10283 , 0.117929 , 0.099165 , 0.135326 , 0.155715 , 0.11206 , 0.118254 , 0.126869 , 0.110404 
 561 , 0.135047 , 0.093834 , 0.086728 , 0.12807 , 0.11612 , 0.127154 , 0.115039 , 0.114174 , 0.112682 , 0.14353 , 0.131191 , 0.122131 , 0.138009 , 0.127666 , 0.108119 , 0.123118 , 0.123479 , 0.147703 , 0.124999 , 0.122095 , 0.090951 , 0.079772 , 0.080162 , 0.093467 , 0.083484 , 0.11372 , 0.116675 , 0.17112 , 0.164295 , 0.162277 , 0.110051 , 0.102152 , 0.117323 , 0.098706 , 0.134967 , 0.155631 , 0.112055 , 0.118268 , 0.126924 , 0.110368 
 562 , 0.134931 , 0.093838 , 0.086604 , 0.127783 , 0.116022 , 0.126597 , 0.114212 , 0.113264 , 0.111812 , 0.142474 , 0.131166 , 0.122129 , 0.137991 , 0.127639 , 0.108084 , 0.123199 , 0.123522 , 0.147603 , 0.125002 , 0.1221 , 0.09072 , 0.079635 , 0.080002 , 0.09317 , 0.083285 , 0.113666 , 0.116655 , 0.170865 , 0.164026 , 0.162209 , 0.109435 , 0.101446 , 0.116683 , 0.09822 , 0.134593 , 0.155535 , 0.112035 , 0.118271 , 0.126978 , 0.110311 
 563 , 0.13482 , 0.09384 , 0.086479 , 0.127495 , 0.115923 , 0.126041 , 0.113388 , 0.112357 , 0.110947 , 0.141415 , 0.131147 , 0.122124 , 0.137964 , 0.127609 , 0.108054 , 0.123277 , 0.123564 , 0.147494 , 0.12501 , 0.12211 , 0.090489 , 0.079497 , 0.079834 , 0.092873 , 0.083092 , 0.113618 , 0.116639 , 0.170616 , 0.163756 , 0.162138 , 0.108827 , 0.100743 , 0.116052 , 0.097742 , 0.134219 , 0.155436 , 0.112006 , 0.118279 , 0.127029 , 0.110259 
 564 , 0.134582 , 0.093797 , 0.086228 , 0.127063 , 0.11577 , 0.125323 , 0.112389 , 0.111283 , 0.109877 , 0.140111 , 0.131001 , 0.122034 , 0.137871 , 0.127491 , 0.107916 , 0.123261 , 0.123518 , 0.147295 , 0.124937 , 0.122019 , 0.090173 , 0.079266 , 0.079579 , 0.092492 , 0.082783 , 0.113502 , 0.116555 , 0.170202 , 0.163318 , 0.161927 , 0.107994 , 0.099826 , 0.115235 , 0.097122 , 0.133691 , 0.155257 , 0.111911 , 0.118167 , 0.126956 , 0.110134 
 565 , 0.134235 , 0.093716 , 0.085876 , 0.126501 , 0.115582 , 0.124465 , 0.11124 , 0.110069 , 0.108615 , 0.138605 , 0.130758 , 0.121868 , 0.137725 , 0.127296 , 0.107714 , 0.123181 , 0.123394 , 0.147005 , 0.124798 , 0.12184 , 0.089792 , 0.078959 , 0.079264 , 0.092034 , 0.082378 , 0.113347 , 0.116419 , 0.169673 , 0.162756 , 0.161614 , 0.106969 , 0.098732 , 0.114284 , 0.096376 , 0.133057 , 0.155037 , 0.111758 , 0.117952 , 0.126785 , 0.109963 
 566 , 0.133882 , 0.093629 , 0.085515 , 0.125945 , 0.115389 , 0.123609 , 0.11009 , 0.108849 , 0.10736 , 0.1371 , 0.130517 , 0.121711 , 0.137572 , 0.127102 , 0.107508 , 0.123094 , 0.12327 , 0.146717 , 0.12466 , 0.121662 , 0.08941 , 0.078643 , 0.078939 , 0.091576 , 0.08198 , 0.113188 , 0.116278 , 0.169147 , 0.16219 , 0.161301 , 0.105949 , 0.097637 , 0.113336 , 0.095633 , 0.132422 , 0.15481 , 0.111607 , 0.117746 , 0.126608 , 0.10978 
 567 , 0.133501 , 0.093526 , 0.085162 , 0.125375 , 0.115159 , 0.12273 , 0.1089 , 0.107595 , 0.106065 , 0.135543 , 0.130259 , 0.12153 , 0.137409 , 0.126891 , 0.107293 , 0.122997 , 0.12313 , 0.146412 , 0.124505 , 0.121467 , 0.089008 , 0.078314 , 0.078602 , 0.091092 , 0.081563 , 0.113019 , 0.116127 , 0.168578 , 0.161596 , 0.160957 , 0.104893 , 0.096515 , 0.112345 , 0.094867 , 0.131761 , 0.154565 , 0.111433 , 0.117517 , 0.126414 , 0.109588 
 568 , 0.132946 , 0.093353 , 0.084803 , 0.124731 , 0.114759 , 0.121741 , 0.107561 , 0.106161 , 0.104635 , 0.133755 , 0.129943 , 0.121282 , 0.137155 , 0.126619 , 0.107025 , 0.122856 , 0.122933 , 0.146047 , 0.12425 , 0.121191 , 0.088503 , 0.077905 , 0.078176 , 0.090496 , 0.081047 , 0.112773 , 0.115902 , 0.167829 , 0.160847 , 0.160471 , 0.103673 , 0.095276 , 0.111178 , 0.093994 , 0.130981 , 0.154192 , 0.111192 , 0.117212 , 0.126159 , 0.10931 
 569 , 0.132392 , 0.093175 , 0.084445 , 0.12409 , 0.11435 , 0.120756 , 0.106222 , 0.104734 , 0.103206 , 0.131963 , 0.129631 , 0.121033 , 0.136902 , 0.126352 , 0.106761 , 0.122707 , 0.122734 , 0.145687 , 0.124 , 0.120915 , 0.088 , 0.077492 , 0.077748 , 0.089903 , 0.080536 , 0.112524 , 0.115678 , 0.16707 , 0.160097 , 0.159986 , 0.102459 , 0.094033 , 0.110006 , 0.09312 , 0.130206 , 0.153809 , 0.110947 , 0.116903 , 0.125903 , 0.10903 
 570 , 0.131837 , 0.093003 , 0.084075 , 0.123452 , 0.113941 , 0.119764 , 0.104876 , 0.103304 , 0.101779 , 0.130175 , 0.129323 , 0.120781 , 0.136651 , 0.126082 , 0.10649 , 0.122559 , 0.122532 , 0.145324 , 0.123747 , 0.120643 , 0.087495 , 0.077078 , 0.077318 , 0.089308 , 0.080024 , 0.112272 , 0.115452 , 0.16631 , 0.159347 , 0.159491 , 0.101237 , 0.09279 , 0.108839 , 0.09224 , 0.129426 , 0.153434 , 0.1107 , 0.116592 , 0.125643 , 0.108749 
 571 , 0.131308 , 0.092751 , 0.083614 , 0.122744 , 0.113546 , 0.118703 , 0.103482 , 0.101888 , 0.100348 , 0.128372 , 0.128957 , 0.120495 , 0.13635 , 0.125762 , 0.106153 , 0.122335 , 0.122294 , 0.144874 , 0.123479 , 0.120366 , 0.086905 , 0.076651 , 0.076883 , 0.088629 , 0.079506 , 0.111978 , 0.11516 , 0.165484 , 0.158541 , 0.158902 , 0.09998 , 0.091497 , 0.107611 , 0.09132 , 0.128596 , 0.152982 , 0.110418 , 0.116223 , 0.125333 , 0.108442 
 572 , 0.130788 , 0.092499 , 0.083134 , 0.122039 , 0.113154 , 0.117633 , 0.102073 , 0.100465 , 0.098917 , 0.126579 , 0.128572 , 0.120235 , 0.136052 , 0.125444 , 0.105796 , 0.122099 , 0.122045 , 0.14441 , 0.123208 , 0.120093 , 0.086309 , 0.076229 , 0.076438 , 0.087924 , 0.078992 , 0.111681 , 0.114863 , 0.164653 , 0.157741 , 0.158302 , 0.098715 , 0.090201 , 0.10637 , 0.09039 , 0.127761 , 0.152531 , 0.110127 , 0.11585 , 0.125005 , 0.108133 
 573 , 0.130266 , 0.092237 , 0.08265 , 0.121328 , 0.112759 , 0.116565 , 0.100659 , 0.099051 , 0.097484 , 0.124786 , 0.128196 , 0.119968 , 0.135753 , 0.125121 , 0.10545 , 0.121858 , 0.121791 , 0.143941 , 0.122936 , 0.119821 , 0.085712 , 0.075809 , 0.07599 , 0.087226 , 0.078483 , 0.111386 , 0.114562 , 0.163819 , 0.156938 , 0.157696 , 0.09745 , 0.088908 , 0.105128 , 0.089464 , 0.12693 , 0.152074 , 0.109838 , 0.115473 , 0.124685 , 0.107821 
 574 , 0.129746 , 0.091983 , 0.082223 , 0.12065 , 0.112366 , 0.115535 , 0.099317 , 0.097696 , 0.096102 , 0.123029 , 0.127812 , 0.119687 , 0.135466 , 0.124776 , 0.105117 , 0.121614 , 0.121547 , 0.143478 , 0.122637 , 0.119521 , 0.08514 , 0.07538 , 0.075539 , 0.086561 , 0.077944 , 0.111077 , 0.114252 , 0.162984 , 0.156141 , 0.157091 , 0.096221 , 0.087644 , 0.103941 , 0.088568 , 0.126078 , 0.151577 , 0.109549 , 0.115096 , 0.124357 , 0.107542 
 575 , 0.129215 , 0.091729 , 0.081845 , 0.12001 , 0.111951 , 0.114548 , 0.098061 , 0.096407 , 0.09478 , 0.121315 , 0.12743 , 0.119391 , 0.135198 , 0.124412 , 0.104822 , 0.121361 , 0.121308 , 0.14302 , 0.122323 , 0.119186 , 0.084599 , 0.074946 , 0.075098 , 0.085944 , 0.077378 , 0.110772 , 0.113922 , 0.162155 , 0.155328 , 0.156514 , 0.09505 , 0.086411 , 0.102838 , 0.087716 , 0.125202 , 0.151052 , 0.109263 , 0.114725 , 0.124049 , 0.107293 
 576 , 0.128683 , 0.091474 , 0.081463 , 0.119371 , 0.111542 , 0.113561 , 0.096806 , 0.095114 , 0.09346 , 0.1196 , 0.127049 , 0.119096 , 0.13493 , 0.124043 , 0.104524 , 0.121109 , 0.12107 , 0.142563 , 0.122011 , 0.118848 , 0.084057 , 0.074503 , 0.074653 , 0.085331 , 0.07681 , 0.110464 , 0.113594 , 0.161318 , 0.154521 , 0.155933 , 0.093879 , 0.085181 , 0.101727 , 0.086867 , 0.124331 , 0.150529 , 0.108981 , 0.114352 , 0.123736 , 0.107046 
 577 , 0.128145 , 0.091208 , 0.081073 , 0.118716 , 0.111109 , 0.112573 , 0.095556 , 0.093826 , 0.092148 , 0.117913 , 0.126648 , 0.118788 , 0.134638 , 0.123654 , 0.104207 , 0.120842 , 0.120803 , 0.142084 , 0.121684 , 0.118496 , 0.083497 , 0.074062 , 0.074198 , 0.084702 , 0.076252 , 0.110137 , 0.113254 , 0.160475 , 0.153696 , 0.155329 , 0.092705 , 0.083957 , 0.100617 , 0.086011 , 0.12346 , 0.149983 , 0.108679 , 0.113953 , 0.123402 , 0.10678 
 578 , 0.127561 , 0.090856 , 0.080609 , 0.117964 , 0.110539 , 0.111574 , 0.094327 , 0.092534 , 0.090888 , 0.116382 , 0.126121 , 0.118414 , 0.134227 , 0.123145 , 0.10377 , 0.120522 , 0.1204 , 0.141491 , 0.1213 , 0.118092 , 0.082885 , 0.073616 , 0.073667 , 0.084042 , 0.075711 , 0.109729 , 0.11286 , 0.159573 , 0.152798 , 0.154578 , 0.091537 , 0.082795 , 0.099508 , 0.085161 , 0.122618 , 0.14934 , 0.108315 , 0.113451 , 0.122933 , 0.106438 
 579 , 0.126974 , 0.090504 , 0.080147 , 0.117205 , 0.109967 , 0.110579 , 0.093099 , 0.091237 , 0.089624 , 0.114845 , 0.125597 , 0.11804 , 0.133817 , 0.122631 , 0.103334 , 0.120202 , 0.119985 , 0.140902 , 0.120916 , 0.117683 , 0.082277 , 0.073164 , 0.073145 , 0.08338 , 0.07518 , 0.109316 , 0.112473 , 0.158675 , 0.151896 , 0.153828 , 0.09037 , 0.081633 , 0.098392 , 0.084318 , 0.121771 , 0.148701 , 0.107945 , 0.112945 , 0.122459 , 0.106089 
 580 , 0.126381 , 0.090152 , 0.079689 , 0.116456 , 0.109396 , 0.109579 , 0.091866 , 0.089943 , 0.088368 , 0.113318 , 0.125072 , 0.117664 , 0.133409 , 0.122124 , 0.102899 , 0.119884 , 0.119574 , 0.140305 , 0.120536 , 0.117278 , 0.081663 , 0.072718 , 0.072616 , 0.082725 , 0.074641 , 0.108902 , 0.112084 , 0.157777 , 0.150996 , 0.153077 , 0.089197 , 0.080473 , 0.097281 , 0.083465 , 0.120928 , 0.14806 , 0.107574 , 0.112432 , 0.121991 , 0.105746 
 581 , 0.125433 , 0.08955 , 0.078937 , 0.115402 , 0.108595 , 0.108294 , 0.090478 , 0.088566 , 0.086967 , 0.111566 , 0.12416 , 0.11692 , 0.132554 , 0.121214 , 0.102131 , 0.119126 , 0.118763 , 0.139255 , 0.119747 , 0.116449 , 0.080824 , 0.07206 , 0.071903 , 0.081846 , 0.073853 , 0.108137 , 0.111309 , 0.15635 , 0.149636 , 0.151843 , 0.087882 , 0.079194 , 0.095957 , 0.082447 , 0.119697 , 0.14696 , 0.106814 , 0.111585 , 0.121145 , 0.105097 
 582 , 0.124416 , 0.088886 , 0.078112 , 0.114274 , 0.107718 , 0.106936 , 0.089047 , 0.087168 , 0.085537 , 0.109765 , 0.123144 , 0.116073 , 0.131586 , 0.120223 , 0.101286 , 0.118257 , 0.117853 , 0.138087 , 0.118852 , 0.115515 , 0.079929 , 0.071345 , 0.071146 , 0.080916 , 0.073001 , 0.107278 , 0.110441 , 0.154779 , 0.148166 , 0.150493 , 0.086523 , 0.077889 , 0.094574 , 0.081381 , 0.118362 , 0.145747 , 0.105963 , 0.110652 , 0.120204 , 0.104368 
 583 , 0.123399 , 0.088222 , 0.077287 , 0.113156 , 0.106848 , 0.105583 , 0.087621 , 0.085774 , 0.084111 , 0.107965 , 0.122128 , 0.11523 , 0.130622 , 0.119226 , 0.100441 , 0.117391 , 0.116943 , 0.136918 , 0.117949 , 0.114574 , 0.07903 , 0.070634 , 0.070383 , 0.079981 , 0.07215 , 0.106418 , 0.109572 , 0.153205 , 0.1467 , 0.149142 , 0.085172 , 0.076587 , 0.093193 , 0.080312 , 0.117035 , 0.144534 , 0.105105 , 0.109714 , 0.119256 , 0.103638 
 584 , 0.122109 , 0.087353 , 0.076351 , 0.11181 , 0.105723 , 0.104091 , 0.086121 , 0.084258 , 0.082571 , 0.106033 , 0.120865 , 0.114159 , 0.129379 , 0.118037 , 0.099406 , 0.116283 , 0.115816 , 0.135478 , 0.116817 , 0.113406 , 0.077989 , 0.069797 , 0.069499 , 0.078912 , 0.071192 , 0.105384 , 0.108491 , 0.151372 , 0.144964 , 0.147525 , 0.083718 , 0.075198 , 0.091693 , 0.079118 , 0.115506 , 0.142998 , 0.104079 , 0.108558 , 0.118079 , 0.102738 
 585 , 0.120474 , 0.086249 , 0.075274 , 0.110198 , 0.104312 , 0.102434 , 0.084515 , 0.082583 , 0.08089 , 0.103954 , 0.119319 , 0.112788 , 0.127819 , 0.116574 , 0.09814 , 0.114887 , 0.114415 , 0.133716 , 0.115402 , 0.111956 , 0.076763 , 0.068802 , 0.068455 , 0.07766 , 0.070124 , 0.104121 , 0.107154 , 0.149231 , 0.142891 , 0.145589 , 0.082134 , 0.073689 , 0.090059 , 0.07778 , 0.113733 , 0.141073 , 0.102847 , 0.107118 , 0.11661 , 0.101627 
 586 , 0.118847 , 0.085146 , 0.074202 , 0.10858 , 0.102898 , 0.100782 , 0.082913 , 0.080909 , 0.079211 , 0.101867 , 0.117774 , 0.111415 , 0.126255 , 0.11511 , 0.096875 , 0.113489 , 0.113018 , 0.131954 , 0.113984 , 0.110507 , 0.075546 , 0.067807 , 0.067412 , 0.076412 , 0.069057 , 0.102857 , 0.105816 , 0.147095 , 0.140824 , 0.143647 , 0.080549 , 0.07218 , 0.088423 , 0.076436 , 0.111963 , 0.139145 , 0.101608 , 0.10568 , 0.11514 , 0.100511 
 587 , 0.117223 , 0.084052 , 0.07313 , 0.106975 , 0.101499 , 0.099142 , 0.081317 , 0.079267 , 0.07756 , 0.099816 , 0.11623 , 0.110058 , 0.124707 , 0.113652 , 0.095623 , 0.112096 , 0.111626 , 0.130206 , 0.112578 , 0.109065 , 0.074338 , 0.066813 , 0.066377 , 0.075174 , 0.067991 , 0.101604 , 0.104484 , 0.144965 , 0.13877 , 0.141714 , 0.078988 , 0.070703 , 0.08681 , 0.07511 , 0.110209 , 0.137237 , 0.100379 , 0.104257 , 0.113681 , 0.099409 
 588 , 0.115701 , 0.08302 , 0.072083 , 0.105451 , 0.100214 , 0.097619 , 0.079835 , 0.077858 , 0.076179 , 0.09798 , 0.114727 , 0.10882 , 0.123287 , 0.11224 , 0.094531 , 0.110762 , 0.110304 , 0.128569 , 0.111295 , 0.107703 , 0.073251 , 0.065849 , 0.065425 , 0.074031 , 0.066983 , 0.100409 , 0.103199 , 0.142933 , 0.136854 , 0.139868 , 0.077594 , 0.06947 , 0.085386 , 0.073933 , 0.108585 , 0.135496 , 0.099189 , 0.102976 , 0.112298 , 0.098421 
 589 , 0.114189 , 0.081992 , 0.071041 , 0.103928 , 0.098933 , 0.096099 , 0.07836 , 0.076448 , 0.074802 , 0.09615 , 0.113227 , 0.107588 , 0.121865 , 0.11084 , 0.093446 , 0.10942 , 0.108985 , 0.126933 , 0.110026 , 0.106355 , 0.072178 , 0.064886 , 0.064473 , 0.07289 , 0.065978 , 0.099216 , 0.10192 , 0.140894 , 0.134943 , 0.13802 , 0.076205 , 0.068241 , 0.083955 , 0.072755 , 0.106971 , 0.133761 , 0.098005 , 0.101699 , 0.110925 , 0.097445 
 590 , 0.112672 , 0.080963 , 0.069997 , 0.10241 , 0.097652 , 0.094581 , 0.076881 , 0.075044 , 0.073425 , 0.094313 , 0.111729 , 0.106352 , 0.12045 , 0.109439 , 0.092359 , 0.108088 , 0.107664 , 0.125297 , 0.108753 , 0.105006 , 0.071096 , 0.063927 , 0.063519 , 0.07175 , 0.064971 , 0.098026 , 0.10064 , 0.13886 , 0.13303 , 0.136174 , 0.07481 , 0.067015 , 0.082532 , 0.071582 , 0.105352 , 0.132025 , 0.09682 , 0.100427 , 0.109551 , 0.096463 
 591 , 0.111594 , 0.080202 , 0.069273 , 0.101338 , 0.096716 , 0.093501 , 0.075817 , 0.073973 , 0.072305 , 0.092938 , 0.110661 , 0.10548 , 0.119486 , 0.108452 , 0.091541 , 0.10711 , 0.106773 , 0.124125 , 0.107839 , 0.104028 , 0.070267 , 0.063253 , 0.062822 , 0.070924 , 0.064236 , 0.097141 , 0.099737 , 0.137408 , 0.131614 , 0.134823 , 0.073735 , 0.066069 , 0.081451 , 0.070703 , 0.104122 , 0.130725 , 0.096003 , 0.099505 , 0.108568 , 0.095854 
 592 , 0.11064 , 0.079523 , 0.068639 , 0.100408 , 0.095874 , 0.092562 , 0.074879 , 0.073003 , 0.071265 , 0.091701 , 0.109719 , 0.104718 , 0.118657 , 0.107581 , 0.090807 , 0.106243 , 0.106012 , 0.123109 , 0.107032 , 0.103167 , 0.069516 , 0.062673 , 0.062202 , 0.070191 , 0.063583 , 0.096356 , 0.09895 , 0.136137 , 0.130352 , 0.133637 , 0.072762 , 0.065201 , 0.080472 , 0.069916 , 0.103008 , 0.129568 , 0.095298 , 0.098698 , 0.107701 , 0.095353 
 593 , 0.109678 , 0.07884 , 0.068007 , 0.099477 , 0.095035 , 0.091621 , 0.073946 , 0.072035 , 0.070223 , 0.090462 , 0.10878 , 0.103962 , 0.117832 , 0.106711 , 0.09007 , 0.105372 , 0.105247 , 0.122089 , 0.106227 , 0.102302 , 0.068769 , 0.06209 , 0.061589 , 0.06946 , 0.062934 , 0.095568 , 0.098165 , 0.134865 , 0.12909 , 0.132448 , 0.071785 , 0.064333 , 0.079488 , 0.069134 , 0.101893 , 0.128409 , 0.094594 , 0.097887 , 0.106836 , 0.094849 
 594 , 0.108922 , 0.078273 , 0.06748 , 0.098686 , 0.09433 , 0.090855 , 0.073128 , 0.071204 , 0.06935 , 0.089417 , 0.108003 , 0.103333 , 0.117164 , 0.106009 , 0.089498 , 0.104685 , 0.104614 , 0.121255 , 0.105593 , 0.101599 , 0.06814 , 0.061584 , 0.061049 , 0.068831 , 0.062368 , 0.094951 , 0.097524 , 0.133815 , 0.128027 , 0.131458 , 0.070961 , 0.0636 , 0.078657 , 0.068485 , 0.100966 , 0.12747 , 0.094016 , 0.097237 , 0.106133 , 0.094503 
 595 , 0.10842 , 0.077864 , 0.067109 , 0.098084 , 0.09382 , 0.090313 , 0.072481 , 0.070545 , 0.068706 , 0.088641 , 0.107452 , 0.102897 , 0.116713 , 0.105559 , 0.089163 , 0.104253 , 0.104161 , 0.120676 , 0.105183 , 0.101117 , 0.067695 , 0.061177 , 0.060612 , 0.068351 , 0.061914 , 0.094573 , 0.097106 , 0.133066 , 0.127248 , 0.130749 , 0.070346 , 0.063043 , 0.078036 , 0.068028 , 0.100295 , 0.126828 , 0.093626 , 0.096804 , 0.105661 , 0.094363 
 596 , 0.107918 , 0.077461 , 0.066732 , 0.097489 , 0.093305 , 0.089768 , 0.071831 , 0.069889 , 0.068059 , 0.087868 , 0.106902 , 0.10246 , 0.116266 , 0.105104 , 0.088821 , 0.10382 , 0.103713 , 0.120097 , 0.104777 , 0.100636 , 0.067251 , 0.060776 , 0.060177 , 0.067872 , 0.061467 , 0.094198 , 0.096681 , 0.132319 , 0.126476 , 0.130034 , 0.069734 , 0.062483 , 0.077418 , 0.067567 , 0.099624 , 0.126192 , 0.093235 , 0.096371 , 0.105189 , 0.09422 
 597 , 0.107432 , 0.077057 , 0.066355 , 0.096895 , 0.092811 , 0.089228 , 0.071184 , 0.069236 , 0.06742 , 0.087093 , 0.106361 , 0.102027 , 0.115828 , 0.104663 , 0.088488 , 0.10339 , 0.103268 , 0.119528 , 0.10437 , 0.100164 , 0.066813 , 0.060376 , 0.059748 , 0.067399 , 0.061021 , 0.093823 , 0.096267 , 0.131582 , 0.125709 , 0.129325 , 0.069119 , 0.061931 , 0.076801 , 0.067117 , 0.098961 , 0.12556 , 0.092849 , 0.095947 , 0.104727 , 0.094089 
 598 , 0.107076 , 0.076745 , 0.065919 , 0.096377 , 0.092504 , 0.088742 , 0.070603 , 0.068606 , 0.066825 , 0.086352 , 0.105953 , 0.101634 , 0.115533 , 0.104305 , 0.088164 , 0.103022 , 0.102895 , 0.119062 , 0.104013 , 0.099811 , 0.066438 , 0.05999 , 0.059407 , 0.067011 , 0.06062 , 0.093516 , 0.095885 , 0.13099 , 0.125077 , 0.128722 , 0.068537 , 0.061452 , 0.076263 , 0.066746 , 0.098428 , 0.125008 , 0.092546 , 0.09562 , 0.104315 , 0.094083 
 599 , 0.106734 , 0.076425 , 0.065486 , 0.095863 , 0.092202 , 0.088257 , 0.070011 , 0.06797 , 0.066224 , 0.085604 , 0.105542 , 0.101233 , 0.115242 , 0.103949 , 0.08784 , 0.102657 , 0.102514 , 0.118597 , 0.103654 , 0.099455 , 0.066061 , 0.059604 , 0.059072 , 0.06662 , 0.060222 , 0.093204 , 0.095504 , 0.130386 , 0.124441 , 0.128113 , 0.067949 , 0.060971 , 0.075724 , 0.066377 , 0.097899 , 0.124452 , 0.092244 , 0.095288 , 0.103902 , 0.094075 
 600 , 0.106391 , 0.076106 , 0.065048 , 0.095344 , 0.091894 , 0.087767 , 0.069422 , 0.067332 , 0.065626 , 0.084858 , 0.105136 , 0.100841 , 0.114949 , 0.103587 , 0.087515 , 0.102285 , 0.102138 , 0.118131 , 0.103298 , 0.099098 , 0.065689 , 0.059215 , 0.058732 , 0.06623 , 0.059819 , 0.092892 , 0.095118 , 0.129782 , 0.123801 , 0.127503 , 0.067364 , 0.060486 , 0.075187 , 0.066009 , 0.097365 , 0.123891 , 0.091941 , 0.09496 , 0.103492 , 0.094063 
 601 , 0.106043 , 0.075794 , 0.064706 , 0.094844 , 0.091525 , 0.087316 , 0.068825 , 0.066656 , 0.065009 , 0.084075 , 0.104751 , 0.100485 , 0.114648 , 0.103214 , 0.087243 , 0.101975 , 0.101803 , 0.117722 , 0.102937 , 0.098718 , 0.065312 , 0.05885 , 0.058364 , 0.06584 , 0.059446 , 0.092596 , 0.094813 , 0.129181 , 0.123164 , 0.126902 , 0.066786 , 0.059974 , 0.074639 , 0.065621 , 0.096805 , 0.123373 , 0.09164 , 0.094614 , 0.103141 , 0.094029 
