  time  ,20:22 PM,20:30 PM,20:38 PM,20:49 PM,21:02 PM,21:24 PM,21:34 PM,21:43 PM,21:55 PM,22:04 PM,22:37 PM,22:47 PM,22:55 PM,23:08 PM,23:15 PM,23:36 PM,23:45 PM,23:54 PM,24:08 PM,24:16 PM,25:40 PM,25:49 PM,25:57 PM,26:06 PM,26:17 PM,26:35 PM,26:43 PM,26:57 PM,27:07 PM,27:17 PM,27:51 PM,28:05 PM,28:15 PM,28:25 PM,28:35 PM,28:58 PM,29:06 PM,29:18 PM,29:31 PM,29:42 PM,30:24 PM,30:38 PM,30:49 PM,31:00 PM,31:09 PM,31:29 PM,31:36 PM,31:43 PM,31:52 PM,32:07 PM,32:35 PM,32:47 PM,32:57 PM,33:05 PM,33:12 PM,33:37 PM,33:51 PM,34:02 PM,34:13 PM,34:22 PM,35:11 PM,35:21 PM,35:30 PM,35:38 PM,35:46 PM,36:01 PM,36:10 PM,36:19 PM,36:26 PM,36:35 PM,37:05 PM,37:16 PM,37:29 PM,37:38 PM,37:48 PM,38:07 PM,38:15 PM,38:23 PM,38:31 PM,38:39 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 876 , 0.343961 , 0.359576 , 0.434053 , 0.316772 , 0.399415 , 0.31269 , 0.403666 , 0.396541 , 0.367969 , 0.348741 , 0.29378 , 0.119103 , 0.263561 , 0.183642 , 0.228989 , 0.2181 , 0.204902 , 0.257699 , 0.259202 , 0.312269 , 0.358169 , 0.379201 , 0.398483 , 0.392434 , 0.366298 , 0.37219 , 0.377114 , 0.328106 , 0.49285 , 0.385935 , 0.37106 , 0.197922 , 0.272375 , 0.226547 , 0.308372 , 0.16356 , 0.195799 , 0.318299 , 0.287822 , 0.302733 , 0.333252 , 0.311409 , 0.333463 , 0.312431 , 0.333355 , 0.361788 , 0.407862 , 0.362684 , 0.37035 , 0.297863 , 0.240569 , 0.182409 , 0.342614 , 0.466852 , 0.393637 , 0.227185 , 0.12532 , 0.306725 , 0.304729 , 0.18568 , 0.348398 , 0.359762 , 0.303893 , 0.324318 , 0.373513 , 0.360291 , 0.289235 , 0.396276 , 0.374649 , 0.315233 , 0.230642 , 0.144247 , 0.209514 , 0.131705 , 0.172404 , 0.136323 , 0.178381 , 0.153801 , 0.158738 , 0.29274 
 877 , 0.344396 , 0.359969 , 0.434712 , 0.317037 , 0.399959 , 0.312772 , 0.404138 , 0.39678 , 0.368305 , 0.34901 , 0.294008 , 0.119159 , 0.263832 , 0.183866 , 0.229459 , 0.218264 , 0.20482 , 0.258054 , 0.259628 , 0.312718 , 0.358516 , 0.379614 , 0.398957 , 0.392715 , 0.366719 , 0.372521 , 0.377594 , 0.328509 , 0.49352 , 0.386502 , 0.371441 , 0.198221 , 0.272687 , 0.226756 , 0.308707 , 0.16366 , 0.195995 , 0.318484 , 0.287892 , 0.302778 , 0.333642 , 0.311771 , 0.333853 , 0.31264 , 0.33381 , 0.362129 , 0.408228 , 0.363064 , 0.370724 , 0.298104 , 0.24081 , 0.182792 , 0.34287 , 0.467132 , 0.393933 , 0.227384 , 0.125468 , 0.306868 , 0.304829 , 0.185881 , 0.348745 , 0.360012 , 0.304352 , 0.324757 , 0.3738 , 0.360627 , 0.289515 , 0.396557 , 0.37497 , 0.315541 , 0.231135 , 0.144498 , 0.209928 , 0.132085 , 0.172762 , 0.136416 , 0.1786 , 0.154034 , 0.15898 , 0.292941 
 878 , 0.344888 , 0.360229 , 0.435377 , 0.317365 , 0.400231 , 0.312895 , 0.404538 , 0.39679 , 0.368686 , 0.349238 , 0.294155 , 0.119294 , 0.264097 , 0.183892 , 0.229956 , 0.218432 , 0.204774 , 0.258332 , 0.260141 , 0.313185 , 0.358983 , 0.379991 , 0.399227 , 0.392997 , 0.36701 , 0.37275 , 0.378183 , 0.328677 , 0.494047 , 0.38702 , 0.371686 , 0.198458 , 0.272916 , 0.226877 , 0.308951 , 0.163821 , 0.196281 , 0.31866 , 0.287918 , 0.302847 , 0.33397 , 0.312199 , 0.334266 , 0.312967 , 0.334151 , 0.362461 , 0.408622 , 0.363302 , 0.371002 , 0.29831 , 0.240971 , 0.183196 , 0.343019 , 0.467413 , 0.394188 , 0.227542 , 0.125658 , 0.307124 , 0.30488 , 0.18607 , 0.349195 , 0.360211 , 0.304831 , 0.325271 , 0.374214 , 0.360882 , 0.289872 , 0.396977 , 0.375255 , 0.315726 , 0.231571 , 0.144773 , 0.210296 , 0.132378 , 0.172998 , 0.136582 , 0.178799 , 0.154233 , 0.159254 , 0.293084 
 879 , 0.345395 , 0.360441 , 0.43605 , 0.317707 , 0.400457 , 0.313054 , 0.40491 , 0.396756 , 0.36908 , 0.349478 , 0.294302 , 0.119441 , 0.264375 , 0.183869 , 0.230468 , 0.218595 , 0.204757 , 0.258581 , 0.26065 , 0.313642 , 0.359476 , 0.380376 , 0.399456 , 0.393286 , 0.36729 , 0.372968 , 0.378799 , 0.328791 , 0.494551 , 0.387522 , 0.371901 , 0.198684 , 0.273141 , 0.226992 , 0.309183 , 0.164001 , 0.196591 , 0.318835 , 0.287944 , 0.302934 , 0.334281 , 0.312647 , 0.334688 , 0.313327 , 0.334469 , 0.362801 , 0.409023 , 0.36351 , 0.371258 , 0.298506 , 0.241115 , 0.183603 , 0.343132 , 0.467682 , 0.394438 , 0.227701 , 0.125854 , 0.307406 , 0.304936 , 0.186272 , 0.349684 , 0.360404 , 0.305313 , 0.325806 , 0.374673 , 0.361126 , 0.290249 , 0.397454 , 0.375535 , 0.315875 , 0.232003 , 0.145049 , 0.210666 , 0.132654 , 0.173216 , 0.136774 , 0.179016 , 0.154428 , 0.159536 , 0.293216 
 880 , 0.345841 , 0.360661 , 0.436743 , 0.317936 , 0.400655 , 0.313166 , 0.405266 , 0.396767 , 0.3695 , 0.349625 , 0.294465 , 0.119653 , 0.264771 , 0.184029 , 0.230861 , 0.218639 , 0.20489 , 0.258803 , 0.260908 , 0.313908 , 0.359864 , 0.380713 , 0.399639 , 0.393567 , 0.367529 , 0.373218 , 0.379362 , 0.328868 , 0.49506 , 0.388025 , 0.37211 , 0.198898 , 0.273355 , 0.227126 , 0.309443 , 0.164136 , 0.196811 , 0.319037 , 0.28798 , 0.303086 , 0.334587 , 0.313081 , 0.335061 , 0.313671 , 0.334708 , 0.363058 , 0.409427 , 0.363776 , 0.37149 , 0.298754 , 0.241258 , 0.183895 , 0.343262 , 0.467964 , 0.394601 , 0.227795 , 0.126046 , 0.307551 , 0.305002 , 0.186603 , 0.350234 , 0.360588 , 0.305708 , 0.326246 , 0.375122 , 0.361391 , 0.290547 , 0.397972 , 0.37584 , 0.316068 , 0.232351 , 0.145338 , 0.210961 , 0.13286 , 0.173444 , 0.136881 , 0.179211 , 0.154603 , 0.159774 , 0.293358 
 881 , 0.346098 , 0.360959 , 0.437332 , 0.317992 , 0.400737 , 0.313199 , 0.405494 , 0.396853 , 0.369771 , 0.349531 , 0.294545 , 0.119938 , 0.265188 , 0.184462 , 0.231039 , 0.218459 , 0.205183 , 0.259011 , 0.260779 , 0.313833 , 0.359941 , 0.380918 , 0.399706 , 0.393804 , 0.367667 , 0.373509 , 0.379796 , 0.328987 , 0.495581 , 0.38848 , 0.372259 , 0.199042 , 0.273524 , 0.227289 , 0.309717 , 0.164173 , 0.196859 , 0.319205 , 0.288014 , 0.303302 , 0.334859 , 0.313418 , 0.33531 , 0.3139 , 0.334768 , 0.363142 , 0.409726 , 0.364094 , 0.371655 , 0.299057 , 0.241424 , 0.183962 , 0.34336 , 0.46817 , 0.394505 , 0.227776 , 0.126194 , 0.307448 , 0.305003 , 0.187072 , 0.35072 , 0.360782 , 0.305979 , 0.326383 , 0.37546 , 0.361612 , 0.29066 , 0.398341 , 0.376101 , 0.31629 , 0.232612 , 0.145598 , 0.211129 , 0.132933 , 0.173662 , 0.136829 , 0.179303 , 0.154764 , 0.159905 , 0.293453 
 882 , 0.346246 , 0.361347 , 0.437797 , 0.318035 , 0.400737 , 0.313194 , 0.405589 , 0.396954 , 0.369861 , 0.349302 , 0.294523 , 0.120209 , 0.265451 , 0.184961 , 0.231171 , 0.218208 , 0.205447 , 0.259247 , 0.260598 , 0.313702 , 0.359862 , 0.38107 , 0.399728 , 0.394026 , 0.367752 , 0.373809 , 0.380189 , 0.329219 , 0.49612 , 0.388911 , 0.372367 , 0.199158 , 0.273646 , 0.227449 , 0.309986 , 0.164169 , 0.19686 , 0.319312 , 0.288033 , 0.303507 , 0.335117 , 0.313702 , 0.335526 , 0.314019 , 0.334756 , 0.363169 , 0.409916 , 0.364409 , 0.371792 , 0.299345 , 0.241634 , 0.183983 , 0.343416 , 0.468288 , 0.394277 , 0.227724 , 0.12629 , 0.307254 , 0.304931 , 0.18751 , 0.351086 , 0.361011 , 0.306245 , 0.326346 , 0.375697 , 0.361763 , 0.290685 , 0.3985 , 0.376296 , 0.316507 , 0.232906 , 0.145829 , 0.211278 , 0.132988 , 0.173893 , 0.136734 , 0.179308 , 0.154941 , 0.160001 , 0.293503 
 883 , 0.346415 , 0.361724 , 0.438264 , 0.318081 , 0.400778 , 0.313217 , 0.405642 , 0.397059 , 0.369921 , 0.349098 , 0.294514 , 0.12047 , 0.265684 , 0.185457 , 0.231317 , 0.217943 , 0.205691 , 0.259454 , 0.260416 , 0.313566 , 0.359776 , 0.381254 , 0.399755 , 0.394266 , 0.367844 , 0.374111 , 0.380586 , 0.329458 , 0.496652 , 0.389322 , 0.372475 , 0.199265 , 0.273759 , 0.227623 , 0.31024 , 0.16418 , 0.196876 , 0.319411 , 0.288057 , 0.303709 , 0.335388 , 0.313989 , 0.335755 , 0.31413 , 0.334757 , 0.363188 , 0.410096 , 0.36472 , 0.37193 , 0.299629 , 0.241823 , 0.184005 , 0.343474 , 0.468398 , 0.394088 , 0.227684 , 0.126388 , 0.307073 , 0.304873 , 0.187968 , 0.351432 , 0.361246 , 0.306515 , 0.326327 , 0.375937 , 0.361926 , 0.29071 , 0.398658 , 0.376463 , 0.316709 , 0.233198 , 0.146035 , 0.211431 , 0.133066 , 0.174135 , 0.13665 , 0.179318 , 0.15512 , 0.160082 , 0.293546 
 884 , 0.346652 , 0.361978 , 0.438701 , 0.318212 , 0.401209 , 0.31348 , 0.405382 , 0.397283 , 0.369789 , 0.349172 , 0.294657 , 0.120637 , 0.26567 , 0.185862 , 0.231583 , 0.217658 , 0.205785 , 0.259347 , 0.260312 , 0.313505 , 0.359723 , 0.381735 , 0.399919 , 0.394585 , 0.367976 , 0.374453 , 0.380973 , 0.329716 , 0.497038 , 0.38954 , 0.372646 , 0.199308 , 0.273813 , 0.227865 , 0.310358 , 0.164329 , 0.197022 , 0.319484 , 0.288186 , 0.303851 , 0.335757 , 0.314322 , 0.336027 , 0.314187 , 0.334952 , 0.363232 , 0.410151 , 0.364897 , 0.372087 , 0.299862 , 0.241833 , 0.184117 , 0.343579 , 0.468414 , 0.394284 , 0.227779 , 0.126463 , 0.307089 , 0.304926 , 0.18856 , 0.351599 , 0.36145 , 0.306788 , 0.326465 , 0.376241 , 0.362169 , 0.290731 , 0.39885 , 0.37645 , 0.316792 , 0.233377 , 0.146078 , 0.211672 , 0.133265 , 0.174457 , 0.136713 , 0.179373 , 0.15529 , 0.160077 , 0.293508 
 885 , 0.346771 , 0.362256 , 0.439469 , 0.318481 , 0.401953 , 0.313911 , 0.405291 , 0.39782 , 0.369918 , 0.349647 , 0.294922 , 0.120828 , 0.265905 , 0.186277 , 0.232004 , 0.217622 , 0.205925 , 0.259278 , 0.260281 , 0.313628 , 0.359933 , 0.382526 , 0.400511 , 0.39506 , 0.368335 , 0.374944 , 0.381497 , 0.330061 , 0.49757 , 0.389843 , 0.373034 , 0.199458 , 0.273974 , 0.228142 , 0.31056 , 0.164584 , 0.197234 , 0.319658 , 0.288534 , 0.304111 , 0.336275 , 0.314792 , 0.336503 , 0.314484 , 0.335469 , 0.363487 , 0.410391 , 0.365261 , 0.372289 , 0.300188 , 0.241902 , 0.184337 , 0.343968 , 0.46859 , 0.39482 , 0.227957 , 0.126599 , 0.307228 , 0.305214 , 0.189252 , 0.351889 , 0.361714 , 0.307265 , 0.326919 , 0.376785 , 0.362613 , 0.290893 , 0.399483 , 0.376742 , 0.317052 , 0.233562 , 0.146254 , 0.212042 , 0.133528 , 0.174901 , 0.136817 , 0.179637 , 0.155511 , 0.160168 , 0.293622 
 886 , 0.34689 , 0.362529 , 0.440258 , 0.318756 , 0.402721 , 0.314348 , 0.40519 , 0.398362 , 0.370042 , 0.350132 , 0.295197 , 0.12102 , 0.266143 , 0.186697 , 0.232427 , 0.217585 , 0.206065 , 0.259203 , 0.260247 , 0.313743 , 0.360152 , 0.383347 , 0.401115 , 0.395553 , 0.368703 , 0.375445 , 0.382032 , 0.330412 , 0.498113 , 0.390157 , 0.373432 , 0.199619 , 0.274144 , 0.22842 , 0.310767 , 0.164848 , 0.197446 , 0.319837 , 0.288887 , 0.304377 , 0.336809 , 0.31528 , 0.336981 , 0.314786 , 0.336 , 0.363751 , 0.410629 , 0.36564 , 0.372493 , 0.300531 , 0.241972 , 0.184567 , 0.344365 , 0.468769 , 0.39538 , 0.228142 , 0.126737 , 0.307372 , 0.305507 , 0.18997 , 0.352188 , 0.361986 , 0.307754 , 0.327381 , 0.377346 , 0.363066 , 0.291066 , 0.400128 , 0.377031 , 0.317318 , 0.233748 , 0.146432 , 0.212418 , 0.133794 , 0.175362 , 0.136918 , 0.179912 , 0.155736 , 0.160261 , 0.29374 
 887 , 0.34677 , 0.362846 , 0.44087 , 0.319148 , 0.403193 , 0.314598 , 0.405266 , 0.398749 , 0.370103 , 0.350432 , 0.295225 , 0.121257 , 0.266163 , 0.186799 , 0.232843 , 0.217816 , 0.206066 , 0.259236 , 0.260403 , 0.31371 , 0.36032 , 0.384174 , 0.40156 , 0.395806 , 0.368905 , 0.375652 , 0.38248 , 0.330693 , 0.498647 , 0.390344 , 0.373715 , 0.199759 , 0.274388 , 0.228567 , 0.311016 , 0.165055 , 0.197568 , 0.319905 , 0.289074 , 0.304549 , 0.337068 , 0.315653 , 0.337366 , 0.314828 , 0.336342 , 0.364001 , 0.410604 , 0.365944 , 0.372654 , 0.300725 , 0.24226 , 0.184856 , 0.344535 , 0.46879 , 0.395751 , 0.228281 , 0.126856 , 0.30723 , 0.30574 , 0.189927 , 0.352499 , 0.362114 , 0.308093 , 0.327528 , 0.377719 , 0.363225 , 0.291116 , 0.400679 , 0.377328 , 0.317397 , 0.234035 , 0.14644 , 0.212689 , 0.133889 , 0.175694 , 0.136961 , 0.180157 , 0.155825 , 0.1603 , 0.293885 
 888 , 0.347352 , 0.363166 , 0.441364 , 0.319409 , 0.403532 , 0.314828 , 0.405498 , 0.398914 , 0.370111 , 0.350576 , 0.295268 , 0.121532 , 0.266142 , 0.186923 , 0.233132 , 0.218065 , 0.206091 , 0.259346 , 0.260864 , 0.313727 , 0.360471 , 0.384749 , 0.401795 , 0.396039 , 0.369141 , 0.375607 , 0.38282 , 0.330841 , 0.499037 , 0.390549 , 0.373914 , 0.199911 , 0.274755 , 0.228732 , 0.311362 , 0.165228 , 0.19777 , 0.320099 , 0.289038 , 0.304615 , 0.337245 , 0.316141 , 0.337693 , 0.314816 , 0.336511 , 0.364093 , 0.410577 , 0.366135 , 0.372825 , 0.301012 , 0.24258 , 0.18518 , 0.34457 , 0.468984 , 0.395964 , 0.22844 , 0.127015 , 0.307217 , 0.305935 , 0.18973 , 0.352922 , 0.362307 , 0.308381 , 0.327667 , 0.378295 , 0.363452 , 0.291197 , 0.401092 , 0.377418 , 0.317486 , 0.234483 , 0.14642 , 0.213024 , 0.133986 , 0.176001 , 0.137122 , 0.180276 , 0.155886 , 0.160367 , 0.29411 
 889 , 0.348078 , 0.363502 , 0.44186 , 0.319651 , 0.403866 , 0.315061 , 0.405756 , 0.399045 , 0.370107 , 0.350704 , 0.295322 , 0.121822 , 0.266109 , 0.187077 , 0.23341 , 0.218317 , 0.20613 , 0.259473 , 0.261388 , 0.313758 , 0.360627 , 0.385299 , 0.402001 , 0.396276 , 0.369396 , 0.375526 , 0.38316 , 0.330971 , 0.499413 , 0.390775 , 0.374104 , 0.200074 , 0.275158 , 0.228913 , 0.311743 , 0.165404 , 0.198004 , 0.320325 , 0.288967 , 0.304664 , 0.337432 , 0.31667 , 0.338025 , 0.314799 , 0.336671 , 0.364163 , 0.410558 , 0.366308 , 0.373013 , 0.301328 , 0.242915 , 0.185524 , 0.344586 , 0.469221 , 0.396157 , 0.228614 , 0.127186 , 0.307234 , 0.30613 , 0.189522 , 0.35338 , 0.362529 , 0.308668 , 0.327821 , 0.378938 , 0.363708 , 0.291299 , 0.401502 , 0.377485 , 0.317581 , 0.234975 , 0.146395 , 0.213384 , 0.134096 , 0.176325 , 0.137302 , 0.180385 , 0.155962 , 0.16044 , 0.294361 
 890 , 0.348733 , 0.363717 , 0.442515 , 0.319793 , 0.404203 , 0.315452 , 0.406057 , 0.399323 , 0.370144 , 0.350989 , 0.295394 , 0.121951 , 0.266272 , 0.187343 , 0.233723 , 0.218451 , 0.206129 , 0.259544 , 0.26163 , 0.313992 , 0.360742 , 0.385354 , 0.402205 , 0.396485 , 0.369731 , 0.375482 , 0.383456 , 0.331125 , 0.499744 , 0.391161 , 0.374241 , 0.200272 , 0.275455 , 0.229113 , 0.312019 , 0.165562 , 0.198168 , 0.32067 , 0.288879 , 0.304765 , 0.337702 , 0.3172 , 0.33841 , 0.314876 , 0.336913 , 0.364281 , 0.410636 , 0.366342 , 0.37322 , 0.301689 , 0.243176 , 0.18584 , 0.344637 , 0.469444 , 0.396316 , 0.228806 , 0.127313 , 0.307146 , 0.306225 , 0.18946 , 0.35377 , 0.362772 , 0.309037 , 0.327961 , 0.379572 , 0.364043 , 0.291435 , 0.401848 , 0.377474 , 0.317807 , 0.235433 , 0.146419 , 0.213584 , 0.134285 , 0.17665 , 0.13748 , 0.180446 , 0.15616 , 0.160564 , 0.294655 
 891 , 0.348932 , 0.363836 , 0.443325 , 0.31986 , 0.404543 , 0.315847 , 0.406303 , 0.399719 , 0.3702 , 0.351385 , 0.295466 , 0.121931 , 0.266557 , 0.187716 , 0.234189 , 0.218392 , 0.206041 , 0.259614 , 0.261413 , 0.314395 , 0.360755 , 0.385016 , 0.402461 , 0.396587 , 0.370037 , 0.375659 , 0.383784 , 0.331406 , 0.500143 , 0.39172 , 0.37442 , 0.200507 , 0.275594 , 0.229341 , 0.312162 , 0.165668 , 0.198206 , 0.321054 , 0.2888 , 0.304974 , 0.338046 , 0.317552 , 0.338839 , 0.314986 , 0.337317 , 0.364559 , 0.410806 , 0.366175 , 0.373539 , 0.301987 , 0.243364 , 0.1861 , 0.344725 , 0.469523 , 0.396449 , 0.229121 , 0.127377 , 0.30688 , 0.306188 , 0.18954 , 0.35407 , 0.362968 , 0.309439 , 0.327909 , 0.379929 , 0.364396 , 0.291636 , 0.402096 , 0.377401 , 0.318055 , 0.235862 , 0.146463 , 0.2136 , 0.13452 , 0.176981 , 0.137621 , 0.180528 , 0.15648 , 0.160738 , 0.295013 
 892 , 0.348827 , 0.363983 , 0.444163 , 0.319962 , 0.404898 , 0.316132 , 0.406473 , 0.40011 , 0.370232 , 0.351756 , 0.295539 , 0.12192 , 0.266801 , 0.188083 , 0.234781 , 0.218283 , 0.205904 , 0.259739 , 0.26105 , 0.314791 , 0.36072 , 0.384752 , 0.402775 , 0.396639 , 0.370251 , 0.376002 , 0.384198 , 0.331793 , 0.50065 , 0.392312 , 0.374692 , 0.200751 , 0.275677 , 0.229578 , 0.312296 , 0.165751 , 0.1982 , 0.321392 , 0.288749 , 0.305228 , 0.338407 , 0.317776 , 0.339277 , 0.315074 , 0.33779 , 0.364947 , 0.410996 , 0.365955 , 0.37393 , 0.302223 , 0.243562 , 0.186332 , 0.344826 , 0.46948 , 0.396589 , 0.229534 , 0.127432 , 0.306545 , 0.306129 , 0.189614 , 0.35437 , 0.363101 , 0.30982 , 0.327698 , 0.380072 , 0.36472 , 0.291867 , 0.40234 , 0.377344 , 0.318243 , 0.236312 , 0.146494 , 0.213602 , 0.134746 , 0.177336 , 0.137744 , 0.180675 , 0.156813 , 0.160914 , 0.295426 
 893 , 0.348733 , 0.364115 , 0.444958 , 0.320051 , 0.405221 , 0.316297 , 0.406597 , 0.400382 , 0.370255 , 0.352033 , 0.295589 , 0.121935 , 0.266951 , 0.188399 , 0.235334 , 0.218154 , 0.205762 , 0.259922 , 0.260704 , 0.315129 , 0.360658 , 0.384571 , 0.403044 , 0.396685 , 0.370393 , 0.376324 , 0.384608 , 0.332165 , 0.501162 , 0.392823 , 0.374955 , 0.201024 , 0.275784 , 0.229788 , 0.312429 , 0.165843 , 0.198229 , 0.321691 , 0.288712 , 0.305451 , 0.338745 , 0.317969 , 0.339698 , 0.315155 , 0.338247 , 0.365289 , 0.411196 , 0.365718 , 0.374286 , 0.302454 , 0.24372 , 0.186563 , 0.344922 , 0.469457 , 0.396741 , 0.22994 , 0.127481 , 0.306246 , 0.306044 , 0.189705 , 0.354626 , 0.363207 , 0.310195 , 0.327496 , 0.380223 , 0.365037 , 0.292068 , 0.402609 , 0.377296 , 0.318454 , 0.236741 , 0.146561 , 0.213624 , 0.134914 , 0.177666 , 0.137854 , 0.180834 , 0.157091 , 0.161111 , 0.29581 
 894 , 0.348741 , 0.364125 , 0.445485 , 0.320038 , 0.405345 , 0.315984 , 0.406576 , 0.400147 , 0.370226 , 0.351861 , 0.295522 , 0.122055 , 0.266731 , 0.188384 , 0.235648 , 0.218015 , 0.205682 , 0.260309 , 0.260523 , 0.315207 , 0.360608 , 0.384725 , 0.403046 , 0.396781 , 0.370232 , 0.376453 , 0.384947 , 0.332334 , 0.501652 , 0.392885 , 0.375082 , 0.201375 , 0.27597 , 0.229888 , 0.312561 , 0.165971 , 0.198343 , 0.321731 , 0.288734 , 0.305526 , 0.338896 , 0.318036 , 0.339969 , 0.315201 , 0.338491 , 0.365325 , 0.41142 , 0.365451 , 0.374425 , 0.30264 , 0.243706 , 0.18678 , 0.344933 , 0.469527 , 0.396895 , 0.230153 , 0.127499 , 0.306069 , 0.305911 , 0.189805 , 0.354671 , 0.36319 , 0.310464 , 0.327433 , 0.380418 , 0.365281 , 0.292093 , 0.402996 , 0.37728 , 0.318718 , 0.237031 , 0.146741 , 0.213753 , 0.13485 , 0.177825 , 0.137875 , 0.181021 , 0.157117 , 0.161367 , 0.29599 
 895 , 0.348912 , 0.364047 , 0.446053 , 0.319933 , 0.405366 , 0.315796 , 0.406682 , 0.399933 , 0.370214 , 0.351638 , 0.295361 , 0.122173 , 0.266553 , 0.188272 , 0.235859 , 0.217941 , 0.205735 , 0.260614 , 0.260418 , 0.315316 , 0.360777 , 0.384786 , 0.402995 , 0.397094 , 0.370144 , 0.376406 , 0.385285 , 0.332234 , 0.502241 , 0.392749 , 0.374964 , 0.201776 , 0.27616 , 0.22999 , 0.312666 , 0.16613 , 0.198398 , 0.321584 , 0.288765 , 0.305576 , 0.338907 , 0.318282 , 0.340165 , 0.315234 , 0.338477 , 0.365154 , 0.411539 , 0.365224 , 0.374458 , 0.302825 , 0.243778 , 0.18702 , 0.344776 , 0.469656 , 0.397056 , 0.230091 , 0.127492 , 0.305728 , 0.305797 , 0.189873 , 0.354763 , 0.363212 , 0.310699 , 0.327548 , 0.380719 , 0.365496 , 0.292028 , 0.403557 , 0.377241 , 0.319035 , 0.237257 , 0.146941 , 0.213875 , 0.134848 , 0.177913 , 0.13784 , 0.181145 , 0.157079 , 0.161557 , 0.296019 
 896 , 0.349085 , 0.363964 , 0.446656 , 0.319819 , 0.40538 , 0.3156 , 0.406799 , 0.399704 , 0.370198 , 0.351409 , 0.295197 , 0.122295 , 0.266368 , 0.188149 , 0.236089 , 0.217864 , 0.205784 , 0.260927 , 0.260306 , 0.315435 , 0.360962 , 0.384843 , 0.402928 , 0.397417 , 0.370046 , 0.376348 , 0.385648 , 0.332127 , 0.502862 , 0.392609 , 0.374841 , 0.202199 , 0.276358 , 0.230096 , 0.312781 , 0.166288 , 0.198449 , 0.321434 , 0.288799 , 0.30563 , 0.338911 , 0.318539 , 0.340375 , 0.315258 , 0.338455 , 0.364972 , 0.411657 , 0.364978 , 0.374492 , 0.303013 , 0.243849 , 0.187268 , 0.344606 , 0.469789 , 0.397227 , 0.230033 , 0.127489 , 0.305363 , 0.305674 , 0.189948 , 0.354855 , 0.363242 , 0.310951 , 0.327674 , 0.381036 , 0.365713 , 0.29196 , 0.404144 , 0.377204 , 0.319356 , 0.237489 , 0.147158 , 0.214007 , 0.134837 , 0.177995 , 0.137802 , 0.181282 , 0.15704 , 0.161759 , 0.296045 
 897 , 0.349393 , 0.364351 , 0.44725 , 0.319848 , 0.405247 , 0.315687 , 0.406883 , 0.399757 , 0.370175 , 0.351017 , 0.295 , 0.122542 , 0.266393 , 0.188506 , 0.236087 , 0.217912 , 0.20612 , 0.260897 , 0.259966 , 0.315353 , 0.361197 , 0.384956 , 0.403043 , 0.397824 , 0.370149 , 0.37652 , 0.386121 , 0.332099 , 0.5035 , 0.392649 , 0.374644 , 0.202488 , 0.276365 , 0.230018 , 0.312848 , 0.166232 , 0.198364 , 0.321158 , 0.288755 , 0.305696 , 0.339138 , 0.318772 , 0.340737 , 0.315353 , 0.338496 , 0.364968 , 0.41163 , 0.364893 , 0.374367 , 0.302977 , 0.244101 , 0.187398 , 0.344294 , 0.469744 , 0.397365 , 0.229892 , 0.127628 , 0.304978 , 0.305702 , 0.18996 , 0.35499 , 0.363237 , 0.311072 , 0.327995 , 0.38133 , 0.365843 , 0.29201 , 0.404617 , 0.377169 , 0.319401 , 0.237642 , 0.147289 , 0.214229 , 0.13507 , 0.178143 , 0.13789 , 0.181297 , 0.15706 , 0.161706 , 0.295982 
 898 , 0.349492 , 0.364652 , 0.447687 , 0.320009 , 0.405124 , 0.315914 , 0.406806 , 0.39973 , 0.370002 , 0.350695 , 0.294749 , 0.122775 , 0.266331 , 0.188955 , 0.236093 , 0.217933 , 0.206245 , 0.260723 , 0.259551 , 0.31495 , 0.361142 , 0.385212 , 0.40317 , 0.397985 , 0.370178 , 0.376687 , 0.386202 , 0.332278 , 0.503779 , 0.392862 , 0.374564 , 0.20259 , 0.276186 , 0.229823 , 0.312852 , 0.166139 , 0.198293 , 0.32098 , 0.288693 , 0.305631 , 0.339511 , 0.318919 , 0.340916 , 0.315391 , 0.338774 , 0.365037 , 0.411506 , 0.36486 , 0.374123 , 0.302751 , 0.244215 , 0.187562 , 0.344016 , 0.469501 , 0.397499 , 0.229747 , 0.127766 , 0.30461 , 0.305694 , 0.1899 , 0.354848 , 0.362812 , 0.311144 , 0.328176 , 0.381715 , 0.365912 , 0.291894 , 0.404424 , 0.377103 , 0.319392 , 0.237825 , 0.147318 , 0.214285 , 0.135188 , 0.178262 , 0.137929 , 0.181192 , 0.157198 , 0.161634 , 0.295946 
