  time  ,10:47 PM,11:17 PM,11:34 PM,11:49 PM,11:57 PM,12:59 PM,13:14 PM,13:30 PM,13:44 PM,13:57 PM,14:35 PM,14:54 PM,15:06 PM,15:19 PM,15:27 PM,16:10 PM,16:21 PM,16:35 PM,16:50 PM,16:59 PM,17:48 PM,17:57 PM,18:11 PM,18:21 PM,18:38 PM,18:50 PM,19:01 PM,19:09 PM,19:19 PM,19:31 PM,20:08 PM,20:22 PM,20:35 PM,20:49 PM,20:56 PM,22:26 PM,22:38 PM,23:04 PM,23:14 PM,23:22 PM,23:34 PM,23:42 PM,23:52 PM,24:00 PM,24:09 PM,25:09 PM,25:21 PM,25:34 PM,25:45 PM,25:55 PM,26:33 PM,26:49 PM,27:00 PM,27:11 PM,27:23 PM,27:51 PM,28:03 PM,28:18 PM,28:30 PM,28:41 PM,29:02 PM,29:10 PM,29:19 PM,29:28 PM,29:36 PM,30:09 PM,30:34 PM,30:44 PM,30:56 PM,31:05 PM,31:38 PM,31:49 PM,32:01 PM,32:11 PM,32:23 PM,33:22 PM,33:31 PM,33:43 PM,33:53 PM,34:03 PM,34:58 PM,35:11 PM,35:19 PM,35:31 PM,35:46 PM,36:00 PM,36:08 PM,36:19 PM,36:26 PM,36:35 PM,37:45 PM,37:56 PM,38:06 PM,38:19 PM,38:30 PM,39:12 PM,39:23 PM,39:32 PM,39:43 PM,39:51 PM,40:14 PM,40:25 PM,40:34 PM,40:44 PM,40:56 PM,41:08 PM,41:20 PM,41:35 PM,42:02 PM,42:11 PM,43:08 PM,43:23 PM,43:31 PM,43:39 PM,43:48 PM,44:29 PM,44:37 PM,44:46 PM,44:55 PM,45:03 PM,45:34 PM,45:42 PM,45:53 PM,46:02 PM,46:12 PM,46:26 PM,46:37 PM,46:46 PM,46:57 PM,47:07 PM,47:35 PM,47:45 PM,47:53 PM,48:00 PM,48:08 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 316 , 0.020516 , 0.03337 , 0.027163 , 0.030405 , 0.025936 , 0.029146 , 0.031149 , 0.005713 , 0.019864 , 0.032865 , 0.033273 , 0.021898 , 0.01774 , 0.021898 , 0.012964 , 0.014151 , 0.007558 , 0.007664 , 0.00761 , 0.009116 , 0 , 0.009179 , 0.009127 , 0.023513 , 0.015616 , 0.011291 , 0.002095 , 0.01768 , 0.008929 , 0.007049 , 0.018671 , 0.032902 , 0.004773 , 0.002141 , 0.021464 , 0.012349 , 0.003308 , 0.004167 , 0.026226 , 0.011078 , 0.010886 , 0.007736 , 0.007682 , 0.007877 , 0.018473 , 0.014547 , 0.022574 , 0.012725 , 0.002141 , 0 , 0.011587 , 0 , 0 , 0.001644 , 0.01649 , 0 , 0.007923 , 0.002098 , 0 , 0 , 0.002173 , 0.004308 , 0.002155 , 0.009475 , 0 , 0 , 0.002127 , 0 , 0.002175 , 0.002155 , 0 , 0 , 0 , 0.003357 , 0.003311 , 0 , 0 , 0.002198 , 0.003759 , 0 , 0.004319 , 0.013311 , 0 , 0 , 0 , 0 , 0.003336 , 0 , 0 , 0.004403 , 0 , 0 , 0 , 0 , 0 , 0.006029 , 0.01818 , 0.004276 , 0 , 0.015823 , 0 , 0.002227 , 0.002155 , 0.002173 , 0.002198 , 0 , 0.002173 , 0 , 0 , 0 , 0.019364 , 0.011576 , 0.008337 , 0 , 0.020792 , 0 , 0 , 0.002187 , 0.003405 , 0 , 0 , 0 , 0.005633 , 0 , 0.002187 , 0.00744 , 0.005673 , 0.018832 , 0.017162 , 0 , 0.017542 , 0.002227 , 0.001727 , 0.003882 , 0.009791 
 317 , 0.017013 , 0.030908 , 0.020217 , 0.027972 , 0.023032 , 0.027972 , 0.028655 , 0.002474 , 0.015615 , 0.031291 , 0.03168 , 0.020111 , 0.01643 , 0.020111 , 0.011159 , 0.013126 , 0.005087 , 0.005118 , 0.005103 , 0.007445 , 0 , 0.007469 , 0.007398 , 0.022583 , 0.017343 , 0.008493 , 0.000914 , 0.011374 , 0.009116 , 0.008443 , 0.017301 , 0.032426 , 0.00728 , 0.000924 , 0.021548 , 0.01436 , 0.005105 , 0.001809 , 0.024258 , 0.010108 , 0.011902 , 0.005071 , 0.005053 , 0.005221 , 0.016852 , 0.015395 , 0.023013 , 0.012603 , 0.000924 , 0 , 0.008716 , 0 , 0 , 0.002526 , 0.016001 , 0 , 0.005273 , 0.000909 , 0 , 0 , 0.00093 , 0.001865 , 0.000927 , 0.007739 , 0 , 0 , 0.000919 , 0 , 0.000922 , 0.000932 , 0 , 0 , 0 , 0.005139 , 0.005071 , 0 , 0 , 0.000948 , 0.003422 , 0 , 0.001841 , 0.013336 , 0 , 0 , 0 , 0 , 0.005087 , 0 , 0 , 0.001883 , 0 , 0 , 0 , 0 , 0 , 0.004449 , 0.008068 , 0.001859 , 0 , 0.014749 , 0 , 0.000969 , 0.000927 , 0.00093 , 0.000948 , 0 , 0.00093 , 0 , 0 , 0 , 0.01759 , 0.01077 , 0.005436 , 0 , 0.014741 , 0 , 0 , 0.000938 , 0.005174 , 0 , 0 , 0 , 0.006132 , 0 , 0.000938 , 0.008908 , 0.006153 , 0.019507 , 0.016648 , 0 , 0.014843 , 0.000969 , 0.002621 , 0.003548 , 0.010077 
 318 , 0.014216 , 0.028536 , 0.014909 , 0.025781 , 0.02081 , 0.026822 , 0.026409 , 0.000512 , 0.012553 , 0.029985 , 0.03019 , 0.018651 , 0.015286 , 0.018618 , 0.00968 , 0.012336 , 0.003471 , 0.003474 , 0.003476 , 0.006074 , 0.000094 , 0.006421 , 0.006094 , 0.021716 , 0.018961 , 0.006228 , 0 , 0.006733 , 0.008949 , 0.00943 , 0.015995 , 0.032216 , 0.009505 , 0.000363 , 0.021144 , 0.015769 , 0.006486 , 0.000276 , 0.022663 , 0.009601 , 0.012649 , 0.003394 , 0.003659 , 0.003344 , 0.015392 , 0.016223 , 0.023185 , 0.012577 , 0.000281 , 0.000281 , 0.0065 , 0 , 0 , 0.003339 , 0.015591 , 0.000094 , 0.003291 , 0.000276 , 0.000281 , 0.000096 , 0.000365 , 0.000284 , 0 , 0.006599 , 0.000096 , 0 , 0.000459 , 0 , 0.000091 , 0.000094 , 0 , 0 , 0 , 0.006591 , 0.007149 , 0.000185 , 0.000288 , 0.000192 , 0.003478 , 0.000284 , 0 , 0.013659 , 0 , 0 , 0.00038 , 0 , 0.006416 , 0 , 0 , 0 , 0.000269 , 0 , 0.000096 , 0 , 0 , 0.003856 , 0.000829 , 0.000094 , 0.000192 , 0.014067 , 0 , 0.000197 , 0.000094 , 0.000094 , 0.000471 , 0.000469 , 0.000094 , 0.000094 , 0 , 0 , 0.016279 , 0.010671 , 0.003719 , 0 , 0.010724 , 0 , 0.000096 , 0 , 0.006608 , 0 , 0 , 0 , 0.006865 , 0 , 0 , 0.010067 , 0.00669 , 0.01994 , 0.016195 , 0 , 0.012846 , 0.00068 , 0.003623 , 0.003911 , 0.010519 
 319 , 0.013167 , 0.024619 , 0.01436 , 0.023051 , 0.020931 , 0.024725 , 0.023604 , 0.004942 , 0.014446 , 0.029112 , 0.027856 , 0.017837 , 0.014102 , 0.017607 , 0.009148 , 0.012317 , 0.006084 , 0.006111 , 0.006136 , 0.005273 , 0.000884 , 0.008584 , 0.006107 , 0.020429 , 0.021425 , 0.005385 , 0 , 0.008198 , 0.006276 , 0.008915 , 0.013879 , 0.033547 , 0.012298 , 0.003416 , 0.017107 , 0.014529 , 0.006396 , 0.002676 , 0.022039 , 0.011549 , 0.012579 , 0.00606 , 0.008595 , 0.004522 , 0.01341 , 0.017907 , 0.021709 , 0.013288 , 0.002676 , 0.002686 , 0.006514 , 0 , 0 , 0.004482 , 0.015288 , 0.000895 , 0.003663 , 0.002663 , 0.002686 , 0.000916 , 0.003541 , 0.002722 , 0 , 0.00819 , 0.000924 , 0 , 0.004389 , 0 , 0.000888 , 0.000907 , 0 , 0 , 0 , 0.007392 , 0.013473 , 0.001768 , 0.002758 , 0.001832 , 0.006164 , 0.002735 , 0 , 0.016248 , 0 , 0 , 0.003602 , 0 , 0.006428 , 0 , 0 , 0 , 0.002608 , 0 , 0.000912 , 0 , 0 , 0.009048 , 0.004938 , 0.000903 , 0.001832 , 0.015358 , 0 , 0.001863 , 0.000895 , 0.000916 , 0.004505 , 0.004465 , 0.000899 , 0.000907 , 0 , 0 , 0.016588 , 0.015088 , 0.007398 , 0 , 0.015151 , 0 , 0.000916 , 0 , 0.007527 , 0 , 0 , 0 , 0.010023 , 0 , 0 , 0.010504 , 0.008335 , 0.019135 , 0.015755 , 0 , 0.012971 , 0.006518 , 0.006472 , 0.009255 , 0.012448 
 320 , 0.01233 , 0.021545 , 0.013893 , 0.020882 , 0.020935 , 0.023028 , 0.021376 , 0.008397 , 0.015803 , 0.028364 , 0.025984 , 0.017161 , 0.013155 , 0.016757 , 0.008701 , 0.012268 , 0.008019 , 0.008083 , 0.008149 , 0.004643 , 0.001475 , 0.010189 , 0.006107 , 0.019376 , 0.023294 , 0.004722 , 0 , 0.009321 , 0.004179 , 0.008483 , 0.012212 , 0.034445 , 0.014415 , 0.005658 , 0.013913 , 0.013525 , 0.006298 , 0.004548 , 0.02147 , 0.013061 , 0.01248 , 0.008139 , 0.012371 , 0.005406 , 0.011847 , 0.019083 , 0.020494 , 0.013784 , 0.004493 , 0.004531 , 0.006511 , 0 , 0 , 0.00532 , 0.015033 , 0.00151 , 0.003928 , 0.00451 , 0.004531 , 0.001537 , 0.006039 , 0.004591 , 0 , 0.009392 , 0.001544 , 0 , 0.007401 , 0 , 0.001503 , 0.001531 , 0 , 0 , 0 , 0.007985 , 0.018303 , 0.002981 , 0.004651 , 0.003075 , 0.008214 , 0.004628 , 0 , 0.018286 , 0 , 0 , 0.006024 , 0 , 0.006424 , 0 , 0 , 0 , 0.004431 , 0 , 0.001525 , 0 , 0 , 0.013021 , 0.008051 , 0.001518 , 0.003075 , 0.016203 , 0 , 0.003105 , 0.00151 , 0.001576 , 0.007596 , 0.00747 , 0.001523 , 0.001531 , 0 , 0 , 0.016763 , 0.018362 , 0.010266 , 0 , 0.018593 , 0 , 0.00152 , 0 , 0.008261 , 0 , 0 , 0 , 0.012422 , 0 , 0 , 0.010822 , 0.009595 , 0.018476 , 0.015373 , 0 , 0.013066 , 0.010991 , 0.00869 , 0.013421 , 0.01385 
 321 , 0.011643 , 0.01907 , 0.013484 , 0.019113 , 0.020861 , 0.02162 , 0.019559 , 0.011158 , 0.016783 , 0.027704 , 0.024442 , 0.016587 , 0.012372 , 0.016025 , 0.008314 , 0.012199 , 0.009477 , 0.009587 , 0.009698 , 0.004134 , 0.001922 , 0.011398 , 0.006094 , 0.018487 , 0.02474 , 0.004188 , 0 , 0.010195 , 0.002496 , 0.008111 , 0.010867 , 0.035037 , 0.016049 , 0.007328 , 0.011323 , 0.012689 , 0.006192 , 0.006041 , 0.020942 , 0.014257 , 0.012363 , 0.009796 , 0.015324 , 0.006082 , 0.010586 , 0.019901 , 0.019468 , 0.014128 , 0.005904 , 0.005975 , 0.006496 , 0 , 0 , 0.005941 , 0.014815 , 0.001992 , 0.004117 , 0.00597 , 0.005975 , 0.002019 , 0.008057 , 0.006053 , 0 , 0.010317 , 0.00202 , 0 , 0.009759 , 0 , 0.00199 , 0.002017 , 0 , 0 , 0 , 0.008434 , 0.022068 , 0.003933 , 0.006132 , 0.004039 , 0.009813 , 0.006127 , 0 , 0.019928 , 0 , 0 , 0.007882 , 0 , 0.006411 , 0 , 0 , 0 , 0.005889 , 0 , 0.001995 , 0 , 0 , 0.01612 , 0.010458 , 0.001993 , 0.004039 , 0.01674 , 0 , 0.004046 , 0.001992 , 0.002119 , 0.010016 , 0.009776 , 0.002015 , 0.002017 , 0 , 0 , 0.016847 , 0.020827 , 0.012552 , 0 , 0.021333 , 0 , 0.001973 , 0 , 0.008865 , 0 , 0 , 0 , 0.014285 , 0 , 0 , 0.011056 , 0.010581 , 0.017917 , 0.015033 , 0 , 0.013141 , 0.014487 , 0.010458 , 0.016744 , 0.014881 
 322 , 0.014481 , 0.021321 , 0.01556 , 0.020863 , 0.022535 , 0.025174 , 0.02206 , 0.014292 , 0.01912 , 0.031012 , 0.026533 , 0.019749 , 0.01513 , 0.018073 , 0.011316 , 0.014255 , 0.012139 , 0.0134 , 0.013566 , 0.007162 , 0.006915 , 0.014933 , 0.010745 , 0.021819 , 0.029895 , 0.008002 , 0.004252 , 0.01429 , 0.00672 , 0.011582 , 0.016111 , 0.039058 , 0.020597 , 0.011073 , 0.015855 , 0.015555 , 0.010818 , 0.009081 , 0.02482 , 0.01776 , 0.015592 , 0.013735 , 0.01878 , 0.009744 , 0.013316 , 0.023599 , 0.024189 , 0.017451 , 0.008931 , 0.009925 , 0.009588 , 0.003652 , 0.003188 , 0.00916 , 0.018428 , 0.006412 , 0.007409 , 0.009044 , 0.00984 , 0.007354 , 0.012107 , 0.009187 , 0.003237 , 0.015054 , 0.005665 , 0.003672 , 0.012309 , 0.002428 , 0.00477 , 0.006099 , 0.003935 , 0.002016 , 0.000825 , 0.013575 , 0.027435 , 0.007451 , 0.009645 , 0.008364 , 0.015444 , 0.010894 , 0.004126 , 0.024564 , 0.003757 , 0.005365 , 0.012626 , 0.002048 , 0.010368 , 0.003795 , 0.006737 , 0.003768 , 0.009716 , 0.001262 , 0.006375 , 0.002483 , 0.003601 , 0.020054 , 0.016649 , 0.005593 , 0.009247 , 0.021246 , 0.004972 , 0.008085 , 0.006787 , 0.005016 , 0.014647 , 0.013281 , 0.006099 , 0.006136 , 0.003731 , 0.004191 , 0.02208 , 0.025064 , 0.016294 , 0.002999 , 0.024285 , 0.001625 , 0.006817 , 0.005031 , 0.014266 , 0.002509 , 0.0013 , 0.001667 , 0.01862 , 0.003403 , 0.003694 , 0.015625 , 0.015781 , 0.023875 , 0.019445 , 0.003374 , 0.018692 , 0.019452 , 0.014174 , 0.019541 , 0.018999 
 323 , 0.017886 , 0.024651 , 0.018044 , 0.023422 , 0.024516 , 0.029688 , 0.0255 , 0.017071 , 0.021607 , 0.035012 , 0.029329 , 0.023509 , 0.01854 , 0.020675 , 0.014705 , 0.016619 , 0.014795 , 0.017327 , 0.017537 , 0.010768 , 0.012463 , 0.018657 , 0.016185 , 0.025893 , 0.035409 , 0.012511 , 0.009179 , 0.0187 , 0.012058 , 0.015661 , 0.022433 , 0.043524 , 0.025282 , 0.01502 , 0.021686 , 0.019124 , 0.016175 , 0.01207 , 0.029494 , 0.021412 , 0.019297 , 0.017752 , 0.02201 , 0.013747 , 0.016744 , 0.027655 , 0.029879 , 0.021258 , 0.012006 , 0.014102 , 0.013022 , 0.007792 , 0.006879 , 0.012726 , 0.022668 , 0.011398 , 0.011094 , 0.012156 , 0.013827 , 0.013442 , 0.01617 , 0.012392 , 0.007011 , 0.020336 , 0.009694 , 0.007894 , 0.014558 , 0.005199 , 0.007811 , 0.010658 , 0.008461 , 0.004317 , 0.001774 , 0.019328 , 0.03246 , 0.011238 , 0.013194 , 0.012972 , 0.021486 , 0.015886 , 0.008833 , 0.029278 , 0.008043 , 0.011575 , 0.017573 , 0.004402 , 0.014897 , 0.008093 , 0.014367 , 0.008098 , 0.013658 , 0.002693 , 0.011248 , 0.005297 , 0.0078 , 0.023735 , 0.023053 , 0.009574 , 0.014929 , 0.026255 , 0.010448 , 0.012506 , 0.01213 , 0.008051 , 0.019199 , 0.016744 , 0.010658 , 0.010801 , 0.008048 , 0.009008 , 0.028143 , 0.02924 , 0.019935 , 0.006444 , 0.026856 , 0.00348 , 0.012463 , 0.010729 , 0.020215 , 0.005328 , 0.002782 , 0.00357 , 0.023178 , 0.007227 , 0.008 , 0.0207 , 0.021496 , 0.030785 , 0.024588 , 0.007337 , 0.02492 , 0.024043 , 0.017837 , 0.021819 , 0.023466 
 324 , 0.020651 , 0.027488 , 0.020089 , 0.025616 , 0.026211 , 0.033477 , 0.02843 , 0.019324 , 0.023762 , 0.03835 , 0.031606 , 0.026587 , 0.021387 , 0.022894 , 0.017341 , 0.018558 , 0.016991 , 0.020532 , 0.020776 , 0.013731 , 0.016972 , 0.021732 , 0.020775 , 0.029267 , 0.039969 , 0.016212 , 0.01328 , 0.022293 , 0.016467 , 0.019019 , 0.027576 , 0.04725 , 0.029066 , 0.018395 , 0.026381 , 0.022135 , 0.020614 , 0.014454 , 0.033449 , 0.024395 , 0.022325 , 0.021025 , 0.024784 , 0.017034 , 0.019515 , 0.031056 , 0.034568 , 0.024509 , 0.014534 , 0.017599 , 0.015731 , 0.011149 , 0.009952 , 0.015715 , 0.026201 , 0.015552 , 0.014091 , 0.014713 , 0.017071 , 0.018559 , 0.019506 , 0.01505 , 0.010179 , 0.024808 , 0.012993 , 0.011377 , 0.016397 , 0.007466 , 0.010303 , 0.014422 , 0.0122 , 0.006199 , 0.002556 , 0.024046 , 0.036521 , 0.014375 , 0.01605 , 0.016679 , 0.026499 , 0.019938 , 0.012683 , 0.03302 , 0.011545 , 0.01674 , 0.021675 , 0.006343 , 0.018611 , 0.011572 , 0.020544 , 0.011667 , 0.016867 , 0.003852 , 0.015237 , 0.007576 , 0.011325 , 0.026813 , 0.028298 , 0.012833 , 0.019581 , 0.030384 , 0.014731 , 0.016197 , 0.016504 , 0.010419 , 0.022863 , 0.019689 , 0.014422 , 0.014726 , 0.01164 , 0.012977 , 0.033242 , 0.032693 , 0.022932 , 0.009281 , 0.028933 , 0.004996 , 0.017338 , 0.015342 , 0.025038 , 0.007592 , 0.003992 , 0.005123 , 0.027057 , 0.010295 , 0.011613 , 0.024778 , 0.026233 , 0.036399 , 0.028822 , 0.01069 , 0.029928 , 0.027698 , 0.020752 , 0.023712 , 0.027184 
 325 , 0.021158 , 0.028308 , 0.020736 , 0.026387 , 0.026563 , 0.035194 , 0.030072 , 0.020525 , 0.02418 , 0.039541 , 0.031926 , 0.028047 , 0.02271 , 0.023435 , 0.018194 , 0.019274 , 0.01783 , 0.021923 , 0.022151 , 0.015226 , 0.018519 , 0.023304 , 0.02286 , 0.030616 , 0.042244 , 0.017939 , 0.015063 , 0.023863 , 0.018606 , 0.020235 , 0.029799 , 0.048505 , 0.03092 , 0.020291 , 0.02864 , 0.023532 , 0.023046 , 0.015609 , 0.03543 , 0.025587 , 0.023204 , 0.022741 , 0.026147 , 0.018305 , 0.020837 , 0.032403 , 0.03659 , 0.026256 , 0.015818 , 0.019503 , 0.016837 , 0.012518 , 0.011391 , 0.016732 , 0.027693 , 0.017443 , 0.015489 , 0.016214 , 0.018856 , 0.021326 , 0.021252 , 0.016214 , 0.011623 , 0.026367 , 0.014892 , 0.01297 , 0.017062 , 0.00826 , 0.011855 , 0.016045 , 0.014154 , 0.006848 , 0.002738 , 0.026938 , 0.038251 , 0.016116 , 0.017493 , 0.018613 , 0.029108 , 0.021866 , 0.01472 , 0.035244 , 0.013315 , 0.019411 , 0.023594 , 0.007322 , 0.020601 , 0.012837 , 0.023327 , 0.013706 , 0.018302 , 0.004882 , 0.018131 , 0.008966 , 0.013259 , 0.028077 , 0.030547 , 0.014438 , 0.021896 , 0.032154 , 0.016197 , 0.017375 , 0.01845 , 0.011838 , 0.024517 , 0.020584 , 0.016022 , 0.016865 , 0.013463 , 0.014601 , 0.035101 , 0.033874 , 0.024756 , 0.010699 , 0.029937 , 0.006062 , 0.019195 , 0.017249 , 0.027476 , 0.008264 , 0.004784 , 0.005778 , 0.028583 , 0.012151 , 0.013238 , 0.026949 , 0.028646 , 0.039196 , 0.031099 , 0.012264 , 0.032254 , 0.02955 , 0.022151 , 0.02459 , 0.029011 
 326 , 0.018479 , 0.026211 , 0.019431 , 0.025111 , 0.024968 , 0.034036 , 0.029947 , 0.020361 , 0.022056 , 0.037727 , 0.029482 , 0.027343 , 0.021948 , 0.021539 , 0.016667 , 0.01832 , 0.016786 , 0.020864 , 0.021006 , 0.014757 , 0.015997 , 0.022853 , 0.021442 , 0.029178 , 0.04144 , 0.016987 , 0.01361 , 0.022722 , 0.017674 , 0.018448 , 0.028073 , 0.046323 , 0.030235 , 0.020105 , 0.027719 , 0.022674 , 0.022783 , 0.015173 , 0.034678 , 0.024352 , 0.021072 , 0.022404 , 0.025523 , 0.0168 , 0.020247 , 0.030854 , 0.034954 , 0.025901 , 0.015429 , 0.019242 , 0.015853 , 0.011207 , 0.010574 , 0.014968 , 0.026354 , 0.016224 , 0.014749 , 0.016342 , 0.018748 , 0.020859 , 0.020893 , 0.015323 , 0.010673 , 0.023801 , 0.014968 , 0.011986 , 0.016118 , 0.007032 , 0.012212 , 0.014731 , 0.013691 , 0.005792 , 0.002069 , 0.027484 , 0.036872 , 0.015996 , 0.017108 , 0.01826 , 0.028464 , 0.020984 , 0.014359 , 0.035623 , 0.012775 , 0.018692 , 0.022519 , 0.007005 , 0.020313 , 0.011101 , 0.021638 , 0.013724 , 0.017348 , 0.005837 , 0.019738 , 0.009244 , 0.013004 , 0.026811 , 0.028715 , 0.013817 , 0.021087 , 0.030682 , 0.013937 , 0.015033 , 0.017092 , 0.012153 , 0.023496 , 0.018576 , 0.014657 , 0.016546 , 0.012868 , 0.01301 , 0.032413 , 0.0319 , 0.025064 , 0.010217 , 0.029535 , 0.006584 , 0.016663 , 0.015515 , 0.026792 , 0.006741 , 0.005052 , 0.005209 , 0.026793 , 0.012515 , 0.012097 , 0.026675 , 0.027912 , 0.038279 , 0.030774 , 0.011328 , 0.031044 , 0.0291 , 0.021593 , 0.024098 , 0.028261 
 327 , 0.016281 , 0.024491 , 0.018362 , 0.024063 , 0.023658 , 0.033068 , 0.029789 , 0.020241 , 0.020315 , 0.036234 , 0.027477 , 0.026746 , 0.021285 , 0.019985 , 0.01542 , 0.017525 , 0.015928 , 0.019991 , 0.020058 , 0.014362 , 0.013931 , 0.022486 , 0.02026 , 0.027978 , 0.040766 , 0.016208 , 0.01242 , 0.021762 , 0.016887 , 0.016985 , 0.026661 , 0.044497 , 0.029691 , 0.019944 , 0.026926 , 0.021963 , 0.022582 , 0.014814 , 0.034017 , 0.023322 , 0.019325 , 0.022131 , 0.024971 , 0.015565 , 0.019765 , 0.029597 , 0.033615 , 0.0256 , 0.015113 , 0.018992 , 0.015039 , 0.010136 , 0.009902 , 0.013526 , 0.025241 , 0.01521 , 0.014143 , 0.016418 , 0.018641 , 0.02043 , 0.020569 , 0.014585 , 0.009888 , 0.021702 , 0.015033 , 0.011176 , 0.015341 , 0.006032 , 0.012508 , 0.013651 , 0.013329 , 0.00493 , 0.001525 , 0.027878 , 0.035718 , 0.015889 , 0.01677 , 0.017965 , 0.027926 , 0.020234 , 0.014052 , 0.035913 , 0.012329 , 0.018064 , 0.021638 , 0.006741 , 0.020047 , 0.009689 , 0.020232 , 0.013708 , 0.01657 , 0.006594 , 0.021041 , 0.009466 , 0.012778 , 0.025766 , 0.027209 , 0.01331 , 0.020403 , 0.029487 , 0.012082 , 0.013136 , 0.015979 , 0.012402 , 0.022676 , 0.016936 , 0.013537 , 0.016253 , 0.012373 , 0.011711 , 0.030198 , 0.030269 , 0.025237 , 0.009799 , 0.029178 , 0.006994 , 0.014612 , 0.014094 , 0.026185 , 0.005487 , 0.005259 , 0.004744 , 0.025293 , 0.012815 , 0.01116 , 0.026452 , 0.027277 , 0.037496 , 0.030512 , 0.010555 , 0.030055 , 0.02875 , 0.021146 , 0.023641 , 0.027612 
 328 , 0.014446 , 0.023054 , 0.017472 , 0.023185 , 0.022563 , 0.032246 , 0.029613 , 0.020151 , 0.018862 , 0.034982 , 0.025802 , 0.026231 , 0.020705 , 0.018689 , 0.014381 , 0.016853 , 0.01521 , 0.019261 , 0.019261 , 0.014026 , 0.012211 , 0.022182 , 0.019261 , 0.026959 , 0.040189 , 0.015558 , 0.011427 , 0.020945 , 0.016213 , 0.015763 , 0.02548 , 0.04294 , 0.02925 , 0.019804 , 0.026236 , 0.021361 , 0.022424 , 0.014509 , 0.033432 , 0.022449 , 0.017867 , 0.021906 , 0.024478 , 0.014534 , 0.019368 , 0.028556 , 0.032498 , 0.025344 , 0.01485 , 0.018754 , 0.014356 , 0.009244 , 0.009338 , 0.012327 , 0.024302 , 0.014356 , 0.013638 , 0.016459 , 0.018538 , 0.020036 , 0.020273 , 0.013962 , 0.009232 , 0.019957 , 0.015086 , 0.010498 , 0.01469 , 0.005207 , 0.012756 , 0.012748 , 0.013042 , 0.004216 , 0.001076 , 0.028166 , 0.034739 , 0.015797 , 0.016474 , 0.017714 , 0.027468 , 0.019588 , 0.013788 , 0.036139 , 0.011954 , 0.017512 , 0.020904 , 0.00652 , 0.019805 , 0.00852 , 0.019051 , 0.013669 , 0.015925 , 0.007205 , 0.022113 , 0.009646 , 0.012576 , 0.024887 , 0.025948 , 0.012888 , 0.019817 , 0.028498 , 0.010534 , 0.011575 , 0.015052 , 0.012606 , 0.022006 , 0.015572 , 0.0126 , 0.015984 , 0.011953 , 0.010634 , 0.028344 , 0.028899 , 0.025319 , 0.009436 , 0.028859 , 0.00732 , 0.012925 , 0.012911 , 0.025645 , 0.004434 , 0.005419 , 0.004355 , 0.024023 , 0.013065 , 0.010378 , 0.026274 , 0.026723 , 0.036814 , 0.030295 , 0.009908 , 0.029233 , 0.028473 , 0.020782 , 0.023217 , 0.027042 
