MAT_00009.ref_MAT_DARK.spu,MAT_00008.ref_MAT_DARK.spu,MAT_00007.ref_MAT_DARK.spu,MAT_00006.ref_MAT_DARK.spu,MAT_00005.ref_MAT_DARK.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00040_B4_CT2.spu,MAT_00041_B4_CT2.spu,MAT_00042_B4_CT2.spu,MAT_00043_B4_CT2.spu,MAT_00044_B4_CT2.spu,MAT_00045_B4_CT1.spu,MAT_00046_B4_CT1.spu,MAT_00047_B4_CT1.spu,MAT_00048_B4_CT1.spu,MAT_00049_B4_CT1.spu,MAT_00050_B4_N.spu,MAT_00051_B4_N.spu,MAT_00052_B4_N.spu,MAT_00053_B4_N.spu,MAT_00054_B4_N.spu,MAT_00055_B4_P.spu,MAT_00056_B4_P.spu,MAT_00057_B4_P.spu,MAT_00058_B4_P.spu,MAT_00059_B4_P.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00095_B1_NP.spu,MAT_00096_B1_NP.spu,MAT_00097_B1_NP.spu,MAT_00098_B1_NP.spu,MAT_00099_B1_NP.spu,MAT_00100_B1_N.spu,MAT_00101_B1_N.spu,MAT_00102_B1_N.spu,MAT_00103_B1_N.spu,MAT_00104_B1_N.spu,MAT_00105_B1_P.spu,MAT_00106_B1_P.spu,MAT_00107_B1_P.spu,MAT_00108_B1_P.spu,MAT_00109_B1_P.spu,MAT_00110_B1_CT1.spu,MAT_00111_B1_CT1.spu,MAT_00112_B1_CT1.spu,MAT_00113_B1_CT1.spu,MAT_00114_B1_CT1.spu
 316 , 0.027871 , 0.031031 , 0.037736 , 0.042537 , 0.017884 , 0.028266 , 0.025618 , 0.042489 , 0.01886 , 0.032144 , 0.045676 , 0.051795 , 0.012988 , 0.020954 , 0.039377 , 0.049627 , 0.03294 , 0.050898 , 0.033009 , 0.029564 , 0.021413 , 0.008953 , 0.04567 , 0.023049 , 0.024083 , 0.008388 , 0.013679 , 0.017172 , 0.028335 , 0.016381 , 0.023777 , 0.004094 , 0.011643 , 0.015779 , 0.023154 , 0.037277 , 0.021086 , 0.031653 , 0.036217 , 0.034924 , 0.02967 , 0.014043 , 0.024742 , 0.018116 , 0.03302 , 0.014487 , 0.018417 , 0.015626 , 0.01091 , 0.009533 , 0.015041 , 0.027607 , 0.0248 , 0.045491 , 0.023872 , 0.060553 , 0.045734 , 0.043502 , 0.021514 , 0.052666 , 0.086656 , 0.036449 , 0.042252 , 0.051236 , 0.061771 , 0.044626 , 0.072301 , 0.038991 , 0.016687 , 0.043291 , 0.073087 , 0.048245 , 0.054285 , 0.032381 , 0.033394 , 0.05955 , 0.072539 , 0.053589 , 0.050962 , 0.055641 , 0.059355 , 0.060447 , 0.041809 , 0.063401 , 0.047691 , 0.048498 , 0.030809 , 0.050682 , 0.033521 , 0.028071 , 0.055467 , 0.049996 , 0.060368 , 0.066746 , 0.072866 , 0.05495 , 0.030841 , 0.0448 , 0.066113 , 0.045338 
 317 , 0.027182 , 0.028374 , 0.042354 , 0.041519 , 0.01945 , 0.027182 , 0.023179 , 0.04176 , 0.017125 , 0.037033 , 0.043125 , 0.048697 , 0.008422 , 0.020883 , 0.034153 , 0.041644 , 0.031977 , 0.048012 , 0.031611 , 0.030313 , 0.019426 , 0.013507 , 0.043164 , 0.035856 , 0.026551 , 0.012991 , 0.015002 , 0.026169 , 0.031413 , 0.025099 , 0.02465 , 0.006237 , 0.01793 , 0.024433 , 0.023868 , 0.038224 , 0.021621 , 0.02615 , 0.037973 , 0.036999 , 0.030747 , 0.016821 , 0.028027 , 0.018572 , 0.033868 , 0.015707 , 0.027887 , 0.017332 , 0.009792 , 0.01452 , 0.023198 , 0.0423 , 0.022836 , 0.054539 , 0.028509 , 0.063564 , 0.055079 , 0.045851 , 0.025875 , 0.051027 , 0.081306 , 0.037699 , 0.026932 , 0.039835 , 0.068605 , 0.030945 , 0.068108 , 0.029184 , 0.015041 , 0.053858 , 0.072377 , 0.05846 , 0.052971 , 0.039445 , 0.037573 , 0.053265 , 0.069165 , 0.048586 , 0.048451 , 0.052662 , 0.058349 , 0.054351 , 0.038591 , 0.055653 , 0.047997 , 0.053825 , 0.025832 , 0.046126 , 0.03533 , 0.032248 , 0.058528 , 0.050318 , 0.060544 , 0.067954 , 0.063665 , 0.057766 , 0.02985 , 0.050014 , 0.063424 , 0.04505 
 318 , 0.026584 , 0.026411 , 0.045192 , 0.040298 , 0.020606 , 0.026239 , 0.021623 , 0.041036 , 0.016159 , 0.04085 , 0.041496 , 0.045859 , 0.005531 , 0.020973 , 0.030492 , 0.035536 , 0.031217 , 0.045541 , 0.030673 , 0.03146 , 0.018644 , 0.016809 , 0.041682 , 0.04635 , 0.028794 , 0.016318 , 0.016243 , 0.032468 , 0.03383 , 0.031478 , 0.025359 , 0.00886 , 0.022441 , 0.03089 , 0.024506 , 0.038958 , 0.021906 , 0.022353 , 0.039546 , 0.038662 , 0.03146 , 0.019037 , 0.030996 , 0.019532 , 0.03474 , 0.01707 , 0.034674 , 0.018347 , 0.009607 , 0.018789 , 0.02967 , 0.052747 , 0.021937 , 0.060387 , 0.032167 , 0.064737 , 0.061094 , 0.047075 , 0.029311 , 0.049785 , 0.076263 , 0.038772 , 0.017078 , 0.03161 , 0.072682 , 0.02161 , 0.063986 , 0.022313 , 0.014165 , 0.061006 , 0.071077 , 0.065595 , 0.053008 , 0.045095 , 0.041319 , 0.048499 , 0.066028 , 0.044524 , 0.046483 , 0.050612 , 0.058163 , 0.04998 , 0.037176 , 0.049392 , 0.047743 , 0.057014 , 0.021906 , 0.042981 , 0.03726 , 0.035121 , 0.060444 , 0.050988 , 0.059927 , 0.067987 , 0.056519 , 0.05933 , 0.028993 , 0.053477 , 0.060802 , 0.045408 
 319 , 0.025846 , 0.026912 , 0.039617 , 0.03651 , 0.020627 , 0.025345 , 0.0241 , 0.039656 , 0.01915 , 0.042254 , 0.043997 , 0.041523 , 0.009804 , 0.022152 , 0.032932 , 0.03471 , 0.030933 , 0.04325 , 0.031754 , 0.036288 , 0.024831 , 0.016237 , 0.045237 , 0.049461 , 0.031836 , 0.014047 , 0.018298 , 0.028308 , 0.033908 , 0.029199 , 0.025633 , 0.017392 , 0.019538 , 0.028526 , 0.025189 , 0.038933 , 0.020849 , 0.025069 , 0.041772 , 0.039147 , 0.030657 , 0.0199 , 0.035258 , 0.024691 , 0.037117 , 0.021168 , 0.032454 , 0.015754 , 0.015163 , 0.02314 , 0.030949 , 0.046019 , 0.027118 , 0.050713 , 0.033531 , 0.056138 , 0.054295 , 0.042519 , 0.03019 , 0.050126 , 0.068031 , 0.040368 , 0.031295 , 0.035865 , 0.062594 , 0.031769 , 0.055807 , 0.027593 , 0.017442 , 0.058172 , 0.064387 , 0.060505 , 0.062143 , 0.04759 , 0.046754 , 0.047722 , 0.060949 , 0.042095 , 0.045999 , 0.052412 , 0.063053 , 0.05158 , 0.046213 , 0.046225 , 0.04337 , 0.048928 , 0.020849 , 0.045365 , 0.041811 , 0.032621 , 0.055905 , 0.054209 , 0.05333 , 0.061077 , 0.054124 , 0.054365 , 0.028164 , 0.049904 , 0.055955 , 0.050623 
 320 , 0.025231 , 0.027224 , 0.035256 , 0.033534 , 0.020623 , 0.024582 , 0.02596 , 0.038524 , 0.021356 , 0.043299 , 0.045889 , 0.038125 , 0.013074 , 0.022995 , 0.034791 , 0.033992 , 0.030617 , 0.041371 , 0.03253 , 0.039892 , 0.029367 , 0.015769 , 0.047928 , 0.051803 , 0.034027 , 0.012282 , 0.01988 , 0.025054 , 0.03394 , 0.027353 , 0.025641 , 0.023839 , 0.017272 , 0.026606 , 0.025599 , 0.038857 , 0.019988 , 0.02712 , 0.043288 , 0.039364 , 0.029992 , 0.020564 , 0.038614 , 0.028537 , 0.038896 , 0.024273 , 0.030659 , 0.013741 , 0.019394 , 0.026353 , 0.031801 , 0.04076 , 0.031006 , 0.043132 , 0.034551 , 0.049428 , 0.048976 , 0.038896 , 0.030749 , 0.050129 , 0.061561 , 0.041267 , 0.042198 , 0.038753 , 0.054748 , 0.039468 , 0.049414 , 0.031437 , 0.019863 , 0.055862 , 0.059151 , 0.056463 , 0.068992 , 0.049445 , 0.050969 , 0.04707 , 0.056959 , 0.04016 , 0.0455 , 0.053695 , 0.066571 , 0.052799 , 0.052782 , 0.043667 , 0.039934 , 0.042653 , 0.019988 , 0.047386 , 0.04532 , 0.030641 , 0.05224 , 0.056841 , 0.048143 , 0.055654 , 0.052195 , 0.05041 , 0.027471 , 0.047077 , 0.052115 , 0.054504 
 321 , 0.024704 , 0.027409 , 0.031745 , 0.031133 , 0.020597 , 0.023913 , 0.02739 , 0.037564 , 0.023013 , 0.044081 , 0.04735 , 0.035384 , 0.015643 , 0.023606 , 0.036234 , 0.033354 , 0.030286 , 0.039789 , 0.033094 , 0.042631 , 0.032745 , 0.01537 , 0.050011 , 0.053603 , 0.035626 , 0.010868 , 0.021131 , 0.022445 , 0.033941 , 0.025815 , 0.025479 , 0.028827 , 0.015455 , 0.025005 , 0.025827 , 0.038747 , 0.019264 , 0.028704 , 0.04431 , 0.039397 , 0.029429 , 0.021087 , 0.041336 , 0.031462 , 0.040244 , 0.026684 , 0.029172 , 0.012129 , 0.022693 , 0.02878 , 0.032356 , 0.036535 , 0.033985 , 0.037025 , 0.035327 , 0.044053 , 0.044705 , 0.035936 , 0.031083 , 0.049907 , 0.056339 , 0.041703 , 0.05076 , 0.040711 , 0.048483 , 0.045443 , 0.044272 , 0.034283 , 0.021689 , 0.05392 , 0.054946 , 0.053161 , 0.074238 , 0.050851 , 0.054321 , 0.046497 , 0.053738 , 0.038568 , 0.044994 , 0.05461 , 0.06913 , 0.053747 , 0.057635 , 0.041536 , 0.03715 , 0.037652 , 0.019264 , 0.049148 , 0.048097 , 0.029028 , 0.049198 , 0.059053 , 0.043946 , 0.051278 , 0.0506 , 0.047168 , 0.026872 , 0.044771 , 0.048985 , 0.057443 
 322 , 0.024823 , 0.026184 , 0.02929 , 0.029699 , 0.021778 , 0.02173 , 0.027134 , 0.033722 , 0.022582 , 0.039492 , 0.042492 , 0.033946 , 0.016201 , 0.024066 , 0.034582 , 0.031918 , 0.028655 , 0.036974 , 0.030013 , 0.040475 , 0.031612 , 0.016677 , 0.047858 , 0.054718 , 0.035307 , 0.012549 , 0.021492 , 0.021697 , 0.033867 , 0.022994 , 0.026324 , 0.026349 , 0.015675 , 0.024425 , 0.025562 , 0.035055 , 0.019439 , 0.027327 , 0.039545 , 0.037105 , 0.029677 , 0.0224 , 0.041049 , 0.029229 , 0.038425 , 0.025968 , 0.028677 , 0.013067 , 0.0224 , 0.027478 , 0.031873 , 0.039912 , 0.030007 , 0.037195 , 0.035159 , 0.038862 , 0.042254 , 0.036077 , 0.032722 , 0.048928 , 0.049766 , 0.040769 , 0.053007 , 0.040296 , 0.048912 , 0.043646 , 0.040483 , 0.035066 , 0.019369 , 0.048228 , 0.052152 , 0.051856 , 0.063897 , 0.046968 , 0.055612 , 0.04306 , 0.050175 , 0.035506 , 0.042458 , 0.048125 , 0.067765 , 0.049623 , 0.055424 , 0.041565 , 0.033876 , 0.036918 , 0.020159 , 0.045517 , 0.048819 , 0.026904 , 0.047469 , 0.0549 , 0.041108 , 0.046427 , 0.049281 , 0.043186 , 0.027845 , 0.042388 , 0.046029 , 0.053402 
 323 , 0.025074 , 0.024762 , 0.027507 , 0.028755 , 0.023059 , 0.019454 , 0.02645 , 0.02971 , 0.021645 , 0.034163 , 0.036699 , 0.033079 , 0.016138 , 0.024405 , 0.032342 , 0.030478 , 0.026921 , 0.034249 , 0.026445 , 0.037328 , 0.029439 , 0.018224 , 0.044885 , 0.055406 , 0.034508 , 0.014762 , 0.021552 , 0.021534 , 0.033756 , 0.020256 , 0.027366 , 0.022236 , 0.016428 , 0.024214 , 0.025212 , 0.030976 , 0.019887 , 0.025358 , 0.033942 , 0.034526 , 0.030098 , 0.023716 , 0.039959 , 0.025944 , 0.036022 , 0.024518 , 0.028563 , 0.014599 , 0.021175 , 0.025373 , 0.03117 , 0.044644 , 0.024792 , 0.038966 , 0.034782 , 0.034498 , 0.040729 , 0.037162 , 0.03439 , 0.047886 , 0.043859 , 0.039595 , 0.053242 , 0.039313 , 0.051059 , 0.040045 , 0.03765 , 0.035157 , 0.016251 , 0.042329 , 0.050191 , 0.05132 , 0.050649 , 0.042276 , 0.056045 , 0.039401 , 0.047081 , 0.032515 , 0.039763 , 0.040692 , 0.065514 , 0.04478 , 0.051642 , 0.042166 , 0.030981 , 0.037489 , 0.021373 , 0.041024 , 0.048845 , 0.024971 , 0.046317 , 0.04968 , 0.039059 , 0.042198 , 0.048219 , 0.039615 , 0.029092 , 0.040352 , 0.043575 , 0.048105 
 324 , 0.025249 , 0.023629 , 0.026087 , 0.028012 , 0.024027 , 0.017645 , 0.025888 , 0.026529 , 0.020898 , 0.029938 , 0.032114 , 0.032369 , 0.016111 , 0.024663 , 0.030569 , 0.029322 , 0.025538 , 0.032085 , 0.023617 , 0.03482 , 0.027687 , 0.01943 , 0.0425 , 0.055871 , 0.033859 , 0.016491 , 0.021596 , 0.021367 , 0.033628 , 0.018089 , 0.028287 , 0.01897 , 0.017068 , 0.024084 , 0.024952 , 0.027738 , 0.020323 , 0.023796 , 0.029493 , 0.032508 , 0.030425 , 0.024748 , 0.039044 , 0.023338 , 0.034097 , 0.023386 , 0.028548 , 0.015889 , 0.020197 , 0.023688 , 0.030592 , 0.048219 , 0.020671 , 0.040257 , 0.034527 , 0.031032 , 0.039559 , 0.038247 , 0.035637 , 0.047079 , 0.039174 , 0.038666 , 0.053529 , 0.038563 , 0.052776 , 0.03716 , 0.035388 , 0.035216 , 0.013756 , 0.037622 , 0.048619 , 0.050945 , 0.039904 , 0.038552 , 0.05627 , 0.03648 , 0.044611 , 0.030144 , 0.037645 , 0.034816 , 0.063689 , 0.04093 , 0.048658 , 0.042656 , 0.028678 , 0.038057 , 0.02237 , 0.037455 , 0.048828 , 0.023439 , 0.045378 , 0.045531 , 0.037469 , 0.038845 , 0.047337 , 0.036766 , 0.030082 , 0.038732 , 0.041621 , 0.043899 
 325 , 0.024186 , 0.022584 , 0.024383 , 0.027046 , 0.023711 , 0.015966 , 0.024645 , 0.024314 , 0.019521 , 0.027503 , 0.029595 , 0.031741 , 0.015218 , 0.023931 , 0.028816 , 0.027892 , 0.024285 , 0.03057 , 0.022073 , 0.032009 , 0.02659 , 0.01982 , 0.039718 , 0.054941 , 0.033114 , 0.016485 , 0.020005 , 0.021207 , 0.031812 , 0.016357 , 0.027409 , 0.016194 , 0.016393 , 0.02347 , 0.023462 , 0.02529 , 0.019689 , 0.022963 , 0.026313 , 0.030394 , 0.029852 , 0.023849 , 0.037926 , 0.021877 , 0.031255 , 0.021454 , 0.026965 , 0.016732 , 0.019718 , 0.022086 , 0.029113 , 0.047476 , 0.016883 , 0.038328 , 0.032409 , 0.027878 , 0.038006 , 0.036261 , 0.034182 , 0.045064 , 0.036278 , 0.037135 , 0.049752 , 0.037128 , 0.051498 , 0.032522 , 0.034038 , 0.03418 , 0.011587 , 0.034507 , 0.044911 , 0.049444 , 0.033481 , 0.036691 , 0.053818 , 0.034224 , 0.04222 , 0.028749 , 0.035277 , 0.030662 , 0.060988 , 0.038791 , 0.045443 , 0.042371 , 0.027004 , 0.037336 , 0.022253 , 0.035139 , 0.04618 , 0.022312 , 0.044187 , 0.041829 , 0.036023 , 0.035822 , 0.044991 , 0.034285 , 0.030233 , 0.037164 , 0.039557 , 0.039609 
 326 , 0.021248 , 0.021524 , 0.022032 , 0.025621 , 0.021553 , 0.014283 , 0.022263 , 0.023135 , 0.017053 , 0.027248 , 0.029617 , 0.03115 , 0.013001 , 0.021683 , 0.026882 , 0.025861 , 0.023039 , 0.029763 , 0.022106 , 0.028359 , 0.026236 , 0.019126 , 0.03596 , 0.051984 , 0.032142 , 0.014038 , 0.015969 , 0.021049 , 0.027443 , 0.014965 , 0.023786 , 0.013729 , 0.013768 , 0.022058 , 0.02006 , 0.023612 , 0.017447 , 0.023051 , 0.024503 , 0.02792 , 0.027905 , 0.020099 , 0.036389 , 0.021829 , 0.0267 , 0.018177 , 0.022976 , 0.016986 , 0.019878 , 0.020311 , 0.026173 , 0.040646 , 0.012957 , 0.031813 , 0.027466 , 0.024805 , 0.035755 , 0.029732 , 0.028776 , 0.041148 , 0.035475 , 0.034504 , 0.039688 , 0.034575 , 0.045774 , 0.024633 , 0.033778 , 0.031485 , 0.009636 , 0.03333 , 0.03765 , 0.046124 , 0.032688 , 0.037169 , 0.047299 , 0.032531 , 0.0396 , 0.028552 , 0.032267 , 0.028311 , 0.056662 , 0.038745 , 0.041508 , 0.040922 , 0.02597 , 0.0347 , 0.02057 , 0.034221 , 0.039581 , 0.021618 , 0.042473 , 0.03827 , 0.03461 , 0.032878 , 0.040205 , 0.031914 , 0.029225 , 0.03546 , 0.037054 , 0.034527 
 327 , 0.018847 , 0.020663 , 0.020111 , 0.024471 , 0.01979 , 0.012914 , 0.020321 , 0.022184 , 0.015034 , 0.027073 , 0.029663 , 0.030701 , 0.011204 , 0.019851 , 0.0253 , 0.024211 , 0.022026 , 0.029116 , 0.022143 , 0.025372 , 0.026011 , 0.018555 , 0.032889 , 0.049569 , 0.031358 , 0.012026 , 0.012718 , 0.020946 , 0.023901 , 0.01383 , 0.020826 , 0.011711 , 0.011636 , 0.020911 , 0.017303 , 0.022249 , 0.015632 , 0.02311 , 0.023026 , 0.025903 , 0.026328 , 0.017034 , 0.035144 , 0.021801 , 0.022965 , 0.015522 , 0.019751 , 0.017165 , 0.020035 , 0.01887 , 0.023775 , 0.035047 , 0.009705 , 0.026569 , 0.02349 , 0.022315 , 0.033893 , 0.024535 , 0.02436 , 0.037956 , 0.034858 , 0.03237 , 0.031483 , 0.032482 , 0.041094 , 0.018103 , 0.033617 , 0.029286 , 0.008041 , 0.032361 , 0.031692 , 0.043422 , 0.032006 , 0.037555 , 0.041969 , 0.031189 , 0.037476 , 0.028373 , 0.029814 , 0.026397 , 0.053148 , 0.038772 , 0.038299 , 0.039777 , 0.025142 , 0.032537 , 0.019194 , 0.033493 , 0.034238 , 0.021044 , 0.041096 , 0.035367 , 0.033434 , 0.030476 , 0.036284 , 0.029998 , 0.028406 , 0.034071 , 0.035019 , 0.030352 
 328 , 0.016848 , 0.019952 , 0.018511 , 0.023518 , 0.018324 , 0.011781 , 0.018702 , 0.0214 , 0.013348 , 0.026956 , 0.029724 , 0.030354 , 0.009722 , 0.018324 , 0.02398 , 0.022842 , 0.021189 , 0.028589 , 0.022184 , 0.02288 , 0.025877 , 0.01808 , 0.030329 , 0.047555 , 0.030707 , 0.010339 , 0.010057 , 0.020881 , 0.020977 , 0.012884 , 0.018354 , 0.010024 , 0.009875 , 0.019962 , 0.015024 , 0.02112 , 0.014136 , 0.023147 , 0.021801 , 0.024226 , 0.025024 , 0.014478 , 0.03412 , 0.021785 , 0.019845 , 0.013334 , 0.017095 , 0.017293 , 0.020188 , 0.017668 , 0.021785 , 0.030367 , 0.006953 , 0.022278 , 0.020238 , 0.020257 , 0.032333 , 0.020325 , 0.020686 , 0.035311 , 0.034374 , 0.030605 , 0.024663 , 0.030735 , 0.037193 , 0.012587 , 0.033521 , 0.027459 , 0.006712 , 0.031548 , 0.026704 , 0.041173 , 0.03141 , 0.037877 , 0.037527 , 0.030103 , 0.035718 , 0.02821 , 0.027774 , 0.024805 , 0.050229 , 0.038842 , 0.035634 , 0.038857 , 0.024464 , 0.030735 , 0.018049 , 0.032901 , 0.029831 , 0.020563 , 0.039967 , 0.03296 , 0.032436 , 0.02848 , 0.033006 , 0.028411 , 0.027726 , 0.032914 , 0.033333 , 0.026845 
 329 , 0.018537 , 0.019227 , 0.018977 , 0.023935 , 0.017314 , 0.013007 , 0.019285 , 0.022035 , 0.013977 , 0.026556 , 0.030334 , 0.030509 , 0.010662 , 0.019391 , 0.023603 , 0.024363 , 0.021523 , 0.028503 , 0.020548 , 0.024717 , 0.027122 , 0.017627 , 0.030023 , 0.049334 , 0.03033 , 0.012736 , 0.011981 , 0.021917 , 0.021537 , 0.013151 , 0.019944 , 0.013595 , 0.009672 , 0.020934 , 0.017666 , 0.022683 , 0.014201 , 0.023232 , 0.022747 , 0.024248 , 0.026139 , 0.015842 , 0.035711 , 0.020839 , 0.022309 , 0.014468 , 0.018572 , 0.016724 , 0.021005 , 0.019026 , 0.021765 , 0.031138 , 0.010504 , 0.024878 , 0.022321 , 0.02333 , 0.032614 , 0.024856 , 0.021607 , 0.038208 , 0.033383 , 0.029583 , 0.03176 , 0.031085 , 0.036685 , 0.017625 , 0.033523 , 0.028405 , 0.008432 , 0.032972 , 0.027441 , 0.037998 , 0.034336 , 0.036839 , 0.039957 , 0.028777 , 0.035055 , 0.029737 , 0.027332 , 0.02481 , 0.050357 , 0.03822 , 0.035593 , 0.039867 , 0.024256 , 0.031331 , 0.018511 , 0.033138 , 0.029846 , 0.019521 , 0.038596 , 0.033559 , 0.031404 , 0.028599 , 0.03378 , 0.030258 , 0.027674 , 0.032983 , 0.033719 , 0.027934 
 330 , 0.020116 , 0.018611 , 0.019425 , 0.024308 , 0.016472 , 0.014139 , 0.019849 , 0.022603 , 0.014594 , 0.026212 , 0.030874 , 0.03066 , 0.011559 , 0.020394 , 0.023302 , 0.025769 , 0.021844 , 0.028458 , 0.019097 , 0.026421 , 0.028243 , 0.017243 , 0.029827 , 0.050971 , 0.030008 , 0.014911 , 0.013851 , 0.022837 , 0.022163 , 0.013424 , 0.021388 , 0.016776 , 0.009546 , 0.021826 , 0.020103 , 0.024117 , 0.0143 , 0.023314 , 0.023657 , 0.024325 , 0.027169 , 0.017129 , 0.037192 , 0.020003 , 0.024656 , 0.015583 , 0.019951 , 0.016211 , 0.021755 , 0.020226 , 0.021826 , 0.031958 , 0.013619 , 0.027445 , 0.024341 , 0.02621 , 0.032962 , 0.029128 , 0.022613 , 0.040963 , 0.032527 , 0.028755 , 0.038262 , 0.031446 , 0.036382 , 0.022255 , 0.033533 , 0.029291 , 0.009985 , 0.034238 , 0.028219 , 0.035282 , 0.036921 , 0.035926 , 0.042308 , 0.027652 , 0.034518 , 0.031102 , 0.026999 , 0.024851 , 0.050537 , 0.037669 , 0.035645 , 0.040807 , 0.024101 , 0.031939 , 0.018972 , 0.033361 , 0.030008 , 0.018615 , 0.037428 , 0.034201 , 0.030507 , 0.028755 , 0.034561 , 0.031916 , 0.027634 , 0.033059 , 0.034129 , 0.028963 
 331 , 0.021492 , 0.018083 , 0.019788 , 0.024593 , 0.015753 , 0.015127 , 0.020329 , 0.023066 , 0.015127 , 0.025912 , 0.031329 , 0.030783 , 0.012349 , 0.02126 , 0.023035 , 0.026982 , 0.022115 , 0.028435 , 0.017853 , 0.027875 , 0.029205 , 0.016919 , 0.029638 , 0.052376 , 0.029713 , 0.016772 , 0.01554 , 0.023625 , 0.022749 , 0.013658 , 0.022579 , 0.019472 , 0.009439 , 0.022593 , 0.022219 , 0.025357 , 0.014387 , 0.023399 , 0.024477 , 0.024405 , 0.028044 , 0.018225 , 0.038502 , 0.019275 , 0.026732 , 0.01659 , 0.021126 , 0.015776 , 0.022428 , 0.021204 , 0.021901 , 0.032637 , 0.016179 , 0.029792 , 0.026154 , 0.028786 , 0.033345 , 0.03293 , 0.023557 , 0.04345 , 0.031782 , 0.028064 , 0.043844 , 0.031762 , 0.036141 , 0.026211 , 0.033534 , 0.030042 , 0.011308 , 0.035309 , 0.028842 , 0.032958 , 0.039121 , 0.035167 , 0.044382 , 0.026678 , 0.034034 , 0.032286 , 0.026705 , 0.024863 , 0.050643 , 0.037178 , 0.035694 , 0.04162 , 0.023971 , 0.032505 , 0.019397 , 0.033537 , 0.030167 , 0.017838 , 0.036427 , 0.034798 , 0.029723 , 0.028871 , 0.035205 , 0.033294 , 0.02758 , 0.033096 , 0.034494 , 0.029786 
 332 , 0.022748 , 0.018783 , 0.020595 , 0.025055 , 0.016859 , 0.016523 , 0.021756 , 0.023353 , 0.016308 , 0.026751 , 0.031251 , 0.030836 , 0.014199 , 0.022311 , 0.023023 , 0.027834 , 0.022506 , 0.028507 , 0.018397 , 0.029062 , 0.029848 , 0.018607 , 0.03049 , 0.054079 , 0.030728 , 0.018938 , 0.017313 , 0.025156 , 0.024813 , 0.014661 , 0.024401 , 0.021587 , 0.011075 , 0.024635 , 0.024458 , 0.026464 , 0.017428 , 0.024374 , 0.026457 , 0.026084 , 0.028983 , 0.019902 , 0.038714 , 0.020462 , 0.027676 , 0.018825 , 0.024275 , 0.017392 , 0.025206 , 0.023423 , 0.025517 , 0.034543 , 0.019672 , 0.03107 , 0.029405 , 0.030337 , 0.035401 , 0.035022 , 0.025691 , 0.044202 , 0.032113 , 0.028509 , 0.046371 , 0.032232 , 0.036019 , 0.025282 , 0.034203 , 0.030471 , 0.014488 , 0.035922 , 0.030827 , 0.033396 , 0.038434 , 0.034799 , 0.045257 , 0.027211 , 0.034444 , 0.03307 , 0.027077 , 0.025316 , 0.051109 , 0.037105 , 0.035949 , 0.041513 , 0.024872 , 0.03263 , 0.021 , 0.035005 , 0.030681 , 0.019428 , 0.036313 , 0.035621 , 0.030818 , 0.030077 , 0.03539 , 0.033422 , 0.027837 , 0.032764 , 0.035081 , 0.030497 
