  time  ,:54:32 A,:54:39 A,:54:47 A,:54:55 A,:55:04 A,:55:21 A,:55:37 A,:55:44 A,:55:52 A,:56:00 A,:56:34 A,:56:43 A,:56:51 A,:57:00 A,:57:08 A,:57:33 A,:57:41 A,:57:50 A,:57:57 A,:58:04 A,:58:57 A,:59:10 A,:59:18 A,:59:26 A,:59:33 A,:00:17 A,:00:28 A,:00:35 A,:00:46 A,:00:54 A,:01:48 A,:02:00 A,:02:10 A,:02:18 A,:02:27 A,:02:48 A,:02:57 A,:03:06 A,:03:17 A,:03:27 A,:04:13 A,:04:23 A,:04:30 A,:04:38 A,:04:46 A,:05:06 A,:05:15 A,:05:25 A,:05:34 A,:05:44 A,:06:22 A,:06:32 A,:06:42 A,:06:53 A,:07:05 A,:07:32 A,:07:42 A,:07:54 A,:08:03 A,:08:13 A,:09:01 A,:09:09 A,:09:17 A,:09:25 A,:09:33 A,:09:58 A,:10:34 A,:10:41 A,:10:48 A,:10:56 A,:12:44 A,:12:51 A,:12:58 A,:13:13 A,:13:22 A,:13:41 A,:13:48 A,:13:54 A,:14:03 A,:14:16 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 518 , 0.020078 , 0.047029 , 0.043914 , 0.039049 , 0.041539 , 0.051805 , 0.048485 , 0.037488 , 0.052929 , 0.039934 , 0.023592 , 0.06294 , 0.059238 , 0.049055 , 0.019497 , 0.0303 , 0.033531 , 0.043432 , 0.043847 , 0.053648 , 0.038983 , 0.06418 , 0.04398 , 0.059974 , 0.044799 , 0.042624 , 0.048944 , 0.038883 , 0.045103 , 0.03191 , 0.033614 , 0.039636 , 0.064052 , 0.054666 , 0.049204 , 0.035906 , 0.052442 , 0.048479 , 0.067273 , 0.045906 , 0.056487 , 0.058944 , 0.05191 , 0.060422 , 0.05698 , 0.049758 , 0.045347 , 0.036276 , 0.067068 , 0.039077 , 0.045458 , 0.051794 , 0.042868 , 0.049951 , 0.046459 , 0.042674 , 0.042591 , 0.039215 , 0.046232 , 0.058557 , 0.039442 , 0.03694 , 0.059276 , 0.041899 , 0.052962 , 0.041523 , 0.033924 , 0.054644 , 0.02958 , 0.033681 , 0.061208 , 0.03911 , 0.043974 , 0.046028 , 0.047206 , 0.029458 , 0.040671 , 0.043648 , 0.055104 , 0.046144 
 519 , 0.020722 , 0.048398 , 0.045369 , 0.040164 , 0.042736 , 0.053141 , 0.050046 , 0.038638 , 0.054305 , 0.041249 , 0.024346 , 0.064187 , 0.060507 , 0.049934 , 0.01987 , 0.031139 , 0.034379 , 0.044651 , 0.045364 , 0.054773 , 0.040191 , 0.065646 , 0.045035 , 0.061264 , 0.04626 , 0.04381 , 0.050257 , 0.039941 , 0.046728 , 0.033009 , 0.034485 , 0.040832 , 0.065228 , 0.056103 , 0.050541 , 0.036595 , 0.053587 , 0.050101 , 0.068229 , 0.047273 , 0.057746 , 0.060223 , 0.053119 , 0.061659 , 0.058341 , 0.050998 , 0.0468 , 0.037591 , 0.068457 , 0.040152 , 0.046616 , 0.052629 , 0.044322 , 0.051555 , 0.048064 , 0.044033 , 0.043638 , 0.040381 , 0.047128 , 0.060112 , 0.040475 , 0.038042 , 0.06034 , 0.042997 , 0.054416 , 0.043053 , 0.034997 , 0.055986 , 0.030704 , 0.034897 , 0.062467 , 0.03993 , 0.044874 , 0.046956 , 0.048242 , 0.030081 , 0.041455 , 0.044222 , 0.055981 , 0.047201 
 520 , 0.021373 , 0.049791 , 0.046845 , 0.041306 , 0.043966 , 0.054507 , 0.051639 , 0.039816 , 0.0557 , 0.042605 , 0.025103 , 0.065468 , 0.06181 , 0.050844 , 0.020258 , 0.031992 , 0.035246 , 0.04591 , 0.046912 , 0.055924 , 0.041429 , 0.067148 , 0.046117 , 0.062583 , 0.047758 , 0.045019 , 0.0516 , 0.041026 , 0.048385 , 0.034137 , 0.03538 , 0.042062 , 0.066442 , 0.057582 , 0.051903 , 0.037307 , 0.05477 , 0.051763 , 0.069215 , 0.048671 , 0.059032 , 0.061536 , 0.054356 , 0.062919 , 0.059738 , 0.052267 , 0.048296 , 0.038937 , 0.069887 , 0.04125 , 0.047792 , 0.053488 , 0.045809 , 0.053202 , 0.049707 , 0.045434 , 0.0447 , 0.041564 , 0.048049 , 0.06171 , 0.041547 , 0.039178 , 0.061446 , 0.044117 , 0.055913 , 0.04461 , 0.036092 , 0.057363 , 0.031857 , 0.036136 , 0.063759 , 0.040774 , 0.045803 , 0.047915 , 0.049304 , 0.030709 , 0.042275 , 0.044818 , 0.056882 , 0.048279 
 521 , 0.022065 , 0.051434 , 0.048522 , 0.04275 , 0.045475 , 0.056053 , 0.05352 , 0.041263 , 0.057325 , 0.04426 , 0.025875 , 0.067076 , 0.063374 , 0.05201 , 0.020765 , 0.032987 , 0.036238 , 0.047454 , 0.048731 , 0.057364 , 0.042909 , 0.068965 , 0.047443 , 0.064176 , 0.049551 , 0.046436 , 0.053158 , 0.042366 , 0.050354 , 0.035514 , 0.036486 , 0.043553 , 0.068004 , 0.059399 , 0.053492 , 0.038205 , 0.05625 , 0.053763 , 0.070457 , 0.050354 , 0.06057 , 0.063159 , 0.055826 , 0.064397 , 0.061434 , 0.053814 , 0.05015 , 0.04054 , 0.071644 , 0.042552 , 0.049184 , 0.0546 , 0.047595 , 0.055199 , 0.051649 , 0.047188 , 0.045939 , 0.04292 , 0.049195 , 0.063656 , 0.042965 , 0.040534 , 0.062859 , 0.045464 , 0.057749 , 0.046493 , 0.037402 , 0.059037 , 0.033219 , 0.037645 , 0.065414 , 0.04188 , 0.047019 , 0.04915 , 0.050648 , 0.031432 , 0.043344 , 0.045622 , 0.058048 , 0.049613 
 522 , 0.022753 , 0.053077 , 0.050199 , 0.044187 , 0.046984 , 0.057604 , 0.055395 , 0.042714 , 0.058946 , 0.045922 , 0.026647 , 0.068687 , 0.064947 , 0.053174 , 0.021268 , 0.033984 , 0.037232 , 0.049 , 0.050547 , 0.058803 , 0.044392 , 0.070782 , 0.048766 , 0.065763 , 0.051347 , 0.047858 , 0.054715 , 0.043707 , 0.052317 , 0.036896 , 0.037592 , 0.045043 , 0.069572 , 0.061224 , 0.055075 , 0.039105 , 0.057736 , 0.05576 , 0.071696 , 0.052037 , 0.062104 , 0.064781 , 0.057296 , 0.065866 , 0.063126 , 0.05536 , 0.052003 , 0.042148 , 0.073409 , 0.04385 , 0.05057 , 0.055714 , 0.049383 , 0.057205 , 0.053596 , 0.048943 , 0.047179 , 0.044272 , 0.050336 , 0.065609 , 0.044381 , 0.041891 , 0.064279 , 0.046813 , 0.059586 , 0.048372 , 0.038717 , 0.06071 , 0.034577 , 0.039145 , 0.067065 , 0.042993 , 0.048235 , 0.050387 , 0.051992 , 0.032157 , 0.044415 , 0.046419 , 0.05922 , 0.050941 
 523 , 0.02345 , 0.054719 , 0.05187 , 0.045626 , 0.048492 , 0.059153 , 0.057273 , 0.044167 , 0.060566 , 0.047581 , 0.027411 , 0.070298 , 0.066516 , 0.054338 , 0.021766 , 0.034982 , 0.038222 , 0.050544 , 0.052366 , 0.060243 , 0.045868 , 0.072599 , 0.050095 , 0.067352 , 0.053145 , 0.04927 , 0.05627 , 0.045049 , 0.054286 , 0.038269 , 0.038701 , 0.046531 , 0.071135 , 0.063045 , 0.056662 , 0.039998 , 0.059216 , 0.057763 , 0.072939 , 0.053716 , 0.063633 , 0.066406 , 0.058767 , 0.067335 , 0.064815 , 0.056904 , 0.05386 , 0.043758 , 0.075165 , 0.045147 , 0.051957 , 0.056823 , 0.051167 , 0.059205 , 0.055543 , 0.050694 , 0.048422 , 0.045626 , 0.051478 , 0.06756 , 0.045799 , 0.04325 , 0.065691 , 0.048163 , 0.061419 , 0.050256 , 0.040027 , 0.062382 , 0.035939 , 0.04065 , 0.068719 , 0.044098 , 0.049455 , 0.051623 , 0.053335 , 0.032877 , 0.045488 , 0.047223 , 0.060387 , 0.052274 
 524 , 0.024237 , 0.056499 , 0.053657 , 0.047036 , 0.050017 , 0.060756 , 0.059207 , 0.04565 , 0.062299 , 0.049353 , 0.028284 , 0.072001 , 0.068186 , 0.055538 , 0.022315 , 0.036035 , 0.039285 , 0.052137 , 0.054204 , 0.061699 , 0.047426 , 0.074493 , 0.051438 , 0.06899 , 0.055002 , 0.050751 , 0.057879 , 0.046412 , 0.056272 , 0.039675 , 0.039855 , 0.048049 , 0.072752 , 0.064937 , 0.05831 , 0.040927 , 0.060732 , 0.059777 , 0.074202 , 0.055474 , 0.065245 , 0.06807 , 0.06029 , 0.068926 , 0.066556 , 0.058502 , 0.055811 , 0.045446 , 0.076997 , 0.046517 , 0.053401 , 0.057943 , 0.052993 , 0.061268 , 0.057593 , 0.052469 , 0.049761 , 0.047053 , 0.052638 , 0.069561 , 0.047234 , 0.044735 , 0.067185 , 0.049563 , 0.0633 , 0.052166 , 0.041428 , 0.064121 , 0.037398 , 0.042208 , 0.070434 , 0.045195 , 0.05071 , 0.052882 , 0.05474 , 0.033671 , 0.046564 , 0.048061 , 0.061606 , 0.05368 
 525 , 0.02506 , 0.05832 , 0.055473 , 0.048431 , 0.051555 , 0.062373 , 0.061161 , 0.047143 , 0.064079 , 0.051155 , 0.029189 , 0.073738 , 0.069891 , 0.056755 , 0.022877 , 0.037113 , 0.040372 , 0.053749 , 0.056049 , 0.063156 , 0.049014 , 0.076415 , 0.052785 , 0.070644 , 0.056879 , 0.052255 , 0.059502 , 0.047784 , 0.058261 , 0.041084 , 0.041037 , 0.049584 , 0.074385 , 0.066862 , 0.059979 , 0.041861 , 0.06225 , 0.061797 , 0.075485 , 0.057261 , 0.066891 , 0.069744 , 0.061832 , 0.070562 , 0.068315 , 0.060114 , 0.057791 , 0.047173 , 0.07885 , 0.047914 , 0.054873 , 0.059067 , 0.054838 , 0.063356 , 0.059679 , 0.054249 , 0.051132 , 0.048508 , 0.053796 , 0.071585 , 0.048673 , 0.046261 , 0.068703 , 0.050984 , 0.065203 , 0.054085 , 0.042855 , 0.065879 , 0.038884 , 0.043784 , 0.072179 , 0.04629 , 0.051979 , 0.054161 , 0.056161 , 0.03449 , 0.047649 , 0.04892 , 0.062838 , 0.055114 
 526 , 0.025882 , 0.060148 , 0.05729 , 0.049834 , 0.05309 , 0.063993 , 0.063107 , 0.048639 , 0.065853 , 0.052965 , 0.030095 , 0.075472 , 0.071592 , 0.057974 , 0.02344 , 0.038188 , 0.041462 , 0.055359 , 0.057896 , 0.064617 , 0.050594 , 0.078336 , 0.054129 , 0.072305 , 0.058758 , 0.053761 , 0.061123 , 0.049156 , 0.060243 , 0.042495 , 0.042216 , 0.051111 , 0.076013 , 0.068782 , 0.061646 , 0.042793 , 0.063767 , 0.063809 , 0.076762 , 0.059043 , 0.068532 , 0.071426 , 0.063375 , 0.072192 , 0.070077 , 0.061723 , 0.059768 , 0.048895 , 0.080701 , 0.049305 , 0.056346 , 0.060184 , 0.056678 , 0.065437 , 0.061771 , 0.056031 , 0.052507 , 0.049964 , 0.054961 , 0.073601 , 0.050107 , 0.047784 , 0.07022 , 0.052406 , 0.0671 , 0.056001 , 0.044284 , 0.067641 , 0.040374 , 0.045359 , 0.073921 , 0.04738 , 0.053244 , 0.055431 , 0.057582 , 0.035306 , 0.048728 , 0.049774 , 0.064076 , 0.056548 
 527 , 0.026668 , 0.061948 , 0.059056 , 0.05123 , 0.054597 , 0.065633 , 0.065087 , 0.050126 , 0.067583 , 0.054747 , 0.030941 , 0.077161 , 0.073302 , 0.05914 , 0.023962 , 0.039246 , 0.042511 , 0.056937 , 0.059752 , 0.066065 , 0.052173 , 0.080251 , 0.055485 , 0.073956 , 0.060628 , 0.055239 , 0.062722 , 0.050522 , 0.062224 , 0.043897 , 0.043381 , 0.052641 , 0.077623 , 0.07068 , 0.063304 , 0.043717 , 0.065267 , 0.065813 , 0.078031 , 0.060808 , 0.070176 , 0.073098 , 0.064907 , 0.073806 , 0.071844 , 0.06334 , 0.06172 , 0.050588 , 0.082526 , 0.050678 , 0.057795 , 0.061324 , 0.058522 , 0.067505 , 0.063832 , 0.057813 , 0.053817 , 0.051428 , 0.056115 , 0.075612 , 0.051536 , 0.04928 , 0.071712 , 0.053817 , 0.068987 , 0.057928 , 0.045691 , 0.069383 , 0.041851 , 0.046862 , 0.07566 , 0.048488 , 0.054513 , 0.056709 , 0.059008 , 0.036126 , 0.049814 , 0.050588 , 0.065285 , 0.057964 
 528 , 0.02741 , 0.063696 , 0.060739 , 0.052626 , 0.056068 , 0.067294 , 0.067113 , 0.051614 , 0.069251 , 0.056498 , 0.031711 , 0.078794 , 0.075019 , 0.060224 , 0.024441 , 0.040272 , 0.043508 , 0.058455 , 0.061617 , 0.067494 , 0.053747 , 0.082144 , 0.056855 , 0.075619 , 0.062496 , 0.056674 , 0.064295 , 0.051881 , 0.064198 , 0.045283 , 0.044526 , 0.054171 , 0.079188 , 0.072541 , 0.064938 , 0.044629 , 0.066743 , 0.067809 , 0.079285 , 0.062526 , 0.071808 , 0.074747 , 0.066422 , 0.075383 , 0.07362 , 0.064974 , 0.063641 , 0.052226 , 0.084307 , 0.052039 , 0.059212 , 0.062472 , 0.060375 , 0.06956 , 0.065853 , 0.0596 , 0.055038 , 0.052905 , 0.057267 , 0.077625 , 0.052953 , 0.050724 , 0.073171 , 0.055207 , 0.070857 , 0.059879 , 0.047058 , 0.071105 , 0.043314 , 0.048246 , 0.077382 , 0.049615 , 0.055777 , 0.058 , 0.060436 , 0.036946 , 0.050918 , 0.051336 , 0.066458 , 0.059364 
 529 , 0.028148 , 0.065446 , 0.062419 , 0.054021 , 0.057538 , 0.068957 , 0.069141 , 0.053103 , 0.070914 , 0.058247 , 0.032479 , 0.080426 , 0.076731 , 0.061306 , 0.024912 , 0.041292 , 0.044504 , 0.059972 , 0.063483 , 0.068914 , 0.055324 , 0.084034 , 0.058229 , 0.077276 , 0.064364 , 0.058113 , 0.065868 , 0.053238 , 0.066174 , 0.046663 , 0.045672 , 0.055697 , 0.08075 , 0.074395 , 0.066578 , 0.045543 , 0.068223 , 0.069801 , 0.080542 , 0.064248 , 0.073447 , 0.076395 , 0.067942 , 0.076964 , 0.075392 , 0.066608 , 0.065563 , 0.053874 , 0.086089 , 0.053391 , 0.060627 , 0.06363 , 0.062229 , 0.071618 , 0.067868 , 0.061385 , 0.056259 , 0.054376 , 0.058412 , 0.07963 , 0.054363 , 0.052167 , 0.074627 , 0.05659 , 0.072719 , 0.061825 , 0.04843 , 0.072829 , 0.044785 , 0.049623 , 0.079104 , 0.050742 , 0.057048 , 0.059293 , 0.061868 , 0.037763 , 0.052021 , 0.052082 , 0.067624 , 0.060755 
 530 , 0.028883 , 0.067194 , 0.064101 , 0.055414 , 0.059001 , 0.070614 , 0.071158 , 0.05458 , 0.072572 , 0.060001 , 0.033242 , 0.082049 , 0.078443 , 0.062384 , 0.025388 , 0.042318 , 0.045498 , 0.061483 , 0.065342 , 0.070337 , 0.056895 , 0.085927 , 0.0596 , 0.078931 , 0.066225 , 0.059544 , 0.067435 , 0.054586 , 0.068145 , 0.048042 , 0.046813 , 0.057223 , 0.082308 , 0.076252 , 0.068213 , 0.046449 , 0.069701 , 0.071788 , 0.08179 , 0.065965 , 0.075078 , 0.078042 , 0.06946 , 0.078542 , 0.077159 , 0.068231 , 0.067472 , 0.055512 , 0.087865 , 0.054741 , 0.062038 , 0.064774 , 0.064082 , 0.073665 , 0.06988 , 0.063168 , 0.057476 , 0.05584 , 0.059556 , 0.081629 , 0.055772 , 0.053605 , 0.076085 , 0.057976 , 0.074578 , 0.063761 , 0.049801 , 0.074547 , 0.046245 , 0.051011 , 0.080827 , 0.05187 , 0.058315 , 0.060575 , 0.063292 , 0.038583 , 0.053117 , 0.052827 , 0.068787 , 0.062143 
 531 , 0.029599 , 0.068848 , 0.065729 , 0.056701 , 0.060405 , 0.072141 , 0.072994 , 0.055848 , 0.074121 , 0.061657 , 0.034025 , 0.083523 , 0.079936 , 0.063481 , 0.025919 , 0.043246 , 0.046459 , 0.062858 , 0.067011 , 0.071662 , 0.058332 , 0.087682 , 0.060903 , 0.080472 , 0.067933 , 0.060953 , 0.068935 , 0.055854 , 0.070012 , 0.049292 , 0.04786 , 0.058674 , 0.083741 , 0.078044 , 0.069751 , 0.047281 , 0.071077 , 0.073611 , 0.082925 , 0.06754 , 0.076606 , 0.079625 , 0.070909 , 0.080042 , 0.078778 , 0.069726 , 0.069246 , 0.057056 , 0.08955 , 0.055997 , 0.063381 , 0.065754 , 0.065841 , 0.075535 , 0.071762 , 0.06482 , 0.058662 , 0.057162 , 0.06058 , 0.083442 , 0.057081 , 0.054926 , 0.07744 , 0.059278 , 0.076313 , 0.065492 , 0.051048 , 0.076163 , 0.047605 , 0.05261 , 0.082433 , 0.052903 , 0.059471 , 0.061731 , 0.064521 , 0.039286 , 0.054098 , 0.053563 , 0.069813 , 0.063381 
 532 , 0.030308 , 0.070495 , 0.067357 , 0.057999 , 0.061809 , 0.073664 , 0.074832 , 0.05712 , 0.07566 , 0.063315 , 0.034808 , 0.085006 , 0.081428 , 0.06457 , 0.026442 , 0.044172 , 0.047417 , 0.064237 , 0.068675 , 0.072987 , 0.059769 , 0.089443 , 0.062204 , 0.082006 , 0.069641 , 0.062361 , 0.070445 , 0.057114 , 0.071869 , 0.050536 , 0.048898 , 0.06012 , 0.085169 , 0.079834 , 0.071286 , 0.048107 , 0.072453 , 0.075428 , 0.084064 , 0.06912 , 0.078127 , 0.081208 , 0.072359 , 0.081541 , 0.080405 , 0.071217 , 0.07101 , 0.058601 , 0.091232 , 0.057246 , 0.064727 , 0.066742 , 0.067595 , 0.077399 , 0.073639 , 0.066466 , 0.05985 , 0.058476 , 0.061601 , 0.085257 , 0.058394 , 0.056242 , 0.078792 , 0.060578 , 0.078045 , 0.067219 , 0.052287 , 0.077775 , 0.048961 , 0.054214 , 0.084045 , 0.053932 , 0.060629 , 0.062882 , 0.06575 , 0.039992 , 0.055074 , 0.054296 , 0.07084 , 0.06462 
 533 , 0.031025 , 0.07214 , 0.06899 , 0.059291 , 0.063214 , 0.075189 , 0.07667 , 0.058393 , 0.077201 , 0.064972 , 0.035592 , 0.086476 , 0.08292 , 0.065668 , 0.02697 , 0.045107 , 0.048378 , 0.065618 , 0.070337 , 0.07431 , 0.061208 , 0.091202 , 0.063505 , 0.083547 , 0.071349 , 0.06377 , 0.071944 , 0.058374 , 0.073728 , 0.051775 , 0.049941 , 0.061575 , 0.086596 , 0.081623 , 0.072823 , 0.048935 , 0.073829 , 0.077252 , 0.085198 , 0.070704 , 0.07965 , 0.082788 , 0.073804 , 0.083041 , 0.082028 , 0.07271 , 0.072779 , 0.060145 , 0.092922 , 0.0585 , 0.066067 , 0.067731 , 0.06935 , 0.07927 , 0.075518 , 0.068117 , 0.061031 , 0.059791 , 0.062625 , 0.08707 , 0.059702 , 0.057558 , 0.080143 , 0.061879 , 0.079782 , 0.068945 , 0.053534 , 0.07939 , 0.05032 , 0.055812 , 0.085653 , 0.054964 , 0.061784 , 0.06403 , 0.066978 , 0.040698 , 0.056058 , 0.055027 , 0.071868 , 0.065858 
 534 , 0.031665 , 0.073517 , 0.070401 , 0.060424 , 0.0644 , 0.076511 , 0.078187 , 0.059557 , 0.078594 , 0.066375 , 0.036265 , 0.087743 , 0.084214 , 0.06654 , 0.027339 , 0.045917 , 0.049185 , 0.066776 , 0.071739 , 0.075371 , 0.062463 , 0.092694 , 0.064584 , 0.084845 , 0.072809 , 0.064967 , 0.073198 , 0.059456 , 0.075301 , 0.052855 , 0.050842 , 0.062775 , 0.087782 , 0.083092 , 0.074154 , 0.049606 , 0.074982 , 0.078798 , 0.086112 , 0.072058 , 0.080971 , 0.084163 , 0.075014 , 0.084348 , 0.08343 , 0.074001 , 0.074268 , 0.061469 , 0.094363 , 0.059532 , 0.067171 , 0.068566 , 0.070828 , 0.08092 , 0.077142 , 0.069471 , 0.061972 , 0.060876 , 0.063469 , 0.088584 , 0.060838 , 0.058697 , 0.08127 , 0.062966 , 0.081245 , 0.07042 , 0.054588 , 0.080792 , 0.051466 , 0.057066 , 0.086985 , 0.055786 , 0.062749 , 0.065018 , 0.068006 , 0.041291 , 0.056869 , 0.055595 , 0.072676 , 0.066884 
 535 , 0.03227 , 0.074772 , 0.071722 , 0.061484 , 0.065488 , 0.077744 , 0.079564 , 0.060677 , 0.079923 , 0.067667 , 0.036896 , 0.088911 , 0.085432 , 0.067314 , 0.027638 , 0.046672 , 0.049933 , 0.067833 , 0.073029 , 0.076316 , 0.063637 , 0.094075 , 0.065572 , 0.086041 , 0.074157 , 0.066065 , 0.074342 , 0.060453 , 0.076738 , 0.053854 , 0.051682 , 0.063868 , 0.088853 , 0.08442 , 0.075387 , 0.050196 , 0.076027 , 0.080224 , 0.086925 , 0.073317 , 0.082197 , 0.085445 , 0.076104 , 0.08556 , 0.084747 , 0.075194 , 0.075636 , 0.062695 , 0.095702 , 0.060472 , 0.06816 , 0.069339 , 0.072177 , 0.082466 , 0.078654 , 0.070697 , 0.062798 , 0.061856 , 0.064239 , 0.089962 , 0.061901 , 0.059754 , 0.082306 , 0.063951 , 0.0826 , 0.071793 , 0.055558 , 0.082107 , 0.052515 , 0.058159 , 0.088193 , 0.056506 , 0.063637 , 0.065937 , 0.068948 , 0.041848 , 0.057615 , 0.056096 , 0.073394 , 0.067827 
 536 , 0.032874 , 0.076023 , 0.073041 , 0.062547 , 0.066573 , 0.078974 , 0.080932 , 0.061799 , 0.081254 , 0.068956 , 0.037525 , 0.09008 , 0.086647 , 0.068087 , 0.027939 , 0.047433 , 0.050687 , 0.068899 , 0.074316 , 0.077254 , 0.064814 , 0.095453 , 0.066554 , 0.087233 , 0.075502 , 0.067172 , 0.075489 , 0.061445 , 0.078182 , 0.054861 , 0.052516 , 0.064956 , 0.089926 , 0.085745 , 0.076623 , 0.05079 , 0.077074 , 0.081654 , 0.087735 , 0.074574 , 0.083425 , 0.086724 , 0.077196 , 0.086775 , 0.08606 , 0.076391 , 0.077003 , 0.063919 , 0.097038 , 0.061406 , 0.069156 , 0.070103 , 0.07353 , 0.084012 , 0.080172 , 0.07192 , 0.063622 , 0.062843 , 0.065001 , 0.091336 , 0.062959 , 0.060814 , 0.083342 , 0.064937 , 0.083947 , 0.073163 , 0.056536 , 0.083419 , 0.053566 , 0.059261 , 0.089404 , 0.057225 , 0.064524 , 0.066856 , 0.069891 , 0.042396 , 0.058359 , 0.056594 , 0.07411 , 0.06877 
 537 , 0.033409 , 0.07724 , 0.074286 , 0.063573 , 0.067634 , 0.080148 , 0.082279 , 0.062867 , 0.082525 , 0.070173 , 0.038092 , 0.091191 , 0.087784 , 0.068819 , 0.028234 , 0.048131 , 0.051389 , 0.069901 , 0.075556 , 0.078146 , 0.065924 , 0.096788 , 0.067511 , 0.08838 , 0.076793 , 0.06823 , 0.076605 , 0.062407 , 0.079552 , 0.055813 , 0.0533 , 0.066015 , 0.090952 , 0.087033 , 0.077803 , 0.051351 , 0.078069 , 0.083043 , 0.088503 , 0.075763 , 0.084604 , 0.087966 , 0.07825 , 0.087933 , 0.087324 , 0.077544 , 0.078328 , 0.065102 , 0.098329 , 0.062323 , 0.070095 , 0.070834 , 0.074843 , 0.085498 , 0.081618 , 0.073094 , 0.064408 , 0.0638 , 0.065736 , 0.092668 , 0.063981 , 0.061818 , 0.084339 , 0.065885 , 0.085258 , 0.074474 , 0.057459 , 0.084675 , 0.054557 , 0.060308 , 0.090544 , 0.057918 , 0.065361 , 0.067731 , 0.070788 , 0.042898 , 0.059058 , 0.05707 , 0.074811 , 0.069668 
 538 , 0.033805 , 0.078365 , 0.075372 , 0.06452 , 0.068632 , 0.081208 , 0.083557 , 0.063818 , 0.083655 , 0.071235 , 0.038516 , 0.092178 , 0.088742 , 0.069445 , 0.028509 , 0.048717 , 0.052003 , 0.070805 , 0.076674 , 0.078944 , 0.066895 , 0.098007 , 0.068437 , 0.089439 , 0.077981 , 0.069192 , 0.07765 , 0.063284 , 0.080779 , 0.056655 , 0.053974 , 0.06698 , 0.091891 , 0.088215 , 0.078847 , 0.051827 , 0.07897 , 0.084344 , 0.089185 , 0.076817 , 0.085659 , 0.089126 , 0.079237 , 0.08899 , 0.088463 , 0.078599 , 0.079549 , 0.066179 , 0.099529 , 0.0632 , 0.070929 , 0.071495 , 0.076082 , 0.086856 , 0.082926 , 0.074162 , 0.065112 , 0.064716 , 0.066401 , 0.093915 , 0.064911 , 0.062692 , 0.085236 , 0.066771 , 0.086459 , 0.075639 , 0.058281 , 0.085795 , 0.055431 , 0.061261 , 0.091533 , 0.058561 , 0.066108 , 0.068515 , 0.071592 , 0.043291 , 0.059647 , 0.057487 , 0.07547 , 0.07046 
 539 , 0.034204 , 0.079498 , 0.076459 , 0.065467 , 0.069637 , 0.082269 , 0.084837 , 0.064768 , 0.084778 , 0.072296 , 0.038935 , 0.093162 , 0.089699 , 0.070081 , 0.028787 , 0.0493 , 0.052613 , 0.071708 , 0.077799 , 0.079746 , 0.067859 , 0.099233 , 0.069356 , 0.090496 , 0.079171 , 0.070153 , 0.078694 , 0.06416 , 0.082001 , 0.057495 , 0.054645 , 0.067944 , 0.092829 , 0.089398 , 0.07989 , 0.052312 , 0.079864 , 0.085654 , 0.089862 , 0.077864 , 0.086719 , 0.090294 , 0.080223 , 0.090045 , 0.089607 , 0.079655 , 0.080766 , 0.067264 , 0.10073 , 0.064075 , 0.071754 , 0.072159 , 0.077322 , 0.088215 , 0.084229 , 0.075237 , 0.065814 , 0.065631 , 0.067062 , 0.095156 , 0.06584 , 0.063566 , 0.086137 , 0.06765 , 0.08766 , 0.076805 , 0.059109 , 0.086922 , 0.056305 , 0.062213 , 0.092529 , 0.059207 , 0.066853 , 0.069297 , 0.072394 , 0.04368 , 0.060233 , 0.057906 , 0.076126 , 0.071251 
 540 , 0.034605 , 0.080624 , 0.077546 , 0.06642 , 0.070634 , 0.083328 , 0.086118 , 0.065724 , 0.085908 , 0.073358 , 0.039357 , 0.094146 , 0.09066 , 0.070713 , 0.029065 , 0.049885 , 0.053226 , 0.07261 , 0.078917 , 0.080545 , 0.068829 , 0.100454 , 0.070273 , 0.091553 , 0.080355 , 0.07112 , 0.079738 , 0.065035 , 0.083223 , 0.058333 , 0.05532 , 0.068908 , 0.093772 , 0.090588 , 0.080939 , 0.052793 , 0.080762 , 0.086958 , 0.090542 , 0.078917 , 0.087779 , 0.091454 , 0.081208 , 0.0911 , 0.090752 , 0.080709 , 0.081989 , 0.068343 , 0.10193 , 0.06495 , 0.072583 , 0.07282 , 0.078556 , 0.089577 , 0.085534 , 0.076305 , 0.066512 , 0.066545 , 0.067726 , 0.096397 , 0.066774 , 0.064438 , 0.087037 , 0.068533 , 0.088868 , 0.077972 , 0.059928 , 0.088048 , 0.057178 , 0.063164 , 0.093516 , 0.059843 , 0.067595 , 0.070083 , 0.073194 , 0.04407 , 0.060821 , 0.058327 , 0.076778 , 0.072039 
